Row ID;Row Name;Unk0;Unk1;Unk2;Unk3
37040000;;-1;-1;-1;-1
37040010;;17452;-1;-1;-1
37500000;;-1;-1;-1;-1
37500010;;14151;-1;-1;-1
37500020;;14154;-1;-1;-1
38500000;;-1;-1;-1;-1
38500010;;14061;-1;-1;-1
39700000;;-1;-1;-1;-1
39700010;;14661;14663;-1;-1
39700020;;14662;14663;-1;-1
39700030;;14667;-1;-1;-1
40200000;;-1;-1;-1;-1
40200010;;16683;-1;-1;-1
40400000;;-1;-1;-1;-1
40400010;;18530;-1;-1;-1
40500000;;-1;-1;-1;-1
40500010;;-1;-1;-1;-1
40500020;;-1;-1;-1;-1
40700000;;-1;-1;-1;-1
40700010;;10416;-1;-1;-1
40700020;;10417;-1;-1;-1
40700500;;16941;-1;-1;-1
40700510;;16940;-1;-1;-1
40800000;;-1;-1;-1;-1
40800010;;10432;-1;-1;-1
41000000;;-1;-1;-1;-1
41000010;;10559;-1;-1;-1
41000020;;10585;10587;-1;-1
41000030;;10586;-1;-1;-1
41000040;;10585;10588;-1;-1
41100000;;-1;-1;-1;-1
41100010;;10579;-1;-1;-1
41400000;;-1;-1;-1;-1
41400010;;15008;-1;-1;-1
41400020;;15050;-1;-1;-1
41400030;;15051;-1;-1;-1
41400040;;15052;-1;-1;-1
41400100;;4302;15025;295000;-1
41900000;;-1;-1;-1;-1
41900010;;12605;12606;-1;-1
41900020;;12605;12607;-1;-1
41900030;;12605;12608;-1;-1
41900040;;12630;12615;5000;-1
41900041;;12630;12615;-1;-1
41900050;;12604;-1;-1;-1
42000000;;-1;-1;-1;-1
42000010;;10507;-1;-1;-1
42000020;;10516;-1;-1;-1
42000030;;10517;-1;-1;-1
42100000;;-1;-1;-1;-1
42100010;;10911;-1;-1;-1
42400000;;-1;-1;-1;-1
42400010;;12015;-1;-1;-1
42600000;;-1;-1;-1;-1
42600010;;13430;-1;-1;-1
42600020;;13431;-1;-1;-1
42800000;;-1;-1;-1;-1
42800010;;15369;-1;-1;-1
43000000;;-1;-1;-1;-1
43000010;;10108;-1;-1;-1
43000020;;10112;-1;-1;-1
43000030;;10102;-1;-1;-1
43000040;;10105;-1;-1;-1
43100000;;-1;-1;-1;-1
43100010;;5090;-1;-1;-1
43100020;;13279;-1;-1;-1
43100030;;13290;-1;-1;-1
43100040;;13270;-1;-1;-1
43100050;;13289;-1;-1;-1
43100060;;13298;13289;-1;-1
43100070;;295200;295201;4302;-1
43100071;;295200;4302;-1;-1
43100080;;5021;-1;-1;-1
43210000;;-1;-1;-1;-1
43210010;;11980;-1;-1;-1
43210020;;11983;-1;-1;-1
43400000;;-1;-1;-1;-1
43400010;;13268;-1;-1;-1
43400020;;13269;-1;-1;-1
43500000;;-1;-1;-1;-1
43500010;;14475;14469;-1;-1
43500020;;14497;-1;-1;-1
43500030;;14498;-1;-1;-1
43500040;;14486;-1;-1;-1
43500050;;14487;-1;-1;-1
43500060;;14492;-1;-1;-1
43500070;;14493;-1;-1;-1
43500080;;14455;-1;-1;-1
43500090;;14467;-1;-1;-1
43500100;;14490;-1;-1;-1
43500110;;14499;-1;-1;-1
43700000;;-1;-1;-1;-1
43700010;;13690;-1;-1;-1
43700011;;5024;-1;-1;-1
43700020;;13665;-1;-1;-1
43700021;;13666;-1;-1;-1
43700030;;13663;-1;-1;-1
43700031;;13675;-1;-1;-1
43700040;;13689;4300;-1;-1
43700050;;13688;-1;-1;-1
43800000;;-1;-1;-1;-1
43800010;;15655;-1;-1;-1
43800020;;15656;-1;-1;-1
43800021;;15658;-1;-1;-1
43800022;;15657;-1;-1;-1
43810000;;-1;-1;-1;-1
43810010;;16549;-1;-1;-1
43820000;;-1;-1;-1;-1
43820010;;16567;-1;-1;-1
43850000;;-1;-1;-1;-1
43850010;;17130;-1;-1;-1
44700000;;-1;-1;-1;-1
44700010;;14306;-1;-1;-1
44800000;;-1;-1;-1;-1
44800010;;14980;-1;-1;-1
44800020;;14981;-1;-1;-1
44900000;;-1;-1;-1;-1
44900010;;15206;-1;-1;-1
44900020;;15211;-1;-1;-1
45100000;;-1;-1;-1;-1
45100010;;14886;-1;-1;-1
45100020;;14876;-1;-1;-1
45500000;;-1;-1;-1;-1
45500010;;14018;-1;-1;-1
45600000;;-1;-1;-1;-1
45600010;;15444;-1;-1;-1
45700000;;-1;-1;-1;-1
45700010;;16581;-1;-1;-1
46000000;;-1;-1;-1;-1
46000010;;10155;-1;-1;-1
46000020;;10156;-1;-1;-1
46000030;;10158;-1;-1;-1
46000040;;10159;-1;-1;-1
46000050;;10139;-1;-1;-1
46400000;;-1;-1;-1;-1
46400010;;18872;-1;-1;-1
46400020;;18873;-1;-1;-1
46400030;;18874;-1;-1;-1
46500000;;-1;-1;-1;-1
46500010;;13222;-1;-1;-1
46600000;;-1;-1;-1;-1
46600010;;12177;-1;-1;-1
46600020;;12159;-1;-1;-1
46600030;;12183;-1;-1;-1
46600040;;12184;-1;-1;-1
46900000;;-1;-1;-1;-1
46900010;;16290;-1;-1;-1
46900020;;16283;16284;-1;-1
46900030;;16291;-1;-1;-1
46900040;;16292;-1;-1;-1
47700000;;-1;-1;-1;-1
47700010;;17637;-1;-1;-1
47700020;;17638;-1;-1;-1
47700030;;17639;-1;-1;-1
48100000;;-1;-1;-1;-1
48100010;;17301;-1;-1;-1
49500000;;-1;-1;-1;-1
49500010;;15346;-1;-1;-1
49500020;;15347;-1;-1;-1
49500030;;15348;-1;-1;-1
49500040;;15349;-1;-1;-1
49600000;;-1;-1;-1;-1
49600010;;5020;-1;-1;-1
60100000;;-1;-1;-1;-1
60100010;;11400;-1;-1;-1
60720000;;-1;-1;-1;-1
60720010;;15555;-1;-1;-1
