Row ID;Row Name;Unk0;Unk1;Unk2;Unk3;Unk4;Unk5;Unk6;Unk7;Unk8;Unk9;Unk10;Unk11;Unk12;Unk13;Unk14;Unk15;Unk16;Unk17;Unk18;Unk18;Unk19;Unk20;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27;Unk28;Unk29;Unk30;Unk31;Unk32;Unk33;Unk34;Unk35
53;;10;1;25;2;9999;0;9999;0;9999;0;20;1;1;128;10;50;0;20;256;1;0;257;30;5;-1;10;0;9999;1024;0;0;0;0;0;0;0;0
54;;10;1;20;2;9999;0;9999;0;9999;0;20;1;1;64;10;25;0;20;256;1;0;257;30;5;-1;10;0;9999;1280;0;0;0;0;0;0;0;0
55;;5;1;20;2;9999;0;9999;0;9999;0;5;1;0;32;10;25;0;20;256;1;0;257;30;5;-1;10;0;9999;1792;0;0;0;0;0;0;0;0
56;;10;2;40;2;9999;0;9999;0;9999;0;50;1;1;256;10;100;0;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
57;;5;1;20;2;9999;0;9999;0;9999;0;24;1;0;64;10;25;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
58;;20;4;2048;2;9999;0;9999;0;9999;0;80;1;1;512;10;400;0;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
59;;5;1;20;2;9999;0;9999;0;9999;0;25;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
60;;40;1;1000;2;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
61;;9998;10;9999;10;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
62;;0;0;0;0;9999;0;9999;0;9999;0;30;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
63;;9998;10;9999;10;9999;0;9999;0;9999;0;0;1;0;9999;0;9999;0;20;256;1;16711680;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
64;;20;4;80;2;9999;0;9999;0;9999;0;100;1;1;350;10;100;0;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
65;;40;3;60;10;80;3;512;3;768;3;2048;1;1;2048;20;256;10;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
66;;5;1;20;2;9999;0;9999;0;9999;0;128;1;1;128;10;50;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
67;;20;3;90;10;125;3;512;3;768;3;2048;1;1;2048;20;256;10;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
68;;5;1;20;2;9999;0;9999;0;9999;0;128;1;1;128;10;25;0;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
69;;5;1;20;2;9999;0;9999;0;9999;0;256;1;1;256;10;50;0;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
70;;5;1;20;2;9999;0;9999;0;9999;0;5;1;0;512;10;25;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
71;;1;1;1;1;1;0;1;0;1;0;0;1;0;32;1;1;0;1;256;1;0;1;30;5;-1;10;0;1;5120;0;0;0;0;0;0;0;0
72;;9998;10;9999;10;9999;0;9999;0;9999;0;9999;1;0;200;10;1;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
73;;256;12;512;2;9999;0;9999;0;9999;0;9999;1;1;2048;20;512;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
74;;512;12;1024;2;9999;0;9999;0;9999;0;9999;1;1;2048;20;512;0;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
75;;32;1;64;2;9999;0;9999;0;9999;0;64;1;1;128;10;50;0;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
76;;5;1;20;2;9999;0;9999;0;9999;0;5;1;0;32;10;25;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
77;;48;12;64;12;9999;0;9999;0;9999;0;56;1;1;128;10;1;0;20;0;1;0;1;30;5;-1;10;0;9999;1024;0;0;0;0;0;0;0;0
78;;30;1;50;2;9999;0;9999;0;9999;0;20;1;1;90;10;25;0;20;256;1;0;257;30;5;-1;10;0;9999;1280;0;0;0;0;0;0;0;0
80;;50;12;100;2;9999;0;9999;0;9999;0;512;1;1;700;20;512;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
81;;10;1;40;2;9999;0;9999;0;9999;0;10;1;0;192;10;25;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
82;;5;1;20;2;9999;0;9999;0;9999;0;5;1;0;128;10;25;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
83;;20;4;80;2;9999;0;9999;0;9999;0;65;1;1;512;10;315;0;20;0;0;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
84;;128;12;256;2;9999;0;9999;0;9999;0;1024;1;1;2048;20;512;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
85;;100;2;180;2;9999;0;9999;0;9999;0;512;1;1;256;10;100;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
86;;50;2;100;2;9999;0;9999;0;9999;0;256;1;1;256;10;100;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
87;;10;1;25;2;9999;0;9999;0;9999;0;20;1;1;128;10;50;0;20;256;1;0;257;30;5;-1;10;0;9999;1024;0;0;0;0;0;0;0;0
88;;20;1;40;2;9999;0;9999;0;9999;0;20;1;1;64;10;20;0;20;256;1;0;257;30;5;-1;10;0;9999;1024;0;0;0;0;0;0;0;0
89;;10;2;40;2;9999;0;9999;0;9999;0;256;1;1;256;10;100;0;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
90;;60;12;100;2;180;2;9999;0;9999;0;200;1;1;512;20;512;0;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
100;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;240;10;0;9999;5120;0;0;0;0;0;0;0;0
101;;60;12;100;2;9999;0;9999;0;9999;0;100;1;1;256;10;128;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
102;;64;10;256;10;768;10;9999;0;9999;0;512;1;1;9999;10;512;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
103;;32;10;128;10;512;10;9999;0;9999;0;512;1;1;9999;10;368;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
104;;24;10;96;10;256;10;9999;0;9999;0;256;1;1;9999;10;256;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
105;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;1;1;9999;10;256;10;20;256;1;131072;257;30;5;412;10;0;9999;5120;0;0;0;0;0;0;0;0
106;;60;12;100;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
107;;9999;12;9999;2;9999;0;9999;0;9999;0;200;1;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
108;;60;12;100;2;9999;0;9999;0;9999;0;100;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
109;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
110;;96;12;256;2;9999;0;9999;0;9999;0;220;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
111;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;702;10;0;9999;5120;0;0;0;0;0;0;0;0
112;;9999;12;9999;2;9999;0;9999;0;9999;0;256;1;1;712;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
113;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;65536;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
114;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
115;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;10;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
116;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;10;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
117;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;10;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
118;;96;12;256;2;9999;0;9999;0;9999;0;1024;10;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
119;;64;1;100;2;9999;0;9999;0;9999;0;160;5;1;512;10;512;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
120;;9999;12;9999;2;9999;0;9999;0;9999;0;2048;1;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
121;;120;12;240;2;9999;0;9999;0;9999;0;512;1;1;512;20;512;10;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
122;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;10;1;9999;10;256;10;20;256;1;131072;257;30;5;412;20;0;9999;5120;0;0;0;0;0;0;0;0
123;;60;12;120;2;9999;0;9999;0;9999;0;256;1;1;512;10;256;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
124;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;206;10;0;9999;5120;0;0;0;0;0;0;0;0
125;;60;12;100;2;9999;0;9999;0;9999;0;100;1;1;256;10;128;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
126;;9999;12;9999;2;9999;0;9999;0;9999;0;768;1;1;9999;10;256;10;20;256;1;131072;257;30;5;412;10;0;9999;5120;0;0;0;0;0;0;0;0
127;;96;12;256;2;9999;0;9999;0;9999;0;200;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
128;;9999;12;9999;2;9999;0;9999;0;9999;0;768;1;1;9999;10;256;10;20;256;1;131072;257;30;5;412;10;0;9999;5120;0;0;0;0;0;0;0;0
129;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
130;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;1;1;9999;10;256;10;20;256;1;131072;257;30;5;502;10;0;9999;5120;0;0;0;0;0;0;0;0
131;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
132;;9999;12;9999;2;9999;0;9999;0;9999;0;1280;1;1;9999;10;256;10;20;256;1;131072;257;30;5;668;10;0;9999;5120;0;0;0;0;0;0;0;0
133;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;768;10;128;10;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
134;;9999;12;9999;2;9999;0;9999;0;9999;0;768;1;1;9999;10;256;10;20;256;1;131072;257;30;5;240;10;0;9999;5120;0;0;0;0;0;0;0;0
135;;60;12;100;2;9999;0;9999;0;9999;0;256;1;1;256;10;128;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
136;;9999;12;9999;2;9999;0;9999;0;9999;0;2048;1;1;9999;10;256;10;20;256;1;131072;257;30;5;438;10;0;9999;5120;0;0;0;0;0;0;0;0
137;;96;12;256;2;9999;0;9999;0;9999;0;256;1;1;512;10;128;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
138;;64;12;128;2;9999;0;9999;0;9999;0;256;1;1;9999;10;128;10;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
139;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;256;10;128;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
140;;9999;12;9999;2;9999;0;9999;0;9999;0;2048;1;1;9999;20;256;10;20;256;1;131072;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
141;;9999;12;9999;2;9999;0;9999;0;9999;0;1024;1;1;9999;10;256;10;20;256;1;131072;257;30;5;460;10;0;9999;5120;0;0;0;0;0;0;0;0
142;;512;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;240;10;0;9999;5120;0;0;0;0;0;0;0;0
143;;60;12;120;2;9999;0;9999;0;9999;0;100;1;1;256;10;128;10;20;256;1;0;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
144;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;256;10;20;256;1;131072;257;30;5;70;10;0;9999;5120;0;0;0;0;0;0;0;0
145;;9999;12;9999;2;9999;0;9999;0;9999;0;9999;1;1;9999;10;256;10;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
146;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;1024;10;256;10;20;256;1;131072;257;30;5;300;10;0;9999;5120;0;0;0;0;0;0;0;0
147;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;1024;10;256;10;20;256;1;131072;257;30;5;380;10;0;9999;5120;0;0;0;0;0;0;0;0
148;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;100;10;20;0;0;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
150;;60;5;240;2;9999;0;9999;0;9999;0;256;1;1;9999;10;512;10;20;256;1;131072;1;30;5;99999;10;0;9999;5120;0;0;0;0;0;0;0;0
151;;20;4;80;2;9999;0;9999;0;9999;0;100;1;1;9999;10;100;5;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
200;;60;5;128;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
201;;128;5;256;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
202;;64;5;128;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
203;;32;5;64;10;3500;0;9999;0;9999;0;256;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
209;;128;5;256;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
210;;128;5;256;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
211;;64;5;128;10;3500;0;9999;0;9999;0;1024;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
212;;32;5;64;10;3500;0;9999;0;9999;0;512;10;1;9999;10;9999;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
213;;16;3;32;5;3500;0;9999;0;9999;0;256;10;1;9999;10;9999;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
214;;32;5;64;10;3500;0;9999;0;9999;0;512;10;1;400;10;9999;5;20;256;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
220;;30;12;90;2;9999;0;9999;0;9999;0;256;1;1;9999;10;512;10;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
250;;10;2;50;2;9999;0;9999;0;9999;0;128;1;1;128;10;100;0;20;0;0;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
300;;20;12;50;3;9999;0;9999;0;9999;0;128;1;1;300;10;100;5;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
301;;75;2;128;5;9999;0;9999;0;9999;0;256;10;1;128;10;100;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
302;;10;2;40;2;9999;0;9999;0;9999;0;40;1;1;50;5;48;0;20;256;1;65536;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
303;;20;4;80;2;9999;0;9999;0;9999;0;65;1;1;128;10;50;0;20;256;1;131072;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
304;;128;2;200;5;9999;0;9999;0;9999;0;400;10;1;200;10;100;0;20;0;1;0;1;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
305;;9999;12;9999;2;9999;0;9999;0;9999;0;512;1;1;9999;10;200;10;20;256;1;131072;257;30;5;160;10;0;9999;5120;0;0;0;0;0;0;0;0
310;;30;2;60;2;9999;0;9999;0;9999;0;80;1;1;256;10;100;0;20;256;1;65536;257;30;5;-1;10;0;9999;5120;0;0;0;0;0;0;0;0
