Row ID;Row Name;Disable Param - Network Test;Dialog Message ID;Ignore Usage Restriction - SpEffect ID;Sort ID;Requirement: ARC;AI Interrupt Type;FP Consumption - Default;Stamina Consumption - Default;Icon ID;Behavior ID;Material Item ID;Replace Magic ID;Number of Uses;Reference Category [1];Dexterity over Start Value;Reference Category [2];Slot Usage;Requirement: INT;Requirement: FTH;Casting Speed - DEX Start Range;Casting Speed - DEX End Range;Magic School Type;Reference Category [3];SpEffect Category;Animation Category;Open Menu Type;Reference Category [4];Has SpEffect Type;Replace Category;Use Limit Category;Vow Type [0];Vow Type [1];Vow Type [2];Vow Type [3];Vow Type [4];Vow Type [5];Vow Type [6];Vow Type [7];Allow in Multiplayer;Allow only in Multiplayer;Is Weapon Enchantment;Is Shield Enchantment;Enable Live;Enable Gray;Enable White;Enable Black;Disable Offline;Cast Resonance Magic;Is Toughness Perfomed if Poise is Initial Value;Is Blocked by Warp Forbidden Effect;Usable while Riding;Not Usable while Riding;Usable in No Attack Region;Blank;Vow Type [8];Vow Type [9];Vow Type [10];Vow Type [11];Vow Type [12];Vow Type [13];Vow Type [14];Vow Type [15];SFX ID - Cast;SFX ID - Fire;SFX ID - Effect;Toughness Correction;Replacement Status Type;Replacement Status [1];Replacement Status [2];Replacement Status [3];Replacement Status [4];Reference Category [5];Poise Consumption;Replacement Magic ID [1];Replacement Magic ID [2];Replacement Magic ID [3];Replacement Magic ID [4];FP Consumption - Charged;Stamina Consumption - Charged;Create Limit Group ID;Reference Category [6];Conditional Weapon Effect 1;Conditional Weapon Effect 2;Reference Category [7];Reference Category [8];Reference Category [9];Reference Category [10];Reference ID [1];Reference ID [2];Reference ID [3];AI Usage Judgment ID;Reference ID [4];Reference ID [5];Reference ID [6];Reference ID [7];Reference ID [8];Reference ID [9];Reference ID [10];Consumption Type [1];Consumption Type [2];Consumption Type [3];Consumption Type [4];Consumption Type [5];Consumption Type [6];Consumption Type [7];Consumption Type [8];Consumption Type [9];Consumption Type [10];FP Consumption Loop - For Menu Display
4080;[Sorcery] Cannon of Haima;True;0;-1;4000;0;0;45;42;4000;0;-1;-1;-1;1;99;0;1;25;0;10;70;0;0;3;92;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;-1;-1;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;45;55;0;0;0;0;0;0;0;0;10408000;-1;-1;10000000;10408050;-1;-1;-1;-1;-1;-1;0;0;0;1;0;0;0;0;0;0;-1
4090;[Sorcery] Crystal Burst;True;0;-1;4070;0;0;14;9;4000;0;-1;-1;-1;1;99;1;1;18;0;10;70;0;1;3;113;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523930;523931;523934;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;14;12;0;1;0;0;0;0;0;0;10409000;10409001;10409002;10000000;10409050;10409051;10409052;-1;-1;-1;-1;0;2;2;1;2;2;0;0;0;0;-1
4100;[Sorcery] Shatter Earth;True;0;-1;4200;0;0;12;22;4000;0;-1;-1;-1;1;99;1;1;15;0;10;70;0;1;3;56;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523740;523741;523742;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;4;0;0;0;0;0;10410000;10410001;10410002;12000030;41003;41004;-1;-1;-1;-1;-1;0;0;2;2;2;0;0;0;0;0;-1
4110;[Sorcery] Rock Blaster;True;0;-1;4200;0;0;25;35;4000;0;-1;-1;-1;1;99;1;1;21;0;10;70;0;1;3;57;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523740;523741;-1;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;5;0;0;1;4;0;1;1;0;0;10411010;10411000;10411012;12000030;10999999;10411010;10411012;10411014;10411014;-1;-1;1;2;1;0;2;2;1;2;0;0;5
4120;[Sorcery] Gavel of Haima;True;0;-1;4200;0;0;25;46;4061;0;-1;-1;-1;0;99;0;1;25;0;10;70;0;1;3;78;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523770;523771;523772;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;41200;41201;10412000;12000000;10412001;-1;-1;-1;-1;-1;-1;0;0;2;2;0;0;0;0;0;0;-1
4130;[Sorcery] Terra Magicus;True;0;-1;4640;0;0;20;12;4000;0;-1;-1;-1;1;99;0;1;20;0;10;70;0;0;3;13;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;True;False;True;True;True;True;True;True;True;True;523810;523811;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;10413000;-1;-1;30000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4140;[Sorcery] Starlight;True;0;-1;4630;0;0;12;5;4000;0;-1;-1;-1;2;99;0;1;15;0;10;70;0;0;3;13;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;True;False;True;True;True;True;True;True;True;True;523500;523501;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;1414000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4200;[Sorcery] Comet Azur;True;0;-1;4110;0;0;40;34;4104;0;-1;-1;-1;1;99;1;3;60;0;10;70;0;1;3;7;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;526250;-1;526255;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;10;0;0;1;14;0;0;0;0;0;10420000;10420002;10420003;10000200;10420004;10420002;10420001;-1;-1;-1;-1;2;1;2;0;2;2;0;0;0;0;10
4210;[Sorcery] Founding Rain of Stars;True;0;-1;4100;0;0;32;37;4060;0;-1;-1;-1;1;99;1;2;52;0;10;70;0;1;3;124;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523820;523821;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;32;48;0;0;0;0;0;0;0;0;10421000;10421050;10421007;11100020;10421057;-1;-1;-1;-1;-1;-1;0;1;2;2;0;0;0;0;0;0;-1
4220;[Sorcery] Stars of Ruin;True;0;-1;4090;0;0;38;33;4060;0;-1;-1;-1;1;99;1;1;43;0;10;70;0;0;3;107;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523900;523901;-1;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;38;43;0;0;15;0;0;0;0;0;10422000;10422050;-1;10000000;10422098;10422099;-1;-1;-1;-1;-1;0;1;0;2;2;0;0;0;0;0;-1
4300;[Sorcery] Glintblade Phalanx;True;0;-1;4040;0;0;20;12;4004;0;-1;-1;-1;1;99;0;1;22;0;10;70;0;0;3;8;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523040;523041;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;3;0;0;0;0;0;10430000;-1;-1;11100000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4301;[Sorcery] Carian Phalanx;True;0;-1;4040;0;0;26;16;4004;0;-1;-1;-1;1;99;0;1;34;0;10;70;0;0;3;8;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523040;523041;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;3;0;0;0;0;0;10430100;-1;-1;11100000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4302;[Sorcery] Greatblade Phalanx;True;0;-1;4040;0;0;35;20;4004;0;-1;-1;-1;1;99;0;1;29;0;10;70;0;0;3;95;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523050;523051;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;3;0;0;0;0;0;10430200;-1;-1;11100000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4360;[Sorcery] Rennala's Full Moon;True;0;-1;4060;0;0;55;32;4104;0;-1;-1;-1;1;99;0;2;70;0;10;70;0;0;3;6;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523800;523801;523806;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;1;0;0;0;0;0;10436000;-1;-1;10000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4361;[Sorcery] Ranni's Dark Moon;True;0;-1;4060;0;0;62;32;4104;0;-1;-1;-1;1;99;0;2;68;0;10;70;0;0;3;6;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523860;523861;523866;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;1;13;0;0;0;0;10436100;-1;-1;10000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4370;[Sorcery] Magic Downpour;True;0;-1;4100;0;0;20;17;4060;0;-1;-1;-1;1;99;1;1;15;0;10;70;0;0;3;107;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523730;523731;523739;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;20;22;0;0;0;0;0;0;0;0;10437000;10437050;-1;11100000;10437003;10437053;-1;-1;-1;-1;-1;0;1;0;2;2;0;0;0;0;0;-1
4380;[Sorcery] Loretta's Greatbow;True;0;-1;4120;0;0;28;30;4104;0;-1;-1;-1;1;99;1;1;26;0;10;70;0;0;3;5;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;526250;526264;526269;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;28;39;0;1;0;0;0;0;0;0;10438000;10438000;-1;10000200;-1;10438050;10438050;-1;-1;-1;-1;0;0;0;0;1;1;0;0;0;0;-1
4381;[Sorcery] Loretta's Mastery;True;0;-1;4120;0;0;43;33;4104;0;-1;-1;-1;1;99;1;1;46;0;10;70;0;0;3;5;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;526250;526284;526289;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;43;43;0;1;0;0;0;0;0;0;10438100;10438110;-1;10000000;-1;10438150;10438160;-1;-1;-1;-1;0;0;0;0;1;1;0;0;0;0;-1
4390;[Sorcery] Magic Glintblade;True;0;-1;4100;0;0;12;22;4060;0;-1;-1;-1;1;99;1;1;14;0;10;70;0;1;3;118;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523090;523091;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;12;29;0;0;3;0;0;0;0;0;10439000;10439002;10439050;10000000;10439052;-1;-1;-1;-1;-1;-1;0;2;1;2;0;0;0;0;0;0;-1
4400;[Sorcery] Glintstone Icecrag;True;0;-1;4000;0;0;12;26;4000;0;-1;-1;-1;1;99;0;1;15;0;10;70;0;0;3;1;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523030;523031;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;13;0;0;0;0;0;10440000;-1;-1;10000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4410;[Sorcery] Zamor Ice Storm;True;0;-1;4400;0;0;22;27;4000;0;-1;-1;-1;0;99;0;1;36;0;10;70;0;0;3;14;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;True;True;True;True;True;True;True;True;523870;-1;523875;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;22;35;0;0;13;0;0;0;1;1;-1;-1;-1;12000000;-1;-1;-1;-1;-1;10441000;10441050;0;0;0;0;0;0;0;0;0;1;-1
4420;[Sorcery] Freezing Mist;True;0;-1;4000;0;0;20;13;4000;0;-1;-1;-1;1;99;0;1;21;0;10;70;0;0;3;113;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523880;523881;523875;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;20;17;0;0;13;0;0;0;0;0;10442000;-1;-1;11000000;10442050;-1;-1;-1;-1;-1;-1;0;0;0;1;0;0;0;0;0;0;-1
4430;[Sorcery] Carian Greatsword;True;0;-1;4200;0;0;14;22;4061;0;-1;-1;-1;0;99;0;1;24;0;10;70;0;0;3;9;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523740;523741;523742;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;2;0;0;0;0;0;44300;44301;44305;12000000;44306;44307;44308;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4431;[Sorcery] Adula's Moonblade;True;0;-1;4000;0;0;26;22;4000;0;-1;-1;-1;0;99;0;1;32;0;10;70;0;0;3;9;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523890;523891;523892;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;2;13;1;1;1;1;44310;44311;44315;12000000;44316;44317;44318;10443100;10443110;10443120;10443130;0;0;0;0;0;0;2;2;2;2;-1
4440;[Sorcery] Carian Slicer;True;0;-1;4210;0;0;4;12;4102;0;-1;-1;-1;0;99;0;1;14;0;10;70;0;0;3;80;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523750;523751;523752;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;2;0;0;0;0;0;44400;44401;44405;12000130;44406;44407;44408;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4450;[Sorcery] Carian Piercer;False;0;-1;4200;0;0;19;25;4061;0;-1;-1;-1;0;99;0;1;27;0;10;70;0;0;3;10;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523740;523741;523742;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;19;33;0;0;2;0;0;0;0;0;44500;44501;44505;11000021;44506;-1;-1;-1;-1;-1;-1;0;0;1;1;0;0;0;0;0;0;-1
4460;[Sorcery] Scholar's Armament;True;0;-1;4600;0;0;25;10;4000;0;-1;-1;-1;2;99;0;1;12;0;10;70;0;0;3;11;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;False;True;True;True;True;True;True;True;True;523100;523101;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;1446000;-1;-1;30010000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4470;[Sorcery] Scholar's Shield;True;0;-1;4620;0;0;30;10;4000;0;-1;-1;-1;2;99;0;1;12;0;10;70;0;0;3;12;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;False;True;True;True;True;True;True;True;True;523300;523301;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;1447000;-1;-1;30020000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4480;[Sorcery] Lucidity;True;0;-1;4630;0;0;10;10;4000;0;-1;-1;-1;1;99;0;1;17;0;10;70;0;0;3;13;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;True;False;True;True;True;True;True;True;True;True;523150;523151;523153;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;10448000;-1;-1;20000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4490;[Sorcery] Frozen Armament;True;0;-1;4600;0;0;20;10;4000;0;-1;-1;-1;2;99;0;1;15;0;10;70;0;0;3;11;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;False;True;True;True;True;True;True;True;True;523130;523131;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;13;0;0;0;0;0;1449000;-1;-1;30010000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
4500;[Sorcery] Shattering Crystal;True;0;-1;4070;0;0;32;35;4000;0;-1;-1;-1;1;99;1;1;38;0;10;70;0;1;3;113;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;523190;523191;523194;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;32;46;0;1;5;0;0;0;0;0;10450000;10450001;10450002;11000000;10450050;10450051;10450052;-1;-1;-1;-1;0;2;2;1;2;2;0;0;0;0;-1
4510;[Sorcery] Crystal Release;True;0;-1;4101;0;0;38;26;4060;0;-1;-1;-1;1;99;1;1;41;0;10;70;0;1;3;58;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;-1;-1;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;5;0;0;0;0;0;10451000;10451010;10451020;12000000;10451000;-1;-1;-1;-1;-1;-1;0;2;2;2;0;0;0;0;0;0;-1
4520;[Sorcery] Crystal Torrent;True;0;-1;4110;0;0;24;30;4104;0;-1;-1;-1;1;99;1;1;47;0;10;70;0;0;3;7;0;1;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;526240;526241;-1;0;3;-1;-1;-1;-1;1;0;-1;-1;-1;-1;6;0;0;1;5;0;0;0;0;0;10452000;10452001;-1;10000000;10999999;10452000;10452002;-1;-1;-1;-1;2;1;0;0;2;2;0;0;0;0;6
4600;[Sorcery] Ambush Shard;True;0;-1;4000;0;0;16;15;4000;0;-1;-1;-1;1;99;0;1;23;0;10;70;0;0;3;83;0;0;0;0;0;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;True;True;True;-1;-1;-1;0;3;-1;-1;-1;-1;0;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;10460000;-1;-1;10000000;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1
