Row ID;Row Name;Item ID 1;Item ID 2;Item ID 3;Item ID 4;Item ID 5;Item ID 6;Item ID 7;Item ID 8;Item Category 1;Item Category 2;Item Category 3;Item Category 4;Item Category 5;Item Category 6;Item Category 7;Item Category 8;Item Chance 1;Item Chance 2;Item Chance 3;Item Chance 4;Item Chance 5;Item Chance 6;Item Chance 7;Item Chance 8;Cumulative Chance 1;Cumulative Chance 2;Cumulative Chance 3;Cumulative Chance 4;Cumulative Chance 5;Cumulative Chance 6;Cumulative Chance 7;Cumulative Chance 8;Get Item Flag 1;Get Item Flag 2;Get Item Flag 3;Get Item Flag 4;Get Item Flag 5;Get Item Flag 6;Get Item Flag 7;Get Item Flag 8;Get Item Flag ID;Cumulative Number Flag ID;Cumulative Number Max;Rarity;Item Amount 1;Item Amount 2;Item Amount 3;Item Amount 4;Item Amount 5;Item Amount 6;Item Amount 7;Item Amount 8;Enable Luck 1;Enable Luck 2;Enable Luck 3;Enable Luck 4;Enable Luck 5;Enable Luck 6;Enable Luck 7;Enable Luck 8;Cumulative Reset 1;Cumulative Reset 2;Cumulative Reset 3;Cumulative Reset 4;Cumulative Reset 5;Cumulative Reset 6;Cumulative Reset 7;Cumulative Reset 8;Game Clear Offset;Can Friendly Phantom Pickup;Can Hostile Phantom Pickup
80100000;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
204100000;[Rennala Student (Bug)] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
204100100;[Rennala Student - Bug Form] Aeonian Butterfly;0;20801;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
210000000;[Black Knife Assassin] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
213000000;[Morgott] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;False;False
214000000;[Omen Monstrosity] Omen Cleaver;0;8060000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
214000100;[Omen Monstrosity] Warped Axe;0;15010000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
214000990;[Omen Monstrosity] Omen Cleaver;0;8060000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
214000991;[Omen Monstrosity] Omen Bairn;3010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35007990;0;0;-1;1;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;False;False
215000000;[Unknown] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227000000;[Giant Crab] Crab Eggs;0;15130;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227000001;[Giant Crab] Strip of White Flesh;0;15160;0;0;0;0;0;0;0;1;0;0;0;0;0;0;750;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227100000;[Crab] Crab Eggs;0;15130;0;0;0;0;0;0;0;1;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227100001;[Crab] Strip of White Flesh;0;15160;0;0;0;0;0;0;0;1;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227100500;[Crab] Crab Eggs;0;15130;0;0;0;0;0;0;0;1;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227100501;[Crab] Strip of White Flesh;0;15160;0;0;0;0;0;0;0;1;0;0;0;0;0;0;970;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
227100502;[Crab] Glintstone Firefly;0;20812;0;0;0;0;0;0;0;1;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
250000000;[Crucible Knight] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
250000100;[Crucible Knight] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
250000200;[Crucible Knight] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
250000300;[Crucible Knight] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000000;[Castle Exile] Soldier's Crossbow;0;43000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000001;[Castle Exile] Exile Hood;0;190000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000002;[Castle Exile] Exile Armor;0;190100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000003;[Castle Exile] Exile Gauntlets;0;190200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000004;[Castle Exile] Exile Greaves;0;190300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000005;[Castle Exile] Stormhawk Feather;0;15430;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000006;[Castle Exile] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000007;[Castle Exile] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000008;[Castle Exile] Smoldering Butterfly;0;20802;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000009;[Castle Exile] Mushroom;0;20760;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000010;[Castle Exile] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000100;[Castle Exile] Exile Hood;0;190000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000101;[Castle Exile] Exile Armor;0;190100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000102;[Castle Exile] Exile Gauntlets;0;190200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000103;[Castle Exile] Exile Greaves;0;190300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000104;[Castle Exile] Stormhawk Feather;0;15430;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000105;[Castle Exile] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000106;[Castle Exile] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000107;[Castle Exile] Smoldering Butterfly;0;20802;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000108;[Castle Exile] Mushroom;0;20760;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000110;[Castle Exile] None;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000200;[Castle Exile] Exile Hood;0;190000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000201;[Castle Exile] Exile Armor;0;190100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000202;[Castle Exile] Exile Gauntlets;0;190200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000203;[Castle Exile] Exile Greaves;0;190300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000204;[Castle Exile] Stormhawk Feather;0;15430;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000205;[Castle Exile] Smoldering Butterfly;0;20802;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000206;[Castle Exile] Mushroom;0;20760;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000300;[Castle Exile] Exile Hood;0;190000;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000301;[Castle Exile] Exile Armor;0;190100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000302;[Castle Exile] Exile Gauntlets;0;190200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000303;[Castle Exile] Exile Greaves;0;190300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000304;[Castle Exile] Stormhawk Feather;0;15430;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000305;[Castle Exile] Smoldering Butterfly;0;20802;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
300000306;[Castle Exile] Mushroom;0;20760;0;0;0;0;0;0;0;1;0;0;0;0;0;0;850;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;True;False
