Row ID;Row Name;Disable Param - Network Test;Sort ID;Wandering Equip ID;Resist - Sleep;Resist - Madness;Poise Durability;Poise;Repair Price;Basic Price;Sell Value;Weight;Resident SpEffect ID [1];Resident SpEffect ID [2];Resident SpEffect ID [3];Upgrade Material ID;Weak Parts Damage %;Poise Recovery Correction;Origin Armor 0;Origin Armor 1;Origin Armor 2;Origin Armor 3;Origin Armor 4;Origin Armor 5;Origin Armor 6;Origin Armor 7;Origin Armor 8;Origin Armor 9;Origin Armor 10;Origin Armor 11;Origin Armor 12;Origin Armor 13;Origin Armor 14;Origin Armor 15;Facescale - Male - Scale X;Facescale - Male - Scale Z;Facescale - Male - Max X;Facescale - Male - Max Z;Facescale - Female - Scale X;Facescale - Female - Scale Z;Facescale - Female - Max X;Facescale - Female - Max Z;QWC ID;Model ID;Icon ID - Male;Icon ID - Female;Knockback;Knockback Bounce Rate;Durability;Max Durability;Weapon Repel Power;Defence - Physical;Defence - Magic;Defence - Fire;Defence - Lightning;Defence - Slash;Defence - Strike;Defence - Thrust;Resist - Poison;Resist - Scarlet Rot;Resist - Hemorrhage;Resist - Blight;Reinforce Type ID;Achievement ID;Shop Level;Knockback Param ID;Weapon Repel Damage %;Equip Model Category;Equip Model Gender;Armor Category;Rarity;Sort Group ID;Parts Damage Type;Can Deposit;Is Head Equipment;Is Body Equipment;Is Arm Equipment;Is Leg Equipment;Use Facescale;Skip Weak Damage Anim;Defence Material - Variation Value - Weak;Auto Foot Effect Decal Base ID [2];Auto Foot Effect Decal Base ID [3];Defence Material - Variation Value;Can Discard;Can Drop;Cannot Drop in Multiplayer;Simple Model for DLC1;Show Log Condition Type;Show Dialog Condition Type [0];Show Dialog Condition Type [1];Absorption - Physical;Absorption - Slash;Absorption - Strike;Absorption - Thrust;Absorption - Magic;Absorption - Fire;Absorption - Lightning;Defence Material SFX ID [1];Defence Material SFX ID - Weak [1];Defence Material [1];Defence Material - Weak [1];Defence Material SFX ID [2];Defence Material SFX ID - Weak [2];Foot Material SE;Defence Material - Weak [2];Auto Foot Effect Decal Base ID [1];Toughness Absorption;Toughness Recovery Correction;Absorption - Holy;Defence - Holy;Posture Control ID;Shop Price;Resist - Frost;Mask 00 - Hide upper front face;Mask 01 - Hide lower front face;Mask 02 - Hide middle front face;Mask 03 - Hide top and back of head;Mask 04 - Hide neck;Mask 05 - Hide neckline and shoulders;Mask 06 - Hide upper torso area, reduce back size;Mask 07 - Reduce bicep size;Mask 08 - Reduce shoulder and upper bicep size;Mask 09 - Hide elbows;Mask 10 - Hide lower forearms;Mask 11 - Hide right hand;Mask 12 - Hide upper leg area;Mask 13 - Hide left hand;Mask 14 - Hide lower leg area;Mask 15 - Hide calves;Mask 16 - Hide feet;Mask 17 - Alter Armor Part;Mask 18 - Alter Armor Part;Mask 19 - Alter Armor Part;Mask 20 - Alter Armor Part;Mask 21 - Alter Armor Part;Mask 22 - Alter Armor Part;Mask 23 - Alter Armor Part;Mask 24 - Alter Armor Part;Mask 25 - Alter Armor Part;Mask 26 - Hide arms (for specific chest armor);Mask 27 - Alter Armor Part;Mask 28 - Hide shoulders and shoulder armor;Mask 29 - Hide wrist cloth;Mask 30 - Alter Armor Part;Mask 31 - Alter Armor Part;Mask 32 - Alter Neck Part;Mask 33 - Alter Armor Part;Mask 34 - Alter Neck/Shoulder Part;Mask 35 - Alter Lower Stomach Part;Mask 36 - Alter Hood Part;Mask 37 - Alter Armor Part;Mask 38 - Hide Left Shoulder Part;Mask 39 - Hide Right Shoulder Part;Mask 40 - Alter Armor Part;Mask 41 - Alter Armor Part;Mask 42 - Alter Armor Part;Mask 43 - Alter Armor Part;Mask 44 - Alter Armor Part;Mask 45 - Alter Armor Part;Mask 46 - Alter Armor Part;Mask 47 - Alter Armor Part;Mask 48 - Alter Armor Part;Mask 49 - Alter Armor Part;Mask 50 - Alter Armor Part;Mask 51 - Head: Hide Leg Part;Mask 52 - Alter Armor Part;Mask 53 - Head: Hide Knee Part;Mask 54 - Alter Armor Part;Mask 55 - Head: Hide Belt Part;Mask 56 - Alter Armor Part;Mask 57 - Head: Hide Skirt Part;Mask 58 - Alter Armor Part;Mask 59 - Alter Armor Part;Mask 60 - Hide hair scalp;Mask 61 - Hide hair low;Mask 62 - Alter Armor Part;Mask 63 - Hide hair top in;Mask 64 - Hide hair top out;Mask 65 - Hide hair front in;Mask 66 - Hide hair front out;Mask 67 - Hide hair sides;Mask 68 - Hide hair back;Mask 69 - Hide ponytail;Mask 70 - Alter Armor Part;Mask 71 - Alter Armor Part;Mask 72 - Alter Prisoner Part;Mask 73 - Alter Fia Clothing Part;Mask 74 - Alter Armor Part;Mask 75 - Alter Armor Part;Mask 76 - Alter Armor Part;Mask 77 - Alter Armor Part;Mask 78 - Alter Armor Part;Mask 79 - Alter Armor Part;Mask 80 - Alter Armor Part;Mask 81 - Alter Armor Part;Mask 82 - Alter Armor Part;Mask 83 - Alter Armor Part;Mask 84 - Alter Armor Part;Mask 85 - Alter Armor Part;Mask 86 - Alter Armor Part;Mask 87 - Alter Armor Part;Mask 88 - Alter Armor Part;Mask 89 - Alter Armor Part;Mask 90 - Alter Armor Part;Mask 91 - Alter Armor Part;Mask 92 - Alter Armor Part;Mask 93 - Alter Armor Part;Mask 94 - Alter Armor Part;Mask 95 - Alter Armor Part
180300;Black Knife Greaves;True;805170;0;14;14;0;0.008;1250;0;500;5.7;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1610;13193;13193;0;0;0;0;0;0;0;0;0;0;0;0;17;17;29;14;0;-1;-1;1;0;6;4;3;2;60;0;True;False;False;False;True;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.888624;0.88255;0.91455;0.88255;0.95;0.946;0.962;109;50;108;50;108;139;139;139;111;1;0;0.935;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181100;Black Knife Armor (Altered);True;606160;0;21;21;100;0.012;1150;0;500;9;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1611;13201;13201;0;0;0;0;0;0;0;0;0;0;0;0;25;25;42;21;0;-1;-1;1;0;2;4;1;2;70;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8430048;0.83315;0.8697;0.83315;0.913;0.906;0.934;109;50;144;50;144;139;139;139;-1;1;0;0.887;0;0;0;42;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190000;Exile Hood;True;506070;0;9;9;0;0.004;1050;0;100;4;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1640;13210;13210;0;0;0;0;0;0;0;0;0;0;0;0;12;12;23;8;0;-1;-1;1;0;5;4;0;1;70;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9085824;0.9063;0.94185;0.9082;0.972;0.962;0.977;109;110;113;110;113;139;139;139;-1;1;0;0.966;0;0;0;23;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190100;Exile Armor;True;606010;0;21;21;100;0.014;1150;0;100;9.2;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1640;13211;13211;0;0;0;0;0;0;0;0;0;0;0;0;28;28;55;18;0;-1;-1;1;0;2;4;1;1;70;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8325504;0.82745;0.882375;0.8322;0.92;0.891;0.933;109;50;108;50;108;139;139;139;-1;1;0;0.905;0;0;0;55;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190200;Exile Gauntlets;True;705080;0;6;6;0;0.003;1150;0;100;2.9;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1640;13212;13212;0;0;0;0;0;0;0;0;0;0;0;0;8;8;17;4;0;-1;-1;1;0;1;4;2;1;60;0;True;False;False;True;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9228384;0.92055;0.954525;0.92245;0.983;0.975;0.985;109;50;108;50;108;139;139;139;-1;1;0;0.979;0;0;0;17;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190300;Exile Greaves;True;805070;0;13;13;0;0.008;1250;0;100;5.7;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1640;13213;13213;0;0;0;0;0;0;0;0;0;0;0;0;17;17;34;11;0;-1;-1;1;0;6;4;3;1;60;0;True;False;False;False;True;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8829216;0.8797;0.92235;0.88255;0.955;0.938;0.962;109;50;108;50;108;139;139;139;111;1;0;0.946;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200000;Banished Knight Helm;True;509000;0;16;16;0;0.009;1050;0;100;7.5;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1650;13220;13220;0;0;0;0;0;0;0;0;0;0;0;0;26;26;35;18;0;-1;-1;1;0;5;4;0;1;100;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8857728;0.8835;0.92235;0.89015;0.952;0.952;0.954;109;110;108;110;108;139;139;139;-1;1;0;0.953;0;0;0;35;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200100;Banished Knight Armor;True;609000;0;38;38;100;0.028;1150;0;100;17.5;-1;-1;9100010;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1650;13221;13221;0;0;0;0;0;0;0;0;0;0;0;0;60;60;83;42;0;-1;-1;1;0;2;4;1;1;100;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.7726752;0.7676;0.82875;0.78375;0.865;0.865;0.87;109;50;113;50;113;139;139;139;-1;1;0;0.867;0;0;0;83;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
200200;Banished Knight Gauntlets;True;708000;0;13;13;0;0.006;1150;0;100;5.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1650;13222;13222;0;0;0;0;0;0;0;0;0;0;0;0;20;20;28;14;0;-1;-1;1;0;1;4;2;1;90;0;True;False;False;True;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9057312;0.90345;0.938925;0.9082;0.967;0.967;0.968;109;50;106;50;106;139;139;139;-1;1;0;0.967;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200300;Banished Knight Greaves;True;808000;0;24;24;0;0.017;1250;0;100;10.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1650;13223;13223;0;0;0;0;0;0;0;0;0;0;0;0;37;37;51;26;0;-1;-1;1;0;6;4;3;1;90;0;True;False;False;False;True;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8477568;0.84455;0.89115;0.85405;0.923;0.923;0.926;109;50;106;50;106;139;106;139;111;1;0;0.924;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201000;Banished Knight Helm (Altered);True;509010;0;13;13;0;0.008;1050;0;100;7.1;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1651;13230;13230;0;0;0;0;0;0;0;0;0;0;0;0;21;21;30;14;0;-1;-1;1;0;5;4;0;1;100;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8867232;0.8854;0.9243;0.89205;0.953;0.953;0.954;109;110;106;110;106;139;139;139;-1;1;0;0.954;0;0;0;30;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201100;Banished Knight Armor (Altered);True;609010;0;32;32;100;0.025;1150;0;100;16.5;-1;-1;9100010;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1651;13231;13231;0;0;0;0;0;0;0;0;0;0;0;0;52;52;69;34;0;-1;-1;1;0;2;4;1;1;100;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.7764768;0.77235;0.8346;0.7904;0.867;0.867;0.872;109;50;106;50;106;139;139;139;-1;1;0;0.87;0;0;0;69;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202100;;True;999999;0;38;38;100;0.028;1150;0;100;17.5;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1652;13221;13221;0;0;0;0;0;0;0;0;0;0;0;0;60;60;83;42;0;-1;-1;1;0;2;4;1;1;255;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.7726752;0.7676;0.82875;0.78375;0.865;0.865;0.87;109;50;106;50;106;139;139;139;-1;1;0;0.867;0;0;0;83;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
210000;Briar Helm;True;508060;0;10;10;0;0.005;1050;0;500;5.1;6021000;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1670;13240;13240;0;0;0;0;0;0;0;0;0;0;0;0;15;15;31;10;0;-1;-1;1;0;5;4;0;2;90;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9066816;0.9044;0.936;0.9082;0.962;0.956;0.969;109;110;106;110;106;139;139;139;-1;1;0;0.962;0;0;0;31;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210100;Briar Armor;True;608100;0;24;24;100;0.015;1150;0;500;11.8;6021010;-1;9100000;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1670;13241;13241;0;0;0;0;0;0;0;0;0;0;0;0;35;35;71;24;0;-1;-1;1;0;2;4;1;2;90;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8277984;0.82175;0.86385;0.8322;0.891;0.876;0.912;109;50;113;50;113;139;139;139;-1;1;0;0.891;0;0;0;71;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
210200;Briar Gauntlets;True;707050;0;8;8;0;0.003;1150;0;500;3.9;6021020;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1670;13242;13242;0;0;0;0;0;0;0;0;0;0;0;0;12;12;24;8;0;-1;-1;1;0;1;4;2;2;80;0;True;False;False;True;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9199872;0.91865;0.9477;0.92055;0.973;0.969;0.979;109;50;144;50;144;139;139;139;-1;1;0;0.973;0;0;0;24;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210300;Briar Greaves;True;807050;0;15;15;0;0.009;1250;0;500;7.3;6021030;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1670;13243;13243;0;0;0;0;0;0;0;0;0;0;0;0;22;22;44;15;0;-1;-1;1;0;6;4;3;2;80;0;True;False;False;False;True;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8800704;0.87685;0.911625;0.88255;0.938;0.929;0.95;109;50;108;50;108;139;139;139;111;1;0;0.938;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211100;Briar Armor (Altered);True;608110;0;21;21;100;0.012;1150;0;500;10.7;6021110;-1;9100000;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1671;13251;13251;0;0;0;0;0;0;0;0;0;0;0;0;29;29;61;21;0;-1;-1;1;0;2;4;1;2;90;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8325504;0.8322;0.868725;0.83695;0.898;0.886;0.929;109;50;144;50;144;139;139;139;-1;1;0;0.905;0;0;0;61;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220000;Page Hood;True;500050;0;29;29;0;0;1050;0;200;1.4;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1680;13260;13260;0;0;0;0;0;0;0;0;0;0;0;0;15;15;8;29;0;-1;-1;1;0;5;4;0;1;10;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9332928;0.94145;0.96135;0.94145;0.956;0.958;0.955;109;110;113;110;113;139;139;139;-1;1;0;0.955;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220100;Page Garb;True;600100;0;83;83;100;0.002;1150;0;200;5.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1680;13261;13261;0;0;0;0;0;0;0;0;0;0;0;0;42;42;23;83;0;-1;-1;1;0;2;4;1;1;10;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8867232;0.89965;0.915525;0.89965;0.872;0.874;0.87;109;50;113;50;113;139;139;139;-1;1;0;0.87;0;0;0;23;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
220300;Page Trousers;True;800050;0;44;44;0;0.001;1250;0;200;2.5;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1680;13263;13263;0;0;0;0;0;0;0;0;0;0;0;0;24;24;13;44;0;-1;-1;1;0;6;4;3;1;10;0;True;False;False;False;True;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.9180864;0.92815;0.94575;0.92815;0.928;0.929;0.927;109;50;113;50;113;139;139;139;111;1;0;0.927;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221100;Page Garb (Altered);True;600110;0;64;64;100;0.001;1150;0;200;4.5;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1681;13271;13271;0;0;0;0;0;0;0;0;0;0;0;0;34;34;19;64;0;-1;-1;1;0;2;4;1;1;10;0;True;False;True;False;False;False;False;0;-1;-1;0;True;True;False;False;True;False;True;0.8905248;0.9082;0.921375;0.9082;0.872;0.874;0.87;109;50;113;50;113;139;139;139;-1;1;0;0.87;0;0;0;19;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230000;Night's Cavalry Helm;True;509020;0;10;10;0;0.007;1050;0;500;5.5;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1690;13280;13280;0;0;0;0;0;0;0;0;0;0;0;0;16;16;24;10;0;-1;-1;1;0;5;4;0;1;100;0;True;True;False;False;False;True;False;0;-1;-1;0;True;True;False;False;True;False;True;0.90288;0.9025;0.93015;0.9044;0.962;0.955;0.962;109;110;106;110;106;139;139;139;-1;1;0;0.955;0;0;0;24;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
