Row ID;Row Name;Act Type 0;Act Type 1;Attack Type 0;Unk1;Index;Unk2;Unk4;Usage Priority;Unk6;Text ID;Unk7;Unk8;FP Cost;Attack Type 1;Attack Type 2;Attack Type 3;Attack Type 4;Unk9;Unk10;Unk11
1180;%null%;1;0;0;0;180;2;1;3;-1;1180;0;-1;15;255;255;255;255;0;21000;11000000
1181;%null%;1;0;0;0;181;2;1;3;-1;1181;0;-1;15;255;255;255;255;0;21000;30010000
1182;Knowledge Above All;1;0;0;0;182;2;1;3;-1;1182;0;-1;35;255;255;255;255;0;21000;50010000
1183;Devourer of Worlds;1;0;0;0;183;2;1;3;-1;1183;0;-1;35;255;255;255;255;0;21000;11000000
1184;Familal Rancor;1;0;0;0;184;2;1;3;-1;1184;0;-1;25;255;255;255;255;0;21000;11000000
1185;Rosus's Summons;1;0;0;0;185;2;1;3;-1;1185;0;-1;15;255;255;255;255;0;21000;11000000
1186;Thunderstorm;1;0;0;0;186;2;1;3;-1;1186;0;-1;19;255;255;12;0;0;21000;12001004
1187;Sacred Phalanx;1;0;0;0;187;2;1;3;-1;1187;0;-1;12;255;255;255;255;0;21000;11000000
1188;Great-Serpent Hunt;1;0;0;0;188;2;1;3;-1;1188;0;-1;10;255;255;20;0;0;21000;12001000
1189;Angel's Wings;1;0;0;0;189;2;1;3;-1;1189;0;-1;17;255;255;255;255;0;21000;11000000
1190;Storm Kick;1;0;0;0;190;2;1;3;-1;1190;0;-1;10;15;0;255;255;0;21000;12001102
1191;Unblockable Blade;1;0;0;0;191;2;1;3;-1;1191;0;-1;17;255;255;255;255;0;21000;11000000
1192;Sorcery of the Crozier;1;0;0;0;192;2;1;3;-1;1192;0;-1;15;255;255;255;255;0;21000;11000000
1193;Erdtree Slam;1;0;0;0;193;2;1;3;-1;1193;0;-1;19;255;255;255;255;0;21000;11000000
1194;Gravity Bolt;1;0;0;0;194;2;1;3;-1;1194;0;-1;13;255;255;13;0;0;21000;10001200
1195;Fires of Slumber;1;0;0;0;195;2;1;0;-1;1195;0;-1;15;255;255;255;255;0;21000;11000000
1196;Golden Retaliation;1;0;0;0;196;2;1;0;-1;1196;0;-1;4;255;255;255;255;0;21000;41000000
1197;Contagious Fury;1;0;0;0;197;2;1;0;-1;1197;0;-1;9;255;255;255;255;0;21000;30010000
1198;Ordovis's Vortex;0;0;0;0;198;2;1;3;-1;1198;0;-1;15;255;255;255;255;0;21000;12002000
1199;Spinning Weapon;1;0;0;0;199;2;1;3;-1;1199;0;-1;20;255;255;255;255;0;21000;12004005
