Row ID;Row Name;Disable Param - Network Test;Reference ID [0];SFX Variation ID;Weight;Basic Price;Sell Value;Behavior ID;Replace Item ID;Sort ID;Appearance Replace Item ID;Dialog Message ID;Use Enable SpEffect Type;Pot Group ID;Icon ID;Model ID;Shop Level;Achivement ID;Achivement Sequential ID;Max Amount;Consume Humanity;Over Dexterity;Goods Type;Reference Type;Effect Category;Goods Use Animation;Interaction Menu Type;Use Limit Category;Replace Category;Enable Host Player;Enable as Phantom;Enable as Friendly Phantom;Enable as Hostile Phantom;Enable in Multiplayer;Enable Online Only;Is Equippable;Is Consumed;Is Auto Equipped;Is Guidance Item;Is Unique Item;Can Discard;Can Deposit;Disable if Right Hand is Empty;Remove Item on Game Clear;Is Regenerative Item;Is Full Regenerative Item;Is Enhancement Item;Can Repair Item;Disable Dropping in Multiplayer;Disable Usage in Multiplayer Arena;Disable Usage outside of Multiplayer Arena;Can Cancel Application Early;Apply SpEffect Modifiers;Synchronized Item Usage ID;SpEffect ID - Left Hand;Weapon Reference ID;Vagrant Item Lot ID;Vagrant Enemy Item Lot ID;Vagrant Bonus Item Lot ID;Usage VFX - Cast;Usage VFX  - Fire;Usage VFX - Effect;Usable with Great Rune Active;Is Bonfire Warp Item;Enable on Ladder;Usable before Multiplayer Session;Usable in Multiplayer;Is Shield Enchantment;Is Warp Forbidden;Usable if Disconnect Penalty is Active;Regenerative Item Type;Auto Replenishment Type;Can be Dropped;Show Log Condition Type;Is Horse Summon;Show Dialog Condition Type [0];Show Dialog Condition Type [1];Is Sleep Collection Item;Enabled while Riding;Disabled while Riding;Max Number Stored in Itembox;Sort Group ID;Enabled in No Attack Region;Sale Value;Rarity;Use Limit - Spirit Summon;Use Limit - SpEffect Type;AI Usage Judgment ID;FP Cost;HP Cost;Reinforcement Goods ID;Reinforcement Material ID;Reinforcement Cost;Use Level - Vow Level [0];Use Level - Vow Level [1];Use Level - Vow Level [2];Use Level - Vow Level [3];Use Level - Vow Level [4];Use Level - Vow Level [5];Use Level - Vow Level [6];Use Level - Vow Level [7];Use Level - Vow Level [8];Use Level - Vow Level [9];Use Level - Vow Level [10];Use Level - Vow Level [11];Use Level - Vow Level [12];Use Level - Vow Level [13];Use Level - Vow Level [14];Use Level - Vow Level [15];Use Level;Item Get Tutorial Flag ID
22;;True;-1;-1;0;0;-1;0;-1;999999;-1;-1;0;-1;4032;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;;True;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4000;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;;True;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4001;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;3000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;;True;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4004;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;6000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;;True;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4006;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;5000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;;True;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4015;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;;True;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4065;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;2000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;;True;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4060;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;4000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;;True;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4061;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;5000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;;True;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4015;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;;True;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4128;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;99;255;True;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;;True;-1;-1;0;0;-1;0;41;999999;-1;-1;0;-1;0;0;-1;-1;-1;1;0;0;9;0;0;9;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;301000;-1;-1;True;False;True;True;False;False;False;False;3;0;False;True;False;False;True;False;True;False;1;255;True;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;;True;-1;-1;0;0;-1;0;40;999999;-1;-1;0;-1;0;0;-1;-1;-1;1;0;0;9;0;0;255;0;0;0;True;True;True;True;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;301001;-1;-1;True;False;True;True;False;False;False;False;3;0;False;True;False;False;True;False;True;False;1;255;True;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;;True;4420;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;1;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;True;True;False;False;True;False;True;False;99;255;True;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;;True;1280;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;2;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;True;True;False;False;True;False;True;False;99;255;True;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;;True;1440;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;2;0;0;0;0;0;True;True;True;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;True;True;False;False;True;False;True;False;99;255;True;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;;True;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;;True;99102;66;0;0;10000;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;True;True;True;True;True;False;True;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;0;-1;-1;-1;-1;-1;-1;-1;-1;True;False;False;True;False;False;False;False;0;0;False;True;False;False;True;False;True;False;0;255;True;10000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
