Row ID;Row Name;Material ID [1];Material ID [2];Material ID [3];Material ID [4];Material ID [5];Material ID [6];Material Amount [1];Material Amount [2];Material Amount [3];Material Amount [4];Material Amount [5];Material Amount [6];Material Category [1];Material Category [2];Material Category [3];Material Category [4];Material Category [5];Material Category [6];Disable Display Number [1];Disable Display Number [2];Disable Display Number [3];Disable Display Number [4];Disable Display Number [5];Disable Display Number [6]
106;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
107;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
108;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
109;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
110;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
111;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
112;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
113;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
114;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
115;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
116;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
117;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
118;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
119;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
120;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
121;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
122;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
123;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
124;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
125;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
200;;1100;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
201;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
202;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
203;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
204;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
205;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
206;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
207;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
208;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
209;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
210;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
211;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
212;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
213;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
214;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
215;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
216;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
217;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
218;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
219;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
220;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
221;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
222;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
223;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
224;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
225;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
300;;1120;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
301;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
302;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
303;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
304;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
305;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
306;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
307;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
308;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
309;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
310;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
311;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
312;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
313;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
314;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
315;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
316;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
317;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
318;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
319;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
320;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
321;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
322;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
323;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
324;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
325;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
400;;1130;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
401;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
402;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
403;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
404;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
405;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
406;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
407;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
408;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
409;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
410;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
411;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
412;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
413;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
414;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
415;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
416;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
417;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
418;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
419;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
420;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
421;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
422;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
423;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
424;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
425;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
500;;1140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
501;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
502;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
503;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
504;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
505;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
506;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
507;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
508;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
509;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
510;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
511;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
512;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
513;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
514;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
515;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
516;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
517;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
518;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
519;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
520;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
521;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
522;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
523;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
524;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
525;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
600;;1150;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
601;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
602;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
603;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
604;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
605;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
606;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
607;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
608;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
609;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
610;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
611;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
612;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
613;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
614;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
615;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
616;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
617;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
618;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
619;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
620;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
621;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
622;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
623;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
624;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
625;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
700;;1160;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
701;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
702;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
703;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
704;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
705;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
706;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
707;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
708;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
709;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
710;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
711;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
712;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
713;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
714;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
715;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
716;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
717;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
718;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
719;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
720;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
721;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
722;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
723;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
724;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
725;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
800;;1170;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
801;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
802;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
803;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
804;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;False;False;False;False;False;False
