Row ID;Row Name;Disable Param - Network Test;Disable Param - Debug;SpEffect ID [0];SFX Variation ID;Weight;Behavior ID;Basic Price;Sell Value;Sort ID;QWC ID;Equip Model ID;Icon ID;Shop Level;Achievement Grade ID;Achievement Sequential ID;Equip Model Category;Equip Model Gender;Accessory Type;Reference Type;SpEffect Category;Sort Group ID;Vagrant Item Lot ID;Vagrant Bonus Item Lot ID;Vagrant Enemy Item Lot ID;Is Depositable;Is Destroyed on Unequip;Is Dropping Disabled in Multiplayer;Is Discardable;Is Droppable;Show Log Condition Type;Show Dialog Condition Type [1];Show Dialog Condition Type [2];Rarity;Sale Price;Accessory Group;Number of Completed Achievement ID;SpEffect ID [1];SpEffect ID [2];SpEffect ID [3];SpEffect ID [4]
1050;Radagon's Scarseal;True;False;310500;-1;0.8;0;0;3000;400190;0;0;18050;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1050;-1;0;0;0;0
1051;Radagon's Soreseal;True;False;310510;-1;0.8;0;0;3000;400200;0;0;18051;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;1050;17;0;0;0;0
1060;Starscourge Heirloom;True;False;310600;-1;0.8;0;0;1000;400230;0;0;18070;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1060;-1;0;0;0;0
1070;Prosthesis-Wearer Heirloom;True;False;310700;-1;0.8;0;0;1000;400240;0;0;18080;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1070;-1;0;0;0;0
1080;Stargazer Heirloom;True;False;310800;-1;0.6;0;0;1000;400250;0;0;18090;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1080;-1;0;0;0;0
1090;Two Fingers Heirloom;True;False;310900;-1;0.6;0;0;1000;400260;0;0;18100;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1090;-1;0;0;0;0
1100;Silver Scarab;True;False;311000;-1;1.2;0;0;500;406150;0;0;18110;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1100;-1;0;0;0;0
1110;Gold Scarab;True;False;311100;-1;1.2;0;0;500;406140;0;0;18120;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1110;-1;0;0;0;0
1140;Moon of Nokstella;True;False;311400;-1;0.8;0;0;2000;403050;0;0;18150;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;1140;17;0;0;0;0
1150;Green Turtle Talisman;True;False;311500;-1;0.7;0;0;500;400120;0;0;18160;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1150;-1;0;0;0;0
1160;Stalwart Horn Charm;True;False;311600;-1;0.6;0;0;500;401210;0;0;18170;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1160;-1;0;0;0;0
1161;Stalwart Horn Charm +1;True;False;311610;-1;0.6;0;0;1000;401220;0;0;18171;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1160;-1;0;0;0;0
1170;Immunizing Horn Charm;True;False;311700;-1;0.6;0;0;500;401190;0;0;18180;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1170;-1;0;0;0;0
1171;Immunizing Horn Charm +1;True;False;311710;-1;0.6;0;0;1000;401200;0;0;18181;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1170;-1;0;0;0;0
1180;Clarifying Horn Charm;True;False;311800;-1;0.6;0;0;500;401230;0;0;18190;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1180;-1;0;0;0;0
1181;Clarifying Horn Charm +1;True;False;311810;-1;0.6;0;0;1000;401240;0;0;18191;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1180;-1;0;0;0;0
1190;Prince of Death's Pustule;True;False;311900;-1;0.6;0;0;500;401270;0;0;3220;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1190;-1;0;0;0;0
1191;Prince of Death's Cyst;True;False;311910;-1;0.6;0;0;1000;401280;0;0;18201;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1190;-1;0;0;0;0
1200;Mottled Necklace;True;False;312000;-1;0.9;0;0;1000;401250;0;0;18210;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1200;-1;0;0;0;0
1201;Mottled Necklace +1;True;False;312010;-1;0.9;0;0;2000;401260;0;0;18211;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1200;-1;0;0;0;0
1210;Bull-Goat's Talisman;True;False;312100;-1;0.5;0;0;1000;405000;0;0;18220;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1210;-1;0;0;0;0
1220;Marika's Scarseal;True;False;312200;-1;0.8;0;0;3000;400210;0;0;18060;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1220;-1;0;0;0;0
1221;Marika's Soreseal;True;False;312210;-1;0.8;0;0;3000;400220;0;0;18061;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;1220;17;0;0;0;0
1230;Warrior Jar Shard;True;False;312300;-1;0.9;0;0;500;404040;0;0;18870;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1230;-1;0;0;0;0
1231;Shard of Alexander;True;False;312310;-1;0.9;0;0;1000;404050;0;0;18871;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1230;-1;0;0;0;0
1250;Millicent's Prosthesis;True;False;312500;-1;1.6;0;0;1000;406080;0;0;18890;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;1250;-1;312501;312502;312503;312504
2000;Magic Scorpion Charm;True;False;320000;-1;0.8;0;0;500;405020;0;0;18230;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2000;-1;0;0;0;0
2010;Lightning Scorpion Charm;True;False;320100;-1;0.8;0;0;500;405040;0;0;18240;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2010;-1;0;0;0;0
2020;Fire Scorpion Charm;True;False;320200;-1;0.8;0;0;500;405030;0;0;18250;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2020;-1;0;0;0;0
2030;Sacred Scorpion Charm;True;False;320300;-1;0.8;0;0;500;405050;0;0;18260;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2030;-1;0;0;0;0
2040;Red-Feathered Branchsword;True;False;320400;-1;1.4;0;0;500;406000;0;0;18270;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2040;-1;0;0;0;0
2050;Ritual Sword Talisman;True;False;320500;-1;0.9;0;0;500;406020;0;0;18280;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2050;-1;0;0;0;0
2060;Spear Talisman;True;False;320600;-1;0.5;0;0;500;402050;0;0;18290;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2060;-1;0;0;0;0
2070;Hammer Talisman;True;False;320700;-1;0.9;0;0;500;402040;0;0;18300;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2070;-1;0;0;0;0
2080;Winged Sword Insignia;True;False;320800;-1;1.4;0;0;500;406060;0;0;18310;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2080;-1;320801;320802;320803;0
2081;Rotten Winged Sword Insignia;True;False;320810;-1;1.4;0;0;500;406070;0;0;18311;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2080;-1;320811;320812;320813;0
2090;Dagger Talisman;True;False;320900;-1;1.1;0;0;500;402000;0;0;18320;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2090;-1;0;0;0;0
2100;Arrow's Reach Talisman;True;False;321000;-1;0.7;0;0;500;402100;0;0;18330;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2100;-1;0;0;0;0
2110;Blue Dancer Charm;True;False;321100;-1;0.9;0;0;500;405010;0;0;18350;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2110;-1;0;0;0;0
2120;Twinblade Talisman;True;False;321200;-1;0.7;0;0;500;402020;0;0;18360;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2120;-1;0;0;0;0
2130;Axe Talisman;True;False;321300;-1;0.8;0;0;500;402030;0;0;18370;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2130;-1;0;0;0;0
2140;Lance Talisman;True;False;321400;-1;0.7;0;0;500;402060;0;0;18380;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2140;-1;0;0;0;0
2150;Arrow's Sting Talisman;True;False;321500;-1;0.7;0;0;500;402090;0;0;18340;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2150;-1;0;0;0;0
2160;Lord of Blood's Exultation;True;False;321600;-1;0.9;0;0;500;406110;0;0;18390;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2160;-1;0;0;0;0
2170;Kindred of Rot's Exultation;True;False;321700;-1;0.9;0;0;500;406100;0;0;18400;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2170;-1;0;0;0;0
2180;Claw Talisman;True;False;321800;-1;0.7;0;0;500;402070;0;0;18800;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2180;-1;0;0;0;0
2190;Roar Medallion;True;False;321900;-1;0.7;0;0;500;404000;0;0;18810;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2190;-1;0;0;0;0
2200;Curved Sword Talisman;False;False;322000;-1;0.7;0;0;500;402010;0;0;18820;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2200;-1;0;0;0;0
2210;Companion Jar;True;False;322100;-1;0.6;0;0;500;404010;0;0;18830;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2210;-1;0;0;0;0
2220;Perfumer's Talisman;True;False;322200;-1;0.6;0;0;500;404020;0;0;18840;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;2220;-1;0;0;0;0
3000;Graven-School Talisman;True;False;330000;-1;0.7;0;0;1000;403000;0;0;18410;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;3000;-1;0;0;0;0
3001;Graven-Mass Talisman;True;False;330010;-1;1;0;0;2000;403010;0;0;18411;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;3001;-1;0;0;0;0
3040;Faithful's Canvas Talisman;True;False;330400;-1;0.7;0;0;1000;403020;0;0;18440;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;3040;-1;0;0;0;0
3050;Flock's Canvas Talisman;True;False;330500;-1;1;0;0;2000;403030;0;0;18450;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;3050;-1;0;0;0;0
3060;Old Lord's Talisman;True;False;330600;-1;0.5;0;0;1000;403060;0;0;18460;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;3060;17;0;0;0;0
3070;Radagon Icon;True;False;330700;-1;0.7;0;0;1000;403070;0;0;18470;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;3070;17;0;0;0;0
3080;Primal Glintstone Blade;True;False;330800;-1;0.6;0;0;2000;403040;0;0;18480;-1;-1;-1;0;0;0;2;0;40;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;3080;-1;0;0;0;0
3090;Godfrey Icon;True;False;330900;-1;0.8;0;0;1000;404060;0;0;18860;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;3090;17;0;0;0;0
4000;Dragoncrest Shield Talisman;True;False;340000;-1;0.8;0;0;100;401000;0;0;18490;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4000;-1;0;0;0;0
4001;Dragoncrest Shield Talisman +1;True;False;340010;-1;0.8;0;0;500;401010;0;0;18491;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4000;-1;0;0;0;0
4002;Dragoncrest Shield Talisman +2;True;False;340020;-1;0.8;0;0;1000;401020;0;0;18492;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4000;-1;0;0;0;0
4003;Dragoncrest Greatshield Talisman;True;False;340030;-1;0.8;0;0;2000;401030;0;0;18493;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;4000;17;0;0;0;0
4010;Spelldrake Talisman;True;False;340100;-1;0.6;0;0;100;401040;0;0;18500;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4010;-1;0;0;0;0
4011;Spelldrake Talisman +1;True;False;340110;-1;0.6;0;0;500;401050;0;0;18501;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4010;-1;0;0;0;0
4012;Spelldrake Talisman +2;True;False;340120;-1;0.6;0;0;1000;401060;0;0;18502;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4010;-1;0;0;0;0
4020;Flamedrake Talisman;True;False;340200;-1;0.6;0;0;100;401070;0;0;18510;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4020;-1;0;0;0;0
4021;Flamedrake Talisman +1;True;False;340210;-1;0.6;0;0;500;401080;0;0;18511;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4020;-1;0;0;0;0
4022;Flamedrake Talisman +2;True;False;340220;-1;0.6;0;0;1000;401090;0;0;18512;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4020;-1;0;0;0;0
4030;Boltdrake Talisman;True;False;340300;-1;0.6;0;0;100;401100;0;0;18520;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4030;-1;0;0;0;0
4031;Boltdrake Talisman +1;True;False;340310;-1;0.6;0;0;500;401110;0;0;18521;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4030;-1;0;0;0;0
4032;Boltdrake Talisman +2;True;False;340320;-1;0.6;0;0;1000;401120;0;0;18522;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4030;-1;0;0;0;0
4040;Haligdrake Talisman;True;False;340400;-1;0.6;0;0;100;401130;0;0;18530;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4040;-1;0;0;0;0
4041;Haligdrake Talisman +1;True;False;340410;-1;0.6;0;0;500;401140;0;0;18531;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4040;-1;0;0;0;0
4042;Haligdrake Talisman +2;True;False;340420;-1;0.6;0;0;1000;401150;0;0;18532;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4040;-1;0;0;0;0
4050;Pearldrake Talisman;True;False;340500;-1;0.9;0;0;100;401160;0;0;18540;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4050;-1;0;0;0;0
4051;Pearldrake Talisman +1;True;False;340510;-1;0.9;0;0;500;401170;0;0;18541;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4050;-1;0;0;0;0
4052;Pearldrake Talisman +2;True;False;340520;-1;0.9;0;0;1000;401180;0;0;18542;-1;-1;-1;0;0;0;2;0;20;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4050;-1;0;0;0;0
4060;Crucible Scale Talisman;True;False;340600;-1;1.1;0;0;500;405060;0;0;18550;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4060;-1;0;0;0;0
4070;Crucible Feather Talisman;True;False;340700;-1;0.8;0;0;1000;405070;0;0;18560;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4070;-1;0;0;0;0
4080;Blue-Feathered Branchsword;True;False;340800;-1;1.1;0;0;500;406010;0;0;18570;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4080;-1;0;0;0;0
4090;Ritual Shield Talisman;True;False;340900;-1;0.9;0;0;500;406030;0;0;18580;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4090;-1;0;0;0;0
4100;Greatshield Talisman;True;False;341000;-1;0.9;0;0;500;402080;0;0;18590;-1;-1;-1;0;0;0;2;0;30;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4100;-1;0;0;0;0
4110;Crucible Knot Talisman;True;False;341100;-1;0.5;0;0;500;405080;0;0;18600;-1;-1;-1;0;0;0;2;0;60;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;4110;-1;0;0;0;0
5000;Crimson Seed Talisman;True;False;350000;-1;0.8;0;0;1000;400030;0;0;18610;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5000;-1;0;0;0;0
5010;Cerulean Seed Talisman;True;False;350100;-1;0.8;0;0;1000;400080;0;0;18620;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5010;-1;0;0;0;0
5020;Blessed Dew Talisman;True;False;350200;-1;0.6;0;0;1000;400040;0;0;18630;-1;-1;-1;0;0;0;2;0;10;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5020;-1;0;0;0;0
5030;Taker's Cameo;True;False;350300;-1;1;0;0;1000;406120;0;0;18640;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5030;-1;0;0;0;0
5040;Godskin Swaddling Cloth;True;False;350400;-1;0.9;0;0;1000;406090;0;0;18650;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5040;-1;0;0;0;0
5050;Assassin's Crimson Dagger;True;False;350500;-1;0.8;0;0;1500;406040;0;0;18660;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5050;-1;0;0;0;0
5060;Assassin's Cerulean Dagger;True;False;350600;-1;0.8;0;0;1500;406050;0;0;18670;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;5060;-1;0;0;0;0
6000;Crepus's Vial;True;False;360000;-1;0.7;0;0;500;407000;0;0;18680;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6000;-1;0;0;0;0
6010;Concealing Veil;True;False;360100;-1;0.9;0;0;500;407010;0;0;18690;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6010;-1;0;0;0;0
6020;Carian Filigreed Crest;True;False;360200;-1;0.8;0;0;1000;404030;0;0;18700;-1;-1;-1;0;0;0;2;0;50;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6020;-1;0;0;0;0
6040;Longtail Cat Talisman;True;False;360400;-1;0.6;0;0;500;407020;0;0;18720;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6040;-1;0;0;0;0
6050;Shabriri's Woe;True;False;360500;-1;0.6;0;0;500;407050;0;0;18730;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6050;-1;0;0;0;0
6060;Daedicar's Woe;True;False;360600;-1;0.8;0;0;500;407060;0;0;18740;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6060;-1;0;0;0;0
6070;Sacrificial Twig;True;False;360700;-1;1;0;0;1000;407070;0;0;18750;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;1;0;6070;-1;0;0;0;0
6080;Furled Finger's Trick-Mirror;True;False;360800;-1;0.7;0;0;1000;407030;0;0;18760;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6080;-1;0;0;0;0
6090;Host's Trick-Mirror;True;False;360900;-1;0.7;0;0;1000;407040;0;0;18770;-1;-1;-1;0;0;0;2;0;80;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6080;-1;0;0;0;0
6100;Entwining Umbilical Cord;True;False;361000;-1;0.5;0;0;1000;999999;0;0;18780;-1;-1;-1;0;0;0;2;0;255;-1;-1;-1;True;False;False;True;True;True;False;True;2;0;6100;-1;0;0;0;0
6110;Ancestral Spirit's Horn;True;False;361100;-1;1.2;0;0;500;406130;0;0;18880;-1;-1;-1;0;0;0;2;0;70;-1;-1;-1;True;False;False;True;True;True;False;True;3;0;6110;-1;0;0;0;0
999999999;;True;False;361100;-1;0.8;0;0;100;9999999;0;0;18880;-1;-1;-1;0;0;0;2;0;255;-1;-1;-1;True;False;False;True;False;True;False;True;1;0;6100;-1;0;0;0;0
9010;Deathbane Talisman;True;False;9200010;0;1.2;0;0;500;406210;0;0;18901;0;0;0;0;0;0;2;0;70;0;0;0;True;False;False;True;True;True;False;True;2;0;9010;-1;0;0;0;0
9020;Dragonbane Talisman;True;False;9200020;0;1.2;0;0;500;406220;0;0;18902;0;0;0;0;0;0;2;0;70;0;0;0;True;False;False;True;True;True;False;True;2;0;9020;-1;0;0;0;0
9030;Godskin Ward;True;False;9200030;0;3;0;0;500;401300;0;0;18910;0;0;0;0;0;0;2;0;20;0;0;0;True;False;False;True;True;True;False;True;2;0;9030;-1;0;0;0;0
9040;Marika's Golden Sigil;True;False;9200040;0;1.5;0;0;500;401310;0;0;18911;0;0;0;0;0;0;2;0;20;0;0;0;True;False;False;True;True;True;False;True;2;0;9040;-1;0;0;0;0
