Row ID;Row Name;Ongoing Visual FX ID;Ongoing Sound FX ID;Initial Visual FX ID;Initial Sound FX ID;Finish Visual FX ID;Finish Sound FX ID;Hide Start Distance;Hide End Distance;Transform - Protector ID;Ongoing Model Point ID;Initial Model Point ID;Finish Model Point ID;Effect Type;Weapon Enchant ID 0;Play Category;Play Priority;Large Effect Exists;Soul Effect Exists;Invisible Whilst Hidden;Enable Hide Fields;Invisible in Camouflage for Friend;Add Map Area Block Offset;Enable Half Hidden;Is Full Body Protector ID;Is Invisible Weapon;Is Silent;Is Hand Protector ID;Unk1;Unk2;Unk3;Unk4;Unk5;Decal ID 0;Decal ID 1;Weapon Enchant ID 1;Effect VFX Type 0;Effect VFX Type 1;Body Protector Type;Effect VFX - Dummy ID 0;Effect VFX - Dummy ID 1;Effect VFX - Dummy ID 2;Effect VFX - Dummy ID 3;Effect VFX - Dummy ID 4;Effect VFX - Dummy ID 5;Effect VFX - Dummy ID 6;Effect VFX - Dummy ID 7;Effect VFX - Dummy ID 8;Effect VFX - Dummy ID 9;Effect VFX - Dummy ID 10;Effect VFX - Dummy ID 11;Effect VFX - Dummy ID 12;Effect VFX - Dummy ID 13;Effect VFX - Dummy ID 14;Effect VFX - Dummy ID 15;Unk6;Phantom Type;Camouflage Ghost;Unk7;Phantom Param ID;Emissive Intensity Scale;Unk8;Body Protector Val;Unk9;Ember Intensity Scale;Unk10;Unk11;Unk12;Unk13
11;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
12;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
13;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
14;;22223;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
15;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
16;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
17;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
18;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
19;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
20;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
21;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
22;;22122;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;15;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
23;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
24;;4260;23112;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;4;21;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
25;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
26;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
27;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
28;;523102;523102;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
29;;20252;20004;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;51;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
30;;197;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
31;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
32;;195;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;6;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
33;;196;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
34;;30043;-1;-1;-1;-1;-1;-1;-1;-1;100;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
35;;30013;-1;-1;-1;-1;-1;-1;-1;-1;104;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
36;;630731;-1;-1;-1;-1;-1;-1;-1;-1;11;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
37;;630731;-1;-1;-1;-1;-1;-1;-1;-1;100;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
38;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
39;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
40;;20253;20004;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
41;;20211;21112;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;52;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
42;;525002;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
43;;16010;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
44;;16011;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
45;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
46;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
47;;20244;20005;-1;-1;-1;-1;-1;-1;-1;212;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
48;;24003;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;41;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
49;;24004;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;40;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
50;;525042;-1;525006;-1;-1;-1;-1;-1;-1;220;220;-1;0;0;3;90;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
51;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
52;;24012;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;91;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
53;;24030;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;5;False;False;True;True;True;False;True;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
54;;20208;-1;-1;-1;-1;-1;-1;-1;-1;212;-1;-1;0;0;3;180;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
55;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
56;;890;-1;-1;-1;-1;-1;-1;-1;-1;202;-1;-1;0;0;4;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
57;;202;-1;-1;-1;-1;-1;-1;-1;-1;50;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
58;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
59;;35;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
60;;20279;-1;-1;-1;-1;-1;-1;-1;-1;206;-1;-1;1;4;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
61;;303131;303131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;10;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;10;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
62;;303001;303001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;2;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
63;;20242;-1;-1;-1;-1;-1;-1;-1;-1;206;-1;-1;2;4;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
64;;303071;303071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;1;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
65;;13045;-1;-1;-1;-1;-1;-1;-1;-1;20;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
66;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
67;;24006;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;100;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
68;;23228;-1;-1;-1;23328;-1;-1;-1;-1;200;-1;200;0;0;3;101;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
69;;20250;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;80;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
70;;24009;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;151;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
71;;24010;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;71;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
72;;24011;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
73;;24025;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;152;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;0;65535;0;0;0
