UNFURLED
27019;;-1;4010;0;60000;7110;150;4150;0;121;0;0;30;2;0;30;0;1;7200;0;-1;-1;
1027019;;-1;4020;0;60000;7110;150;8197;0;121;0;0;30;1;0;30;0;1;7200;0;-1;-1;
27030;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
27031;;-1;4010;0;60170;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
27039;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
27041;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
27043;;-1;4010;0;60000;7110;70;4150;0;121;0;0;60;2;0;30;0;1;7200;0;-1;-1;
27056;;-1;-1;0;60370;7120;150;0;0;120;0;0;30;0;0;30;0;1;7220;0;-1;-1;
27080;;-1;-1;0;60200;7110;150;0;0;191;0;0;30;0;0;30;0;0;8401;0;-1;-1;
27115;;-1;-1;0;60200;14020;150;0;0;191;0;0;30;0;0;30;0;0;8401;0;-1;-1;
27143;;-1;4010;0;60000;7110;150;0;0;121;0;0;30;0;0;30;0;1;7201;0;-1;-1;
127201;;-1;4081;0;60180;7120;150;8148;0;120;0;1;30;1;0;30;0;1;7200;0;-1;-1;
227201;;-1;4082;0;60180;7120;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
327201;;-1;4083;0;60180;7120;150;8151;0;120;0;1;30;1;0;30;0;1;7200;0;-1;-1;
427201;;-1;4084;0;60180;7120;150;8149;0;120;0;1;30;1;0;30;0;1;7200;0;-1;-1;
527201;;-1;4085;0;60180;7120;150;8150;8152;120;0;1;30;1;1;30;0;1;7200;0;-1;-1;
627201;;-1;4086;0;60180;7120;150;8153;0;120;0;1;30;1;0;30;0;1;7200;0;-1;-1;
30000;;-1;4010;0;60000;7110;70;4150;0;121;0;0;60;2;0;30;0;1;7200;0;-1;-1;
30183;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
99013;;10010400;-1;0;60080;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0.3;100;6150;
99182;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
99290;;10010400;-1;0;60080;7521;70;0;0;110;0;1;60;0;0;60;0;1;9120;0.3;100;6150;
99340;;-1;-1;0;60530;7100;150;0;0;200;0;1;30;0;0;30;1;1;9532;0;-1;-1;
99630;;10010400;-1;0;60080;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0.3;100;6150;
199630;;10010400;4020;0;60080;7521;70;8199;0;110;0;1;60;1;0;60;0;1;8000;0.3;100;6150;
99631;;10010400;-1;0;60120;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0.3;100;6150;
99632;;10010400;-1;0;60120;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0.3;-1;-1;
199632;;10010400;4070;0;60120;7521;70;9710;0;110;0;1;60;2;0;60;0;1;8000;0.3;100;6150;
100101;;10010400;-1;0;60110;7120;70;0;0;120;0;1;60;0;0;60;0;1;7202;2;-1;-1;
110063;;-1;4010;0;60030;7110;70;0;0;120;0;1;60;0;0;30;0;1;7320;0;-1;-1;
1110063;;-1;4010;0;60030;7110;70;0;0;120;0;1;60;0;0;30;0;1;7200;0;-1;-1;
110064;;-1;-1;0;60370;7120;150;0;0;121;0;0;30;0;0;30;0;1;7201;0;-1;-1;
1110064;;-1;-1;0;60370;7120;150;0;0;120;0;0;30;0;0;30;0;1;7200;0;-1;-1;
110100;;10010400;4020;0;60000;7110;70;2701;0;120;0;0;60;1;0;60;0;1;7100;0;-1;-1;
219000;;-1;4010;0;60000;7110;70;4150;0;121;0;0;60;2;0;30;0;1;7200;0;-1;-1;
1219000;;-1;4010;0;60000;7110;70;0;0;121;0;0;60;0;0;30;0;1;7200;0;-1;-1;
2219000;;-1;4073;0;60000;7110;70;4150;0;121;0;0;60;2;0;30;0;1;7200;0;-1;-1;
219001;;-1;-1;0;60160;7120;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
219002;;-1;4072;0;60030;7120;70;106;0;120;0;1;60;1;0;30;0;1;7200;0;-1;-1;
219003;;-1;4020;0;60000;7110;70;8010;0;121;0;0;60;1;0;30;0;1;7200;0;-1;-1;
219010;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
219030;;-1;-1;0;60231;7110;150;0;0;103;1;1;30;0;0;30;0;1;8403;0;-1;-1;
227010;;-1;4010;0;60000;7110;150;4150;0;121;0;0;30;2;0;30;0;1;7200;0;-1;-1;
227011;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227012;;-1;4010;0;60160;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227013;;-1;4010;0;60170;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
1227013;;-1;4080;181;60170;7110;150;4150;0;120;0;1;30;2;0;30;0;1;7200;0;-1;-1;
227020;;-1;4010;0;60000;7110;150;4150;0;121;0;0;30;2;0;30;0;1;7200;0;-1;-1;
227030;;-1;4010;0;60170;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227032;;-1;4010;0;60170;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227033;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
1227033;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227040;;-1;4010;0;60190;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
227050;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
227051;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
227052;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
227070;;-1;4010;0;60000;7110;150;0;0;121;0;0;30;0;0;30;0;1;7200;0;-1;-1;
239001;;-1;-1;0;60160;7120;150;0;0;120;0;1;30;0;0;30;0;1;7100;0;-1;-1;
239020;;-1;-1;0;60202;7110;150;0;0;191;0;0;30;0;0;30;0;0;8310;0;-1;-1;
239021;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
1239021;;-1;4000;0;60200;7110;150;4150;0;191;1;0;30;2;0;30;0;1;8301;0;-1;-1;
257002;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
257013;;-1;4010;0;60000;7110;150;4150;0;121;0;0;30;2;0;30;0;1;7200;0;-1;-1;
257016;;-1;-1;0;60180;7120;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
257018;;-1;4010;0;60030;7120;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
267023;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
267038;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
277000;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
277009;;-1;-1;0;60370;7120;150;0;0;120;0;0;30;0;0;30;0;1;7200;0;-1;-1;
277010;;-1;4010;0;60000;7110;150;0;0;120;0;0;30;0;0;30;0;1;7200;0;-1;-1;
277013;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
277014;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
277015;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
277016;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
277017;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
277018;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
1277018;;-1;4020;0;60030;7110;150;8134;0;120;0;1;30;1;0;30;0;1;7200;0;-1;-1;
2277018;;-1;4080;0;60030;7110;150;4150;0;120;0;1;30;2;0;30;0;1;7200;0;-1;-1;
277021;;-1;-1;0;60200;7110;150;0;0;191;1;0;30;0;0;30;0;1;8301;0;-1;-1;
277081;;-1;-1;0;60231;7110;150;0;0;103;0;1;30;0;0;30;0;0;8403;0;-1;-1;
300004;;-1;4010;0;60030;7110;150;0;0;120;0;1;30;0;0;30;0;1;7200;0;-1;-1;
300005;;10010400;-1;0;60080;7521;70;0;0;110;0;1;60;0;0;60;0;1;8000;0;-1;-1;
300300;;10010400;4010;0;60020;7121;70;4150;0;100;0;1;60;2;0;60;0;1;7100;0;-1;-1;
300310;;10010400;4010;0;60000;7110;70;4150;0;100;0;0;60;2;0;60;0;1;7100;0;-1;-1;
300311;;10010400;4020;0;60000;14000;70;2300;4150;100;0;0;60;1;0;60;0;1;7100;0;-1;-1;
300312;;10010400;4010;0;60000;14000;70;0;0;100;0;0;60;0;0;60;0;1;7100;0;-1;-1;
300320;;10010400;4010;0;60020;7121;70;4150;0;100;0;1;60;2;0;60;0;1;7100;0;-1;-1;
300371;;10010400;-1;0;60030;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
300500;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
300510;;10010400;-1;0;60202;14021;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
304873;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
302420;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
314027;;10010400;-1;0;60160;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
324012;;10010400;-1;0;60200;14021;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
324051;;10010400;-1;0;60200;14021;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
331312;;10010400;-1;0;60202;14021;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
331321;;10010400;-1;0;60030;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
350003;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
350005;;10010400;-1;0;60190;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
350021;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
350206;;10010400;-1;0;60190;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
351000;;10010400;-1;0;60030;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
360320;;10010400;-1;0;60030;7120;70;0;0;121;0;1;60;0;0;60;0;1;7101;0;-1;-1;
360330;;10010400;-1;0;60030;7120;70;0;0;121;0;1;60;0;0;60;0;1;7101;0;-1;-1;
370301;;10010400;4010;0;60000;7121;70;4150;0;100;0;0;60;2;0;60;0;1;7100;0;-1;-1;
370502;;10010400;-1;0;60200;8000;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
390301;;10010400;4010;0;60000;7120;70;4150;0;100;0;1;60;2;0;60;0;1;7100;0;-1;-1;
394051;;10010400;-1;0;60200;14021;70;0;0;191;0;1;60;0;0;60;0;1;8300;0;-1;-1;
394027;;10010400;-1;0;60000;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
394028;;10010400;4010;0;60000;7120;70;4150;0;100;0;1;60;2;0;60;0;1;7100;0;-1;-1;
400340;;10010400;4010;0;60000;7120;70;0;0;121;0;0;60;0;0;60;0;1;7101;0;-1;-1;
10000;;10010500;-1;0;60200;7100;150;0;0;191;0;1;60;0;0;30;0;0;-1;0;-1;-1;
1227050;;-1;-1;0;60200;7110;150;0;0;191;0;0;30;0;0;30;0;0;8401;0;-1;-1;
1300311;;10010400;4020;0;60002;14000;70;2300;4150;120;0;1;60;1;2;60;0;1;7100;0;-1;-1;
2300311;;10010400;4020;0;60000;14000;70;2300;4150;121;0;1;60;1;2;60;0;1;8920;0;-1;-1;
90000;;10010400;-1;0;60040;7120;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
90001;;10010400;4020;0;60040;7120;70;2001;2100;120;0;1;60;1;1;60;0;1;7100;0;-1;-1;
90002;;10010400;4010;0;60030;7120;70;4150;0;120;0;1;60;2;0;60;0;1;7100;0;-1;-1;
90010;;10010400;-1;0;60000;7110;70;0;0;120;0;0;60;0;0;60;0;1;7100;0;-1;-1;
90011;;10010400;4020;0;60000;7110;70;2001;2100;120;0;0;60;1;1;60;0;1;7100;0;-1;-1;
90012;;10010400;4010;0;60000;7110;70;4150;0;120;0;0;60;2;0;60;0;1;7100;0;-1;-1;
90013;;10010400;4020;0;60002;14000;70;0;0;120;0;1;60;0;0;60;0;1;7100;0;-1;-1;
90014;;10010400;4020;0;60030;14000;70;0;0;100;0;1;60;0;0;60;0;1;7110;0;-1;-1;
90015;;10010400;4020;0;60000;14000;70;0;0;121;0;1;60;0;0;60;0;1;8920;0;-1;-1;
90016;;10010400;-1;0;230000;14000;20;0;0;101;0;0;60;0;0;60;0;1;7500;0;-1;-1;
90017;;10010400;-1;0;0;0;20;0;0;0;0;9999;60;0;0;60;0;1;7800;0;-1;-1;
90018;;10010400;-1;0;0;7120;20;0;0;100;0;0;60;0;0;60;1;1;6560;0;-1;-1;
100000;;10010400;-1;0;0;7120;200;0;0;100;0;0;60;0;0;60;0;1;7600;0;-1;-1;
100001;;10010400;-1;0;60100;0;200;0;0;90;0;0;60;0;0;60;1;1;7700;0;-1;-1;
100002;;10010400;-1;0;240000;0;200;0;0;200;0;0;60;0;0;60;1;1;7900;0;-1;-1;
