Row ID;Row Name;Reinforce Type ID
1141100;Bloodstained Dagger [Blood];1100
1141200;Bloodstained Dagger [Occult];1200
1150100;Erdsteel Dagger [Heavy];100
1150200;Erdsteel Dagger [Keen];200
1150300;Erdsteel Dagger [Quality];300
1150400;Erdsteel Dagger [Fire];400
1150500;Erdsteel Dagger [Flame Art];500
1150600;Erdsteel Dagger [Lightning];600
1150700;Erdsteel Dagger [Sacred];700
1150800;Erdsteel Dagger [Magic];800
1150900;Erdsteel Dagger [Cold];900
1151000;Erdsteel Dagger [Poison];1000
1151100;Erdsteel Dagger [Blood];1100
1151200;Erdsteel Dagger [Occult];1200
1160100;Blade of Calling [Heavy];100
1160200;Blade of Calling [Keen];200
1160300;Blade of Calling [Quality];300
1160400;Blade of Calling [Fire];400
1160500;Blade of Calling [Flame Art];500
1160600;Blade of Calling [Lightning];600
1160700;Blade of Calling [Sacred];700
1160800;Blade of Calling [Magic];800
1160900;Blade of Calling [Cold];900
1161000;Blade of Calling [Poison];1000
1161100;Blade of Calling [Blood];1100
1161200;Blade of Calling [Occult];1200
2000100;Longsword [Heavy];100
2000200;Longsword [Keen];200
2000300;Longsword [Quality];300
2000400;Longsword [Fire];400
2000500;Longsword [Flame Art];500
2000600;Longsword [Lightning];600
2000700;Longsword [Sacred];700
2000800;Longsword [Magic];800
2000900;Longsword [Cold];900
2001000;Longsword [Poison];1000
2001100;Longsword [Blood];1100
2001200;Longsword [Occult];1200
2010100;Short Sword [Heavy];100
2010200;Short Sword [Keen];5000
2010300;Short Sword [Quality];300
2010400;Short Sword [Fire];400
2010500;Short Sword [Flame Art];500
2010600;Short Sword [Lightning];600
2010700;Short Sword [Sacred];700
2010800;Short Sword [Magic];800
2010900;Short Sword [Cold];900
2011000;Short Sword [Poison];1000
2011100;Short Sword [Blood];1100
2011200;Short Sword [Occult];1200
2020100;Broadsword [Heavy];6000
2020200;Broadsword [Keen];200
2020300;Broadsword [Quality];300
2020400;Broadsword [Fire];400
2020500;Broadsword [Flame Art];500
2020600;Broadsword [Lightning];600
2020700;Broadsword [Sacred];700
2020800;Broadsword [Magic];800
2020900;Broadsword [Cold];900
2021000;Broadsword [Poison];1000
2021100;Broadsword [Blood];1100
2021200;Broadsword [Occult];1200
2040100;Lordsworn's Straight Sword [Heavy];100
2040200;Lordsworn's Straight Sword [Keen];200
2040300;Lordsworn's Straight Sword [Quality];300
2040400;Lordsworn's Straight Sword [Fire];400
2040500;Lordsworn's Straight Sword [Flame Art];500
2040600;Lordsworn's Straight Sword [Lightning];600
2040700;Lordsworn's Straight Sword [Sacred];700
2040800;Lordsworn's Straight Sword [Magic];800
2040900;Lordsworn's Straight Sword [Cold];900
2041000;Lordsworn's Straight Sword [Poison];1000
2041100;Lordsworn's Straight Sword [Blood];1100
2041200;Lordsworn's Straight Sword [Occult];1200
2050100;Weathered Straight Sword [Heavy];100
2050200;Weathered Straight Sword [Keen];200
2050300;Weathered Straight Sword [Quality];300
2050400;Weathered Straight Sword [Fire];400
2050500;Weathered Straight Sword [Flame Art];500
2050600;Weathered Straight Sword [Lightning];600
2050700;Weathered Straight Sword [Sacred];700
2050800;Weathered Straight Sword [Magic];800
2050900;Weathered Straight Sword [Cold];900
2051000;Weathered Straight Sword [Poison];1000
2051100;Weathered Straight Sword [Blood];1100
2051200;Weathered Straight Sword [Occult];1200
2060100;Ornamental Straight Sword [Heavy];100
2060200;Ornamental Straight Sword [Keen];200
2060300;Ornamental Straight Sword [Quality];300
2060400;Ornamental Straight Sword [Fire];400
2060500;Ornamental Straight Sword [Flame Art];500
2060600;Ornamental Straight Sword [Lightning];600
2060700;Ornamental Straight Sword [Sacred];700
2060800;Ornamental Straight Sword [Magic];800
2060900;Ornamental Straight Sword [Cold];900
2061000;Ornamental Straight Sword [Poison];1000
2061100;Ornamental Straight Sword [Blood];1100
2061200;Ornamental Straight Sword [Occult];1200
2070100;Golden Epitaph [Heavy];100
2070200;Golden Epitaph [Keen];200
2070300;Golden Epitaph [Quality];300
2070400;Golden Epitaph [Fire];400
2070500;Golden Epitaph [Flame Art];500
2070600;Golden Epitaph [Lightning];600
2070700;Golden Epitaph [Sacred];700
2070800;Golden Epitaph [Magic];800
2070900;Golden Epitaph [Cold];900
2071000;Golden Epitaph [Poison];1000
2071100;Golden Epitaph [Blood];1100
2071200;Golden Epitaph [Occult];1200
2080100;Nox Flowing Sword [Heavy];100
2080200;Nox Flowing Sword [Keen];200
2080300;Nox Flowing Sword [Quality];300
2080400;Nox Flowing Sword [Fire];400
2080500;Nox Flowing Sword [Flame Art];500
2080600;Nox Flowing Sword [Lightning];600
2080700;Nox Flowing Sword [Sacred];700
2080800;Nox Flowing Sword [Magic];800
2080900;Nox Flowing Sword [Cold];900
2081000;Nox Flowing Sword [Poison];1000
2081100;Nox Flowing Sword [Blood];1100
2081200;Nox Flowing Sword [Occult];1200
2090100;Inseparable Sword [Heavy];100
2090200;Inseparable Sword [Keen];200
2090300;Inseparable Sword [Quality];300
2090400;Inseparable Sword [Fire];400
2090500;Inseparable Sword [Flame Art];500
2090600;Inseparable Sword [Lightning];600
2090700;Inseparable Sword [Sacred];700
2090800;Inseparable Sword [Magic];800
2090900;Inseparable Sword [Cold];900
2091000;Inseparable Sword [Poison];1000
2091100;Inseparable Sword [Blood];1100
2091200;Inseparable Sword [Occult];1200
2110100;Coded Sword [Heavy];100
2110200;Coded Sword [Keen];200
2110300;Coded Sword [Quality];300
2110400;Coded Sword [Fire];400
2110500;Coded Sword [Flame Art];500
2110600;Coded Sword [Lightning];600
2110700;Coded Sword [Sacred];700
2110800;Coded Sword [Magic];800
2110900;Coded Sword [Cold];900
2111000;Coded Sword [Poison];1000
2111100;Coded Sword [Blood];1100
2111200;Coded Sword [Occult];1200
2140100;Sword of Night and Flame [Heavy];100
2140200;Sword of Night and Flame [Keen];200
2140300;Sword of Night and Flame [Quality];300
2140400;Sword of Night and Flame [Fire];400
2140500;Sword of Night and Flame [Flame Art];500
2140600;Sword of Night and Flame [Lightning];600
2140700;Sword of Night and Flame [Sacred];700
2140800;Sword of Night and Flame [Magic];800
2140900;Sword of Night and Flame [Cold];900
2141000;Sword of Night and Flame [Poison];1000
2141100;Sword of Night and Flame [Blood];1100
2141200;Sword of Night and Flame [Occult];1200
2150100;Crystal Sword [Heavy];100
2150200;Crystal Sword [Keen];200
2150300;Crystal Sword [Quality];300
2150400;Crystal Sword [Fire];400
2150500;Crystal Sword [Flame Art];500
2150600;Crystal Sword [Lightning];600
2150700;Crystal Sword [Sacred];700
2150800;Crystal Sword [Magic];800
2150900;Crystal Sword [Cold];900
2151000;Crystal Sword [Poison];1000
2151100;Crystal Sword [Blood];1100
2151200;Crystal Sword [Occult];1200
2180100;Carian Knight's Sword [Heavy];100
2180200;Carian Knight's Sword [Keen];200
2180300;Carian Knight's Sword [Quality];300
2180400;Carian Knight's Sword [Fire];400
2180500;Carian Knight's Sword [Flame Art];500
2180600;Carian Knight's Sword [Lightning];600
2180700;Carian Knight's Sword [Sacred];700
2180800;Carian Knight's Sword [Magic];800
2180900;Carian Knight's Sword [Cold];900
2181000;Carian Knight's Sword [Poison];1000
2181100;Carian Knight's Sword [Blood];1100
2181200;Carian Knight's Sword [Occult];1200
2190100;Sword of St. Trina [Heavy];100
2190200;Sword of St. Trina [Keen];200
2190300;Sword of St. Trina [Quality];300
2190400;Sword of St. Trina [Fire];400
2190500;Sword of St. Trina [Flame Art];500
2190600;Sword of St. Trina [Lightning];600
2190700;Sword of St. Trina [Sacred];700
2190800;Sword of St. Trina [Magic];800
2190900;Sword of St. Trina [Cold];900
2191000;Sword of St. Trina [Poison];1000
2191100;Sword of St. Trina [Blood];1100
2191200;Sword of St. Trina [Occult];1200
2200100;Miquellan Knight's Sword [Heavy];100
2200200;Miquellan Knight's Sword [Keen];200
2200300;Miquellan Knight's Sword [Quality];300
2200400;Miquellan Knight's Sword [Fire];400
2200500;Miquellan Knight's Sword [Flame Art];500
2200600;Miquellan Knight's Sword [Lightning];600
2200700;Miquellan Knight's Sword [Sacred];700
2200800;Miquellan Knight's Sword [Magic];800
2200900;Miquellan Knight's Sword [Cold];900
2201000;Miquellan Knight's Sword [Poison];1000
2201100;Miquellan Knight's Sword [Blood];1100
2201200;Miquellan Knight's Sword [Occult];1200
2210100;Cane Sword [Heavy];100
2210200;Cane Sword [Keen];5000
2210300;Cane Sword [Quality];300
2210400;Cane Sword [Fire];400
2210500;Cane Sword [Flame Art];500
2210600;Cane Sword [Lightning];600
2210700;Cane Sword [Sacred];700
2210800;Cane Sword [Magic];800
2210900;Cane Sword [Cold];900
2211000;Cane Sword [Poison];1000
2211100;Cane Sword [Blood];1100
2211200;Cane Sword [Occult];1200
2220100;Regalia of Eochaid [Heavy];100
2220200;Regalia of Eochaid [Keen];200
2220300;Regalia of Eochaid [Quality];300
2220400;Regalia of Eochaid [Fire];400
2220500;Regalia of Eochaid [Flame Art];500
2220600;Regalia of Eochaid [Lightning];600
2220700;Regalia of Eochaid [Sacred];700
2220800;Regalia of Eochaid [Magic];800
2220900;Regalia of Eochaid [Cold];900
2221000;Regalia of Eochaid [Poison];1000
2221100;Regalia of Eochaid [Blood];1100
2221200;Regalia of Eochaid [Occult];1200
2230100;Noble's Slender Sword [Heavy];100
2230200;Noble's Slender Sword [Keen];5000
2230300;Noble's Slender Sword [Quality];300
2230400;Noble's Slender Sword [Fire];400
2230500;Noble's Slender Sword [Flame Art];500
2230600;Noble's Slender Sword [Lightning];600
2230700;Noble's Slender Sword [Sacred];700
2230800;Noble's Slender Sword [Magic];800
2230900;Noble's Slender Sword [Cold];900
2231000;Noble's Slender Sword [Poison];1000
2231100;Noble's Slender Sword [Blood];1100
2231200;Noble's Slender Sword [Occult];1200
2240100;Warhawk's Talon [Heavy];100
2240200;Warhawk's Talon [Keen];5000
2240300;Warhawk's Talon [Quality];300
2240400;Warhawk's Talon [Fire];400
2240500;Warhawk's Talon [Flame Art];500
2240600;Warhawk's Talon [Lightning];600
2240700;Warhawk's Talon [Sacred];700
2240800;Warhawk's Talon [Magic];800
2240900;Warhawk's Talon [Cold];900
2241000;Warhawk's Talon [Poison];1000
2241100;Warhawk's Talon [Blood];1100
2241200;Warhawk's Talon [Occult];1200
2250100;Lazuli Glintstone Sword [Heavy];100
2250200;Lazuli Glintstone Sword [Keen];200
2250300;Lazuli Glintstone Sword [Quality];300
2250400;Lazuli Glintstone Sword [Fire];400
2250500;Lazuli Glintstone Sword [Flame Art];500
2250600;Lazuli Glintstone Sword [Lightning];600
2250700;Lazuli Glintstone Sword [Sacred];700
2250800;Lazuli Glintstone Sword [Magic];800
2250900;Lazuli Glintstone Sword [Cold];900
2251000;Lazuli Glintstone Sword [Poison];1000
2251100;Lazuli Glintstone Sword [Blood];1100
2251200;Lazuli Glintstone Sword [Occult];1200
2260100;Rotten Crystal Sword [Heavy];100
2260200;Rotten Crystal Sword [Keen];200
2260300;Rotten Crystal Sword [Quality];300
2260400;Rotten Crystal Sword [Fire];400
2260500;Rotten Crystal Sword [Flame Art];500
2260600;Rotten Crystal Sword [Lightning];600
2260700;Rotten Crystal Sword [Sacred];700
2260800;Rotten Crystal Sword [Magic];800
2260900;Rotten Crystal Sword [Cold];900
2261000;Rotten Crystal Sword [Poison];1000
2261100;Rotten Crystal Sword [Blood];1100
2261200;Rotten Crystal Sword [Occult];1200
3000100;Bastard Sword [Heavy];6000
3000200;Bastard Sword [Keen];200
3000300;Bastard Sword [Quality];300
3000400;Bastard Sword [Fire];400
3000500;Bastard Sword [Flame Art];500
3000600;Bastard Sword [Lightning];600
3000700;Bastard Sword [Sacred];700
3000800;Bastard Sword [Magic];800
3000900;Bastard Sword [Cold];900
3001000;Bastard Sword [Poison];1000
3001100;Bastard Sword [Blood];1100
3001200;Bastard Sword [Occult];1200
3010100;Forked Greatsword [Heavy];100
3010200;Forked Greatsword [Keen];200
3010300;Forked Greatsword [Quality];300
3010400;Forked Greatsword [Fire];400
3010500;Forked Greatsword [Flame Art];500
3010600;Forked Greatsword [Lightning];600
3010700;Forked Greatsword [Sacred];700
3010800;Forked Greatsword [Magic];800
3010900;Forked Greatsword [Cold];900
3011000;Forked Greatsword [Poison];1000
3011100;Forked Greatsword [Blood];1100
3011200;Forked Greatsword [Occult];1200
3020100;Iron Greatsword [Heavy];6000
3020200;Iron Greatsword [Keen];200
3020300;Iron Greatsword [Quality];300
3020400;Iron Greatsword [Fire];400
3020500;Iron Greatsword [Flame Art];500
3020600;Iron Greatsword [Lightning];600
3020700;Iron Greatsword [Sacred];700
3020800;Iron Greatsword [Magic];800
3020900;Iron Greatsword [Cold];900
3021000;Iron Greatsword [Poison];1000
3021100;Iron Greatsword [Blood];1100
3021200;Iron Greatsword [Occult];1200
3030100;Lordsworn's Greatsword [Heavy];100
3030200;Lordsworn's Greatsword [Keen];200
3030300;Lordsworn's Greatsword [Quality];300
3030400;Lordsworn's Greatsword [Fire];400
3030500;Lordsworn's Greatsword [Flame Art];500
3030600;Lordsworn's Greatsword [Lightning];600
3030700;Lordsworn's Greatsword [Sacred];700
3030800;Lordsworn's Greatsword [Magic];800
3030900;Lordsworn's Greatsword [Cold];900
3031000;Lordsworn's Greatsword [Poison];1000
3031100;Lordsworn's Greatsword [Blood];1100
3031200;Lordsworn's Greatsword [Occult];1200
3040100;Knight's Greatsword [Heavy];100
3040200;Knight's Greatsword [Keen];200
3040300;Knight's Greatsword [Quality];300
3040400;Knight's Greatsword [Fire];400
3040500;Knight's Greatsword [Flame Art];500
3040600;Knight's Greatsword [Lightning];600
3040700;Knight's Greatsword [Sacred];700
3040800;Knight's Greatsword [Magic];800
3040900;Knight's Greatsword [Cold];900
3041000;Knight's Greatsword [Poison];1000
3041100;Knight's Greatsword [Blood];1100
3041200;Knight's Greatsword [Occult];1200
3050100;Flamberge [Heavy];100
3050200;Flamberge [Keen];5000
3050300;Flamberge [Quality];300
3050400;Flamberge [Fire];400
3050500;Flamberge [Flame Art];500
3050600;Flamberge [Lightning];600
3050700;Flamberge [Sacred];700
3050800;Flamberge [Magic];800
3050900;Flamberge [Cold];900
3051000;Flamberge [Poison];1000
3051100;Flamberge [Blood];1100
3051200;Flamberge [Occult];1200
3060100;Ordovis's Greatsword [Heavy];100
3060200;Ordovis's Greatsword [Keen];200
3060300;Ordovis's Greatsword [Quality];300
3060400;Ordovis's Greatsword [Fire];400
3060500;Ordovis's Greatsword [Flame Art];500
3060600;Ordovis's Greatsword [Lightning];600
3060700;Ordovis's Greatsword [Sacred];700
3060800;Ordovis's Greatsword [Magic];800
3060900;Ordovis's Greatsword [Cold];900
3061000;Ordovis's Greatsword [Poison];1000
3061100;Ordovis's Greatsword [Blood];1100
3061200;Ordovis's Greatsword [Occult];1200
3070100;Onyx Lord's Sword [Heavy];100
3070200;Onyx Lord's Sword [Keen];200
3070300;Onyx Lord's Sword [Quality];300
3070400;Onyx Lord's Sword [Fire];400
3070500;Onyx Lord's Sword [Flame Art];500
3070600;Onyx Lord's Sword [Lightning];600
3070700;Onyx Lord's Sword [Sacred];700
3070800;Onyx Lord's Sword [Magic];800
3070900;Onyx Lord's Sword [Cold];900
3071000;Onyx Lord's Sword [Poison];1000
3071100;Onyx Lord's Sword [Blood];1100
3071200;Onyx Lord's Sword [Occult];1200
3080100;Banished Knight's Greatsword [Heavy];100
3080200;Banished Knight's Greatsword [Keen];200
3080300;Banished Knight's Greatsword [Quality];300
3080400;Banished Knight's Greatsword [Fire];400
3080500;Banished Knight's Greatsword [Flame Art];500
3080600;Banished Knight's Greatsword [Lightning];600
3080700;Banished Knight's Greatsword [Sacred];700
3080800;Banished Knight's Greatsword [Magic];800
3080900;Banished Knight's Greatsword [Cold];900
3081000;Banished Knight's Greatsword [Poison];1000
3081100;Banished Knight's Greatsword [Blood];1100
3081200;Banished Knight's Greatsword [Occult];1200
3090100;Dark Moon Greatsword [Heavy];100
3090200;Dark Moon Greatsword [Keen];200
3090300;Dark Moon Greatsword [Quality];300
3090400;Dark Moon Greatsword [Fire];400
3090500;Dark Moon Greatsword [Flame Art];500
3090600;Dark Moon Greatsword [Lightning];600
3090700;Dark Moon Greatsword [Sacred];700
3090800;Dark Moon Greatsword [Magic];800
3090900;Dark Moon Greatsword [Cold];900
3091000;Dark Moon Greatsword [Poison];1000
3091100;Dark Moon Greatsword [Blood];1100
3091200;Dark Moon Greatsword [Occult];1200
3100100;Sacred Relic Sword [Heavy];100
3100200;Sacred Relic Sword [Keen];200
3100300;Sacred Relic Sword [Quality];300
3100400;Sacred Relic Sword [Fire];400
3100500;Sacred Relic Sword [Flame Art];500
3100600;Sacred Relic Sword [Lightning];600
3100700;Sacred Relic Sword [Sacred];700
3100800;Sacred Relic Sword [Magic];800
3100900;Sacred Relic Sword [Cold];900
3101000;Sacred Relic Sword [Poison];1000
3101100;Sacred Relic Sword [Blood];1100
3101200;Sacred Relic Sword [Occult];1200
3130100;Helphen's Steeple [Heavy];100
3130200;Helphen's Steeple [Keen];200
3130300;Helphen's Steeple [Quality];300
3130400;Helphen's Steeple [Fire];400
3130500;Helphen's Steeple [Flame Art];500
3130600;Helphen's Steeple [Lightning];600
3130700;Helphen's Steeple [Sacred];700
3130800;Helphen's Steeple [Magic];800
3130900;Helphen's Steeple [Cold];900
3131000;Helphen's Steeple [Poison];1000
3131100;Helphen's Steeple [Blood];1100
3131200;Helphen's Steeple [Occult];1200
3140100;Blasphemous Blade [Heavy];100
3140200;Blasphemous Blade [Keen];200
3140300;Blasphemous Blade [Quality];300
3140400;Blasphemous Blade [Fire];400
3140500;Blasphemous Blade [Flame Art];500
3140600;Blasphemous Blade [Lightning];600
3140700;Blasphemous Blade [Sacred];700
3140800;Blasphemous Blade [Magic];800
3140900;Blasphemous Blade [Cold];900
3141000;Blasphemous Blade [Poison];1000
3141100;Blasphemous Blade [Blood];1100
3141200;Blasphemous Blade [Occult];1200
3150100;Marais Executioner's Sword [Heavy];100
3150200;Marais Executioner's Sword [Keen];200
3150300;Marais Executioner's Sword [Quality];300
3150400;Marais Executioner's Sword [Fire];400
3150500;Marais Executioner's Sword [Flame Art];500
3150600;Marais Executioner's Sword [Lightning];600
3150700;Marais Executioner's Sword [Sacred];700
3150800;Marais Executioner's Sword [Magic];800
3150900;Marais Executioner's Sword [Cold];900
3151000;Marais Executioner's Sword [Poison];1000
3151100;Marais Executioner's Sword [Blood];1100
3151200;Marais Executioner's Sword [Occult];1200
3160100;Sword of Milos [Heavy];100
3160200;Sword of Milos [Keen];200
3160300;Sword of Milos [Quality];300
3160400;Sword of Milos [Fire];400
3160500;Sword of Milos [Flame Art];500
3160600;Sword of Milos [Lightning];600
3160700;Sword of Milos [Sacred];700
3160800;Sword of Milos [Magic];800
3160900;Sword of Milos [Cold];900
3161000;Sword of Milos [Poison];1000
3161100;Sword of Milos [Blood];1100
3161200;Sword of Milos [Occult];1200
3170100;Golden Order Greatsword [Heavy];100
3170200;Golden Order Greatsword [Keen];200
3170300;Golden Order Greatsword [Quality];300
3170400;Golden Order Greatsword [Fire];400
3170500;Golden Order Greatsword [Flame Art];500
3170600;Golden Order Greatsword [Lightning];600
3170700;Golden Order Greatsword [Sacred];700
3170800;Golden Order Greatsword [Magic];800
3170900;Golden Order Greatsword [Cold];900
3171000;Golden Order Greatsword [Poison];1000
3171100;Golden Order Greatsword [Blood];1100
3171200;Golden Order Greatsword [Occult];1200
3180100;Claymore [Heavy];100
3180200;Claymore [Keen];200
3180300;Claymore [Quality];300
3180400;Claymore [Fire];400
3180500;Claymore [Flame Art];500
3180600;Claymore [Lightning];600
3180700;Claymore [Sacred];700
3180800;Claymore [Magic];800
3180900;Claymore [Cold];900
3181000;Claymore [Poison];1000
3181100;Claymore [Blood];1100
3181200;Claymore [Occult];1200
3190100;Gargoyle's Greatsword [Heavy];6000
3190200;Gargoyle's Greatsword [Keen];200
3190300;Gargoyle's Greatsword [Quality];300
3190400;Gargoyle's Greatsword [Fire];400
3190500;Gargoyle's Greatsword [Flame Art];500
3190600;Gargoyle's Greatsword [Lightning];600
3190700;Gargoyle's Greatsword [Sacred];700
3190800;Gargoyle's Greatsword [Magic];800
3190900;Gargoyle's Greatsword [Cold];900
3191000;Gargoyle's Greatsword [Poison];1000
3191100;Gargoyle's Greatsword [Blood];1100
3191200;Gargoyle's Greatsword [Occult];1200
3200100;Death's Poker [Heavy];100
3200200;Death's Poker [Keen];200
3200300;Death's Poker [Quality];300
3200400;Death's Poker [Fire];400
3200500;Death's Poker [Flame Art];500
3200600;Death's Poker [Lightning];600
3200700;Death's Poker [Sacred];700
3200800;Death's Poker [Magic];800
3200900;Death's Poker [Cold];900
3201000;Death's Poker [Poison];1000
3201100;Death's Poker [Blood];1100
3201200;Death's Poker [Occult];1200
3210100;Gargoyle's Blackblade [Heavy];100
3210200;Gargoyle's Blackblade [Keen];200
3210300;Gargoyle's Blackblade [Quality];300
3210400;Gargoyle's Blackblade [Fire];400
3210500;Gargoyle's Blackblade [Flame Art];500
3210600;Gargoyle's Blackblade [Lightning];600
3210700;Gargoyle's Blackblade [Sacred];700
3210800;Gargoyle's Blackblade [Magic];800
3210900;Gargoyle's Blackblade [Cold];900
3211000;Gargoyle's Blackblade [Poison];1000
3211100;Gargoyle's Blackblade [Blood];1100
3211200;Gargoyle's Blackblade [Occult];1200
4000100;Greatsword [Heavy];6000
4000200;Greatsword [Keen];200
4000300;Greatsword [Quality];300
4000400;Greatsword [Fire];400
