Row ID;Row Name;Equip ID;Value;Material ID;Event Flag;QWC ID;Quantity Available;Shop Type;Equip Type;Value (SAN);Quantity Produced;Unk2;Unk3;Price Rate;Unk4;Shop Description Item;Unk5;Unk6;Unk7;Unk8;Unk9
100025;Memory Stone;10030;3000;-1;100250;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100025;Memory Stone;10030;3000;-1;100250;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100026;Stonesword Key;8000;4000;-1;100260;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100026;Stonesword Key;8000;4000;-1;100260;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100050;[Sorceress Sellen] Glintstone Pebble;4000;1000;-1;100500;0;1;0;3;0;1;0;0;1;-1;-1;231010;17;0;0;0
100051;[Sorceress Sellen] Scholar's Armament;4460;3000;-1;100510;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100052;[Sorceress Sellen] Scholar's Shield;4470;2500;-1;100520;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100053;[Sorceress Sellen] Crystal Barrage;4060;1500;-1;100530;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100054;[Sorceress Sellen] Glintstone Arc;4070;1500;-1;100540;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100055;[Sorceress Sellen] Glintstone Stars;4040;3000;-1;100550;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100056;[Sorceress Sellen - Quest] Shard Spiral;4030;8000;-1;100560;14009267;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100057;[Sorceress Sellen - Conspectus Scroll] Glintstone Cometshard;4020;12000;-1;100570;1044369244;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100058;[Sorceress Sellen - Conspectus Scroll] Star Shower;4050;10000;-1;100580;1044369244;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100059;[Sorceress Sellen - Academy Scroll] Great Glintstone Shard;4001;2000;-1;100590;1044369250;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100060;[Sorceress Sellen - Academy Scroll] Swift Glintstone Shard;4010;600;-1;100600;1044369250;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100061;[Sorceress Sellen] Glintblade Phalanx;4300;2500;-1;100610;1044369245;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100062;[Sorceress Sellen] Carian Slicer;4440;1500;-1;100620;1044369245;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100075;[Knight Bernahl] Ash of War: Impaling Thrust;10100;1000;-1;100750;0;1;0;4;0;1;0;0;1;-1;-1;231030;19;0;0;0
100076;[Knight Bernahl] Ash of War: Spinning Slash;10300;1200;-1;100760;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100077;[Knight Bernahl] Ash of War: Quickstep;80000;800;-1;100770;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100078;[Knight Bernahl] Ash of War: Stamp (Upward Cut);10600;1500;-1;100780;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100079;[Knight Bernahl] Ash of War: Kick;50300;800;-1;100790;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100080;[Knight Bernahl] Ash of War: War Cry;65100;800;-1;100800;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100081;[Knight Bernahl] Ash of War: Endure;70000;600;-1;100810;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100082;[Knight Bernahl] Ash of War: Parry;30200;600;-1;100820;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100083;[Knight Bernahl] Ash of War: Storm Blade;21000;1800;-1;100830;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100084;[Knight Bernahl] Ash of War: Eruption;20700;8000;-1;100840;16009208;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100085;[Knight Bernahl] Ash of War: Assassin's Gambit;60200;6500;-1;100850;16009208;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100086;[Knight Bernahl] Ash of War: No Skill;30900;600;-1;100860;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100100;[Patches] Margit's Shackle;2140;5000;-1;110000;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100101;[Patches] Missionary's Cookbook [2];9360;800;-1;67600;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100102;[Patches] Stonesword Key;8000;5000;-1;110020;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100103;[Patches] Furlcalling Finger Remedy;150;1000;-1;110030;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100104;[Patches] Glass Shard;10000;100;-1;110040;0;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100105;[Patches] Gold-Pickled Fowl Foot;1200;600;-1;110050;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100108;[Patches] Parrying Dagger;1020000;1600;-1;110080;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100111;[Patches] Sacrificial Twig;6070;5000;-1;110110;0;1;0;2;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100112;[Patches] Festering Bloody Finger;111;1000;-1;110120;0;5;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100113;[Patches] Grace Mimic;2050;100;-1;110130;0;15;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100114;[Patches] Fan Daggers;1750;160;-1;110140;1038419270;20;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100115;[Patches] Great Arrow;51000000;300;-1;110150;0;10;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100116;[Patches] Ballista Bolt;53000000;300;-1;110160;0;5;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100117;[Patches] Festering Bloody Finger;111;1000;-1;110170;1038419271;5;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100118;[Patches] Fan Daggers;1750;160;-1;110180;1038419271;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100119;[Patches] Estoc;5000000;3000;-1;110190;1038419271;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100120;[Patches] Great Arrow;51000000;300;-1;110200;1038419271;10;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100121;[Patches] Ballista Bolt;53000000;300;-1;110210;1038419271;5;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100122;[Patches] Horse Crest Wooden Shield;31240000;1000;-1;110220;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100126;[D, Hunter of The Dead] Litany of Proper Death;6750;2500;-1;110260;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100127;[D, Hunter of The Dead] Order's Blade;6770;3000;-1;110270;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100150;[Blackguard Big Boggart] Rya's Necklace;8136;1000;-1;400300;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100155;[Blackguard Big Boggart] Boiled Crab;820;600;-1;110550;1044529255;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100160;[Blackguard Big Boggart] Boiled Prawn;830;600;-1;110600;1036439209;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100175;[Gowry] Night Shard;4610;4000;-1;110750;0;1;0;3;0;1;0;0;1;-1;-1;231010;17;0;0;0
100176;[Gowry] Night Maiden's Mist;6500;5000;-1;110760;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100177;[Gowry] Glintstone Stars;4040;3000;-1;110770;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100185;[Gowry] Pest Threads;7200;7500;-1;110850;1038519257;1;0;3;0;1;0;0;1;-1;-1;231020;18;0;0;0
100200;[Sorcerer Rogier] Ash of War: Spinning Weapon;12000;1000;-1;120000;0;1;0;4;0;1;0;0;1;-1;-1;231030;19;0;0;0
100201;[Sorcerer Rogier] Ash of War: Glintstone Pebble;20300;1500;-1;120010;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100202;[Sorcerer Rogier] Ash of War: Carian Greatsword;21900;2500;-1;120020;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100225;[Sorcerer Rogier] Somber Smithing Stone [1];10160;2000;-1;120250;0;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100226;[Sorcerer Rogier] Somber Smithing Stone [2];10161;3000;-1;120260;0;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100227;[Sorcerer Rogier] Somber Smithing Stone [3];10162;4000;-1;120270;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100228;[Sorcerer Rogier] Somber Smithing Stone [4];10163;6000;-1;120280;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100229;[Sorcerer Rogier] Carian Filigreed Crest;6020;5000;-1;120290;1034509360;1;0;2;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100250;[Preceptor Seluvis] Glintstone Pebble;4000;1000;-1;120500;0;1;0;3;0;1;0;0;1;-1;-1;231010;17;0;0;0
100251;[Preceptor Seluvis] Glintstone Arc;4070;1500;-1;120510;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100252;[Preceptor Seluvis] Starlight;4140;2500;-1;120520;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100275;[Preceptor Seluvis] Carian Phalanx;4301;12000;-1;120750;0;1;0;3;0;1;0;0;1;-1;-1;231010;17;0;0;0
100276;[Preceptor Seluvis] Glintstone Icecrag;4400;7500;-1;120760;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100277;[Preceptor Seluvis] Freezing Mist;4420;6000;-1;120770;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100278;[Preceptor Seluvis] Carian Retaliation;4640;9000;-1;120780;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100279;[Preceptor Seluvis] Glintstone Cometshard;4020;12000;-1;120790;1034509450;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100280;[Preceptor Seluvis] Star Shower;4050;10000;-1;120800;1034509450;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100281;[Preceptor Seluvis] Great Glintstone Shard;4001;2000;-1;120810;1034509455;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100282;[Preceptor Seluvis] Swift Glintstone Shard;4010;600;-1;120820;1034509455;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100283;[Preceptor Seluvis] Glintblade Phalanx;4300;2500;-1;120830;1034509451;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100284;[Preceptor Seluvis] Carian Slicer;4440;1500;-1;120840;1034509451;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100300;[Preceptor Seluvis - Ranni Quest] Finger Maiden Therolina Puppet;261000;2;-1;130000;0;1;0;3;2;1;0;0;1;-1;-1;-1;-1;-1;0;0
100301;[Preceptor Seluvis - Ranni Quest] Dolores the Sleeping Arrow Puppet;262000;5;-1;130010;11109919;1;0;3;2;1;0;0;1;-1;-1;-1;-1;-1;0;0
100302;[Preceptor Seluvis - Ranni Quest] Jarwight Puppet;263000;3;-1;130020;0;1;0;3;2;1;0;0;1;-1;-1;-1;-1;-1;0;0
100310;[Preceptor Seluvis - Dung Eater Quest] Dung Eater Puppet;260000;5;-1;130100;35009326;1;0;3;2;1;0;0;1;-1;-1;-1;-1;-1;0;0
100325;[Pidia, Carian Servant] Glintstone Craftsman's Cookbook [7];9347;2500;-1;67470;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100326;[Pidia, Carian Servant] Ritual Pot;9501;1500;-1;66450;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100329;[Pidia, Carian Servant] Old Fang;15040;800;-1;130290;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100330;[Pidia, Carian Servant] Slumbering Egg;15120;600;-1;130300;0;2;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100334;[Pidia, Carian Servant] Ash of War: Carian Retaliation;30500;3000;-1;130340;0;1;0;4;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100335;[Pidia, Carian Servant] Celestial Dew;2130;5000;-1;130350;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100336;[Pidia, Carian Servant] Larval Tear;8185;3000;-1;130360;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100337;[Pidia, Carian Servant] Budding Horn;15050;1500;-1;130370;0;2;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100338;[Pidia, Carian Servant] Ripple Blade;14050000;3500;-1;130380;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100339;[Pidia, Carian Servant] Black Leather Shield;31340000;2500;-1;130390;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100340;;8225;600;-1;69900;0;1;0;3;0;1;0;0;1;3287;8227;-1;-1;-1;0;0
100350;[Brother Corhyn] Rejection;6400;1500;-1;130500;0;1;0;3;0;1;0;0;1;-1;-1;231020;18;0;0;0
100351;[Brother Corhyn] Urgent Heal;6420;1000;-1;130510;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100352;[Brother Corhyn] Heal;6421;1500;-1;130520;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100353;[Brother Corhyn] Cure Poison;6440;1000;-1;130530;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100354;[Brother Corhyn] Flame Fortification;6450;3000;-1;130540;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100355;[Brother Corhyn] Magic Fortification;6460;3500;-1;130550;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100356;[Brother Corhyn] Catch Flame;6000;600;-1;130560;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100357;[Brother Corhyn] Flame Sling;6010;800;-1;130570;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100358;[Brother Corhyn - Altus Plateau] Great Heal;6422;9000;-1;130580;1040529255;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100359;[Brother Corhyn - Altus Plateau] Lightning Fortification;6470;7500;-1;130590;1040529255;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100360;[Brother Corhyn - Goldmask] Discus of Light;6700;11000;-1;130600;1040549205;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100361;[Brother Corhyn - Erdtree Sanctuary] Immutable Shield;6740;13000;-1;130610;11009455;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100362;[Brother Corhyn - Fire Monks' Prayerbook] O, Flame!;6001;6000;-1;130620;11109874;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100363;[Brother Corhyn - Fire Monks' Prayerbook] Surge;6220;5500;-1;130630;11109874;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100364;[Brother Corhyn - Giant's Prayerbook] Giantsflame Take Thee;6100;13000;-1;130640;11109875;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100365;[Brother Corhyn - Giant's Prayerbook] Flame;6020;10000;-1;130650;11109875;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100366;[Brother Corhyn - Godskin Prayerbook] Black Flame;6210;7500;-1;130660;11109876;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100367;[Brother Corhyn - Godskin Prayerbook] Black Flame Blade;6250;6000;-1;130670;11109876;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100368;[Brother Corhyn - Two Fingers' Prayerbook] Lord's Heal;6423;8000;-1;130680;11109877;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100369;[Brother Corhyn - Two Fingers' Prayerbook] Lord's Aid;6441;2500;-1;130690;11109877;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100370;[Brother Corhyn - Assassin's Prayerbook] Assassin's Approach;6510;2000;-1;130700;11109878;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100371;[Brother Corhyn - Assassin's Prayerbook] Darkness;6530;3500;-1;130710;11109878;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100372;[Brother Corhyn - Golden Order Principia] Radagon's Rings of Light;6710;7500;-1;130720;11109881;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100373;[Brother Corhyn - Golden Order Principia] Law of Regression;6730;10000;-1;130730;11109881;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100374;[Brother Corhyn - Dragon Cult Prayerbook] Lightning Spear;6900;6000;-1;130740;11109883;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100375;[Brother Corhyn - Dragon Cult Prayerbook] Honed Bolt;6930;7000;-1;130750;11109883;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100376;[Brother Corhyn - Dragon Cult Prayerbook] Electrify Armament;6960;4000;-1;130760;11109883;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100377;[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear;6940;8500;-1;130770;11109884;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100378;[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike;6910;10000;-1;130780;11109884;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100400;[Miriel] Magic Glintblade;4390;3000;-1;140000;0;1;0;3;0;1;0;0;1;-1;-1;231010;17;0;0;0
100401;[Miriel] Carian Greatsword;4430;10000;-1;140010;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100402;[Miriel - Conspectus Scroll] Glintstone Cometshard;4020;12000;-1;140020;1037469300;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100403;[Miriel - Conspectus Scroll] Star Shower;4050;10000;-1;140030;1037469300;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100404;[Miriel - Academy Scroll] Great Glintstone Shard;4001;2000;-1;140040;1037469316;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100405;[Miriel - Academy Scroll] Swift Glintstone Shard;4010;600;-1;140050;1037469316;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100406;[Miriel] Glintblade Phalanx;4300;2500;-1;140060;1037469301;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100407;[Miriel] Carian Slicer;4440;1500;-1;140070;1037469301;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100425;[Miriel] Blessing's Boon;6430;4000;-1;140250;0;1;0;3;0;1;0;0;1;-1;-1;231020;18;0;0;0
100426;[Miriel - Fire Monks' Prayerbook] O, Flame!;6001;6000;-1;140260;1037469305;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100428;[Miriel - Fire Monks' Prayerbook] Surge;6220;5500;-1;140280;1037469305;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100429;[Miriel - Giant's Prayerbook] Giantsflame Take Thee;6100;13000;-1;140290;1037469306;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100430;[Miriel - Giant's Prayerbook] Flame;6020;10000;-1;140300;1037469306;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100431;[Miriel - Godskin Prayerbook] Black Flame;6210;7500;-1;140310;1037469307;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100432;[Miriel - Godskin Prayerbook] Black Flame Blade;6250;6000;-1;140320;1037469307;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100433;[Miriel - Two Fingers' Prayerbook] Lord's Heal;6423;8000;-1;140330;1037469308;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100434;[Miriel - Two Fingers' Prayerbook] Lord's Aid;6441;2500;-1;140340;1037469308;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100435;[Miriel - Assassin's Prayerbook] Assassin's Approach;6510;2000;-1;140350;1037469309;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100436;[Miriel - Assassin's Prayerbook] Darkness;6530;3500;-1;140360;1037469309;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100437;[Miriel - Golden Order Principia] Radagon's Rings of Light;6710;7500;-1;140370;1037469312;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100438;[Miriel - Golden Order Principia] Law of Regression;6730;10000;-1;140380;1037469312;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100439;[Miriel - Dragon Cult Prayerbook] Lightning Spear;6900;6000;-1;140390;1037469314;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100440;[Miriel - Dragon Cult Prayerbook] Honed Bolt;6930;7000;-1;140400;1037469314;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100441;[Miriel - Dragon Cult Prayerbook] Electrify Armament;6960;4000;-1;140410;1037469314;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100442;[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear;6940;8500;-1;140420;1037469315;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100443;[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike;6910;10000;-1;140430;1037469315;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100500;[Merchant Kale] Note: Flask of Wondrous Physick;8702;200;-1;69620;0;1;0;3;0;1;0;0;1;-1;8752;-1;-1;-1;0;0
100501;[Merchant Kale] Crafting Kit;8500;300;-1;60120;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100502;[Merchant Kale] Nomadic Warrior's Cookbook [1];9300;500;-1;67000;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100503;[Merchant Kale] Nomadic Warrior's Cookbook [2];9311;500;-1;67110;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100504;[Merchant Kale] Missionary's Cookbook [1];9361;1000;-1;67610;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100505;[Merchant Kale] Furlcalling Finger Remedy;150;1000;-1;150050;0;5;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100506;[Merchant Kale] Cracked Pot;9500;300;-1;66030;0;3;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100507;[Merchant Kale] Throwing Dagger;1700;40;-1;150070;0;-1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100510;[Merchant Kale] Torch;24000000;200;-1;150100;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100511;[Merchant Kale] Large Leather Shield;31230000;600;-1;150110;0;1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100513;[Merchant Kale] Telescope;2040;500;-1;150130;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100514;[Merchant Kale] Note: Waypoint Ruins;8712;200;-1;69720;0;1;0;3;0;1;0;0;1;-1;8762;-1;-1;-1;0;0
100515;[Merchant Kale] Chain Coif;1100000;1000;-1;150150;0;1;0;1;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100516;[Merchant Kale] Chain Armor;1100100;1500;-1;150160;0;1;0;1;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100517;[Merchant Kale] Chain Gauntlets;1100200;1000;-1;150170;0;1;0;1;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100518;[Merchant Kale] Chain Leggings;1100300;1000;-1;150180;0;1;0;1;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100519;[Merchant Kale] Arrow;50000000;20;-1;150190;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100520;[Merchant Kale] Bolt;52000000;40;-1;150200;0;-1;0;0;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
100525;[Merchant - North Limgrave] Nomadic Warrior's Cookbook [3];9301;500;-1;67010;0;1;0;3;0;1;0;0;1;-1;-1;-1;-1;-1;0;0
