Row ID;Row Name;Unk0;Sort ID;Unk1;Display Category ID;Unk3;Unk4;Unk5;Unk6;Sword Arts ID;Unk7;Unk8;Unk9;Unk10;Unk11;Base Affinity Set;Additional Affinity;Available: Dagger;Available: Straight Sword;Available: Greatsword;Available: Colossal Sword;Available: Curved Sword;Available: Curved Greatsword;Available: Katana;Available: Twinblade;Available: Thrusting Sword;Available: Heavy Thrusting Sword;Available: Hammer;Available: Great Hammer;Available: Axe;Available: Greataxe;Available: Flail;Available: Spear;Available: Unknown 1;Available: Great Spear;Available: Halberd;Available: Reaper;Available: Fist;Available: Claw;Available: Whip;Available: Colossal Weapon;Available: Light Bow;Available: Bow;Available: Greatbow;Available: Crossbow;Available: Unknown 2;Available: Staff;Available: Unknown 3;Available: Unknown 4;Available: Small Shield;Available: Medium Shield;Available: Greatshield;Available: Torch;Unk94;Unk95;Unk96;Unk97;Unk16;Unk17;Unk18;Unk19;Unk20;Compatibility - Text ID;Unk22;Unk23
85;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
86;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
87;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
88;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
89;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
90;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;0;-1;999999;-1;2047;98;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
100;Ash of War: Lion's Claw;1;0;0;255;-1;-1;-1;0;100;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
101;Ash of War: Impaling Thrust;1;0;0;255;-1;-1;-1;0;101;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
102;Ash of War: Piercing Fang;1;0;0;255;-1;-1;-1;0;102;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
103;Ash of War: Spinning Slash;1;0;0;255;-1;-1;-1;0;103;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
104;Ash of War:;1;0;0;255;-1;-1;-1;0;104;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
105;Ash of War: Charge Forth;1;0;0;255;-1;-1;-1;0;105;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
106;Ash of War: Stamp (Upward Cut);1;0;0;255;-1;-1;-1;0;106;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
107;Ash of War: Stamp (Sweep);1;0;0;255;-1;-1;-1;0;107;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
108;Ash of War: Blood Tax;1;0;0;255;-1;-1;-1;0;108;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
109;Ash of War: Repeating Thrust;1;0;0;255;-1;-1;-1;0;109;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
110;Ash of War: Wild Strikes;1;0;0;255;-1;-1;-1;0;110;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
111;Ash of War: Spinning Strikes;1;0;0;255;-1;-1;-1;0;111;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
112;Ash of War: Double Slash;1;0;0;255;-1;-1;-1;0;112;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
113;Ash of War: Prelate's Charge;1;0;0;255;-1;-1;-1;0;113;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
114;Ash of War: Unsheathe;1;0;0;255;-1;-1;-1;0;114;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
115;Ash of War: Square Off;1;0;0;255;-1;-1;-1;0;115;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
116;Ash of War: Giant Hunt;1;0;0;255;-1;-1;-1;0;116;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
117;Ash of War: Torch Attack;1;0;0;255;-1;-1;-1;0;117;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
118;Ash of War: Loretta's Slash;1;0;0;255;-1;-1;-1;0;118;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
119;Ash of War: Poison Moth Flight;1;0;0;255;-1;-1;-1;0;119;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
120;Ash of War: Spinning Weapon;1;0;0;255;-1;-1;-1;0;120;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
121;Ash of War:;1;0;0;255;-1;-1;-1;0;121;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
122;Ash of War: Storm Assault;1;0;0;255;-1;-1;-1;0;122;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
123;Ash of War: Stormcaller;1;0;0;255;-1;-1;-1;0;123;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
124;Ash of War: Sword Dance;1;0;0;255;-1;-1;-1;0;124;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
125;Ash of War: Sacred Blade;1;0;0;255;-1;-1;-1;0;201;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
126;Ash of War: Ice Spear;1;0;0;255;-1;-1;-1;0;202;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
127;Ash of War: Glintstone Pebble;1;0;0;255;-1;-1;-1;0;203;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
128;Ash of War: Bloody Slash;1;0;0;255;-1;-1;-1;0;204;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
129;Ash of War: Lifesteal Fist;1;0;0;255;-1;-1;-1;0;205;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
130;Ash of War: Eruption;1;0;0;255;-1;-1;-1;0;207;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
131;Ash of War: Prayerful Strike;1;0;0;255;-1;-1;-1;0;208;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
132;Ash of War: Gravitas;1;0;0;255;-1;-1;-1;0;209;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
133;Ash of War: Storm Blade;1;0;0;255;-1;-1;-1;0;210;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
134;Ash of War: Phantom Slash;1;0;0;255;-1;-1;-1;0;225;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
135;Ash of War: Earthshaker;1;0;0;255;-1;-1;-1;0;212;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
136;Ash of War: Golden Land;1;0;0;255;-1;-1;-1;0;213;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
137;Ash of War: Flaming Strike;1;0;0;255;-1;-1;-1;0;214;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
138;Ash of War: Thunderbolt;1;0;0;255;-1;-1;-1;0;216;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
139;Ash of War: Lightning Slash;1;0;0;255;-1;-1;-1;0;217;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
140;Ash of War: Carian Grandeur;1;0;0;255;-1;-1;-1;0;218;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
141;Ash of War: Carian Greatsword;1;0;0;255;-1;-1;-1;0;219;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
142;Ash of War: Vacuum Slice;1;0;0;255;-1;-1;-1;0;220;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
143;Ash of War: Black Flame Tornado;1;0;0;255;-1;-1;-1;0;221;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
144;Ash of War: Sacred Ring of Light;1;0;0;255;-1;-1;-1;0;222;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
146;Ash of War: Shield Bash;1;0;0;255;-1;-1;-1;0;300;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
147;Ash of War: Barricade Shield;1;0;0;255;-1;-1;-1;0;301;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
148;Ash of War: Parry;1;0;0;255;-1;-1;-1;0;302;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
149;Ash of War: Buckler Parry;1;0;0;255;-1;-1;-1;0;303;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
151;Ash of War: Carian Retaliation;1;0;0;255;-1;-1;-1;0;305;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
152;Ash of War: Storm Wall;1;0;0;255;-1;-1;-1;0;306;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
153;Ash of War: Golden Parry;1;0;0;255;-1;-1;-1;0;307;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
154;Ash of War: Shield Crash;1;0;0;255;-1;-1;-1;0;308;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
155;Ash of War: Through and Through;1;0;0;255;-1;-1;-1;0;400;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
156;Ash of War: Barrage;1;0;0;255;-1;-1;-1;0;401;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
157;Ash of War: Mighty Shot;1;0;0;255;-1;-1;-1;0;402;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
158;Ash of War: Enchanted Shot;1;0;0;255;-1;-1;-1;0;404;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
159;Ash of War: Sky Shot;1;0;0;255;-1;-1;-1;0;405;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
160;Ash of War: Rain of Arrows;1;0;0;255;-1;-1;-1;0;406;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
161;Ash of War:;1;0;0;255;-1;-1;-1;0;407;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
163;Ash of War:;1;0;0;255;-1;-1;-1;0;-1;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
164;Ash of War: Hoarfrost Stomp;1;0;0;255;-1;-1;-1;0;501;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
165;Ash of War: Storm Stomp;1;0;0;255;-1;-1;-1;0;502;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
166;Ash of War: Kick;1;0;0;255;-1;-1;-1;0;503;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
167;Ash of War: Lightning Ram;1;0;0;255;-1;-1;-1;0;504;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
168;Ash of War: Flame of the Redmanes;1;0;0;255;-1;-1;-1;0;505;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
169;Ash of War: Ground Slam;1;0;0;255;-1;-1;-1;0;506;0;100;0;999999;-1;67583;103;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;False;False;False;-1;-1;-1;-1;-1;-1;0;0
