Row ID,Row Name,Behavior Variation ID,Behavior Judge ID,State Behavior Type,Reference Type,Unk1,Unk2,Reference ID,SFX Variation ID,Stamina Cost,Durability Cost,Category,Humanity Cost,Unk3,Unk4
2100,,0,0,0,1,0,0,1000,0,0,0,6,0,0,0
2105,,0,0,0,1,0,0,1005,0,0,0,6,0,0,0
3000,,0,0,0,0,0,0,3000,0,0,0,0,0,0,0
3001,,0,0,0,0,0,0,3001,0,0,0,0,0,0,0
3002,,0,0,0,0,0,0,3002,0,0,0,0,0,0,0
3003,,0,0,0,0,0,0,3003,0,0,0,0,0,0,0
3004,,0,0,0,0,0,0,3004,0,0,0,0,0,0,0
3010,,0,0,0,0,0,0,3010,0,0,0,0,0,0,0
3011,,0,0,0,0,0,0,3011,0,0,0,0,0,0,0
3012,,0,0,0,0,0,0,3012,0,0,0,0,0,0,0
3013,,0,0,0,0,0,0,3013,0,0,0,0,0,0,0
3020,,0,0,0,0,0,0,3020,0,0,0,0,0,0,0
3021,,0,0,0,0,0,0,3021,0,0,0,0,0,0,0
3022,,0,0,0,0,0,0,3022,0,0,0,0,0,0,0
3023,,0,0,0,0,0,0,3023,0,0,0,0,0,0,0
3030,,0,0,0,0,0,0,3030,0,0,0,0,0,0,0
3031,,0,0,0,0,0,0,3031,0,0,0,0,0,0,0
3032,,0,0,0,0,0,0,3032,0,0,0,0,0,0,0
3033,,0,0,0,0,0,0,3033,0,0,0,0,0,0,0
3040,,0,0,0,0,0,0,3040,0,0,0,0,0,0,0
3041,,0,0,0,0,0,0,3041,0,0,0,0,0,0,0
3042,,0,0,0,0,0,0,3042,0,0,0,0,0,0,0
3043,,0,0,0,0,0,0,3043,0,0,0,0,0,0,0
3050,,0,0,0,0,0,0,3050,0,0,0,0,0,0,0
3051,,0,0,0,0,0,0,3051,0,0,0,0,0,0,0
3052,,0,0,0,0,0,0,3052,0,0,0,0,0,0,0
3053,,0,0,0,0,0,0,3053,0,0,0,0,0,0,0
3060,,0,0,0,0,0,0,3060,0,0,0,0,0,0,0
3061,,0,0,0,0,0,0,3061,0,0,0,0,0,0,0
3062,,0,0,0,0,0,0,3062,0,0,0,0,0,0,0
3070,,0,0,0,0,0,0,3070,0,0,0,0,0,0,0
3071,,0,0,0,0,0,0,3071,0,0,0,0,0,0,0
3072,,0,0,0,0,0,0,3072,0,0,0,0,0,0,0
3073,,0,0,0,0,0,0,3073,0,0,0,0,0,0,0
3090,,0,0,0,0,0,0,3090,0,0,0,0,0,0,0
3091,,0,0,0,0,0,0,3091,0,0,0,0,0,0,0
3092,,0,0,0,0,0,0,3092,0,0,0,0,0,0,0
3093,,0,0,0,0,0,0,3093,0,0,0,0,0,0,0
3100,,0,0,0,0,0,0,3100,0,0,0,0,0,0,0
3101,,0,0,0,0,0,0,3101,0,0,0,0,0,0,0
3102,,0,0,0,0,0,0,3102,0,0,0,0,0,0,0
3103,,0,0,0,0,0,0,3103,0,0,0,0,0,0,0
3104,,0,0,0,0,0,0,3104,0,0,0,0,0,0,0
3105,,0,0,0,0,0,0,3105,0,0,0,0,0,0,0
3106,,0,0,0,0,0,0,3106,0,0,0,0,0,0,0
3107,,0,0,0,0,0,0,3107,0,0,0,0,0,0,0
3108,,0,0,0,0,0,0,3108,0,0,0,0,0,0,0
3110,,0,0,0,0,0,0,3110,0,0,0,0,0,0,0
3111,,0,0,0,0,0,0,3111,0,0,0,0,0,0,0
3112,,0,0,0,0,0,0,3112,0,0,0,0,0,0,0
3113,,0,0,0,0,0,0,3113,0,0,0,0,0,0,0
3114,,0,0,0,0,0,0,3114,0,0,0,0,0,0,0
3115,,0,0,0,0,0,0,3115,0,0,0,0,0,0,0
3116,,0,0,0,0,0,0,3116,0,0,0,0,0,0,0
3117,,0,0,0,0,0,0,3117,0,0,0,0,0,0,0
3120,,0,0,0,0,0,0,3120,0,0,0,0,0,0,0
3121,,0,0,0,0,0,0,3121,0,0,0,0,0,0,0
3122,,0,0,0,0,0,0,3122,0,0,0,0,0,0,0
3123,,0,0,0,0,0,0,3123,0,0,0,0,0,0,0
3130,,0,0,0,0,0,0,3130,0,0,0,0,0,0,0
3131,,0,0,0,0,0,0,3131,0,0,0,0,0,0,0
3132,,0,0,0,0,0,0,3132,0,0,0,0,0,0,0
3133,,0,0,0,0,0,0,3133,0,0,0,0,0,0,0
3140,,0,0,0,0,0,0,3140,0,0,0,0,0,0,0
3141,,0,0,0,0,0,0,3141,0,0,0,0,0,0,0
3142,,0,0,0,0,0,0,3142,0,0,0,0,0,0,0
3143,,0,0,0,0,0,0,3143,0,0,0,0,0,0,0
3150,,0,0,0,0,0,0,3150,0,0,0,0,0,0,0
3151,,0,0,0,0,0,0,3151,0,0,0,0,0,0,0
3152,,0,0,0,0,0,0,3152,0,0,0,0,0,0,0
3153,,0,0,0,0,0,0,3153,0,0,0,0,0,0,0
3160,,0,0,0,0,0,0,3160,0,0,0,0,0,0,0
3161,,0,0,0,0,0,0,3161,0,0,0,0,0,0,0
3162,,0,0,0,0,0,0,3162,0,0,0,0,0,0,0
3200,,0,0,0,0,0,0,3200,0,0,0,0,0,0,0
3201,,0,0,0,0,0,0,3201,0,0,0,0,0,0,0
3202,,0,0,0,0,0,0,3202,0,0,0,0,0,0,0
3203,,0,0,0,0,0,0,3203,0,0,0,0,0,0,0
3210,,0,0,0,0,0,0,3210,0,0,0,0,0,0,0
3211,,0,0,0,0,0,0,3211,0,0,0,0,0,0,0
3212,,0,0,0,0,0,0,3212,0,0,0,0,0,0,0
3213,,0,0,0,0,0,0,3213,0,0,0,0,0,0,0
3300,,0,0,0,0,0,0,3300,0,0,0,0,0,0,0
3301,,0,0,0,0,0,0,3301,0,0,0,0,0,0,0
3302,,0,0,0,0,0,0,3302,0,0,0,0,0,0,0
3303,,0,0,0,0,0,0,3303,0,0,0,0,0,0,0
3304,,0,0,0,0,0,0,3304,0,0,0,0,0,0,0
3305,,0,0,0,0,0,0,3305,0,0,0,0,0,0,0
3306,,0,0,0,0,0,0,3306,0,0,0,0,0,0,0
3310,,0,0,0,0,0,0,3210,0,0,0,0,0,0,0
3311,,0,0,0,0,0,0,3311,0,0,0,0,0,0,0
3312,,0,0,0,0,0,0,3312,0,0,0,0,0,0,0
3313,,0,0,0,0,0,0,3313,0,0,0,0,0,0,0
3320,,0,0,0,0,0,0,3320,0,0,0,0,0,0,0
3321,,0,0,0,0,0,0,3321,0,0,0,0,0,0,0
3322,,0,0,0,0,0,0,3322,0,0,0,0,0,0,0
3323,,0,0,0,0,0,0,3323,0,0,0,0,0,0,0
3330,,0,0,0,0,0,0,3330,0,0,0,0,0,0,0
3331,,0,0,0,0,0,0,3331,0,0,0,0,0,0,0
3332,,0,0,0,0,0,0,3332,0,0,0,0,0,0,0
3333,,0,0,0,0,0,0,3333,0,0,0,0,0,0,0
3340,,0,0,0,0,0,0,3340,0,0,0,0,0,0,0
3341,,0,0,0,0,0,0,3341,0,0,0,0,0,0,0
3342,,0,0,0,0,0,0,3342,0,0,0,0,0,0,0
3343,,0,0,0,0,0,0,3343,0,0,0,0,0,0,0
3400,,0,0,0,0,0,0,3400,0,0,0,0,0,0,0
3401,,0,0,0,0,0,0,3401,0,0,0,0,0,0,0
3402,,0,0,0,0,0,0,3402,0,0,0,0,0,0,0
3403,,0,0,0,0,0,0,3403,0,0,0,0,0,0,0
3404,,0,0,0,0,0,0,3404,0,0,0,0,0,0,0
3405,,0,0,0,0,0,0,3405,0,0,0,0,0,0,0
3406,,0,0,0,0,0,0,3406,0,0,0,0,0,0,0
3410,,0,0,0,0,0,0,3410,0,0,0,0,0,0,0
3411,,0,0,0,0,0,0,3411,0,0,0,0,0,0,0
3412,,0,0,0,0,0,0,3412,0,0,0,0,0,0,0
3413,,0,0,0,0,0,0,3413,0,0,0,0,0,0,0
3420,,0,0,0,0,0,0,3420,0,0,0,0,0,0,0
3421,,0,0,0,0,0,0,3421,0,0,0,0,0,0,0
3422,,0,0,0,0,0,0,3422,0,0,0,0,0,0,0
3423,,0,0,0,0,0,0,3423,0,0,0,0,0,0,0
3430,,0,0,0,0,0,0,3430,0,0,0,0,0,0,0
3431,,0,0,0,0,0,0,3431,0,0,0,0,0,0,0
3432,,0,0,0,0,0,0,3432,0,0,0,0,0,0,0
3433,,0,0,0,0,0,0,3433,0,0,0,0,0,0,0
3440,,0,0,0,0,0,0,3440,0,0,0,0,0,0,0
3441,,0,0,0,0,0,0,3441,0,0,0,0,0,0,0
3442,,0,0,0,0,0,0,3442,0,0,0,0,0,0,0
3443,,0,0,0,0,0,0,3443,0,0,0,0,0,0,0
3500,,0,0,0,1,0,0,100800,0,0,0,0,0,0,0
3600,,0,0,0,1,0,0,100801,0,0,0,0,0,0,0
4000,,0,0,0,0,0,0,4000,0,0,0,0,0,0,0
5100,,0,0,0,0,0,0,5100,0,0,0,0,0,0,0
7000,,0,0,0,1,0,0,1024,0,0,0,0,0,0,0
9900,,0,0,0,1,0,0,9900,0,0,0,0,0,0,0
9902,,0,0,0,1,0,0,9902,0,0,0,0,0,0,0
9910,,0,0,0,1,0,0,9910,0,0,0,0,0,0,0
9930,,0,0,0,1,0,0,9930,0,0,0,0,0,0,0
9950,,0,0,0,1,0,0,9950,0,0,0,0,0,0,0
9960,,0,0,0,0,0,0,9960,0,0,0,0,0,0,0
9961,,0,0,0,0,0,0,9961,0,0,0,0,0,0,0
9962,,0,0,0,0,0,0,9962,0,0,0,0,0,0,0
9963,,0,0,0,0,0,0,9963,0,0,0,0,0,0,0
9970,,0,0,0,0,0,0,9970,0,0,0,0,0,0,0
9971,,0,0,0,0,0,0,9971,0,0,0,0,0,0,0
100100,,0,0,0,1,0,0,100100,0,0,0,0,0,0,0
100200,,0,0,0,1,0,0,100200,0,0,0,0,0,0,0
100202,,0,0,0,1,0,0,100202,0,0,0,0,0,0,0
100300,,0,0,0,1,0,0,100300,0,0,0,0,0,0,0
100400,,0,0,0,1,0,0,100400,0,0,0,0,0,0,0
100401,,0,0,0,1,0,0,100401,0,0,0,0,0,0,0
100500,,0,0,0,1,0,0,100500,0,0,0,0,0,0,0
100501,,0,0,0,1,0,0,100501,0,0,0,0,0,0,0
100600,,0,0,0,0,0,0,100600,0,0,0,0,0,0,0
100700,,0,0,0,0,0,0,100700,0,0,0,0,0,0,0
100701,,0,0,0,0,0,0,100701,0,0,0,0,0,0,0
100800,,0,0,0,1,0,0,100800,0,0,0,0,0,0,0
100900,,0,0,0,1,0,0,100900,0,0,0,0,0,0,0
100910,,0,0,0,1,0,0,100910,0,0,0,0,0,0,0
100912,,0,0,0,1,0,0,100912,0,0,0,0,0,0,0
100915,,0,0,0,1,0,0,100915,0,0,0,0,0,0,0
100916,,0,0,0,1,0,0,100916,0,0,0,0,0,0,0
100920,,0,0,0,1,0,0,100920,0,0,0,0,0,0,0
100930,,0,0,0,1,0,0,100930,0,0,0,0,0,0,0
101000,,0,0,0,1,0,0,101000,0,0,0,0,0,0,0
101100,,0,0,0,1,0,0,101100,0,0,0,0,0,0,0
101102,,0,0,0,1,0,0,101102,0,0,0,0,0,0,0
101105,,0,0,0,1,0,0,101105,0,0,0,0,0,0,0
101107,,0,0,0,1,0,0,101107,0,0,0,0,0,0,0
101110,,0,0,0,0,0,0,101110,0,0,0,0,0,0,0
101112,,0,0,0,1,0,0,101110,0,0,0,0,0,0,0
101120,,0,0,0,1,0,0,101120,0,0,0,0,0,0,0
102000,,0,0,0,1,0,0,102000,0,0,0,0,0,0,0
102001,,0,0,0,1,0,0,102001,0,0,0,0,0,0,0
102010,,0,0,0,1,0,0,102010,0,0,0,0,0,0,0
102020,,0,0,0,1,0,0,102020,0,0,0,0,0,0,0
102100,,0,0,0,1,0,0,102100,0,0,0,0,0,0,0
102102,,0,0,0,1,0,0,102102,0,0,0,0,0,0,0
103000,,0,0,0,0,0,0,103000,0,0,0,0,0,0,0
104000,,0,0,0,0,0,0,104000,0,0,0,0,0,0,0
149400,,0,0,0,1,0,0,149400,0,0,0,0,0,0,0
149500,,0,0,0,0,0,0,149500,0,0,0,0,0,0,0
170000,,0,0,0,1,0,0,170000,0,0,0,0,0,0,0
170001,,0,0,0,1,0,0,170001,0,0,0,0,0,0,0
170002,,0,0,0,1,0,0,170002,0,0,0,0,0,0,0
170003,,0,0,0,1,0,0,170003,0,0,0,0,0,0,0
171000,,0,0,0,1,0,0,171000,0,0,0,0,0,0,0
200100,,0,0,0,0,0,0,200100,0,0,0,0,0,0,0
200105,,0,0,0,0,0,0,200105,0,0,0,0,0,0,0
200200,,0,0,0,1,0,0,200200,0,0,0,0,0,0,0
200300,,0,0,0,1,0,0,200300,0,0,0,0,0,0,0
200400,,0,0,0,0,0,0,200400,0,0,0,0,0,0,0
200500,,0,0,0,0,0,0,200500,0,0,0,0,0,0,0
200600,,0,0,0,1,0,0,200600,0,0,0,0,0,0,0
235000,,0,0,0,1,0,0,235000,0,0,0,0,0,0,0
240000,,0,0,0,1,0,0,240000,0,0,0,6,0,0,0
240001,,0,0,0,1,0,0,240001,0,0,0,6,0,0,0
280000,,0,0,0,0,0,0,280000,0,0,0,0,0,0,0
280100,,0,0,0,0,0,0,280100,0,0,0,0,0,0,0
290000,,0,0,0,1,0,0,290000,0,0,0,6,0,0,0
290001,,0,0,0,1,0,0,290001,0,0,0,6,0,0,0
300002,,0,0,0,1,0,0,300002,0,0,0,0,0,0,0
201200100,,1200,100,2,1,0,0,120100,0,0,0,6,0,0,0
201200101,,1200,101,2,1,0,0,120101,0,0,0,6,0,0,0
201200105,,1200,105,2,1,0,0,120105,0,0,0,6,0,0,0
201200110,,1200,110,2,1,0,0,120110,0,0,0,6,0,0,0
201200111,,1200,111,2,1,0,0,120111,0,0,0,6,0,0,0
201200115,,1200,115,2,1,0,0,120115,0,0,0,6,0,0,0
201200120,,1200,120,2,1,0,0,120120,0,0,0,6,0,0,0
201200121,,1200,121,2,1,0,0,120121,0,0,0,6,0,0,0
201200122,,1200,122,2,1,0,0,120122,0,0,0,6,0,0,0
201200123,,1200,123,2,1,0,0,120123,0,0,0,6,0,0,0
201200125,,1200,125,2,1,0,0,120125,0,0,0,6,0,0,0
201200150,,1200,150,2,1,0,0,120150,0,0,0,6,0,0,0
201200151,,1200,151,2,1,0,0,120151,0,0,0,6,0,0,0
201200155,,1200,155,2,1,0,0,120155,0,0,0,6,0,0,0
201200160,,1200,160,2,1,0,0,120160,0,0,0,6,0,0,0
201200161,,1200,161,2,1,0,0,120161,0,0,0,6,0,0,0
201200165,,1200,165,2,1,0,0,120165,0,0,0,6,0,0,0
201200170,,1200,170,2,1,0,0,120170,0,0,0,6,0,0,0
201200171,,1200,171,2,1,0,0,120171,0,0,0,6,0,0,0
201200172,,1200,172,2,1,0,0,120172,0,0,0,6,0,0,0
201200173,,1200,173,2,1,0,0,120173,0,0,0,6,0,0,0
201200175,,1200,175,2,1,0,0,120175,0,0,0,6,0,0,0
201200200,,1200,200,2,1,0,0,120200,0,0,0,6,0,0,0
201200201,,1200,201,2,1,0,0,120201,0,0,0,6,0,0,0
220100100,[Blaidd the Half-Wolf],20100,100,2,0,0,0,2010100,0,0,0,6,0,0,0
220100105,[Blaidd the Half-Wolf],20100,105,2,0,0,0,2010105,0,0,0,6,0,0,0
220100110,[Blaidd the Half-Wolf],20100,110,2,0,0,0,2010110,0,0,0,6,0,0,0
220100115,[Blaidd the Half-Wolf],20100,115,2,0,0,0,2010115,0,0,0,6,0,0,0
220100120,[Blaidd the Half-Wolf],20100,120,2,0,0,0,2010120,0,0,0,6,0,0,0
220100125,[Blaidd the Half-Wolf],20100,125,2,0,0,0,2010125,0,0,0,6,0,0,0
220100130,[Blaidd the Half-Wolf],20100,130,2,0,0,0,2010130,0,0,0,6,0,0,0
220100131,[Blaidd the Half-Wolf],20100,131,2,0,0,0,2010131,0,0,0,6,0,0,0
220100135,[Blaidd the Half-Wolf],20100,135,2,0,0,0,2010135,0,0,0,6,0,0,0
220100136,[Blaidd the Half-Wolf],20100,136,2,0,0,0,2010136,0,0,0,6,0,0,0
220100140,[Blaidd the Half-Wolf],20100,140,2,0,0,0,2010140,0,0,0,6,0,0,0
220100145,[Blaidd the Half-Wolf],20100,145,2,0,0,0,2010145,0,0,0,6,0,0,0
220100180,[Blaidd the Half-Wolf],20100,180,2,0,0,0,2010180,0,0,0,6,0,0,0
220100185,[Blaidd the Half-Wolf],20100,185,2,0,0,0,2010185,0,0,0,6,0,0,0
220100190,[Blaidd the Half-Wolf],20100,190,2,0,0,0,2010190,0,0,0,6,0,0,0
220100191,[Blaidd the Half-Wolf],20100,191,2,0,0,0,2010191,0,0,0,6,0,0,0
220100195,[Blaidd the Half-Wolf],20100,195,2,0,0,0,2010195,0,0,0,6,0,0,0
220100196,[Blaidd the Half-Wolf],20100,196,2,0,0,0,2010196,0,0,0,6,0,0,0
220100200,[Blaidd the Half-Wolf],20100,200,2,0,0,0,2010200,0,0,0,6,0,0,0
220100201,[Blaidd the Half-Wolf],20100,201,2,0,0,0,2010201,0,0,0,6,0,0,0
220100205,[Blaidd the Half-Wolf],20100,205,2,0,0,0,2010205,0,0,0,6,0,0,0
220100206,[Blaidd the Half-Wolf],20100,206,2,0,0,0,2010206,0,0,0,6,0,0,0
220100210,[Blaidd the Half-Wolf],20100,210,2,0,0,0,2010210,0,0,0,6,0,0,0
220100230,[Blaidd the Half-Wolf],20100,230,2,0,0,0,2010230,0,0,0,6,0,0,0
220100235,[Blaidd the Half-Wolf],20100,235,2,0,0,0,2010235,0,0,0,6,0,0,0
220100240,[Blaidd the Half-Wolf],20100,240,2,1,0,0,2010240,0,0,0,6,0,0,0
220100260,[Blaidd the Half-Wolf],20100,260,2,0,0,0,2010260,0,0,0,6,0,0,0
220100261,[Blaidd the Half-Wolf],20100,261,2,0,0,0,2010261,0,0,0,6,0,0,0
220100262,[Blaidd the Half-Wolf],20100,262,2,0,0,0,2010262,0,0,0,6,0,0,0
220100270,[Blaidd the Half-Wolf],20100,270,2,0,0,0,2010270,0,0,0,6,0,0,0
220100271,[Blaidd the Half-Wolf],20100,271,2,1,0,0,2010271,0,0,0,6,0,0,0
220100280,[Blaidd the Half-Wolf],20100,280,2,1,0,0,2010280,0,0,0,6,0,0,0
220100290,[Blaidd the Half-Wolf],20100,290,2,0,0,0,2010290,0,0,0,6,0,0,0
220100291,[Blaidd the Half-Wolf],20100,291,2,0,0,0,2010291,0,0,0,6,0,0,0
220100292,[Blaidd the Half-Wolf],20100,292,2,0,0,0,2010292,0,0,0,6,0,0,0
220100300,[Blaidd the Half-Wolf],20100,300,2,0,0,0,2010300,0,0,0,6,0,0,0
220100301,[Blaidd the Half-Wolf],20100,301,2,0,0,0,2010301,0,0,0,6,0,0,0
220100305,[Blaidd the Half-Wolf],20100,305,2,0,0,0,2010305,0,0,0,6,0,0,0
220100306,[Blaidd the Half-Wolf],20100,306,2,0,0,0,2010306,0,0,0,6,0,0,0
220100310,[Blaidd the Half-Wolf],20100,310,2,0,0,0,2010310,0,0,0,6,0,0,0
220100315,[Blaidd the Half-Wolf],20100,315,2,0,0,0,2010315,0,0,0,6,0,0,0
220100330,[Blaidd the Half-Wolf],20100,330,2,0,0,0,2010330,0,0,0,6,0,0,0
220100340,[Blaidd the Half-Wolf],20100,340,2,0,0,0,2010340,0,0,0,6,0,0,0
220300100,[Rennala],20300,100,2,1,0,0,2030100,0,0,0,6,0,0,0
220300110,[Rennala],20300,110,2,1,0,0,2030110,0,0,0,6,0,0,0
220300120,[Rennala],20300,120,2,1,0,0,2030120,0,0,0,6,0,0,0
220300130,[Rennala],20300,130,2,1,0,0,2030130,0,0,0,6,0,0,0
220300140,[Rennala],20300,140,2,1,0,0,2030140,0,0,0,6,0,0,0
220300150,[Rennala],20300,150,2,1,0,0,2030150,0,0,0,6,0,0,0
220310100,[Rennala - 2],20310,100,2,1,0,0,2031100,0,0,0,6,0,0,0
220310110,[Rennala - 2],20310,110,2,1,0,0,2031110,0,0,0,6,0,0,0
220310130,[Rennala - 2],20310,130,2,1,0,0,2031130,0,0,0,6,0,0,0
220310150,[Rennala - 2],20310,150,2,1,0,0,2031150,0,0,0,6,0,0,0
220310155,[Rennala - 2],20310,155,2,1,0,0,2031155,0,0,0,6,0,0,0
220310160,[Rennala - 2],20310,160,2,1,0,0,2031160,0,0,0,6,0,0,0
220310161,[Rennala - 2],20310,161,2,1,0,0,2031161,0,0,0,6,0,0,0
220310170,[Rennala - 2],20310,170,2,1,0,0,2031170,0,0,0,6,0,0,0
220310175,[Rennala - 2],20310,175,2,1,0,0,2031175,0,0,0,6,0,0,0
220310176,[Rennala - 2],20310,176,2,1,0,0,2031176,0,0,0,6,0,0,0
220310180,[Rennala - 2],20310,180,2,1,0,0,2031180,0,0,0,6,0,0,0
220310183,[Rennala - 2],20310,183,2,1,0,0,2031183,0,0,0,6,0,0,0
220310185,[Rennala - 2],20310,185,2,1,0,0,2031185,0,0,0,6,0,0,0
220310190,[Rennala - 2],20310,190,2,1,0,0,2031190,0,0,0,6,0,0,0
220310191,[Rennala - 2],20310,191,2,1,0,0,2031191,0,0,0,6,0,0,0
220310192,[Rennala - 2],20310,192,2,1,0,0,2031192,0,0,0,6,0,0,0
220310193,[Rennala - 2],20310,193,2,1,0,0,2031193,0,0,0,6,0,0,0
220310194,[Rennala - 2],20310,194,2,1,0,0,2031194,0,0,0,6,0,0,0
220310195,[Rennala - 2],20310,195,2,1,0,0,2031195,0,0,0,6,0,0,0
220310196,[Rennala - 2],20310,196,2,1,0,0,2031196,0,0,0,6,0,0,0
220310197,[Rennala - 2],20310,197,2,1,0,0,2031197,0,0,0,6,0,0,0
220310210,[Rennala - 2],20310,210,2,1,0,0,2031210,0,0,0,6,0,0,0
220310220,[Rennala - 2],20310,220,2,0,0,0,2031220,0,0,0,6,0,0,0
220310230,[Rennala - 2],20310,230,2,0,0,0,2031230,0,0,0,6,0,0,0
220310240,[Rennala - 2],20310,240,2,0,0,0,2031240,0,0,0,6,0,0,0
220310250,[Rennala - 2],20310,250,2,1,0,0,2031250,0,0,0,6,0,0,0
220310260,[Rennala - 2],20310,260,2,0,0,0,2031260,0,0,0,6,0,0,0
220310261,[Rennala - 2],20310,261,2,0,0,0,2031261,0,0,0,6,0,0,0
220310262,[Rennala - 2],20310,262,2,0,0,0,2031262,0,0,0,6,0,0,0
220310800,[Rennala - 2],20310,800,2,0,0,0,2031800,0,0,0,6,0,0,0
220400100,[Rennala Student],20400,100,2,1,0,0,2040100,0,0,0,6,0,0,0
220400110,[Rennala Student],20400,110,2,1,0,0,2040110,0,0,0,6,0,0,0
220400120,[Rennala Student],20400,120,2,1,0,0,2040120,0,0,0,6,0,0,0
220400122,[Rennala Student],20400,122,2,1,0,0,2040122,0,0,0,6,0,0,0
220400125,[Rennala Student],20400,125,2,1,0,0,2040125,0,0,0,6,0,0,0
220400126,[Rennala Student],20400,126,2,1,0,0,2040126,0,0,0,6,0,0,0
220400127,[Rennala Student],20400,127,2,1,0,0,2040127,0,0,0,6,0,0,0
220400130,[Rennala Student],20400,130,2,0,0,0,2040130,0,0,0,6,0,0,0
220400140,[Rennala Student],20400,140,2,1,0,0,2040140,0,0,0,6,0,0,0
220400150,[Rennala Student],20400,150,2,0,0,0,2040150,0,0,0,6,0,0,0
220400155,[Rennala Student],20400,155,2,1,0,0,2040155,0,0,0,6,0,0,0
220400180,[Rennala Student],20400,180,2,1,0,0,2040180,0,0,0,6,0,0,0
220400500,[Rennala Student],20400,500,2,0,0,0,2040500,0,0,0,6,0,0,0
220410100,[Rennala Student - Bug Form],20410,100,2,0,0,0,2041100,0,0,0,7,0,0,0
220410110,[Rennala Student - Bug Form],20410,110,2,0,0,0,2041110,0,0,0,6,0,0,0
220410120,[Rennala Student - Bug Form],20410,120,2,0,0,0,2041120,0,0,0,7,0,0,0
