Row ID;Row Name;Weapon Effect Conditional 1
50406;Death Lightning;110
50407;Death Lightning;110
51005;Oracle Bubbles;110
51015;Great Oracular Bubble;110
60015;Catch Flame;110
60016;Catch Flame;110
60102;Flame Sling;110
60103;Flame Sling;110
60205;;110
60206;;110
60207;;110
60305;;110
61005;Giantsflame Take Thee;110
62105;Black Flame;110
62106;Black Flame;110
62305;Scouring Black Flame;110
62405;Noble Presence;110
62406;Noble Presence;110
62505;Black Flame Ritual;110
62506;Black Flame Ritual;110
62507;Black Flame Ritual;110
62508;Black Flame Ritual;110
64005;Rejection;110
64105;Wrath of Gold;110
65005;Night Maiden's Mist;110
67105;Radagon's Rings of Light;110
68205;Beast Claw;110
68206;Beast Claw;110
69005;Lightning Spear;110
69006;Lightning Spear;110
69105;Ancient Dragons' Lightning Strike;110
69106;Ancient Dragons' Lightning Strike;110
70000;Dragonfire;107
70010;Agheel's Flame;107
70100;Magma Breath;107
70102;Magma Breath;107
70110;Theodorix's Magma;107
70112;Theodorix's Magma;107
70200;Dragonice;107
70210;Borealis's Mist;107
70300;Rotten Breath;107
70310;Ekzykes's Decay;107
70400;Glintstone Breath;107
70410;Smarag's Glintstone Breath;107
70500;Placidusax's Ruin;107
70501;Placidusax's Ruin;107
73105;The Flame of Frenzy;110
73106;The Flame of Frenzy;110
73205;Frenzied Burst;110
73300;Howl of Shabriri;106
75005;Aspects of the Crucible: Tail;110
75105;Aspects of the Crucible: Horns;110
75106;Aspects of the Crucible: Horns;110
75200;Aspects of the Crucible: Breath;107
79005;Fire's Deadly Sin;110
79006;Fire's Deadly Sin;110
79990;Ancient Dragons' Lightning Strike;110
79991;Noble Presence;110
90050;;104
90105;;100
90115;;100
90150;;102
90155;;102
90160;;102
90165;;102
90180;;103
90250;;104
90305;;100
90315;;100
90350;;102
90355;;102
90360;;102
90365;;102
90380;;103
90381;;103
90450;;104
90610;;104
90635;;100
90645;;100
90650;;102
90660;;102
90665;;102
90710;;104
90735;;100
90745;;100
90750;;102
90760;;102
90765;;102
100050;Default - Dagger - 1H Light #6;104
100105;Default - Dagger - 1H Heavy #1 Max;100
100115;Default - Dagger - 1H Heavy #2 Max;100
100150;Default - Dagger;102
100155;Default - Dagger;102
100160;Default - Dagger;102
100165;Default - Dagger;102
100180;Default - Dagger;103
100250;Default - Dagger - 2H Fall Landing;104
100305;Default - Dagger - 2H Heavy #1 Max;100
100315;Default - Dagger - 2H Heavy #2 Max;100
100350;Default - Dagger;102
100355;Default - Dagger;102
100360;Default - Dagger;102
100365;Default - Dagger;102
100380;Default - Dagger;103
100450;Default - Dagger - Left 1H Light #6;104
100600;Default - Dagger;101
100605;Default - Dagger;101
100610;Default - Dagger;101
100630;Default - Dagger;101
100632;Default - Dagger;101
100635;Default - Dagger;101
100640;Default - Dagger;101
100642;Default - Dagger;101
100645;Default - Dagger;101
100650;Default - Dagger;101
100660;Default - Dagger;101
100665;Default - Dagger;101
100700;Default - Dagger;101
100705;Default - Dagger;101
100710;Default - Dagger;101
100730;Default - Dagger;101
100732;Default - Dagger;101
100735;Default - Dagger;101
100740;Default - Dagger;101
100742;Default - Dagger;101
100745;Default - Dagger;101
100750;Default - Dagger;101
100760;Default - Dagger;101
100765;Default - Dagger;101
100830;Default - Dagger;104
100835;Default - Dagger;104
100836;Default - Dagger;104
100890;Default - Dagger;102
100895;Default - Dagger;102
103105;Glintstone Kris;100
103115;Glintstone Kris;100
103305;Glintstone Kris;100
103315;Glintstone Kris;100
109305;Celebrant's Sickle - Great Knife - Ivory Sickle;100
109315;Celebrant's Sickle - Great Knife - Ivory Sickle;100
110830;Wakizashi;104
110835;Wakizashi;104
110836;Wakizashi;104
110890;Wakizashi;102
110895;Wakizashi;102
110896;Wakizashi;102
115105;Blade of Calling;100
115106;Blade of Calling;100
115115;Blade of Calling;100
115116;Blade of Calling;100
115117;Blade of Calling;100
115305;Blade of Calling;100
115306;Blade of Calling;100
115315;Blade of Calling;100
115316;Blade of Calling;100
115317;Blade of Calling;100
200040;Default - Straight Sword;104
200105;Default - Straight Sword;100
200115;Default - Straight Sword;100
200150;Default - Straight Sword;102
200155;Default - Straight Sword;102
200160;Default - Straight Sword;102
200165;Default - Straight Sword;102
200180;Default - Straight Sword;103
200240;Default - Straight Sword;104
200305;Default - Straight Sword;100
200315;Default - Straight Sword;100
200350;Default - Straight Sword;102
200355;Default - Straight Sword;102
200360;Default - Straight Sword;102
200365;Default - Straight Sword;102
200380;Default - Straight Sword;103
200440;Default - Straight Sword;104
200610;Default - Straight Sword;104
200635;Default - Straight Sword;100
200645;Default - Straight Sword;100
200650;Default - Straight Sword;102
200660;Default - Straight Sword;102
200665;Default - Straight Sword;102
200710;Default - Straight Sword;104
200735;Default - Straight Sword;100
200745;Default - Straight Sword;100
200750;Default - Straight Sword;102
200760;Default - Straight Sword;102
200765;Default - Straight Sword;102
200830;Default - Straight Sword;104
200835;Default - Straight Sword;104
200890;Default - Straight Sword;102
200895;Default - Straight Sword;102
201105;Broadsword - Cane Sword;100
201115;Broadsword - Cane Sword;100
202105;Carian Knight's Sword - Lazuli Glintstone Sword;100
202115;Carian Knight's Sword - Lazuli Glintstone Sword;100
202305;Carian Knight's Sword - Lazuli Glintstone Sword;100
202315;Carian Knight's Sword - Lazuli Glintstone Sword;100
203105;Carian Knight's Sword - Lazuli Glintstone Sword;100
203115;Carian Knight's Sword - Lazuli Glintstone Sword;100
203305;Carian Knight's Sword - Lazuli Glintstone Sword;100
203315;Carian Knight's Sword - Lazuli Glintstone Sword;100
209105;Short Sword;100
209115;Short Sword;100
209305;Short Sword;100
209315;Short Sword;100
210105;Miquellan Knight's Sword;100
210115;Miquellan Knight's Sword;100
210305;Miquellan Knight's Sword;100
210315;Miquellan Knight's Sword;100
211105;Warhawk's Talon;100
211106;Warhawk's Talon;100
211115;Warhawk's Talon;100
211116;Warhawk's Talon;100
211305;Warhawk's Talon;100
211306;Warhawk's Talon;100
211315;Warhawk's Talon;100
211316;Warhawk's Talon;100
212230;Ornamental Straight Sword;104
212231;Ornamental Straight Sword;104
212305;Ornamental Straight Sword;100
212315;Ornamental Straight Sword;100
212350;Ornamental Straight Sword;102
212351;Ornamental Straight Sword;102
212355;Ornamental Straight Sword;102
212360;Ornamental Straight Sword;102
212366;Ornamental Straight Sword;102
212380;Ornamental Straight Sword;103
300030;Default - Greatsword;104
300105;Default - Greatsword;100
300115;Default - Greatsword;100
300150;Default - Greatsword;102
300155;Default - Greatsword;102
300160;Default - Greatsword;102
300165;Default - Greatsword;102
300180;Default - Greatsword;103
300230;Default - Greatsword;104
300305;Default - Greatsword;100
300315;Default - Greatsword;100
300350;Default - Greatsword;102
300355;Default - Greatsword;102
300360;Default - Greatsword;102
300365;Default - Greatsword;102
300380;Default - Greatsword;103
300430;Default - Greatsword;104
300610;Default - Greatsword;104
300635;Default - Greatsword;100
300645;Default - Greatsword;100
300650;Default - Greatsword;102
300660;Default - Greatsword;102
300665;Default - Greatsword;102
300710;Default - Greatsword;104
300735;Default - Greatsword;100
300745;Default - Greatsword;100
300750;Default - Greatsword;102
300760;Default - Greatsword;102
300765;Default - Greatsword;102
300820;Default - Greatsword;104
300825;Default - Greatsword;104
300890;Default - Greatsword;102
300895;Default - Greatsword;102
301002;Dark Moon Greatsword;111
301105;Dark Moon Greatsword;100
301115;Dark Moon Greatsword;100
301305;Dark Moon Greatsword;100
301315;Dark Moon Greatsword;100
302105;Death's Poker;100
302115;Death's Poker;100
302305;Death's Poker;100
302315;Death's Poker;100
303105;Alabaster Lord's Sword;100
303115;Alabaster Lord's Sword;100
303305;Alabaster Lord's Sword;100
303315;Alabaster Lord's Sword;100
305105;Flamberge;100
305115;Flamberge;100
307230;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;104
315115;Marais Executioner's Sword;100
315305;Marais Executioner's Sword;100
315315;Marais Executioner's Sword;100
318105;Claymore;100
318115;Claymore;100
318305;Claymore;100
318315;Claymore;100
400020;Default - Colossal Sword;104
400105;Default - Colossal Sword;100
400115;Default - Colossal Sword;100
400150;Default - Colossal Sword;102
400155;Default - Colossal Sword;102
400160;Default - Colossal Sword;102
400165;Default - Colossal Sword;102
400180;Default - Colossal Sword;103
400220;Default - Colossal Sword;104
400305;Default - Colossal Sword;100
400315;Default - Colossal Sword;100
400350;Default - Colossal Sword;102
400355;Default - Colossal Sword;102
400360;Default - Colossal Sword;102
400365;Default - Colossal Sword;102
400380;Default - Colossal Sword;103
400420;Default - Colossal Sword;104
400610;Default - Colossal Sword;104
400635;Default - Colossal Sword;100
400645;Default - Colossal Sword;100
400650;Default - Colossal Sword;102
400660;Default - Colossal Sword;102
400665;Default - Colossal Sword;102
400710;Default - Colossal Sword;104
400735;Default - Colossal Sword;100
400745;Default - Colossal Sword;100
400750;Default - Colossal Sword;102
400760;Default - Colossal Sword;102
400765;Default - Colossal Sword;102
400820;Default - Colossal Sword;104
400825;Default - Colossal Sword;104
400890;Default - Colossal Sword;102
400895;Default - Colossal Sword;102
401105;Greatsword;100
401115;Greatsword;100
401305;Greatsword;100
401315;Greatsword;100
402105;Zweihander - Troll Knight's Sword;100
402305;Zweihander - Troll Knight's Sword;100
403105;Ruins Greatsword;100
403115;Ruins Greatsword;100
403305;Ruins Greatsword;100
403315;Ruins Greatsword;100
404020;Godslayer's Greatsword;104
404220;Godslayer's Greatsword;104
404420;Godslayer's Greatsword;104
500050;Default - Thrusting Sword;104
500105;Default - Thrusting Sword;100
500115;Default - Thrusting Sword;100
500150;Default - Thrusting Sword;102
500155;Default - Thrusting Sword;102
500160;Default - Thrusting Sword;102
500165;Default - Thrusting Sword;102
500180;Default - Thrusting Sword;103
500250;Default - Thrusting Sword;104
500305;Default - Thrusting Sword;100
500315;Default - Thrusting Sword;100
500350;Default - Thrusting Sword;102
500355;Default - Thrusting Sword;102
500360;Default - Thrusting Sword;102
500365;Default - Thrusting Sword;102
500380;Default - Thrusting Sword;103
500450;Default - Thrusting Sword;104
500610;Default - Thrusting Sword;104
500635;Default - Thrusting Sword;100
500645;Default - Thrusting Sword;100
500650;Default - Thrusting Sword;102
500660;Default - Thrusting Sword;102
500665;Default - Thrusting Sword;102
500710;Default - Thrusting Sword;104
500735;Default - Thrusting Sword;100
500745;Default - Thrusting Sword;100
500750;Default - Thrusting Sword;102
500760;Default - Thrusting Sword;102
500765;Default - Thrusting Sword;102
500830;Default - Thrusting Sword;104
500835;Default - Thrusting Sword;104
500836;Default - Thrusting Sword;104
500890;Default - Thrusting Sword;102
500891;Default - Thrusting Sword;102
500895;Default - Thrusting Sword;102
502105;Rogier's Rapier;100
502106;Rogier's Rapier;100
502115;Rogier's Rapier;100
502116;Rogier's Rapier;100
502305;Rogier's Rapier;100
502306;Rogier's Rapier;100
502315;Rogier's Rapier;100
502316;Rogier's Rapier;100
503105;Estoc - Noble's Estoc;100
503115;Estoc - Noble's Estoc;100
503305;Estoc - Noble's Estoc;100
503315;Estoc - Noble's Estoc;100
600040;Default - Heavy Thrusting Sword;104
600105;Default - Heavy Thrusting Sword;100
600115;Default - Heavy Thrusting Sword;100
600150;Default - Heavy Thrusting Sword;102
600155;Default - Heavy Thrusting Sword;102
600160;Default - Heavy Thrusting Sword;102
600165;Default - Heavy Thrusting Sword;102
600180;Default - Heavy Thrusting Sword;103
600240;Default - Heavy Thrusting Sword;104
600305;Default - Heavy Thrusting Sword;100
600315;Default - Heavy Thrusting Sword;100
600350;Default - Heavy Thrusting Sword;102
600355;Default - Heavy Thrusting Sword;102
600360;Default - Heavy Thrusting Sword;102
600365;Default - Heavy Thrusting Sword;102
600380;Default - Heavy Thrusting Sword;103
600440;Default - Heavy Thrusting Sword;104
600610;Default - Heavy Thrusting Sword;104
600635;Default - Heavy Thrusting Sword;100
600645;Default - Heavy Thrusting Sword;100
600650;Default - Heavy Thrusting Sword;102
600660;Default - Heavy Thrusting Sword;102
600665;Default - Heavy Thrusting Sword;102
600710;Default - Heavy Thrusting Sword;104
600735;Default - Heavy Thrusting Sword;100
600745;Default - Heavy Thrusting Sword;100
600750;Default - Heavy Thrusting Sword;102
600760;Default - Heavy Thrusting Sword;102
600765;Default - Heavy Thrusting Sword;102
600820;Default - Heavy Thrusting Sword;104
600825;Default - Heavy Thrusting Sword;104
600890;Default - Heavy Thrusting Sword;102
600895;Default - Heavy Thrusting Sword;102
601105;Great epee;100
601115;Great epee;100
601305;Great epee;100
601315;Great epee;100
602105;Godskin Stitcher;100
602106;Godskin Stitcher;100
602115;Godskin Stitcher;100
602116;Godskin Stitcher;100
602305;Godskin Stitcher;100
602306;Godskin Stitcher;100
602315;Godskin Stitcher;100
602316;Godskin Stitcher;100
700050;Default - Curved Sword;104
700105;Default - Curved Sword;100
700106;Default - Curved Sword;100
700115;Default - Curved Sword;100
700116;Default - Curved Sword;100
700150;Default - Curved Sword;102
700155;Default - Curved Sword;102
700160;Default - Curved Sword;102
700165;Default - Curved Sword;102
700180;Default - Curved Sword;103
700250;Default - Curved Sword;104
700305;Default - Curved Sword;100
700306;Default - Curved Sword;100
700315;Default - Curved Sword;100
700316;Default - Curved Sword;100
700350;Default - Curved Sword;102
700355;Default - Curved Sword;102
700360;Default - Curved Sword;102
700365;Default - Curved Sword;102
700380;Default - Curved Sword;103
700450;Default - Curved Sword;104
700600;Default - Curved Sword;101
700605;Default - Curved Sword;101
700610;Default - Curved Sword;101
700630;Default - Curved Sword;101
700632;Default - Curved Sword;101
700635;Default - Curved Sword;101
700636;Default - Curved Sword;101
700640;Default - Curved Sword;101
700642;Default - Curved Sword;101
700645;Default - Curved Sword;101
700650;Default - Curved Sword;101
700660;Default - Curved Sword;101
700665;Default - Curved Sword;101
700700;Default - Curved Sword;101
700705;Default - Curved Sword;101
700710;Default - Curved Sword;101
700730;Default - Curved Sword;101
700732;Default - Curved Sword;101
700735;Default - Curved Sword;101
700736;Default - Curved Sword;101
700740;Default - Curved Sword;101
700742;Default - Curved Sword;101
700745;Default - Curved Sword;101
700750;Default - Curved Sword;101
700760;Default - Curved Sword;101
700765;Default - Curved Sword;101
700830;Default - Curved Sword;104
700835;Default - Curved Sword;104
700890;Default - Curved Sword;102
700891;Default - Curved Sword;102
700895;Default - Curved Sword;102
700896;Default - Curved Sword;102
701150;Beastman's Curved Sword;102
701151;Beastman's Curved Sword;102
701155;Beastman's Curved Sword;102
701160;Beastman's Curved Sword;102
701161;Beastman's Curved Sword;102
701165;Beastman's Curved Sword;102
701350;Beastman's Curved Sword;102
701351;Beastman's Curved Sword;102
701355;Beastman's Curved Sword;102
701360;Beastman's Curved Sword;102
701361;Beastman's Curved Sword;102
701365;Beastman's Curved Sword;102
702105;Eclipse Shotel;100
702115;Eclipse Shotel;100
702305;Eclipse Shotel;100
702315;Eclipse Shotel;100
706105;Flowing Curved Sword;100
706106;Flowing Curved Sword;100
706107;Flowing Curved Sword;100
706115;Flowing Curved Sword;100
706116;Flowing Curved Sword;100
706117;Flowing Curved Sword;100
706305;Flowing Curved Sword;100
706306;Flowing Curved Sword;100
706307;Flowing Curved Sword;100
706315;Flowing Curved Sword;100
706316;Flowing Curved Sword;100
706317;Flowing Curved Sword;100
707105;Wing of Astel;100
707106;Wing of Astel;100
707115;Wing of Astel;100
707116;Wing of Astel;100
707305;Wing of Astel;100
707306;Wing of Astel;100
707315;Wing of Astel;100
707316;Wing of Astel;100
712105;Mantis Blade;100
712115;Mantis Blade;100
712305;Mantis Blade;100
712315;Mantis Blade;100
714050;Shamshir - Scimitar;104
714250;Shamshir - Scimitar;104
714450;Shamshir - Scimitar;104
800030;Default - Curved Greatsword;104
800105;Default - Curved Greatsword;100
800115;Default - Curved Greatsword;100
800116;Default - Curved Greatsword;100
800150;Default - Curved Greatsword;102
800155;Default - Curved Greatsword;102
800160;Default - Curved Greatsword;102
800165;Default - Curved Greatsword;102
800180;Default - Curved Greatsword;103
800230;Default - Curved Greatsword;104
800305;Default - Curved Greatsword;100
800315;Default - Curved Greatsword;100
800316;Default - Curved Greatsword;100
800350;Default - Curved Greatsword;102
800355;Default - Curved Greatsword;102
800360;Default - Curved Greatsword;102
800365;Default - Curved Greatsword;102
800380;Default - Curved Greatsword;103
800430;Default - Curved Greatsword;104
800610;Default - Curved Greatsword;104
800635;Default - Curved Greatsword;100
800645;Default - Curved Greatsword;100
800650;Default - Curved Greatsword;102
800660;Default - Curved Greatsword;102
800665;Default - Curved Greatsword;102
800710;Default - Curved Greatsword;104
800735;Default - Curved Greatsword;100
800745;Default - Curved Greatsword;100
800750;Default - Curved Greatsword;102
800760;Default - Curved Greatsword;102
800765;Default - Curved Greatsword;102
800820;Default - Curved Greatsword;104
800825;Default - Curved Greatsword;104
800830;Default - Curved Greatsword;104
800835;Default - Curved Greatsword;104
800890;Default - Curved Greatsword;102
800895;Default - Curved Greatsword;102
801030;Zamor Curved Sword;104
801230;Zamor Curved Sword;104
801430;Zamor Curved Sword;104
802305;Magma Wyrm's Scalesword;100
802315;Magma Wyrm's Scalesword;100
802360;Magma Wyrm's Scalesword;102
803160;;102
803360;;102
804150;Bloodhound's Fang;102
804160;Bloodhound's Fang;102
804350;Bloodhound's Fang;102
804360;Bloodhound's Fang;102
900040;Default - Katana;104
900105;Default - Katana;100
900115;Default - Katana;100
900150;Default - Katana;102
900155;Default - Katana;102
900160;Default - Katana;102
900165;Default - Katana;102
900180;Default - Katana;103
900240;Default - Katana;104
900305;Default - Katana;100
900315;Default - Katana;100
900350;Default - Katana;102
900355;Default - Katana;102
900360;Default - Katana;102
900365;Default - Katana;102
900380;Default - Katana;103
900440;Default - Katana;104
900610;Default - Katana;104
900635;Default - Katana;100
900650;Default - Katana;102
900660;Default - Katana;102
900710;Default - Katana;104
900735;Default - Katana;100
900750;Default - Katana;102
900760;Default - Katana;102
900830;Default - Katana;104
900835;Default - Katana;104
900890;Default - Katana;102
900895;Default - Katana;102
901105;Serpentbone Blade;100
901106;Serpentbone Blade;100
901115;Serpentbone Blade;100
901116;Serpentbone Blade;100
901305;Serpentbone Blade;100
901306;Serpentbone Blade;100
901315;Serpentbone Blade;100
901316;Serpentbone Blade;100
903105;Meteoric Ore Blade;100
903115;Meteoric Ore Blade;100
903305;Meteoric Ore Blade;100
903315;Meteoric Ore Blade;100
904115;Nagakiba;100
904305;Nagakiba;100
904315;Nagakiba;100
1000040;Default - Twinblade;104
1000105;Default - Twinblade;100
1000115;Default - Twinblade;100
1000150;Default - Twinblade;102
1000155;Default - Twinblade;102
1000160;Default - Twinblade;102
1000165;Default - Twinblade;102
1000180;Default - Twinblade;103
1000240;Default - Twinblade;104
1000241;Default - Twinblade;104
1000242;Default - Twinblade;104
1000305;Default - Twinblade;100
1000306;Default - Twinblade;100
1000307;Default - Twinblade;100
1000308;Default - Twinblade;100
1000315;Default - Twinblade;100
1000316;Default - Twinblade;100
1000317;Default - Twinblade;100
1000318;Default - Twinblade;100
1000350;Default - Twinblade;102
1000351;Default - Twinblade;102
1000355;Default - Twinblade;102
1000360;Default - Twinblade;102
1000365;Default - Twinblade;102
1000380;Default - Twinblade;103
1000381;Default - Twinblade;103
1000440;Default - Twinblade;104
1000600;Default - Twinblade;101
1000605;Default - Twinblade;101
1000610;Default - Twinblade;101
1000630;Default - Twinblade;101
1000632;Default - Twinblade;101
1000635;Default - Twinblade;101
1000650;Default - Twinblade;101
1000660;Default - Twinblade;101
1000700;Default - Twinblade;101
1000705;Default - Twinblade;101
1000710;Default - Twinblade;101
1000730;Default - Twinblade;101
1000732;Default - Twinblade;101
1000735;Default - Twinblade;101
1000750;Default - Twinblade;101
1000760;Default - Twinblade;101
1000820;Default - Twinblade;104
1000825;Default - Twinblade;104
1000890;Default - Twinblade;102
1000891;Default - Twinblade;102
1000895;Default - Twinblade;102
1000896;Default - Twinblade;102
1001105;Godskin Peeler;100
1001115;Godskin Peeler;100
1001305;Godskin Peeler;100
1001306;Godskin Peeler;100
1001307;Godskin Peeler;100
1001308;Godskin Peeler;100
1001315;Godskin Peeler;100
1001316;Godskin Peeler;100
1001317;Godskin Peeler;100
1001318;Godskin Peeler;100
1005105;Eleonora's Poleblade;100
1005106;Eleonora's Poleblade;100
1005107;Eleonora's Poleblade;100
1005108;Eleonora's Poleblade;100
1005115;Eleonora's Poleblade;100
1005116;Eleonora's Poleblade;100
1005117;Eleonora's Poleblade;100
1005305;Eleonora's Poleblade;100
1005306;Eleonora's Poleblade;100
1005307;Eleonora's Poleblade;100
1005308;Eleonora's Poleblade;100
1005309;Eleonora's Poleblade;100
1005315;Eleonora's Poleblade;100
1005316;Eleonora's Poleblade;100
1005317;Eleonora's Poleblade;100
1100040;Default - Hammer;104
1100105;Default - Hammer;100
1100115;Default - Hammer;100
1100150;Default - Hammer;102
1100155;Default - Hammer;102
1100160;Default - Hammer;102
1100165;Default - Hammer;102
1100180;Default - Hammer;103
1100240;Default - Hammer;104
1100305;Default - Hammer;100
1100315;Default - Hammer;100
1100350;Default - Hammer;102
1100355;Default - Hammer;102
1100360;Default - Hammer;102
1100365;Default - Hammer;102
1100380;Default - Hammer;103
1100440;Default - Hammer;104
1100610;Default - Hammer;104
1100635;Default - Hammer;100
1100645;Default - Hammer;100
1100650;Default - Hammer;102
1100660;Default - Hammer;102
1100665;Default - Hammer;102
1100710;Default - Hammer;104
1100735;Default - Hammer;100
1100745;Default - Hammer;100
1100750;Default - Hammer;102
1100760;Default - Hammer;102
1100765;Default - Hammer;102
1100830;Default - Hammer;104
1100835;Default - Hammer;104
1100836;Default - Hammer;104
1100890;Default - Hammer;102
1100895;Default - Hammer;102
1101040;Club - Stone Club;104
1101240;Club - Stone Club;104
1101440;Club - Stone Club;104
1102105;Mace;100
1102115;Mace;100
1102305;Mace;100
1102315;Mace;100
1103105;Monk's Flamemace;100
1103115;Monk's Flamemace;100
1103305;Monk's Flamemace;100
1103315;Monk's Flamemace;100
1105040;Scepter of the All-Knowing;104
1105240;Scepter of the All-Knowing;104
1105440;Scepter of the All-Knowing;104
1107105;Spiked Club;100
1107115;Spiked Club;100
1107305;Spiked Club;100
1107315;Spiked Club;100
1200030;Default - Warhammer;104
1200105;Default - Warhammer;100
1200115;Default - Warhammer;100
1200150;Default - Warhammer;102
1200155;Default - Warhammer;102
1200160;Default - Warhammer;102
1200165;Default - Warhammer;102
1200180;Default - Warhammer;103
1200230;Default - Warhammer;104
1200305;Default - Warhammer;100
1200315;Default - Warhammer;100
1200350;Default - Warhammer;102
1200355;Default - Warhammer;102
1200360;Default - Warhammer;102
1200365;Default - Warhammer;102
1200380;Default - Warhammer;103
1200430;Default - Warhammer;104
1200610;Default - Warhammer;104
1200635;Default - Warhammer;100
1200645;Default - Warhammer;100
1200650;Default - Warhammer;102
1200660;Default - Warhammer;102
1200665;Default - Warhammer;102
1200710;Default - Warhammer;104
1200735;Default - Warhammer;100
1200745;Default - Warhammer;100
1200750;Default - Warhammer;102
1200760;Default - Warhammer;102
1200765;Default - Warhammer;102
1200820;Default - Warhammer;104
1200825;Default - Warhammer;104
1200890;Default - Warhammer;102
1200895;Default - Warhammer;102
1201105;Beastclaw Greathammer;100
1201115;Beastclaw Greathammer;100
1201305;Beastclaw Greathammer;100
1201315;Beastclaw Greathammer;100
1203030;Pickaxe;104
1203105;Pickaxe;100
1203115;Pickaxe;100
1203150;Pickaxe;102
1203155;Pickaxe;102
1203160;Pickaxe;102
1203165;Pickaxe;102
1203180;Pickaxe;103
1203230;Pickaxe;104
1203305;Pickaxe;100
1203315;Pickaxe;100
1203350;Pickaxe;102
1203355;Pickaxe;102
1203360;Pickaxe;102
1203365;Pickaxe;102
1203380;Pickaxe;103
1203430;Pickaxe;104
1203610;Pickaxe;104
1203635;Pickaxe;100
1203645;Pickaxe;100
1203650;Pickaxe;102
1203660;Pickaxe;102
1203665;Pickaxe;102
1203710;Pickaxe;104
1203735;Pickaxe;100
1203745;Pickaxe;100
1203750;Pickaxe;102
1203760;Pickaxe;102
1203765;Pickaxe;102
1203820;Pickaxe;104
1203825;Pickaxe;104
1203890;Pickaxe;102
1203895;Pickaxe;102
1300030;Default - Flail;104
1300105;Default - Flail;100
1300115;Default - Flail;100
1300150;Default - Flail;102
1300155;Default - Flail;102
1300160;Default - Flail;102
1300165;Default - Flail;102
1300180;Default - Flail;103
1300230;Default - Flail;104
1300305;Default - Flail;100
1300315;Default - Flail;100
1300350;Default - Flail;102
1300355;Default - Flail;102
1300360;Default - Flail;102
1300365;Default - Flail;102
1300380;Default - Flail;103
1300430;Default - Flail;104
1300610;Default - Flail;104
1300635;Default - Flail;100
1300650;Default - Flail;102
1300660;Default - Flail;102
1300710;Default - Flail;104
1300735;Default - Flail;100
1300750;Default - Flail;102
1300760;Default - Flail;102
1300830;Default - Flail;104
1300835;Default - Flail;104
1300836;Default - Flail;104
1300890;Default - Flail;102
1300895;Default - Flail;102
1400040;Default - Axe;104
1400105;Default - Axe;100
1400115;Default - Axe;100
1400150;Default - Axe;102
1400155;Default - Axe;102
1400160;Default - Axe;102
1400165;Default - Axe;102
1400180;Default - Axe;103
1400240;Default - Axe;104
1400305;Default - Axe;100
1400315;Default - Axe;100
1400350;Default - Axe;102
1400355;Default - Axe;102
1400360;Default - Axe;102
1400365;Default - Axe;102
1400380;Default - Axe;103
1400440;Default - Axe;104
1400610;Default - Axe;104
1400635;Default - Axe;100
1400645;Default - Axe;100
1400650;Default - Axe;102
1400660;Default - Axe;102
1400665;Default - Axe;102
1400710;Default - Axe;104
1400735;Default - Axe;100
