Row ID;Row Name;Item Chance 1
308000320;[Imp] Forked Hatchet;900
308000321;[Imp] Imp Head (Long-Tongued);900
308000330;[Imp] Forked Hatchet;900
308000331;[Imp] Imp Head (Long-Tongued);900
308000340;[Imp] Forked Hatchet;900
308000341;[Imp] Imp Head (Long-Tongued);900
308000351;[Imp] Imp Head (Long-Tongued);900
308000400;[Imp] Forked Greatsword;900
308000401;[Imp] Imp Head (Wolf);900
308000410;[Imp] Forked Greatsword;900
308000411;[Imp] Imp Head (Wolf);900
308000420;[Imp] Forked Greatsword;900
308000421;[Imp] Imp Head (Wolf);900
308000430;[Imp] Forked Greatsword;900
308000431;[Imp] Imp Head (Wolf);900
308000440;[Imp] Forked Greatsword;900
308000441;[Imp] Imp Head (Wolf);900
308000450;[Imp] Forked Greatsword;900
308000451;[Imp] Imp Head (Wolf);900
308000510;[Imp] Forked Greatsword;900
308000520;[Imp] Forked Greatsword;900
308000530;[Imp] Forked Greatsword;900
308000540;[Imp] Forked Greatsword;900
308000550;[Imp] Forked Greatsword;900
308000610;[Imp] Forked Greatsword;900
308000620;[Imp] Forked Greatsword;900
308000630;[Imp] Forked Greatsword;900
308000640;[Imp] Forked Greatsword;900
308000650;[Imp] Forked Greatsword;900
308000710;[Imp] Forked Hatchet;900
308000711;[Imp] Imp Head (Fanged);900
308000712;[Imp] Fulgurbloom;900
308000720;[Imp] Forked Hatchet;900
308000721;[Imp] Imp Head (Fanged);900
308000722;[Imp] Fulgurbloom;900
308000730;[Imp] Forked Hatchet;900
308000732;[Imp] Fulgurbloom;900
308000740;[Imp] Forked Hatchet;900
308000741;[Imp] Imp Head (Fanged);900
308000742;[Imp] Fulgurbloom;900
308000750;[Imp] Forked Hatchet;900
308000751;[Imp] Imp Head (Fanged);900
308000752;[Imp] Fulgurbloom;900
317000000;[Albinauric Archer] Albinauric Bow;900
317000002;[Albinauric Archer] Blue Silver Mail Hood;900
317000003;[Albinauric Archer] Blue Silver Mail Armor;900
317000004;[Albinauric Archer] Blue Silver Bracelets;900
317000005;[Albinauric Archer] Blue Silver Mail Skirt;900
317000006;[Albinauric Archer] Arrow;900
317000100;[Albinauric Archer] Albinauric Bow;900
317000101;[Albinauric Archer] Blue Silver Mail Hood;900
317000102;[Albinauric Archer] Blue Silver Mail Armor;900
317000103;[Albinauric Archer] Blue Silver Bracelets;900
317000104;[Albinauric Archer] Blue Silver Mail Skirt;900
317000106;[Albinauric Archer] Arrow;900
321000003;[Nomad Mule] Thin Beast Bones;900
325200100;[Nox Swordstress] Nox Swordstress Crown;900
325200101;[Nox Swordstress] Nox Swordstress Armor;900
325200102;[Nox Swordstress] Nox Monk Bracelets;900
325200103;[Nox Swordstress] Nox Monk Greaves;900
325200200;[Nox Swordstress] Night Maiden Twin Crown;900
325200201;[Nox Swordstress] Night Maiden Armor;900
325200202;[Nox Swordstress] Nox Monk Bracelets;900
325200203;[Nox Swordstress] Nox Monk Greaves;900
330000000;[Nox Priest] Nox Monk Hood;900
330000001;[Nox Priest] Nox Monk Armor;900
330000002;[Nox Priest] Nox Monk Bracelets;900
330000003;[Nox Priest] Nox Monk Greaves;900
336000000;[Ancestral Follower] Jawbone Axe;900
336000001;[Ancestral Follower] Fur Raiment;900
336000002;[Ancestral Follower] Fur Leggings;900
336000003;[Ancestral Follower] Dwelling Arrow;900
336000004;[Ancestral Follower] Great Horned Headband;900
336000005;[Ancestral Follower] Thin Beast Bones;900
336000006;[Ancestral Follower] Budding Horn;900
336000100;[Ancestral Follower] Greathorn Hammer;900
336000101;[Ancestral Follower] Fur Raiment;900
336000102;[Ancestral Follower] Fur Leggings;900
336000103;[Ancestral Follower] Great Horned Headband;900
336000104;[Ancestral Follower] Thin Beast Bones;900
336000105;[Ancestral Follower] Budding Horn;900
336000200;[Ancestral Follower] Fur Raiment;900
336000201;[Ancestral Follower] Fur Leggings;900
336000202;[Ancestral Follower] Great Horned Headband;900
336000203;[Ancestral Follower] Thin Beast Bones;900
336000204;[Ancestral Follower] Budding Horn;900
336000700;[Ancestral Follower] Jawbone Axe;900
336000701;[Ancestral Follower] Fur Raiment;900
336000702;[Ancestral Follower] Fur Leggings;900
336000703;[Ancestral Follower] Dwelling Arrow;900
336000704;[Ancestral Follower] Great Horned Headband;900
336000705;[Ancestral Follower] Thin Beast Bones;900
336000706;[Ancestral Follower] Budding Horn;900
337000000;[Ancestral Follower Shaman] Shaman Furs;900
337000001;[Ancestral Follower Shaman] Shaman Leggings;900
337000002;[Ancestral Follower Shaman] Thin Beast Bones;900
337000003;[Ancestral Follower Shaman] Budding Horn;900
337000700;[Ancestral Follower Shaman] Shaman Furs;900
337000701;[Ancestral Follower Shaman] Shaman Leggings;900
337000702;[Ancestral Follower Shaman] Thin Beast Bones;900
337000703;[Ancestral Follower Shaman] Budding Horn;900
337065001;[Ancestral Follower Shaman] Shaman Furs;900
337065002;[Ancestral Follower Shaman] Shaman Leggings;900
337065003;[Ancestral Follower Shaman] Thin Beast Bones;900
340000000;[Grave Warden Duelist] Duelist Greataxe;900
340000001;[Grave Warden Duelist] Duelist Helm;900
340000002;[Grave Warden Duelist] Gravekeeper Cloak;900
340000003;[Grave Warden Duelist] Duelist Greaves;900
340000200;[Grave Warden Duelist] Battle Hammer;900
340000201;[Grave Warden Duelist] Duelist Helm;900
340000202;[Grave Warden Duelist] Gravekeeper Cloak;900
340000203;[Grave Warden Duelist] Duelist Greaves;900
345000000;[Misbegotten] Iron Cleaver;900
345000100;[Misbegotten] Misbegotten Shortbow;900
345100000;[Misbegotten] Longhaft Axe;900
346000000;[Leonine Misbegotten] Iron Greatsword;900
347000000;[Albinauric] Albinauric Shield;900
347000001;[Albinauric] Dirty Chainmail;900
347000050;[Albinauric] Dirty Chainmail;900
347000201;[Albinauric] Dirty Chainmail;900
347000250;[Albinauric] Dirty Chainmail;900
347000400;[Albinauric] Curved Club;900
347000500;[Albinauric] Curved Club;900
347000700;[Albinauric] Ripple Crescent Halberd;900
347000701;[Albinauric] Dirty Chainmail;900
347000800;[Albinauric] Ripple Crescent Halberd;900
347100000;[Albinauric (Variant)] Curved Great Club;900
350000101;[Skeleton (Curved Sword)] Bolt;900
350000200;[Skeleton (Curved Sword)] Grave Scythe;900
350000300;[Skeleton (Curved Sword)] Sun Realm Shield;900
350000400;[Skeleton (Curved Sword)] Bandit's Curved Sword;900
350000402;[Skeleton (Curved Sword)] Bandit's Curved Sword;900
351000000;[Skeleton (Scimitar)] Scimitar;900
351000001;[Skeleton (Scimitar)] Scripture Wooden Shield;900
351000100;[Skeleton (Scimitar)] Scimitar;900
351000101;[Skeleton (Scimitar)] Human Bone Shard;900
351000200;[Skeleton (Scimitar)] Scimitar;900
351000300;[Skeleton (Scimitar)] Grossmesser;900
351000400;[Skeleton (Scimitar)] Grossmesser;900
351000500;[Skeleton (Scimitar)] Longbow;900
351000502;[Skeleton (Scimitar)] Arrow;900
361000000;[Oracle Envoy] Envoy's Horn;900
361000100;[Oracle Envoy] Envoy's Long Horn;900
361000200;[Oracle Envoy] Envoy's Greathorn;900
365000000;[Erdtree Guardian] Guardian's Swordspear;900
365000001;[Erdtree Guardian] Guardian Mask;900
365000002;[Erdtree Guardian] Guardian Garb;900
365000003;[Erdtree Guardian] Guardian Bracers;900
365000004;[Erdtree Guardian] Guardian Greaves;900
365000100;[Erdtree Guardian] Guardian's Swordspear;900
365000101;[Erdtree Guardian] Guardian Mask;900
365000102;[Erdtree Guardian] Guardian Garb (Full Bloom);900
365000103;[Erdtree Guardian] Guardian Bracers;900
365000104;[Erdtree Guardian] Guardian Greaves;900
365000200;[Erdtree Guardian] Guardian's Swordspear;900
365000201;[Erdtree Guardian] Guardian Mask;900
365000202;[Erdtree Guardian] Guardian Garb;900
365000203;[Erdtree Guardian] Guardian Bracers;900
365000204;[Erdtree Guardian] Guardian Greaves;900
365033100;[Erdtree Guardian] Golden Centipede;900
365033101;[Erdtree Guardian] Guardian's Swordspear;900
365033102;[Erdtree Guardian] Guardian Mask;900
365033103;[Erdtree Guardian] Guardian Garb;900
365033104;[Erdtree Guardian] Guardian Bracers;900
365033105;[Erdtree Guardian] Guardian Greaves;900
365033106;[Erdtree Guardian] Tarnished Golden Sunflower;900
366000000;[Commoner] Weathered Straight Sword;900
366000001;[Commoner] Commoner's Headband (Altered);900
366000002;[Commoner] Commoner's Garb;900
366000003;[Commoner] Commoner's Shoes;900
366000100;[Commoner] Weathered Straight Sword;900
366000101;[Commoner] Commoner's Headband (Altered);900
366000102;[Commoner] Commoner's Garb;900
366000103;[Commoner] Commoner's Shoes;900
366000200;[Commoner] Weathered Straight Sword;900
366000300;[Commoner] Weathered Straight Sword;900
366000400;[Commoner] Weathered Straight Sword;900
366000500;[Commoner] Commoner's Headband (Altered);900
366000501;[Commoner] Commoner's Garb;900
366000502;[Commoner] Commoner's Shoes;900
366000941;[Commoner] Human Bone Shard;900
370000000;[Depraved Perfumer] Depraved Perfumer Headscarf;900
370000001;[Depraved Perfumer] Depraved Perfumer Robe;900
370000002;[Depraved Perfumer] Depraved Perfumer Gloves;900
370000003;[Depraved Perfumer] Depraved Perfumer Trousers;900
370000100;[Depraved Perfumer] Depraved Perfumer Headscarf;900
370000101;[Depraved Perfumer] Depraved Perfumer Robe;900
370000102;[Depraved Perfumer] Depraved Perfumer Gloves;900
370000103;[Depraved Perfumer] Depraved Perfumer Trousers;900
370000105;[Depraved Perfumer] Perfumer's Shield;900
370100100;[White Veil Perfumer] Perfumer Hood;900
370100101;[White Veil Perfumer] Perfumer Robe;900
370100102;[White Veil Perfumer] Perfumer Gloves;900
370100103;[White Veil Perfumer] Perfumer Sarong;900
370100200;[White Veil Perfumer] Perfumer Hood;900
370100201;[White Veil Perfumer] Perfumer Robe;900
370100202;[White Veil Perfumer] Perfumer Gloves;900
370100203;[White Veil Perfumer] Perfumer Sarong;900
370100204;[White Veil Perfumer] Perfumer's Shield;900
370200000;[Raya Lucaria Scholar] Academy Glintstone Staff;900
370200001;[Raya Lucaria Scholar] Raya Lucarian Robe;900
370200002;[Raya Lucaria Scholar] Sorcerer Manchettes;900
370200003;[Raya Lucaria Scholar] Sorcerer Leggings;900
370200100;[Raya Lucaria Scholar] Academy Glintstone Staff;900
370200101;[Raya Lucaria Scholar] Raya Lucarian Robe;900
370200102;[Raya Lucaria Scholar] Sorcerer Manchettes;900
370200103;[Raya Lucaria Scholar] Sorcerer Leggings;900
370200200;[Raya Lucaria Scholar] Lazuli Glintstone Sword;900
370200201;[Raya Lucaria Scholar] Lazuli Robe;900
370200300;[Raya Lucaria Scholar] Academy Glintstone Staff;900
370200301;[Raya Lucaria Scholar] Raya Lucarian Robe;900
370200302;[Raya Lucaria Scholar] Sorcerer Manchettes;900
370200303;[Raya Lucaria Scholar] Sorcerer Leggings;900
370200400;[Raya Lucaria Scholar] Academy Glintstone Staff;900
370200401;[Raya Lucaria Scholar] Raya Lucarian Robe;900
370200402;[Raya Lucaria Scholar] Sorcerer Manchet
