Row ID;Row Name;Item Category 1
10820;[Shaded Castle - Elemer of the Briar] Marais Executioner's Sword;2
10821;[Shaded Castle - Elemer of the Briar] Briar Greatshield;2
10830;[Redmane Castle - Misbegotten Warrior/Crucible Knight] Ruins Greatsword;2
10840;[Castle Sol - Commander Niall] Veteran's Prosthesis;2
20000;[Tombsward Catacombs - Cemetery Shade] Lhutel the Headless;1
20010;[Impaler's Catacombs - Erdtree Burial Watchdog] Demi-Human Ashes;1
20020;[Stormfoot Catacombs - Erdtree Burial Watchdog] Noble Sorcerer Ashes;1
20030;[Deathtouched Catacombs - Black Knife Assassin] Assassin's Crimson Dagger;4
20040;[Murkwater Catacombs - Grave Warden Duelist] Battle Hammer;1
20050;[Black Knife Catacombs - Cemetery Shade] Twinsage Sorcerer Ashes;1
20060;[Road's End Catacombs - Spirit-caller Snail] Glintstone Sorcerer Ashes;1
20070;[Cliffbottom Catacombs - Erdtree Burial Watchdog] Kaiden Sellsword Ashes;1
20080;[Sainted Hero's Grave - Leyndell] Ancient Dragon Knight Kristoff;1
20090;[Gelmir's Heo's Grave - Mt. Gelmir] Bloodhound Knight Floh;1
20100;[Auriza Hero's Grave - Crucible Knigh Ordovis] Ordovis's Greatsword;2
20101;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Axe Helm;3
20102;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Axe Armor;3
20103;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Gauntlets;3
20104;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Greaves;3
20110;[Unslightly Catacombs - Perfumer Tricia] Perfumer Tricia;1
20120;[Wyndham Catacombs - Erdtree Burial Watchdog] Glovewort Picker's Bell Bearing [1];1
20130;[Auriza Side Tomb - Grave Warden Duelist] Soldjars of Fortune Ashes;1
20140;[Minor Erdtree Catacombs - Erdtree Burial Watchdog] Mad Pumpkin Head Ashes;1
20150;[Caelid Catacombs - Cemetery Shade] Kindred of Rot Ashes;1
20160;[War-Dead Catacombs - Putrid Tree Spirit] Redmane Knight Ogha;1
20161;[War-Dead Catacombs - Putrid Tree Spirit] Golden Seed;1
20170;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Curved Sword;2
20171;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Mask;3
20172;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Armor;3
20173;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Bracelets;3
20174;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Legwraps;3
20180;[Giants' Mountaintop Catacombs - Ulcerated Tree Spirit] Golden Seed;1
20181;[Giants' Mountaintop Catacombs - Ulcerated Tree Spirit] Glovewort Picker's Bell Bearing [2];1
20190;[Consecrated Snowfiled Catacombs - Putrid Grave Warden Duelist] Great Grave Glovewort;1
20191;[Consecrated Snowfiled Catacombs - Putrid Grave Warden Duelist] Rotten Gravekeeper Cloak;3
20200;[Hidden Path ot the Haligtree - Stray Mimic Tear] Blackflame Monk Amon;1
20210;[Black Knife Catacombs - Black Knife Assassin] Assassin's Cerulean Dagger;4
20211;[Black Knife Catacombs - Black Knife Assassin] Black Knifeprint;1
20220;[Leyndell Catacombs - Esgar, Priest of Blood] Lord of Blood's Exultation;4
20300;[Tombsward Cave - Miranda the Blighted Bloom] Viridian Amber Medallion;4
20310;[Earthbore Cave - Runebear] Spelldrake Talisman;4
20320;;0
20330;[Groveside Cave - Beastman of Farum Azula] Flamedrake Talisman;4
20340;[Coastal Cave - Demi-Human Chief] Sewing Needle;1
20341;[Coastal Cave - Demi-Human Chief] Tailoring Tools;1
20350;[Highroad Cave - Guardian Golem] Blue Dancer Charm;4
20360;[Stillwater Cave - Cleanrot Knight] Winged Sword Insignia;4
20370;[Lakeside Crystal Cave - Bloodhound Knight] Cerulean Amber Medallion;4
20380;[Academy Crystal Cave - Crystalians] Crystal Release;1
20390;[Seethewater Cave - Kindred of Rot] Kindred of Rot's Exultation;4
20400;[Volcano Cave - Demi-human Queen Margot] Jar Cannon;2
20410;[Omenkiller - Perfumer's Grotto] Great Omenkiller Cleaver;2
20420;[Sage's Cave - Black Knife Assassin] Concealing Veil;4
20430;[Goal Cave - Frenzied Duelist] Putrid Corpse Ashes;1
20440;[Dragonbarrow Cave - Beastman of Farum Azula] Flamedrake Talisman +2;4
20450;[Abandoned Cave - Cleanrot Knight Duo] Gold Scarab;4
20460;[Sellia Hideaway - Putrid Crystalians] Crystal Torrent;1
20470;[Cave of the Forlorn - Misbegotten Crusader] Golden Order Greatsword;2
20480;[Spiritcaller's Cave - Godskin Apostle/Noble] Godskin Swaddling Cloth;4
20481;[Spiritcaller's Cave - Godskin Apostle/Noble] Black Flame Ritual;1
20490;[Sage's Cave - Necromancer Garris] Family Heads;2
20600;[Morne Tunnel - Scaly Misbegotten] Rusted Anchor;2
20610;[Limgrave Tunnels - Stonedigger Troll] Roar Medallion;4
20620;[Raya Lucaria Crystal Tunnel - Crystalian] Smithing-Stone Miner's Bell Bearing [1];1
20630;[Old Altus Tunnel - Stonedigger Troll] Great Club;2
20640;[Sealed Tunnel - Onyx Lord] Onyx Lord's Greatsword;2
20650;[Altus Tunnel - Crystalians] Somberstone Miner's Bell Bearing [2];1
20660;[Gael Tunnel - Magma Wyrm] Dragon Heart;1
20661;[Gael Tunnel - Magma Wyrm] Moonveil;2
20670;[Sellia Crystal Tunnel - Fallingstar Beast] Somber Smithing Stone [6];1
20671;[Sellia Crystal Tunnel - Fallingstar Beast] Smithing Stone [7];1
20672;[Sellia Crystal Tunnel - Fallingstar Beast] Gravity Stone Chunk;1
20673;[Sellia Crystal Tunnel - Fallingstar Beast] Somberstone Miner's Bell Bearing [1];1
20680;[Yelough Anix Tunnel - Astel] Meteorite of Astel;1
30100;[Limgrave - Field - Tree Sentinel] Golden Halberd;2
30110;[Limgrave - Field - Flying Dragon Agheel] Dragon Heart;1
30120;[Limgrave - Evergaol - Crucible Knight] Aspects of the Crucible: Tail;1
30130;[Limgrave - Evergaol - Bloodhound Knight Darriwil] Bloodhound's Fang;2
30170;[Limgrave - Field - Tibia Mariner] Deathroot;1
30171;[Limgrave - Field - Tibia Mariner] Skeletal Militiaman Ashes;1
30185;[Weeping Penisula - Field - Erdtree Avatar] Crimsonburst Crystal Tear;1
30186;[Weeping Penisula - Field - Erdtree Avatar] Opaline Bubbletear;1
30200;[Liurnia - Field - Erdtree Avatar] Magic-Shrouding Cracked Tear;1
30201;[Liurnia - Field - Erdtree Avatar] Lightning-Shrouding Cracked Tear;1
30202;[Liurnia - Field - Erdtree Avatar] Holy-Shrouding Cracked Tear;1
30205;[Liurnia - Field - Erdtree Avatar] Cerulean Crystal Tear;1
30206;[Liurnia - Field - Erdtree Avatar] Ruptured Crystal Tear;1
30210;[Liurnia - Field - Glintstone Dragon Smarag] Dragon Heart;1
30225;[Liurnia - Field - Omenkiller] Crucible Knot Talisman;4
30240;[Liurnia - Field - Tibia Mariner] Deathroot;1
30241;[Liurnia - Field - Tibia Mariner] Skeletal Bandit Ashes;1
30245;[Liurnia - Evergaol - Adan, Thief of Fire] Flame of the Fell God;1
30250;[Liurnia - Evergaol - Bols, Carian Knight] Greatblade Phalanx;1
30255;[Liurnia - Evergaol - Onyx Lord] Meteorite;1
30260;[Liurnia - Field - Glintstone Dragon Adula] Dragon Heart;1
30261;[Liurnia - Field - Glintstone Dragon Adula] Adula's Moonblade;1
30265;[Liurnia - Evergaol - Alecto, Black Knife Ringleader] Black Knife Tiche;1
30300;[Altus Plateau - Field - Ancient Dragon Lansseax] Lansseax's Glaive;1
30310;[Altus Plateau - Field - Fallingstar Beast] Somber Smithing Stone [5];1
30311;[Altus Plateau - Field - Fallingstar Beast] Smithing Stone [6];1
30312;[Altus Plateau - Field - Fallingstar Beast] Gravity Stone Fan;1
30313;[Altus Plateau - Field - Fallingstar Beast] Gravity Stone Chunk;1
30315;[Capital Outskirts - Field - Draconic Tree Sentinel] Dragon Greatclaw;2
30316;[Capital Outskirts - Field - Draconic Tree Sentinel] Dragonclaw Shield;2
30320;[Altus Plateau - Field - Wormface] Speckled Hardtear;1
30321;[Altus Plateau - Field - Wormface] Crimsonspill Crystal Tear;1
30325;[Altus Plateau - Field - Godskin Apostle] Godskin Peeler;2
30326;[Altus Plateau - Field - Godskin Apostle] Scouring Black Flame;1
30335;[Capital Outskirts - Field - Tree Sentinel Duo] Erdtree Greatshield;2
30336;[Capital Outskirts - Field - Tree Sentinel Duo] Hero's Rune [1];1
30350;[Altus Plateau - Field - Black Knife Assassin] Black Knife;2
30375;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Somber Smithing Stone [6];1
30376;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Smithing Stone [6];1
30377;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Fallingstar Beast Jaw;2
30380;[Mt. Gelmir - Field - Ulcerated Tree Spirit] Leaden Hardtear;1
30381;[Mt. Gelmir - Field - Ulcerated Tree Spirit] Cerulean Hidden Tear;1
30385;[Altus Plateau - Field - Tibia Mariner] Deathroot;1
30386;[Altus Plateau - Field - Tibia Mariner] Tibia's Summons;1
30390;[Mt. Gelmir - Field - Magma Wyrm] Dragon Heart;1
30395;[Mt. Gelmir - Field - Demi-Human Queen Maggie] Memory Stone;1
30400;[Mt. Gelmir - Field - Magma Wyrm] Dragon Heart;1
30405;[Caelid - Field - Commander O'Neil] Commander's Standard;2
30406;[Caelid - Field - Commander O'Neil] Unalloyed Gold Needle;1
30410;[Caelid - Field - Erdtree Avatar] Greenburst Crystal Tear;1
30411;[Caelid - Field - Erdtree Avatar] Flame-Shrouding Cracked Tear;1
30415;[Caelid - Field - Putrid Avatar] Opaline Hardtear;1
30416;[Caelid - Field - Putrid Avatar] Stonebarb Cracked Tear;1
30420;[Caelid - Field - Flying Dragon Greyll] Dragon Heart;1
30425;[Caelid - Field - Blade Blade Kindred] Gargoyle's Blackblade;2
30426;[Caelid - Field - Blade Blade Kindred] Gargoyle's Black Halberd;2
30505;[Forbidden Lands - Field - Black Blade Kindred] Gargoyle's Black Blades;2
30506;[Forbidden Lands - Field - Black Blade Kindred] Gargoyle's Black Axe;2
30510;[Mountaintops of the Giants - Field - Borealis, the Freezing Fog] Dragon Heart;1
30515;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Vyke's Dragonbolt;1
30516;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Helm;3
30517;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Armor;3
30518;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Gauntlets;3
30519;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Greaves;3
30525;[Mountaintops of the Giants - Field - Erdtree Avatar] Cerulean Crystal Tear;1
30526;[Mountaintops of the Giants - Field - Erdtree Avatar] Crimson Bubbletear;1
30530;[Mountaintops of the Giants - Field - Death Rite Bird] Death Ritual Spear;2
30550;[Mountaintops of the Giants - Field - Great Wyrm Theodorix] Dragon Heart;1
30555;[Consecrated Snowfield - Field - Putrid Avatar] Thorny Cracked Tear;1
30556;[Consecrated Snowfield - Field - Putrid Avatar] Ruptured Crystal Tear;1
30600;[Lake of Rot - Dragonkin Soldier] Dragonscale Blade;2
30620;[Siofra River - Dragonkin Soldier] Dragon Halberd;2
40100;[Teardrop Scarab - Stormhill] Ash of War: Storm Wall;5
40104;[Teardrop Scarab - Stormhill] Ash of War: Wild Strikes;5
40108;[Teardrop Scarab - Agheel Lake] Ash of War: Determination;5
40112;[Teardrop Scarab - Agheel Lake] Ash of War: Unsheathe;5
40116;[Teardrop Scarab - Mistwood] Ash of War: Ground Slam;5
40118;[Teardrop Scarab - Third Chuch of Marika] Ash of War: Sacred Blade;5
40120;[Teardrop Scarab - Limgrave Coast] Ash of War: Stamp (Sweep);5
40132;[Teardrop Scarab - Weeping Peninsula] Divine Fortification;1
40136;[Teardrop Scarab - Weeping Peninsula] Lightning Strike;1
40138;[Teardrop Scarab - Weeping Peninsula] Poison Mist;1
40140;[Teardrop Scarab - Weeping Peninsula] Ash of War: Mighty Shot;5
40142;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];1
40144;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];1
40146;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];1
40170;[Teardrop Scarab - Stormveil Castle] Ash of War: Storm Assault;5
40172;[Teardrop Scarab - Stormveil Castle] Ash of War: Stormcaller;5
40174;[Teardrop Scarab - Stormveil Castle] Rancorcall;1
40200;[Teardrop Scarab - Three Sisters] Ash of War: Chilling Mist;5
40202;[Teardrop Scarab - Liurnia] Ash of War: Charge Forth;5
40204;[Teardrop Scarab - Liurnia] Ash of War: Hoarfrost Stomp;5
40206;[Teardrop Scarab - Liurnia] Ash of War: Thops's Barrier;5
40208;[Teardrop Scarab - Liurnia] Ash of War: Vow of the Indomitable;5
40210;[Teardrop Scarab - Liurnia] Ash of War: Shield Bash;5
40218;[Teardrop Scarab - Liurnia] Bloodflame Blade;1
40220;[Teardrop Scarab - Caria Manor] Carian Piercer;1
40224;[Teardrop Scarab - Liurnia] Ash of War: Barbaric Roar;5
40236;[Teardrop Scarab - Liurnia] Frenzied Burst;1
40238;[Teardrop Scarab - Liurnia] Ash of War: Sword Dance;5
40250;[Teardrop Scarab - Caria Manor] Frozen Armament;1
40252;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];1
40254;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];1
40256;[Teardrop Scarab - Liurnia] Somber Smithing Stone [3];1
40258;[Teardrop Scarab - Liurnia] Somber Smithing Stone [3];1
40260;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];1
40262;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];1
40264;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];1
40272;[Teardrop Scarab - Raya Lucaria Academy] Ash of War: Spectral Lance;5
40290;[Teardrop Scarab - Raya Lucaria Academy] Somber Smithing Stone [4];1
40300;[Teardrop Scarab - Altus Plateau] Ash of War: Sacred Order;5
40302;[Teardrop Scarab - Altus Plateau] Ash of War: Shield Crash;5
40304;[Teardrop Scarab - Altus Plateau] Ash of War: Earthshaker;5
40306;[Teardrop Scarab - Altus Plateau] Ash of War: Blood Blade;5
40308;[Teardrop Scarab - Altus Plateau] Ash of War: Golden Slam;5
40310;[Teardrop Scarab - Altus Plateau] Ash of War: Lightning Ram;5
40312;[Teardrop Scarab - Altus Plateau] Protection of the Erdtree;1
40314;[Teardrop Scarab - Capital Outskirts] Ash of War: Prayerful Strike;5
40316;[Teardrop Scarab - Capital Outskirts] Ash of War: Golden Parry;5
40318;[Teardrop Scarab - Capital Outskirts] Ash of War: Lightning Slash;5
40320;[Teardrop Scarab - Capital Outskirts] Somber Smithing Stone [5];1
40332;[Teardrop Scarab - Mt. Gelmir] Ash of War: Barrage;5
40334;[Teardrop Scarab - Mt. Gelmir] Ash of War: Through and Through;5
40370;[Teardrop Scarab - Leyndell] Barrier of Gold;1
40372;[Teardrop Scarab - Leyndell] Ash of War: Thunderbolt;5
40400;[Teardrop Scarab - Caelid] Whirl, O Flame!;1
40402;[Teardrop Scarab - Caelid] Ash of War: Lifesteal Fist;5
40404;[Teardrop Scarab - Caelid] Ash of War: Sacred Ring of Light;5
40406;[Teardrop Scarab - Caelid] Ash of War: Poisonous Mist;5
40408;[Teardrop Scarab - Redmane Castle] Ash of War: Flaming Strike;5
40410;[Teardrop Scarab - Caelid] Ash of War: Flame of the Redmanes;5
40412;[Teardrop Scarab - Dragonbarrow] Ash of War: Sky Shot;5
40414;[Teardrop Scarab - Dragonbarrow] Ash of War: Cragblade;5
40416;[Teardrop Scarab - Caelid] Poison Armament;1
40418;[Teardrop Scarab - Caelid] Ash of War: Double Slash;5
40420;[Teardrop Scarab - Caelid] Bestial Constitution;1
40422;[Teardrop Scarab - Caelid] Somber Smithing Stone [4];1
40424;[Teardrop Scarab - Caelid] Somber Smithing Stone [4];1
40426;[Teardrop Scarab - Caelid] Somber Smithing Stone [8];1
40428;[Teardrop Scarab - Caelid] Somber Smithing Stone [9];1
40500;Smithing Stone [1];1
40502;Smithing Stone [1];1
40504;Smithing Stone [1];1
40506;Smithing Stone [1];1
40508;Smithing Stone [1];1
40510;[Teardrop Scarab - Mountaintops of the Giants] Ash of War: Seppuku;5
40512;[Teardrop Scarab - Mountaintops of the Giants] Ash of War: Troll's Roar;5
40514;[Teardrop Scarab - Giant-Conquering Hero's Grave] Flame, Protect Me;1
40516;[Teardrop Scarab - Forbidden Lands] Ash of War: Prelate's Charge;5
40520;Smithing Stone [1];1
40522;Smithing Stone [1];1
40524;[Teardrop Scarab - Consecrated Snowfield] Ash of War: White Shadow's Lure;5
40526;Smithing Stone [1];1
40528;Smithing Stone [1];1
40570;Golden Rune [1];1
40572;Golden Rune [1];1
40574;Golden Rune [1];1
40578;Golden Rune [1];1
40590;[Teardrop Scarab - Siofra River] Somber Smithing Stone [5];1
40592;[Teardrop Scarab - Siofra River] Somber Smithing Stone [5];1
40600;[Teardrop Scarab - Siofra River] Somber Smithing Stone [6];1
40602;[Teardrop Scarab - Siofra River] Somber Smithing Stone [6];1
40610;[Teardrop Scarab - Siofra River] Great Oracular Bubble;1
40612;Golden Rune [1];1
40614;Golden Rune [1];1
40616;Golden Rune [1];1
40618;Golden Rune [1];1
40630;[Teardrop Scarab - Siofra River] Ash of War: Square Off;5
40632;Golden Rune [1];1
40634;Golden Rune [1];1
40636;Golden Rune [1];1
40638;Golden Rune [1];1
40640;Golden Rune [1];1
40642;[Teardrop Scarab - Nokron] Somber Smithing Stone [5];1
40644;Golden Rune [1];1
40646;[Teardrop Scarab - Nokron] Ash of War: Enchanted Shot;5
40648;[Teardrop Scarab - Nokron] Order Healing;1
40650;Golden Rune [1];1
40652;[Teardrop Scarab - Siofra River] Oracle Bubbles;1
40660;[Teardrop Scarab - Deeproot Depths] Ash of War: Golden Land;5
40662;Golden Rune [1];1
40664;Golden Rune [1];1
40666;Golden Rune [1];1
40668;Somber Smithing Stone [6];1
40670;Somber Smithing Stone [6];1
40680;Golden Rune [1];1
40682;Golden Rune [1];1
40684;Golden Rune [1];1
40686;[Teardrop Scarab - Mohgwyn Dynasty] Ash of War: Blood Tax;5
40772;[Teardrop Scarab - Crumbling Farum Azula] Golden Lightning Fortification;1
50000;[Info Item] About Sites of Grace;1
50010;[Info Item] About Sorceries and Incantations;1
50020;[Info Item] About Bows;1
50030;[Info Item] About Crouching;1
50040;[Info Item] About Stance-Breaking;1
50050;[Info Item] About Stakes of Marika;1
50060;[Info Item] About Guard Counters;1
50070;[Info Item] About the Map;1
50080;[Info Item] About Guidance of Grace;1
50090;[Info Item] About Horseback Riding;1
50100;[Info Item] About Death;1
50110;[Info Item] About Summoning Spirits;1
50120;[Info Item] About Guarding;1
50130;[Info Item] About Item Crafting;1
50140;;1
50150;[Info Item] About Flask of Wondrous Physick;1
50160;[Info Item] About Adding Skills;1
50170;[Info Item] About Birdseye Telescopes;1
50180;[Info Item] About Spiritspring Jumping;1
50190;[Info Item] About Vanquishing Enemy Groups;1
50200;[Info Item] About Teardrop Scarabs;1
50210;[Info Item] About Summoning Other Players;1
50220;[Info Item] About Cooperative Multiplayer;1
50230;[Info Item] About Competitive Multiplayer;1
50240;[Info Item] About Invasion Multiplayer;1
50250;[Info Item] About Hunter Multiplayer;1
50260;[Info Item] About Summoning Pools;1
50270;[Info Item] About Monument Icon;1
50280;[Info Item] About Requesting Help from Hunters;1
50290;[Info Item] About Skills;1
80000;[Limgrave - Artist's Shack] "Homing Instinct" Painting;1
80010;[Liurnia - Artist's Shack] "Resurrection" Painting;1
80020;[Altus Plateau - Shaded Castle] "Champion's Song" Painting;1
80030;[Consecrated Snowfield - Castle Sol] "Sorcerer" Painting;1
80040;[Stormveil Castle] "Prophecy" Painting;1
80050;[Leyndell - Fortifed Manor] "Flightless Bird" Painting;1
80060;[Caelid - Sellia] "Redmane" Painting;1
80300;[Reward - "Homing Instinct" Painting] Incantation Scarab;3
80310;[Reward - "Resurrection" Painting] Juvenile Scholar Cap;3
80311;[Reward - "Resurrection" Painting] Juvenile Scholar Robe;3
80312;[Reward - "Resurrection" Painting] Larval Tear;1
80320;[Reward - "Champion's Song" Painting] Harp Bow;2
80330;[Reward - "Sorcerer" Painting] Greathood;3
80340;[Reward - "Prophecy" Painting] Warhawk Ashes;1
80350;[Reward - "Flightless Bird" Painting] Fire's Deadly Sin;1
80360;[Reward - "Redmane" Painting] Ash of War: Rain of Arrows;5
90000;;1
90200;;1
90210;;1
90220;;1
100000;[Story - Melina - Third Grace Found] Spectral Steed Whistle;1
100010;[Story - Melina - Morgott Killed] Rold Medallion;1
100100;;1
100200;Neutralizing Boluses;1
100210;;1
100300;[Story - White-Faced Varre - ?] Festering Bloody Finger;1
100310;[Story - White-Faced Varre - Maiden Kill] Lord of Blood's Favor;1
100320;[Story - White-Faced Varre - 3 Invasions] Pureblood Knight's Medal;1
100330;[Story - White-Faced Varre - Maiden Kill] Lord of Blood's Favor;1
100340;[Story - White-Faced Varre - Returned Oath-Cloth] Bloody Finger;1
100350;;0
100360;[Story - White-Faced Varre - Invasion] Varre's Bouquet;2
100361;[Story - White-Faced Varre - Invasion] Festering Bloody Finger;1
100400;;1
100410;Perfume Bottle;1
100420;Glowstone;1
100500;[Gatekeeper Gostoc - First Meeting] Grace Mimic;1
100510;[Gatekeeper Gostoc - Gostoc Killed] Gostoc's Bell Bearing;1
100520;[Gatekeeper Gostoc - ?] Glass Shard;1
100530;[Gatekeeper Gostoc - ?] Silver-Pickled Fowl Foot;1
100600;[Irina/Edgar - Irina Met] Sacrificial Twig;4
100610;[Irina/Edgar - Edgar the Revenger] Shabriri Grape;1
100611;;6
100612;Raw Meat Dumpling;1
100700;Tonic of Forgetfulness;1
