Row ID;Row Name;Disable Param - Network Test;Talk Chr Entity ID;Eliminate Target Entity ID;Summoned Event Flag ID;Is Special Monument;Buddy ID;Applied SpEffect ID;Activation Range;Overwrite Return Range;Overwrite Activation Region Entity ID;Warn Region Entity ID
12070102;Siofra River Bank;True;12070102;12075102;12072102;False;0;-1;999;-1;12072400;0
12080100;Siofra River - Boss;True;12080100;12085100;12082100;False;0;-1;999;-1;12082830;0
12090100;Nokron, Eternal City - Boss;True;12090100;12095100;12092100;False;0;-1;999;-1;12092830;0
13000100;Crumbling Farum Azula;True;13000100;13005100;13002100;False;0;-1;999;-1;13002855;0
13000102;Crumbling Farum Azula;True;13000102;13005102;13002102;False;0;-1;70;-1;0;0
13000106;Crumbling Farum Azula;True;13000106;13005106;13002106;False;0;-1;999;-1;13002156;0
13000108;Crumbling Farum Azula;True;13000108;13005108;13002108;False;0;-1;999;-1;13002158;0
13000120;Crumbling Farum Azula;True;13000120;13005120;13002120;False;0;-1;999;-1;13002805;0
13000122;Crumbling Farum Azula;True;13000122;13005122;13002122;False;0;-1;999;-1;13002835;0
14000100;Academy of Raya Lucaria;True;14000100;14005100;14002100;False;0;-1;35;-1;0;0
14000102;Academy of Raya Lucaria;True;14000102;14005102;14002102;False;0;-1;999;-1;14002152;0
14000104;Academy of Raya Lucaria;True;14000104;14005104;14002104;False;0;-1;999;-1;14002154;14002155
14000106;Academy of Raya Lucaria;True;14000106;14005106;14002106;False;0;-1;999;-1;14002156;0
15000100;Miquella's Haligtree;True;15000100;15005100;15002100;False;0;-1;999;-1;15002100;0
15000102;Miquella's Haligtree;True;15000102;0;15002102;False;0;-1;999;-1;15002102;0
15000104;Miquella's Haligtree;True;15000104;0;15002104;False;0;-1;999;-1;15002104;0
15000110;Miquella's Haligtree;True;15000110;15005110;15002110;False;0;-1;999;-1;15002110;0
16000100;Volcano Manor;True;16000100;0;16002100;False;0;-1;999;-1;16002150;0
16000108;Volcano Manor;True;16000108;0;16002108;False;0;-1;999;-1;16002158;0
16000110;Volcano Manor;True;16000110;16005850;16002110;False;0;-1;999;-1;16002160;0
16000112;Volcano Manor;True;16000112;16005860;16002112;False;0;-1;999;-1;16002162;0
16000114;Volcano Manor;True;16000114;16005800;16002114;False;0;1908;999;-1;16002164;0
16000116;Volcano Manor;True;16000116;16005510;16002116;False;0;-1;999;-1;16002166;0
18000100;Stranded Graveyard;True;18000100;18005100;18002100;False;0;-1;999;-1;18002102;0
19000130;Stone Platform;True;19000130;19005130;19002130;False;0;-1;999;-1;19002130;0
30000100;Tombsward Catacombs;True;30000100;30005100;30002100;False;0;-1;999;-1;30002805;0
30010100;Impaler's Catacombs;True;30010100;30015100;30012100;False;0;-1;999;-1;30012805;0
30010100;Impaler's Catacombs;True;30010100;30015100;30012100;False;0;-1;999;-1;30012805;0
30020100;Stormfoot Catacombs;False;30020100;30025100;30022100;False;0;-1;999;-1;30022805;0
30030100;Road's End Catacombs;True;30030100;30035100;30032100;False;0;-1;999;-1;30032805;0
30040100;Murkwater Catacombs;False;30040100;30045100;30042100;False;0;-1;999;-1;30042805;0
30050100;Black Knife Catacombs;True;30050100;30055100;30052100;False;0;-1;999;-1;30052805;0
30060100;Cliffbottom Catacombs;True;30060100;30065100;30062100;False;0;-1;999;-1;30062805;0
30070100;Wyndham Catacombs;True;30070100;30075100;30072100;False;0;-1;999;-1;30072805;0
30080100;Sainted Hero's Grave;True;30080100;30085100;30082100;False;0;-1;999;-1;30082805;0
30090100;Gelmir Hero's Grave;True;30090100;30095100;30092100;False;0;-1;999;-1;30092805;0
30100100;Auriza Hero's Grave;True;30100100;30105100;30102100;False;0;-1;999;-1;30102805;0
30110100;Deathtouched Catacombs;True;30110100;30115100;30112100;False;0;-1;999;-1;30112805;0
30120100;Unsightly Catacombs;True;30120100;30125100;30122100;False;0;-1;999;-1;30122805;0
30130100;Auriza Side Tomb;True;30130100;30135100;30132100;False;0;-1;999;-1;30132805;0
30140100;Minor Erdtree Catacombs;True;30140100;30145100;30142100;False;0;-1;999;-1;30142805;0
30150100;Caelid Catacombs;True;30150100;30155100;30152100;False;0;-1;999;-1;30152805;0
30160100;War-Dead Catacombs;True;30160100;30165100;30162100;False;0;-1;999;-1;30162805;0
30170100;Giant-Conquering Hero's Grave;True;30170100;30175100;30172100;False;0;-1;999;-1;30172805;0
30180100;Giants' Mountaintop Catacombs;True;30180100;30185100;30182100;False;0;-1;999;-1;30182805;0
30190100;Consecrated Snowfield Catacombs;True;30190100;30195100;30192100;False;0;-1;999;-1;30192805;0
30200100;Hidden Path to the Haligtree;True;30200100;30205100;30202100;False;0;-1;999;-1;30202100;0
31000100;Murkwater Cave;True;31000100;31005100;31002100;False;0;-1;999;-1;31002805;0
31010100;Earthbore Cave;True;31010100;31015100;31012100;False;0;-1;999;-1;31012805;0
31020100;Tombsward Cave;True;31020100;31025100;31022100;False;0;-1;999;-1;31022805;0
31030100;Groveside Cave;False;31030100;31035100;31032100;False;0;-1;999;-1;31032805;0
31040100;Stillwater Cave;True;31040100;31045100;31042100;False;0;-1;999;-1;31042805;0
31050100;Lakeside Crystal Cave;True;31050100;31055100;31052100;False;0;-1;999;-1;31052805;0
31060100;Academy Crystal Cave;True;31060100;31065100;31062100;False;0;-1;999;-1;31062805;0
31070100;Seethewater Cave;True;31070100;31075100;31075200;False;0;-1;999;-1;31072805;0
31090100;Volcano Cave;True;31090100;31095100;31095200;False;0;-1;999;-1;31092805;0
31100100;Dragonbarrow Cave;True;31100100;31105100;31105200;False;0;-1;999;-1;31102805;0
31110100;Sellia Hideaway;True;31110100;31115100;31115200;False;0;-1;999;-1;31112805;0
31120100;Cave of the Forlorn;True;31120100;31125100;31125200;False;0;-1;999;-1;31122805;0
31150100;Coastal Cave;False;31150100;31155100;31152100;False;0;-1;999;-1;31152805;0
31170100;Highroad Cave;True;31170100;31175100;31172100;False;0;-1;999;-1;31172805;0
31180100;Perfumer's Grotto;True;31180100;31185100;31185200;False;0;-1;999;-1;31182805;0
31190100;Sage's Cave;True;31190100;31195100;31195200;False;0;-1;999;-1;31192805;0
31190102;Sage's Cave;True;31190102;31195102;31195202;False;0;-1;999;-1;31192855;0
31200100;Abandoned Cave;True;31200100;31205100;31205200;False;0;-1;999;-1;31202805;0
31210100;Gaol Cave;True;31210100;31215100;31215200;False;0;-1;999;-1;31212805;0
31220100;Spiritcaller's Cave;True;31220100;31225100;31225200;False;0;-1;999;-1;31222805;0
32000100;Morne Tunnel;True;32000100;32005100;32002100;False;0;-1;999;-1;32002805;0
32010100;Limgrave Tunnels;False;32010100;32015100;32012100;False;0;-1;999;-1;32012805;0
32020100;Raya Lucaria Crystal Tunnel;True;32020100;32025100;32022100;False;0;-1;999;-1;32022805;0
32040100;Old Altus Tunnel;True;32040100;32045100;32042100;False;0;-1;999;-1;32042805;0
32050100;Altus Tunnel;True;32050100;32055100;32052100;False;0;-1;999;-1;32052805;0
32070100;Gael Tunnel;True;32070100;32075100;32072100;False;0;-1;999;-1;32072805;0
32080100;Sellia Crystal Tunnel;True;32080100;32085100;32082100;False;0;-1;999;-1;32082805;0
32110100;Yelough Anix Tunnel;True;32110100;32115100;32112100;False;0;-1;999;-1;32112805;0
34120100;Divine Tower of West Altus;True;34120100;34125100;34122100;False;0;-1;999;-1;34122855;0
34120102;Divine Tower of West Altus;True;34120102;34125102;34122102;False;0;-1;999;-1;34122350;0
34130100;Divine Tower of Caelid;True;34130100;34135100;34132100;False;0;-1;999;-1;34132100;0
34140100;Divine Tower of East Altus;True;34140100;34145100;34142100;False;0;-1;999;-1;34142100;0
35000100;Subterranean Shunning-Grounds;True;35000100;35005100;35002100;False;0;-1;999;-1;35002100;0
35000102;Subterranean Shunning-Grounds;True;35000102;35005102;35002102;False;0;-1;999;-1;35002102;0
39200100;Ruin-Strewn Precipice;True;39200100;39205100;39202100;False;0;-1;999;-1;39202110;0
39200102;Ruin-Strewn Precipice;True;39200102;39205102;39202102;False;0;-1;999;-1;39202112;0
39200104;Ruin-Strewn Precipice;True;39200104;39205104;39202104;False;0;-1;999;-1;39202114;0
99020100;;True;99020100;0;99020110;False;0;-1;999;-1;99022101;99022102
99020101;;True;99020115;99025100;99020115;False;0;-1;100;-1;0;0
99020102;;True;99020120;99020000;0;False;0;-1;999;-1;99022121;99022122
1033430100;Liurnia of the Lakes - Minor Erdtree, Road's End Catacombs Entrance;True;1033430100;1033435100;1033432100;False;0;-1;50;-1;0;0
1033470100;Liurnia of the Lakes - The Four Belfries, Giant's Caravan Below;True;1033470100;1033475100;1033472100;False;0;-1;999;-1;1034442105;0
1034420100;Liurnia of the Lakes - Village of the Albinaurics, Moonlight Altar - Moonfolk Ruins;True;1034420100;0;1034422100;False;0;-1;999;-1;1034422100;0
1034420102;Liurnia of the Lakes - Village of the Albinaurics, Moonlight Altar - Moonfolk Ruins;True;1034420102;1034425102;1034422102;False;0;-1;999;-1;1034422102;0
1034440100;Liurnia of the Lakes - Temple Quarter;True;1034440100;1034445100;1034442100;False;0;-1;999;-1;1034442105;0
1034450100;Liurnia of the Lakes - Meeting Place, Academy Crystal Cave Entrance;True;1034450100;1034455100;1034452100;False;0;-1;100;-1;0;0
1034480100;Liurnia of the Lakes - Northern Liurnia Lake Shore, Kingsrealm Ruins;True;1034480100;1034485100;1034482100;False;0;-1;999;-1;1034482100;1034482101
1034480102;Liurnia of the Lakes - Northern Liurnia Lake Shore, Kingsrealm Ruins;True;1034480102;1034480800;1034482102;False;0;-1;999;-1;1034482102;0
1034500100;Liurnia of the Lakes - Ranni's Rise, Seluvis's Rise;True;1034500100;1034505100;1034502100;False;0;-1;999;-1;1034502100;0
1035410100;Moonlight Altar - Lunar Estate Ruins;True;1035410100;1035415100;1035412100;False;0;-1;999;-1;1035412100;0
1035420100;Moonlight Altar - Cathedral of Manus Celes;True;1035420100;1035425100;1035422100;False;0;-1;999;-1;1035422100;0
1035500100;Liurnia of the Lakes - Caria Manor;True;1035500100;0;1035502100;False;0;-1;999;-1;1035502100;0
1035500102;Liurnia of the Lakes - Caria Manor;True;1035500102;0;1035502102;False;0;-1;999;-1;1035502102;0
1035500104;Liurnia of the Lakes - Caria Manor;True;1035500104;0;1035502104;False;0;-1;999;-1;1035502104;0
1035500106;Liurnia of the Lakes - Caria Manor;True;1035500106;1035505106;1035502106;False;0;-1;999;-1;1035502106;0
1035530100;Mt. Gelmir - Seethewater Terminus;True;1035530100;1035535100;1035532100;False;0;-1;70;-1;0;0
1036410100;Liurnia of the Lakes - Slumbering Wolf's Shack, Lakeside Crystal Cave Entrance;True;1036410100;1036415100;1036412100;False;0;-1;999;-1;1036412105;0
1036440100;Liurnia of the Lakes - Gate Town Southwest;True;1036440100;1036445100;1036442100;False;0;-1;999;-1;1036442105;0
1036480100;Bellum Highway - East Raya Lucaria Gate;True;1036480100;1036485100;1036482100;False;0;-1;50;-1;0;0
1036500100;Liurnia of the Lakes - Behind Caria Manor, Royal Grave Evergaol, Part of Ravine;True;1036500100;1036505100;1036502100;False;0;-1;999;-1;1036502100;0
1036510100;Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance;True;1036510100;1036515100;1036512100;False;0;-1;999;-1;1036512600;0
1036540100;Mt. Gelmir - Ninth Mt. Gelmir Campsite, Road of Iniquity, Volcano Manor Entrance;True;1036540100;1036545100;1036542100;False;0;-1;999;-1;1036542105;0
1037420100;Liurnia of the Lakes - Scenic Isle, Laskyar Ruins;True;1037420100;1037425100;1037422100;False;0;-1;50;-1;0;0
1037440100;Liurnia of the Lakes - Gate Town Southeast;True;1037440100;1037445100;1037442100;False;0;-1;50;-1;0;0
1037490100;Bellum Highway - Church of Inhibition, Southwest of Grand Lift of Dectus;True;1037490100;1037495100;1037492100;False;0;-1;100;-1;0;0
1037510100;Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit;True;1037510100;1037515100;1037512100;False;0;-1;999;-1;1037512600;0
1037530100;Mt. Gelmir - Primeval Sorcerer Azur, Gelmir Hero's Grave Entrance;True;1037530100;1037535100;1037532100;False;0;-1;70;-1;0;0
1037540100;Mt. Gelmir - Minor Erdtree, Seethewater Cave Entrance;True;1037540100;1037545100;1037542100;False;0;-1;999;-1;1037542100;0
1038400100;Liurnia of the Lakes - Liurnia Lake Shore;True;1038400100;1038405100;1038402100;False;0;-1;50;-1;0;0
1038420100;Liurnia of the Lakes - Highway Lookout Tower;True;1038420100;1038425100;1038422100;False;0;-1;999;-1;1038422105;0
1038450100;Liurnia of the Lakes - Artist's Shack, Eastern Liurnia Lake Shore;True;1038450100;1038455100;1038452100;False;0;-1;50;-1;0;0
1038480100;Altus Plateau - Erdtree-Gazing Hill, Lux Ruins;True;1038480100;1038485100;1038482100;False;0;-1;999;-1;1038482100;0
1038510100;Altus Plateau - Erdtree-Gazing Hill, Lux Ruins;True;1038510100;1038515100;1038512100;False;0;-1;999;-1;1038512601;0
1038520100;Altus Plateau - Wyndham Ruins, Wyndham Catacombs Entrance;True;1038520100;1038525350;1038522100;False;0;-1;999;-1;1038522100;0
1039410100;Liurnia of the Lakes - Liurnia Highway South, Purified Ruins, Cliffbottom Catacombs Entrance;True;1039410100;1039415100;1039412100;False;0;-1;50;-1;0;0
1039420100;Liurnia of the Lakes - Liurnia Highway North;True;1039420100;1039425100;1039422100;False;0;-1;50;-1;0;0
1039440100;Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance;True;1039440100;1039445100;1039442100;False;0;-1;999;-1;1039442105;0
1039500100;Altus Plateau - Golden Lineage Evergaol;True;1039500100;1039505100;1039502100;False;0;-1;999;-1;1039502600;0
1039540100;Altus Plateau - Shaded Castle;True;1039540100;1039545100;1039542100;False;0;-1;999;-1;1039542600;0
1040520100;Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance;True;1040520100;1040525100;1040522100;False;0;-1;999;-1;1040522600;0
1040530102;Altus Plateau - Bower of Bounty, Writheblood Ruins;True;1040530102;1040535102;1040532102;False;0;-1;999;-1;1040532602;0
1041330100;Weeping Peninsula - Fourth Church of Marika, Witchbane Ruins;True;1041330100;0;1041332100;False;0;-1;999;-1;1041332600;0
1041360100;Limgrave - Coastal Cave Entrance;False;1041360100;0;1041362100;False;0;-1;70;75;0;0
1041380100;Stormhill - Stormhill Shack, Stormveil Castle Entrance;False;1041380100;0;1041382100;False;0;-1;70;75;0;0
1041500100;Altus Plateau - South of Tree Sentinel Duo;True;1041500100;1041505100;1041502100;False;0;-1;999;-1;1041502600;0
1041510100;Altus Plateau - Tree Sentinel Duo, Perfumer's Grotto Entrance;True;1041510100;1041515100;1041512100;False;0;-1;999;-1;1041512600;0
1041510102;Altus Plateau - Tree Sentinel Duo, Perfumer's Grotto Entrance;True;1041510102;1041515102;1041512102;False;0;-1;999;-1;1041512602;0
1041510104;Altus Plateau - Tree Sentinel Duo, Perfumer's Grotto Entrance;True;1041510104;1041515104;1041512104;False;0;-1;999;-1;1041512604;0
1041520100;Altus Plateau - Rampartside Path, Altus Tunnel Entrance;True;1041520100;1041525100;1041522100;False;0;-1;999;-1;1041522600;0
1041530100;Altus Plateau - Woodfolk Ruins, Minor Erdtree;True;1041530100;1041535100;1041532100;False;0;-1;50;-1;0;0
1041530102;Altus Plateau - Woodfolk Ruins, Minor Erdtree;True;1041530102;1041535102;1041532102;False;0;-1;999;-1;1041532602;0
1042320102;Weeping Peninsula - Tower of Return;True;1042320102;0;1042322102;False;0;-1;999;-1;1042322600;0
1042340100;Weeping Peninsula - Tombsward Ruins;True;1042340100;0;1042342100;False;0;-1;40;-1;0;0
1042360100;Limgrave - Church of Elleh, Stranded Graveyard Exit;False;1042360100;1042365100;1042362100;False;0;-1;999;160;1042362340;0
1042370100;Limgrave - Gatefront, Stormhill Evergaol, Groveside Cave Entrance, Limgrave Tunnels Entrance;False;1042370100;0;1042372100;False;0;-1;999;80;1042372350;1042372352
1042380100;Stormhill - Warmaster's Shack, Stormgate;False;1042380100;0;1042382100;False;0;-1;999;75;1042382100;0
1042390100;Stormhill - North of Warmaster's Shack;True;1042390100;0;1042392100;False;0;-1;70;75;0;0
1042500100;Leyndell - South of Outer Wall Phantom Tree;True;1042500100;1042505100;1042502100;False;0;-1;999;-1;1042502600;0
1042510100;Leyndell - Outer Wall Phantom Tree;True;1042510100;1042515100;1042512100;False;0;-1;999;-1;1042512600;0
1042520100;Leyndell - Southwest Outer Wall Battleground;True;1042520100;1042525100;1042522100;False;0;-1;999;-1;1042522600;0
1042540100;Altus Plateau - East Windmill Village, Highway Lookout Tower;True;1042540100;1042545100;1042542100;False;0;-1;999;-1;1042542601;0
1042550100;Altus Plateau - Windmill Heights;True;1042550100;1042555100;1042552100;False;0;-1;999;-1;1042552600;0
1043300100;Weeping Peninsula - Morne Moangrave;True;1043300100;1043305100;1043302100;False;0;-1;999;55;1043302805;0
1043310100;Weeping Peninsula - Castle Morne;True;1043310100;0;1043312100;False;0;-1;999;55;1043312400;0
1043330102;Weeping Peninsula - Minor Erdtree, Tombsward Catacombs Entrance, Morne Tunnel Entrance;True;1043330102;1043335102;1043332102;False;0;-1;999;-1;1043332602;0
1043340100;Weeping Peninsula - Church of Pilgrimage, Demi-Human Forest Ruins;True;1043340100;0;1043342100;False;0;-1;65;-1;0;0
1043360100;Limgrave - Dragon-Burnt Ruins;False;1043360100;0;1043362100;False;0;-1;999;200;1043362100;1043362101
1043380100;Limgrave - Murkwater Coast, Murkwater Catacombs Entrance;False;1043380100;0;1043382100;False;0;-1;70;75;0;0
1044330100;Weeping Peninsula - Minor Erdtree, Tombsward Catacombs Entrance, Morne Tunnel Entrance;True;1044330100;0;1044332100;False;0;-1;999;55;1044332340;0
1044330102;Weeping Peninsula - Castle Morne Rampart, Ailing Village Outskirts;True;1044330102;0;1044332102;False;0;-1;999;-1;1044332602;1044332603
1044340106;Weeping Peninsula - Bridge of Sacrifice, Forest Lookout Tower, Earthbore Cave Entrance;True;1044340106;0;1044342106;False;0;-1;90;75;0;0
1044340108;Weeping Peninsula - Bridge of Sacrifice, Forest Lookout Tower, Earthbore Cave Entrance;True;1044340108;0;1044342108;False;0;-1;999;-1;1044342608;1044342609
1044350100;Limgrave - Agheel Lake South, Forlorn Hound Evergaol;True;1044350100;0;1044352100;False;0;-1;70;75;0;0
1044360100;Limgrave - Waypoint Ruins;False;1044360100;0;1044362100;False;0;-1;999;75;1044362100;1044362101
1044360102;Limgrave - Waypoint Ruins;False;1044360102;1044365102;1044362102;False;0;-1;999;75;1044362102;1044362103
1044530100;Leyndell - Minor Erdtree;True;1044530100;1044535100;1044532100;False;0;-1;999;-1;1044532600;0
1045330100;Weeping Peninsula - Beside the Crater-Pocked Glade, Oridys's Rise;True;1045330100;0;1045332100;False;0;-1;999;-1;1045332600;1045332601
1045370100;Limgrave - Siofra River Well, Mistwood Ruins, Minor Erdtree, Nokron Entrance;True;1045370100;0;1045372100;False;0;-1;60;65;0;0
1045370106;Limgrave - Siofra River Well, Mistwood Ruins, Minor Erdtree, Nokron Entrance;True;1045370106;0;1045372106;False;0;-1;70;75;0;0
1045380100;Limgrave - South of Summonwater Village;True;1045380100;0;1045382100;False;0;-1;140;145;0;0
1045390100;Limgrave - Summonwater Village;True;1045390100;1045395100;1045392100;False;0;-1;999;65;1045392100;0
1045520100;Leyndell - Capital Rampart, Auriza Side Tomb Entrance;True;1045520100;1045525100;1045522100;False;0;-1;999;-1;1045522600;0
1046360100;Limgrave - Fort Haight;True;1046360100;0;1046362100;False;0;-1;100;105;0;0
1046380100;Limgrave - Third Church of Marika, Gaol Cave Exit;True;1046380100;0;1046382100;False;0;-1;999;-1;1046382100;0
1046400100;Caelid - Smoldering Church, Rotview Balcony;True;1046400100;1047405100;1046402100;False;0;-1;999;-1;1046402100;0
1047380100;Caelid - Fort Gael, Caelid Waypoint Ruins, Gaol Cave Entrance;True;1047380100;0;1047382100;False;0;-1;999;-1;1047382100;0
1047390100;Caelid - Fort Gael North;True;1047390100;0;1047392100;False;0;-1;999;-1;1047392100;0
1047400100;Caelid - Caelem Ruins, Forsaken Ruins, Minor Erdtree, Minor Erdtree Catacombs Entrance;True;1047400100;0;1047402100;False;0;-1;70;-1;0;0
1047400102;Caelid - Caelem Ruins, Forsaken Ruins, Minor Erdtree, Minor Erdtree Catacombs Entrance;True;1047400102;0;1047402102;False;0;-1;999;-1;1047402103;1047402104
1047550100;Consecrated Snowfield - Yelough Anix Ruins, Yelough Anix Tunnel Entrance;True;1047550100;0;1047552100;False;0;-1;999;-1;1047552100;0
1048370100;Caelid - Caelid Highway South;True;1048370100;1048375100;1048372100;False;0;-1;85;-1;0;0
1048380100;Caelid - West Aeonia Swamp;True;1048380100;0;1048382100;False;0;-1;999;-1;1048382100;0
1048390100;Caelid - Smoldering Wall, Abandoned Cave Entrance;True;1048390100;0;1048392100;False;0;-1;999;-1;1048392100;0
1048400100;Caelid - Deep Siofra Well, Greyoll's Dragonbarrow - Dragonbarrow West;True;1048400100;1048405100;1048402100;False;0;-1;999;-1;1048402100;1048402101
1049360100;Caelid - Southwest of Caelid Highway South;True;1049360100;0;1049362100;False;0;-1;999;-1;1049362100;0
1049380100;Caelid - East Aeonia Swamp;True;1049380100;1049385100;1049382100;False;0;-1;65;-1;0;0
1049390100;Caelid - West Sellia, Sellia Crystal Tunnel Entrance;True;1049390100;0;1049392100;False;0;-1;999;-1;1049392100;0
1049390102;Caelid - West Sellia, Sellia Crystal Tunnel Entrance;True;1049390102;1049395102;1049392102;False;0;-1;999;-1;1049392102;0
1049520100;Mountaintops of the Giants - Before Grand Lift of Rold;True;1049520100;1049525100;1049522100;False;0;-1;999;-1;1049522100;0
1049530100;Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold;True;1049530100;0;1049532100;False;0;-1;999;-1;1049532100;0
1049560100;Consecrated Snowfield - Southeast of Ordina;True;1049560100;0;1049562100;False;0;-1;999;-1;1049562100;0
1049560102;Consecrated Snowfield - Southeast of Ordina;True;1049560102;0;1049562102;False;0;-1;999;-1;1049562102;0
1049570100;Consecrated Snowfield - East of Ordina;True;1049570100;0;1049572100;False;0;-1;999;-1;1049572100;0
1050400100;Greyoll's Dragonbarrow - Dragonbarrow Fork;True;1050400100;1050405100;1050402100;False;0;-1;999;-1;1050402800;0
1050540100;Mountaintops of the Giants - North of Zamor Ruins;True;1050540100;0;1050542100;False;0;-1;999;-1;1050542100;0
1050560100;Mountaintops of the Giants - Shack of the Lofty, Consecrated Snowfield - Minor Erdtree, Albinauric Rise, Cave of the Forlorn Entrance;True;1050560100;0;1050562100;False;0;-1;999;-1;1050562100;0
1050570100;Mountaintops of the Giants - West of Castle Sol, Consecrated Snowfield - North of Minor Erdtree;True;1050570100;1050575100;1050572100;False;0;-1;999;-1;1050572100;0
1051360100;Caelid - Redmane Castle;True;1051360100;1051365100;1051362100;False;0;-1;999;-1;1051362100;0
1051390100;Greyoll's Dragonbarrow - Fort Faroth;True;1051390100;0;1051392100;False;0;-1;999;-1;1051392102;0
1051400100;Greyoll's Dragonbarrow - Minor Erdtree, Dragonbarrow Cave Entrance;True;1051400100;1051405100;1051402100;False;0;-1;999;-1;1051402299;0
1051430100;Greyoll's Dragonbarrow - Bestial Sanctum;True;1051430100;1051435100;1051432100;False;0;-1;150;-1;0;0
1051560100;Mountaintops of the Giants - Ancient Snow Valley Ruins, Stargazers' Ruins;True;1051560100;0;1051562100;False;0;-1;999;-1;1051562100;0
1051570100;Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook;True;1051570100;0;1051572100;False;0;-1;60;-1;0;0
1051570102;Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook;True;1051570102;1051575102;1051572102;False;0;-1;999;-1;1051572102;0
1051570104;Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook;True;1051570104;1051575104;1051572104;False;0;-1;999;-1;1051572104;0
1052410100;Greyoll's Dragonbarrow - Southeast Farum Greatbridge, Lenne's Rise;True;1052410100;1052415100;1052412100;False;0;-1;999;-1;1052412100;0
1052530100;Mountaintops of the Giants - Northwest Fire Giant Arena, Foot of the Forge;True;1052530100;1052525100;1052532100;False;0;-1;999;-1;1052532100;0
1052530102;Mountaintops of the Giants - Northwest Fire Giant Arena, Foot of the Forge;True;1052530102;0;1052532102;False;0;-1;999;-1;1052532102;0
1052550100;Mountaintops of the Giants - Guardians' Garrison;True;1052550100;0;1052552100;False;0;-1;999;-1;1052552100;0
