Row ID;Row Name;Disable Param - Network Test;Event Flag ID;Bonfire Entity ID;Bonfire Sub-Category Sort ID;Forbidden Icon ID;Display - Minimum Zoom Step;Selection - Minimum Zoom Step;Bonfire Sub-Category ID;Cleared Event Flag ID;Icon ID;Display Mask 0;Display Mask 1;Map Area;Map Block;Map Region;Coordinate: X;Coordinate: Y;Coordinate: Z;Text ID [1];Text Enable Flag ID [1];Text Disable Flag ID [1];Text ID [2];Text Enable Flag ID [2];Text Disable Flag ID [2];Text ID [3];Text Enable Flag ID [3];Text Disable Flag ID [3];Text ID [4];Text Enable Flag ID [4];Text Disable Flag ID [4];Text ID [5];Text Enable Flag ID [5];Text Disable Flag ID [5];Text ID [6];Text Enable Flag ID [6];Text Disable Flag ID [6];Text ID [7];Text Enable Flag ID [7];Text Disable Flag ID [7];Text ID [8];Text Enable Flag ID [8];Text Disable Flag ID [8];Text Type [1];Text Type [2];Text Type [3];Text Type [4];Text Type [5];Text Type [6];Text Type [7];Text Type [8];Bonfire Ignition - Dummy Poly ID [0];Bonfire Ignition - SFX ID [0];Bonfire Ignition - Dummy Poly ID [1];Bonfire Ignition - SFX ID [1]
120301;[Deeproot Depths] Root-Facing Cliffs;True;71231;12031951;10;2;0;0;12030;0;1;False;True;12;3;0;-184.95;272.9;-517.58;120301;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120302;[Deeproot Depths] Great Waterfall Crest;True;71232;12031952;20;2;0;0;12030;0;1;False;True;12;3;0;-163.86;91.92;-624.79;120302;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120303;[Deeproot Depths] Deeproot Depths;True;71233;12031953;30;2;0;0;12030;0;1;False;True;12;3;0;-598.37;98.15;-609.92;120303;0;0;-1;0;0;175000;62064;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1
120304;[Deeproot Depths] The Nameless Eternal City;True;71234;12031954;40;2;0;0;12030;0;1;False;True;12;3;0;-689.665;92.284;-409.819;120304;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120305;[Deeproot Depths] Across the Roots;True;71235;12031955;50;2;0;0;12030;0;1;False;True;12;3;0;-469.23;149.62;-351.1;120305;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120400;[Ainsel River] Astel, Naturalborn of the Void;True;71240;12041950;999;2;0;0;12012;0;1;False;True;12;4;0;-64.49;-106.13;-77.82;120400;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120500;[Mohgwyn Palace] Cocoon of the Empyrean;True;71250;12051950;999;2;0;0;12050;0;1;False;True;12;5;0;1533.44;-501;1243.16;120500;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120501;[Mohgwyn Palace] Palace Approach Ledge-Road;True;71251;12051951;10;2;0;0;12050;0;1;False;True;12;5;0;1902.74;-600.38;1116.63;120501;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120502;[Mohgwyn Palace] Dynasty Mausoleum Entrance;True;71252;12051952;20;2;0;0;12050;0;1;False;True;12;5;0;1703;-611.84;1288.74;120502;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120503;[Mohgwyn Palace] Dynasty Mausoleum Midpoint;True;71253;12051953;30;2;0;0;12050;0;1;False;True;12;5;0;1637.66;-562.65;1248;120503;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120600;;True;71260;12061950;0;2;0;0;0;0;1;False;True;12;6;0;809.3;305.1;525.65;120600;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120601;;True;71261;12061951;0;2;0;0;0;0;1;False;True;12;6;0;1128.23;-12.71;556.73;120601;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120700;[Siofra River] Siofra River Well Depths;True;71270;12071950;10;2;0;0;12070;0;1;False;True;12;7;0;748.229;-911.677;1164.145;120700;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
120701;[Nokron, Eternal City] Nokron, Eternal City;True;71271;12071951;10;2;0;0;12020;0;1;False;True;12;7;0;709.945;-579.639;1233.984;120701;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1
130000;[Crumbling Farum Azula] Maliketh, the Black Blade;True;71300;13001950;999;2;0;0;13000;0;1;True;False;13;0;0;224.9;-32.7;365.67;130000;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
130001;[Crumbling Farum Azula] Dragonlord Placidusax;True;71301;13001951;900;2;0;0;13000;0;1;True;False;13;0;0;14.94;1009.61;330.49;130001;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
130002;[Crumbling Farum Azula] Dragon Temple Altar;True;71302;13001952;60;2;0;0;13000;0;1;True;False;13;0;0;13.73;-39.29;411.53;130002;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
130003;[Crumbling Farum Azula] Crumbling Beast Grave;True;71303;13001953;10;2;0;0;13000;0;1;True;False;13;0;0;116.66;53.95;161.07;130003;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130004;[Crumbling Farum Azula] Crumbling Beast Grave Depths;True;71304;13001954;20;2;0;0;13000;0;1;True;False;13;0;0;-92.94;47.42;210.9;130004;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130005;[Crumbling Farum Azula] Tempest-Facing Balcony;True;71305;13001955;30;2;0;0;13000;0;1;True;False;13;0;0;-88.16;36.37;282.61;130005;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6410;-1;-1
130006;[Crumbling Farum Azula] Dragon Temple;True;71306;13001956;40;2;0;0;13000;0;1;True;False;13;0;0;-75.41;-19.96;404.67;130006;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130007;[Crumbling Farum Azula] Dragon Temple Transept;True;71307;13001957;50;2;0;0;13000;0;1;True;False;13;0;0;30.4;-45.99;361.79;130007;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130008;[Crumbling Farum Azula] Dragon Temple Lift;True;71308;13001958;70;2;0;0;13000;0;1;True;False;13;0;0;-73.6;-0.97;498.83;130008;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130009;[Crumbling Farum Azula] Dragon Temple Rooftop;True;71309;13001959;80;2;0;0;13000;0;1;True;False;13;0;0;83.98;-86.05;608.5;130009;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
130010;[Crumbling Farum Azula] Beside the Great Bridge;True;71310;13001960;90;2;0;0;13000;0;1;True;False;13;0;0;64.07;-73.77;497.52;130010;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
140000;[Academy of Raya Lucaria] Raya Lucaria Grand Library;True;71400;14001950;999;2;0;0;14000;0;1;True;False;14;0;0;32.86;154.12;-20.34;140000;0;0;-1;0;0;120000;14009202;0;131600;3468;3461;131600;3469;3461;122310;3948;3943;-1;0;0;-1;0;0;0;0;1;1;1;1;0;0;100;6410;-1;-1
140001;[Academy of Raya Lucaria] Debate Parlor;True;71401;14001951;30;2;0;0;14000;0;1;True;False;14;0;0;154.79;110.18;-222.38;140001;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
140002;[Academy of Raya Lucaria] Church of the Cuckoo;True;71402;14001952;10;2;0;0;14000;0;1;True;False;14;0;0;-13.92;62;-95.64;140002;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
140003;[Academy of Raya Lucaria] Schoolhouse Classroom;True;71403;14001953;20;2;0;0;14000;0;1;True;False;14;0;0;134.24;94.07;-184.98;140003;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150000;[Elphael, Brace of the Haligtree] Malenia, Goddess of Rot;True;71500;15001950;999;2;0;0;15000;0;1;True;False;15;0;0;-21.34;51.57;487.89;150000;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150001;[Elphael, Brace of the Haligtree] Prayer Room;True;71501;15001951;10;2;0;0;15000;0;1;True;False;15;0;0;77.19;247;432.05;150001;0;0;-1;0;0;134800;4190;4183;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;1;0;0;0;0;0;100;6411;-1;-1
150002;[Elphael, Brace of the Haligtree] Elphael Inner Wall;True;71502;15001952;20;2;0;0;15000;0;1;True;False;15;0;0;-28.82;211.44;596.6;150002;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150003;[Elphael, Brace of the Haligtree] Drainage Channel;True;71503;15001953;30;2;0;0;15000;0;1;True;False;15;0;0;121.88;170.4;483.54;150003;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150004;[Elphael, Brace of the Haligtree] Haligtree Roots;True;71504;15001954;40;2;0;0;15000;0;1;True;False;15;0;0;88.93;60.8;549.13;150004;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150005;[Miquella's Haligtree] Haligtree Promenade;True;71505;15001955;999;2;0;0;15001;0;1;True;False;15;0;0;175.95;431.75;297.9;150005;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150006;[Miquella's Haligtree] Haligtree Canopy;True;71506;15001956;10;2;0;0;15001;0;1;True;False;15;0;0;-0.49;618.05;42.91;150006;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150007;[Miquella's Haligtree] Haligtree Town;True;71507;15001957;20;2;0;0;15001;0;1;True;False;15;0;0;63.54;501.51;231.44;150007;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
150008;[Miquella's Haligtree] Haligtree Town Plaza;True;71508;15001958;30;2;0;0;15001;0;1;True;False;15;0;0;-1.34;475.87;294.97;150008;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;100;6411;-1;-1
