Row ID;Row Name;Move Direction;Key [1];Key [2];Key [3];Handle Move Direction as Long Press;Handle Key [1] Hold as Long Press;Handle Key [2] Hold as Long Press;Handle Key [3] Hold as Long Press;Gesture ID;AI Goal Waits For Duration End
108;;8;1;0;0;True;False;False;False;0;False
109;;1;1;15;0;True;False;False;False;0;False
121;;1;8;0;0;True;False;False;False;0;False
122;;2;8;0;0;True;False;False;False;0;False
123;;3;8;0;0;True;False;False;False;0;False
124;;4;8;0;0;True;False;False;False;0;False
125;;5;8;0;0;True;False;False;False;0;False
126;;6;8;0;0;True;False;False;False;0;False
127;;7;8;0;0;True;False;False;False;0;False
128;;8;8;0;0;True;False;False;False;0;False
131;;1;5;0;0;True;False;False;False;0;False
132;;2;5;0;0;True;False;False;False;0;False
133;;3;5;0;0;True;False;False;False;0;False
134;;4;5;0;0;True;False;False;False;0;False
135;;5;5;0;0;True;False;False;False;0;False
136;;6;5;0;0;True;False;False;False;0;False
137;;7;5;0;0;True;False;False;False;0;False
138;;8;5;0;0;True;False;False;False;0;False
141;;1;8;0;0;True;False;False;False;0;False
142;;2;8;0;0;True;False;False;False;0;False
143;;3;8;0;0;True;False;False;False;0;False
144;;4;8;0;0;True;False;False;False;0;False
145;;5;8;0;0;True;False;False;False;0;False
146;;6;8;0;0;True;False;False;False;0;False
147;;7;8;0;0;True;False;False;False;0;False
148;;8;8;0;0;True;False;False;False;0;False
151;;1;5;0;0;True;False;False;False;0;False
152;;2;5;0;0;True;False;False;False;0;False
153;;3;5;0;0;True;False;False;False;0;False
154;;4;5;0;0;True;False;False;False;0;False
155;;5;5;0;0;True;False;False;False;0;False
156;;6;5;0;0;True;False;False;False;0;False
157;;7;5;0;0;True;False;False;False;0;False
158;;8;5;0;0;True;False;False;False;0;False
1000;;0;22;0;0;False;False;False;False;0;False
1001;;0;22;0;0;False;False;False;False;1;False
1002;;0;22;0;0;False;False;False;False;2;False
1003;;0;22;0;0;False;False;False;False;3;False
1004;;0;22;0;0;False;False;False;False;4;False
1005;;0;22;0;0;False;False;False;False;5;False
1006;;0;22;0;0;False;False;False;False;6;False
1007;;0;22;0;0;False;False;False;False;7;False
1008;;0;22;0;0;False;False;False;False;8;False
1009;;0;22;0;0;False;False;False;False;9;False
1010;;0;22;0;0;False;False;False;False;10;False
1011;;0;22;0;0;False;False;False;False;11;False
1012;;0;22;0;0;False;False;False;False;12;False
1013;;0;22;0;0;False;False;False;False;13;False
1014;;0;22;0;0;False;False;False;False;14;False
1015;;0;22;0;0;False;False;False;False;15;False
1016;;0;22;0;0;False;False;False;False;16;False
1017;;0;22;0;0;False;False;False;False;17;False
1018;;0;22;0;0;False;False;False;False;18;False
1019;;0;22;0;0;False;False;False;False;19;False
1020;;0;22;0;0;False;False;False;False;20;False
1021;;0;22;0;0;False;False;False;False;21;False
1022;;0;22;0;0;False;False;False;False;22;False
1023;;0;22;0;0;False;False;False;False;23;False
1024;;0;22;0;0;False;False;False;False;24;False
1025;;0;22;0;0;False;False;False;False;25;False
1026;;0;22;0;0;False;False;False;False;26;False
1027;;0;22;0;0;False;False;False;False;27;False
1028;;0;22;0;0;False;False;False;False;28;False
1029;;0;22;0;0;False;False;False;False;29;False
1030;;0;22;0;0;False;False;False;False;30;False
1031;;0;22;0;0;False;False;False;False;31;False
1032;;0;22;0;0;False;False;False;False;32;False
1033;;0;22;0;0;False;False;False;False;33;False
1034;;0;22;0;0;False;False;False;False;34;False
1035;;0;22;0;0;False;False;False;False;35;False
1036;;0;22;0;0;False;False;False;False;36;False
1037;;0;22;0;0;False;False;False;False;37;False
1038;;0;22;0;0;False;False;False;False;38;False
1039;;0;22;0;0;False;False;False;False;39;False
1040;;0;22;0;0;False;False;False;False;40;False
1041;;0;22;0;0;False;False;False;False;41;False
1042;;0;22;0;0;False;False;False;False;42;False
1043;;0;22;0;0;False;False;False;False;43;False
1044;;0;22;0;0;False;False;False;False;44;False
1045;;0;22;0;0;False;False;False;False;45;False
1046;;0;22;0;0;False;False;False;False;46;False
1047;;0;22;0;0;False;False;False;False;47;False
1048;;0;22;0;0;False;False;False;False;48;False
1049;;0;22;0;0;False;False;False;False;49;False
1050;;0;22;0;0;False;False;False;False;50;False
1051;;0;22;0;0;False;False;False;False;51;False
1052;;0;22;0;0;False;False;False;False;52;False
1053;;0;22;0;0;False;False;False;False;53;False
1054;;0;22;0;0;False;False;False;False;54;False
1055;;0;22;0;0;False;False;False;False;55;False
1056;;0;22;0;0;False;False;False;False;56;False
1057;;0;22;0;0;False;False;False;False;57;False
1058;;0;22;0;0;False;False;False;False;58;False
1059;;0;22;0;0;False;False;False;False;59;False
1060;;0;22;0;0;False;False;False;False;60;False
1061;;0;22;0;0;False;False;False;False;61;False
1062;;0;22;0;0;False;False;False;False;62;False
1063;;0;22;0;0;False;False;False;False;63;False
1064;;0;22;0;0;False;False;False;False;64;False
1065;;0;22;0;0;False;False;False;False;65;False
1066;;0;22;0;0;False;False;False;False;66;False
1067;;0;22;0;0;False;False;False;False;67;False
1068;;0;22;0;0;False;False;False;False;68;False
1069;;0;22;0;0;False;False;False;False;69;False
1070;;0;22;0;0;False;False;False;False;70;False
1071;;0;22;0;0;False;False;False;False;71;False
1072;;0;22;0;0;False;False;False;False;72;False
1073;;0;22;0;0;False;False;False;False;73;False
1074;;0;22;0;0;False;False;False;False;74;False
1075;;0;22;0;0;False;False;False;False;75;False
1076;;0;22;0;0;False;False;False;False;76;False
1077;;0;22;0;0;False;False;False;False;77;False
1078;;0;22;0;0;False;False;False;False;78;False
1079;;0;22;0;0;False;False;False;False;79;False
1080;;0;22;0;0;False;False;False;False;80;False
1081;;0;22;0;0;False;False;False;False;81;False
1082;;0;22;0;0;False;False;False;False;82;False
1083;;0;22;0;0;False;False;False;False;83;False
1084;;0;22;0;0;False;False;False;False;84;False
1085;;0;22;0;0;False;False;False;False;85;False
1086;;0;22;0;0;False;False;False;False;86;False
1087;;0;22;0;0;False;False;False;False;87;False
1088;;0;22;0;0;False;False;False;False;88;False
1089;;0;22;0;0;False;False;False;False;89;False
1090;;0;22;0;0;False;False;False;False;90;False
1091;;0;22;0;0;False;False;False;False;91;False
1092;;0;22;0;0;False;False;False;False;92;False
1093;;0;22;0;0;False;False;False;False;93;False
1094;;0;22;0;0;False;False;False;False;94;False
1095;;0;22;0;0;False;False;False;False;95;False
1096;;0;22;0;0;False;False;False;False;96;False
1097;;0;22;0;0;False;False;False;False;97;False
1098;;0;22;0;0;False;False;False;False;98;False
1099;;0;22;0;0;False;False;False;False;99;False
1100;;0;22;0;0;False;False;False;False;100;False
1101;;0;22;0;0;False;False;False;False;101;False
1102;;0;22;0;0;False;False;False;False;102;False
1103;;0;22;0;0;False;False;False;False;103;False
1104;;0;22;0;0;False;False;False;False;104;False
1105;;0;22;0;0;False;False;False;False;105;False
1106;;0;22;0;0;False;False;False;False;106;False
1107;;0;22;0;0;False;False;False;False;107;False
1108;;0;22;0;0;False;False;False;False;108;False
1109;;0;22;0;0;False;False;False;False;109;False
1110;;0;22;0;0;False;False;False;False;110;False
1111;;0;22;0;0;False;False;False;False;111;False
1112;;0;22;0;0;False;False;False;False;112;False
1113;;0;22;0;0;False;False;False;False;113;False
1114;;0;22;0;0;False;False;False;False;114;False
1115;;0;22;0;0;False;False;False;False;115;False
1116;;0;22;0;0;False;False;False;False;116;False
1117;;0;22;0;0;False;False;False;False;117;False
1118;;0;22;0;0;False;False;False;False;118;False
1119;;0;22;0;0;False;False;False;False;119;False
1120;;0;22;0;0;False;False;False;False;120;False
1121;;0;22;0;0;False;False;False;False;121;False
1122;;0;22;0;0;False;False;False;False;122;False
1123;;0;22;0;0;False;False;False;False;123;False
1124;;0;22;0;0;False;False;False;False;124;False
1125;;0;22;0;0;False;False;False;False;125;False
1126;;0;22;0;0;False;False;False;False;126;False
1127;;0;22;0;0;False;False;False;False;127;False
1128;;0;22;0;0;False;False;False;False;128;False
1129;;0;22;0;0;False;False;False;False;129;False
1130;;0;22;0;0;False;False;False;False;130;False
1131;;0;22;0;0;False;False;False;False;131;False
1132;;0;22;0;0;False;False;False;False;132;False
1133;;0;22;0;0;False;False;False;False;133;False
1134;;0;22;0;0;False;False;False;False;134;False
1135;;0;22;0;0;False;False;False;False;135;False
1136;;0;22;0;0;False;False;False;False;136;False
1137;;0;22;0;0;False;False;False;False;137;False
1138;;0;22;0;0;False;False;False;False;138;False
1139;;0;22;0;0;False;False;False;False;139;False
1140;;0;22;0;0;False;False;False;False;140;False
1141;;0;22;0;0;False;False;False;False;141;False
1142;;0;22;0;0;False;False;False;False;142;False
1143;;0;22;0;0;False;False;False;False;143;False
1144;;0;22;0;0;False;False;False;False;144;False
1145;;0;22;0;0;False;False;False;False;145;False
1146;;0;22;0;0;False;False;False;False;146;False
1147;;0;22;0;0;False;False;False;False;147;False
1148;;0;22;0;0;False;False;False;False;148;False
1149;;0;22;0;0;False;False;False;False;149;False
1150;;0;22;0;0;False;False;False;False;150;False
9999;;0;0;0;0;False;False;False;False;0;False
