Row ID;Row Name;Equipped Weapon: Left Secondary
5360;;31000000
5361;;31000000
5362;;31000000
5363;;31000000
5364;;31000000
5365;;31000000
5366;;31000000
5367;;31000000
5368;;31000000
5369;;31000000
5370;;31000000
5371;;31000000
5372;;31000000
5373;;31000000
5374;;31000000
5375;;31000000
5376;;31000000
5400;;33000000
5404;;33040000
5405;;33050000
5406;;33060000
5409;;33090000
5411;;33260000
5412;;33120000
5413;;33130000
5417;;33170000
5418;;33180000
5419;;33190000
5420;;33200000
5421;;33210000
5422;;33230000
5423;;33240000
5424;;33250000
5425;;33270000
5426;;33000000
5450;;34000000
5451;;34010000
5452;;34020000
5453;;34030000
5454;;34040000
5455;;34060000
5456;;34070000
5457;;34080000
5458;;34090000
5500;;34060000
5501;;34070000
5550;;40000000
5551;;40010000
5552;;40020000
5553;;40030000
5555;;40050000
5600;;41000000
5601;;41010000
5602;;41020000
5603;;41030000
5604;;41040000
5606;;41060000
5607;;41070000
5650;;42000000
5651;;42010000
5653;;42030000
5654;;42040000
5700;;43000000
5701;;43020000
5702;;43030000
5703;;43050000
5704;;43060000
5705;;43080000
5707;;43100000
5708;;43110000
5750;;44000000
5751;;44010000
6000;;31000000
6001;;31000000
6002;;31000000
6003;;31000000
6004;;31000000
6005;;31000000
6006;;31000000
6007;;31000000
6008;;31000000
6009;;31000000
6010;;31000000
6011;;31000000
6012;;31000000
6013;;31000000
6014;;31000000
6015;;31000000
6016;;31000000
6017;;31000000
6018;;31000000
6019;;31000000
6020;;31000000
6021;;31000000
6022;;31000000
6023;;31000000
6024;;31000000
6025;;31000000
6026;;31000000
6027;;31000000
6028;;31000000
6029;;31000000
6030;;31000000
6031;;31000000
6032;;31000000
6033;;31000000
6034;;31000000
6035;;31000000
6036;;31000000
6037;;31000000
6038;;31000000
6039;;31000000
6040;;31000000
6041;;31000000
6042;;31000000
6043;;31000000
6044;;31000000
6045;;31000000
6046;;31000000
6047;;31000000
6048;;31000000
6049;;31000000
6050;;31000000
6051;;31000000
6052;;31000000
6053;;31000000
6054;;31000000
6055;;31000000
6056;;31000000
6057;;31000000
6058;;31000000
6059;;31000000
6060;;31000000
6061;;31000000
6062;;31000000
6063;;31000000
6064;;31000000
6065;;31000000
6066;;31000000
6067;;31000000
6068;;31000000
6069;;31000000
6070;;31000000
6071;;31000000
6072;;31000000
6073;;31000000
6074;;31000000
6075;;31000000
6076;;31000000
6077;;31000000
6078;;31000000
6079;;31000000
6080;;31000000
6081;;31000000
6082;;31000000
6083;;31000000
6084;;31000000
6085;;31000000
6086;;31000000
6087;;31000000
6088;;31000000
6089;;31000000
6090;;31000000
6091;;31000000
6092;;31000000
6093;;31000000
6094;;31000000
6095;;31000000
6096;;31000000
6097;;31000000
6098;;31000000
6099;;31000000
6100;;31000000
6101;;31000000
6102;;31000000
6103;;31000000
6104;;31000000
6105;;31000000
6106;;31000000
6107;;31000000
6108;;31000000
6109;;31000000
6110;;31000000
6111;;31000000
6112;;31000000
6113;;31000000
6114;;31000000
6115;;31000000
6116;;31000000
6117;;31000000
6118;;31000000
6119;;31000000
6120;;31000000
6121;;31000000
6122;;31000000
6123;;31000000
6124;;31000000
6125;;31000000
6126;;31000000
6127;;31000000
6128;;31000000
6129;;31000000
6130;;31000000
6131;;31000000
6132;;31000000
6133;;31000000
6134;;31000000
6135;;31000000
6136;;31000000
6139;;31000000
6140;;31000000
6141;;31000000
6144;;31000000
6145;;31000000
6146;;31000000
6147;;31000000
6148;;31000000
6149;;31000000
6150;;31000000
6151;;31000000
6152;;31000000
6153;;31000000
6158;;31000000
6159;;31000000
6160;;31000000
6161;;31000000
6162;;31000000
6163;;31000000
6164;;31000000
6165;;31000000
6166;;31000000
6167;;31000000
6168;;31000000
6169;;31000000
6170;;31000000
6171;;31000000
6172;;31000000
6173;;31000000
6174;;31000000
6175;;31000000
6176;;31000000
6177;;31000000
6178;;31000000
6179;;31000000
6180;;31000000
6181;;31000000
6182;;31000000
6183;;31000000
6184;;31000000
6185;;31000000
6186;;31000000
6187;;31000000
6188;;31000000
6189;;31000000
6190;;31000000
6191;;31000000
6192;;31000000
6193;;31000000
6194;;31000000
6195;;31000000
6196;;31000000
6197;;31000000
6198;;31000000
6199;;31000000
6200;;31000000
6201;;31000000
6202;;31000000
6203;;31000000
6204;;31000000
6205;;31000000
6206;;31000000
6207;;31000000
6208;;31000000
6209;;31000000
6210;;31000000
6211;;31000000
6212;;31000000
6213;;31000000
6214;;31000000
6215;;31000000
6216;;31000000
6217;;31000000
6218;;31000000
6219;;31000000
6220;;31000000
6221;;31000000
6222;;31000000
6223;;31000000
6224;;31000000
6225;;31000000
6226;;31000000
6227;;31000000
6228;;31000000
6229;;31000000
6230;;31000000
6231;;31000000
6232;;31000000
6233;;31000000
6234;;31000000
6235;;31000000
6236;;31000000
6237;;31000000
6238;;31000000
6239;;31000000
6240;;31000000
6241;;31000000
6242;;31000000
6243;;31000000
6244;;31000000
6245;;31000000
6498;;31000000
6499;;31000000
6500;;31000000
6501;;31000000
6502;;31000000
6503;;31000000
6504;;31000000
6505;;31000000
6506;;31000000
6507;;31000000
6508;;31000000
6509;;31000000
6510;;31000000
6511;;31000000
6512;;31000000
6513;;31000000
6514;;31000000
6515;;31000000
6516;;31000000
6517;;31000000
6518;;31000000
6519;;31000000
6520;;31000000
6521;;31000000
6522;;31000000
6523;;31000000
6524;;31000000
6525;;31000000
6526;;31000000
6527;;31000000
6528;;31000000
6529;;31000000
6530;;31000000
6531;;31000000
6532;;31000000
6533;;31000000
6534;;31000000
6535;;31000000
6536;;31000000
6537;;31000000
6538;;31000000
6539;;31000000
6540;;31000000
6541;;31000000
6542;;31000000
6543;;31000000
6544;;31000000
6545;;31000000
6546;;31000000
6547;;31000000
6548;;31000000
6549;;31000000
6550;;31000000
6551;;31000000
6552;;31000000
6553;;31000000
6554;;31000000
6555;;31000000
6556;;31000000
6557;;31000000
6558;;31000000
6559;;31000000
6560;;31000000
6561;;31000000
6562;;31000000
6563;;31000000
6564;;31000000
6565;;31000000
6566;;31000000
6567;;31000000
6568;;31000000
6569;;31000000
6570;;31000000
6571;;31000000
6572;;31000000
6573;;31000000
6574;;31000000
6575;;31000000
6576;;31000000
6577;;31000000
6578;;31000000
6579;;31000000
6580;;31000000
6581;;31000000
6582;;31000000
6583;;31000000
6584;;31000000
6585;;31000000
6586;;31000000
6587;;31000000
6588;;31000000
6589;;31000000
6590;;31000000
6591;;31000000
6592;;31000000
6593;;31000000
6594;;31000000
6595;;31000000
6596;;31000000
6597;;31000000
6598;;31000000
6599;;31000000
6602;;31000000
6603;;31000000
6604;;31000000
6605;;31000000
6606;;31000000
6607;;31000000
6608;;31000000
6609;;31000000
6610;;31000000
6611;;31000000
6612;;31000000
6613;;31000000
6614;;31000000
6616;;31000000
6617;;31000000
6618;;31000000
6619;;31000000
6620;;31000000
6621;;31000000
6622;;31000000
6623;;31000000
6624;;31000000
6625;;31000000
6626;;31000000
6627;;31000000
6628;;31000000
6629;;31000000
6630;;31000000
6631;;31000000
6632;;31000000
6633;;31000000
6634;;31000000
6635;;31000000
6636;;31000000
6637;;31000000
6638;;31000000
6639;;31000000
6640;;31000000
6641;;31000000
6642;;31000000
6643;;31000000
6644;;31000000
6645;;31000000
6646;;31000000
6647;;31000000
6648;;31000000
6649;;31000000
6650;;31000000
6651;;31000000
6652;;31000000
6653;;31000000
6654;;31000000
6655;;31000000
6656;;31000000
6657;;31000000
6658;;31000000
6659;;31000000
6660;;31000000
6661;;31000000
6662;;31000000
6663;;31000000
6664;;31000000
6665;;31000000
6666;;31000000
6667;;31000000
6668;;31000000
6669;;31000000
6670;;31000000
6671;;31000000
6672;;31000000
6673;;31000000
6674;;31000000
6675;;31000000
6676;;31000000
6677;;31000000
6678;;31000000
6679;;31000000
6680;;31000000
6681;;31000000
6682;;31000000
6683;;31000000
6684;;31000000
6685;;31000000
6686;;31000000
6687;;31000000
6688;;31000000
6689;;31000000
6690;;31000000
6691;;31000000
6692;;31000000
6693;;31000000
6694;;31000000
6695;;31000000
6696;;31000000
6697;;31000000
6698;;31000000
6699;;31000000
6700;;31000000
6701;;31000000
6702;;31000000
6703;;31000000
6704;;31000000
6705;;31000000
6706;;31000000
6707;;31000000
6708;;31000000
6709;;31000000
6710;;31000000
6711;;31000000
6712;;31000000
6713;;31000000
6714;;31000000
6715;;31000000
6716;;31000000
6717;;31000000
6718;;31000000
6719;;31000000
6720;;31000000
6721;;31000000
6722;;31000000
6723;;31000000
6724;;31000000
6725;;31000000
6726;;31000000
6727;;31000000
6728;;31000000
6729;;31000000
6998;;31000000
6999;;31000000
7000;;31000000
7001;;31000000
7002;;31000000
7003;;31000000
7004;;31000000
7005;;31000000
7006;;31000000
7007;;31000000
7008;;31000000
7009;;31000000
7010;;31000000
7011;;31000000
7012;;31000000
7013;;31000000
7014;;31000000
7015;;31000000
7016;;31000000
7017;;31000000
7018;;31000000
7019;;31000000
7020;;31000000
7021;;31000000
7022;;31000000
7023;;31000000
7024;;31000000
7025;;31000000
7026;;31000000
7027;;31000000
7028;;31000000
7029;;31000000
7030;;31000000
7031;;31000000
7032;;31000000
7033;;31000000
7034;;31000000
7035;;31000000
7036;;31000000
7037;;32050000
7038;;31000000
7039;;31000000
7040;;31000000
7041;;31000000
7042;;31000000
7043;;31000000
7044;;31000000
7045;;31000000
7046;;31000000
7047;;31000000
7048;;31000000
7049;;31000000
7050;;31000000
7051;;31000000
7052;;31000000
7053;;31000000
7054;;31000000
7055;;31000000
7056;;31000000
7057;;31000000
7058;;31000000
7059;;31000000
7060;;31000000
7061;;31000000
7062;;31000000
7063;;31000000
7064;;31000000
7065;;31000000
7066;;31000000
7067;;31000000
7068;;31000000
7069;;31000000
7100;;31000000
7101;;31000000
7102;;31000000
7103;;31000000
7104;;31000000
7105;;31000000
7106;;31000000
7107;;31000000
7108;;31000000
7109;;31000000
7110;;31000000
7111;;31000000
7112;;31000000
7113;;31000000
7114;;31000000
7115;;31000000
7116;;31000000
7117;;31000000
7118;;31000000
7119;;31000000
7120;;31000000
7121;;31000000
7122;;31000000
7123;;31000000
7124;;31000000
7125;;31000000
7126;;31000000
7127;;31000000
7128;;31000000
7129;;31000000
7130;;31000000
7131;;31000000
7132;;31000000
7133;;31000000
7134;;31000000
7135;;31000000
7136;;31000000
7137;;31000000
7138;;31000000
7139;;31000000
7140;;31000000
7141;;31000000
7142;;31000000
7143;;31000000
7144;;31000000
7145;;31000000
7146;;31000000
7147;;31000000
7148;;31000000
7149;;32050000
7150;;31000000
7151;;31000000
7152;;31000000
7153;;31000000
7154;;31000000
7155;;31000000
7156;;31000000
7157;;31000000
7158;;31000000
7159;;31000000
7160;;31000000
7161;;31000000
7162;;31000000
7163;;31000000
7164;;31000000
7165;;31000000
7166;;31000000
7167;;31000000
7168;;31000000
7169;;31000000
7170;;31000000
7171;;31000000
7172;;31000000
7173;;31000000
7174;;31000000
7175;;31000000
7176;;31000000
7177;;31000000
7178;;31000000
7179;;31000000
7180;;31000000
7181;;31000000
7182;;31000000
7183;;31000000
7184;;31000000
7185;;31000000
7186;;31000000
7187;;31000000
7188;;31000000
7189;;31000000
7190;;31000000
7191;;31000000
7192;;31000000
7193;;31000000
7194;;31000000
7195;;31000000
7196;;31000000
7197;;31000000
7198;;31000000
7199;;31000000
7200;;31000000
7300;;30100000
7301;;30100000
7302;;30100000
7303;;30100000
7304;;30100000
7305;;30100000
7306;;30100000
7307;;30100000
7308;;30100000
7309;;30100000
7310;;30100000
7311;;30100000
7312;;30100000
7313;;30100000
7314;;30100000
7315;;30100000
7316;;30100000
7317;;30100000
7318;;30100000
7319;;30100000
7320;;30100000
7321;;30100000
7322;;30100000
7323;;30100000
7324;;33000000
7325;;34000000
7326;;34000000
7327;;34000000
7328;;34000000
7329;;34000000
7400;;30100000
7401;;30100000
7402;;30100000
7403;;30100000
7404;;33000000
7405;;30100000
7406;;30100000
7407;;30100000
7408;;30100000
7409;;33000000
7410;;30100000
7411;;30100000
7412;;30100000
7500;;100
7501;;173
7502;;101
7503;;125
7504;;128
7505;;129
7506;;218
7508;;130
7509;;131
7510;;146
7511;;163
7512;;164
7513;;132
7515;;133
7516;;126
7518;;166
7519;;174
7520;;121
7521;;175
7523;;185
7530;;194
7533;;183
7534;;168
7535;;176
7536;;116
7538;;142
7539;;143
7540;;143
7541;;143
7542;;143
7543;;143
7560;;103
7561;;124
7562;;104
7563;;105
7564;;106
7565;;165
7566;;108
7567;;135
7568;;127
7569;;137
7570;;138
7571;;134
7572;;139
7574;;112
7575;;123
7576;;144
7577;;120
7578;;118
7579;;169
7580;;170
7581;;177
7582;;178
7583;;122
7584;;113
7585;;181
7586;;184
7587;;109
7588;;136
7589;;171
7590;;179
7591;;117
7592;;202
7593;;13000000
7595;;106
7600;;110
7601;;111
7610;;140
7612;;141
7620;;190
7621;;191
7623;;167
7624;;115
7630;;192
7640;;114
7641;;102
7650;;155
7651;;156
7652;;157
7653;;158
7654;;159
7655;;160
7656;;161
7660;;157
7661;;157
7662;;157
7670;;119
7700;;97310000
7701;;97360000
7702;;97380000
7703;;97390000
7704;;97400000
7705;;97310000
7706;;97360000
7710;;97310000
7711;;97360000
7712;;97370000
7713;;97380000
7714;;97390000
7715;;97400000
7716;;97310000
7801;;98720000
7802;;98730000
7803;;98740000
7805;;98760000
7900;;23
7901;;84
7902;;90
7910;;35000000
7911;;35000000
7912;;35000000
7913;;35000000
7914;;35000000
7915;;35000000
8000;;41000000
8001;;41000000
8002;;41000000
8003;;41000000
8004;;41000000
8005;;41000000
8006;;41000000
8007;;41000000
8008;;41000000
8009;;41000000
8010;;41000000
8011;;41000000
8012;;41000000
8013;;41000000
8014;;41000000
8015;;41000000
8016;;41000000
8017;;41000000
8018;;41000000
8019;;41000000
8020;;41000000
8021;;41000000
8022;;41000000
8023;;41000000
8024;;41000000
8025;;41000000
8026;;41000000
8027;;41000000
8028;;41000000
8029;;41000000
8030;;41000000
8031;;41000000
8032;;41000000
8033;;41000000
8034;;41000000
8035;;41000000
8036;;41000000
8037;;41000000
8038;;41000000
8039;;41000000
8040;;41000000
8041;;41000000
8042;;41000000
8043;;41000000
8044;;41000000
8045;;41000000
8046;;41000000
8047;;41000000
8048;;41000000
8049;;41000000
8050;;41000000
8051;;41000000
8052;;41000000
8053;;41000000
8054;;41000000
8055;;41000000
8056;;41000000
8057;;41000000
8058;;41000000
8059;;41000000
8060;;41000000
8061;;41000000
8062;;41000000
8063;;41000000
8064;;41000000
8065;;41000000
8066;;41000000
8067;;41000000
8068;;41000000
8069;;41000000
8070;;41000000
8071;;41000000
8072;;41000000
8073;;41000000
8074;;41000000
8075;;41000000
8076;;41000000
8077;;41000000
8078;;41000000
8079;;41000000
8080;;41000000
8081;;41000000
8082;;41000000
8083;;41000000
8084;;41000000
8085;;41000000
8086;;41000000
8087;;41000000
8088;;41000000
8089;;41000000
8090;;41000000
8091;;41000000
8092;;41000000
8093;;41000000
8094;;41000000
8095;;41000000
8096;;41000000
8097;;41000000
8098;;41000000
8099;;41000000
8100;;41000000
8101;;41000000
8102;;41000000
8103;;41000000
8104;;41000000
8105;;41000000
8106;;41000000
8107;;41000000
8108;;41000000
8109;;41000000
8110;;41000000
8111;;41000000
8112;;41000000
8113;;41000000
8114;;41000000
8115;;41000000
8116;;41000000
8400;;2000000
8401;;2000000
8402;;2000000
8403;;2000000
8404;;2000000
8405;;2000000
8406;;2000000
8407;;2000000
8408;;2000000
8409;;2000000
8410;;2000000
8411;;2000000
8412;;2000000
8413;;2000000
8414;;2000000
8415;;2000000
8416;;2000000
8417;;2000000
8418;;2000000
8419;;2000000
8420;;2000000
8421;;2000000
8422;;2000000
8423;;2000000
8424;;2000000
8425;;2000000
8426;;2000000
8427;;2000000
8428;;2000000
8429;;2000000
8430;;2000000
8431;;2000000
8432;;2000000
8433;;2000000
8434;;2000000
8435;;2000000
8436;;2000000
8437;;2000000
8438;;2000000
8439;;2000000
8440;;2000000
8441;;2000000
8442;;2000000
8443;;2000000
8444;;2000000
8445;;2000000
8446;;2000000
8447;;2000000
8448;;2000000
8449;;2000000
8450;;2000000
8499;;2000000
8500;;41000000
8501;;41000000
8502;;41000000
8503;;41000000
8504;;41000000
8505;;41000000
8506;;41000000
8507;;41000000
8508;;41000000
8509;;41000000
8510;;41000000
8511;;41000000
8512;;41000000
8513;;41000000
8514;;41000000
8515;;41000000
8516;;41000000
8517;;41000000
8518;;41000000
8519;;41000000
8520;;41000000
8521;;41000000
8522;;41000000
8523;;41000000
8524;;41000000
8525;;41000000
8526;;41000000
8539;;41000000
8540;;41000000
8545;;41000000
8546;;41000000
8547;;41000000
8548;;41000000
8549;;41000000
8550;;41000000
8551;;41000000
8552;;41000000
8553;;35000000
8554;;35000000
8555;;35000000
8556;;35000000
8557;;35000000
8558;;35000000
8559;;35000000
8560;;35000000
8561;;35000000
8562;;35000000
8563;;35000000
8564;;35000000
8565;;35000000
8566;;35000000
8567;;35000000
8568;;35000000
8569;;35000000
8570;;35000000
8571;;35000000
8572;;35000000
8573;;35000000
8574;;35000000
8575;;35000000
8576;;35000000
8577;;35000000
8578;;35000000
8579;;35000000
8580;;35000000
8581;;35000000
8582;;35000000
8583;;35000000
8584;;35000000
8585;;35000000
8586;;35000000
8587;;35000000
8588;;35000000
8600;;41000000
8601;;41000000
8602;;41000000
8603;;41000000
8604;;41000000
8605;;41000000
8606;;41000000
8607;;41000000
8608;;41000000
8609;;41000000
8610;;41000000
8611;;2000000
8612;;2000000
8613;;2000000
8614;;30000000
8615;;41000000
8616;;41000000
8617;;41000000
8618;;41000000
8619;;41000000
8620;;41000000
8621;;41000000
8622;;41000000
8623;;41000000
8624;;41000000
8625;;41000000
8700;;31000000
8701;;31000000
8702;;31000000
8703;;31000000
8704;;31000000
8705;;31000000
8706;;31000000
8707;;31000000
8708;;31000000
8709;;31000000
8710;;31000000
8711;;31000000
8712;;31000000
8713;;31000000
8714;;31000000
8715;;31000000
8716;;31000000
8720;;31000000
8721;;31000000
8722;;31000000
8723;;31000000
8730;;43050000
8731;;43050000
8732;;43050000
8733;;43050000
8734;;43050000
8735;;43050000
8736;;43050000
8737;;43050000
8738;;43050000
8739;;43050000
8750;;44010000
8751;;44010000
8800;;2000000
8801;;2000000
8802;;2000000
8803;;2000000
8804;;2000000
8805;;2000000
8806;;2000000
8807;;2000000
8808;;2000000
8809;;2000000
8810;;2000000
8811;;2000000
8812;;2000000
8813;;2000000
8814;;2000000
8815;;2000000
8816;;2000000
8817;;2000000
8818;;2000000
8819;;2000000
8820;;2000000
9000;;41000000
9001;;33000000
9002;;33000000
9003;;33000000
9004;;41000000
9005;;33000000
9006;;41000000
9007;;41000000
9008;;41000000
9010;;41000000
9011;;41000000
9020;;41000000
9030;;41000000
9031;;41000000
9032;;41000000
9033;;41000000
9035;;41000000
9036;;41000000
9037;;41000000
9038;;41000000
9039;;41000000
9040;;41000000
9041;;41000000
9042;;41000000
9043;;41000000
9044;;41000000
9046;;41000000
9048;;41000000
9050;;41000000
9051;;24000000
9052;;41000000
9055;;41000000
9057;;41000000
9058;;24000000
9059;;41000000
9060;;41000002
9062;;41000000
9064;;41000000
9075;;31000000
9076;;31000000
9090;;41000000
9100;;41000000
9101;;41000000
9102;;41000000
9103;;41000000
9104;;41000000
9105;;41000000
9106;;41000000
9107;;41000000
9108;;41000000
9109;;41000000
9110;;41000000
9111;;41000000
9113;;41000000
9114;;41000000
9115;;41000000
9116;;41000000
9117;;41000000
9118;;41000000
9119;;41000000
9120;;41000000
9121;;41000000
9122;;41000000
9123;;41000000
9124;;41000000
9125;;41000000
9126;;41000000
9130;;41000000
9131;;41000000
9132;;41000000
9133;;41000000
9134;;41000000
9135;;41000000
9136;;41000000
9137;;41000000
9138;;41000000
9139;;41000000
9140;;41000000
9141;;41000000
9142;;41000000
9143;;41000000
9144;;41000000
9145;;41000000
9146;;41000000
9147;;41000000
