Row ID;Row Name;Target Flag State - Multiplayer Start Limit ID [1]
1500001;;False
1500002;;False
1500003;;False
1500004;;False
1500005;;False
1500010;;False
1500011;;False
1500012;;False
1500090;;False
1600000;;False
1600001;;False
1600002;;False
1600003;;False
1600004;;False
1600005;;False
1600006;;False
1600010;;False
1600011;;False
1600012;;False
1600013;;False
1600014;;False
1600015;;False
1600016;;False
1600017;;False
1600020;;False
1600021;;False
1600022;;False
1600023;;False
1600024;;False
1600025;;False
1800000;;False
1800001;;False
1800002;;False
1800010;;False
1800090;;False
1900000;;False
1900001;;False
3000000;;False
3000001;;False
3001000;;True
3001001;;True
3002000;;False
3002001;;False
3003000;;False
3003001;;False
3004000;;False
3004001;;False
3005000;;False
3005001;;True
3005010;;True
3006000;;True
3006001;;True
3007000;;True
3007001;;True
3008000;;True
3008001;;True
3008002;;True
3008003;;True
3009000;;True
3009001;;True
3009002;;True
3009003;;True
3009004;;True
3010000;;True
3010001;;True
3010002;;True
3010003;;True
3011000;;True
3011001;;True
3012000;;True
3012001;;True
3013000;;True
3013001;;True
3013090;;False
3013091;;False
3014000;;True
3014001;;True
3015000;;True
3015001;;True
3016000;;True
3016001;;True
3016002;;True
3016003;;True
3017000;;True
3017001;;True
3017002;;True
3017003;;True
3017004;;True
3017005;;True
3018000;;True
3018001;;True
3018002;;True
3018003;;True
3018004;;True
3019000;;True
3019001;;True
3020000;;True
3020001;;True
3020002;;True
3020003;;True
3020004;;True
3100000;;True
3100001;;True
3101000;;True
3101001;;True
3102000;;False
3102001;;False
3103000;;False
3103001;;False
3104000;;False
3104001;;False
3105000;;False
3105001;;False
3105002;;False
3105003;;False
3105090;;False
3106000;;False
3106001;;False
3106002;;False
3106090;;False
3107000;;False
3107001;;False
3107002;;False
3107003;;False
3107004;;False
3109000;;False
3109001;;False
3110000;;False
3110001;;False
3110002;;False
3111000;;False
3111001;;False
3111002;;False
3112000;;False
3112001;;False
3112002;;False
3112003;;False
3115000;;False
3115001;;False
3115090;;False
3117000;;False
3117001;;False
3117002;;False
3117003;;False
3117004;;False
3118000;;False
3118001;;False
3119000;;False
3119001;;True
3119010;;True
3120000;;False
3120001;;False
3120002;;False
3121000;;False
3121001;;False
3121002;;False
3121090;;False
3122000;;False
3122001;;False
3200000;;False
3200001;;False
3201000;;False
3201001;;False
3202000;;False
3202001;;False
3204000;;False
3204001;;False
3205000;;False
3205001;;False
3207000;;False
3207001;;False
3207002;;False
3207003;;False
3207090;;False
3208000;;False
3208001;;False
3211000;;False
3211001;;False
3211002;;False
3410000;;False
3410001;;False
3410002;;False
3410003;;False
3410004;;False
3410090;;False
3411000;;False
3411001;;False
3411002;;False
3411003;;False
3411004;;False
3411005;;False
3411006;;False
3411007;;False
3411090;;False
3412000;;False
3412001;;False
3412002;;False
3412003;;False
3412010;;False
3412011;;False
3412012;;False
3412013;;False
3412090;;False
3413003;;False
3413010;;False
3413011;;False
3413012;;False
3413013;;False
3413090;;False
3413091;;False
3414000;;False
3414001;;False
3414002;;False
3414010;;False
3414011;;False
3414012;;False
3414013;;False
3414014;;False
3415090;;False
3500000;;False
3500001;;False
3500002;;False
3500003;;False
3500004;;False
3500005;;False
3500006;;False
3500007;;False
3500008;;False
3500009;;False
3500010;;False
3500011;;False
3500090;;False
3500091;;False
3500092;;False
3920000;;False
3920001;;False
3920002;;False
3920003;;False
3920004;;False
6000000;;False
6100000;;False
6100001;;False
6100002;;False
6100003;;False
6100004;;False
6100010;;False
6100090;;False
6101000;;False
6101010;;False
6102000;;False
6102001;;False
6102002;;False
6102020;;False
6200000;;False
6200001;;False
6200002;;False
6200003;;False
6200004;;False
6200005;;False
6200006;;False
6200007;;False
6200008;;False
6200010;;False
6200020;;False
6200090;;False
6201000;;False
6202000;;False
6300000;;False
6300001;;False
6300002;;False
6300003;;False
6300004;;False
6300005;;False
6300010;;False
6300020;;False
6300030;;False
6300040;;False
6301000;;False
6301090;;False
6302000;;False
6302001;;False
6302002;;False
6400000;;False
6400001;;False
6400002;;False
6400003;;False
6400010;;False
6400020;;False
6400030;;False
6400040;;False
6400090;;False
6401000;;False
6402000;;False
6402001;;False
6500000;;False
6500001;;False
6500010;;False
6500090;;False
6501000;;False
6501001;;False
6501002;;False
6501003;;False
6501010;;False
6502000;;False
6502010;;False
6503000;;False
