Row ID;Row Name;Lock Camera Param ID
35700028;Godskin Noble [Tier 11];3570
35700038;Godskin Noble [Boss] - Mt. Gelmir (Volcano Manor);3570
35700100;Godskin Noble;3570
35700172;Godskin Noble [Boss] - Crumbling Farum Azula;3570
35700950;Godskin Noble [Boss] - Mountaintops of the Giants (Spiritcaller Cave);3570
36000000;Alabaster Lord;3600
36000010;Alabaster Lord [Tier 2];3600
36000012;Alabaster Lord [Tier 3];3600
36000024;Alabaster Lord [Tier 7];3600
36000052;Alabaster Lord [Tier 17];3600
36000062;Alabaster Lord [Tier 12];3600
36001000;Alabaster Lord;3600
36001052;Alabaster Lord [Tier 17];3600
36001920;Alabaster Lord [Boss] - Liurnia;3600
36001933;Onyx Lord [Boss] - Altus Plateau;3600
36200000;Large Oracle Envoy;3620
36200034;Large Oracle Envoy [Tier 11];3620
36200054;Large Oracle Envoy [Tier 19];3620
36300000;Giant Oracle Envoy;3630
36300054;Giant Oracle Envoy [Tier 19];3630
36640000;Cemetery Shade;3664
36640012;Cemetery Shade [Boss] - Limgrave (Tombsward Catacombs);3664
36640032;Cemetery Shade;3664
36640035;Cemetery Shade;3664
36640040;Cemetery Shade [Boss] - Caelid (Caelid Catacombs);3664
36640920;Cemetery Shade [Boss] - Liurnia (Black Knife Catacombs);3664
36700000;Albinauric Lookout;3670
36700042;Albinauric Lookout;3670
36700100;Albinauric Lookout;3670
36700120;Albinauric Lookout;3670
36700134;Albinauric Lookout;3670
36701000;Albinauric Lookout;3670
36701021;Albinauric Lookout;3670
36701038;Albinauric Lookout;3670
36701042;Albinauric Lookout;3670
36701100;Albinauric Lookout;3670
36701120;Albinauric Lookout;3670
36701121;Albinauric Lookout;3670
36701138;Albinauric Lookout;3670
36701200;Albinauric Lookout;3670
36702000;Albinauric Lookout;3670
36702038;Albinauric Lookout;3670
36702051;Albinauric Lookout;3670
36702100;Albinauric Lookout;3670
36702138;Albinauric Lookout;3670
36702151;Albinauric Lookout;3670
36702200;Albinauric Lookout;3670
36702238;Albinauric Lookout;3670
36702251;Albinauric Lookout;3670
36703000;Albinauric Lookout;3670
36703034;Albinauric Lookout;3670
36703038;Albinauric Lookout;3670
36703051;Albinauric Lookout;3670
36704000;Albinauric Lookout;3670
36704020;Albinauric Lookout;3670
36708000;Albinauric Lookout;3670
36708020;Albinauric Lookout;3670
36709000;Albinauric Lookout;3670
36709020;Albinauric Lookout;3670
36709120;Albinauric Lookout;3670
36709920;Albinauric Lookout;3670
37040000;Battlemage;3704
37040020;Battlemage;3704
37040040;Battlemage;3704
37040054;Battlemage;3704
37040800;Battlemage;3704
37040830;Battlemage;3704
37040940;Battlemage Hugues [Boss] - Caelid;3704
38100000;Kindred of Rot;3810
38100040;Kindred of Rot;3810
38100056;Kindred of Rot;3810
38100062;Kindred of Rot;3810
38100932;Kindred of Rot [Boss] - Mt. Gelmir (Seethewater Cave);3810
38101000;Kindred of Rot;3810
38101040;Kindred of Rot;3810
38101056;Kindred of Rot;3810
38102000;Kindred of Rot;3810
38102056;Kindred of Rot;3810
38102932;Kindred of Rot [Boss] - Mt. Gelmir (Seethewater Cave);3810
38103000;Kindred of Rot;3810
38103040;Kindred of Rot;3810
38103056;Kindred of Rot;3810
38109000;Kindred of Rot;3810
38109040;Kindred of Rot;3810
39100000;Fire Prelate;3910
39100032;Fire Prelate;3910
39100050;Fire Prelate;3910
39100100;Fire Prelate;3910
39100150;Fire Prelate;3910
39100200;Fire Prelate;3910
39100250;Fire Prelate;3910
39101000;Fire Prelate;3910
39101050;Fire Prelate;3910
39101100;Fire Prelate;3910
39101150;Fire Prelate;3910
39504000;Man-Serpent;3950
39504038;Man-Serpent;3950
39509000;Man-Serpent;3950
39509038;Man-Serpent;3950
39509138;Man-Serpent;3950
40200000;Royal Revenant;4020
40200003;Royal Revenant;4020
40200020;Royal Revenant;4020
40200022;Royal Revenant;4020
40200030;Royal Revenant;4020
40200031;Royal Revenant;4020
40200035;Royal Revenant;4020
40200040;Royal Revenant;4020
40200056;Royal Revenant;4020
40200100;Royal Revenant;4020
40200130;Royal Revenant;4020
40200920;Royal Revenant [Boss] - Liurnia (Kingsrealm Ruins);4020
40208000;Royal Revenant;4020
40208020;Royal Revenant;4020
40208022;Royal Revenant;4020
40208030;Royal Revenant;4020
40208031;Royal Revenant;4020
40208035;Royal Revenant;4020
40208040;Royal Revenant;4020
40208056;Royal Revenant;4020
40208100;Royal Revenant;4020
40208122;Royal Revenant;4020
40208130;Royal Revenant;4020
40208131;Royal Revenant;4020
40208156;Royal Revenant;4020
40208200;Royal Revenant;4020
40208230;Royal Revenant;4020
40208256;Royal Revenant;4020
40208300;Royal Revenant;4020
40208356;Royal Revenant;4020
40208400;Royal Revenant;4020
40208456;Royal Revenant;4020
40600000;Horse;4060
40600010;Horse;4060
40600052;Horse;4060
40800000;Rat;4080
40800010;Rat;4080
40800012;Rat;4080
40800013;Rat;4080
40800014;Rat;4080
40800020;Rat;4080
40800028;Rat;4080
40800030;Rat;4080
40800032;Rat;4080
40800034;Rat;4080
40800035;Rat;4080
40800040;Rat;4080
40800042;Rat;4080
40800050;Rat;4080
40800051;Rat;4080
40800052;Rat;4080
40800054;Rat;4080
40800064;Rat;4080
40800065;Rat;4080
40800100;Rat;4080
40800134;Rat;4080
40800210;Rat;4080
40800212;Rat;4080
40800300;Rat;4080
40800312;Rat;4080
40800320;Rat;4080
40800352;Rat;4080
41200000;Demi-Human Beastman;4120
41200009;Demi-Human Beastman;4120
41200012;Demi-Human Beastman;4120
41200020;Demi-Human Beastman;4120
41200030;Demi-Human Beastman;4120
41200032;Demi-Human Beastman;4120
41200040;Demi-Human Beastman;4120
41200042;Demi-Human Beastman;4120
41200050;Demi-Human Beastman;4120
41200100;Demi-Human Beastman;4120
41200910;Demi-Human Beastman [Boss] - Limgrave (Coastal Cave);4120
41300000;Demi-Human Queen;4130
41300012;Demi-Human Queen;4130
41300032;Demi-Human Queen [Boss] - Mt. Gelmir (Hermit Village);4130
41301000;Demi-Human Queen;4130
41301030;Demi-Human Queen [Boss] - Altus Plateau (Lux Ruins);4130
41301932;Demi-Human Queen [Boss] - Mt. Gelmir (Volcano Cave);4130
41900000;Large Tear Scarab;4190
41900050;Large Tear Scarab;4190
41900052;Large Tear Scarab;4190
41901000;Large Tear Scarab;4190
41901050;Large Tear Scarab;4190
41901052;Large Tear Scarab;4190
41902000;Large Tear Scarab;4190
41902020;Large Tear Scarab;4190
41902032;Large Tear Scarab;4190
41902050;Large Tear Scarab;4190
41902052;Large Tear Scarab;4190
41902100;Large Tear Scarab;4190
41902150;Large Tear Scarab;4190
41902152;Large Tear Scarab;4190
41902200;Large Tear Scarab;4190
41902250;Large Tear Scarab;4190
41902252;Large Tear Scarab;4190
41903000;Large Tear Scarab;4190
41903050;Large Tear Scarab;4190
41903052;Large Tear Scarab;4190
41903100;Large Tear Scarab;4190
41903150;Large Tear Scarab;4190
41903152;Large Tear Scarab;4190
41903200;Large Tear Scarab;4190
41903250;Large Tear Scarab;4190
41903252;Large Tear Scarab;4190
41904000;Large Tear Scarab;4190
41904050;Large Tear Scarab;4190
41904052;Large Tear Scarab;4190
41904100;Large Tear Scarab;4190
41904150;Large Tear Scarab;4190
41904152;Large Tear Scarab;4190
41904200;Large Tear Scarab;4190
41904250;Large Tear Scarab;4190
41904252;Large Tear Scarab;4190
41905000;Large Tear Scarab;4190
41905050;Large Tear Scarab;4190
41905052;Large Tear Scarab;4190
41905100;Large Tear Scarab;4190
41905200;Large Tear Scarab;4190
41905364;Large Tear Scarab;4190
41906110;Large Tear Scarab;4190
41907310;Large Tear Scarab;4190
41908110;Large Tear Scarab;4190
41909112;Large Tear Scarab;4190
41910000;Tear Scarab;4191
41910010;Tear Scarab;4191
41910012;Tear Scarab;4191
41910020;Tear Scarab;4191
41910022;Tear Scarab;4191
41910030;Tear Scarab;4191
41910032;Tear Scarab;4191
41910035;Tear Scarab;4191
41910040;Tear Scarab;4191
41910041;Tear Scarab;4191
41910050;Tear Scarab;4191
41910052;Tear Scarab;4191
41910054;Tear Scarab;4191
41910056;Tear Scarab;4191
41910060;Tear Scarab;4191
41910062;Tear Scarab;4191
41910064;Tear Scarab;4191
41910065;Tear Scarab;4191
41910066;Tear Scarab;4191
41910068;Tear Scarab;4191
41911000;Tear Scarab;4191
41911010;Tear Scarab;4191
41911020;Tear Scarab;4191
41911022;Tear Scarab;4191
41911030;Tear Scarab;4191
41911035;Tear Scarab;4191
41911050;Tear Scarab;4191
41911052;Tear Scarab;4191
41911054;Tear Scarab;4191
41911056;Tear Scarab;4191
41911060;Tear Scarab;4191
41911062;Tear Scarab;4191
41911064;Tear Scarab;4191
41911065;Tear Scarab;4191
41911066;Tear Scarab;4191
41911068;Tear Scarab;4191
41912000;Tear Scarab;4191
41912010;Tear Scarab;4191
41912012;Tear Scarab;4191
41912014;Tear Scarab;4191
41912020;Tear Scarab;4191
41912024;Tear Scarab;4191
41912030;Tear Scarab;4191
41912032;Tear Scarab;4191
41912033;Tear Scarab;4191
41912034;Tear Scarab;4191
41912040;Tear Scarab;4191
41912041;Tear Scarab;4191
41912042;Tear Scarab;4191
41912050;Tear Scarab;4191
41912052;Tear Scarab;4191
41912054;Tear Scarab;4191
41912056;Tear Scarab;4191
41912060;Tear Scarab;4191
41912062;Tear Scarab;4191
41912064;Tear Scarab;4191
41912065;Tear Scarab;4191
41912066;Tear Scarab;4191
41912068;Tear Scarab;4191
41912072;Tear Scarab;4191
41912100;Tear Scarab;4191
41912150;Tear Scarab;4191
41912152;Tear Scarab;4191
41912160;Tear Scarab;4191
41912162;Tear Scarab;4191
41912164;Tear Scarab;4191
41912165;Tear Scarab;4191
41912166;Tear Scarab;4191
41912168;Tear Scarab;4191
41912200;Tear Scarab;4191
41912220;Tear Scarab;4191
41912230;Tear Scarab;4191
41912233;Tear Scarab;4191
41912240;Tear Scarab;4191
41912250;Tear Scarab;4191
41912252;Tear Scarab;4191
41912260;Tear Scarab;4191
41912262;Tear Scarab;4191
41912264;Tear Scarab;4191
41912265;Tear Scarab;4191
41912266;Tear Scarab;4191
41912268;Tear Scarab;4191
41913000;Tear Scarab;4191
41913014;Tear Scarab;4191
41913020;Tear Scarab;4191
41913024;Tear Scarab;4191
41913032;Tear Scarab;4191
41913035;Tear Scarab;4191
41913050;Tear Scarab;4191
41913052;Tear Scarab;4191
41913054;Tear Scarab;4191
41913056;Tear Scarab;4191
41913060;Tear Scarab;4191
41913062;Tear Scarab;4191
41913064;Tear Scarab;4191
41913065;Tear Scarab;4191
41913066;Tear Scarab;4191
41913068;Tear Scarab;4191
41913072;Tear Scarab;4191
41913100;Tear Scarab;4191
41913150;Tear Scarab;4191
41913152;Tear Scarab;4191
41913160;Tear Scarab;4191
41913162;Tear Scarab;4191
41913164;Tear Scarab;4191
41913165;Tear Scarab;4191
41913166;Tear Scarab;4191
41913168;Tear Scarab;4191
41913200;Tear Scarab;4191
41913250;Tear Scarab;4191
41913252;Tear Scarab;4191
41913260;Tear Scarab;4191
41913262;Tear Scarab;4191
41913264;Tear Scarab;4191
41913265;Tear Scarab;4191
41913266;Tear Scarab;4191
41913268;Tear Scarab;4191
41914000;Tear Scarab;4191
41914012;Tear Scarab;4191
41914014;Tear Scarab;4191
41914020;Tear Scarab;4191
41914030;Tear Scarab;4191
41914032;Tear Scarab;4191
41914034;Tear Scarab;4191
41914040;Tear Scarab;4191
41914042;Tear Scarab;4191
41914050;Tear Scarab;4191
41914052;Tear Scarab;4191
41914054;Tear Scarab;4191
41914056;Tear Scarab;4191
41914060;Tear Scarab;4191
41914062;Tear Scarab;4191
41914064;Tear Scarab;4191
41914065;Tear Scarab;4191
41914066;Tear Scarab;4191
41914068;Tear Scarab;4191
41914072;Tear Scarab;4191
41914100;Tear Scarab;4191
41914150;Tear Scarab;4191
41914152;Tear Scarab;4191
41914160;Tear Scarab;4191
41914162;Tear Scarab;4191
41914164;Tear Scarab;4191
41914165;Tear Scarab;4191
41914166;Tear Scarab;4191
41914168;Tear Scarab;4191
41914200;Tear Scarab;4191
41914212;Tear Scarab;4191
41914250;Tear Scarab;4191
41914252;Tear Scarab;4191
41914260;Tear Scarab;4191
41914262;Tear Scarab;4191
41914264;Tear Scarab;4191
41914265;Tear Scarab;4191
41914266;Tear Scarab;4191
41914268;Tear Scarab;4191
41915000;Tear Scarab;4191
41915010;Tear Scarab;4191
41915020;Tear Scarab;4191
41915026;Tear Scarab;4191
41915030;Tear Scarab;4191
41915035;Tear Scarab;4191
41915038;Tear Scarab;4191
41915040;Tear Scarab;4191
41915042;Tear Scarab;4191
41915050;Tear Scarab;4191
41915052;Tear Scarab;4191
41915062;Tear Scarab;4191
41915065;Tear Scarab;4191
41915066;Tear Scarab;4191
41915100;Tear Scarab;4191
41915150;Tear Scarab;4191
41915200;Tear Scarab;4191
41915220;Tear Scarab;4191
41915535;Tear Scarab;4191
41915540;Tear Scarab;4191
41915542;Tear Scarab;4191
41915554;Tear Scarab;4191
41915560;Tear Scarab;4191
41915562;Tear Scarab;4191
41915564;Tear Scarab;4191
41915565;Tear Scarab;4191
41915566;Tear Scarab;4191
41915568;Tear Scarab;4191
41916160;Tear Scarab;4191
41916162;Tear Scarab;4191
41916164;Tear Scarab;4191
41916165;Tear Scarab;4191
41916166;Tear Scarab;4191
41917364;Tear Scarab;4191
41917365;Tear Scarab;4191
41917366;Tear Scarab;4191
41918062;Tear Scarab;4191
41918064;Tear Scarab;4191
41918065;Tear Scarab;4191
41918066;Tear Scarab;4191
41918068;Tear Scarab;4191
41918120;Tear Scarab;4191
41918140;Tear Scarab;4191
41918940;Tear Scarab;4191
41919062;Tear Scarab;4191
41919064;Tear Scarab;4191
41919065;Tear Scarab;4191
41919068;Tear Scarab;4191
41919140;Tear Scarab;4191
41920000;Ash Scarab;4192
41920040;Ash Scarab;4192
41920042;Ash Scarab;4192
41921000;Ash Scarab;4192
41921040;Ash Scarab;4192
41921042;Ash Scarab;4192
41922000;Ash Scarab;4192
41922020;Ash Scarab;4192
41922050;Ash Scarab;4192
41922052;Ash Scarab;4192
41922200;Ash Scarab;4192
41922250;Ash Scarab;4192
41922252;Ash Scarab;4192
41923000;Ash Scarab;4192
41923050;Ash Scarab;4192
41923052;Ash Scarab;4192
41923200;Ash Scarab;4192
41923250;Ash Scarab;4192
41923252;Ash Scarab;4192
41924000;Ash Scarab;4192
41924050;Ash Scarab;4192
41924052;Ash Scarab;4192
41924200;Ash Scarab;4192
41924250;Ash Scarab;4192
41924252;Ash Scarab;4192
41925000;Ash Scarab;4192
41925050;Ash Scarab;4192
41925052;Ash Scarab;4192
41925200;Ash Scarab;4192
41925250;Ash Scarab;4192
41927064;Ash Scarab;4192
42200000;Giant Land Octopus;4220
42200010;Giant Land Octopus;4220
42200012;Giant Land Octopus;4220
42200020;Giant Land Octopus;4220
42200026;Giant Land Octopus;4220
42200032;Giant Land Octopus;4220
42200040;Giant Land Octopus;4220
42200050;Giant Land Octopus;4220
42200052;Giant Land Octopus;4220
42200064;Giant Land Octopus;4220
42400000;Large Fingercreeper;4240
42400020;Large Fingercreeper;4240
42400021;Large Fingercreeper;4240
42400032;Large Fingercreeper;4240
42400034;Large Fingercreeper;4240
42400035;Large Fingercreeper;4240
42400100;Large Fingercreeper;4240
42400150;Large Fingercreeper;4240
42400200;Large Fingercreeper;4240
42400221;Large Fingercreeper;4240
42405000;Large Fingercreeper;4240
42405050;Large Fingercreeper;4240
42405100;Large Fingercreeper;4240
42405150;Large Fingercreeper;4240
42405200;Large Fingercreeper;4240
42405250;Large Fingercreeper;4240
42405300;Large Fingercreeper;4240
42405350;Large Fingercreeper;4240
42405400;Large Fingercreeper;4240
42405450;Large Fingercreeper;4240
42405500;Large Fingercreeper;4240
42405550;Large Fingercreeper;4240
42405600;Large Fingercreeper;4240
42405650;Large Fingercreeper;4240
42405700;Large Fingercreeper;4240
42405750;Large Fingercreeper;4240
42405800;Large Fingercreeper;4240
42405850;Large Fingercreeper;4240
42406000;Large Fingercreeper;4240
42406050;Large Fingercreeper;4240
42406100;Large Fingercreeper;4240
42406150;Large Fingercreeper;4240
42406200;Large Fingercreeper;4240
42406250;Large Fingercreeper;4240
42406300;Large Fingercreeper;4240
42406350;Large Fingercreeper;4240
42406400;Large Fingercreeper;4240
42406450;Large Fingercreeper;4240
42407000;Large Fingercreeper;4240
42407020;Large Fingercreeper;4240
42407021;Large Fingercreeper;4240
42407032;Large Fingercreeper;4240
42407034;Large Fingercreeper;4240
42407035;Large Fingercreeper;4240
42407100;Large Fingercreeper;4240
42407121;Large Fingercreeper;4240
42407132;Large Fingercreeper;4240
42407200;Large Fingercreeper;4240
42407221;Large Fingercreeper;4240
42407300;Large Fingercreeper;4240
42407321;Large Fingercreeper;4240
42407400;Large Fingercreeper;4240
42407421;Large Fingercreeper;4240
42407500;Large Fingercreeper;4240
42407521;Large Fingercreeper;4240
42407600;Large Fingercreeper;4240
42407621;Large Fingercreeper;4240
42407700;Large Fingercreeper;4240
42407721;Large Fingercreeper;4240
42407800;Large Fingercreeper;4240
42407821;Large Fingercreeper;4240
42408000;Large Fingercreeper;4240
42408021;Large Fingercreeper;4240
42408100;Large Fingercreeper;4240
42408121;Large Fingercreeper;4240
42408200;Large Fingercreeper;4240
42408221;Large Fingercreeper;4240
42408300;Large Fingercreeper;4240
42408321;Large Fingercreeper;4240
42408400;Large Fingercreeper;4240
42408421;Large Fingercreeper;4240
42408500;Large Fingercreeper;4240
42408521;Large Fingercreeper;4240
42408800;Large Fingercreeper;4240
42408821;Large Fingercreeper;4240
42410000;Giant Fingercreeper;4241
42410100;Giant Fingercreeper;4241
42410150;Giant Fingercreeper;4241
42600000;Burial Watchdog - Sword;4260
42600100;Burial Watchdog - Sword;4260
42600110;Burial Watchdog - Sword [Boss] - Limgrave (Stormfoot Catacombs);4260
42600500;Burial Watchdog - Sword;4260
42600512;Burial Watchdog - Sword [Boss] - Weeping Penisula (Impaler's Catacombs);4260
42600600;Burial Watchdog - Sword;4260
42600940;Burial Watchdog - Sword [Boss] - Caelid (Minor Erdtree Catacombs);4260
42601000;Burial Watchdog - Scepter;4260
42601100;Burial Watchdog - Scepter;4260
42601500;Burial Watchdog - Scepter;4260
42601600;Burial Watchdog - Scepter;4260
42601920;Burial Watchdog - Scepter [Boss] - Liurnia (Cliffbottom Catacombs);4260
42601940;Burial Watchdog - Scepter [Boss] - Caelid (Minor Erdtree Catacombs);4260
42602000;Burial Watchdog - Lightning Tail;4260
42602100;Burial Watchdog - Lightning Tail;4260
42602500;Burial Watchdog - Lightning Tail;4260
42602600;Burial Watchdog - Lightning Tail;4260
42602932;Burial Watchdog - Lightning Tail [Boss] - Altus Plateau (Wyndham Catacombs);4260
42603000;Burial Watchdog;4260
42603100;Burial Watchdog;4260
42603500;Burial Watchdog;4260
42603600;Burial Watchdog;4260
42604000;Burial Watchdog;4260
42604100;Burial Watchdog;4260
42604150;Burial Watchdog;4260
42604152;Burial Watchdog;4260
42604500;Burial Watchdog;4260
42604600;Burial Watchdog;4260
42604650;Burial Watchdog;4260
42604652;Burial Watchdog;4260
42605000;Burial Watchdog;4260
42605100;Burial Watchdog;4260
42605150;Burial Watchdog;4260
42605152;Burial Watchdog;4260
42605500;Burial Watchdog;4260
42605600;Burial Watchdog;4260
42801100;Giant Ant;4280
42801162;Giant Ant;4280
43210000;Vulgar Militia;4320
43210012;Vulgar Militia;4320
43210020;Vulgar Militia;4320
43210026;Vulgar Militia;4320
43210030;Vulgar Militia;4320
43210033;Vulgar Militia;4320
43210040;Vulgar Militia;4320
43210100;Vulgar Militia;4320
43210142;Vulgar Militia;4320
43210150;Vulgar Militia;4320
43210152;Vulgar Militia;4320
43211000;Vulgar Militia;4320
43211012;Vulgar Militia;4320
43211020;Vulgar Militia;4320
43211026;Vulgar Militia;4320
43211030;Vulgar Militia;4320
43211040;Vulgar Militia;4320
43211100;Vulgar Militia;4320
43211142;Vulgar Militia;4320
43211150;Vulgar Militia;4320
43211152;Vulgar Militia;4320
43212000;Vulgar Militia;4320
43212012;Vulgar Militia;4320
43212020;Vulgar Militia;4320
43212026;Vulgar Militia;4320
43212030;Vulgar Militia;4320
43212033;Vulgar Militia;4320
43212040;Vulgar Militia;4320
43212100;Vulgar Militia;4320
43212142;Vulgar Militia;4320
43212150;Vulgar Militia;4320
43212152;Vulgar Militia;4320
43610000;Godrick Knight's Horse;4360
43610010;Godrick Knight's Horse;4360
43610012;Godrick Knight's Horse;4360
43610100;Godrick Knight's Horse;4360
43620000;Cuckoo Knight's Horse;4360
43620020;Cuckoo Knight's Horse;4360
43620100;Cuckoo Knight's Horse;4360
43630000;Leyndell Knight's Horse;4360
43630030;Leyndell Knight's Horse;4360
43630050;Leyndell Knight's Horse;4360
43630100;Leyndell Knight's Horse;4360
43640000;Redmane Knight's Horse;4360
43640040;Redmane Knight's Horse;4360
43640100;Redmane Knight's Horse;4360
43650000;Mausoleum Knight's Horse;4360
43650052;Mausoleum Knight's Horse;4360
43650066;Mausoleum Knight's Horse;4360
43680000;Unknown;4360
43680100;Unknown;4360
43810000;Bloodthorn Exile;4381
43810020;Bloodthorn Exile;4381
43810032;Bloodthorn Exile;4381
43810100;Bloodthorn Exile;4381
43810132;Bloodthorn Exile;4381
43810200;Bloodthorn Exile;4381
43810250;Bloodthorn Exile;4381
43810300;Bloodthorn Exile;4381
43810350;Bloodthorn Exile;4381
43811000;Bloodthorn Exile;4381
43811020;Bloodthorn Exile;4381
43811100;Bloodthorn Exile;4381
43811150;Bloodthorn Exile;4381
43850000;Fungal Sorcerer;4385
43850010;Fungal Sorcerer;4385
43850012;Fungal Sorcerer;4385
43850020;Fungal Sorcerer;4385
43850032;Fungal Sorcerer;4385
43850040;Fungal Sorcerer;4385
43850100;Fungal Sorcerer;4385
43850110;Fungal Sorcerer;4385
43850112;Fungal Sorcerer;4385
43850120;Fungal Sorcerer;4385
43850132;Fungal Sorcerer;4385
43850140;Fungal Sorcerer;4385
43850200;Fungal Sorcerer;4385
43850210;Fungal Sorcerer;4385
43850212;Fungal Sorcerer;4385
43850220;Fungal Sorcerer;4385
43850232;Fungal Sorcerer;4385
43850240;Fungal Sorcerer;4385
43858000;Fungal Sorcerer;4385
43858040;Fungal Sorcerer;4385
43858100;Fungal Sorcerer;4385
43858140;Fungal Sorcerer;4385
43858200;Fungal Sorcerer;4385
43858240;Fungal Sorcerer;4385
44300000;Abnormal Stone Cluster;4430
44300010;Abnormal Stone Cluster;4430
44300012;Abnormal Stone Cluster;4430
44300020;Abnormal Stone Cluster;4430
44300022;Abnormal Stone Cluster;4430
44300030;Abnormal Stone Cluster;4430
44300040;Abnormal Stone Cluster;4430
44300050;Abnormal Stone Cluster;4430
44300100;Abnormal Stone Cluster;4430
44300110;Abnormal Stone Cluster;4430
44300150;Abnormal Stone Cluster;4430
