Row ID;Row Name;Reinforce Type ID
1050000;Crystal Knife;0
1060000;Celebrant's Sickle;0
1060100;Celebrant's Sickle [Heavy];100
1060200;Celebrant's Sickle [Keen];5000
1060300;Celebrant's Sickle [Quality];300
1060400;Celebrant's Sickle [Fire];400
1060500;Celebrant's Sickle [Flame Art];500
1060600;Celebrant's Sickle [Lightning];600
1060700;Celebrant's Sickle [Sacred];700
1060800;Celebrant's Sickle [Magic];800
1060900;Celebrant's Sickle [Cold];900
1061000;Celebrant's Sickle [Poison];1000
1061100;Celebrant's Sickle [Blood];1100
1061200;Celebrant's Sickle [Occult];1200
1070000;Glintstone Kris;0
1080000;Scorpion's Stinger;0
1090000;Great Knife;0
1090100;Great Knife [Heavy];100
1090200;Great Knife [Keen];5000
1090300;Great Knife [Quality];300
1090400;Great Knife [Fire];400
1090500;Great Knife [Flame Art];500
1090600;Great Knife [Lightning];600
1090700;Great Knife [Sacred];700
1090800;Great Knife [Magic];800
1090900;Great Knife [Cold];900
1091000;Great Knife [Poison];1000
1091100;Great Knife [Blood];1100
1091200;Great Knife [Occult];1200
1100000;Wakizashi;0
1100100;Wakizashi [Heavy];100
1100200;Wakizashi [Keen];200
1100300;Wakizashi [Quality];300
1100400;Wakizashi [Fire];400
1100500;Wakizashi [Flame Art];500
1100600;Wakizashi [Lightning];600
1100700;Wakizashi [Sacred];700
1100800;Wakizashi [Magic];800
1100900;Wakizashi [Cold];900
1101000;Wakizashi [Poison];1000
1101100;Wakizashi [Blood];1100
1101200;Wakizashi [Occult];1200
1110000;Cinquedea;0
1130000;Ivory Sickle;0
1140000;Bloodstained Dagger;0
1140100;Bloodstained Dagger [Heavy];6000
1140200;Bloodstained Dagger [Keen];200
1140300;Bloodstained Dagger [Quality];300
1140400;Bloodstained Dagger [Fire];400
1140500;Bloodstained Dagger [Flame Art];500
1140600;Bloodstained Dagger [Lightning];600
1140700;Bloodstained Dagger [Sacred];700
1140800;Bloodstained Dagger [Magic];800
1140900;Bloodstained Dagger [Cold];900
1141000;Bloodstained Dagger [Poison];1000
1141100;Bloodstained Dagger [Blood];1100
1141200;Bloodstained Dagger [Occult];1200
1150000;Erdsteel Dagger;0
1150100;Erdsteel Dagger [Heavy];100
1150200;Erdsteel Dagger [Keen];200
1150300;Erdsteel Dagger [Quality];300
1150400;Erdsteel Dagger [Fire];400
1150500;Erdsteel Dagger [Flame Art];500
1150600;Erdsteel Dagger [Lightning];600
1150700;Erdsteel Dagger [Sacred];700
1150800;Erdsteel Dagger [Magic];800
1150900;Erdsteel Dagger [Cold];900
1151000;Erdsteel Dagger [Poison];1000
1151100;Erdsteel Dagger [Blood];1100
1151200;Erdsteel Dagger [Occult];1200
1160000;Blade of Calling;0
1190000;;0
1910000;;0
2000000;Longsword;0
2000100;Longsword [Heavy];100
2000200;Longsword [Keen];200
2000300;Longsword [Quality];300
2000400;Longsword [Fire];400
2000500;Longsword [Flame Art];500
2000600;Longsword [Lightning];600
2000700;Longsword [Sacred];700
2000800;Longsword [Magic];800
2000900;Longsword [Cold];900
2001000;Longsword [Poison];1000
2001100;Bloody Longsword;1100
2001200;Longsword [Occult];1200
2010000;Short Sword;0
2010100;Short Sword [Heavy];100
2010200;Short Sword [Keen];5000
2010300;Short Sword [Quality];300
2010400;Short Sword [Fire];400
2010500;Short Sword [Flame Art];500
2010600;Short Sword [Lightning];600
2010700;Short Sword [Sacred];700
2010800;Short Sword [Magic];800
2010900;Short Sword [Cold];900
2011000;Short Sword [Poison];1000
2011100;Short Sword [Blood];1100
2011200;Short Sword [Occult];1200
2020000;Broadsword;0
2020100;Broadsword [Heavy];6000
2020200;Broadsword [Keen];200
2020300;Broadsword [Quality];300
2020400;Broadsword [Fire];400
2020500;Broadsword [Flame Art];500
2020600;Broadsword [Lightning];600
2020700;Broadsword [Sacred];700
2020800;Broadsword [Magic];800
2020900;Broadsword [Cold];900
2021000;Broadsword [Poison];1000
2021100;Broadsword [Blood];1100
2021200;Broadsword [Occult];1200
2040000;Lordsworn's Straight Sword;0
2040100;Lordsworn's Straight Sword [Heavy];100
2040200;Lordsworn's Straight Sword [Keen];200
2040300;Lordsworn's Straight Sword [Quality];300
2040400;Lordsworn's Straight Sword [Fire];400
2040500;Lordsworn's Straight Sword [Flame Art];500
2040600;Lordsworn's Straight Sword [Lightning];600
2040700;Lordsworn's Straight Sword [Sacred];700
2040800;Lordsworn's Straight Sword [Magic];800
2040900;Lordsworn's Straight Sword [Cold];900
2041000;Lordsworn's Straight Sword [Poison];1000
2041100;Lordsworn's Straight Sword [Blood];1100
2041200;Lordsworn's Straight Sword [Occult];1200
2050000;Weathered Straight Sword;0
2050100;Weathered Straight Sword [Heavy];100
2050200;Weathered Straight Sword [Keen];200
2050300;Weathered Straight Sword [Quality];300
2050400;Weathered Straight Sword [Fire];400
2050500;Weathered Straight Sword [Flame Art];500
2050600;Weathered Straight Sword [Lightning];600
2050700;Weathered Straight Sword [Sacred];700
2050800;Weathered Straight Sword [Magic];800
2050900;Weathered Straight Sword [Cold];900
2051000;Weathered Straight Sword [Poison];1000
2051100;Weathered Straight Sword [Blood];1100
2051200;Weathered Straight Sword [Occult];1200
2060000;Ornamental Straight Sword;0
2070000;Golden Epitaph;0
2080000;Nox Flowing Sword;0
2090000;Inseparable Sword;0
2092000;;0
2110000;Coded Sword;0
2140000;Sword of Night and Flame;0
2150000;Crystal Sword;0
2180000;Carian Knight's Sword;0
2190000;Sword of St. Trina;0
2200000;Miquellan Knight's Sword;0
2210000;Cane Sword;0
2210100;Cane Sword [Heavy];100
2210200;Cane Sword [Keen];5000
2210300;Cane Sword [Quality];300
2210400;Cane Sword [Fire];400
2210500;Cane Sword [Flame Art];500
2210600;Cane Sword [Lightning];600
2210700;Cane Sword [Sacred];700
2210800;Cane Sword [Magic];800
2210900;Cane Sword [Cold];900
2211000;Cane Sword [Poison];1000
2211100;Cane Sword [Blood];1100
2211200;Cane Sword [Occult];1200
2220000;Regalia of Eochaid;0
2230000;Noble's Slender Sword;0
2230100;Noble's Slender Sword [Heavy];100
2230200;Noble's Slender Sword [Keen];5000
2230300;Noble's Slender Sword [Quality];300
2230400;Noble's Slender Sword [Fire];400
2230500;Noble's Slender Sword [Flame Art];500
2230600;Noble's Slender Sword [Lightning];600
2230700;Noble's Slender Sword [Sacred];700
2230800;Noble's Slender Sword [Magic];800
2230900;Noble's Slender Sword [Cold];900
2231000;Noble's Slender Sword [Poison];1000
2231100;Noble's Slender Sword [Blood];1100
2231200;Noble's Slender Sword [Occult];1200
2240000;Warhawk's Talon;0
2240100;Warhawk's Talon [Heavy];100
2240200;Warhawk's Talon [Keen];5000
2240300;Warhawk's Talon [Quality];300
2240400;Warhawk's Talon [Fire];400
2240500;Warhawk's Talon [Flame Art];500
2240600;Warhawk's Talon [Lightning];600
2240700;Warhawk's Talon [Sacred];700
2240800;Warhawk's Talon [Magic];800
2240900;Warhawk's Talon [Cold];900
2241000;Warhawk's Talon [Poison];1000
2241100;Warhawk's Talon [Blood];1100
2241200;Warhawk's Talon [Occult];1200
2250000;Lazuli Glintstone Sword;0
2260000;Rotten Crystal Sword;0
3000000;Bastard Sword;0
3000100;Bastard Sword [Heavy];6000
3000200;Bastard Sword [Keen];200
3000300;Bastard Sword [Quality];300
3000400;Bastard Sword [Fire];400
3000500;Bastard Sword [Flame Art];500
3000600;Bastard Sword [Lightning];600
3000700;Bastard Sword [Sacred];700
3000800;Bastard Sword [Magic];800
3000900;Bastard Sword [Cold];900
3001000;Bastard Sword [Poison];1000
3001100;Bloody Bastard Sword;1100
3001200;Bastard Sword [Occult];1200
3010000;Forked Greatsword;0
3010100;Forked Greatsword [Heavy];100
3010200;Forked Greatsword [Keen];200
3010300;Forked Greatsword [Quality];300
3010400;Forked Greatsword [Fire];400
3010500;Forked Greatsword [Flame Art];500
3010600;Forked Greatsword [Lightning];600
3010700;Forked Greatsword [Sacred];700
3010800;Forked Greatsword [Magic];800
3010900;Forked Greatsword [Cold];900
3011000;Forked Greatsword [Poison];1000
3011100;Forked Greatsword [Blood];1100
3011200;Forked Greatsword [Occult];1200
3020000;Iron Greatsword;0
3020100;Iron Greatsword [Heavy];6000
3020200;Iron Greatsword [Keen];200
3020300;Iron Greatsword [Quality];300
3020400;Iron Greatsword [Fire];400
3020500;Iron Greatsword [Flame Art];500
3020600;Iron Greatsword [Lightning];600
3020700;Iron Greatsword [Sacred];700
3020800;Iron Greatsword [Magic];800
3020900;Iron Greatsword [Cold];900
3021000;Iron Greatsword [Poison];1000
3021100;Iron Greatsword [Blood];1100
3021200;Iron Greatsword [Occult];1200
3030000;Lordsworn's Greatsword;0
3030100;Lordsworn's Greatsword [Heavy];100
3030200;Lordsworn's Greatsword [Keen];200
3030300;Lordsworn's Greatsword [Quality];300
3030400;Lordsworn's Greatsword [Fire];400
3030500;Lordsworn's Greatsword [Flame Art];500
3030600;Lordsworn's Greatsword [Lightning];600
3030700;Lordsworn's Greatsword [Sacred];700
3030800;Lordsworn's Greatsword [Magic];800
3030900;Lordsworn's Greatsword [Cold];900
3031000;Lordsworn's Greatsword [Poison];1000
3031100;Lordsworn's Greatsword [Blood];1100
3031200;Lordsworn's Greatsword [Occult];1200
3040000;Knight's Greatsword;0
3040100;Knight's Greatsword [Heavy];100
3040200;Knight's Greatsword [Keen];200
3040300;Knight's Greatsword [Quality];300
3040400;Knight's Greatsword [Fire];400
3040500;Knight's Greatsword [Flame Art];500
3040600;Knight's Greatsword [Lightning];600
3040700;Knight's Greatsword [Sacred];700
3040800;Knight's Greatsword [Magic];800
3040900;Knight's Greatsword [Cold];900
3041000;Knight's Greatsword [Poison];1000
3041100;Knight's Greatsword [Blood];1100
3041200;Knight's Greatsword [Occult];1200
3050000;Flamberge;0
3050100;Flamberge [Heavy];100
3050200;Flamberge [Keen];5000
3050300;Flamberge [Quality];300
3050400;Flamberge [Fire];400
3050500;Flamberge [Flame Art];500
3050600;Flamberge [Lightning];600
3050700;Flamberge [Sacred];700
3050800;Flamberge [Magic];800
3050900;Flamberge [Cold];900
3051000;Flamberge [Poison];1000
3051100;Flamberge [Blood];1100
3051200;Flamberge [Occult];1200
3060000;Ordovis's Greatsword;0
3070000;Alabaster Lord's Sword;0
3080000;Banished Knight's Greatsword;0
3080100;Banished Knight's Greatsword [Heavy];100
3080200;Banished Knight's Greatsword [Keen];200
3080300;Banished Knight's Greatsword [Quality];300
3080400;Banished Knight's Greatsword [Fire];400
3080500;Banished Knight's Greatsword [Flame Art];500
3080600;Banished Knight's Greatsword [Lightning];600
3080700;Banished Knight's Greatsword [Sacred];700
3080800;Banished Knight's Greatsword [Magic];800
3080900;Banished Knight's Greatsword [Cold];900
3081000;Banished Knight's Greatsword [Poison];1000
3081100;Banished Knight's Greatsword [Blood];1100
3081200;Banished Knight's Greatsword [Occult];1200
3090000;Dark Moon Greatsword;0
3100000;Relic Sword [Sacred];0
3130000;Helphen's Steeple;0
3140000;Blasphemous Blade;0
3150000;Marais Executioner's Sword;0
3160000;Sword of Milos;0
3170000;Golden Order Greatsword;0
3180000;Claymore;0
3180100;Claymore [Heavy];100
3180200;Claymore [Keen];200
3180300;Claymore [Quality];300
3180400;Claymore [Fire];400
3180500;Claymore [Flame Art];500
3180600;Claymore [Lightning];600
3180700;Claymore [Sacred];700
3180800;Claymore [Magic];800
3180900;Claymore [Cold];900
3181000;Claymore [Poison];1000
3181100;Claymore [Blood];1100
3181200;Claymore [Occult];1200
3190000;Gargoyle's Greatsword;0
3190100;Gargoyle's Greatsword [Heavy];6000
3190200;Gargoyle's Greatsword [Keen];200
3190300;Gargoyle's Greatsword [Quality];300
3190400;Gargoyle's Greatsword [Fire];400
3190500;Gargoyle's Greatsword [Flame Art];500
3190600;Gargoyle's Greatsword [Lightning];600
3190700;Gargoyle's Greatsword [Sacred];700
3190800;Gargoyle's Greatsword [Magic];800
3190900;Gargoyle's Greatsword [Cold];900
3191000;Gargoyle's Greatsword [Poison];1000
3191100;Gargoyle's Greatsword [Blood];1100
3191200;Gargoyle's Greatsword [Occult];1200
3200000;Death's Poker;0
3210000;Gargoyle's Blackblade;0
3220000;;0
3900000;;0
4000000;Greatsword;0
4000100;Greatsword [Heavy];6000
4000200;Greatsword [Keen];200
4000300;Greatsword [Quality];300
4000400;Greatsword [Fire];400
4000500;Greatsword [Flame Art];500
4000600;Greatsword [Lightning];600
4000700;Greatsword [Sacred];700
4000800;Greatsword [Magic];800
4000900;Greatsword [Cold];900
4001000;Greatsword [Poison];1000
4001100;Greatsword [Blood];1100
4001200;Greatsword [Occult];1200
4010000;Watchdog's Greatsword;0
4010100;Watchdog's Greatsword [Heavy];6000
4010200;Watchdog's Greatsword [Keen];200
4010300;Watchdog's Greatsword [Quality];300
4010400;Watchdog's Greatsword [Fire];400
4010500;Watchdog's Greatsword [Flame Art];500
4010600;Watchdog's Greatsword [Lightning];600
4010700;Watchdog's Greatsword [Sacred];700
4010800;Watchdog's Greatsword [Magic];800
4010900;Watchdog's Greatsword [Cold];900
4011000;Watchdog's Greatsword [Poison];1000
4011100;Watchdog's Greatsword [Blood];1100
4011200;Watchdog's Greatsword [Occult];1200
4020000;Maliketh's Black Blade;0
4030000;Troll's Golden Sword;0
4030100;Troll's Golden Sword [Heavy];100
4030200;Troll's Golden Sword [Keen];200
4030300;Troll's Golden Sword [Quality];300
4030400;Troll's Golden Sword [Fire];400
4030500;Troll's Golden Sword [Flame Art];500
4030600;Troll's Golden Sword [Lightning];600
4030700;Troll's Golden Sword [Sacred];700
4030800;Troll's Golden Sword [Magic];800
4030900;Troll's Golden Sword [Cold];900
4031000;Troll's Golden Sword [Poison];1000
4031100;Troll's Golden Sword [Blood];1100
4031200;Troll's Golden Sword [Occult];1200
4040000;Zweihander;0
4040100;Zweihander [Heavy];100
4040200;Zweihander [Keen];200
4040300;Zweihander [Quality];300
4040400;Zweihander [Fire];400
4040500;Zweihander [Flame Art];500
4040600;Zweihander [Lightning];600
4040700;Zweihander [Sacred];700
4040800;Zweihander [Magic];800
4040900;Zweihander [Cold];900
4041000;Zweihander [Poison];1000
4041100;Zweihander [Blood];1100
4041200;Zweihander [Occult];1200
4050000;Starscourge Greatsword;0
4060000;Royal Greatsword;0
4070000;Godslayer's Greatsword;0
4080000;Ruins Greatsword;0
4100000;Grafted Blade Greatsword;0
4110000;Troll Knight's Sword;0
4900000;;0
4910000;;0
5000000;Estoc;0
5000100;Estoc [Heavy];100
5000200;Estoc [Keen];5000
5000300;Estoc [Quality];300
5000400;Estoc [Fire];400
5000500;Estoc [Flame Art];500
5000600;Estoc [Lightning];600
5000700;Estoc [Sacred];700
5000800;Estoc [Magic];800
5000900;Estoc [Cold];900
5001000;Estoc [Poison];1000
5001100;Estoc [Blood];1100
5001200;Estoc [Occult];1200
5010000;Cleanrot Knight's Sword;0
5010100;Cleanrot Knight's Sword [Heavy];100
5010200;Cleanrot Knight's Sword [Keen];200
5010300;Cleanrot Knight's Sword [Quality];300
5010400;Cleanrot Knight's Sword [Fire];400
5010500;Cleanrot Knight's Sword [Flame Art];500
5010600;Cleanrot Knight's Sword [Lightning];600
5010700;Cleanrot Knight's Sword [Sacred];700
5010800;Cleanrot Knight's Sword [Magic];800
5010900;Cleanrot Knight's Sword [Cold];900
5011000;Cleanrot Knight's Sword [Poison];1000
5011100;Cleanrot Knight's Sword [Blood];1100
5011200;Cleanrot Knight's Sword [Occult];1200
5020000;Rapier;0
5020100;Rapier [Heavy];100
5020200;Rapier [Keen];5000
5020300;Rapier [Quality];300
5020400;Rapier [Fire];400
5020500;Rapier [Flame Art];500
5020600;Rapier [Lightning];600
5020700;Rapier [Sacred];700
5020800;Rapier [Magic];800
5020900;Rapier [Cold];900
5021000;Rapier [Poison];1000
5021100;Rapier [Blood];1100
5021200;Rapier [Occult];1200
5030000;Rogier's Rapier;0
5030100;Rogier's Rapier [Heavy];100
5030200;Rogier's Rapier [Keen];5000
5030300;Rogier's Rapier [Quality];300
5030400;Rogier's Rapier [Fire];400
5030500;Rogier's Rapier [Flame Art];500
5030600;Rogier's Rapier [Lightning];600
5030700;Rogier's Rapier [Sacred];700
5030800;Rogier's Rapier [Magic];800
5030900;Rogier's Rapier [Cold];900
5031000;Rogier's Rapier [Poison];1000
5031100;Rogier's Rapier [Blood];1100
5031200;Rogier's Rapier [Occult];1200
5040000;Antspur Rapier;0
5040100;Antspur Rapier [Heavy];100
5040200;Antspur Rapier [Keen];200
5040300;Antspur Rapier [Quality];300
5040400;Antspur Rapier [Fire];400
5040500;Antspur Rapier [Flame Art];500
5040600;Antspur Rapier [Lightning];600
5040700;Antspur Rapier [Sacred];700
5040800;Antspur Rapier [Magic];800
5040900;Antspur Rapier [Cold];900
5041000;Antspur Rapier [Poison];1000
5041100;Antspur Rapier [Blood];1100
5041200;Antspur Rapier [Occult];1200
5050000;Frozen Needle;0
5060000;Noble's Estoc;0
5060100;Noble's Estoc [Heavy];100
5060200;Noble's Estoc [Keen];200
5060300;Noble's Estoc [Quality];300
5060400;Noble's Estoc [Fire];400
5060500;Noble's Estoc [Flame Art];500
5060600;Noble's Estoc [Lightning];600
5060700;Noble's Estoc [Sacred];700
5060800;Noble's Estoc [Magic];800
5060900;Noble's Estoc [Cold];900
5061000;Noble's Estoc [Poison];1000
5061100;Noble's Estoc [Blood];1100
5061200;Noble's Estoc [Occult];1200
6000000;Bloody Helice;0
6010000;Godskin Stitcher;0
6010100;Godskin Stitcher [Heavy];100
6010200;Godskin Stitcher [Keen];200
6010300;Godskin Stitcher [Quality];300
6010400;Godskin Stitcher [Fire];400
6010500;Godskin Stitcher [Flame Art];500
6010600;Godskin Stitcher [Lightning];600
6010700;Godskin Stitcher [Sacred];700
6010800;Godskin Stitcher [Magic];800
6010900;Godskin Stitcher [Cold];900
6011000;Godskin Stitcher [Poison];1000
6011100;Godskin Stitcher [Blood];1100
6011200;Godskin Stitcher [Occult];1200
6020000;Great epee;0
6020100;Great epee [Heavy];100
6020200;Great epee [Keen];200
6020300;Great epee [Quality];300
6020400;Great epee [Fire];400
6020500;Great epee [Flame Art];500
6020600;Great epee [Lightning];600
6020700;Great epee [Sacred];700
6020800;Great epee [Magic];800
6020900;Great epee [Cold];900
6021000;Great epee [Poison];1000
6021100;Great epee [Blood];1100
6021200;Great epee [Occult];1200
6040000;Dragon King's Cragblade;0
6900000;;0
7000000;Falchion;0
7000100;Falchion [Heavy];100
7000200;Falchion [Keen];200
7000300;Falchion [Quality];300
7000400;Falchion [Fire];400
7000500;Falchion [Flame Art];500
7000600;Falchion [Lightning];600
7000700;Falchion [Sacred];700
7000800;Falchion [Magic];800
7000900;Falchion [Cold];900
7001000;Falchion [Poison];1000
7001100;Falchion [Blood];1100
7001200;Falchion [Occult];1200
7010000;Beastman's Curved Sword;0
7010100;Beastman's Curved Sword [Heavy];6000
7010200;Beastman's Curved Sword [Keen];200
7010300;Beastman's Curved Sword [Quality];300
7010400;Beastman's Curved Sword [Fire];400
7010500;Beastman's Curved Sword [Flame Art];500
7010600;Beastman's Curved Sword [Lightning];600
7010700;Beastman's Curved Sword [Sacred];700
7010800;Beastman's Curved Sword [Magic];800
7010900;Beastman's Curved Sword [Cold];900
7011000;Beastman's Curved Sword [Poison];1000
7011100;Beastman's Curved Sword [Blood];1100
7011200;Beastman's Curved Sword [Occult];1200
7020000;Shotel;0
7020100;Shotel [Heavy];100
7020200;Shotel [Keen];5000
7020300;Shotel [Quality];300
7020400;Shotel [Fire];400
7020500;Shotel [Flame Art];500
7020600;Shotel [Lightning];600
7020700;Shotel [Sacred];700
7020800;Shotel [Magic];800
7020900;Shotel [Cold];900
7021000;Shotel [Poison];1000
7021100;Shotel [Blood];1100
7021200;Shotel [Occult];1200
7030000;Shamshir;0
7030100;Shamshir [Heavy];100
7030200;Shamshir [Keen];200
7030300;Shamshir [Quality];300
7030400;Shamshir [Fire];400
7030500;Shamshir [Flame Art];500
7030600;Shamshir [Lightning];600
7030700;Shamshir [Sacred];700
7030800;Shamshir [Magic];800
7030900;Shamshir [Cold];900
7031000;Shamshir [Poison];1000
7031100;Shamshir [Blood];1100
7031200;Shamshir [Occult];1200
7040000;Bandit's Curved Sword;0
7040100;Bandit's Curved Sword [Heavy];100
7040200;Bandit's Curved Sword [Keen];200
7040300;Bandit's Curved Sword [Quality];300
7040400;Bandit's Curved Sword [Fire];400
7040500;Bandit's Curved Sword [Flame Art];500
7040600;Bandit's Curved Sword [Lightning];600
7040700;Bandit's Curved Sword [Sacred];700
7040800;Bandit's Curved Sword [Magic];800
7040900;Bandit's Curved Sword [Cold];900
7041000;Bandit's Curved Sword [Poison];1000
7041100;Bandit's Curved Sword [Blood];1100
7041200;Bandit's Curved Sword [Occult];1200
7050000;Magma Blade;0
7060000;Flowing Curved Sword;0
7060100;Flowing Curved Sword [Heavy];100
7060200;Flowing Curved Sword [Keen];5000
7060300;Flowing Curved Sword [Quality];300
7060400;Flowing Curved Sword [Fire];400
7060500;Flowing Curved Sword [Flame Art];500
7060600;Flowing Curved Sword [Lightning];600
7060700;Flowing Curved Sword [Sacred];700
7060800;Flowing Curved Sword [Magic];800
7060900;Flowing Curved Sword [Cold];900
7061000;Flowing Curved Sword [Poison];1000
7061100;Flowing Curved Sword [Blood];1100
7061200;Flowing Curved Sword [Occult];1200
7070000;Wing of Astel;0
7080000;Scavenger's Curved Sword;0
7080100;Scavenger's Curved Sword [Heavy];100
7080200;Scavenger's Curved Sword [Keen];200
7080300;Scavenger's Curved Sword [Quality];300
7080400;Scavenger's Curved Sword [Fire];400
7080500;Scavenger's Curved Sword [Flame Art];500
7080600;Scavenger's Curved Sword [Lightning];600
7080700;Scavenger's Curved Sword [Sacred];700
7080800;Scavenger's Curved Sword [Magic];800
7080900;Scavenger's Curved Sword [Cold];900
7081000;Scavenger's Curved Sword [Poison];1000
7081100;Scavenger's Curved Sword [Blood];1100
7081200;Scavenger's Curved Sword [Occult];1200
7100000;Eclipse Shotel;0
7110000;Serpent-God's Curved Sword;0
7110100;Serpent-God's Curved Sword [Heavy];6000
7110200;Serpent-God's Curved Sword [Keen];200
7110300;Serpent-God's Curved Sword [Quality];300
7110400;Serpent-God's Curved Sword [Fire];400
7110500;Serpent-God's Curved Sword [Flame Art];500
7110600;Serpent-God's Curved Sword [Lightning];600
7110700;Serpent-God's Curved Sword [Sacred];700
7110800;Serpent-God's Curved Sword [Magic];800
7110900;Serpent-God's Curved Sword [Cold];900
7111000;Serpent-God's Curved Sword [Poison];1000
7111100;Serpent-God's Curved Sword [Blood];1100
7111200;Serpent-God's Curved Sword [Occult];1200
7120000;Mantis Blade;0
7120100;Mantis Blade [Heavy];100
7120200;Mantis Blade [Keen];200
7120300;Mantis Blade [Quality];300
7120400;Mantis Blade [Fire];400
7120500;Mantis Blade [Flame Art];500
7120600;Mantis Blade [Lightning];600
7120700;Mantis Blade [Sacred];700
7120800;Mantis Blade [Magic];800
7120900;Mantis Blade [Cold];900
7121000;Mantis Blade [Poison];1000
7121100;Mantis Blade [Blood];1100
7121200;Mantis Blade [Occult];1200
7140000;Scimitar;0
7140100;Scimitar [Heavy];100
7140200;Scimitar [Keen];5000
7140300;Scimitar [Quality];300
7140400;Scimitar [Fire];400
7140500;Scimitar [Flame Art];500
7140600;Scimitar [Lightning];600
7140700;Scimitar [Sacred];700
7140800;Scimitar [Magic];800
7140900;Scimitar [Cold];900
7141000;Scimitar [Poison];1000
7141100;Bloody Scimitar;1100
7141200;Scimitar [Occult];1200
7150000;Grossmesser;0
7150100;Grossmesser [Heavy];100
7150200;Grossmesser [Keen];200
7150300;Grossmesser [Quality];300
7150400;Grossmesser [Fire];400
7150500;Grossmesser [Flame Art];500
7150600;Grossmesser [Lightning];600
7150700;Grossmesser [Sacred];700
7150800;Grossmesser [Magic];800
7150900;Grossmesser [Cold];900
7151000;Grossmesser [Poison];1000
7151100;Grossmesser [Blood];1100
7151200;Grossmesser [Occult];1200
8010000;Onyx Lord's Greatsword;0
8020000;Dismounter;0
8020100;Dismounter [Heavy];100
8020200;Dismounter [Keen];200
8020300;Dismounter [Quality];300
