Row ID;Row Name;Behavior Judge ID
100100140;Default - Dagger - 1H - R1 - From Crouch;140
100100150;Default - Dagger - 1H - R1 - Jump #1;150
100100155;Default - Dagger - 1H - ;155
100100160;Default - Dagger - 1H - R1 - Jump #2;160
100100165;Default - Dagger - 1H - ;165
100100180;Default - Dagger - 1H - R1 - Guard Counter;180
100100200;Default - Dagger - 2H - R1 #1;200
100100210;Default - Dagger - 2H - R1 #2;210
100100220;Default - Dagger - 2H - R1 #3;220
100100230;Default - Dagger - 2H - R1 #4;230
100100240;Default - Dagger - 2H - R1 #5;240
100100250;Default - Dagger - 2H - R1 #6;250
100100300;Default - Dagger - 2H - R2 #1;300
100100305;Default - Dagger - 2H - R2 #1 - Charged;305
100100310;Default - Dagger - 2H - R2 #2;310
100100315;Default - Dagger - 2H - R2 #2 - Charged;315
100100320;Default - Dagger - 2H - R1 - From Dash #1;320
100100325;Default - Dagger - 2H - R1 - From Dash #2;325
100100330;Default - Dagger - 2H - R1 - From Roll;330
100100340;Default - Dagger - 2H - R1 - From Crouch;340
100100350;Default - Dagger - 2H - R1 - Jump #1;350
100100355;Default - Dagger - 2H - ;355
100100360;Default - Dagger - 2H - R1 - Jump #2;360
100100365;Default - Dagger - 2H - ;365
100100380;Default - Dagger - 2H - R1 - Guard Counter;380
100100400;Default - Dagger - 1H - L1 #1;400
100100410;Default - Dagger - 1H - L1 #2;410
100100420;Default - Dagger - 1H - L1 #3;420
100100430;Default - Dagger - 1H - L1 #4;430
100100440;Default - Dagger - 1H - L1 #5;440
100100450;Default - Dagger - 1H - L1 #6;450
100100460;Default - Dagger;460
100100470;Default - Dagger;470
100100480;Default - Dagger;480
100100500;Default - Dagger;500
100100505;Default - Dagger;505
100100509;Default - Dagger;509
100100510;Default - Dagger;510
100100515;Default - Dagger;515
100100516;Default - Dagger;516
100100520;Default - Dagger;520
100100530;Default - Dagger;530
100100540;Default - Dagger;540
100100550;Default - Dagger;550
100100560;Default - Dagger;560
100100561;Default - Dagger;561
100100590;Default - Dagger;590
100100591;Default - Dagger - 1H - L1 - Parry;591
100100600;Default - Dagger - Horse - R1 #1;600
100100605;Default - Dagger - Horse - R1 #2;605
100100610;Default - Dagger - Horse - R1 #3;610
100100630;Default - Dagger - Horse - R2 - Hold;630
100100632;Default - Dagger - Horse - R2 - Release;632
100100635;Default - Dagger;635
100100640;Default - Dagger;640
100100642;Default - Dagger;642
100100645;Default - Dagger;645
100100650;Default - Dagger;650
100100660;Default - Dagger;660
100100665;Default - Dagger;665
100100700;Default - Dagger - Horse - L1 #1;700
100100705;Default - Dagger - Horse - L1 #2;705
100100710;Default - Dagger - Horse - L1 #3;710
100100730;Default - Dagger - Horse - L2 - Hold;730
100100732;Default - Dagger - Horse - L2 - Release;732
100100735;Default - Dagger;735
100100740;Default - Dagger;740
100100742;Default - Dagger;742
100100745;Default - Dagger;745
100100750;Default - Dagger;750
100100760;Default - Dagger;760
100100765;Default - Dagger;765
100100800;Default - Dagger - Powerstance - R1 Combo #1 (Right-hand);800
100100805;Default - Dagger - Powerstance - R1 Combo #1 (Left-hand);805
100100806;Default - Dagger - Powerstance - R1 Combo #1 (Left-hand);806
100100810;Default - Dagger - Powerstance - R1 Combo #2 (Right-hand);810
100100815;Default - Dagger - Powerstance - R1 Combo #2 (Left-hand);815
100100820;Default - Dagger - Powerstance - R1 Combo #3 (Right-hand);820
100100825;Default - Dagger - Powerstance - R1 Combo #3 (Left-hand);825
100100830;Default - Dagger - Powerstance - R1 Combo #4 (Right-hand);830
100100835;Default - Dagger - Powerstance - R1 Combo #4 (Left-hand);835
100100836;Default - Dagger - Powerstance - R1 Combo #4 (Left-hand);836
100100860;Default - Dagger - Powerstance - R1 - Dash (Right-hand);860
100100865;Default - Dagger - Powerstance - R1 - Dash (Left-hand);865
100100870;Default - Dagger - Powerstance - R1 - Roll (Right-hand);870
100100875;Default - Dagger - Powerstance - R1 - Roll (Left-hand);875
100100880;Default - Dagger - Powerstance - R1 - Backstep (Right-hand);880
100100885;Default - Dagger - Powerstance - R1 - Backstep (Left-hand);885
100100890;Default - Dagger - Powerstance - R1 - Jump (Right-hand);890
100100895;Default - Dagger - Powerstance - R1 - Jump (Left-hand);895
100101100;Black Knife;100
100101101;Black Knife;101
100101105;Black Knife;105
100101106;Black Knife;106
100101110;Black Knife;110
100101111;Black Knife;111
100101115;Black Knife;115
100101116;Black Knife;116
100101117;Black Knife;117
100101300;Black Knife;300
100101301;Black Knife;301
100101305;Black Knife;305
100101306;Black Knife;306
100101310;Black Knife;310
100101311;Black Knife;311
100101315;Black Knife;315
100101316;Black Knife;316
100101317;Black Knife;317
100103100;Misericorde - Scorpion's Stinger;100
100103105;Misericorde - Scorpion's Stinger;105
100103110;Misericorde - Scorpion's Stinger;110
100103115;Misericorde - Scorpion's Stinger;115
100103300;Misericorde - Scorpion's Stinger;300
100103305;Misericorde - Scorpion's Stinger;305
100103310;Misericorde - Scorpion's Stinger;310
100103315;Misericorde - Scorpion's Stinger;315
100107100;Glintstone Kris;100
100107105;Glintstone Kris;105
100107110;Glintstone Kris;110
100107115;Glintstone Kris;115
100107300;Glintstone Kris;300
100107305;Glintstone Kris;305
100107310;Glintstone Kris;310
100107315;Glintstone Kris;315
100109300;Celebrant's Sickle - Great Knife - Ivory Sickle;300
100109305;Celebrant's Sickle - Great Knife - Ivory Sickle;305
100109310;Celebrant's Sickle - Great Knife - Ivory Sickle;310
100109315;Celebrant's Sickle - Great Knife - Ivory Sickle;315
100110800;Wakizashi;800
100110805;Wakizashi;805
100110806;Wakizashi;806
100110810;Wakizashi;810
100110815;Wakizashi;815
100110816;Wakizashi;816
100110820;Wakizashi;820
100110825;Wakizashi;825
100110826;Wakizashi;826
100110830;Wakizashi;830
100110835;Wakizashi;835
100110836;Wakizashi;836
100110860;Wakizashi;860
100110865;Wakizashi;865
100110866;Wakizashi;866
100110870;Wakizashi;870
100110875;Wakizashi;875
100110876;Wakizashi;876
100110880;Wakizashi;880
100110885;Wakizashi;885
100110886;Wakizashi;886
100110890;Wakizashi;890
100110895;Wakizashi;895
100110896;Wakizashi;896
100115100;Erdsteel Dagger;100
100115101;Erdsteel Dagger;101
100115105;Erdsteel Dagger;105
100115106;Erdsteel Dagger;106
100115110;Erdsteel Dagger;110
100115111;Erdsteel Dagger;111
100115115;Erdsteel Dagger;115
100115116;Erdsteel Dagger;116
100115117;Erdsteel Dagger;117
100115300;Erdsteel Dagger;300
100115301;Erdsteel Dagger;301
100115305;Erdsteel Dagger;305
100115306;Erdsteel Dagger;306
100115310;Erdsteel Dagger;310
100115311;Erdsteel Dagger;311
100115315;Erdsteel Dagger;315
100115316;Erdsteel Dagger;316
100115317;Erdsteel Dagger;317
100116100;Blade of Calling;100
100116101;Blade of Calling;101
100116105;Blade of Calling;105
100116106;Blade of Calling;106
100116110;Blade of Calling;110
100116111;Blade of Calling;111
100116115;Blade of Calling;115
100116116;Blade of Calling;116
100116117;Blade of Calling;117
100116300;Blade of Calling;300
100116301;Blade of Calling;301
100116305;Blade of Calling;305
100116306;Blade of Calling;306
100116310;Blade of Calling;310
100116311;Blade of Calling;311
100116315;Blade of Calling;315
100116316;Blade of Calling;316
100116317;Blade of Calling;317
100200000;Default - Straight Sword;0
100200010;Default - Straight Sword;10
100200020;Default - Straight Sword;20
100200030;Default - Straight Sword;30
100200040;Default - Straight Sword;40
100200100;Default - Straight Sword;100
100200105;Default - Straight Sword;105
100200110;Default - Straight Sword;110
100200115;Default - Straight Sword;115
100200120;Default - Straight Sword;120
100200125;Default - Straight Sword;125
100200130;Default - Straight Sword;130
100200140;Default - Straight Sword;140
100200150;Default - Straight Sword;150
100200155;Default - Straight Sword;155
100200160;Default - Straight Sword;160
100200165;Default - Straight Sword;165
100200180;Default - Straight Sword;180
100200200;Default - Straight Sword;200
100200210;Default - Straight Sword;210
100200220;Default - Straight Sword;220
100200230;Default - Straight Sword;230
100200240;Default - Straight Sword;240
100200300;Default - Straight Sword;300
100200305;Default - Straight Sword;305
100200310;Default - Straight Sword;310
100200315;Default - Straight Sword;315
100200320;Default - Straight Sword;320
100200325;Default - Straight Sword;325
100200330;Default - Straight Sword;330
100200340;Default - Straight Sword;340
100200350;Default - Straight Sword;350
100200355;Default - Straight Sword;355
100200360;Default - Straight Sword;360
100200365;Default - Straight Sword;365
100200380;Default - Straight Sword;380
100200400;Default - Straight Sword;400
100200410;Default - Straight Sword;410
100200420;Default - Straight Sword;420
100200430;Default - Straight Sword;430
100200440;Default - Straight Sword;440
100200460;Default - Straight Sword;460
100200470;Default - Straight Sword;470
100200480;Default - Straight Sword;480
100200500;Default - Straight Sword;500
100200505;Default - Straight Sword;505
100200509;Default - Straight Sword;509
100200510;Default - Straight Sword;510
100200515;Default - Straight Sword;515
100200516;Default - Straight Sword;516
100200520;Default - Straight Sword;520
100200530;Default - Straight Sword;530
100200540;Default - Straight Sword;540
100200550;Default - Straight Sword;550
100200560;Default - Straight Sword;560
100200561;Default - Straight Sword;561
100200590;Default - Straight Sword;590
100200591;Default - Straight Sword;591
100200600;Default - Straight Sword;600
100200605;Default - Straight Sword;605
100200610;Default - Straight Sword;610
100200630;Default - Straight Sword;630
100200632;Default - Straight Sword;632
100200635;Default - Straight Sword;635
100200640;Default - Straight Sword;640
100200642;Default - Straight Sword;642
100200645;Default - Straight Sword;645
100200650;Default - Straight Sword;650
100200660;Default - Straight Sword;660
100200665;Default - Straight Sword;665
100200700;Default - Straight Sword;700
100200705;Default - Straight Sword;705
100200710;Default - Straight Sword;710
100200730;Default - Straight Sword;730
100200732;Default - Straight Sword;732
100200735;Default - Straight Sword;735
100200740;Default - Straight Sword;740
100200742;Default - Straight Sword;742
100200745;Default - Straight Sword;745
100200750;Default - Straight Sword;750
100200760;Default - Straight Sword;760
100200765;Default - Straight Sword;765
100200800;Default - Straight Sword;800
100200805;Default - Straight Sword;805
100200810;Default - Straight Sword;810
100200815;Default - Straight Sword;815
100200820;Default - Straight Sword;820
100200825;Default - Straight Sword;825
100200830;Default - Straight Sword;830
100200835;Default - Straight Sword;835
100200860;Default - Straight Sword;860
100200865;Default - Straight Sword;865
100200870;Default - Straight Sword;870
100200875;Default - Straight Sword;875
100200880;Default - Straight Sword;880
100200885;Default - Straight Sword;885
100200890;Default - Straight Sword;890
100200895;Default - Straight Sword;895
100201100;Broadsword - Cane Sword;100
100201105;Broadsword - Cane Sword;105
100201110;Broadsword - Cane Sword;110
100201115;Broadsword - Cane Sword;115
100201130;Broadsword - Cane Sword;130
100201330;Broadsword - Cane Sword;330
100202100;Carian Knight's Sword - Lazuli Glintstone Sword;100
100202105;Carian Knight's Sword - Lazuli Glintstone Sword;105
100202110;Carian Knight's Sword - Lazuli Glintstone Sword;110
100202115;Carian Knight's Sword - Lazuli Glintstone Sword;115
100202300;Carian Knight's Sword - Lazuli Glintstone Sword;300
100202305;Carian Knight's Sword - Lazuli Glintstone Sword;305
100202310;Carian Knight's Sword - Lazuli Glintstone Sword;310
100202315;Carian Knight's Sword - Lazuli Glintstone Sword;315
100203001;Carian Knight's Sword - Lazuli Glintstone Sword;1
100203002;Carian Knight's Sword - Lazuli Glintstone Sword;2
100203100;Carian Knight's Sword - Lazuli Glintstone Sword;100
100203105;Carian Knight's Sword - Lazuli Glintstone Sword;105
100203110;Carian Knight's Sword - Lazuli Glintstone Sword;110
100203115;Carian Knight's Sword - Lazuli Glintstone Sword;115
100203300;Carian Knight's Sword - Lazuli Glintstone Sword;300
100203305;Carian Knight's Sword - Lazuli Glintstone Sword;305
100203310;Carian Knight's Sword - Lazuli Glintstone Sword;310
100203315;Carian Knight's Sword - Lazuli Glintstone Sword;315
100208100;Warhawk's Talon;100
100208101;Warhawk's Talon;101
100208105;Warhawk's Talon;105
100208106;Warhawk's Talon;106
100208110;Warhawk's Talon;110
100208115;Warhawk's Talon;115
100208116;Warhawk's Talon;116
100208300;Warhawk's Talon;300
100208301;Warhawk's Talon;301
100208305;Warhawk's Talon;305
100208306;Warhawk's Talon;306
100208310;Warhawk's Talon;310
100208315;Warhawk's Talon;315
100208316;Warhawk's Talon;316
100209100;Short Sword;100
100209105;Short Sword;105
100209110;Short Sword;110
100209115;Short Sword;115
100209300;Short Sword;300
100209305;Short Sword;305
100209310;Short Sword;310
100209315;Short Sword;315
100210100;Miquellan Knight's Sword;100
100210105;Miquellan Knight's Sword;105
100210110;Miquellan Knight's Sword;110
100210115;Miquellan Knight's Sword;115
100210300;Miquellan Knight's Sword;300
100210305;Miquellan Knight's Sword;305
100210310;Miquellan Knight's Sword;310
100210315;Miquellan Knight's Sword;315
100211200;Ornamental Straight Sword;200
100211201;Ornamental Straight Sword;201
100211210;Ornamental Straight Sword;210
100211211;Ornamental Straight Sword;211
100211220;Ornamental Straight Sword;220
100211221;Ornamental Straight Sword;221
100211230;Ornamental Straight Sword;230
100211231;Ornamental Straight Sword;231
100211300;Ornamental Straight Sword;300
100211305;Ornamental Straight Sword;305
100211310;Ornamental Straight Sword;310
100211315;Ornamental Straight Sword;315
100211320;Ornamental Straight Sword;320
100211321;Ornamental Straight Sword;321
100211325;Ornamental Straight Sword;325
100211326;Ornamental Straight Sword;326
100211330;Ornamental Straight Sword;330
100211331;Ornamental Straight Sword;331
100211340;Ornamental Straight Sword;340
100211341;Ornamental Straight Sword;341
100211350;Ornamental Straight Sword;350
100211351;Ornamental Straight Sword;351
100211355;Ornamental Straight Sword;355
100211360;Ornamental Straight Sword;360
100211366;Ornamental Straight Sword;366
100211380;Ornamental Straight Sword;380
100299000;;0
100299010;;10
100299020;;20
100299030;;30
100299040;;40
100300000;Default - Greatsword;0
100300010;Default - Greatsword;10
100300020;Default - Greatsword;20
100300030;Default - Greatsword;30
100300100;Default - Greatsword;100
100300105;Default - Greatsword;105
100300110;Default - Greatsword;110
100300115;Default - Greatsword;115
100300120;Default - Greatsword;120
100300125;Default - Greatsword;125
100300130;Default - Greatsword;130
100300140;Default - Greatsword;140
100300150;Default - Greatsword;150
100300155;Default - Greatsword;155
100300160;Default - Greatsword;160
100300165;Default - Greatsword;165
100300180;Default - Greatsword;180
100300200;Default - Greatsword;200
100300210;Default - Greatsword;210
100300220;Default - Greatsword;220
100300230;Default - Greatsword;230
100300300;Default - Greatsword;300
100300305;Default - Greatsword;305
100300310;Default - Greatsword;310
100300315;Default - Greatsword;315
100300320;Default - Greatsword;320
100300325;Default - Greatsword;325
100300330;Default - Greatsword;330
100300340;Default - Greatsword;340
100300350;Default - Greatsword;350
100300355;Default - Greatsword;355
100300360;Default - Greatsword;360
100300365;Default - Greatsword;365
100300380;Default - Greatsword;380
100300400;Default - Greatsword;400
100300410;Default - Greatsword;410
100300420;Default - Greatsword;420
100300430;Default - Greatsword;430
100300460;Default - Greatsword;460
100300470;Default - Greatsword;470
100300480;Default - Greatsword;480
100300500;Default - Greatsword;500
100300505;Default - Greatsword;505
100300509;Default - Greatsword;509
100300510;Default - Greatsword;510
100300515;Default - Greatsword;515
100300516;Default - Greatsword;516
100300520;Default - Greatsword;520
100300530;Default - Greatsword;530
100300540;Default - Greatsword;540
100300550;Default - Greatsword;550
100300560;Default - Greatsword;560
100300561;Default - Greatsword;561
100300590;Default - Greatsword;590
100300591;Default - Greatsword;591
100300600;Default - Greatsword;600
100300605;Default - Greatsword;605
100300610;Default - Greatsword;610
100300630;Default - Greatsword;630
100300632;Default - Greatsword;632
100300635;Default - Greatsword;635
100300640;Default - Greatsword;640
100300642;Default - Greatsword;642
100300645;Default - Greatsword;645
100300650;Default - Greatsword;650
100300660;Default - Greatsword;660
100300665;Default - Greatsword;665
100300700;Default - Greatsword;700
100300705;Default - Greatsword;705
100300710;Default - Greatsword;710
100300730;Default - Greatsword;730
100300732;Default - Greatsword;732
100300735;Default - Greatsword;735
100300740;Default - Greatsword;740
100300742;Default - Greatsword;742
100300745;Default - Greatsword;745
100300750;Default - Greatsword;750
100300760;Default - Greatsword;760
100300765;Default - Greatsword;765
100300800;Default - Greatsword;800
100300805;Default - Greatsword;805
100300810;Default - Greatsword;810
100300815;Default - Greatsword;815
100300820;Default - Greatsword;820
100300825;Default - Greatsword;825
100300860;Default - Greatsword;860
100300865;Default - Greatsword;865
100300870;Default - Greatsword;870
100300875;Default - Greatsword;875
100300880;Default - Greatsword;880
100300885;Default - Greatsword;885
100300890;Default - Greatsword;890
100300895;Default - Greatsword;895
100301001;Dark Moon Greatsword;1
100301002;Dark Moon Greatsword;2
100301003;Dark Moon Greatsword;3
100301100;Dark Moon Greatsword;100
100301105;Dark Moon Greatsword;105
100301110;Dark Moon Greatsword;110
100301115;Dark Moon Greatsword;115
100301300;Dark Moon Greatsword;300
100301305;Dark Moon Greatsword;305
100301310;Dark Moon Greatsword;310
100301315;Dark Moon Greatsword;315
100302001;Sword of Milos;1
100302100;Sword of Milos;100
100302105;Sword of Milos;105
100302110;Sword of Milos;110
100302115;Sword of Milos;115
100302300;Sword of Milos;300
100302305;Sword of Milos;305
100302310;Sword of Milos;310
100302315;Sword of Milos;315
100303001;Alabaster Lord's Sword;1
100303100;Alabaster Lord's Sword;100
100303105;Alabaster Lord's Sword;105
100303110;Alabaster Lord's Sword;110
100303115;Alabaster Lord's Sword;115
100303300;Alabaster Lord's Sword;300
100303305;Alabaster Lord's Sword;305
100303310;Alabaster Lord's Sword;310
100303315;Alabaster Lord's Sword;315
100305100;Flamberge;100
100305105;Flamberge;105
100305110;Flamberge;110
100305115;Flamberge;115
100307200;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;200
100307210;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;210
100307220;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;220
100307230;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;230
100308001;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;1
100308100;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;100
100308105;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;105
100308110;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;110
100308115;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;115
100308300;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;300
100308305;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;305
100308310;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;310
100308315;Inseparable Sword - Knight's Greatsword - Banished Knight's Greatsword;315
100309001;Death's Poker;1
100309100;Death's Poker;100
100309105;Death's Poker;105
100309110;Death's Poker;110
100309115;Death's Poker;115
100309300;Death's Poker;300
100309305;Death's Poker;305
100309310;Death's Poker;310
100309315;Death's Poker;315
100315110;Marais Executioner's Sword;110
100315115;Marais Executioner's Sword;115
100315300;Marais Executioner's Sword;300
100315305;Marais Executioner's Sword;305
100315310;Marais Executioner's Sword;310
100315315;Marais Executioner's Sword;315
100318100;Claymore;100
100318105;Claymore;105
100318110;Claymore;110
100318115;Claymore;115
100318300;Claymore;300
100318305;Claymore;305
100318310;Claymore;310
100318315;Claymore;315
100318330;Claymore;330
100400000;Default - Colossal Sword;0
100400001;Default - Colossal Sword;1
100400002;Default - Colossal Sword;2
100400010;Default - Colossal Sword;10
100400020;Default - Colossal Sword;20
100400100;Default - Colossal Sword;100
100400105;Default - Colossal Sword;105
100400110;Default - Colossal Sword;110
100400115;Default - Colossal Sword;115
100400120;Default - Colossal Sword;120
100400125;Default - Colossal Sword;125
100400130;Default - Colossal Sword;130
100400140;Default - Colossal Sword;140
100400150;Default - Colossal Sword;150
100400155;Default - Colossal Sword;155
100400160;Default - Colossal Sword;160
100400165;Default - Colossal Sword;165
100400180;Default - Colossal Sword;180
100400200;Default - Colossal Sword;200
100400210;Default - Colossal Sword;210
100400220;Default - Colossal Sword;220
100400300;Default - Colossal Sword;300
100400305;Default - Colossal Sword;305
100400310;Default - Colossal Sword;310
100400315;Default - Colossal Sword;315
100400320;Default - Colossal Sword;320
100400325;Default - Colossal Sword;325
100400330;Default - Colossal Sword;330
100400340;Default - Colossal Sword;340
100400350;Default - Colossal Sword;350
100400355;Default - Colossal Sword;355
100400360;Default - Colossal Sword;360
100400365;Default - Colossal Sword;365
100400380;Default - Colossal Sword;380
100400400;Default - Colossal Sword;400
100400410;Default - Colossal Sword;410
100400420;Default - Colossal Sword;420
100400460;Default - Colossal Sword;460
100400470;Default - Colossal Sword;470
100400480;Default - Colossal Sword;480
100400500;Default - Colossal Sword;500
100400501;Default - Colossal Sword;501
100400505;Default - Colossal Sword;505
100400506;Default - Colossal Sword;506
100400509;Default - Colossal Sword;509
100400510;Default - Colossal Sword;510
100400511;Default - Colossal Sword;511
100400515;Default - Colossal Sword;515
100400516;Default - Colossal Sword;516
100400517;Default - Colossal Sword;517
100400520;Default - Colossal Sword;520
100400530;Default - Colossal Sword;530
100400531;Default - Colossal Sword;531
100400540;Default - Colossal Sword;540
100400550;Default - Colossal Sword;550
100400560;Default - Colossal Sword;560
100400561;Default - Colossal Sword;561
100400590;Default - Colossal Sword;590
100400591;Default - Colossal Sword;591
100400600;Default - Colossal Sword;600
100400605;Default - Colossal Sword;605
100400610;Default - Colossal Sword;610
100400630;Default - Colossal Sword;630
100400632;Default - Colossal Sword;632
100400635;Default - Colossal Sword;635
100400640;Default - Colossal Sword;640
100400642;Default - Colossal Sword;642
100400645;Default - Colossal Sword;645
100400650;Default - Colossal Sword;650
100400660;Default - Colossal Sword;660
100400665;Default - Colossal Sword;665
100400700;Default - Colossal Sword;700
100400705;Default - Colossal Sword;705
100400710;Default - Colossal Sword;710
100400730;Default - Colossal Sword;730
100400732;Default - Colossal Sword;732
100400735;Default - Colossal Sword;735
100400740;Default - Colossal Sword;740
100400742;Default - Colossal Sword;742
100400745;Default - Colossal Sword;745
100400750;Default - Colossal Sword;750
100400760;Default - Colossal Sword;760
100400765;Default - Colossal Sword;765
100400800;Default - Colossal Sword;800
100400805;Default - Colossal Sword;805
100400810;Default - Colossal Sword;810
100400815;Default - Colossal Sword;815
100400820;Default - Colossal Sword;820
100400825;Default - Colossal Sword;825
100400860;Default - Colossal Sword;860
100400865;Default - Colossal Sword;865
100400870;Default - Colossal Sword;870
100400875;Default - Colossal Sword;875
100400880;Default - Colossal Sword;880
100400885;Default - Colossal Sword;885
100400890;Default - Colossal Sword;890
100400895;Default - Colossal Sword;895
100401100;Greatsword;100
100401105;Greatsword;105
100401110;Greatsword;110
100401115;Greatsword;115
100401300;Greatsword;300
100401305;Greatsword;305
100401310;Greatsword;310
100401315;Greatsword;315
100402100;Zweihander - Troll Knight's Sword;100
100402105;Zweihander - Troll Knight's Sword;105
100402300;Zweihander - Troll Knight's Sword;300
100402305;Zweihander - Troll Knight's Sword;305
100403001;Ruins Greatsword;1
100403005;Ruins Greatsword;5
100403100;Ruins Greatsword;100
100403105;Ruins Greatsword;105
100403110;Ruins Greatsword;110
100403115;Ruins Greatsword;115
100403300;Ruins Greatsword;300
100403305;Ruins Greatsword;305
100403310;Ruins Greatsword;310
100403315;Ruins Greatsword;315
100403900;Ruins Greatsword;900
100403905;Ruins Greatsword;905
100404000;Godslayer's Greatsword;0
100404010;Godslayer's Greatsword;10
100404020;Godslayer's Greatsword;20
100404200;Godslayer's Greatsword;200
100404210;Godslayer's Greatsword;210
100404220;Godslayer's Greatsword;220
100404400;Godslayer's Greatsword;400
100404410;Godslayer's Greatsword;410
100404420;Godslayer's Greatsword;420
100500000;Default - Thrusting Sword;0
100500010;Default - Thrusting Sword;10
100500020;Default - Thrusting Sword;20
100500030;Default - Thrusting Sword;30
100500040;Default - Thrusting Sword;40
100500050;Default - Thrusting Sword;50
100500100;Default - Thrusting Sword;100
100500105;Default - Thrusting Sword;105
100500110;Default - Thrusting Sword;110
100500115;Default - Thrusting Sword;115
100500120;Default - Thrusting Sword;120
100500125;Default - Thrusting Sword;125
100500130;Default - Thrusting Sword;130
100500140;Default - Thrusting Sword;140
100500150;Default - Thrusting Sword;150
100500155;Default - Thrusting Sword;155
100500160;Default - Thrusting Sword;160
100500165;Default - Thrusting Sword;165
100500170;Default - Thrusting Sword;170
100500175;Default - Thrusting Sword;175
100500176;Default - Thrusting Sword;176
100500180;Default - Thrusting Sword;180
100500200;Default - Thrusting Sword;200
100500210;Default - Thrusting Sword;210
100500220;Default - Thrusting Sword;220
