Row ID;Row Name;Item ID 1
50030;;9103
50040;;9104
50050;;9105
50060;;9106
50070;;9107
50080;;9108
50090;;9109
50100;;9110
50110;;9111
50120;;9112
50130;;9113
50140;;9114
50150;;9115
50160;;9116
50170;;9117
50180;;9118
50190;;9119
50200;;9120
50210;;9121
50220;;9122
50230;;9123
50240;;9124
50250;;9125
50260;;9126
50270;;9127
50280;;9128
50290;;9129
80000;;8200
80010;;8201
80020;;8202
80030;;8203
80040;;8204
80050;;8205
80060;;8206
80300;;1901000
80310;;1030000
80311;;1030100
80312;;8185
80320;;40030000
80330;;1600000
80340;;237000
80350;;7900
80360;;40600
90000;;9700
90200;;9800
90210;;9801
90220;;9802
100000;;130
100010;;8107
100100;;8100
100200;;900
100210;;8101
100300;;111
100310;;8154
100320;;2160
100330;;8155
100340;;102
100350;;0
100360;;11060000
100361;;111
100400;;125
100410;;9510
100420;;2030
100500;;2050
100510;;8918
100520;;10000
100530;;1190
100600;;6070
100610;;1240
100611;;5000
100612;;1235
100700;;8128
100710;;960000
100711;;960100
100712;;960300
100720;;8134
100730;;8127
100740;;8132
100750;;8133
100760;;4800
100770;;9080000
100780;;5030
100790;;7520
100800;;8131
100810;;8130
100890;;34090000
100891;;3311
100900;;8137
100910;;8221
100911;;6060
101000;;8144
101010;;1070000
101020;;8169
101030;;1290
101040;;4200
101050;;4220
101060;;8913
101061;;834000
101070;;834000
101100;;10040
101200;;2030
101201;;2030
101210;;2030
101300;;8176
101400;;8164
101410;;2000
101420;;8165
101430;;8143
101440;;2030
101450;;8166
101460;;0
101480;;8911
101481;;910000
101482;;910100
101483;;910200
101484;;910300
101490;;8910
101491;;262000
101495;;8910
101496;;259000
101500;;10161
101580;;4060000
101581;;170100
101582;;170200
101583;;170300
101590;;8199
101600;;104
101610;;10104
101620;;11027
101621;;10050000
101630;;5030
101640;;150000
101641;;150100
101642;;150200
101643;;150300
101700;;1210
101710;;1210
101720;;1120000
101730;;8222
101740;;1231
101741;;8222
101790;;0
101800;;8167
101810;;8168
101820;;20030000
101830;;2900
101840;;16010007
101841;;1400100
101842;;1400200
101843;;1400300
101900;;236000
101910;;10010
102100;;8590
102200;;1150000
102300;;65200
102301;;6840
102302;;6800
102303;;34040000
102304;;8979
102310;;10140
102311;;6830
102312;;12150000
102313;;6810
102314;;6820
102400;;8940
102401;;1301000
102600;;2030
102700;;8163
102710;;20760
102800;;8175
102810;;8178
102820;;6260
102830;;6490
102840;;9421
102850;;6760
102860;;11110000
102861;;590000
102862;;590100
102863;;590200
102864;;590300
102900;;8173
102910;;4810
102920;;2080
102921;;12200000
102922;;720000
102923;;721100
102924;;720200
102925;;720300
102926;;4810
102930;;720000
102931;;721100
102932;;720200
102933;;720300
103000;;8136
103010;;5040
103011;;891000
103020;;8193
103021;;8942
103022;;5040
103023;;891000
103100;;8976
103110;;8978
103120;;3050
103121;;8944
103200;;1070
103210;;8196
103220;;1250
103240;;2190
103241;;10168
103300;;3360
103310;;8980
103320;;6070
103330;;3361
103340;;8190
103350;;8183
103400;;8915
103401;;600000
103402;;600100
103403;;600200
103404;;600300
103410;;2090000
103411;;600000
103412;;600100
103413;;600200
103414;;600300
103500;;5010
103510;;8172
103580;;5010
103581;;8172
103582;;8223
103590;;8941
103591;;130000
103592;;130100
103593;;130200
103594;;130300
103600;;8919
103601;;33200000
103602;;4630
103700;;8943
103710;;13010000
103720;;620100
103800;;8197
103820;;970000
103821;;970100
103822;;970200
103823;;970300
103900;;8158
103901;;232000
103910;;8111
103920;;8191
103930;;3090000
103940;;8146
103950;;8159
104000;;10140
104010;;940000
104011;;940100
104012;;940200
104013;;940300
104100;;204000
104110;;10168
104120;;240000
104121;;240100
104122;;240200
104123;;240300
104200;;1030
104220;;10140
104300;;4220
104400;;4200
104500;;20050000
104501;;651000
104502;;2913
104600;;2210
104700;;1032
104800;;2081
104900;;690000
104901;;690100
104902;;690200
104903;;690300
105000;;1040100
105001;;1040200
105002;;1040300
109099;;0
110300;;11060000
110301;;111
110400;;125
110401;;9510
110410;;8920
110500;;8918
110501;;10000
110502;;1190
110600;;5000
110610;;5000
110620;;1240
110621;;5000
110799;;0
110800;;8131
110810;;3311
110811;;8131
110910;;6060
111099;;0
111000;;8913
111001;;834000
111080;;2030
111090;;2030
111199;;0
111299;;0
111300;;8176
111499;;0
111500;;4060000
111501;;170100
111502;;170200
111503;;170300
111699;;0
111600;;5030
111610;;150000
111611;;150100
111612;;150200
111613;;150300
111700;;1230
111710;;1231
111899;;0
111800;;8912
111801;;16010007
111802;;1400100
111803;;1400200
111804;;1400300
111810;;8912
111811;;16010007
111812;;1400100
111813;;1400200
111814;;1400300
111815;;8168
111999;;0
111900;;2030
112000;;8917
112001;;15090
112199;;0
112299;;0
112200;;10010
112300;;8979
112301;;10140
112499;;0
112699;;0
112799;;0
112899;;0
112900;;8916
112901;;12200000
112902;;720000
112903;;721100
112904;;720200
112905;;720300
113000;;8136
113001;;8942
113002;;5040
113003;;891000
113010;;8193
113011;;8942
113012;;5040
113013;;891000
113120;;3050
113121;;8944
113200;;1250
113210;;8196
113300;;1940000
113301;;1940100
113400;;8915
113401;;600000
113402;;600100
113403;;600200
113404;;600300
113410;;2090000
113411;;600000
113412;;600100
113413;;600200
113414;;600300
113420;;2090000
113421;;600000
113422;;600100
113423;;600200
113424;;600300
113599;;0
113699;;0
113600;;8919
113601;;33200000
113799;;0
113700;;8943
113701;;13010000
113702;;620100
113899;;0
113800;;3160000
113820;;3160000
113821;;970000
113822;;970100
113823;;970200
113824;;970300
113999;;0
114099;;0
114000;;940000
114001;;940100
114002;;940200
114003;;940300
114100;;240000
114101;;240100
114102;;240200
114103;;240300
114210;;14140000
114211;;14140000
114310;;580000
114311;;580100
114312;;580200
114313;;580300
114410;;581000
114411;;581100
114412;;581200
114500;;20050000
114501;;651000
104510;;20050000
104511;;651000
104512;;2913
114600;;15410
114799;;0
119000;;8921
119005;;8922
119010;;8923
119015;;8924
119020;;8925
119025;;8926
119030;;8927
119035;;8928
119040;;8929
119045;;8930
119050;;8931
119055;;8932
119060;;8933
119065;;8934
119070;;8935
119075;;8936
119080;;8937
119085;;8938
119090;;8939
996500;;20650
996510;;20651
996520;;15210
996530;;20653
996540;;20654
996550;;17000
996560;;20651
996570;;20653
996580;;17000
996590;;17000
996600;;20660
996610;;17000
996620;;17000
996630;;17000
996640;;17000
996650;;17000
996660;;17000
996670;;17000
996680;;17000
996690;;17000
996700;;17000
996710;;17000
996720;;17000
996730;;17000
996740;;17000
996750;;17000
996760;;17000
996770;;17000
996780;;17000
996790;;17000
996800;;20680
996810;;20681
996820;;20682
996830;;20683
996840;;20652
996850;;20685
996860;;17000
996870;;20652
996880;;17000
996890;;17000
996900;;20690
996910;;20691
996920;;17000
996930;;17000
996940;;17000
996950;;17000
996960;;20691
996970;;17000
996980;;17000
996990;;17000
997000;;20700
997010;;15230
997020;;17000
997030;;17000
997040;;17000
997050;;17000
997060;;17000
997070;;17000
997080;;17000
997090;;17000
997100;;20710
997110;;17000
997120;;17000
997130;;17000
997140;;17000
997150;;17000
997160;;17000
997170;;17000
997180;;17000
997190;;17000
997200;;20720
997210;;20721
997220;;20722
997230;;20723
997240;;17000
997250;;17000
997260;;17000
997270;;17000
997280;;17000
997290;;17000
997300;;20720
997310;;17000
997320;;17000
997330;;17000
997340;;17000
997350;;17000
997360;;17000
997370;;17000
997380;;17000
997390;;17000
997400;;20740
997410;;17000
997420;;17000
997430;;17000
997440;;17000
997450;;17000
997460;;17000
997470;;17000
997480;;17000
997490;;17000
997500;;20750
997510;;20751
997520;;17000
997530;;20753
997540;;17000
997550;;17000
997560;;17000
997570;;17000
997580;;17000
997590;;17000
997600;;20760
997610;;20761
997620;;17000
997630;;17000
997640;;17000
997650;;17000
997660;;17000
997670;;17000
997680;;17000
997690;;17000
997700;;20770
997710;;17000
997720;;17000
997730;;17000
997740;;17000
997750;;20775
997760;;17000
997770;;17000
997780;;17000
997790;;17000
997800;;20780
997810;;17000
997820;;17000
997830;;17000
997840;;17000
997850;;17000
997860;;17000
997870;;17000
997880;;17000
997890;;17000
997900;;17000
997910;;17000
997920;;17000
997930;;17000
997940;;17000
997950;;20795
997960;;1760
997970;;17000
997980;;17000
997990;;17000
998000;;20800
998010;;20801
998020;;20802
998030;;17000
998040;;17000
998050;;17000
998060;;17000
998070;;17000
998080;;17000
998090;;17000
998100;;20810
998110;;20811
998120;;20812
998130;;17000
998140;;17000
998150;;17000
998160;;17000
998170;;17000
998180;;17000
998190;;17000
998200;;20820
998210;;17000
998220;;17000
998230;;17000
998240;;17000
998250;;20825
998260;;17000
998270;;17000
998280;;17000
998290;;17000
998300;;20830
998310;;20831
998320;;17000
998330;;17000
998340;;17000
998350;;17000
998360;;17000
998370;;17000
998380;;17000
998390;;17000
998400;;20840
998410;;20841
998420;;20842
998430;;17000
998440;;17000
998450;;20845
998460;;17000
998470;;17000
998480;;17000
998490;;17000
998500;;20850
998510;;17000
998520;;20852
998530;;17000
998540;;17000
998550;;20855
998560;;17000
998570;;17000
998580;;17000
998590;;17000
998600;;10100
998610;;10101
998620;;10102
998630;;10103
998640;;10104
998650;;10105
998660;;10106
998670;;10107
998680;;10140
998690;;17000
998700;;10160
998710;;10161
998720;;10162
998730;;10163
998740;;10164
998750;;10165
998760;;10166
998770;;10167
998780;;10168
998790;;10200
998800;;17000
998810;;17000
998820;;17000
998830;;17000
998840;;17000
998850;;17000
998860;;17000
998870;;17000
998880;;17000
998890;;17000
998900;;17000
998910;;17000
998920;;17000
998930;;17000
998940;;17000
998950;;17000
998960;;17000
998970;;17000
998980;;17000
998990;;17000
999200;;10900
999210;;10901
999220;;10902
999230;;10903
999240;;10904
999250;;10905
999260;;10906
999270;;10907
999280;;10908
999290;;10909
999300;;10910
999310;;10911
999320;;10912
999330;;10913
999340;;10914
999350;;10915
999360;;10916
999370;;10917
999380;;10918
999390;;10919
10000030;;150
10000040;;1400
10000050;;1200
10000060;;111
10000080;;50000000
10000090;;32190000
10000100;;31010000
10000110;;2900
10000120;;52000000
10000130;;10102
10000140;;1760
10000150;;10101
10000160;;1190
10000170;;2901
10000180;;22000000
10000190;;1700
10000200;;50040000
10000210;;20802
10000220;;1400
10000230;;2180
10000240;;2901
10000250;;20691
10000260;;1700
10000270;;20760
10000280;;1500
10000290;;2901
10000300;;10161
10000310;;10101
10000320;;31020000
10000330;;2901
10000340;;14100000
10000350;;1730
10000360;;2901
10000370;;8000
10000380;;1210
10000390;;15020
10000400;;2900
10000410;;10101
10000420;;8970
10000430;;50000000
10000440;;1160
10000450;;8171
10000451;;740000
10000460;;910
10000470;;8000
10000480;;9303
10000500;;8010
10000510;;10100
10000520;;2900
10000530;;2901
10000540;;53000000
10000550;;43080000
10000560;;812000
10000570;;2901
10000580;;2904
10000590;;10101
10000600;;2903
10000610;;50010000
10000620;;16070000
10000630;;150
10000640;;10100
10000650;;20802
10000660;;2903
10000670;;2900
10000680;;20760
10000690;;2901
10000700;;1420
10000710;;10101
10000720;;2901
10000730;;10010
10000740;;10101
10000750;;10100
10000760;;2904
10000770;;9500
10000775;;9500
10000780;;10100
10000781;;10101
10000790;;1730
10000800;;10101
10000810;;15020
10000820;;10100
10000830;;2901
10000840;;10102
10000850;;1240
10000860;;2020
10000870;;10101
10000880;;20691
10000890;;2901
10000900;;20650
10000910;;20802
10000920;;8000
10000930;;1700
10000940;;1190
10000950;;1730
10000960;;1100
10000965;;34010000
10000970;;3040
10000975;;2200
10000980;;10161
10000990;;8857
10001085;;10160
10001086;;15030
10001087;;15040
10001095;;10010
10001295;;7510
10000005;;32290000
10000015;;31270000
10000025;;1030000
10000035;;12190000
10010000;;106
10010010;;8194
10010900;;238000
11000000;;1420
11000010;;150
11000020;;15341
11000030;;10103
11000040;;2906
11000050;;20840
11000060;;940
11000070;;15400
11000080;;962100
11000090;;15150
11000100;;10105
11000110;;3310
11000120;;2909
11000130;;9510
11000140;;1750
11000150;;20811
11000160;;1430
11000170;;2907
11000180;;15040
11000190;;10103
11000200;;2907
11000210;;10164
11000220;;2907
11000230;;52080000
11000240;;20685
11000250;;8000
11000260;;2909
11000270;;2907
11000280;;2908
11000290;;10105
11000300;;2908
11000310;;20691
11000320;;1083000
11000330;;2908
11000340;;8193
11000350;;10105
11000360;;2908
11000370;;10104
11000380;;8000
11000390;;2911
11000400;;15030
11000410;;20800
11000420;;1210
11000430;;1450
11000440;;10165
11000450;;2908
11000460;;1170
11000470;;9510
11000480;;20855
11000490;;8000
11000500;;2908
11000510;;10103
11000520;;50090000
11000530;;10105
11000540;;960
11000550;;2907
11000560;;9500
11000570;;10070
11000580;;190
11000590;;1150000
11000600;;1720
11000610;;10165
11000620;;15420
11000630;;10104
11000640;;1100
11000650;;10105
11000660;;2908
11000670;;41070000
11000680;;1480
11000690;;8858
11000700;;10104
11000710;;2908
11000720;;10105
11000730;;1180
11000740;;150
11000750;;20855
11000760;;10104
11000770;;15040
11000780;;10105
11000790;;20800
11000800;;8000
11000810;;1750
11000820;;10105
11000830;;2908
11000840;;20855
11000850;;8193
11000860;;10104
11000870;;150
11000880;;21080000
11000890;;1430
11000900;;10105
11000910;;8862
11000920;;10164
11000930;;1430
11000940;;1430
11000950;;190
11000960;;34070000
11000970;;2110000
11000980;;8000
11001985;;860000
11001986;;860100
11001987;;860200
11001988;;860300
11000990;;10010
11001000;;6431
11001010;;8972
11001020;;5020
11001030;;4090
11001040;;16090000
11001187;;18150000
11001193;;10010
11001195;;10166
11001198;;2919
11000005;;120000
11000006;;120100
11000007;;120200
11000008;;120300
11000015;;41030000
11000025;;2130
11000035;;1930100
11000045;;640000
11000046;;640100
11000047;;640200
11000048;;640300
11000055;;11080000
11000065;;190
11000075;;2914
11000085;;2911
11000095;;160000
11000105;;14140000
11000115;;2210000
11000125;;52030000
11000135;;20855
11000145;;10165
11000155;;2918
11000165;;2910
11000175;;2915
11000185;;10165
11000186;;15030
11000187;;15040
11000195;;10165
11000196;;15030
11000197;;15040
11000205;;2912
11000215;;2909
11000225;;2911
11000235;;1170
11000245;;2910
11050000;;6424
11050001;;6431
11050010;;10168
11050020;;20685
11050030;;190
11050040;;20683
11050050;;2917
11050100;;1042
11050850;;8193
11100000;;21130000
11100700;;8859
11100710;;43110000
11100711;;52030000
11100800;;108
11100900;;21110000
12010000;;8613
12010010;;8614
12010020;;9389
12010030;;10167
12010040;;2900
12010050;;2901
12010060;;10100
12010070;;1420
12010080;;2902
12010090;;10200
12010100;;10010
12010110;;1490
12010120;;52030000
12010130;;3310
12010140;;1170
12010150;;10102
12010160;;50060000
12010170;;2050
12010180;;1170
12010190;;10102
12010200;;2900
12010210;;10102
12010220;;1700
12010230;;10102
12010240;;2901
12010250;;1690
12010260;;10102
12010270;;10103
12010280;;10101
12010290;;20852
12010300;;1740
12010310;;2120
12010320;;10162
12010330;;20761
12010340;;2902
12010350;;2130
12010360;;2902
12010370;;20801
12010380;;10166
12010390;;20810
12010400;;2902
12010410;;1420
12010420;;2902
12010430;;150
12010440;;10100
12010450;;2908
12010460;;2010000
12010470;;940
12010480;;2906
12010490;;2909
12010500;;2906
12010510;;15100
12010520;;10165
12010530;;10103
12010540;;930
12010550;;1690
12010560;;2909
12010570;;7070000
12010580;;8000
12010590;;2906
12010600;;2909
12010610;;1750
12010620;;10105
12010630;;249000
12010640;;2909
12010650;;2909
12010660;;2909
12010670;;10105
12010680;;2909
12010690;;10919
12010700;;10166
12010710;;222000
12010720;;8000
12010730;;1420
12010740;;1530
12010750;;20825
12010760;;10105
12010770;;2130
12010780;;10166
12010790;;2130
12010800;;10103
12010810;;10104
12010820;;2909
12010830;;10104
12010840;;1750
12010850;;2909
12010860;;10106
12010870;;10105
12010880;;10167
12010890;;10166
12010900;;7070000
12010910;;10919
12010920;;1080000
12010930;;2000400
12010940;;10166
12010950;;10918
12010960;;1140
12010970;;32220000
12010980;;8964
12010990;;206000
12015995;;10166
12015997;;10010
12010105;;2909
12010106;;190
12020000;;1200
12020010;;8974
12020020;;9363
12020030;;20691
12020040;;10010
12020050;;1220
12020060;;8615
12020070;;3000600
12020080;;8159
12020081;;10919
12020090;;3000
12020100;;15130
12020110;;15010
12020120;;2902
12020130;;9330
12020140;;31320000
12020150;;10161
12020160;;15040
12020170;;2901
12020180;;1690
12020190;;2902
12020200;;1140
12020210;;10161
12020220;;10102
12020230;;10101
12020240;;50100000
12020250;;1200
12020260;;2903
12020270;;2903
12020280;;150
12020290;;2903
12020300;;10103
12020310;;15341
12020320;;2905
12020330;;2902
12020340;;15000
12020350;;10102
12020360;;1200
12020370;;2903
12020380;;50100000
12020390;;8000
12020400;;2903
12020410;;10101
12020420;;41020000
12020430;;2903
12020440;;15000
12020450;;8000
12020460;;190
12020470;;1180
12020480;;15020
12020490;;1181
12020500;;2903
12020510;;50100000
12020520;;20800
12020530;;20830
12020540;;1160
12020550;;2903
12020560;;301000
12020570;;15040
12020580;;2904
12020590;;1730
12020600;;15341
12020610;;10104
12020620;;1201
12020630;;15040
12020640;;15341
12020650;;10103
12020660;;15030
12020670;;15030
12020680;;10164
12020690;;2911
12020700;;2900
12020710;;10104
12020720;;10101
12020730;;2130
12020740;;10104
12020750;;8000
12020760;;20825
12020770;;2900
12020780;;2912
12020790;;2906
12020800;;10104
12020810;;2905
12020820;;190
12020830;;10103
12020840;;2900
12020850;;950
12020860;;190
12020870;;2130
12020880;;207000
12020890;;2906
12020900;;10102
12020910;;11120000
12020920;;2130
12020930;;2906
12020940;;2100
12020950;;10164
12020960;;1480
12020970;;15120
12020980;;2906
12020990;;2906
12020435;;32030000
12020445;;10165
12030000;;8617
12030010;;8000
12030020;;20852
12030030;;2904
12030040;;2907
12030050;;50090000
12030060;;10105
12030070;;1430
12030080;;6720
12030090;;10103
12030100;;2904
12030110;;2905
12030120;;3310
12030130;;10103
12030140;;22000
12030150;;1480
12030160;;15341
12030170;;2900
12030180;;33180000
12030190;;10105
12030200;;2904
12030210;;2907
12030220;;20800
12030230;;10166
12030240;;10166
12030250;;10166
12030260;;1750
12030270;;10165
12030280;;2907
12030290;;2907
12030300;;571000
12030301;;571100
12030302;;570200
12030303;;570300
12030310;;10105
12030320;;2907
12030330;;10166
12030340;;20691
12030350;;10106
12030360;;53010000
12030370;;2907
12030380;;10105
12030390;;2907
12030400;;960
12030410;;10103
12030420;;15100
12030430;;2907
12030440;;2908
12030450;;10103
12030460;;20800
12030470;;2907
12030480;;10104
12030490;;10104
12030500;;10105
12030510;;190
12030520;;254000
12030530;;10166
12030540;;2907
12030550;;10165
12030560;;2900
12030570;;2900
12030580;;2900
12030590;;2900
12030900;;3000600
12030910;;2900
12030950;;17020000
12030960;;23070000
12030800;;2913
12030801;;190
12030810;;2913
12030811;;190
12030820;;2913
12030821;;190
12030830;;2913
12030831;;190
12030840;;2913
12030841;;190
12030850;;2913
12030851;;190
12050000;;8616
12050010;;10010
12050020;;2910
12050030;;10105
12050040;;20723
12050050;;9391
12050060;;2917
12050070;;10107
12050080;;2916
12050090;;20831
12050100;;10200
12050110;;7210
12050120;;1540
12050130;;20831
12050140;;2911
12050150;;10106
12050160;;2911
12050170;;20753
12050180;;20800
12050190;;190
12050200;;2900
12050210;;2912
12050220;;2900
12050230;;2900
12050240;;2900
12050250;;2900
12050260;;2900
12050270;;2900
12050280;;2900
12050290;;20723
12050300;;1430
12050310;;8000
12050320;;10105
12050330;;20691
12050340;;2912
12050350;;960
12050360;;1490
12050370;;4042
12050380;;2900
12050390;;2900
12050400;;2900
12050410;;2900
12050420;;2900
12050430;;2900
12050440;;2900
12050450;;2900
12050460;;2900
12050470;;2900
12050480;;2900
12050490;;2900
12050500;;2900
12050510;;2900
12050520;;2900
12050530;;2900
12050540;;2900
12050550;;2900
12050560;;2900
12050570;;2900
12050580;;2900
12050590;;10106
12050600;;910
12050610;;8000
12050620;;20723
12050630;;2000400
12050640;;10107
12050650;;2913
12050660;;3000600
12050670;;2912
12050680;;2910
12050690;;2919
12050700;;10105
12050710;;2900
12050720;;2900
12050730;;2900
12050740;;2900
12050900;;10168
12050950;;680000
12050951;;681100
12050952;;680200
12050953;;680300
12070000;;150
12070010;;20810
12070020;;2902
12070030;;2901
12070040;;10103
12070050;;10101
12070060;;2901
12070070;;1110
12070080;;2901
12070090;;2020
12070100;;2903
12070110;;15050
12070120;;1700
12070130;;10102
12070140;;2903
12070150;;10103
12070160;;2120
12070170;;940
12070180;;1190
12070190;;2900
12070200;;2900
12070210;;2900
12070220;;2900
12070230;;2900
12070240;;2900
12070250;;2900
12070260;;2900
12070270;;2900
12070280;;2900
12070290;;2900
12070300;;2904
12070310;;1450
12070320;;52040000
12070330;;20800
12070340;;190
12070350;;2905
12070360;;10104
12070370;;150
12070380;;1330
12070390;;2905
12070400;;8963
12070410;;10102
12070420;;10163
12070430;;10104
12070440;;248000
12070450;;2906
12070460;;2906
12070470;;190
12070480;;8185
12070490;;8185
12070500;;24050000
12070510;;2900
12070520;;2900
12070530;;2900
12070540;;2900
13000000;;10107
13000010;;2908
13000020;;15040
13000030;;1170
13000040;;10105
13000050;;10107
13000060;;1480
13000070;;10107
13000080;;10107
13000090;;53010000
13000100;;0
13000110;;2911
13000120;;8865
13000130;;2915
13000140;;10105
13000150;;8958
13000160;;0
13000170;;10200
13000180;;20652
13000190;;10107
13000200;;950
13000210;;0
13000220;;10107
13000230;;0
13000240;;20855
13000250;;10166
13000260;;2908
13000270;;50090000
13000280;;20855
13000290;;20855
13000300;;2909
13000310;;2911
13000320;;10105
13000330;;2910
13000340;;0
13000350;;8000
13000360;;2911
13000370;;0
13000380;;190
13000390;;10200
13000400;;0
13000410;;0
13000420;;2910
13000430;;15040
13000440;;2918
13000450;;10106
13000460;;1410
13000470;;10200
13000480;;10140
13000490;;2911
13000500;;4002
13000510;;1140
13000520;;10107
13000530;;2919
13000540;;20800
13000550;;2911
13000560;;10107
13000570;;190
13000580;;10106
13000590;;1480
13000600;;10107
13000610;;0
13000620;;2911
13000630;;0
13000640;;10106
13000650;;9402
13000660;;10167
13000670;;10105
13000680;;20691
13000690;;0
13000700;;53010000
13000710;;20652
13000720;;2911
13000730;;10106
13000740;;2911
13000750;;0
13000760;;4032
