Row ID;Row Name;Is Disable Parry
30009;;True
30010;;True
30011;;True
30012;;True
30013;;True
30014;;True
30015;;True
30016;;True
30017;;True
30018;;True
30019;;True
30020;;True
30021;;True
30022;;True
30023;;True
30024;;True
30025;;True
30026;;True
30027;;True
30028;;True
30029;;True
30030;;True
40000;Glintstone Pebble;True
40010;Great Glintstone Shard;True
40070;Glintstone Arc;True
40100;Swift Glintstone Shard;True
40200;Comet;True
40201;Comet;True
40210;Comet;True
40211;Comet;True
40212;Comet [Hit];True
40300;Shard Spiral - Emitted;True
40301;Shard Spiral [Hit];True
40400;Glintstone Stars;True
40401;Glintstone Stars;True
40402;Glintstone Stars;True
40405;Glintstone Stars;True
40406;Glintstone Stars;True
40407;Glintstone Stars;True
40500;Star Shower;True
40501;Star Shower;True
40502;Star Shower;True
40503;Star Shower;True
40504;Star Shower;True
40505;Star Shower;True
40510;Star Shower;True
40511;Star Shower;True
40512;Star Shower;True
40513;Star Shower;True
40514;Star Shower;True
40515;Star Shower;True
40600;Crystal Barrage;True
40601;Crystal Barrage;True
40800;Cannon of Haima;True
40801;Cannon of Haima;True
40805;Cannon of Haima;True
40806;Cannon of Haima;True
40900;Crystal Burst;True
40905;Crystal Burst;True
41000;Shatter Earth;True
41001;Shatter Earth;True
41002;Shatter Earth;True
41003;Shatter Earth;True
41004;Shatter Earth;True
41100;Rock Blaster;True
41101;Shatter Earth;True
41102;Rock Blaster;True
41103;Rock Blaster;True
41200;Gavel of Haima;True
41201;Gavel of Haima;True
41205;Gavel of Haima;True
41206;Gavel of Haima;True
41300;Terra Magicus;True
42000;Comet Azur;True
42001;Comet Azur;True
42002;Comet Azur;True
42003;Comet Azur;True
42004;Comet Azur;True
42100;Founding Rain of Stars;True
42105;Founding Rain of Stars;True
42200;Stars of Ruin;True
42201;Stars of Ruin;True
42202;Stars of Ruin;True
42203;Stars of Ruin;True
42204;Stars of Ruin;True
42205;Stars of Ruin;True
42206;Stars of Ruin;True
42207;Stars of Ruin;True
42210;Stars of Ruin;True
42211;Stars of Ruin;True
42212;Stars of Ruin;True
42213;Stars of Ruin;True
42214;Stars of Ruin;True
42215;Stars of Ruin;True
42216;Stars of Ruin;True
42217;Stars of Ruin;True
43000;Glintblade Phalanx;True
43001;Glintblade Phalanx;True
43010;Carian Phalanx;True
43011;Carian Phalanx;True
43020;Greatblade Phalanx;True
43021;Greatblade Phalanx;True
43600;Rennala's Full Moon;True
43601;Rennala's Full Moon;True
43610;Ranni's Dark Moon;True
43611;Ranni's Dark Moon;True
43700;Magic Downpour;True
43701;Magic Downpour;True
43702;Magic Downpour;True
43703;Magic Downpour;True
43704;Magic Downpour;True
43705;Magic Downpour;True
43706;Magic Downpour;True
43707;Magic Downpour;True
43708;Magic Downpour;True
43709;Magic Downpour;True
43710;Magic Downpour;True
43711;Magic Downpour;True
43800;Loretta's Greatbow;True
43801;Loretta's Greatbow;True
43805;Loretta's Greatbow;True
43806;Loretta's Greatbow;True
43810;Loretta's Greatbow;True
43811;Loretta's Mastery;True
43815;Loretta's Mastery;True
43816;Loretta's Mastery;True
43900;Magic Glintblade;True
43905;Magic Glintblade;True
44000;Glintstone Icecrag;True
44100;Zamor Ice Storm;True
44101;Zamor Ice Storm;True
44105;Zamor Ice Storm;True
44106;Zamor Ice Storm;True
44200;Freezing Mist;True
44205;Freezing Mist;True
44300;Carian Greatsword;True
44301;Carian Greatsword;True
44305;Carian Greatsword;True
44306;Carian Greatsword;True
44307;Carian Greatsword;True
44308;Carian Greatsword;True
44310;Adula's Moonblade;True
44311;Adula's Moonblade;True
44315;Adula's Moonblade;True
44316;Adula's Moonblade;True
44317;Adula's Moonblade;True
44318;Adula's Moonblade;True
44319;Adula's Moonblade;True
44400;Carian Slicer;True
44401;Carian Slicer;True
44405;Carian Slicer;True
44406;Carian Slicer;True
44407;Carian Slicer;True
44408;Carian Slicer;True
44500;Carian Piercer;True
44501;Carian Piercer;True
44505;Carian Piercer;True
44506;Carian Piercer;True
44800;Lucidity;True
45000;Shattering Crystal;True
45001;Shattering Crystal;True
45002;Shattering Crystal;True
45005;Shattering Crystal;True
45006;Shattering Crystal;True
45007;Shattering Crystal;True
45100;Crystal Release;True
45101;Crystal Release;True
45200;Crystal Torrent;True
45201;Crystal Torrent;True
46000;Ambush Shard;True
46100;Night Shard;True
46200;Night Comet;True
46201;Night Comet;True
46202;Night Comet;True
46300;;True
46301;;True
46400;Carian Retaliation;True
46401;Carian Retaliation;True
46410;Carian Retaliation <unused>;True
46411;Carian Retaliation <unused>;True
46420;Carian Retaliation <unused>;True
46421;Carian Retaliation <unused>;True
46701;Unseen Form;True
47000;Meteorite;True
47001;Meteorite;True
47010;Meteorite of Astel;True
47011;Meteorite of Astel;True
47100;Rock Sling;True
47200;Gravity Well;True
47205;Gravity Well;True
47210;Collapsing Stars;True
47211;Collapsing Stars;True
47215;Collapsing Stars;True
47216;Collapsing Stars;True
48000;Magma Shot;True
48001;Magma Shot;True
48003;Magma Shot;True
48005;Magma Shot;True
48006;Magma Shot;True
48007;Magma Shot;True
48100;Gelmir's Fury;True
48107;Gelmir's Fury;True
48200;Roiling Magma;True
48201;Roiling Magma;True
48202;Roiling Magma;True
48203;Roiling Magma;True
48204;Roiling Magma;True
48205;Roiling Magma;True
48206;Roiling Magma;True
48210;Roiling Magma;True
48211;Roiling Magma;True
48212;Roiling Magma;True
48213;Roiling Magma;True
48214;Roiling Magma;True
48215;Roiling Magma;True
48216;Roiling Magma;True
48300;Rykard's Rancor;True
49000;Briars of Sin;True
49001;Briars of Sin;True
49002;Briars of Sin;True
49100;Briars of Punishment;True
49101;Briars of Punishment;True
50000;Rancorcall;True
50005;Rancorcall;True
50010;Ancient Death Rancor;True
50011;Ancient Death Rancor;True
50015;Ancient Death Rancor;True
50016;Ancient Death Rancor;True
50100;Explosive Ghostflame;True
50101;Explosive Ghostflame;True
50200;Fia's Mist;True
50205;Fia's Mist;True
50300;Tibia's Summons;True
50400;Death Lightning;True
50401;Death Lightning;True
50402;Death Lightning;True
50405;Death Lightning;True
50406;Death Lightning;True
50407;Death Lightning;True
51000;Oracle Bubbles;True
51005;Oracle Bubbles;True
51010;Great Oracular Bubble;True
51015;Great Oracular Bubble;True
60000;Catch Flame;True
60001;Catch Flame;True
60010;Catch Flame;True
60011;Catch Flame;True
60015;Catch Flame;True
60016;Catch Flame;True
60100;Flame Sling;True
60101;Flame Sling;True
60102;Flame Sling;True
60103;Flame Sling;True
60200;;True
60201;;True
60202;;True
60205;;True
60206;;True
60207;;True
60300;;True
60305;;True
60400;;True
61000;Giantsflame Take Thee;True
61005;Giantsflame Take Thee;True
61100;Flame of the Fell God;True
61101;Flame of the Fell God;True
61200;;True
61201;;True
61202;;True
61203;;True
61204;;True
61205;;True
61206;;True
62100;Black Flame;True
62101;Black Flame;True
62105;Black Flame;True
62106;Black Flame;True
62200;;True
62300;Scouring Black Flame;True
62305;Scouring Black Flame;True
62400;Noble Presence;True
62401;Noble Presence;True
62405;Noble Presence;True
62406;Noble Presence;True
62500;Black Flame Ritual;True
62501;Black Flame Ritual;True
62502;Black Flame Ritual;True
62503;Black Flame Ritual;True
62505;Black Flame Ritual;True
62506;Black Flame Ritual;True
62507;Black Flame Ritual;True
62508;Black Flame Ritual;True
63000;Bloodflame Talons;True
63100;Bloodboon;True
63101;Bloodboon;True
63300;Barrier of Gold;True
63301;Barrier of Gold;True
63400;Protection of the Erdtree;True
63401;Protection of the Erdtree;True
64000;Rejection;True
64005;Rejection;True
64100;Wrath of Gold;True
64105;Wrath of Gold;True
64200;Urgent Heal;True
64201;Urgent Heal;True
64210;Heal;True
64211;Heal;True
64220;Great Heal;True
64221;Great Heal;True
64230;Lord's Heal;True
64231;Lord's Heal;True
64240;Erdtree Heal;True
64241;Erdtree Heal;True
64300;Blessing's Boon;True
64301;Blessing's Boon;True
64310;Blessing of the Erdtree;True
64311;Blessing of the Erdtree;True
64400;Cure Poison;True
64410;Lord's Aid;True
64411;Lord's Aid;True
64900;Lord's Divine Fortification;True
64901;Lord's Divine Fortification;True
65000;Night Maiden's Mist;True
65001;Night Maiden's Mist;True
65005;Night Maiden's Mist;True
65006;Night Maiden's Mist;True
65101;Assassin's Approach;True
65200;Shadow Bait;True
65201;Shadow Bait;True
65300;Darkness;True
65301;Darkness;True
66000;Golden Vow;True
67000;Discus of Light;True
67001;Discus of Light;True
67002;Discus of Light;True
67003;Discus of Light;True
67010;Triple Rings of Light;True
67011;Triple Rings of Light;True
67012;Triple Rings of Light;True
67013;Triple Rings of Light;True
67014;Triple Rings of Light;True
67100;Radagon's Rings of Light;True
67105;Radagon's Rings of Light;True
67200;Elden Stars;True
67201;Elden Stars;True
67202;Elden Stars;True
67300;Law of Regression;True
67301;Law of Regression;True
67500;Litany of Proper Death;True
67600;Law of Causality;True
67601;Law of Causality;True
67800;Order Healing;True
68000;Bestial Sling;True
68100;Stone of Gurranq;True
68101;Stone of Gurranq;True
68200;Beast Claw;True
68201;Beast Claw;True
68205;Beast Claw;True
68206;Beast Claw;True
68300;Gurranq's Beast Claw;True
68600;Bestial Constitution;True
69000;Lightning Spear;True
69001;Lightning Spear;True
69005;Lightning Spear;True
69006;Lightning Spear;True
69100;Ancient Dragons' Lightning Strike;True
69101;Ancient Dragons' Lightning Strike;True
69105;Ancient Dragons' Lightning Strike;True
69106;Ancient Dragons' Lightning Strike;True
69200;Lightning Strike;True
69201;Lightning Strike;True
69210;Frozen Lightning Spear;True
69211;Frozen Lightning Spear;True
69212;Frozen Lightning Spear;True
69300;Honed Bolt;True
69301;Honed Bolt;True
69400;Ancient Dragons' Lightning Spear;True
69401;Ancient Dragons' Lightning Spear;True
69402;Ancient Dragons' Lightning Spear;True
69410;Fortissax's Lightning Spear;True
69411;Fortissax's Lightning Spear;True
69412;Fortissax's Lightning Spear;True
69415;Fortissax's Lightning Spear;True
69416;Fortissax's Lightning Spear;True
69417;Fortissax's Lightning Spear;True
69500;Lansseax's Glaive;True
69501;Lansseax's Glaive;True
69502;Lansseax's Glaive;True
70000;Dragonfire;True
70010;Agheel's Flame;True
70100;Magma Breath;True
70101;Magma Breath;True
70102;Magma Breath;True
70109;Magma Breath;True
70110;Theodorix's Magma;True
70111;Theodorix's Magma;True
70112;Theodorix's Magma;True
70119;Theodorix's Magma;True
70200;Dragonice;True
70210;Borealis's Mist;True
70300;Rotten Breath;True
70310;Ekzykes's Decay;True
70400;Glintstone Breath;True
70410;Smarag's Glintstone Breath;True
70500;Placidusax's Ruin;True
70501;Placidusax's Ruin;True
70502;Placidusax's Ruin;True
70600;Dragonclaw;True
70601;Dragonclaw;True
70602;Dragonclaw;True
70603;Dragonclaw;True
70605;Dragonclaw;True
70606;Dragonclaw;True
70800;Dragonmaw;True
70900;Greyoll's Roar;True
72000;Pest Threads;True
72100;Swarm of Flies;True
72101;Swarm of Flies;True
72200;Poison Mist;True
72400;Scarlet Aeonia;True
72401;Scarlet Aeonia;True
72402;Scarlet Aeonia;True
73000;Inescapable Frenzy;True
73001;Inescapable Frenzy;True
73002;Inescapable Frenzy;True
73010;Inescapable Frenzy;True
73100;The Flame of Frenzy;True
73101;The Flame of Frenzy;True
73105;The Flame of Frenzy;True
73106;The Flame of Frenzy;True
73109;The Flame of Frenzy;True
73110;Unendurable Frenzy;True
73111;Unendurable Frenzy;True
73112;Unendurable Frenzy;True
73120;;True
73121;;True
73122;;True
73200;Frenzied Burst;True
73205;Frenzied Burst;True
73300;Howl of Shabriri;True
73301;Howl of Shabriri;True
75000;Aspects of the Crucible: Tail;True
75005;Aspects of the Crucible: Tail;True
75100;Aspects of the Crucible: Horns;True
75101;Aspects of the Crucible: Horns;True
75105;Aspects of the Crucible: Horns;True
75106;Aspects of the Crucible: Horns;True
75200;Aspects of the Crucible: Breath;True
75300;Black Blade;True
75301;Black Blade;True
75302;Black Blade;True
75303;Black Blade;True
75304;Black Blade;True
75305;Black Blade;True
75306;Black Blade;True
75307;Black Blade;True
79000;Fire's Deadly Sin;True
79001;Fire's Deadly Sin;True
79005;Fire's Deadly Sin;True
79006;Fire's Deadly Sin;True
79009;Fire's Deadly Sin;True
79030;Golden Lightning Fortification;True
79031;Golden Lightning Fortification;True
79980;Giantsflame Take Thee;True
79981;Rock Sling;True
79982;Stone of Gurranq;True
79983;Bloodflame Talons;True
79984;Thops's Barrier;True
79985;;True
79986;;True
79987;;True
79990;Ancient Dragons' Lightning Strike;True
79991;Noble Presence;True
90460;;True
90470;;True
90480;;True
90500;;True
90501;;True
90505;;True
90509;;True
90510;;True
90511;;True
90515;;True
90516;;True
90517;;True
90520;;True
90530;;True
90540;;True
90550;;True
90560;;True
90561;;True
90590;;True
90591;;True
100460;Default - Dagger;True
100470;Default - Dagger;True
100480;Default - Dagger;True
100500;Default - Dagger - Backstab;True
100505;Default - Dagger - Backstab (Special);True
100509;Default - Dagger - Backstab (Special);True
100510;Default - Dagger - Riposte;True
100515;Default - Dagger - Riposte (Special);True
100516;Default - Dagger - Riposte (Special);True
100520;Default - Dagger;True
100530;Default - Dagger;True
100540;Default - Dagger;True
100550;Default - Dagger;True
100560;Default - Dagger;True
100561;Default - Dagger;True
100590;Default - Dagger;True
100591;Default - Dagger;True
100600;Default - Dagger;True
200460;Default - Straight Sword;True
200470;Default - Straight Sword;True
200480;Default - Straight Sword;True
200500;Default - Straight Sword;True
200505;Default - Straight Sword;True
200509;Default - Straight Sword;True
200510;Default - Straight Sword;True
200515;Default - Straight Sword;True
200516;Default - Straight Sword;True
200520;Default - Straight Sword;True
200530;Default - Straight Sword;True
200540;Default - Straight Sword;True
200550;Default - Straight Sword;True
200560;Default - Straight Sword;True
200561;Default - Straight Sword;True
200590;Default - Straight Sword;True
200591;Default - Straight Sword;True
300460;Default - Greatsword;True
300470;Default - Greatsword;True
300480;Default - Greatsword;True
300500;Default - Greatsword;True
300505;Default - Greatsword;True
300509;Default - Greatsword;True
300510;Default - Greatsword;True
300515;Default - Greatsword;True
300516;Default - Greatsword;True
300520;Default - Greatsword;True
300530;Default - Greatsword;True
300540;Default - Greatsword;True
300550;Default - Greatsword;True
300560;Default - Greatsword;True
300561;Default - Greatsword;True
300590;Default - Greatsword;True
300591;Default - Greatsword;True
302001;Death's Poker;True
400000;Default - Colossal Sword;True
400001;Default - Colossal Sword;True
400002;Default - Colossal Sword;True
400010;Default - Colossal Sword;True
400020;Default - Colossal Sword;True
400100;Default - Colossal Sword;True
400105;Default - Colossal Sword;True
400110;Default - Colossal Sword;True
400115;Default - Colossal Sword;True
400120;Default - Colossal Sword;True
400125;Default - Colossal Sword;True
400130;Default - Colossal Sword;True
400140;Default - Colossal Sword;True
400150;Default - Colossal Sword;True
400155;Default - Colossal Sword;True
400160;Default - Colossal Sword;True
400165;Default - Colossal Sword;True
400180;Default - Colossal Sword;True
400200;Default - Colossal Sword;True
400210;Default - Colossal Sword;True
400220;Default - Colossal Sword;True
400300;Default - Colossal Sword;True
400305;Default - Colossal Sword;True
400310;Default - Colossal Sword;True
400315;Default - Colossal Sword;True
400320;Default - Colossal Sword;True
400325;Default - Colossal Sword;True
400330;Default - Colossal Sword;True
400340;Default - Colossal Sword;True
400350;Default - Colossal Sword;True
400355;Default - Colossal Sword;True
400360;Default - Colossal Sword;True
400365;Default - Colossal Sword;True
400380;Default - Colossal Sword;True
400400;Default - Colossal Sword;True
400410;Default - Colossal Sword;True
400420;Default - Colossal Sword;True
400460;Default - Colossal Sword;True
400470;Default - Colossal Sword;True
400480;Default - Colossal Sword;True
400500;Default - Colossal Sword;True
400501;Default - Colossal Sword;True
400505;Default - Colossal Sword;True
400506;Default - Colossal Sword;True
400509;Default - Colossal Sword;True
400510;Default - Colossal Sword;True
400511;Default - Colossal Sword;True
400515;Default - Colossal Sword;True
400516;Default - Colossal Sword;True
400517;Default - Colossal Sword;True
400520;Default - Colossal Sword;True
400530;Default - Colossal Sword;True
400531;Default - Colossal Sword;True
400540;Default - Colossal Sword;True
400550;Default - Colossal Sword;True
400560;Default - Colossal Sword;True
400561;Default - Colossal Sword;True
400590;Default - Colossal Sword;True
400591;Default - Colossal Sword;True
400600;Default - Colossal Sword;True
400605;Default - Colossal Sword;True
400610;Default - Colossal Sword;True
400630;Default - Colossal Sword;True
400632;Default - Colossal Sword;True
400635;Default - Colossal Sword;True
400640;Default - Colossal Sword;True
400642;Default - Colossal Sword;True
400645;Default - Colossal Sword;True
400650;Default - Colossal Sword;True
400660;Default - Colossal Sword;True
400665;Default - Colossal Sword;True
400700;Default - Colossal Sword;True
400705;Default - Colossal Sword;True
400710;Default - Colossal Sword;True
400730;Default - Colossal Sword;True
400732;Default - Colossal Sword;True
400735;Default - Colossal Sword;True
400740;Default - Colossal Sword;True
400742;Default - Colossal Sword;True
400745;Default - Colossal Sword;True
400750;Default - Colossal Sword;True
400760;Default - Colossal Sword;True
400765;Default - Colossal Sword;True
400800;Default - Colossal Sword;True
400805;Default - Colossal Sword;True
400810;Default - Colossal Sword;True
400815;Default - Colossal Sword;True
400820;Default - Colossal Sword;True
400825;Default - Colossal Sword;True
400860;Default - Colossal Sword;True
400865;Default - Colossal Sword;True
400870;Default - Colossal Sword;True
400875;Default - Colossal Sword;True
400880;Default - Colossal Sword;True
400885;Default - Colossal Sword;True
400890;Default - Colossal Sword;True
400895;Default - Colossal Sword;True
401100;Greatsword;True
401105;Greatsword;True
401110;Greatsword;True
401115;Greatsword;True
401300;Greatsword;True
401305;Greatsword;True
401310;Greatsword;True
401315;Greatsword;True
402100;Zweihander - Troll Knight's Sword;True
402105;Zweihander - Troll Knight's Sword;True
402300;Zweihander - Troll Knight's Sword;True
402305;Zweihander - Troll Knight's Sword;True
403001;Ruins Greatsword;True
403005;;True
403100;Ruins Greatsword;True
403105;Ruins Greatsword;True
403110;Ruins Greatsword;True
403115;Ruins Greatsword;True
403300;Ruins Greatsword;True
403305;Ruins Greatsword;True
403310;Ruins Greatsword;True
403315;Ruins Greatsword;True
404000;Godslayer's Greatsword;True
404010;Godslayer's Greatsword;True
404020;Godslayer's Greatsword;True
404200;Godslayer's Greatsword;True
404210;Godslayer's Greatsword;True
404220;Godslayer's Greatsword;True
404400;Godslayer's Greatsword;True
404410;Godslayer's Greatsword;True
404420;Godslayer's Greatsword;True
500460;Default - Thrusting Sword;True
500470;Default - Thrusting Sword;True
500480;Default - Thrusting Sword;True
500500;Default - Thrusting Sword;True
500505;Default - Thrusting Sword;True
500509;Default - Thrusting Sword;True
500510;Default - Thrusting Sword;True
500515;Default - Thrusting Sword;True
500516;Default - Thrusting Sword;True
500520;Default - Thrusting Sword;True
500530;Default - Thrusting Sword;True
500540;Default - Thrusting Sword;True
500550;Default - Thrusting Sword;True
500560;Default - Thrusting Sword;True
500561;Default - Thrusting Sword;True
500590;Default - Thrusting Sword;True
500591;Default - Thrusting Sword;True
600460;Default - Heavy Thrusting Sword;True
600470;Default - Heavy Thrusting Sword;True
600480;Default - Heavy Thrusting Sword;True
600500;Default - Heavy Thrusting Sword;True
600505;Default - Heavy Thrusting Sword;True
600509;Default - Heavy Thrusting Sword;True
600510;Default - Heavy Thrusting Sword;True
600515;Default - Heavy Thrusting Sword;True
600516;Default - Heavy Thrusting Sword;True
600520;Default - Heavy Thrusting Sword;True
600530;Default - Heavy Thrusting Sword;True
600540;Default - Heavy Thrusting Sword;True
600550;Default - Heavy Thrusting Sword;True
600560;Default - Heavy Thrusting Sword;True
600561;Default - Heavy Thrusting Sword;True
600590;Default - Heavy Thrusting Sword;True
600591;Default - Heavy Thrusting Sword;True
700460;Default - Curved Sword;True
700470;Default - Curved Sword;True
700480;Default - Curved Sword;True
700500;Default - Curved Sword;True
700505;Default - Curved Sword;True
700509;Default - Curved Sword;True
700510;Default - Curved Sword;True
700515;Default - Curved Sword;True
700516;Default - Curved Sword;True
700520;Default - Curved Sword;True
700530;Default - Curved Sword;True
700540;Default - Curved Sword;True
700550;Default - Curved Sword;True
700560;Default - Curved Sword;True
700561;Default - Curved Sword;True
700590;Default - Curved Sword;True
700591;Default - Curved Sword;True
800000;Default - Curved Greatsword;True
800010;Default - Curved Greatsword;True
800020;Default - Curved Greatsword;True
800030;Default - Curved Greatsword;True
800100;Default - Curved Greatsword;True
800105;Default - Curved Greatsword;True
800110;Default - Curved Greatsword;True
800115;Default - Curved Greatsword;True
800116;Default - Curved Greatsword;True
800120;Default - Curved Greatsword;True
800125;Default - Curved Greatsword;True
800130;Default - Curved Greatsword;True
800140;Default - Curved Greatsword;True
800150;Default - Curved Greatsword;True
800155;Default - Curved Greatsword;True
800160;Default - Curved Greatsword;True
800165;Default - Curved Greatsword;True
800180;Default - Curved Greatsword;True
800200;Default - Curved Greatsword;True
800210;Default - Curved Greatsword;True
800220;Default - Curved Greatsword;True
800230;Default - Curved Greatsword;True
800300;Default - Curved Greatsword;True
800305;Default - Curved Greatsword;True
800310;Default - Curved Greatsword;True
800315;Default - Curved Greatsword;True
800316;Default - Curved Greatsword;True
800320;Default - Curved Greatsword;True
800325;Default - Curved Greatsword;True
800330;Default - Curved Greatsword;True
800340;Default - Curved Greatsword;True
800350;Default - Curved Greatsword;True
800355;Default - Curved Greatsword;True
800360;Default - Curved Greatsword;True
800365;Default - Curved Greatsword;True
800380;Default - Curved Greatsword;True
800400;Default - Curved Greatsword;True
800410;Default - Curved Greatsword;True
800420;Default - Curved Greatsword;True
800430;Default - Curved Greatsword;True
800460;Default - Curved Greatsword;True
800470;Default - Curved Greatsword;True
800480;Default - Curved Greatsword;True
800500;Default - Curved Greatsword;True
800501;Default - Curved Greatsword;True
800505;Default - Curved Greatsword;True
800506;Default - Curved Greatsword;True
800509;Default - Curved Greatsword;True
800510;Default - Curved Greatsword;True
800511;Default - Curved Greatsword;True
800515;Default - Curved Greatsword;True
800516;Default - Curved Greatsword;True
800517;Default - Curved Greatsword;True
800520;Default - Curved Greatsword;True
800530;Default - Curved Greatsword;True
800531;Default - Curved Greatsword;True
800540;Default - Curved Greatsword;True
800550;Default - Curved Greatsword;True
800560;Default - Curved Greatsword;True
800561;Default - Curved Greatsword;True
800590;Default - Curved Greatsword;True
800591;Default - Curved Greatsword;True
800600;Default - Curved Greatsword;True
800605;Default - Curved Greatsword;True
800610;Default - Curved Greatsword;True
800630;Default - Curved Greatsword;True
800632;Default - Curved Greatsword;True
800635;Default - Curved Greatsword;True
800640;Default - Curved Greatsword;True
800642;Default - Curved Greatsword;True
800645;Default - Curved Greatsword;True
800650;Default - Curved Greatsword;True
800660;Default - Curved Greatsword;True
800665;Default - Curved Greatsword;True
800700;Default - Curved Greatsword;True
800705;Default - Curved Greatsword;True
800710;Default - Curved Greatsword;True
800730;Default - Curved Greatsword;True
800732;Default - Curved Greatsword;True
800735;Default - Curved Greatsword;True
800740;Default - Curved Greatsword;True
800742;Default - Curved Greatsword;True
800745;Default - Curved Greatsword;True
800750;Default - Curved Greatsword;True
800760;Default - Curved Greatsword;True
800765;Default - Curved Greatsword;True
801000;Zamor Curved Sword;True
801010;Zamor Curved Sword;True
801020;Zamor Curved Sword;True
801030;Zamor Curved Sword;True
801200;Zamor Curved Sword;True
801210;Zamor Curved Sword;True
801220;Zamor Curved Sword;True
801230;Zamor Curved Sword;True
801400;Zamor Curved Sword;True
801410;Zamor Curved Sword;True
801420;Zamor Curved Sword;True
801430;Zamor Curved Sword;True
802300;Magma Wyrm's Scalesword;True
802305;Magma Wyrm's Scalesword;True
802310;Magma Wyrm's Scalesword;True
802315;Magma Wyrm's Scalesword;True
802360;Magma Wyrm's Scalesword;True
803160;;True
803360;;True
804150;Bloodhound's Fang;True
804160;Bloodhound's Fang;True
804350;Bloodhound's Fang;True
804360;Bloodhound's Fang;True
900460;Default - Katana;True
900470;Default - Katana;True
900480;Default - Katana;True
900500;Default - Katana;True
900509;Default - Katana;True
900510;Default - Katana;True
900530;Default - Katana;True
900550;Default - Katana;True
900560;Default - Katana;True
900561;Default - Katana;True
900590;Default - Katana;True
900591;Default - Katana;True
1000460;Default - Twinblade;True
1000470;Default - Twinblade;True
1000480;Default - Twinblade;True
1000500;Default - Twinblade;True
1000505;;True
1000509;Default - Twinblade;True
1000510;Default - Twinblade;True
1000515;;True
1000516;;True
1000520;;True
1000530;Default - Twinblade;True
1000540;;True
1000550;Default - Twinblade;True
1000560;Default - Twinblade;True
1000561;Default - Twinblade;True
1000590;Default - Twinblade;True
1000591;Default - Twinblade;True
1100460;Default - Hammer;True
1100470;Default - Hammer;True
1100480;Default - Hammer;True
