Row ID;Row Name;Reinforcement Level
220;Lucerne +0 - Black Flame Tornado;0
221;Scythe +0 - Black Flame Tornado;0
300;Hookclaws +0 - Barbaric Roar;0
301;Longsword +0 - Barbaric Roar;0
302;Twinblade +0 - Barbaric Roar;0
303;Bastard Sword +0 - Barbaric Roar;0
304;Greatsword +0 - Barbaric Roar;0
305;Falchion +0 - Barbaric Roar;0
306;Uchigatana +0 - Barbaric Roar;0
307;Battle Axe +0 - Barbaric Roar;0
308;Duelist Greataxe +0 - Barbaric Roar;0
309;Watchdog's Staff +0 - Barbaric Roar;0
310;Greataxe +0 - Barbaric Roar;0
311;Mace +0 - Barbaric Roar;0
312;Flail +0 - Barbaric Roar;0
313;Great Mace +0 - Barbaric Roar;0
314;Short Spear +0 - Barbaric Roar;0
315;Mohgwyn's Sacred Spear +0 - Barbaric Roar;0
316;Halberd +0 - Barbaric Roar;0
317;Blank +0 - Barbaric Roar;0
318;Caestus +0 - Barbaric Roar;0
319;Scythe +0 - Barbaric Roar;0
320;Hookclaws +0 - War Cry;0
321;Longsword +0 - War Cry;0
322;Twinblade +0 - War Cry;0
323;Bastard Sword +0 - War Cry;0
324;Greatsword +0 - War Cry;0
325;Falchion +0 - War Cry;0
326;Uchigatana +0 - War Cry;0
327;Battle Axe +0 - War Cry;0
328;Duelist Greataxe +0 - War Cry;0
329;Watchdog's Staff +0 - War Cry;0
330;Greataxe +0 - War Cry;0
331;Mace +0 - War Cry;0
332;Flail +0 - War Cry;0
333;Great Mace +0 - War Cry;0
334;Short Spear +0 - War Cry;0
335;Mohgwyn's Sacred Spear +0 - War Cry;0
336;Halberd +0 - War Cry;0
337;Blank +0 - War Cry;0
338;Caestus +0 - War Cry;0
339;Scythe +0 - War Cry;0
340;Bastard Sword +0 - Double Slash;0
341;Banished Knight's Halberd +0 - Double Slash;0
345;Bastard Sword +0 - Bloody Slash;0
346;Twinblade +0 - Bloody Slash;0
350;Longsword +0 - Chilling Mist;0
355;Longsword +0 - Poisonous Mist;0
360;Twinblade +0 - Ice Spear;0
365;Caestus +0 - Thunderbolt;0
370;Banished Knight's Halberd +0 - Lightning Slash;0
500;Scimitar +0 - Storm Blade;0
501;Spear +0 - Determination;0
502;Club +0 - Blank;0
503;Rickety Shield +0 - Holy Ground;0
504;Bastard Sword +0 - Thunderbolt;0
1000;Bastard Sword +0 - Lion's Claw;0
1001;Longsword +0 - Impaling Thrust;0
1002;Longsword +0 - Spinning Slash;0
1003;Short Spear +0 -;0
1004;Flame Art Longsword +0 - Glintblade Phalanx;0
1005;Poison Longsword +0 -;0
1006;Sacred Bastard Sword +0 - Eruption;0
1007;Quality Bastard Sword +0 - Gravitas;0
1008;Quality Longsword +0 - Storm Blade;0
1009;Heavy Bastard Sword +0 - Earthshaker;0
1010;Magic Longsword +0 - Flaming Strike;0
1011;Cold Short Spear +0 - Thunderbolt;0
1012;Flame Art Longsword +0 - Carian Greatsword;0
1013;Heavy Longsword +0 - Storm Stomp;0
1014;Quality Longsword +0 - Determination;0
1015;Fire Longsword +0 - Holy Ground;0
1016;Keen Longsword +0 - Quickstep;0
1017;Keen Longsword +0 - Raptor of the Mists;0
3010;Blank +4 - No Skill;4
3040;Blank +4 - Storm Assault;4
3041;Blank +0 - No Skill;0
3042;Blank +5 - No Skill;5
3090;Spear +7 - Kick;7
3091;Blank +10 - No Skill;10
3092;Spear +0 - Kick;0
3093;Blank +0 - No Skill;0
3110;Banished Knight's Halberd +8 - Spinning Strikes;8
3111;Blank +0 - No Skill;0
3120;Flamberge +9 - Flaming Strike;9
3121;Blank +10 - No Skill;10
3122;Blank +0 - Flaming Strike;0
3123;Blank +0 - No Skill;0
3140;Hoslow's Petal Whip +3 - Kick;3
3141;Blank +10 - No Skill;10
3160;Blank +6 - No Skill;6
3180;Nagakiba +7 - Impaling Thrust;7
3181;Blank +10 - No Skill;10
3182;Uchigatana +5 - Impaling Thrust;5
3183;Blank +7 - Impaling Thrust;7
3190;Inseparable Sword +1 - Sacred Order;1
3191;Blank +10 - No Skill;10
3192;Blank +1 - Sacred Order;1
3193;Blank +10 - No Skill;10
3210;Erdsteel Dagger +10 - Sacred Order;10
3211;Blank +0 - No Skill;0
3230;Sword of Milos +10 - Blank;10
3240;Blank +7 - No Skill;7
3241;Blank +8 - No Skill;8
3250;Rogier's Rapier +10 - Glintblade Phalanx;10
3251;Blank +10 - No Skill;10
3260;Blank +6 - Vacuum Slice;6
3261;Blank +10 - No Skill;10
3262;Devourer's Scepter +7 - Blank;7
3270;Eleonora's Poleblade +2 - Blank;2
3271;Blank +0 - No Skill;0
3290;Great epee +8 - Repeating Thrust;8
3291;Blank +10 - No Skill;10
3292;Blank +0 - Blank;0
3293;Blank +0 - No Skill;0
3310;Iron Ball +7 - Braggart's Roar;7
3330;Blank +5 - No Skill;5
3340;Stormhawk Axe +4 - Blank;4
3350;Scavenger's Curved Sword +10 - Beast's Roar;10
3351;Blank +10 - No Skill;10
3390;Clinging Bone +3 - Blank;3
3391;Blank +6 - No Skill;6
3400;Raptor Talons +8 - Raptor of the Mists;8
3430;Reduvia +10 - Blank;10
3440;Blank +8 - Ground Slam;8
3441;Blank +10 - No Skill;10
3442;Blank +0 - Ground Slam;0
3443;Blank +0 - No Skill;0
3450;Blank +6 - Gravitas;6
3460;Scorpion's Stinger +5 - Quickstep;5
3461;Crepus's Black-Key Crossbow +10 - No Skill;10
3470;Hoslow's Petal Whip +9 - Bloodhound's Step;9
3510;Flail +5 - Blank;5
3511;Blank +5 - No Skill;5
3520;Blank +0 - No Skill;0
3530;Blank +6 - Wild Strikes;6
3531;Sacred Butchering Knife +6 - Wild Strikes;6
3532;Sacred Butchering Knife +7 - Prayerful Strike;7
3550;Rivers of Blood +4 - Blank;4
3551;Wakizashi +10 - Quickstep;10
3552;Rivers of Blood +0 - Blank;0
3553;Wakizashi +0 - Quickstep;0
3560;Flail +10 - Wild Strikes;10
3561;Blank +0 - No Skill;0
3590;Carian Knight's Sword +2 - Glintblade Phalanx;2
3591;Carian Knight's Shield +10 - Carian Retaliation;10
3592;Blank +0 - No Skill;0
3600;Godslayer's Greatsword +6 - Blank;6
3610;Quality Twinblade +9 - Spinning Slash;9
3611;Iron Roundshield +9 - No Skill;9
3612;Quality Twinblade +10 - Spinning Slash;10
3613;Iron Roundshield +10 - No Skill;10
3670;Blank +7 - Seppuku;7
3671;Wakizashi +8 - No Skill;8
3680;Light Crossbow +9 - Kick;9
3681;Mace +8 - Kick;8
3682;Blank +6 - Kick;6
3683;Short Spear +6 - Kick;6
3684;Inverted Hawk Towershield +9 - No Skill;9
3690;Blank +6 - Eruption;6
3700;Blank +9 - Endure;9
3701;Blank +9 - No Skill;9
3702;Blank +10 - Endure;10
3703;Blank +10 - No Skill;10
3710;Blank +9 - Quickstep;9
3711;Heater Shield +9 - No Skill;9
3712;Blank +10 - Quickstep;10
3713;Heater Shield +10 - No Skill;10
3720;Antspur Rapier +10 - Impaling Thrust;10
3721;Blank +10 - No Skill;10
3730;Keen Misericorde +10 - Poison Moth Flight;10
3731;Buckler +10 - Parry;10
3740;Heavy Great Mace +10 - Prayerful Strike;10
3741;Banished Knight's Shield +10 - No Skill;10
3750;Magic Estoc +10 - Parry;10
3751;Albinauric Staff +10 - No Skill;10
3760;Black Knife +3 - Blank;3
3761;Blank +10 - No Skill;10
3770;Blood Misericorde +10 - Blood Tax;10
3771;Blank +10 - No Skill;10
3800;Blank +6 - No Skill;6
3820;Blank +0 - No Skill;0
3821;One-Eyed Shield +10 - Blank;10
3830;Torchpole +2 - Kick;2
3831;Blank +10 - No Skill;10
3840;Ghiza's Wheel +7 - Blank;7
3850;Cold Scythe +7 - Sword Dance;7
3851;Staff of the Guilty +7 - No Skill;7
3860;Reduvia +10 - Blank;10
3861;Blank +10 - No Skill;10
3870;Halo Scythe +3 - Blank;3
3880;Blank +6 - Charge Forth;6
3890;Flowing Curved Sword +7 - Sword Dance;7
3900;Blank +7 - Blank;7
3901;Blank +7 - No Skill;7
5000;Banished Knight's Halberd +8 - Spinning Strikes;8
5010;Rogier's Rapier +8 - Glintblade Phalanx;8
5020;Spear +7 - Charge Forth;7
5030;Nagakiba +0 - Piercing Fang;0
5040;Iron Ball +0 - Braggart's Roar;0
9000;Magic Ice Crest Shield +10 - Carian Retaliation;10
9001;Heavy Giant-Crusher +10 - Bloodhound's Step;10
9002;Heavy Stone Club +10 - Hoarah Loux's Earthshaker;10
9003;Heavy Greatsword +10 - Bloodhound's Step;10
9004;Quality Grossmesser +10 - Sword Dance;10
9005;Banished Knight's Quality Greatsword +10 - Storm Stomp;10
9006;Hoslow's Keen Petal Whip +10 - Bloodhound's Step;10
9007;Composite Bow +10 - Barrage;10
10001;Heavy Longsword +10 - Lion's Claw;10
10002;Heavy Bastard Sword +10 - Lion's Claw;10
10003;Heavy Greatsword +10 - Lion's Claw;10
10004;Heavy Falchion +10 - Lion's Claw;10
10005;Heavy Dismounter +10 - Lion's Claw;10
10006;Heavy Uchigatana +10 - Lion's Claw;10
10007;Heavy Twinblade +10 - Lion's Claw;10
10010;Heavy Battle Axe +10 - Lion's Claw;10
10011;Heavy Greataxe +10 - Lion's Claw;10
10012;Heavy Mace +10 - Lion's Claw;10
10013;Heavy Large Club +10 - Lion's Claw;10
10014;Heavy Nightrider Flail +10 - Lion's Claw;10
10022;Heavy Duelist Greataxe +10 - Lion's Claw;10
10050;Keen Dagger +10 - Impaling Thrust;10
10051;Keen Longsword +10 - Impaling Thrust;10
10052;Keen Bastard Sword +10 - Impaling Thrust;10
10056;Keen Uchigatana +10 - Impaling Thrust;10
10057;Keen Twinblade +10 - Impaling Thrust;10
10058;Keen Rapier +10 - Impaling Thrust;10
10059;Keen Great epee +10 - Impaling Thrust;10
10065;Keen Short Spear +10 - Impaling Thrust;10
10066;Keen Lance +10 - Impaling Thrust;10
10067;Keen Halberd +10 - Impaling Thrust;10
10101;Keen Longsword +10 - Piercing Fang;10
10102;Keen Bastard Sword +10 - Piercing Fang;10
10106;Keen Uchigatana +10 - Piercing Fang;10
10107;Keen Twinblade +10 - Piercing Fang;10
10108;Keen Rapier +10 - Piercing Fang;10
10109;Keen Great epee +10 - Piercing Fang;10
10115;Keen Short Spear +10 - Piercing Fang;10
10116;Keen Lance +10 - Piercing Fang;10
10117;Keen Halberd +10 - Piercing Fang;10
10150;Keen Dagger +10 - Spinning Slash;10
10151;Keen Longsword +10 - Spinning Slash;10
10152;Keen Bastard Sword +10 - Spinning Slash;10
10154;Keen Falchion +10 - Spinning Slash;10
10155;Keen Dismounter +10 - Spinning Slash;10
10156;Keen Uchigatana +10 - Spinning Slash;10
10157;Keen Twinblade +10 - Spinning Slash;10
10160;Keen Battle Axe +10 - Spinning Slash;10
10161;Keen Greataxe +10 - Spinning Slash;10
10165;Keen Short Spear +10 - Spinning Slash;10
10166;Keen Lance +10 - Spinning Slash;10
10167;Keen Halberd +10 - Spinning Slash;10
10168;Keen Scythe +10 - Spinning Slash;10
10207;Quality Twinblade +10 - Charge Forth;10
10209;Quality Great epee +10 - Charge Forth;10
10215;Quality Short Spear +10 - Charge Forth;10
10216;Quality Lance +10 - Charge Forth;10
10217;Quality Halberd +10 - Charge Forth;10
10252;Heavy Bastard Sword +10 - Stamp (Upward Cut);10
10253;Heavy Greatsword +10 - Stamp (Upward Cut);10
10255;Heavy Dismounter +10 - Stamp (Upward Cut);10
10260;Heavy Battle Axe +10 - Stamp (Upward Cut);10
10261;Heavy Greataxe +10 - Stamp (Upward Cut);10
10262;Heavy Mace +10 - Stamp (Upward Cut);10
10263;Heavy Large Club +10 - Stamp (Upward Cut);10
10264;Heavy Nightrider Flail +10 - Stamp (Upward Cut);10
10272;Heavy Duelist Greataxe +10 - Stamp (Upward Cut);10
10302;Heavy Bastard Sword +10 - Stamp (Sweep);10
10303;Heavy Greatsword +10 - Stamp (Sweep);10
10305;Heavy Dismounter +10 - Stamp (Sweep);10
10310;Heavy Battle Axe +10 - Stamp (Sweep);10
10311;Heavy Greataxe +10 - Stamp (Sweep);10
10312;Heavy Mace +10 - Stamp (Sweep);10
10313;Heavy Large Club +10 - Stamp (Sweep);10
10314;Heavy Nightrider Flail +10 - Stamp (Sweep);10
10322;Heavy Duelist Greataxe +10 - Stamp (Sweep);10
10350;Blood Dagger +10 - Blood Tax;10
10351;Bloody Longsword +10 - Blood Tax;10
10352;Bloody Bastard Sword +10 - Blood Tax;10
10356;Blood Uchigatana +10 - Blood Tax;10
10357;Bloody Twinblade +10 - Blood Tax;10
10358;Blood Rapier +10 - Blood Tax;10
10359;Blood Great epee +10 - Blood Tax;10
10365;Blood Short Spear +10 - Blood Tax;10
10366;Bloody Lance +10 - Blood Tax;10
10367;Blood Halberd +10 - Blood Tax;10
10400;Keen Dagger +10 - Repeating Thrust;10
10401;Keen Longsword +10 - Repeating Thrust;10
10402;Keen Bastard Sword +10 - Repeating Thrust;10
10406;Keen Uchigatana +10 - Repeating Thrust;10
10407;Keen Twinblade +10 - Repeating Thrust;10
10408;Keen Rapier +10 - Repeating Thrust;10
10409;Keen Great epee +10 - Repeating Thrust;10
10415;Keen Short Spear +10 - Repeating Thrust;10
10416;Keen Lance +10 - Repeating Thrust;10
10417;Keen Halberd +10 - Repeating Thrust;10
10452;Quality Bastard Sword +10 - Wild Strikes;10
10454;Quality Falchion +10 - Wild Strikes;10
10455;Quality Dismounter +10 - Wild Strikes;10
10460;Quality Battle Axe +10 - Wild Strikes;10
10461;Quality Greataxe +10 - Wild Strikes;10
10462;Quality Mace +10 - Wild Strikes;10
10463;Quality Large Club +10 - Wild Strikes;10
10464;Quality Nightrider Flail +10 - Wild Strikes;10
10468;Quality Scythe +10 - Wild Strikes;10
10515;Heavy Short Spear +10 - Spinning Strikes;10
10517;Heavy Halberd +10 - Spinning Strikes;10
10518;Heavy Scythe +10 - Spinning Strikes;10
10550;Keen Dagger +10 - Double Slash;10
10551;Keen Longsword +10 - Double Slash;10
10552;Keen Bastard Sword +10 - Double Slash;10
10554;Keen Falchion +10 - Double Slash;10
10555;Keen Dismounter +10 - Double Slash;10
10556;Keen Uchigatana +10 - Double Slash;10
10557;Keen Twinblade +10 - Double Slash;10
10567;Keen Halberd +10 - Double Slash;10
10568;Keen Scythe +10 - Double Slash;10
10611;Flame Art Greataxe +10 - Prelate's Charge;10
10613;Flame Art Large Club +10 - Prelate's Charge;10
10622;Flame Art Duelist Greataxe +10 - Prelate's Charge;10
10656;Keen Uchigatana +10 - Unsheathe;10
10701;Quality Longsword +10 - Square Off;10
10752;Quality Bastard Sword +10 - Giant Hunt;10
10753;Quality Greatsword +10 - Giant Hunt;10
10757;Quality Twinblade +10 - Giant Hunt;10
10759;Quality Great epee +10 - Giant Hunt;10
10765;Quality Short Spear +10 - Giant Hunt;10
10766;Quality Lance +10 - Giant Hunt;10
10767;Quality Halberd +10 - Giant Hunt;10
10807;Magic Twinblade +10 - Loretta's Slash;10
10815;Magic Short Spear +10 - Loretta's Slash;10
10816;Magic Lance +10 - Loretta's Slash;10
10817;Magic Halberd +10 - Loretta's Slash;10
10818;Magic Scythe +10 - Loretta's Slash;10
10850;Poison Dagger +10 - Poison Moth Flight;10
10851;Poison Longsword +10 - Poison Moth Flight;10
10854;Poison Falchion +10 - Poison Moth Flight;10
10856;Poison Uchigatana +10 - Poison Moth Flight;10
10858;Poison Rapier +10 - Poison Moth Flight;10
10900;Magic Dagger +10 - Spinning Weapon;10
10901;Magic Longsword +10 - Spinning Weapon;10
10904;Magic Falchion +10 - Spinning Weapon;10
10906;Magic Uchigatana +10 - Spinning Weapon;10
10907;Magic Twinblade +10 - Spinning Weapon;10
10908;Magic Rapier +10 - Spinning Weapon;10
10910;Magic Battle Axe +10 - Spinning Weapon;10
10912;Magic Mace +10 - Spinning Weapon;10
10914;Magic Nightrider Flail +10 - Spinning Weapon;10
10915;Magic Short Spear +10 - Spinning Weapon;10
10917;Magic Halberd +10 - Spinning Weapon;10
10918;Magic Scythe +10 - Spinning Weapon;10
10957;Quality Twinblade +10 - Storm Assault;10
10959;Quality Great epee +10 - Storm Assault;10
10965;Quality Short Spear +10 - Storm Assault;10
10966;Quality Lance +10 - Storm Assault;10
10967;Quality Halberd +10 - Storm Assault;10
11001;Quality Longsword +10 - Stormcaller;10
11002;Quality Bastard Sword +10 - Stormcaller;10
11004;Quality Falchion +10 - Stormcaller;10
11005;Quality Dismounter +10 - Stormcaller;10
11006;Quality Uchigatana +10 - Stormcaller;10
11007;Quality Twinblade +10 - Stormcaller;10
11010;Quality Battle Axe +10 - Stormcaller;10
11011;Quality Greataxe +10 - Stormcaller;10
11012;Quality Mace +10 - Stormcaller;10
11013;Quality Large Club +10 - Stormcaller;10
11014;Quality Nightrider Flail +10 - Stormcaller;10
11015;Quality Short Spear +10 - Stormcaller;10
11016;Quality Lance +10 - Stormcaller;10
11017;Quality Halberd +10 - Stormcaller;10
11018;Quality Scythe +10 - Stormcaller;10
11050;Keen Dagger +10 - Sword Dance;10
11051;Keen Longsword +10 - Sword Dance;10
11052;Keen Bastard Sword +10 - Sword Dance;10
11054;Keen Falchion +10 - Sword Dance;10
11055;Keen Dismounter +10 - Sword Dance;10
11056;Keen Uchigatana +10 - Sword Dance;10
11057;Keen Twinblade +10 - Sword Dance;10
11060;Keen Battle Axe +10 - Sword Dance;10
11061;Keen Greataxe +10 - Sword Dance;10
11067;Keen Halberd +10 - Sword Dance;10
11068;Keen Scythe +10 - Sword Dance;10
11100;Magic Dagger +10 - Glintblade Phalanx;10
11101;Magic Longsword +10 - Glintblade Phalanx;10
11102;Magic Bastard Sword +10 - Glintblade Phalanx;10
11104;Magic Falchion +10 - Glintblade Phalanx;10
11105;Magic Dismounter +10 - Glintblade Phalanx;10
11106;Magic Uchigatana +10 - Glintblade Phalanx;10
11107;Magic Twinblade +10 - Glintblade Phalanx;10
11108;Magic Rapier +10 - Glintblade Phalanx;10
11109;Magic Great epee +10 - Glintblade Phalanx;10
11115;Magic Short Spear +10 - Glintblade Phalanx;10
11116;Magic Lance +10 - Glintblade Phalanx;10
11117;Magic Halberd +10 - Glintblade Phalanx;10
11150;Sacred Dagger +10 - Sacred Blade;10
11151;Sacred Longsword +10 - Sacred Blade;10
11152;Sacred Bastard Sword +10 - Sacred Blade;10
11153;Sacred Greatsword +10 - Sacred Blade;10
11154;Sacred Falchion +10 - Sacred Blade;10
11155;Sacred Dismounter +10 - Sacred Blade;10
11156;Sacred Uchigatana +10 - Sacred Blade;10
11157;Sacred Twinblade +10 - Sacred Blade;10
11158;Sacred Rapier +10 - Sacred Blade;10
11159;Sacred Great epee +10 - Sacred Blade;10
11160;Sacred Battle Axe +10 - Sacred Blade;10
11161;Sacred Greataxe +10 - Sacred Blade;10
11162;Sacred Mace +10 - Sacred Blade;10
11163;Sacred Large Club +10 - Sacred Blade;10
11164;Sacred Nightrider Flail +10 - Sacred Blade;10
11165;Sacred Short Spear +10 - Sacred Blade;10
11166;Sacred Lance +10 - Sacred Blade;10
11167;Sacred Halberd +10 - Sacred Blade;10
11168;Sacred Scythe +10 - Sacred Blade;10
11169;Sacred Caestus +10 - Sacred Blade;10
11170;Sacred Hookclaws +10 - Sacred Blade;10
11172;Sacred Duelist Greataxe +10 - Sacred Blade;10
11207;Cold Twinblade +10 - Ice Spear;10
11215;Cold Short Spear +10 - Ice Spear;10
11216;Cold Lance +10 - Ice Spear;10
11217;Cold Halberd +10 - Ice Spear;10
11250;Magic Dagger +10 - Glintstone Pebble;10
11251;Magic Longsword +10 - Glintstone Pebble;10
11252;Magic Bastard Sword +10 - Glintstone Pebble;10
11254;Magic Falchion +10 - Glintstone Pebble;10
11255;Magic Dismounter +10 - Glintstone Pebble;10
11256;Magic Uchigatana +10 - Glintstone Pebble;10
11257;Magic Twinblade +10 - Glintstone Pebble;10
11258;Magic Rapier +10 - Glintstone Pebble;10
11259;Magic Great epee +10 - Glintstone Pebble;10
11265;Magic Short Spear +10 - Glintstone Pebble;10
11266;Magic Lance +10 - Glintstone Pebble;10
11267;Magic Halberd +10 - Glintstone Pebble;10
11300;Blood Dagger +10 - Bloody Slash;10
11301;Bloody Longsword +10 - Bloody Slash;10
11302;Bloody Bastard Sword +10 - Bloody Slash;10
11304;Blood Falchion +10 - Bloody Slash;10
11305;Blood Dismounter +10 - Bloody Slash;10
11306;Blood Uchigatana +10 - Bloody Slash;10
11307;Bloody Twinblade +10 - Bloody Slash;10
11308;Blood Rapier +10 - Bloody Slash;10
11309;Blood Great epee +10 - Bloody Slash;10
11369;Blood Caestus +10 - Lifesteal Fist;10
11370;Blood Hookclaws +10 - Lifesteal Fist;10
11402;Fire Bastard Sword +10 - Eruption;10
11403;Fire Greatsword +10 - Eruption;10
11405;Fire Dismounter +10 - Eruption;10
11411;Fire Greataxe +10 - Eruption;10
11413;Fire Large Club +10 - Eruption;10
11422;Fire Duelist Greataxe +10 - Eruption;10
11460;Sacred Battle Axe +10 - Prayerful Strike;10
11461;Sacred Greataxe +10 - Prayerful Strike;10
11462;Sacred Mace +10 - Prayerful Strike;10
11463;Sacred Large Club +10 - Prayerful Strike;10
11464;Sacred Nightrider Flail +10 - Prayerful Strike;10
11472;Sacred Duelist Greataxe +10 - Prayerful Strike;10
11501;Magic Longsword +10 - Gravitas;10
11502;Magic Bastard Sword +10 - Gravitas;10
11503;Magic Greatsword +10 - Gravitas;10
11504;Magic Falchion +10 - Gravitas;10
11505;Magic Dismounter +10 - Gravitas;10
11506;Magic Uchigatana +10 - Gravitas;10
11507;Magic Twinblade +10 - Gravitas;10
11508;Magic Rapier +10 - Gravitas;10
11509;Magic Great epee +10 - Gravitas;10
11510;Magic Battle Axe +10 - Gravitas;10
11511;Magic Greataxe +10 - Gravitas;10
11512;Magic Mace +10 - Gravitas;10
11513;Magic Large Club +10 - Gravitas;10
11514;Magic Nightrider Flail +10 - Gravitas;10
11515;Magic Short Spear +10 - Gravitas;10
11516;Magic Lance +10 - Gravitas;10
11517;Magic Halberd +10 - Gravitas;10
11518;Magic Scythe +10 - Gravitas;10
11522;Magic Duelist Greataxe +10 - Gravitas;10
11550;Quality Dagger +10 - Storm Blade;10
11551;Quality Longsword +10 - Storm Blade;10
11552;Quality Bastard Sword +10 - Storm Blade;10
11554;Quality Falchion +10 - Storm Blade;10
