Row ID,Row Name,Unk1,Effect ID - Right Hand,Unk2,Unk3,Base Price,Sell Value,Behavior ID,Replace Item ID,Sort ID,Unk4,Dialog Message ID,Unk5,Icon ID,Model ID,Shop Level,Comp Trophy Sed ID,Trophy Seq ID,Max Amount,Consume Hero Point,Over Dexterity,Goods Type,Reference Type,SpEffect Category,Goods Category,Goods Use Animation,Interaction Menu Type,Use Limit Category,Undetermined,Vow Type 0,Vow Type 1,Vow Type 2,Vow Type 3,Vow Type 4,Vow Type 5,Vow Type 6,Vow Type 7,Vow Type 8,Vow Type 9,Vow Type 10,Vow Type 11,Vow Type 12,Vow Type 13,Vow Type 14,Vow Type 15,Enable Host Player,Enable as Phantom,Enable as Friendly Phantom,Enable as Hostile Phantom,Enable in Multiplayer,Enable Online Only,Is Equippable,Is Usable,Is Auto Equipped,Is Guidance Item,Is Unique,Is Drop,Can be Deposited,Is Exclusive,Is Travel Item,Is Regenerative Item,Is Regenerative Item,Is Weapon Buff Item,Undetermined,Disable Dropping in Multiplayer,Disable Usage in Multiplayer Arena,Undetermined,Has Rapid Application,Is Throwable Item,Is Crimson Tear,Is Cerulean Tear,Undetermined,Undetermined,Undetermined,Unk1,Unk2,Unk3,Effect ID - Left Hand,Reinforce Param Weapon ID,Vagrant Item Lot ID,Vagrant (Enemy) Item Lot ID,Vagrant (Enemy) Item Lot ID,Use VFX 1,Use VFX 2,Use VFX 3,Is Not Great Rune/Physick Item,Undetermined,Can be used on Ladder,Is Activatable Item,Display Use Selected option,Affect Left-hand,Is Pureblood Knight's Medal,Undetermined,Regenerative Item Type,Item Display Type,Can be Dropped,Max Number Stored in Itembox,Undetermined,Undetermined,Undetermined,Undetermined,Unk10,Unk11,Unk12,Unk13,Unk14,Reinforcement Replacement ID,Reinforcement Material Set ID,Reinforcement Cost,Unk15,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22
42,,1,4420,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,0,10,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,True,99,255,1,100,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
43,,1,1280,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,0,10,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,True,99,255,1,100,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
44,,1,1440,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,0,10,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,True,99,255,1,100,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
60,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
61,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
62,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
63,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
64,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
65,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
66,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
67,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
68,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
69,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
70,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
71,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
72,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
73,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
74,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
75,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
76,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
77,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
78,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
79,,1,-1,-1,0,0,1,0,-1,999999,-1,-1,16711680,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,0,255,1,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
