Row ID;Row Name;Material ID 1;Material ID 2;Material ID 3;Material ID 4;Material ID 5;Material ID 6;Unk1;Unk2;Unk3;Unk4;Unk5;Material Amount 1;Material Amount 2;Material Amount 3;Material Amount 4;Material Amount 5;Material Amount 6;Unk4;Unk5;Unk6;Unk7;Unk8;Unk9
223;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
224;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
225;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
300;;1120;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
301;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
302;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
303;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
304;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
305;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
306;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
307;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
308;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
309;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
310;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
311;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
312;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
313;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
314;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
315;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
316;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
317;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
318;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
319;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
320;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
321;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
322;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
323;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
324;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
325;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
400;;1130;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
401;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
402;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
403;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
404;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
405;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
406;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
407;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
408;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
409;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
410;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
411;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
412;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
413;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
414;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
415;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
416;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
417;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
418;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
419;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
420;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
421;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
422;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
423;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
424;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
425;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
500;;1140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
501;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
502;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
503;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
504;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
505;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
506;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
507;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
508;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
509;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
510;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
511;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
512;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
513;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
514;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
515;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
516;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
517;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
518;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
519;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
520;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
521;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
522;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
523;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
524;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
525;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
600;;1150;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
601;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
602;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
603;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
604;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
605;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
606;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
607;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
608;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
609;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
610;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
611;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
612;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
613;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
614;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
615;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
616;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
617;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
618;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
619;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
620;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
621;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
622;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
623;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
624;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
625;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
700;;1160;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
701;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
702;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
703;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
704;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
705;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
706;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
707;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
708;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
709;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
710;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
711;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
712;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
713;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
714;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
715;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
716;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
717;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
718;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
719;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
720;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
721;;10106;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
722;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
723;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
724;;10107;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
725;;10140;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
800;;1170;-1;-1;-1;-1;-1;False;False;False;False;False;1;-1;-1;-1;-1;-1;4;15;15;15;15;0
801;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
802;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
803;;10100;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
804;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
805;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
806;;10101;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
807;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
808;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
809;;10102;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
810;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
811;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
812;;10103;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
813;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
814;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
815;;10104;-1;-1;-1;-1;-1;False;False;False;False;False;6;-1;-1;-1;-1;-1;4;15;15;15;15;0
816;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;2;-1;-1;-1;-1;-1;4;15;15;15;15;0
817;;10105;-1;-1;-1;-1;-1;False;False;False;False;False;4;-1;-1;-1;-1;-1;4;15;15;15;15;0
