Row ID;Row Name;Unk0;Unk1;Unk2;Icon Type;Unk3;Unk4;Unk5;Unk6;Unk7;Map Area;Map Block;Map Region;Map Index;Map Coordinate: X;Map Coordinate: Y;Map Coordinate: Z;Area - Text ID;Unk13;Unk14;Unk15;Unk16;Unk17;Flag 1;Flag 2;Flag 3;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27;Unk28;Unk29;Unk30;Unk31;Unk32;Unk33;Unk34;Unk35;Unk36;Unk37;Unk38;Unk39;Unk40;Unk41;Unk42;Unk43;Unk44;Unk45;Unk45;Unk46;Unk47;Unk48;Unk49;Unk50;Unk51;Unk52;Unk53;Unk54;Unk55;Unk56;Unk57;Unk58;Unk59;Unk60;Unk61;Unk62;Unk63
78520;;1;78520;0;83;999;4;0;1;174.42;60;49;54;0;-97.72;1321.17;-3.73;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78521;;1;78521;0;83;999;4;0;1;165.16;60;49;55;0;-104.47;1266.91;105.83;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95100;;0;78100;0;83;999;4;0;1;172.69;60;42;36;0;-12.83;90.7;-54.5;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95101;;0;78101;0;83;999;4;0;1;-169.69;60;42;36;0;-45.39;92.34;80.98;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95102;;0;78102;0;83;999;4;0;1;122.76;60;42;37;0;9.65;111.75;112.42;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95103;;0;78103;0;83;999;4;0;1;65.44;60;41;38;0;17.15;205.76;17.04;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95104;;0;78104;0;83;999;4;0;1;46.25;10;0;0;0;36.35;-11.28;5.36;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95110;;1;78110;0;83;999;4;0;1;-26.15;60;44;35;0;-38.24;74.57;47.26;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95111;;1;78111;0;83;999;4;0;1;4.15;60;44;34;0;103.03;42.56;0.57;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95112;;1;78112;0;83;999;4;0;1;28.65;60;44;33;0;81.25;43.31;-94.8;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95113;;1;78113;0;83;999;4;0;1;27.29;60;43;31;0;104.4;14.26;-2.87;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95200;;1;78200;0;83;999;4;0;1;125.59;60;39;40;0;16.21;337.66;-71.12;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95201;;1;78201;0;83;999;4;0;1;155;60;38;40;0;44.1;238.15;115.16;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95202;;1;78202;0;83;999;4;0;1;124;60;38;41;0;-79.03;237.38;76.52;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95203;;1;78203;0;83;999;4;0;1;-169;60;37;42;0;-98.21;249.63;24.97;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95204;;1;78204;0;83;999;4;0;1;137;60;37;44;0;-30.06;237.57;-97.82;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95205;;1;78205;0;83;999;4;0;1;146.87;60;35;45;0;106.39;268.07;-62.81;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95206;;1;78206;0;83;999;4;0;1;29.9;60;35;46;0;-92.91;321.84;-33;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95210;;1;78210;0;83;999;4;0;1;-161.69;60;36;48;0;-87.24;320.99;-98.51;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95211;;1;78211;0;83;999;4;0;1;-126.06;60;36;49;0;8.32;322;-92.02;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95212;;1;78212;0;83;999;4;0;1;-127.17;60;38;50;0;-17.12;367.22;-63.05;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95220;;1;78220;0;83;999;4;0;1;-162.552;60;33;46;0;-59.88;261.11;-64.61;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95221;;1;78221;0;83;999;4;0;1;147.53;60;34;47;0;76.72;240.07;45.37;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95222;;1;78222;0;83;999;4;0;1;-145.69;60;34;48;0;-52.58;256.58;13.38;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95223;;1;78223;0;83;999;4;0;1;-135.85;60;34;49;0;52.06;272.87;-68.56;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95224;;1;78224;0;83;999;4;0;1;-165.36;60;35;50;0;-17.51;316.1;-134.47;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95230;;1;78230;0;83;999;4;0;1;-142.95;60;34;50;0;-56.55;511.64;23.86;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95300;;1;78300;0;83;999;4;0;1;-124.208;60;37;51;0;-46.07;656.41;-62.55;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95301;;1;78301;0;83;999;4;0;1;-88.56;60;38;51;0;-21.78;766.15;50.08;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95302;;1;78302;0;83;999;4;0;1;-88.9;60;39;51;0;92.64;760.46;-0.24;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95303;;1;78303;0;83;999;4;0;1;-145.95;60;42;51;0;-51.35;850.21;-44.33;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95304;;1;78304;0;83;999;4;0;1;-63.09;60;43;53;0;-53.66;949.59;-78.08;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95310;;1;78310;0;83;999;4;0;1;-153.53;60;40;52;0;109.35;828.3;138.86;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95311;;1;78311;0;83;999;4;0;1;-48.75;60;41;54;0;76.83;887.5;74;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95350;;1;78350;0;83;999;4;0;1;44.835;60;40;54;0;66.43;820.57;113.11;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95351;;1;78351;0;83;999;4;0;1;125.78;60;39;53;0;-98.56;812.82;37.45;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95352;;1;78352;0;83;999;4;0;1;104.8;60;38;54;0;28.19;860.99;-123.25;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95353;;1;78353;0;83;999;4;0;1;21.766;60;36;54;0;117.71;1010.8;25.47;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95400;;1;78400;0;83;999;4;0;1;-103.67;60;46;40;0;105.37;171.01;-65.19;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95401;;1;78401;0;83;999;4;0;1;-19.1;60;47;40;0;105.3;164.36;-19.64;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95402;;1;78402;0;83;999;4;0;1;-0.95;60;48;39;0;-87.89;130.94;0.89;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95403;;1;78403;0;83;999;4;0;1;-68;60;48;38;0;-104.24;98.17;22.25;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95404;;1;78404;0;83;999;4;0;1;-129.574;60;48;38;0;-2.02;71.81;-32.27;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95405;;1;78405;0;83;999;4;0;1;-128.5;60;49;38;0;-58.46;64.29;115.31;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95406;;1;78406;0;83;999;4;0;1;-165;60;49;39;0;99.48;65.49;-31.72;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95407;;1;78407;0;83;999;4;0;1;-41.4;60;49;39;0;128.5;99.36;54.99;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95410;;1;78410;0;83;999;4;0;1;-40.34;60;48;37;0;-118.84;114.36;39.76;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95411;;1;78411;0;83;999;4;0;1;-67.2;60;48;36;0;38.53;126.59;99.69;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95412;;1;78412;0;83;999;4;0;1;-96.51;60;50;36;0;-68.31;38.73;-82.76;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95413;;1;78413;0;83;999;4;0;1;172.07;60;51;36;0;93.13;90.76;-40.19;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95414;;1;78414;0;83;999;4;0;1;-167.83;60;51;36;0;81.61;91.82;18.93;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95600;;1;78600;0;83;999;4;0;2;135;12;2;0;0;1184.97;-619.19;1909.61;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96100;;0;78190;0;84;999;4;0;1;142.16;60;42;36;0;-125.85;115.44;116.57;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96101;;0;78190;0;85;999;4;0;1;0;60;42;36;0;-125.85;115.44;116.57;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96102;;1;78192;0;84;999;4;0;1;169.55;60;43;39;0;-75.66;196.9;-32.78;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96103;;1;78192;0;85;999;4;0;1;0;60;43;39;0;-75.66;196.9;-32.78;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96104;;0;78194;0;84;999;4;0;1;122.7;60;43;38;0;137.05;102.47;33.43;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96105;;0;78194;0;85;999;4;0;1;0;60;43;38;0;137.05;102.47;33.43;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96106;;1;78196;0;84;999;4;0;1;-18.49;60;43;34;0;-125.12;74.21;-79.96;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96107;;1;78196;0;85;999;4;0;1;0;60;43;34;0;-125.12;74.21;-79.96;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96108;;1;78198;0;84;999;4;0;1;-91.08;60;45;34;0;-89.97;86.1;-49.98;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96109;;1;78198;0;85;999;4;0;1;0;60;45;34;0;-89.97;86.1;-49.98;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96200;;1;78290;0;84;999;4;0;1;-93.57;60;38;48;0;85.25;460.23;98.8;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96201;;1;78290;0;85;999;4;0;1;0;60;38;48;0;85.25;460.23;98.8;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96202;;1;78292;0;84;999;4;0;1;-12.77;60;33;44;0;-40.27;280.14;-81.36;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96203;;1;78292;0;85;999;4;0;1;0;60;33;44;0;-40.27;280.14;-81.36;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96204;;1;78294;0;84;999;4;0;1;-18.94;60;39;42;0;79.89;275.28;19.83;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96205;;1;78294;0;85;999;4;0;1;0;60;39;42;0;79.89;275.28;19.83;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96300;;1;78390;0;84;999;4;0;1;139.9;60;36;51;0;-17.81;672.53;72.47;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96301;;1;78390;0;85;999;4;0;1;0;60;36;51;0;-17.81;672.53;72.47;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;-1;-1;-1;256;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
