Row ID;Row Name;sfxId_00;sfxId_01;sfxId_02;sfxId_03;sfxId_04;sfxId_05;sfxId_06;sfxId_07;sfxId_08;sfxId_09;sfxId_10;sfxId_11;sfxId_12;sfxId_13;sfxId_14;sfxId_15;sfxId_16;sfxId_17;sfxId_18;sfxId_19;sfxId_20;sfxId_21;sfxId_22;sfxId_23;sfxId_24;sfxId_25;sfxId_26;sfxId_27;sfxId_28;sfxId_29;sfxId_30;sfxId_31;sfxId_32;sfxId_33;sfxId_34;sfxId_35;sfxId_36;sfxId_37;sfxId_38;sfxId_39;sfxId_40;sfxId_41;sfxId_42;sfxId_43;sfxId_44;sfxId_45;sfxId_46;sfxId_47;sfxId_48;sfxId_49;sfxId_50;sfxId_51;sfxId_52;sfxId_53;sfxId_54;sfxId_55;sfxId_56;sfxId_57;sfxId_58;sfxId_59;sfxId_60;sfxId_61;sfxId_62;sfxId_63;sfxId_64;sfxId_65;sfxId_66;sfxId_67;sfxId_68;sfxId_69;sfxId_70;sfxId_71;sfxId_72;sfxId_73;sfxId_74;sfxId_75;sfxId_76;sfxId_77;sfxId_78;sfxId_79;sfxId_80;sfxId_81;sfxId_82;sfxId_83;sfxId_84;sfxId_85;sfxId_86;sfxId_87;sfxId_88;sfxId_89;sfxId_90;sfxId_91;sfxId_92;sfxId_93;sfxId_94;sfxId_95;sfxId_96;sfxId_97;sfxId_98;sfxId_99;sfxId_100;sfxId_101;sfxId_102;sfxId_103;sfxId_104;sfxId_105;sfxId_106;sfxId_107;sfxId_108;sfxId_109;sfxId_110;sfxId_111;sfxId_112;sfxId_113;sfxId_114;sfxId_115;sfxId_116;sfxId_117;sfxId_118;sfxId_119;sfxId_120;sfxId_121;sfxId_122;sfxId_123;sfxId_124;sfxId_125;sfxId_126;sfxId_127;sfxId_128;sfxId_129;sfxId_130;sfxId_131;sfxId_132;sfxId_133;sfxId_134;sfxId_135;sfxId_136;sfxId_137;sfxId_138;sfxId_139;sfxId_140;sfxId_141;sfxId_142;sfxId_143;sfxId_144;sfxId_145;sfxId_146;sfxId_147;sfxId_148;sfxId_149;sfxId_150;sfxId_151;sfxId_152;sfxId_153;sfxId_154;sfxId_155;sfxId_156;sfxId_157;sfxId_158;sfxId_159;sfxId_160;sfxId_161;sfxId_162;sfxId_163;sfxId_164;sfxId_165;sfxId_166;sfxId_167;sfxId_168;sfxId_169;sfxId_170;sfxId_171;sfxId_172;sfxId_173;sfxId_174;sfxId_175;sfxId_176;sfxId_177;sfxId_178;sfxId_179;sfxId_180;sfxId_181;sfxId_182;sfxId_183;sfxId_184;sfxId_185;sfxId_186;sfxId_187;sfxId_188;sfxId_189;sfxId_190;sfxId_191;sfxId_192;sfxId_193;sfxId_194;sfxId_195;sfxId_196;sfxId_197;sfxId_198;sfxId_199
10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
11;;101001;101001;101002;101003;101004;101005;0;0;0;0;101011;101011;101012;101013;101014;0;0;0;0;0;101021;101021;101022;101023;101024;0;0;0;0;0;101031;101031;101032;101033;101034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101101;101101;101102;101103;101104;0;0;0;0;0;101111;101111;101112;101113;101114;0;0;0;0;0;101121;101121;101122;101123;101124;0;0;0;0;0;101131;101131;101132;101133;101134;0;0;0;0;0;101140;101141;101142;101143;101144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13;;102001;102001;102002;102003;102004;102005;0;0;0;0;102011;102011;102012;102013;102014;0;0;0;0;0;103021;103021;103022;103023;103024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103101;103101;103102;103103;103104;0;0;0;0;0;102111;102111;102112;102113;102114;0;0;0;0;0;102121;102121;102122;102123;102124;0;0;0;0;0;102131;102131;102132;102133;102134;0;0;0;0;0;102140;102141;102142;102143;102144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
14;;101001;101001;101002;101003;101004;101005;0;0;0;0;101011;101011;101012;101013;101014;0;0;0;0;0;101021;101021;101022;101023;101024;0;0;0;0;0;101031;101031;101032;101033;101034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101101;101101;101102;101103;101104;0;0;0;0;0;101111;101111;101112;101113;101114;0;0;0;0;0;101121;101121;101122;101123;101124;0;0;0;0;0;101131;101131;101132;101133;101134;0;0;0;0;0;101140;101141;101142;101143;101144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15;;115001;115001;115002;115003;115004;115005;0;0;0;0;115011;115011;115012;115013;115014;0;0;0;0;0;102021;115021;102022;102023;102024;0;0;0;0;0;102031;115031;102032;102033;102034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102101;115101;102102;102103;102104;0;0;0;0;0;115111;115111;115112;115113;115114;0;0;0;0;0;115121;115121;115122;115123;115124;0;0;0;0;0;115131;115131;115132;115133;115134;0;0;0;0;0;115140;115141;115142;115143;115144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16;;101001;101001;101002;101003;101004;101005;0;0;0;0;101011;101011;101012;101013;101014;0;0;0;0;0;101021;101021;101022;101023;101024;0;0;0;0;0;101031;101031;101032;101033;101034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101101;101101;101102;101103;101104;0;0;0;0;0;101111;101111;101112;101113;101114;0;0;0;0;0;101121;101121;101122;101123;101124;0;0;0;0;0;101131;101131;101132;101133;101134;0;0;0;0;0;101140;101141;101142;101143;101144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17;;101001;101001;101002;101003;101004;101005;0;0;0;0;101011;101011;101012;101013;101014;0;0;0;0;0;101021;101021;101022;101023;101024;0;0;0;0;0;101031;101031;101032;101033;101034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101101;101101;101102;101103;101104;0;0;0;0;0;101111;101111;101112;101113;101114;0;0;0;0;0;101121;101121;101122;101123;101124;0;0;0;0;0;101131;101131;101132;101133;101134;0;0;0;0;0;101140;101141;101142;101143;101144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18;;118001;118001;118002;118003;118004;118005;0;0;0;0;118011;118011;118012;118013;118014;0;0;0;0;0;118021;118021;118022;118023;118024;0;0;0;0;0;118031;118031;118032;118033;118034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118101;118101;118102;118103;118104;0;0;0;0;0;118111;118111;118112;118113;118114;0;0;0;0;0;118121;118121;118122;118123;118124;0;0;0;0;0;118131;118131;118132;118133;118134;0;0;0;0;0;118140;118141;118142;118143;118144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19;;101001;101001;101002;101003;101004;101005;0;0;0;0;101011;101011;101012;101013;101014;0;0;0;0;0;101021;101021;101022;101023;101024;0;0;0;0;0;101031;101031;101032;101033;101034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101101;101101;101102;101103;101101;0;0;0;0;0;101111;101111;101112;101113;101114;0;0;0;0;0;101121;101121;101122;101123;101124;0;0;0;0;0;101131;101131;101132;101133;101134;0;0;0;0;0;101140;101141;101142;101143;101144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20;;120001;120001;120002;120003;120004;120005;0;0;0;0;120011;120011;120012;120013;120014;0;0;0;0;0;120021;120021;120022;120023;120024;0;0;0;0;0;120031;120031;120032;120033;120034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120101;120101;120102;120103;120104;0;0;0;0;0;120111;120111;120112;120113;120114;0;0;0;0;0;120121;120121;120122;120123;120124;0;0;0;0;0;120121;120121;120122;120123;120124;0;0;0;0;0;120140;120141;120142;120143;120144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21;;121001;121001;121002;121003;121004;121005;0;0;0;0;121011;121011;121012;121013;121014;0;0;0;0;0;121021;121021;121022;121023;121024;0;0;0;0;0;121031;121031;121032;121033;121034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121101;121101;121102;121103;121104;0;0;0;0;0;121111;121111;121112;121113;121114;0;0;0;0;0;121121;121121;121122;121123;121124;0;0;0;0;0;121121;121121;121122;121123;121124;0;0;0;0;0;121140;121141;121142;121143;121144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;;121001;121001;121002;121003;121004;121005;0;0;0;0;121011;121011;121012;121013;121014;0;0;0;0;0;121021;121021;121022;121023;121024;0;0;0;0;0;121031;121031;121032;121033;121034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121101;121101;121102;121103;121104;0;0;0;0;0;121111;121111;121112;121113;121114;0;0;0;0;0;121121;121121;121122;121123;121124;0;0;0;0;0;121121;121121;121122;121123;121124;0;0;0;0;0;121140;121141;121142;121143;121144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;;123001;123001;123002;123003;123004;123005;0;0;0;0;123011;123011;123012;123013;123014;0;0;0;0;0;123021;123021;123022;123023;123024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123111;123111;123112;123113;123114;0;0;0;0;0;123121;123121;123122;123123;123124;0;0;0;0;0;123121;123121;123122;123123;123124;0;0;0;0;0;123140;123141;123142;123143;123144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;;123001;123001;123002;123003;123004;123005;0;0;0;0;123011;123011;123012;123013;123014;0;0;0;0;0;124021;124021;124022;124023;124024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123111;123111;123112;123113;123114;0;0;0;0;0;123121;123121;123122;123123;123124;0;0;0;0;0;123121;123121;123122;123123;123124;0;0;0;0;0;123140;123141;123142;123143;123144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
