Row ID;Row Name;disableParam_NT;refId_default;sfxVariationId;weight;basicPrice;sellValue;behaviorId;replaceItemId;sortId;appearanceReplaceItemId;yesNoDialogMessageId;useEnableSpEffectType;potGroupId;iconId;modelId;shopLv;compTrophySedId;trophySeqId;maxNum;consumeHeroPoint;overDexterity;goodsType;refCategory;spEffectCategory;goodsUseAnim;opmeMenuType;useLimitCategory;replaceCategory;enable_live;enable_gray;enable_white;enable_black;enable_multi;disable_offline;isEquip;isConsume;isAutoEquip;isEstablishment;isOnlyOne;isDiscard;isDeposit;isDisableHand;isRemoveItem_forGameClear;isSuppleItem;isFullSuppleItem;isEnhance;isFixItem;disableMultiDropShare;disableUseAtColiseum;disableUseAtOutOfColiseum;isEnableFastUseItem;isApplySpecialEffect;syncNumVaryId;refId_1;refVirtualWepId;vagrantItemLotId;vagrantBonusEneDropItemLotId;vagrantItemEneDropItemLotId;castSfxId;fireSfxId;effectSfxId;enable_ActiveBigRune;isBonfireWarpItem;enable_Ladder;isUseMultiPlayPreparation;canMultiUse;isShieldEnchant;isWarpProhibited;isUseMultiPenaltyOnly;suppleType;autoReplenishType;isDrop;showLogCondType;isSummonHorse;showDialogCondType;isSleepCollectionItem;enableRiding;disableRiding;maxRepositoryNum;sortGroupId;isUseNoAttackRegion;saleValue;rarity;useLimitSummonBuddy;useLimitSpEffectType;aiUseJudgeId;consumeMP;consumeHP;reinforceGoodsId;reinforceMaterialId;reinforcePrice;useLevel_vowType0;useLevel_vowType1;useLevel_vowType2;useLevel_vowType3;useLevel_vowType4;useLevel_vowType5;useLevel_vowType6;useLevel_vowType7;useLevel_vowType8;useLevel_vowType9;useLevel_vowType10;useLevel_vowType11;useLevel_vowType12;useLevel_vowType13;useLevel_vowType14;useLevel_vowType15;useLevel;itemGetTutorialFlagId
22;;1;-1;-1;0;0;-1;0;-1;999999;-1;-1;0;-1;4032;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;;1;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4000;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;;1;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4001;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;3000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;;1;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4004;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;6000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;;1;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4006;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;5000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;;1;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4015;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;;1;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4065;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;2000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;;1;-1;-1;0;0;500;0;-1;999999;-1;-1;0;-1;4060;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;4000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;;1;-1;-1;0;0;100;0;-1;999999;-1;-1;0;-1;4061;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;5000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;;1;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4015;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;;1;-1;-1;0;0;200;0;-1;999999;-1;-1;0;-1;4128;0;-1;-1;-1;99;0;0;5;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;;1;-1;-1;0;0;-1;0;41;999999;-1;-1;0;-1;0;0;-1;-1;-1;1;0;0;9;0;0;9;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;301000;-1;-1;1;0;1;1;0;0;0;0;3;0;0;1;0;2;0;1;0;1;255;1;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;;1;-1;-1;0;0;-1;0;40;999999;-1;-1;0;-1;0;0;-1;-1;-1;1;0;0;9;0;0;255;0;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;301001;-1;-1;1;0;1;1;0;0;0;0;3;0;0;1;0;2;0;1;0;1;255;1;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;;1;4420;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;;1;1280;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;2;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;;1;1440;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;0;10;2;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;99;255;1;100;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;;1;99102;66;0;0;10000;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;10000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;;1;3279;65;0;0;1000;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;9;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;;1;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;0;0;-1;-1;-1;99;0;50;0;2;0;255;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
