Row ID;Row Name;sfxId_00;sfxId_01;sfxId_02;sfxId_03;sfxId_04;sfxId_05;sfxId_06;sfxId_07;sfxId_08;sfxId_09;sfxId_10;sfxId_11;sfxId_12;sfxId_13;sfxId_14;sfxId_15;sfxId_16;sfxId_17;sfxId_18;sfxId_19;sfxId_20;sfxId_21;sfxId_22;sfxId_23;sfxId_24;sfxId_25;sfxId_26;sfxId_27;sfxId_28;sfxId_29;sfxId_30
116;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0;0;
117;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0;0;
118;;270501;270502;0;0;0;270511;270512;0;0;0;270521;270522;0;0;0;270531;270532;270533;270534;270535;0;0;0;0;0;0;0;0;0;0;0;
119;;234501;234502;0;0;0;234511;234512;0;0;0;234521;234522;0;0;0;234531;234532;234533;234534;234535;0;0;0;0;0;0;0;0;0;0;0;
120;;234501;234502;0;0;0;234511;234512;0;0;0;234521;234522;0;0;0;234531;234532;234533;234534;234535;0;0;0;0;0;0;0;0;0;0;0;
121;;258501;258502;0;0;0;258511;258512;0;0;0;258521;258522;0;0;0;258531;258532;258533;258534;258535;0;0;0;0;0;0;0;0;0;0;0;
122;;211501;211502;0;0;0;211511;211512;0;0;0;211521;211522;0;0;0;211531;211532;211533;211534;211535;0;0;0;0;0;0;0;0;0;0;0;
123;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0;0;
124;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0;0;
125;;210501;210502;0;0;0;210511;210512;0;0;0;210521;210522;0;0;0;210531;210532;210533;210534;210535;0;0;0;0;0;0;0;0;0;0;0;
126;;258501;258502;0;0;0;258511;258512;0;0;0;258521;258522;0;0;0;258531;258532;258533;258534;258535;0;0;0;0;0;0;0;0;0;0;0;
127;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
128;;271501;271502;0;0;0;271511;271512;0;0;0;271521;271522;0;0;0;271531;271532;271533;271534;271535;0;0;0;0;0;0;0;0;0;0;0;
129;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
130;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0;0;
131;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0;0;
134;;254501;254502;0;0;0;254511;254512;0;0;0;254521;254522;0;0;0;254531;254532;254533;254534;254535;0;0;0;0;0;0;0;0;0;0;0;
135;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0;0;
136;;220501;220502;0;0;0;220511;220512;0;0;0;220521;220522;0;0;0;220531;220532;220533;220534;220535;0;0;0;0;0;0;0;0;0;0;0;
139;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
140;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
142;;252501;252502;0;0;0;252511;252512;0;0;0;252521;252522;0;0;0;252531;252532;252533;252534;252535;0;0;0;0;0;0;0;0;0;0;0;
143;;252501;252502;0;0;0;252511;252512;0;0;0;252521;252522;0;0;0;252531;252532;252533;252534;252535;0;0;0;0;0;0;0;0;0;0;0;
144;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
145;;224501;224502;0;0;0;224511;224512;0;0;0;224521;224522;0;0;0;224531;224532;224533;224534;224535;0;0;0;0;0;0;0;0;0;0;0;
146;;224501;224502;0;0;0;224511;224512;0;0;0;224521;224522;0;0;0;224531;224532;224533;224534;224535;0;0;0;0;0;0;0;0;0;0;0;
147;;259501;259502;0;0;0;259511;259512;0;0;0;259521;259522;0;0;0;259531;259532;259533;259534;259535;0;0;0;0;0;0;0;0;0;0;0;
148;;259501;259502;0;0;0;259511;259512;0;0;0;259521;259522;0;0;0;259531;259532;259533;259534;259535;0;0;0;0;0;0;0;0;0;0;0;
169;;257501;257502;0;0;0;257511;257512;0;0;0;257521;257522;0;0;0;257531;257532;257533;257534;257535;0;0;0;0;0;0;0;0;0;0;0;
170;;261501;261502;0;0;0;261511;261512;0;0;0;261521;261522;0;0;0;261531;261532;261533;261534;261535;0;0;0;0;0;0;0;0;0;0;0;
171;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0;0;
172;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0;0;
173;;264501;264502;0;0;0;264511;264512;0;0;0;264521;264522;0;0;0;264531;264532;264533;264534;264535;0;0;0;0;0;0;0;0;0;0;0;
174;;267501;267502;0;0;0;267511;267512;0;0;0;267521;267522;0;0;0;267531;267532;267533;267534;267535;0;0;0;0;0;0;0;0;0;0;0;
