Row ID;Row Name;equipId;value;mtrlId;eventFlag_forStock;eventFlag_forRelease;sellQuantity;equipType;costType;setNum;value_Add;value_Magnification;iconId;nameMsgId;menuTitleMsgId;menuIconId
100358;[Brother Corhyn - Altus Plateau] Great Heal;6422;9000;-1;130580;1040529255;1;3;0;1;0;1;-1;-1;-1;-1;
100359;[Brother Corhyn - Altus Plateau] Lightning Fortification;6470;7500;-1;130590;1040529255;1;3;0;1;0;1;-1;-1;-1;-1;
100360;[Brother Corhyn - Goldmask] Discus of Light;6700;11000;-1;130600;1040549205;1;3;0;1;0;1;-1;-1;-1;-1;
100361;[Brother Corhyn - Erdtree Sanctuary] Immutable Shield;6740;13000;-1;130610;11009455;1;3;0;1;0;1;-1;-1;-1;-1;
100362;[Brother Corhyn - Fire Monks' Prayerbook] O, Flame!;6001;6000;-1;130620;11109874;1;3;0;1;0;1;-1;-1;-1;-1;
100363;[Brother Corhyn - Fire Monks' Prayerbook] Surge;6220;5500;-1;130630;11109874;1;3;0;1;0;1;-1;-1;-1;-1;
100364;[Brother Corhyn - Giant's Prayerbook] Giantsflame Take Thee;6100;13000;-1;130640;11109875;1;3;0;1;0;1;-1;-1;-1;-1;
100365;[Brother Corhyn - Giant's Prayerbook] Flame;6020;10000;-1;130650;11109875;1;3;0;1;0;1;-1;-1;-1;-1;
100366;[Brother Corhyn - Godskin Prayerbook] Black Flame;6210;7500;-1;130660;11109876;1;3;0;1;0;1;-1;-1;-1;-1;
100367;[Brother Corhyn - Godskin Prayerbook] Black Flame Blade;6250;6000;-1;130670;11109876;1;3;0;1;0;1;-1;-1;-1;-1;
100368;[Brother Corhyn - Two Fingers' Prayerbook] Lord's Heal;6423;8000;-1;130680;11109877;1;3;0;1;0;1;-1;-1;-1;-1;
100369;[Brother Corhyn - Two Fingers' Prayerbook] Lord's Aid;6441;2500;-1;130690;11109877;1;3;0;1;0;1;-1;-1;-1;-1;
100370;[Brother Corhyn - Assassin's Prayerbook] Assassin's Approach;6510;2000;-1;130700;11109878;1;3;0;1;0;1;-1;-1;-1;-1;
100371;[Brother Corhyn - Assassin's Prayerbook] Darkness;6530;3500;-1;130710;11109878;1;3;0;1;0;1;-1;-1;-1;-1;
100372;[Brother Corhyn - Golden Order Principia] Radagon's Rings of Light;6710;7500;-1;130720;11109881;1;3;0;1;0;1;-1;-1;-1;-1;
100373;[Brother Corhyn - Golden Order Principia] Law of Regression;6730;10000;-1;130730;11109881;1;3;0;1;0;1;-1;-1;-1;-1;
100374;[Brother Corhyn - Dragon Cult Prayerbook] Lightning Spear;6900;6000;-1;130740;11109883;1;3;0;1;0;1;-1;-1;-1;-1;
100375;[Brother Corhyn - Dragon Cult Prayerbook] Honed Bolt;6930;7000;-1;130750;11109883;1;3;0;1;0;1;-1;-1;-1;-1;
100376;[Brother Corhyn - Dragon Cult Prayerbook] Electrify Armament;6960;4000;-1;130760;11109883;1;3;0;1;0;1;-1;-1;-1;-1;
100377;[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear;6940;8500;-1;130770;11109884;1;3;0;1;0;1;-1;-1;-1;-1;
100378;[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike;6910;10000;-1;130780;11109884;1;3;0;1;0;1;-1;-1;-1;-1;
100400;[Miriel] Magic Glintblade;4390;3000;-1;140000;0;1;3;0;1;0;1;-1;-1;231010;17;
100401;[Miriel] Carian Greatsword;4430;10000;-1;140010;0;1;3;0;1;0;1;-1;-1;-1;-1;
100402;[Miriel - Conspectus Scroll] Glintstone Cometshard;4020;12000;-1;140020;1037469300;1;3;0;1;0;1;-1;-1;-1;-1;
100403;[Miriel - Conspectus Scroll] Star Shower;4050;10000;-1;140030;1037469300;1;3;0;1;0;1;-1;-1;-1;-1;
100404;[Miriel - Academy Scroll] Great Glintstone Shard;4001;2000;-1;140040;1037469316;1;3;0;1;0;1;-1;-1;-1;-1;
100405;[Miriel - Academy Scroll] Swift Glintstone Shard;4010;600;-1;140050;1037469316;1;3;0;1;0;1;-1;-1;-1;-1;
100406;[Miriel] Glintblade Phalanx;4300;2500;-1;140060;1037469301;1;3;0;1;0;1;-1;-1;-1;-1;
100407;[Miriel] Carian Slicer;4440;1500;-1;140070;1037469301;1;3;0;1;0;1;-1;-1;-1;-1;
100425;[Miriel] Blessing's Boon;6430;4000;-1;140250;0;1;3;0;1;0;1;-1;-1;231020;18;
100426;[Miriel - Fire Monks' Prayerbook] O, Flame!;6001;6000;-1;140260;1037469305;1;3;0;1;0;1;-1;-1;-1;-1;
100428;[Miriel - Fire Monks' Prayerbook] Surge;6220;5500;-1;140280;1037469305;1;3;0;1;0;1;-1;-1;-1;-1;
100429;[Miriel - Giant's Prayerbook] Giantsflame Take Thee;6100;13000;-1;140290;1037469306;1;3;0;1;0;1;-1;-1;-1;-1;
100430;[Miriel - Giant's Prayerbook] Flame;6020;10000;-1;140300;1037469306;1;3;0;1;0;1;-1;-1;-1;-1;
100431;[Miriel - Godskin Prayerbook] Black Flame;6210;7500;-1;140310;1037469307;1;3;0;1;0;1;-1;-1;-1;-1;
100432;[Miriel - Godskin Prayerbook] Black Flame Blade;6250;6000;-1;140320;1037469307;1;3;0;1;0;1;-1;-1;-1;-1;
100433;[Miriel - Two Fingers' Prayerbook] Lord's Heal;6423;8000;-1;140330;1037469308;1;3;0;1;0;1;-1;-1;-1;-1;
100434;[Miriel - Two Fingers' Prayerbook] Lord's Aid;6441;2500;-1;140340;1037469308;1;3;0;1;0;1;-1;-1;-1;-1;
100435;[Miriel - Assassin's Prayerbook] Assassin's Approach;6510;2000;-1;140350;1037469309;1;3;0;1;0;1;-1;-1;-1;-1;
100436;[Miriel - Assassin's Prayerbook] Darkness;6530;3500;-1;140360;1037469309;1;3;0;1;0;1;-1;-1;-1;-1;
100437;[Miriel - Golden Order Principia] Radagon's Rings of Light;6710;7500;-1;140370;1037469312;1;3;0;1;0;1;-1;-1;-1;-1;
100438;[Miriel - Golden Order Principia] Law of Regression;6730;10000;-1;140380;1037469312;1;3;0;1;0;1;-1;-1;-1;-1;
100439;[Miriel - Dragon Cult Prayerbook] Lightning Spear;6900;6000;-1;140390;1037469314;1;3;0;1;0;1;-1;-1;-1;-1;
100440;[Miriel - Dragon Cult Prayerbook] Honed Bolt;6930;7000;-1;140400;1037469314;1;3;0;1;0;1;-1;-1;-1;-1;
100441;[Miriel - Dragon Cult Prayerbook] Electrify Armament;6960;4000;-1;140410;1037469314;1;3;0;1;0;1;-1;-1;-1;-1;
100442;[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear;6940;8500;-1;140420;1037469315;1;3;0;1;0;1;-1;-1;-1;-1;
100443;[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike;6910;10000;-1;140430;1037469315;1;3;0;1;0;1;-1;-1;-1;-1;
100025;Memory Stone;10030;3000;-1;100250;0;1;3;0;1;0;1;-1;-1;-1;-1;
100026;Stonesword Key;8000;4000;-1;100260;0;1;3;0;1;0;1;-1;-1;-1;-1;
100500;[Merchant Kale] Note: Flask of Wondrous Physick;8702;200;-1;69620;0;1;3;0;1;0;1;-1;8752;-1;-1;
100501;[Merchant Kale] Crafting Kit;8500;300;-1;60120;0;1;3;0;1;0;1;-1;-1;-1;-1;
100502;[Merchant Kale] Nomadic Warrior's Cookbook [1];9300;500;-1;67000;0;1;3;0;1;0;1;-1;-1;-1;-1;
100503;[Merchant Kale] Nomadic Warrior's Cookbook [2];9311;500;-1;67110;0;1;3;0;1;0;1;-1;-1;-1;-1;
100504;[Merchant Kale] Missionary's Cookbook [1];9361;1000;-1;67610;0;1;3;0;1;0;1;-1;-1;-1;-1;
100505;[Merchant Kale] Furlcalling Finger Remedy;150;1000;-1;150050;0;5;3;0;1;0;1;-1;-1;-1;-1;
100506;[Merchant Kale] Cracked Pot;9500;300;-1;66030;0;3;3;0;1;0;1;-1;-1;-1;-1;
100507;[Merchant Kale] Throwing Dagger;1700;40;-1;150070;0;-1;3;0;1;0;1;-1;-1;-1;-1;
100510;[Merchant Kale] Torch;24000000;200;-1;150100;0;1;0;0;1;0;1;-1;-1;-1;-1;
100511;[Merchant Kale] Large Leather Shield;31230000;600;-1;150110;0;1;0;0;1;0;1;-1;-1;-1;-1;
100513;[Merchant Kale] Telescope;2040;500;-1;150130;0;1;3;0;1;0;1;-1;-1;-1;-1;
100514;[Merchant Kale] Note: Waypoint Ruins;8712;200;-1;69720;0;1;3;0;1;0;1;-1;8762;-1;-1;
100515;[Merchant Kale] Chain Coif;1100000;1000;-1;150150;0;1;1;0;1;0;1;-1;-1;-1;-1;
100516;[Merchant Kale] Chain Armor;1100100;1500;-1;150160;0;1;1;0;1;0;1;-1;-1;-1;-1;
100517;[Merchant Kale] Chain Gauntlets;1100200;1000;-1;150170;0;1;1;0;1;0;1;-1;-1;-1;-1;
100518;[Merchant Kale] Chain Leggings;1100300;1000;-1;150180;0;1;1;0;1;0;1;-1;-1;-1;-1;
100519;[Merchant Kale] Arrow;50000000;20;-1;150190;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100520;[Merchant Kale] Bolt;52000000;40;-1;150200;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100525;[Merchant - North Limgrave] Nomadic Warrior's Cookbook [3];9301;500;-1;67010;0;1;3;0;1;0;1;-1;-1;-1;-1;
100539;[Merchant - North Limgrave] Note: Flame Chariots;8707;300;-1;69670;0;1;3;0;1;0;1;-1;8757;-1;-1;
100540;[Merchant - North Limgrave] Cracked Pot;9500;600;-1;66060;0;1;3;0;1;0;1;-1;-1;-1;-1;
100541;[Merchant - North Limgrave] Pickled Turtle Neck;1100;800;-1;150410;0;3;3;0;1;0;1;-1;-1;-1;-1;
100542;[Merchant - North Limgrave] Short Sword;2010000;600;-1;150420;0;1;0;0;1;0;1;-1;-1;-1;-1;
100543;[Merchant - North Limgrave] Halberd;18000000;1200;-1;150430;0;1;0;0;1;0;1;-1;-1;-1;-1;
100544;[Merchant - North Limgrave] Arrow;50000000;20;-1;150440;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100545;[Merchant - North Limgrave] Bolt;52000000;40;-1;150450;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100546;[Merchant - North Limgrave] Bandit Mask;1401000;1500;-1;150460;0;1;1;0;1;0;1;-1;-1;-1;-1;
100547;[Merchant - North Limgrave] Smithing Stone [1];10100;200;-1;150470;0;3;3;0;1;0;1;-1;-1;-1;-1;
100550;[Merchant - East Limgrave] Nomadic Warrior's Cookbook [5];9383;1500;-1;67830;0;1;3;0;1;0;1;-1;-1;-1;-1;
100551;[Merchant - East Limgrave] Armorer's Cookbook [3];9328;2000;-1;67280;0;1;3;0;1;0;1;-1;-1;-1;-1;
100552;[Merchant - East Limgrave] Sliver of Meat;15000;500;-1;150520;0;5;3;0;1;0;1;-1;-1;-1;-1;
100553;[Merchant - East Limgrave] Beast Liver;15010;500;-1;150530;0;5;3;0;1;0;1;-1;-1;-1;-1;
100554;[Merchant - East Limgrave] Lump of Flesh;15020;800;-1;150540;0;3;3;0;1;0;1;-1;-1;-1;-1;
100557;[Merchant - East Limgrave] Arrow;50000000;20;-1;150570;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100560;[Merchant - East Limgrave] Bolt;52000000;40;-1;150600;0;-1;0;0;1;0;1;-1;-1;-1;-1;
100561;[Merchant - East Limgrave] Festering Bloody Finger;111;1000;-1;150610;0;5;3;0;1;0;1;-1;-1;-1;-1;
100562;[Merchant - East Limgrave] Trina's Lily;20651;1000;-1;150620;0;3;3;0;1;0;1;-1;-1;-1;-1;
100563;[Merchant - East Limgrave] Hand Axe;14020000;600;-1;150630;0;1;0;0;1;0;1;-1;-1;-1;-1;
100564;[Merchant - East Limgrave] Riveted Wooden Shield;30090000;600;-1;150640;0;1;0;0;1;0;1;-1;-1;-1;-1;
100565;[Merchant - East Limgrave] Blue-Gold Kite Shield;31100000;1000;-1;150650;0;1;0;0;1;0;1;-1;-1;-1;-1;
100566;[Merchant - East Limgrave] St. Trina's Arrow;50040000;160;-1;150660;0;10;0;0;1;0;1;-1;-1;-1;-1;
100567;[Merchant - East Limgrave] Smithing Stone [1];10100;200;-1;150670;0;3;3;0;1;0;1;-1;-1;-1;-1;
100575;[Merchant - Coastal Cave] Armorer's Cookbook [2];9321;600;-1;67210;0;1;3;0;1;0;1;-1;-1;-1;-1;
100576;[Merchant - Coastal Cave] Note: Stonedigger Trolls;8703;400;-1;69630;0;1;3;0;1;0;1;-1;8753;-1;-1;
100585;[Merchant - Coastal Cave] Note: Land Squirts;8709;200;-1;69690;0;1;3;0;1;0;1;-1;8759;-1;-1;
100586;[Merchant - Coastal Cave] Club;11010000;600;-1;150860;0;1;0;0;1;0;1;-1;-1;-1;-1;
100587;[Merchant - Coastal Cave] Broadsword;2020000;1800;-1;150870;0;1;0;0;1;0;1;-1;-1;-1;-1;
100588;[Merchant - Coastal Cave] Iron Roundshield;30120000;900;-1;150880;0;1;0;0;1;0;1;-1;-1;-1;-1;
