Row ID;Row Name;materialId01;materialId02;materialId03;materialId04;materialId05;materialId06;itemNum01;itemNum02;itemNum03;itemNum04;itemNum05;itemNum06;materialCate01;materialCate02;materialCate03;materialCate04;materialCate05;materialCate06;isDisableDispNum01;isDisableDispNum02;isDisableDispNum03;isDisableDispNum04;isDisableDispNum05;isDisableDispNum06
114;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
115;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
116;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
117;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
118;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
119;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
120;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
121;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
122;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
123;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
124;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
125;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
200;;1100;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
201;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
202;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
203;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
204;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
205;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
206;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
207;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
208;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
209;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
210;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
211;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
212;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
213;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
214;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
215;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
216;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
217;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
218;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
219;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
220;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
221;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
222;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
223;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
224;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
225;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
300;;1120;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
301;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
302;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
303;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
304;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
305;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
306;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
307;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
308;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
309;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
310;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
311;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
312;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
313;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
314;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
315;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
316;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
317;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
318;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
319;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
320;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
321;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
322;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
323;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
324;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
325;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
400;;1130;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
401;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
402;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
403;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
404;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
405;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
406;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
407;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
408;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
409;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
410;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
411;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
412;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
413;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
414;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
415;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
416;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
417;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
418;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
419;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
420;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
421;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
422;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
423;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
424;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
425;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
500;;1140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
501;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
502;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
503;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
504;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
505;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
506;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
507;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
508;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
509;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
510;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
511;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
512;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
513;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
514;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
515;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
516;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
517;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
518;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
519;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
520;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
521;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
522;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
523;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
524;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
525;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
600;;1150;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
601;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
602;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
603;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
604;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
605;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
606;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
607;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
608;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
609;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
610;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
611;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
612;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
613;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
614;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
615;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
616;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
617;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
618;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
619;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
620;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
621;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
622;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
623;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
624;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
625;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
700;;1160;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
701;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
702;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
703;;10100;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
704;;10101;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
705;;10101;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
706;;10101;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
707;;10102;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
708;;10102;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
709;;10102;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
710;;10103;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
711;;10103;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
712;;10103;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
713;;10104;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
714;;10104;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
715;;10104;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
716;;10105;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
717;;10105;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
718;;10105;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
719;;10106;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
720;;10106;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
721;;10106;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
722;;10107;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
723;;10107;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
724;;10107;-1;-1;-1;-1;-1;6;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
725;;10140;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
800;;1170;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
801;;10100;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
802;;10100;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;4;15;15;15;15;0;0;0;0;0;0;0;
