Row ID;Row Name;disableParam_NT;behaviorVariationId;sortId;wanderingEquipId;weight;weaponWeightRate;fixPrice;reinforcePrice;sellValue;correctStrength;correctAgility;correctMagic;correctFaith;physGuardCutRate;magGuardCutRate;fireGuardCutRate;thunGuardCutRate;spEffectBehaviorId0;spEffectBehaviorId1;spEffectBehaviorId2;residentSpEffectId;residentSpEffectId1;residentSpEffectId2;materialSetId;originEquipWep;originEquipWep1;originEquipWep2;originEquipWep3;originEquipWep4;originEquipWep5;originEquipWep6;originEquipWep7;originEquipWep8;originEquipWep9;originEquipWep10;originEquipWep11;originEquipWep12;originEquipWep13;originEquipWep14;originEquipWep15;weakA_DamageRate;weakB_DamageRate;weakC_DamageRate;weakD_DamageRate;sleepGuardResist_MaxCorrect;madnessGuardResist_MaxCorrect;saWeaponDamage;equipModelId;iconId;durability;durabilityMax;attackThrowEscape;parryDamageLife;attackBasePhysics;attackBaseMagic;attackBaseFire;attackBaseThunder;attackBaseStamina;guardAngle;saDurability;staminaGuardDef;reinforceTypeId;trophySGradeId;trophySeqId;throwAtkRate;bowDistRate;equipModelCategory;equipModelGender;weaponCategory;wepmotionCategory;guardmotionCategory;atkMaterial;defSeMaterial1;correctType_Physics;spAttribute;spAtkcategory;wepmotionOneHandId;wepmotionBothHandId;properStrength;properAgility;properMagic;properFaith;overStrength;attackBaseParry;defenseBaseParry;guardBaseRepel;attackBaseRepel;guardCutCancelRate;guardLevel;slashGuardCutRate;blowGuardCutRate;thrustGuardCutRate;poisonGuardResist;diseaseGuardResist;bloodGuardResist;curseGuardResist;atkAttribute;rightHandEquipable;leftHandEquipable;bothHandEquipable;arrowSlotEquipable;boltSlotEquipable;enableGuard;enableParry;enableMagic;enableSorcery;enableMiracle;enableVowMagic;isNormalAttackType;isBlowAttackType;isSlashAttackType;isThrustAttackType;isEnhance;isHeroPointCorrect;isCustom;disableBaseChangeReset;disableRepair;isDarkHand;simpleModelForDlc;lanternWep;isVersusGhostWep;baseChangeCategory;isDragonSlayer;isDeposit;disableMultiDropShare;isDiscard;isDrop;showLogCondType;enableThrow;showDialogCondType;disableGemAttr;defSfxMaterial1;wepCollidableType0;wepCollidableType1;postureControlId_Right;postureControlId_Left;traceSfxId0;traceDmyIdHead0;traceDmyIdTail0;traceSfxId1;traceDmyIdHead1;traceDmyIdTail1;traceSfxId2;traceDmyIdHead2;traceDmyIdTail2;traceSfxId3;traceDmyIdHead3;traceDmyIdTail3;traceSfxId4;traceDmyIdHead4;traceDmyIdTail4;traceSfxId5;traceDmyIdHead5;traceDmyIdTail5;traceSfxId6;traceDmyIdHead6;traceDmyIdTail6;traceSfxId7;traceDmyIdHead7;traceDmyIdTail7;defSfxMaterial2;defSeMaterial2;absorpParamId;toughnessCorrectRate;isValidTough_ProtSADmg;isDualBlade;isAutoEquip;isEnableEmergencyStep;invisibleOnRemo;correctType_Magic;correctType_Fire;correctType_Thunder;weakE_DamageRate;weakF_DamageRate;darkGuardCutRate;attackBaseDark;correctType_Dark;correctType_Poison;sortGroupId;atkAttribute2;sleepGuardResist;madnessGuardResist;correctType_Blood;properLuck;freezeGuardResist;autoReplenishType;swordArtsParamId;correctLuck;arrowBoltEquipId;DerivationLevelType;enchantSfxSize;wepType;physGuardCutRate_MaxCorrect;magGuardCutRate_MaxCorrect;fireGuardCutRate_MaxCorrect;thunGuardCutRate_MaxCorrect;darkGuardCutRate_MaxCorrect;poisonGuardResist_MaxCorrect;diseaseGuardResist_MaxCorrect;bloodGuardResist_MaxCorrect;curseGuardResist_MaxCorrect;freezeGuardResist_MaxCorrect;staminaGuardDef_MaxCorrect;residentSfxId_1;residentSfxId_2;residentSfxId_3;residentSfxId_4;residentSfx_DmyId_1;residentSfx_DmyId_2;residentSfx_DmyId_3;residentSfx_DmyId_4;staminaConsumptionRate;vsPlayerDmgCorrectRate_Physics;vsPlayerDmgCorrectRate_Magic;vsPlayerDmgCorrectRate_Fire;vsPlayerDmgCorrectRate_Thunder;vsPlayerDmgCorrectRate_Dark;vsPlayerDmgCorrectRate_Poison;vsPlayerDmgCorrectRate_Blood;vsPlayerDmgCorrectRate_Freeze;attainmentWepStatusStr;attainmentWepStatusDex;attainmentWepStatusMag;attainmentWepStatusFai;attainmentWepStatusLuc;attackElementCorrectId;saleValue;reinforceShopCategory;maxArrowQuantity;residentSfx_1_IsVisibleForHang;residentSfx_2_IsVisibleForHang;residentSfx_3_IsVisibleForHang;residentSfx_4_IsVisibleForHang;isSoulParamIdChange_model0;isSoulParamIdChange_model1;isSoulParamIdChange_model2;isSoulParamIdChange_model3;wepSeIdOffset;baseChangePrice;levelSyncCorrectId;correctType_Sleep;correctType_Madness;rarity;gemMountType;wepRegainHp;spEffectMsgId0;spEffectMsgId1;spEffectMsgId2;originEquipWep16;originEquipWep17;originEquipWep18;originEquipWep19;originEquipWep20;originEquipWep21;originEquipWep22;originEquipWep23;originEquipWep24;originEquipWep25;vsPlayerDmgCorrectRate_Sleep;vsPlayerDmgCorrectRate_Madness;saGuardCutRate;defMaterialVariationValue;spAttributeVariationValue;stealthAtkRate;vsPlayerDmgCorrectRate_Disease;vsPlayerDmgCorrectRate_Curse
5040200;Antspur Rapier [Keen];1;500;1405002;0;3;0;550;210;200;17;44;0;0;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;200;-1;-1;0;-1;7;0;2;27;2;0;100;2;0;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040300;Antspur Rapier [Quality];1;500;1405003;0;3;0;550;210;200;55;55;0;0;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;300;-1;-1;0;-1;7;0;2;27;2;0;100;8;0;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040400;Antspur Rapier [Fire];1;500;1405005;0;3;0;550;210;200;36;17;0;0;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;94;0;31;60;0;21;400;-1;-1;0;-1;7;0;2;27;2;0;100;0;11;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;4;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10005;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040500;Antspur Rapier [Flame Art];1;500;1405006;0;3;0;550;210;200;7;10;0;47;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;94;0;31;60;0;21;500;-1;-1;0;-1;7;0;2;27;2;0;100;0;11;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;4;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040600;Antspur Rapier [Lightning];1;500;1405007;0;3;0;550;210;200;17;36;0;0;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;94;31;60;0;21;600;-1;-1;0;-1;7;0;2;27;2;0;100;0;12;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;4;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040700;Antspur Rapier [Sacred];1;500;1405008;0;3;0;550;210;200;7;10;0;47;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;700;-1;-1;0;-1;7;0;2;27;2;0;100;0;13;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;94;4;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040800;Antspur Rapier [Magic];1;500;1405004;0;3;0;550;210;200;10;15;45;0;47;31;31;31;-1;6601;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;94;0;0;31;60;0;21;800;-1;-1;0;-1;7;0;2;27;2;0;100;0;10;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;4;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5040900;Antspur Rapier [Cold];1;500;1405011;0;3;0;550;210;200;32;45;43;0;47;31;31;31;107500;6600;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;75;0;0;31;60;0;21;900;-1;-1;0;-1;7;0;2;27;2;0;100;0;10;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;4;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6601;6451;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5041000;Antspur Rapier [Poison];1;500;1405009;0;3;0;550;210;200;34;47;0;0;47;31;31;31;6600;106000;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;1000;-1;-1;0;-1;7;0;2;27;2;0;100;0;0;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;30;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6401;6451;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5041100;Antspur Rapier [Blood];1;500;1405010;0;3;0;550;210;200;34;47;0;0;47;31;31;31;105000;6600;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;1100;-1;-1;0;-1;7;0;2;27;2;0;100;0;0;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;30;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;6501;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5041200;Antspur Rapier [Occult];1;500;1405012;0;3;0;550;210;200;14;20;0;0;47;31;31;31;-1;6600;-1;-1;-1;-1;0;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;1;1;15;15;4;253;10164;0;0;1;10;94;0;0;0;31;60;0;21;1200;-1;-1;0;-1;7;0;2;27;2;0;100;7;0;0;0;10;10;20;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;31;0;0;6;50;2;10;10;6;0;10;0;101;73;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.03;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;0;2100;310;6;6;2;2;40;6451;-1;-1;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;5040000;1;1;0;0;0;0;1;1;
5050000;Frozen Needle;1;501;1406000;0;2.5;0;500;180;200;20;50;0;0;40;40;28;28;-1;6701;-1;-1;-1;-1;2200;5050000;5050000;5050000;5050000;5050000;5050000;5050000;5050000;5050000;5050000;5050000;-1;-1;-1;-1;-1;1;1;1;1;15;15;4;254;10165;0;0;1;10;99;0;0;0;30;60;0;20;2200;-1;-1;0;-1;7;0;2;27;2;4;157;0;0;147;0;10;11;18;0;0;99;0;0;10;40;0;1;0;0;0;10;10;10;10;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;1;117;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;28;0;0;6;50;2;10;10;6;0;10;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;1800;310;6;6;2;0;40;6601;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;0;0;0;0;1;1;
5060000;Noble's Estoc;1;503;1402000;0;3.5;0;400;220;1000;37;37;0;0;49;33;33;33;-1;-1;-1;-1;-1;-1;0;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;1;1;15;15;4;252;10166;0;0;1;10;104;0;0;0;30;60;0;22;0;-1;-1;0;-1;7;0;2;27;2;0;100;0;0;145;0;10;9;10;0;0;99;0;0;10;40;0;1;0;0;0;11;11;11;11;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;33;0;0;6;50;2;11;11;6;0;11;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2200;310;6;6;1;2;40;-1;-1;-1;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;0;0;0;0;1;1;
5060100;Noble's Estoc [Heavy];1;503;1402001;0;3.5;0;400;220;1000;42;0;0;0;49;33;33;33;-1;-1;-1;-1;-1;-1;0;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;1;1;15;15;4;252;10166;0;0;1;10;99;0;0;0;30;60;0;22;100;-1;-1;0;-1;7;0;2;27;2;0;100;1;0;145;0;10;9;10;0;0;99;0;0;10;40;0;1;0;0;0;11;11;11;11;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;33;0;0;6;50;2;11;11;6;0;11;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2200;310;6;6;1;2;40;-1;-1;-1;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;0;0;0;0;1;1;
5060200;Noble's Estoc [Keen];1;503;1402002;0;3.5;0;400;220;1000;14;39;0;0;49;33;33;33;-1;-1;-1;-1;-1;-1;0;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;1;1;15;15;4;252;10166;0;0;1;10;99;0;0;0;30;60;0;22;200;-1;-1;0;-1;7;0;2;27;2;0;100;2;0;145;0;10;9;10;0;0;99;0;0;10;40;0;1;0;0;0;11;11;11;11;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;33;0;0;6;50;2;11;11;6;0;11;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2200;310;6;6;1;2;40;-1;-1;-1;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;0;0;0;0;1;1;
5060300;Noble's Estoc [Quality];1;503;1402003;0;3.5;0;400;220;1000;51;51;0;0;49;33;33;33;-1;-1;-1;-1;-1;-1;0;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;1;1;15;15;4;252;10166;0;0;1;10;99;0;0;0;30;60;0;22;300;-1;-1;0;-1;7;0;2;27;2;0;100;8;0;145;0;10;9;10;0;0;99;0;0;10;40;0;1;0;0;0;11;11;11;11;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;0;0;1;1;33;0;0;6;50;2;11;11;6;0;11;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;0;2200;310;6;6;1;2;40;-1;-1;-1;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;0;0;0;0;1;1;
5060400;Noble's Estoc [Fire];1;503;1402005;0;3.5;0;400;220;1000;31;14;0;0;49;33;33;33;-1;-1;-1;-1;-1;-1;0;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;1;1;15;15;4;252;10166;0;0;1;10;99;0;99;0;30;60;0;22;400;-1;-1;0;-1;7;0;2;27;2;0;100;0;11;145;0;10;9;10;0;0;99;0;0;10;40;0;1;0;0;0;11;11;11;11;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;0;106;1;1;0;0;401000;300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;27;0.014;0;0;0;1;1;0;4;0;1;1;33;0;0;6;50;2;11;11;6;0;11;0;101;0;0;0;0;15;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;1.14;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10005;0;1;1;0;0;0;0;1;0;0;0;0;2200;310;6;6;1;2;40;-1;-1;-1;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;5060000;1;1;0;0;0;0;1;1;
