Row ID;Row Name;Effect Category
107514;Frostbite - Low - Addition +14;10007
107515;Frostbite - Low - Addition +15;10007
107516;Frostbite - Low - Addition +16;10007
107517;Frostbite - Low - Addition +17;10007
107518;Frostbite - Low - Addition +18;10007
107519;Frostbite - Low - Addition +19;10007
107520;Frostbite - Low - Addition +20;10007
107521;Frostbite - Low - Addition +21;10007
107522;Frostbite - Low - Addition +22;10007
107523;Frostbite - Low - Addition +23;10007
107524;Frostbite - Low - Addition +24;10007
107525;Frostbite - Low - Addition +25;10007
107550;Frostbite - Low - Innate +0;10007
107551;Frostbite - Low - Innate +1;10007
107552;Frostbite - Low - Innate +2;10007
107553;Frostbite - Low - Innate +3;10007
107554;Frostbite - Low - Innate +4;10007
107555;Frostbite - Low - Innate +5;10007
107556;Frostbite - Low - Innate +6;10007
107557;Frostbite - Low - Innate +7;10007
107558;Frostbite - Low - Innate +8;10007
107559;Frostbite - Low - Innate +9;10007
107560;Frostbite - Low - Innate +10;10007
107561;Frostbite - Low - Innate +11;10007
107562;Frostbite - Low - Innate +12;10007
107563;Frostbite - Low - Innate +13;10007
107564;Frostbite - Low - Innate +14;10007
107565;Frostbite - Low - Innate +15;10007
107566;Frostbite - Low - Innate +16;10007
107567;Frostbite - Low - Innate +17;10007
107568;Frostbite - Low - Innate +18;10007
107569;Frostbite - Low - Innate +19;10007
107570;Frostbite - Low - Innate +20;10007
107571;Frostbite - Low - Innate +21;10007
107572;Frostbite - Low - Innate +22;10007
107573;Frostbite - Low - Innate +23;10007
107574;Frostbite - Low - Innate +24;10007
107575;Frostbite - Low - Innate +25;10007
107600;Frostbite - Medium - Addition +0;10007
107601;Frostbite - Medium - Addition +1;10007
107602;Frostbite - Medium - Addition +2;10007
107603;Frostbite - Medium - Addition +3;10007
107604;Frostbite - Medium - Addition +4;10007
107605;Frostbite - Medium - Addition +5;10007
107606;Frostbite - Medium - Addition +6;10007
107607;Frostbite - Medium - Addition +7;10007
107608;Frostbite - Medium - Addition +8;10007
107609;Frostbite - Medium - Addition +9;10007
107610;Frostbite - Medium - Addition +10;10007
107611;Frostbite - Medium - Addition +11;10007
107612;Frostbite - Medium - Addition +12;10007
107613;Frostbite - Medium - Addition +13;10007
107614;Frostbite - Medium - Addition +14;10007
107615;Frostbite - Medium - Addition +15;10007
107616;Frostbite - Medium - Addition +16;10007
107617;Frostbite - Medium - Addition +17;10007
107618;Frostbite - Medium - Addition +18;10007
107619;Frostbite - Medium - Addition +19;10007
107620;Frostbite - Medium - Addition +20;10007
107621;Frostbite - Medium - Addition +21;10007
107622;Frostbite - Medium - Addition +22;10007
107623;Frostbite - Medium - Addition +23;10007
107624;Frostbite - Medium - Addition +24;10007
107625;Frostbite - Medium - Addition +25;10007
107650;Frostbite - Medium - Innate +0;10007
107651;Frostbite - Medium - Innate +1;10007
107652;Frostbite - Medium - Innate +2;10007
107653;Frostbite - Medium - Innate +3;10007
107654;Frostbite - Medium - Innate +4;10007
107655;Frostbite - Medium - Innate +5;10007
107656;Frostbite - Medium - Innate +6;10007
107657;Frostbite - Medium - Innate +7;10007
107658;Frostbite - Medium - Innate +8;10007
107659;Frostbite - Medium - Innate +9;10007
107660;Frostbite - Medium - Innate +10;10007
107661;Frostbite - Medium - Innate +11;10007
107662;Frostbite - Medium - Innate +12;10007
107663;Frostbite - Medium - Innate +13;10007
107664;Frostbite - Medium - Innate +14;10007
107665;Frostbite - Medium - Innate +15;10007
107666;Frostbite - Medium - Innate +16;10007
107667;Frostbite - Medium - Innate +17;10007
107668;Frostbite - Medium - Innate +18;10007
107669;Frostbite - Medium - Innate +19;10007
107670;Frostbite - Medium - Innate +20;10007
107671;Frostbite - Medium - Innate +21;10007
107672;Frostbite - Medium - Innate +22;10007
107673;Frostbite - Medium - Innate +23;10007
107674;Frostbite - Medium - Innate +24;10007
107675;Frostbite - Medium - Innate +25;10007
107700;Frostbite - High - Addition +0;10007
107701;Frostbite - High - Addition +1;10007
107702;Frostbite - High - Addition +2;10007
107703;Frostbite - High - Addition +3;10007
107704;Frostbite - High - Addition +4;10007
107705;Frostbite - High - Addition +5;10007
107706;Frostbite - High - Addition +6;10007
107707;Frostbite - High - Addition +7;10007
107708;Frostbite - High - Addition +8;10007
107709;Frostbite - High - Addition +9;10007
107710;Frostbite - High - Addition +10;10007
107711;Frostbite - High - Addition +11;10007
107712;Frostbite - High - Addition +12;10007
107713;Frostbite - High - Addition +13;10007
107714;Frostbite - High - Addition +14;10007
107715;Frostbite - High - Addition +15;10007
107716;Frostbite - High - Addition +16;10007
107717;Frostbite - High - Addition +17;10007
107718;Frostbite - High - Addition +18;10007
107719;Frostbite - High - Addition +19;10007
107720;Frostbite - High - Addition +20;10007
107721;Frostbite - High - Addition +21;10007
107722;Frostbite - High - Addition +22;10007
107723;Frostbite - High - Addition +23;10007
107724;Frostbite - High - Addition +24;10007
107725;Frostbite - High - Addition +25;10007
107750;Frostbite - High - Innate +0;10007
107751;Frostbite - High - Innate +1;10007
107752;Frostbite - High - Innate +2;10007
107753;Frostbite - High - Innate +3;10007
107754;Frostbite - High - Innate +4;10007
107755;Frostbite - High - Innate +5;10007
107756;Frostbite - High - Innate +6;10007
107757;Frostbite - High - Innate +7;10007
107758;Frostbite - High - Innate +8;10007
107759;Frostbite - High - Innate +9;10007
107760;Frostbite - High - Innate +10;10007
107761;Frostbite - High - Innate +11;10007
107762;Frostbite - High - Innate +12;10007
107763;Frostbite - High - Innate +13;10007
107764;Frostbite - High - Innate +14;10007
107765;Frostbite - High - Innate +15;10007
107766;Frostbite - High - Innate +16;10007
107767;Frostbite - High - Innate +17;10007
107768;Frostbite - High - Innate +18;10007
107769;Frostbite - High - Innate +19;10007
107770;Frostbite - High - Innate +20;10007
107771;Frostbite - High - Innate +21;10007
107772;Frostbite - High - Innate +22;10007
107773;Frostbite - High - Innate +23;10007
107774;Frostbite - High - Innate +24;10007
107775;Frostbite - High - Innate +25;10007
500360;Freezing Pot;10007
500480;Roped Freezing Pot;10007
1436100;[Sorcery] Ranni's Dark Moon;10007
1440000;[Sorcery] Glintstone Icecrag;10007
1441000;[Sorcery] Zamor Ice Storm;10007
1442000;[Sorcery] Freezing Mist;10007
1443100;;10007
1443101;[Sorcery] Adula's Moonblade;10007
1449001;[Sorcery] Frozen Armament;10007
1501000;[Sorcery] Explosive Ghostflame;10007
1501001;[Sorcery] Explosive Ghostflame;10007
1692100;[Incantation] Frozen Lightning Spear;10007
1702000;[Incantation] Dragonice;10007
1702100;[Incantation] Borealis's Mist;10007
