Row ID;Row Name;Moveset Override Category
1061200;Celebrant's Occult Sickle;100
1070000;Glintstone Kris;101
1080000;Scorpion's Stinger;101
1090000;Great Knife;100
1090100;Heavy Great Knife;100
1090200;Keen Great Knife;100
1090300;Quality Great Knife;100
1090400;Fire Great Knife;100
1090500;Flame Art Great Knife;100
1090600;Lightning Great Knife;100
1090700;Sacred Great Knife;100
1090800;Magic Great Knife;100
1090900;Cold Great Knife;100
1091000;Poison Great Knife;100
1091100;Blood Great Knife;100
1091200;Occult Great Knife;100
1100000;Wakizashi;104
1100100;Heavy Wakizashi;104
1100200;Keen Wakizashi;104
1100300;Quality Wakizashi;104
1100400;Fire Wakizashi;104
1100500;Flame Art Wakizashi;104
1100600;Lightning Wakizashi;104
1100700;Sacred Wakizashi;104
1100800;Magic Wakizashi;104
1100900;Cold Wakizashi;104
1101000;Poison Wakizashi;104
1101100;Blood Wakizashi;104
1101200;Occult Wakizashi;104
1110000;Cinquedea;0
1130000;Ivory Sickle;100
1140000;Bloodstained Dagger;0
1140100;Heavy Bloodstained Dagger;0
1140200;Keen Bloodstained Dagger;0
1140300;Quality Bloodstained Dagger;0
1140400;Fire Bloodstained Dagger;0
1140500;Flame Art Bloodstained Dagger;0
1140600;Lightning Bloodstained Dagger;0
1140700;Sacred Bloodstained Dagger;0
1140800;Magic Bloodstained Dagger;0
1140900;Cold Bloodstained Dagger;0
1141000;Poison Bloodstained Dagger;0
1141100;Blood Bloodstained Dagger;0
1141200;Occult Bloodstained Dagger;0
1150000;Erdsteel Dagger;103
1150100;Heavy Erdsteel Dagger;103
1150200;Keen Erdsteel Dagger;103
1150300;Quality Erdsteel Dagger;103
1150400;Fire Erdsteel Dagger;103
1150500;Flame Art Erdsteel Dagger;103
1150600;Lightning Erdsteel Dagger;103
1150700;Sacred Erdsteel Dagger;103
1150800;Magic Erdsteel Dagger;103
1150900;Cold Erdsteel Dagger;103
1151000;Poison Erdsteel Dagger;103
1151100;Blood Erdsteel Dagger;103
1151200;Occult Erdsteel Dagger;103
1160000;Blade of Calling;103
1190000;;0
1910000;;0
2000000;Longsword;0
2000100;Heavy Longsword;0
2000200;Keen Longsword;0
2000300;Quality Longsword;0
2000400;Fire Longsword;0
2000500;Flame Art Longsword;0
2000600;Lightning Longsword;0
2000700;Sacred Longsword;0
2000800;Magic Longsword;0
2000900;Cold Longsword;0
2001000;Poison Longsword;0
2001100;Bloody Longsword;0
2001200;Occult Longsword;0
2010000;Short Sword;111
2010100;Heavy Short Sword;111
2010200;Keen Short Sword;111
2010300;Quality Short Sword;111
2010400;Fire Short Sword;111
2010500;Flame Art Short Sword;111
2010600;Lightning Short Sword;111
2010700;Sacred Short Sword;111
2010800;Magic Short Sword;111
2010900;Cold Short Sword;111
2011000;Poison Short Sword;111
2011100;Blood Short Sword;111
2011200;Occult Short Sword;111
2020000;Broadsword;110
2020100;Heavy Broadsword;110
2020200;Keen Broadsword;110
2020300;Quality Broadsword;110
2020400;Fire Broadsword;110
2020500;Flame Art Broadsword;110
2020600;Lightning Broadsword;110
2020700;Sacred Broadsword;110
2020800;Magic Broadsword;110
2020900;Cold Broadsword;110
2021000;Poison Broadsword;110
2021100;Blood Broadsword;110
2021200;Occult Broadsword;110
2040000;Lordsworn's Straight Sword;0
2040100;Lordsworn's Heavy Straight Sword;0
2040200;Lordsworn's Keen Straight Sword;0
2040300;Lordsworn's Quality Straight Sword;0
2040400;Lordsworn's Fire Straight Sword;0
2040500;Lordsworn's Flame Art Straight Sword;0
2040600;Lordsworn's Lightning Straight Sword;0
2040700;Lordsworn's Sacred Straight Sword;0
2040800;Lordsworn's Magic Straight Sword;0
2040900;Lordsworn's Cold Straight Sword;0
2041000;Lordsworn's Poison Straight Sword;0
2041100;Lordsworn's Blood Straight Sword;0
2041200;Lordsworn's Occult Straight Sword;0
2050000;Weathered Straight Sword;0
2050100;Weathered Heavy Straight Sword;0
2050200;Weathered Keen Straight Sword;0
2050300;Weathered Quality Straight Sword;0
2050400;Weathered Fire Straight Sword;0
2050500;Weathered Flame Art Straight Sword;0
2050600;Weathered Lightning Straight Sword;0
2050700;Weathered Sacred Straight Sword;0
2050800;Weathered Magic Straight Sword;0
2050900;Weathered Cold Straight Sword;0
2051000;Weathered Poison Straight Sword;0
2051100;Weathered Blood Straight Sword;0
2051200;Weathered Occult Straight Sword;0
2060000;Ornamental Straight Sword;852
2070000;Golden Epitaph;0
2080000;Nox Flowing Sword;155
2090000;Inseparable Sword;128
2092000;;128
2110000;Coded Sword;0
2140000;Sword of Night and Flame;0
2150000;Crystal Sword;0
2180000;Carian Knight's Sword;113
2190000;Sword of St. Trina;0
2200000;Miquellan Knight's Sword;112
2210000;Cane Sword;110
2210100;Heavy Cane Sword;110
2210200;Keen Cane Sword;110
2210300;Quality Cane Sword;110
2210400;Fire Cane Sword;110
2210500;Flame Art Cane Sword;110
2210600;Lightning Cane Sword;110
2210700;Sacred Cane Sword;110
2210800;Magic Cane Sword;110
2210900;Cold Cane Sword;110
2211000;Poison Cane Sword;110
2211100;Blood Cane Sword;110
2211200;Occult Cane Sword;110
2220000;Regalia of Eochaid;0
2230000;Noble's Slender Sword;0
2230100;Noble's Heavy Slender Sword;0
2230200;Noble's Keen Slender Sword;0
2230300;Noble's Quality Slender Sword;0
2230400;Noble's Fire Slender Sword;0
2230500;Noble's Flame Art Slender Sword;0
2230600;Noble's Lightning Slender Sword;0
2230700;Noble's Sacred Slender Sword;0
2230800;Noble's Magic Slender Sword;0
2230900;Noble's Cold Slender Sword;0
2231000;Noble's Poison Slender Sword;0
2231100;Noble's Blood Slender Sword;0
2231200;Noble's Occult Slender Sword;0
2240000;Warhawk's Talon;117
2240100;Warhawk's Heavy Talon;117
2240200;Warhawk's Keen Talon;117
2240300;Warhawk's Quality Talon;117
2240400;Warhawk's Fire Talon;117
2240500;Warhawk's Flame Art Talon;117
2240600;Warhawk's Lightning Talon;117
2240700;Warhawk's Sacred Talon;117
2240800;Warhawk's Magic Talon;117
2240900;Warhawk's Cold Talon;117
2241000;Warhawk's Poison Talon;117
2241100;Warhawk's Blood Talon;117
2241200;Warhawk's Occult Talon;117
2250000;Lazuli Glintstone Sword;113
2260000;Rotten Crystal Sword;0
3000000;Bastard Sword;0
3000100;Heavy Bastard Sword;0
3000200;Keen Bastard Sword;0
3000300;Quality Bastard Sword;0
3000400;Fire Bastard Sword;0
3000500;Flame Art Bastard Sword;0
3000600;Lightning Bastard Sword;0
3000700;Sacred Bastard Sword;0
3000800;Magic Bastard Sword;0
3000900;Cold Bastard Sword;0
3001000;Poison Bastard Sword;0
3001100;Bloody Bastard Sword;0
3001200;Occult Bastard Sword;0
3010000;Forked Greatsword;0
3010100;Heavy Forked Greatsword;0
3010200;Keen Forked Greatsword;0
3010300;Quality Forked Greatsword;0
3010400;Fire Forked Greatsword;0
3010500;Flame Art Forked Greatsword;0
3010600;Lightning Forked Greatsword;0
3010700;Sacred Forked Greatsword;0
3010800;Magic Forked Greatsword;0
3010900;Cold Forked Greatsword;0
3011000;Poison Forked Greatsword;0
3011100;Blood Forked Greatsword;0
3011200;Occult Forked Greatsword;0
3020000;Iron Greatsword;0
3020100;Heavy Iron Greatsword;0
3020200;Keen Iron Greatsword;0
3020300;Quality Iron Greatsword;0
3020400;Fire Iron Greatsword;0
3020500;Flame Art Iron Greatsword;0
3020600;Lightning Iron Greatsword;0
3020700;Sacred Iron Greatsword;0
3020800;Magic Iron Greatsword;0
3020900;Cold Iron Greatsword;0
3021000;Poison Iron Greatsword;0
3021100;Blood Iron Greatsword;0
3021200;Occult Iron Greatsword;0
3030000;Lordsworn's Greatsword;0
3030100;Lordsworn's Heavy Greatsword;0
3030200;Lordsworn's Keen Greatsword;0
3030300;Lordsworn's Quality Greatsword;0
3030400;Lordsworn's Fire Greatsword;0
3030500;Lordsworn's Flame Art Greatsword;0
3030600;Lordsworn's Lightning Greatsword;0
3030700;Lordsworn's Sacred Greatsword;0
3030800;Lordsworn's Magic Greatsword;0
3030900;Lordsworn's Cold Greatsword;0
3031000;Lordsworn's Poison Greatsword;0
3031100;Lordsworn's Blood Greatsword;0
3031200;Lordsworn's Occult Greatsword;0
3040000;Knight's Greatsword;128
3040100;Knight's Heavy Greatsword;128
3040200;Knight's Keen Greatsword;128
3040300;Knight's Quality Greatsword;128
3040400;Knight's Fire Greatsword;128
3040500;Knight's Flame Art Greatsword;128
3040600;Knight's Lightning Greatsword;128
3040700;Knight's Sacred Greatsword;128
3040800;Knight's Magic Greatsword;128
3040900;Knight's Cold Greatsword;128
3041000;Knight's Poison Greatsword;128
3041100;Knight's Blood Greatsword;128
3041200;Knight's Occult Greatsword;128
3050000;Flamberge;126
3050100;Heavy Flamberge;126
3050200;Keen Flamberge;126
3050300;Quality Flamberge;126
3050400;Fire Flamberge;126
3050500;Flame Art Flamberge;126
3050600;Lightning Flamberge;126
3050700;Sacred Flamberge;126
3050800;Magic Flamberge;126
3050900;Cold Flamberge;126
3051000;Poison Flamberge;126
3051100;Blood Flamberge;126
3051200;Occult Flamberge;126
3060000;Ordovis's Greatsword;0
3070000;Alabaster Lord's Sword;0
3080000;Banished Knight's Greatsword;128
3080100;Banished Knight's Heavy Greatsword;128
3080200;Banished Knight's Keen Greatsword;128
3080300;Banished Knight's Quality Greatsword;128
3080400;Banished Knight's Fire Greatsword;128
3080500;Banished Knight's Flame Art Greatsword;128
3080600;Banished Knight's Lightning Greatsword;128
3080700;Banished Knight's Sacred Greatsword;128
3080800;Banished Knight's Magic Greatsword;128
3080900;Banished Knight's Cold Greatsword;128
3081000;Banished Knight's Poison Greatsword;128
3081100;Banished Knight's Blood Greatsword;128
3081200;Banished Knight's Occult Greatsword;128
3090000;Dark Moon Greatsword;129
3100000;Sacred Relic Sword;0
3130000;Helphen's Steeple;0
3140000;Blasphemous Blade;0
3150000;Marais Executioner's Sword;130
3160000;Sword of Milos;127
3170000;Golden Order Greatsword;0
3180000;Claymore;125
3180100;Heavy Claymore;125
3180200;Keen Claymore;125
3180300;Quality Claymore;125
3180400;Fire Claymore;125
3180500;Flame Art Claymore;125
3180600;Lightning Claymore;125
3180700;Sacred Claymore;125
3180800;Magic Claymore;125
3180900;Cold Claymore;125
3181000;Poison Claymore;125
3181100;Blood Claymore;125
3181200;Occult Claymore;125
3190000;Gargoyle's Greatsword;0
3190100;Gargoyle's Heavy Greatsword;0
3190200;Gargoyle's Keen Greatsword;0
3190300;Gargoyle's Quality Greatsword;0
3190400;Gargoyle's Fire Greatsword;0
3190500;Gargoyle's Flame Art Greatsword;0
3190600;Gargoyle's Lightning Greatsword;0
3190700;Gargoyle's Sacred Greatsword;0
3190800;Gargoyle's Magic Greatsword;0
3190900;Gargoyle's Cold Greatsword;0
3191000;Gargoyle's Poison Greatsword;0
3191100;Gargoyle's Blood Greatsword;0
3191200;Gargoyle's Occult Greatsword;0
3200000;Death's Poker;127
3210000;Gargoyle's Blackblade;0
3220000;;127
3900000;;126
4000000;Greatsword;136
4000100;Heavy Greatsword;136
4000200;Keen Greatsword;136
4000300;Quality Greatsword;136
4000400;Fire Greatsword;136
4000500;Flame Art Greatsword;136
4000600;Lightning Greatsword;136
4000700;Sacred Greatsword;136
4000800;Magic Greatsword;136
4000900;Cold Greatsword;136
4001000;Poison Greatsword;136
4001100;Blood Greatsword;136
4001200;Occult Greatsword;136
4010000;Watchdog's Greatsword;0
4010100;Watchdog's Heavy Greatsword;0
4010200;Watchdog's Keen Greatsword;0
4010300;Watchdog's Quality Greatsword;0
4010400;Watchdog's Fire Greatsword;0
4010500;Watchdog's Flame Art Greatsword;0
4010600;Watchdog's Lightning Greatsword;0
4010700;Watchdog's Sacred Greatsword;0
4010800;Watchdog's Magic Greatsword;0
4010900;Watchdog's Cold Greatsword;0
4011000;Watchdog's Poison Greatsword;0
4011100;Watchdog's Blood Greatsword;0
4011200;Watchdog's Occult Greatsword;0
4020000;Maliketh's Black Blade;0
4030000;Troll's Golden Sword;0
4030100;Troll's Golden Heavy Sword;0
4030200;Troll's Golden Keen Sword;0
4030300;Troll's Golden Quality Sword;0
4030400;Troll's Golden Fire Sword;0
4030500;Troll's Golden Flame Art Sword;0
4030600;Troll's Golden Lightning Sword;0
4030700;Troll's Golden Sacred Sword;0
4030800;Troll's Golden Magic Sword;0
4030900;Troll's Golden Cold Sword;0
4031000;Troll's Golden Poison Sword;0
4031100;Troll's Golden Blood Sword;0
4031200;Troll's Golden Occult Sword;0
4040000;Zweihander;135
4040100;Heavy Zweihander;135
4040200;Keen Zweihander;135
4040300;Quality Zweihander;135
4040400;Fire Zweihander;135
4040500;Flame Art Zweihander;135
4040600;Lightning Zweihander;135
4040700;Sacred Zweihander;135
4040800;Magic Zweihander;135
4040900;Cold Zweihander;135
4041000;Poison Zweihander;135
4041100;Blood Zweihander;135
4041200;Occult Zweihander;135
4050000;Starscourge Greatsword;832
4060000;Royal Greatsword;0
4070000;Godslayer's Greatsword;137
4080000;Ruins Greatsword;138
4100000;Grafted Blade Greatsword;0
4110000;Troll Knight's Sword;135
4900000;;135
4910000;;137
5000000;Estoc;145
5000100;Heavy Estoc;145
5000200;Keen Estoc;145
5000300;Quality Estoc;145
5000400;Fire Estoc;145
5000500;Flame Art Estoc;145
5000600;Lightning Estoc;145
5000700;Sacred Estoc;145
5000800;Magic Estoc;145
5000900;Cold Estoc;145
5001000;Poison Estoc;145
5001100;Blood Estoc;145
5001200;Occult Estoc;145
5010000;Cleanrot Knight's Sword;0
5010100;Cleanrot Knight's Heavy Sword;0
5010200;Cleanrot Knight's Keen Sword;0
5010300;Cleanrot Knight's Quality Sword;0
5010400;Cleanrot Knight's Fire Sword;0
5010500;Cleanrot Knight's Flame Art Sword;0
5010600;Cleanrot Knight's Lightning Sword;0
5010700;Cleanrot Knight's Sacred Sword;0
5010800;Cleanrot Knight's Magic Sword;0
5010900;Cleanrot Knight's Cold Sword;0
5011000;Cleanrot Knight's Poison Sword;0
5011100;Cleanrot Knight's Blood Sword;0
5011200;Cleanrot Knight's Occult Sword;0
5020000;Rapier;0
5020100;Heavy Rapier;0
5020200;Keen Rapier;0
5020300;Quality Rapier;0
5020400;Fire Rapier;0
5020500;Flame Art Rapier;0
5020600;Lightning Rapier;0
5020700;Sacred Rapier;0
5020800;Magic Rapier;0
5020900;Cold Rapier;0
5021000;Poison Rapier;0
5021100;Blood Rapier;0
5021200;Occult Rapier;0
5030000;Rogier's Rapier;146
5030100;Rogier's Heavy Rapier;146
5030200;Rogier's Keen Rapier;146
5030300;Rogier's Quality Rapier;146
5030400;Rogier's Fire Rapier;146
5030500;Rogier's Flame Art Rapier;146
5030600;Rogier's Lightning Rapier;146
5030700;Rogier's Sacred Rapier;146
5030800;Rogier's Magic Rapier;146
5030900;Rogier's Cold Rapier;146
5031000;Rogier's Poison Rapier;146
5031100;Rogier's Blood Rapier;146
5031200;Rogier's Occult Rapier;146
5040000;Antspur Rapier;0
5040100;Heavy Antspur Rapier;0
5040200;Keen Antspur Rapier;0
5040300;Quality Antspur Rapier;0
5040400;Fire Antspur Rapier;0
5040500;Flame Art Antspur Rapier;0
5040600;Lightning Antspur Rapier;0
5040700;Sacred Antspur Rapier;0
5040800;Magic Antspur Rapier;0
5040900;Cold Antspur Rapier;0
5041000;Poison Antspur Rapier;0
5041100;Blood Antspur Rapier;0
5041200;Occult Antspur Rapier;0
5050000;Frozen Needle;147
5060000;Noble's Estoc;145
5060100;Noble's Heavy Estoc;145
5060200;Noble's Keen Estoc;145
5060300;Noble's Quality Estoc;145
5060400;Noble's Fire Estoc;145
5060500;Noble's Flame Art Estoc;145
5060600;Noble's Lightning Estoc;145
5060700;Noble's Sacred Estoc;145
5060800;Noble's Magic Estoc;145
5060900;Noble's Cold Estoc;145
5061000;Noble's Poison Estoc;145
5061100;Noble's Blood Estoc;145
5061200;Noble's Occult Estoc;145
6000000;Bloody Helice;0
6010000;Godskin Stitcher;150
6010100;Heavy Godskin Stitcher;150
6010200;Keen Godskin Stitcher;150
6010300;Quality Godskin Stitcher;150
6010400;Fire Godskin Stitcher;150
6010500;Flame Art Godskin Stitcher;150
6010600;Lightning Godskin Stitcher;150
6010700;Sacred Godskin Stitcher;150
6010800;Magic Godskin Stitcher;150
6010900;Cold Godskin Stitcher;150
6011000;Poison Godskin Stitcher;150
6011100;Blood Godskin Stitcher;150
6011200;Occult Godskin Stitcher;150
6020000;Great epee;151
6020100;Heavy Great epee;151
6020200;Keen Great epee;151
6020300;Quality Great epee;151
6020400;Fire Great epee;151
6020500;Flame Art Great epee;151
6020600;Lightning Great epee;151
6020700;Sacred Great epee;151
6020800;Magic Great epee;151
6020900;Cold Great epee;151
6021000;Poison Great epee;151
6021100;Blood Great epee;151
6021200;Occult Great epee;151
6040000;Dragon King's Cragblade;0
6900000;;151
7000000;Falchion;0
7000100;Heavy Falchion;0
7000200;Keen Falchion;0
7000300;Quality Falchion;0
7000400;Fire Falchion;0
7000500;Flame Art Falchion;0
7000600;Lightning Falchion;0
7000700;Sacred Falchion;0
7000800;Magic Falchion;0
7000900;Cold Falchion;0
7001000;Poison Falchion;0
7001100;Blood Falchion;0
7001200;Occult Falchion;0
7010000;Beastman's Curved Sword;161
7010100;Beastman's Heavy Curved Sword;161
7010200;Beastman's Keen Curved Sword;161
7010300;Beastman's Quality Curved Sword;161
7010400;Beastman's Fire Curved Sword;161
7010500;Beastman's Flame Art Curved Sword;161
7010600;Beastman's Lightning Curved Sword;161
7010700;Beastman's Sacred Curved Sword;161
7010800;Beastman's Magic Curved Sword;161
7010900;Beastman's Cold Curved Sword;161
7011000;Beastman's Poison Curved Sword;161
7011100;Beastman's Blood Curved Sword;161
7011200;Beastman's Occult Curved Sword;161
7020000;Shotel;155
7020100;Heavy Shotel;155
7020200;Keen Shotel;155
7020300;Quality Shotel;155
7020400;Fire Shotel;155
7020500;Flame Art Shotel;155
7020600;Lightning Shotel;155
7020700;Sacred Shotel;155
7020800;Magic Shotel;155
7020900;Cold Shotel;155
7021000;Poison Shotel;155
7021100;Blood Shotel;155
7021200;Occult Shotel;155
7030000;Shamshir;156
7030100;Heavy Shamshir;156
7030200;Keen Shamshir;156
7030300;Quality Shamshir;156
7030400;Fire Shamshir;156
7030500;Flame Art Shamshir;156
7030600;Lightning Shamshir;156
7030700;Sacred Shamshir;156
7030800;Magic Shamshir;156
7030900;Cold Shamshir;156
7031000;Poison Shamshir;156
7031100;Blood Shamshir;156
7031200;Occult Shamshir;156
7040000;Bandit's Curved Sword;0
7040100;Bandit's Heavy Curved Sword;0
7040200;Bandit's Keen Curved Sword;0
7040300;Bandit's Quality Curved Sword;0
7040400;Bandit's Fire Curved Sword;0
7040500;Bandit's Flame Art Curved Sword;0
7040600;Bandit's Lightning Curved Sword;0
7040700;Bandit's Sacred Curved Sword;0
7040800;Bandit's Magic Curved Sword;0
7040900;Bandit's Cold Curved Sword;0
7041000;Bandit's Poison Curved Sword;0
7041100;Bandit's Blood Curved Sword;0
7041200;Bandit's Occult Curved Sword;0
7050000;Magma Blade;0
7060000;Flowing Curved Sword;157
7060100;Flowing Heavy Curved Sword;157
7060200;Flowing Keen Curved Sword;157
7060300;Flowing Quality Curved Sword;157
7060400;Flowing Fire Curved Sword;157
7060500;Flowing Flame Art Curved Sword;157
7060600;Flowing Lightning Curved Sword;157
7060700;Flowing Sacred Curved Sword;157
7060800;Flowing Magic Curved Sword;157
7060900;Flowing Cold Curved Sword;157
7061000;Flowing Poison Curved Sword;157
7061100;Flowing Blood Curved Sword;157
7061200;Flowing Occult Curved Sword;157
7070000;Wing of Astel;159
7080000;Scavenger's Curved Sword;0
7080100;Scavenger's Heavy Curved Sword;0
7080200;Scavenger's Keen Curved Sword;0
7080300;Scavenger's Quality Curved Sword;0
7080400;Scavenger's Fire Curved Sword;0
7080500;Scavenger's Flame Art Curved Sword;0
7080600;Scavenger's Lightning Curved Sword;0
7080700;Scavenger's Sacred Curved Sword;0
7080800;Scavenger's Magic Curved Sword;0
7080900;Scavenger's Cold Curved Sword;0
7081000;Scavenger's Poison Curved Sword;0
7081100;Scavenger's Blood Curved Sword;0
7081200;Scavenger's Occult Curved Sword;0
7100000;Eclipse Shotel;155
7110000;Serpent-God's Curved Sword;0
7110100;Serpent-God's Heavy Curved Sword;0
7110200;Serpent-God's Keen Curved Sword;0
7110300;Serpent-God's Quality Curved Sword;0
7110400;Serpent-God's Fire Curved Sword;0
7110500;Serpent-God's Flame Art Curved Sword;0
7110600;Serpent-God's Lightning Curved Sword;0
7110700;Serpent-God's Sacred Curved Sword;0
7110800;Serpent-God's Magic Curved Sword;0
7110900;Serpent-God's Cold Curved Sword;0
7111000;Serpent-God's Poison Curved Sword;0
7111100;Serpent-God's Blood Curved Sword;0
7111200;Serpent-God's Occult Curved Sword;0
7120000;Mantis Blade;158
7120100;Heavy Mantis Blade;158
7120200;Keen Mantis Blade;158
7120300;Quality Mantis Blade;158
7120400;Fire Mantis Blade;158
7120500;Flame Art Mantis Blade;158
7120600;Lightning Mantis Blade;158
7120700;Sacred Mantis Blade;158
7120800;Magic Mantis Blade;158
7120900;Cold Mantis Blade;158
7121000;Poison Mantis Blade;158
7121100;Blood Mantis Blade;158
7121200;Occult Mantis Blade;158
7140000;Scimitar;156
7140100;Heavy Scimitar;156
7140200;Keen Scimitar;156
7140300;Quality Scimitar;156
7140400;Fire Scimitar;156
7140500;Flame Art Scimitar;156
7140600;Lightning Scimitar;156
7140700;Sacred Scimitar;156
7140800;Magic Scimitar;156
7140900;Cold Scimitar;156
7141000;Poison Scimitar;156
7141100;Bloody Scimitar;156
7141200;Occult Scimitar;156
7150000;Grossmesser;0
7150100;Heavy Grossmesser;0
7150200;Keen Grossmesser;0
7150300;Quality Grossmesser;0
7150400;Fire Grossmesser;0
7150500;Flame Art Grossmesser;0
7150600;Lightning Grossmesser;0
7150700;Sacred Grossmesser;0
7150800;Magic Grossmesser;0
7150900;Cold Grossmesser;0
7151000;Poison Grossmesser;0
7151100;Blood Grossmesser;0
7151200;Occult Grossmesser;0
8010000;Onyx Lord's Greatsword;0
8020000;Dismounter;0
8020100;Heavy Dismounter;0
8020200;Keen Dismounter;0
8020300;Quality Dismounter;0
8020400;Fire Dismounter;0
8020500;Flame Art Dismounter;0
8020600;Lightning Dismounter;0
8020700;Sacred Dismounter;0
8020800;Magic Dismounter;0
8020900;Cold Dismounter;0
8021000;Poison Dismounter;0
8021100;Blood Dismounter;0
8021200;Occult Dismounter;0
8030000;Bloodhound's Fang;0
8040000;Magma Wyrm's Scalesword;216
8050000;Zamor Curved Sword;215
8060000;Omen Cleaver;216
8060100;Heavy Omen Cleaver;216
8060200;Keen Omen Cleaver;216
8060300;Quality Omen Cleaver;216
8060400;Fire Omen Cleaver;216
8060500;Flame Art Omen Cleaver;216
8060600;Lightning Omen Cleaver;216
8060700;Sacred Omen Cleaver;216
8060800;Magic Omen Cleaver;216
8060900;Cold Omen Cleaver;216
8061000;Poison Omen Cleaver;216
8061100;Blood Omen Cleaver;216
8061200;Occult Omen Cleaver;216
8070000;Monk's Flameblade;0
8070100;Monk's Heavy Flameblade;0
8070200;Monk's Keen Flameblade;0
8070300;Monk's Quality Flameblade;0
8070400;Monk's Fire Flameblade;0
8070500;Monk's Flame Art Flameblade;0
8070600;Monk's Lightning Flameblade;0
8070700;Monk's Sacred Flameblade;0
8070800;Monk's Magic Flameblade;0
8070900;Monk's Cold Flameblade;0
8071000;Monk's Poison Flameblade;0
8071100;Monk's Blood Flameblade;0
8071200;Monk's Occult Flameblade;0
8080000;Beastman's Cleaver;0
8080100;Beastman's Heavy Cleaver;0
8080200;Beastman's Keen Cleaver;0
8080300;Beastman's Quality Cleaver;0
8080400;Beastman's Fire Cleaver;0
8080500;Beastman's Flame Art Cleaver;0
8080600;Beastman's Lightning Cleaver;0
8080700;Beastman's Sacred Cleaver;0
8080800;Beastman's Magic Cleaver;0
8080900;Beastman's Cold Cleaver;0
8081000;Beastman's Poison Cleaver;0
8081100;Beastman's Blood Cleaver;0
8081200;Beastman's Occult Cleaver;0
8100000;Morgott's Cursed Sword;0
