Row ID;Row Name;Get Item Flag ID
10221;[Mt. Gelmir - Rykard] Rykard's Great Rune;174
10230;[Erdtree - Elden Beast] Elden Remembrance;510230
10240;;510240
10250;[Mohgwyn Palace - Mohg] Bloodflame Talons;510250
10260;[Ruin-Strewn Precipice - Magma Wyrm Makar] Magma Wyrm's Scalesword;510260
10261;[Ruin-Strewn Precipice - Magma Wyrm Makar] Dragon Heart;510260
10270;;510270
10280;[Fringefolk Hero's Grave - Ulcerated Tree Spirit] Golden Seed;510280
10281;[Fringefolk Hero's Grave - Ulcerated Tree Spirit] Banished Knight Oleg;510280
10290;[Volcano Manor - Abducator Virgins] Inquisitor's Girandole;510290
10300;[Caelid - Radahn] Remembrance of the Starscourge;510300
10301;[Caelid - Radahn] Radahn's Great Rune;172
10310;[Mountaintops - Fire Giant] Remembrance of the Fire Giant;510310
10320;[Siofra - Ancestor Spirit] Ancestral Follower Ashes;510320
10330;[Nokron - Regal Ancestor Spirit] Remembrance of the Regal Ancestor;510330
10340;[Nokron - Mimic Tear] Larval Tear;510340
10341;[Nokron - Mimic Tear] Silver Tear Mask;510340
10350;[Deeproot Depths - Fia's Champions] Fia's Mist;510350
10730;[Mountaintops - Sanguine Noble] Sanguine Noble Hood;510730
10731;[Mountaintops - Sanguine Noble] Sanguine Noble Robe;510730
10732;[Mountaintops - Sanguine Noble] Sanguine Noble Bracelets;510730
10733;[Mountaintops - Sanguine Noble] Sanguine Noble Trousers;510730
10740;[Capital Outskirts - Fell Twins] Omenkiller Rollo;510740
10800;[Weeping Penisula - Leonine Misbegotten] Blade Greatsword;510800
10810;[Caria Manor - Loretta] Loretta's Greatbow;510810
10811;[Caria Manor - Loretta] Ash of War: Loretta's Slash;510810
10820;[Shaded Castle - Elemer of the Briar] Marais Executioner's Sword;510820
10821;[Shaded Castle - Elemer of the Briar] Briar Greatshield;510820
10830;[Redmane Castle - Misbegotten Warrior/Crucible Knight] Ruins Greatsword;510830
10840;[Castle Sol - Commander Niall] Veteran's Prosthesis;510840
20000;[Tombsward Catacombs - Cemetery Shade] Lhutel the Headless;520000
20010;[Impaler's Catacombs - Erdtree Burial Watchdog] Demi-Human Ashes;520010
20020;[Stormfoot Catacombs - Erdtree Burial Watchdog] Noble Sorcerer Ashes;520020
20030;[Deathtouched Catacombs - Black Knife Assassin] Assassin's Crimson Dagger;520030
20040;[Murkwater Catacombs - Grave Warden Duelist] Battle Hammer;520040
20050;[Black Knife Catacombs - Cemetery Shade] Twinsage Sorcerer Ashes;520050
20060;[Road's End Catacombs - Spirit-caller Snail] Glintstone Sorcerer Ashes;520060
20070;[Cliffbottom Catacombs - Erdtree Burial Watchdog] Kaiden Sellsword Ashes;520070
20080;[Sainted Hero's Grave - Leyndell] Ancient Dragon Knight Kristoff;520080
20090;[Gelmir's Heo's Grave - Mt. Gelmir] Bloodhound Knight Floh;520090
20100;[Auriza Hero's Grave - Crucible Knigh Ordovis] Ordovis's Greatsword;520100
20101;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Axe Helm;520100
20102;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Axe Armor;520100
20103;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Gauntlets;520100
20104;[Auriza Hero's Grave - Crucible Knigh Ordovis] Crucible Greaves;520100
20110;[Unslightly Catacombs - Perfumer Tricia] Perfumer Tricia;520110
20120;[Wyndham Catacombs - Erdtree Burial Watchdog] Glovewort Picker's Bell Bearing [1];520120
20130;[Auriza Side Tomb - Grave Warden Duelist] Soldjars of Fortune Ashes;520130
20140;[Minor Erdtree Catacombs - Erdtree Burial Watchdog] Mad Pumpkin Head Ashes;520140
20150;[Caelid Catacombs - Cemetery Shade] Kindred of Rot Ashes;520150
20160;[War-Dead Catacombs - Putrid Tree Spirit] Redmane Knight Ogha;520160
20161;[War-Dead Catacombs - Putrid Tree Spirit] Golden Seed;520160
20170;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Curved Sword;520170
20171;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Mask;520170
20172;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Armor;520170
20173;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Bracelets;520170
20174;[Giant-Conquering Hero's Grave - Ancient Hero of Zamor] Zamor Legwraps;520170
20180;[Giants' Mountaintop Catacombs - Ulcerated Tree Spirit] Golden Seed;520180
20181;[Giants' Mountaintop Catacombs - Ulcerated Tree Spirit] Glovewort Picker's Bell Bearing [2];520180
20190;[Consecrated Snowfiled Catacombs - Putrid Grave Warden Duelist] Great Grave Glovewort;520190
20191;[Consecrated Snowfiled Catacombs - Putrid Grave Warden Duelist] Rotten Gravekeeper Cloak;520190
20200;[Hidden Path ot the Haligtree - Stray Mimic Tear] Blackflame Monk Amon;520200
20210;[Black Knife Catacombs - Black Knife Assassin] Assassin's Cerulean Dagger;520210
20211;[Black Knife Catacombs - Black Knife Assassin] Black Knifeprint;520210
20220;[Leyndell Catacombs - Esgar, Priest of Blood] Lord of Blood's Exultation;520220
20300;[Tombsward Cave - Miranda the Blighted Bloom] Viridian Amber Medallion;520300
20310;[Earthbore Cave - Runebear] Spelldrake Talisman;520310
20320;;520320
20330;[Groveside Cave - Beastman of Farum Azula] Flamedrake Talisman;520330
20340;[Coastal Cave - Demi-Human Chief] Sewing Needle;520340
20341;[Coastal Cave - Demi-Human Chief] Tailoring Tools;60140
20350;[Highroad Cave - Guardian Golem] Blue Dancer Charm;520350
20360;[Stillwater Cave - Cleanrot Knight] Winged Sword Insignia;520360
20370;[Lakeside Crystal Cave - Bloodhound Knight] Cerulean Amber Medallion;520370
20380;[Academy Crystal Cave - Crystalians] Crystal Release;520380
20390;[Seethewater Cave - Kindred of Rot] Kindred of Rot's Exultation;520390
20400;[Volcano Cave - Demi-human Queen Margot] Jar Cannon;520400
20410;[Omenkiller - Perfumer's Grotto] Great Omenkiller Cleaver;520410
20420;[Sage's Cave - Black Knife Assassin] Concealing Veil;520420
20430;[Goal Cave - Frenzied Duelist] Putrid Corpse Ashes;520430
20440;[Dragonbarrow Cave - Beastman of Farum Azula] Flamedrake Talisman +2;520440
20450;[Abandoned Cave - Cleanrot Knight Duo] Gold Scarab;520450
20460;[Sellia Hideaway - Putrid Crystalians] Crystal Torrent;520460
20470;[Cave of the Forlorn - Misbegotten Crusader] Golden Order Greatsword;520470
20480;[Spiritcaller's Cave - Godskin Apostle/Noble] Godskin Swaddling Cloth;520480
20481;[Spiritcaller's Cave - Godskin Apostle/Noble] Black Flame Ritual;520480
20490;[Sage's Cave - Necromancer Garris] Family Heads;520490
20600;[Morne Tunnel - Scaly Misbegotten] Rusted Anchor;520600
20610;[Limgrave Tunnels - Stonedigger Troll] Roar Medallion;520610
20620;[Raya Lucaria Crystal Tunnel - Crystalian] Smithing-Stone Miner's Bell Bearing [1];520620
20630;[Old Altus Tunnel - Stonedigger Troll] Great Club;520630
20640;[Sealed Tunnel - Onyx Lord] Onyx Lord's Greatsword;520640
20650;[Altus Tunnel - Crystalians] Somberstone Miner's Bell Bearing [2];520650
20660;[Gael Tunnel - Magma Wyrm] Dragon Heart;520660
20661;[Gael Tunnel - Magma Wyrm] Moonveil;520660
20670;[Sellia Crystal Tunnel - Fallingstar Beast] Somber Smithing Stone [6];520670
20671;[Sellia Crystal Tunnel - Fallingstar Beast] Smithing Stone [7];520670
20672;[Sellia Crystal Tunnel - Fallingstar Beast] Gravity Stone Chunk;520670
20673;[Sellia Crystal Tunnel - Fallingstar Beast] Somberstone Miner's Bell Bearing [1];520670
20680;[Yelough Anix Tunnel - Astel] Meteorite of Astel;520680
30100;[Limgrave - Field - Tree Sentinel] Golden Halberd;530100
30110;[Limgrave - Field - Flying Dragon Agheel] Dragon Heart;530110
30120;[Limgrave - Evergaol - Crucible Knight] Aspects of the Crucible: Tail;530120
30130;[Limgrave - Evergaol - Bloodhound Knight Darriwil] Bloodhound's Fang;530130
30170;[Limgrave - Field - Tibia Mariner] Deathroot;530170
30171;[Limgrave - Field - Tibia Mariner] Skeletal Militiaman Ashes;530170
30185;[Weeping Penisula - Field - Erdtree Avatar] Crimsonburst Crystal Tear;65090
30186;[Weeping Penisula - Field - Erdtree Avatar] Opaline Bubbletear;65080
30200;[Liurnia - Field - Erdtree Avatar] Magic-Shrouding Cracked Tear;65290
30201;[Liurnia - Field - Erdtree Avatar] Lightning-Shrouding Cracked Tear;65300
30202;[Liurnia - Field - Erdtree Avatar] Holy-Shrouding Cracked Tear;65310
30205;[Liurnia - Field - Erdtree Avatar] Cerulean Crystal Tear;65040
30206;[Liurnia - Field - Erdtree Avatar] Ruptured Crystal Tear;65160
30210;[Liurnia - Field - Glintstone Dragon Smarag] Dragon Heart;530210
30225;[Liurnia - Field - Omenkiller] Crucible Knot Talisman;530225
30240;[Liurnia - Field - Tibia Mariner] Deathroot;530240
30241;[Liurnia - Field - Tibia Mariner] Skeletal Bandit Ashes;530240
30245;[Liurnia - Evergaol - Adan, Thief of Fire] Flame of the Fell God;530245
30250;[Liurnia - Evergaol - Bols, Carian Knight] Greatblade Phalanx;530250
30255;[Liurnia - Evergaol - Onyx Lord] Meteorite;530255
30260;[Liurnia - Field - Glintstone Dragon Adula] Dragon Heart;530260
30261;[Liurnia - Field - Glintstone Dragon Adula] Adula's Moonblade;530260
30265;[Liurnia - Evergaol - Alecto, Black Knife Ringleader] Black Knife Tiche;530265
30300;[Altus Plateau - Field - Ancient Dragon Lansseax] Lansseax's Glaive;530300
30310;[Altus Plateau - Field - Fallingstar Beast] Somber Smithing Stone [5];530310
30311;[Altus Plateau - Field - Fallingstar Beast] Smithing Stone [6];530310
30312;[Altus Plateau - Field - Fallingstar Beast] Gravity Stone Fan;530310
30313;[Altus Plateau - Field - Fallingstar Beast] Gravity Stone Chunk;530310
30315;[Capital Outskirts - Field - Draconic Tree Sentinel] Dragon Greatclaw;530315
30316;[Capital Outskirts - Field - Draconic Tree Sentinel] Dragonclaw Shield;530315
30320;[Altus Plateau - Field - Wormface] Speckled Hardtear;65060
30321;[Altus Plateau - Field - Wormface] Crimsonspill Crystal Tear;65000
30325;[Altus Plateau - Field - Godskin Apostle] Godskin Peeler;530325
30326;[Altus Plateau - Field - Godskin Apostle] Scouring Black Flame;530325
30335;[Capital Outskirts - Field - Tree Sentinel Duo] Erdtree Greatshield;530335
30336;[Capital Outskirts - Field - Tree Sentinel Duo] Hero's Rune [1];530335
30350;[Altus Plateau - Field - Black Knife Assassin] Black Knife;530350
30375;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Somber Smithing Stone [6];530375
30376;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Smithing Stone [6];530375
30377;[Mt. Gelmir - Field - Full-grown Fallingstar Beast] Fallingstar Beast Jaw;530375
30380;[Mt. Gelmir - Field - Ulcerated Tree Spirit] Leaden Hardtear;65180
30381;[Mt. Gelmir - Field - Ulcerated Tree Spirit] Cerulean Hidden Tear;65250
30385;[Altus Plateau - Field - Tibia Mariner] Deathroot;530385
30386;[Altus Plateau - Field - Tibia Mariner] Tibia's Summons;530385
30390;[Mt. Gelmir - Field - Magma Wyrm] Dragon Heart;530390
30395;[Mt. Gelmir - Field - Demi-Human Queen Maggie] Memory Stone;60450
30400;[Mt. Gelmir - Field - Magma Wyrm] Dragon Heart;530400
30405;[Caelid - Field - Commander O'Neil] Commander's Standard;530405
30406;[Caelid - Field - Commander O'Neil] Unalloyed Gold Needle;530405
30410;[Caelid - Field - Erdtree Avatar] Greenburst Crystal Tear;65100
30411;[Caelid - Field - Erdtree Avatar] Flame-Shrouding Cracked Tear;65280
30415;[Caelid - Field - Putrid Avatar] Opaline Hardtear;65110
30416;[Caelid - Field - Putrid Avatar] Stonebarb Cracked Tear;65260
30420;[Caelid - Field - Flying Dragon Greyll] Dragon Heart;530420
30425;[Caelid - Field - Blade Blade Kindred] Gargoyle's Blackblade;530425
30426;[Caelid - Field - Blade Blade Kindred] Gargoyle's Black Halberd;530425
30505;[Forbidden Lands - Field - Black Blade Kindred] Gargoyle's Black Blades;530505
30506;[Forbidden Lands - Field - Black Blade Kindred] Gargoyle's Black Axe;530505
30510;[Mountaintops of the Giants - Field - Borealis, the Freezing Fog] Dragon Heart;530510
30515;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Vyke's Dragonbolt;530515
30516;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Helm;530515
30517;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Armor;530515
30518;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Gauntlets;530515
30519;[Mountaintops of the Giants - Evergaol - Roundtable Knight Vyke] Fingerprint Greaves;530515
30525;[Mountaintops of the Giants - Field - Erdtree Avatar] Cerulean Crystal Tear;65050
30526;[Mountaintops of the Giants - Field - Erdtree Avatar] Crimson Bubbletear;65070
30530;[Mountaintops of the Giants - Field - Death Rite Bird] Death Ritual Spear;530530
30550;[Mountaintops of the Giants - Field - Great Wyrm Theodorix] Dragon Heart;530550
30555;[Consecrated Snowfield - Field - Putrid Avatar] Thorny Cracked Tear;65130
30556;[Consecrated Snowfield - Field - Putrid Avatar] Ruptured Crystal Tear;65170
30600;[Lake of Rot - Dragonkin Soldier] Dragonscale Blade;530600
30620;[Siofra River - Dragonkin Soldier] Dragon Halberd;530620
40100;[Teardrop Scarab - Stormhill] Ash of War: Storm Wall;540100
40104;[Teardrop Scarab - Stormhill] Ash of War: Wild Strikes;540104
40108;[Teardrop Scarab - Agheel Lake] Ash of War: Determination;540108
40112;[Teardrop Scarab - Agheel Lake] Ash of War: Unsheathe;540112
40116;[Teardrop Scarab - Mistwood] Ash of War: Ground Slam;540116
40118;[Teardrop Scarab - Third Chuch of Marika] Ash of War: Sacred Blade;540118
40120;[Teardrop Scarab - Limgrave Coast] Ash of War: Stamp (Sweep);540120
40132;[Teardrop Scarab - Weeping Peninsula] Divine Fortification;540132
40136;[Teardrop Scarab - Weeping Peninsula] Lightning Strike;540136
40138;[Teardrop Scarab - Weeping Peninsula] Poison Mist;540138
40140;[Teardrop Scarab - Weeping Peninsula] Ash of War: Mighty Shot;540140
40142;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];540142
40144;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];540144
40146;[Teardrop Scarab - Limgrave] Somber Smithing Stone [1];540146
40170;[Teardrop Scarab - Stormveil Castle] Ash of War: Storm Assault;540170
40172;[Teardrop Scarab - Stormveil Castle] Ash of War: Stormcaller;540172
40174;[Teardrop Scarab - Stormveil Castle] Rancorcall;540174
40200;[Teardrop Scarab - Three Sisters] Ash of War: Chilling Mist;540200
40202;[Teardrop Scarab - Liurnia] Ash of War: Charge Forth;540202
40204;[Teardrop Scarab - Liurnia] Ash of War: Hoarfrost Stomp;540204
40206;[Teardrop Scarab - Liurnia] Ash of War: Thops's Barrier;540206
40208;[Teardrop Scarab - Liurnia] Ash of War: Vow of the Indomitable;540208
40210;[Teardrop Scarab - Liurnia] Ash of War: Shield Bash;540210
40218;[Teardrop Scarab - Liurnia] Bloodflame Blade;540218
40220;[Teardrop Scarab - Caria Manor] Carian Piercer;540220
40224;[Teardrop Scarab - Liurnia] Ash of War: Barbaric Roar;540224
40236;[Teardrop Scarab - Liurnia] Frenzied Burst;540236
40238;[Teardrop Scarab - Liurnia] Ash of War: Sword Dance;540238
40250;[Teardrop Scarab - Caria Manor] Frozen Armament;540250
40252;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];540252
40254;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];540254
40256;[Teardrop Scarab - Liurnia] Somber Smithing Stone [3];540256
40258;[Teardrop Scarab - Liurnia] Somber Smithing Stone [3];540258
40260;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];540260
40262;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];540262
40264;[Teardrop Scarab - Liurnia] Somber Smithing Stone [2];540264
40272;[Teardrop Scarab - Raya Lucaria Academy] Ash of War: Spectral Lance;540272
40290;[Teardrop Scarab - Raya Lucaria Academy] Somber Smithing Stone [4];540290
40300;[Teardrop Scarab - Altus Plateau] Ash of War: Sacred Order;540300
40302;[Teardrop Scarab - Altus Plateau] Ash of War: Shield Crash;540302
40304;[Teardrop Scarab - Altus Plateau] Ash of War: Earthshaker;540304
40306;[Teardrop Scarab - Altus Plateau] Ash of War: Blood Blade;540306
40308;[Teardrop Scarab - Altus Plateau] Ash of War: Golden Slam;540308
40310;[Teardrop Scarab - Altus Plateau] Ash of War: Lightning Ram;540310
40312;[Teardrop Scarab - Altus Plateau] Protection of the Erdtree;540312
40314;[Teardrop Scarab - Capital Outskirts] Ash of War: Prayerful Strike;540314
40316;[Teardrop Scarab - Capital Outskirts] Ash of War: Golden Parry;540316
40318;[Teardrop Scarab - Capital Outskirts] Ash of War: Lightning Slash;540318
40320;[Teardrop Scarab - Capital Outskirts] Somber Smithing Stone [5];540320
40332;[Teardrop Scarab - Mt. Gelmir] Ash of War: Barrage;540332
40334;[Teardrop Scarab - Mt. Gelmir] Ash of War: Through and Through;540334
40370;[Teardrop Scarab - Leyndell] Barrier of Gold;540370
40372;[Teardrop Scarab - Leyndell] Ash of War: Thunderbolt;540372
40400;[Teardrop Scarab - Caelid] Whirl, O Flame!;540400
40402;[Teardrop Scarab - Caelid] Ash of War: Lifesteal Fist;540402
40404;[Teardrop Scarab - Caelid] Ash of War: Sacred Ring of Light;540404
40406;[Teardrop Scarab - Caelid] Ash of War: Poisonous Mist;540406
40408;[Teardrop Scarab - Redmane Castle] Ash of War: Flaming Strike;540408
40410;[Teardrop Scarab - Caelid] Ash of War: Flame of the Redmanes;540410
40412;[Teardrop Scarab - Dragonbarrow] Ash of War: Sky Shot;540412
40414;[Teardrop Scarab - Dragonbarrow] Ash of War: Cragblade;540414
40416;[Teardrop Scarab - Caelid] Poison Armament;540416
40418;[Teardrop Scarab - Caelid] Ash of War: Double Slash;540418
40420;[Teardrop Scarab - Caelid] Bestial Constitution;540420
40422;[Teardrop Scarab - Caelid] Somber Smithing Stone [4];540422
40424;[Teardrop Scarab - Caelid] Somber Smithing Stone [4];540424
40426;[Teardrop Scarab - Caelid] Somber Smithing Stone [8];540426
40428;[Teardrop Scarab - Caelid] Somber Smithing Stone [9];540428
40500;Smithing Stone [1];540500
40502;Smithing Stone [1];540502
40504;Smithing Stone [1];540504
40506;Smithing Stone [1];540506
40508;Smithing Stone [1];540508
40510;[Teardrop Scarab - Mountaintops of the Giants] Ash of War: Seppuku;540510
40512;[Teardrop Scarab - Mountaintops of the Giants] Ash of War: Troll's Roar;540512
40514;[Teardrop Scarab - Giant-Conquering Hero's Grave] Flame, Protect Me;540514
40516;[Teardrop Scarab - Forbidden Lands] Ash of War: Prelate's Charge;540516
40520;Smithing Stone [1];540520
40522;Smithing Stone [1];540522
40524;[Teardrop Scarab - Consecrated Snowfield] Ash of War: White Shadow's Lure;540524
40526;Smithing Stone [1];540526
40528;Smithing Stone [1];540528
40570;Golden Rune [1];540570
40572;Golden Rune [1];540572
40574;Golden Rune [1];540574
40578;Golden Rune [1];540576
40590;[Teardrop Scarab - Siofra River] Somber Smithing Stone [5];540590
40592;[Teardrop Scarab - Siofra River] Somber Smithing Stone [5];540592
40600;[Teardrop Scarab - Siofra River] Somber Smithing Stone [6];540600
40602;[Teardrop Scarab - Siofra River] Somber Smithing Stone [6];540602
40610;[Teardrop Scarab - Siofra River] Great Oracular Bubble;540610
40612;Golden Rune [1];540612
40614;Golden Rune [1];540614
40616;Golden Rune [1];540616
40618;Golden Rune [1];540618
40630;[Teardrop Scarab - Siofra River] Ash of War: Square Off;540630
40632;Golden Rune [1];540632
40634;Golden Rune [1];540634
40636;Golden Rune [1];540636
40638;Golden Rune [1];540638
40640;Golden Rune [1];540640
40642;[Teardrop Scarab - Nokron] Somber Smithing Stone [5];540642
40644;Golden Rune [1];540644
40646;[Teardrop Scarab - Nokron] Ash of War: Enchanted Shot;540646
40648;[Teardrop Scarab - Nokron] Order Healing;540648
40650;Golden Rune [1];540650
40652;[Teardrop Scarab - Siofra River] Oracle Bubbles;540652
40660;[Teardrop Scarab - Deeproot Depths] Ash of War: Golden Land;540660
40662;Golden Rune [1];540662
40664;Golden Rune [1];540664
40666;Golden Rune [1];540666
40668;Somber Smithing Stone [6];540668
40670;Somber Smithing Stone [6];540670
40680;Golden Rune [1];540680
40682;Golden Rune [1];540682
40684;Golden Rune [1];540684
40686;[Teardrop Scarab - Mohgwyn Dynasty] Ash of War: Blood Tax;540686
40772;[Teardrop Scarab - Crumbling Farum Azula] Golden Lightning Fortification;540772
50000;[Info Item] About Sites of Grace;550000
50010;[Info Item] About Sorceries and Incantations;550010
50020;[Info Item] About Bows;550020
50030;[Info Item] About Crouching;550030
50040;[Info Item] About Stance-Breaking;550040
50050;[Info Item] About Stakes of Marika;550050
50060;[Info Item] About Guard Counters;550060
50070;[Info Item] About the Map;550070
50080;[Info Item] About Guidance of Grace;550080
50090;[Info Item] About Horseback Riding;550090
50100;[Info Item] About Death;550100
50110;[Info Item] About Summoning Spirits;550110
50120;[Info Item] About Guarding;550120
50130;[Info Item] About Item Crafting;550130
50140;;550140
50150;[Info Item] About Flask of Wondrous Physick;550150
50160;[Info Item] About Adding Skills;550160
50170;[Info Item] About Birdseye Telescopes;550170
50180;[Info Item] About Spiritspring Jumping;550180
50190;[Info Item] About Vanquishing Enemy Groups;550190
50200;[Info Item] About Teardrop Scarabs;550200
50210;[Info Item] About Summoning Other Players;550210
50220;[Info Item] About Cooperative Multiplayer;550220
50230;[Info Item] About Competitive Multiplayer;550230
50240;[Info Item] About Invasion Multiplayer;550240
50250;[Info Item] About Hunter Multiplayer;550250
50260;[Info Item] About Summoning Pools;550260
50270;[Info Item] About Monument Icon;550270
50280;[Info Item] About Requesting Help from Hunters;550280
50290;[Info Item] About Skills;550290
80000;[Limgrave - Artist's Shack] "Homing Instinct" Painting;580000
80010;[Liurnia - Artist's Shack] "Resurrection" Painting;580010
80020;[Altus Plateau - Shaded Castle] "Champion's Song" Painting;580020
80030;[Consecrated Snowfield - Castle Sol] "Sorcerer" Painting;580030
80040;[Stormveil Castle] "Prophecy" Painting;580040
80050;[Leyndell - Fortifed Manor] "Flightless Bird" Painting;580050
80060;[Caelid - Sellia] "Redmane" Painting;580060
80300;[Reward - "Homing Instinct" Painting] Incantation Scarab;580300
80310;[Reward - "Resurrection" Painting] Juvenile Scholar Cap;580310
80311;[Reward - "Resurrection" Painting] Juvenile Scholar Robe;580310
80312;[Reward - "Resurrection" Painting] Larval Tear;580310
80320;[Reward - "Champion's Song" Painting] Harp Bow;580320
80330;[Reward - "Sorcerer" Painting] Greathood;580330
80340;[Reward - "Prophecy" Painting] Warhawk Ashes;580340
80350;[Reward - "Flightless Bird" Painting] Fire's Deadly Sin;580350
80360;[Reward - "Redmane" Painting] Ash of War: Rain of Arrows;580360
90000;;590000
90200;;590200
90210;;590210
90220;;590220
100000;[Melina - Third Grace Found] Spectral Steed Whistle;60100
100010;[Melina - Morgott Killed] Rold Medallion;400001
100100;[Unknown];400010
100200;[Unknown] Neutralizing Boluses;400020
100210;[Unknown];400021
100300;[White-Faced Varre - ?] Festering Bloody Finger;400030
100310;[White-Faced Varre - Maiden Kill] Lord of Blood's Favor;400031
100320;[White-Faced Varre - 3 Invasions] Pureblood Knight's Medal;400032
100330;[White-Faced Varre - Maiden Kill] Lord of Blood's Favor;400033
