Row ID;Row Name;Equipped Armor: Chest
2405;Gift - Cracked Pot;-1
2406;Gift - Stonesword Key;-1
2407;Gift - Bewitching Branch;-1
2408;Gift - Boiled Prawn;-1
2409;Gift - Shabriri's Woe;-1
3000;Class - Vagabond;660100
3001;Class - Warrior;670100
3002;Class - Hero;730100
3003;Class - Bandit;931100
3004;Class - Astrologer;630100
3005;Class - Prophet;622100
3006;Class - Samurai;880100
3007;Class - Prisoner;871100
3008;Class - Confessor;890100
3009;Class - Wretch;-1
3100;;660100
3101;;660100
3102;;670100
3103;;670100
3104;;730100
3105;;730100
3106;;931100
3107;;931100
3108;;630100
3109;;630100
3110;;622100
3111;;622100
3112;;880100
3113;;880100
3114;;871100
3115;;871100
3116;;890100
3117;;890100
3118;;-1
3119;;-1
4000;;861100
4001;;861100
4002;;861100
4003;;861100
4004;;861100
4005;;861100
4006;;861100
4007;;861100
4008;;861100
4009;;861100
4010;;861100
4011;;861100
4012;;861100
4013;;861100
4014;;861100
4015;;861100
4016;;861100
4017;;861100
4018;;861100
4019;;861100
4020;;861100
4021;;861100
4022;;861100
4023;;861100
4024;;861100
4025;;861100
4026;;861100
4027;;861100
4028;;861100
4029;;861100
4030;;861100
4031;;861100
4032;;861100
4033;;861100
4034;;861100
4035;;861100
4036;;861100
4037;;861100
4038;;861100
4039;;861100
4040;;861100
4041;;861100
4042;;861100
4043;;861100
4044;;861100
4045;;861100
4046;;861100
4047;;861100
4048;;861100
4049;;861100
4050;;861100
4051;;861100
4053;;861100
4054;;861100
4055;;861100
4056;;861100
4057;;861100
4058;;861100
4059;;861100
4060;;861100
4061;;861100
4062;;861100
4063;;861100
4064;;861100
4065;;861100
4066;;861100
4067;;861100
4068;;861100
4069;;861100
4070;;861100
4071;;861100
4072;;861100
4100;;861100
4101;;861100
4102;;861100
4103;;861100
4104;;861100
4105;;861100
4106;;861100
4107;;861100
4108;;861100
4109;;861100
4110;;861100
4111;;861100
4113;;861100
4114;;861100
4115;;861100
4116;;861100
4150;;861100
4151;;861100
4152;;861100
4153;;861100
4154;;861100
4155;;861100
4156;;861100
4157;;861100
4158;;861100
4159;;861100
4161;;861100
4164;;861100
4165;;861100
4168;;861100
4169;;861100
4170;;861100
4171;;861100
4172;;861100
4173;;861100
4174;;861100
4175;;861100
4176;;861100
4200;;861100
4201;;861100
4202;;861100
4203;;861100
4204;;861100
4205;;861100
4206;;861100
4207;;861100
4208;;861100
4209;;861100
4210;;861100
4213;;861100
4214;;861100
4215;;861100
4216;;861100
4217;;861100
4218;;861100
4219;;861100
4220;;861100
4221;;861100
4250;;861100
4251;;861100
4252;;861100
4253;;861100
4254;;861100
4255;;861100
4256;;861100
4257;;861100
4258;;861100
4260;;861100
4261;;861100
4300;;861100
4301;;861100
4302;;861100
4303;;861100
4304;;861100
4305;;861100
4306;;861100
4350;;861100
4351;;861100
4352;;861100
4354;;861100
4400;;861100
4401;;861100
4402;;861100
4403;;861100
4404;;861100
4405;;861100
4406;;861100
4407;;861100
4408;;861100
4410;;861100
4411;;861100
4412;;861100
4413;;861100
4414;;861100
4450;;861100
4451;;861100
4452;;861100
4453;;861100
4454;;861100
4455;;861100
4456;;861100
4458;;861100
4459;;861100
4460;;861100
4500;;861100
4501;;861100
4502;;861100
4503;;861100
4504;;861100
4506;;861100
4507;;861100
4508;;861100
4550;;861100
4551;;861100
4552;;861100
4554;;861100
4555;;861100
4556;;861100
4557;;861100
4558;;861100
4600;;861100
4601;;861100
4603;;861100
4604;;861100
4605;;861100
4606;;861100
4607;;861100
4608;;861100
4609;;861100
4610;;861100
4611;;861100
4612;;861100
4613;;861100
4614;;861100
4615;;861100
4616;;861100
4650;;861100
4651;;861100
4652;;861100
4653;;861100
4655;;861100
4659;;861100
4660;;861100
4661;;861100
4662;;861100
4663;;861100
4664;;861100
4665;;861100
4666;;861100
4667;;861100
4700;;861100
4701;;861100
4702;;861100
4703;;861100
4704;;861100
4750;;861100
4751;;861100
4752;;861100
4753;;861100
4754;;861100
4755;;861100
4756;;861100
4757;;861100
4759;;861100
4760;;861100
4761;;861100
4763;;861100
4800;;861100
4801;;861100
4802;;861100
4803;;861100
4804;;861100
4805;;861100
4806;;861100
4808;;861100
4811;;861100
4812;;861100
4813;;861100
4814;;861100
4850;;861100
4851;;861100
4852;;861100
4853;;861100
4854;;861100
4855;;861100
4856;;861100
4857;;861100
4858;;861100
4860;;861100
4861;;861100
4862;;861100
4863;;861100
4864;;861100
4865;;861100
4900;;861100
4901;;861100
4902;;861100
4903;;861100
4904;;861100
4905;;861100
4906;;861100
4907;;861100
4908;;861100
4909;;861100
4911;;861100
4912;;861100
4913;;861100
4914;;861100
4915;;861100
4916;;861100
4951;;861100
4952;;861100
4953;;861100
4955;;861100
4956;;861100
4957;;861100
5000;;861100
5001;;861100
5002;;861100
5003;;861100
5004;;861100
5005;;861100
5006;;861100
5007;;861100
5008;;861100
5009;;861100
5010;;861100
5011;;861100
5013;;861100
5014;;861100
5015;;861100
5016;;861100
5050;;861100
5051;;861100
5052;;861100
5055;;861100
5056;;861100
5060;;861100
5062;;861100
5063;;861100
5065;;861100
5066;;861100
5067;;861100
5100;;861100
5101;;861100
5106;;861100
5107;;861100
5108;;861100
5109;;861100
5110;;861100
5111;;861100
5112;;861100
5150;;861100
5151;;861100
5152;;861100
5153;;861100
5200;;861100
5202;;861100
5204;;861100
5205;;861100
5206;;861100
5207;;861100
5250;;861100
5251;;861100
5252;;861100
5253;;861100
5254;;861100
5256;;861100
5257;;861100
5258;;861100
5259;;861100
5260;;861100
5261;;861100
5262;;861100
5263;;861100
5264;;861100
5265;;861100
5269;;861100
5270;;861100
5300;;861100
5301;;861100
5302;;861100
5303;;861100
5304;;861100
5305;;861100
5306;;861100
5307;;861100
5308;;861100
5309;;861100
5310;;861100
5311;;861100
5312;;861100
5313;;861100
5315;;861100
5319;;861100
5320;;861100
5321;;861100
5322;;861100
5323;;861100
5324;;861100
5325;;861100
5326;;861100
5327;;861100
5328;;861100
5329;;861100
5330;;861100
5350;;861100
5351;;861100
5352;;861100
5353;;861100
5354;;861100
5355;;861100
5356;;861100
5359;;861100
5360;;861100
5361;;861100
5362;;861100
5363;;861100
5364;;861100
5365;;861100
5366;;861100
5367;;861100
5368;;861100
5369;;861100
5370;;861100
5371;;861100
5372;;861100
5373;;861100
5374;;861100
5375;;861100
5376;;861100
5400;;630100
5404;;630100
5405;;630100
5406;;630100
5409;;630100
5411;;630100
5412;;630100
5413;;630100
5417;;630100
5418;;630100
5419;;630100
5420;;630100
5421;;630100
5422;;630100
5423;;630100
5424;;630100
5425;;630100
5426;;630100
5450;;630100
5451;;630100
5452;;630100
5453;;630100
5454;;630100
5455;;630100
5456;;630100
5457;;630100
5458;;630100
5500;;-1
5501;;-1
5550;;861100
5551;;861100
5552;;861100
5553;;861100
5555;;861100
5600;;861100
5601;;861100
5602;;861100
5603;;861100
5604;;861100
5606;;861100
5607;;861100
5650;;861100
5651;;861100
5653;;861100
5654;;861100
5700;;861100
5701;;861100
5702;;861100
5703;;861100
5704;;861100
5705;;861100
5707;;861100
5708;;861100
5750;;861100
5751;;861100
6000;;40100
6001;;60100
6002;;61100
6003;;80100
6004;;81100
6005;;90100
6006;;91100
6007;;100100
6008;;101100
6009;;120100
6010;;121100
6011;;130100
6012;;131100
6013;;140100
6014;;150100
6015;;151100
6016;;160100
6017;;590100
6018;;591100
6019;;600100
6020;;601100
6021;;610100
6022;;611100
6023;;620100
6024;;621100
6025;;622100
6026;;630100
6027;;631100
6028;;640100
6029;;641100
6030;;650100
6031;;652100
6032;;650100
6033;;660100
6034;;661100
6035;;670100
6036;;680100
6037;;681100
6038;;690100
6039;;700100
6040;;702000
6041;;700100
6042;;720100
6043;;860100
6044;;861100
6045;;870100
6046;;871100
6047;;872100
6048;;730100
6049;;740100
6050;;740100
6051;;880100
6052;;881100
6053;;890100
6054;;890100
6055;;900100
6056;;901100
6057;;902100
6058;;903100
6059;;910100
6060;;911100
6061;;-1
6062;;930100
6063;;931100
6064;;940100
6065;;940100
6066;;950100
6067;;951100
6068;;960100
6069;;961100
6070;;962100
6071;;963100
6072;;964100
6073;;970100
6074;;980100
6075;;981100
6076;;990100
6077;;991100
6078;;1000100
6079;;1100100
6080;;1101100
6081;;-1
6082;;-1
6083;;1400100
6084;;1500100
6085;;-1
6086;;170100
6087;;171100
6088;;180100
6089;;181100
6090;;760100
6091;;761100
6092;;770100
6093;;771100
6094;;190100
6095;;200100
6096;;201100
6097;;780100
6098;;781100
6099;;210100
6100;;211100
6101;;220100
6102;;221100
6103;;230100
6104;;231100
6105;;240100
6106;;241100
6107;;250100
6108;;251100
6109;;260100
6110;;270100
6111;;271100
6112;;280100
6113;;281100
6114;;290100
6115;;291100
6116;;292100
6117;;293100
6118;;294100
6119;;300100
6120;;310100
6121;;311100
6122;;320100
6123;;330100
6124;;331100
6125;;340100
6126;;341100
6127;;350100
6128;;360100
6129;;361100
6130;;50100
6131;;790100
6132;;791100
6133;;370100
6134;;371100
6135;;380100
6136;;390100
6139;;420100
6140;;430100
6141;;-1
6144;;460100
6145;;461100
6146;;470100
6147;;480100
6148;;481100
6149;;510100
6150;;520100
6151;;530100
6152;;540100
6153;;541100
6158;;570100
6159;;572100
6160;;571100
6161;;573100
6162;;580100
6163;;581100
6164;;800100
6165;;801100
6166;;802100
6167;;810100
6168;;811100
6169;;812000
6170;;812100
6171;;-1
6172;;830100
6173;;830100
6174;;830100
6175;;830100
6176;;-1
6177;;840100
6178;;1010100
6179;;1011100
6180;;1020100
6181;;1030100
6182;;1040100
6183;;1050100
6184;;1060100
6185;;1070100
6186;;-1
6187;;-1
6188;;-1
6189;;-1
6190;;1130100
6191;;1700100
6192;;1710100
6193;;1720100
6194;;1730100
6195;;1740100
6196;;1750100
6197;;1760100
6198;;1761100
6199;;1770100
6200;;1771100
6201;;1780100
6202;;1781100
6203;;1790100
6204;;1791100
6205;;1800100
6206;;1801100
6207;;1810100
6208;;1811100
6209;;1820100
6210;;1821100
6211;;1830100
6212;;1840100
6213;;1850100
6214;;1860100
6215;;1870100
6216;;1880100
6217;;1980100
6218;;351100
6219;;1102100
6220;;471100
6221;;-1
6222;;-1
6223;;1890100
6224;;1400100
6225;;721100
6226;;-1
6227;;-1
6228;;-1
6229;;1930100
6230;;1940100
6231;;1941100
6232;;-1
6233;;-1
6234;;-1
6235;;-1
6236;;-1
6237;;1950100
6238;;1970100
6239;;1990100
6240;;1991100
6241;;2000100
6242;;2001100
6243;;-1
6244;;-1
6245;;2030000
6498;;1960100
6499;;1971100
6500;;40100
6501;;60100
6502;;61100
6503;;70100
6504;;71100
6505;;80100
6506;;81100
6507;;90100
6508;;91100
6509;;100100
6510;;101100
6511;;110100
6512;;120100
6513;;121100
6514;;130100
6515;;131100
6516;;140100
6517;;150100
6518;;151100
6519;;160100
6520;;590100
6521;;591100
6522;;600100
6523;;601100
6524;;610100
6525;;611100
6526;;620100
6527;;621100
6528;;622100
6529;;630100
6530;;631100
6531;;640100
6532;;641100
6533;;650100
6534;;652100
6535;;650100
6536;;660100
6537;;661100
6538;;670100
6539;;680100
6540;;681100
6541;;690100
6542;;700100
6543;;702000
6544;;700100
6545;;720100
6546;;730100
6547;;740100
6548;;740100
6549;;170100
6550;;171100
6551;;180100
6552;;181100
6553;;760100
6554;;761100
6555;;770100
6556;;771100
6557;;190100
6558;;200100
6559;;201100
6560;;780100
6561;;781100
6562;;210100
6563;;211100
6564;;220100
6565;;221100
6566;;230100
6567;;231100
6568;;240100
6569;;241100
6570;;250100
6571;;251100
6572;;260100
6573;;270100
6574;;271100
6575;;280100
6576;;281100
6577;;290100
6578;;291100
6579;;292100
6580;;293100
6581;;294100
6582;;301100
6583;;310100
6584;;311100
6585;;320100
6586;;330100
6587;;331100
6588;;340100
6589;;341100
6590;;350100
6591;;360100
6592;;361100
6593;;50100
6594;;790100
6595;;791100
6596;;370100
6597;;371100
6598;;380100
6599;;390100
6602;;420100
6603;;430100
6604;;-1
6605;;460100
6606;;461100
6607;;470100
6608;;480100
6609;;481100
6610;;510100
6611;;520100
6612;;530100
6613;;540100
6614;;541100
6616;;570100
6617;;572100
6618;;571100
6619;;573100
6620;;580100
6621;;581100
6622;;800100
6623;;801100
6624;;802100
6625;;810100
6626;;811100
6627;;812000
6628;;812100
6629;;-1
6630;;830100
6631;;830100
6632;;830100
6633;;830100
6634;;840100
6635;;-1
6636;;860100
6637;;861100
6638;;870100
6639;;871100
6640;;872100
6641;;880100
6642;;881100
6643;;890100
6644;;890100
6645;;900100
6646;;901100
6647;;902100
6648;;903100
6649;;910100
6650;;911100
6651;;-1
6652;;930100
6653;;931100
6654;;940100
6655;;941100
6656;;950100
6657;;951100
6658;;960100
6659;;961100
6660;;962100
6661;;963100
6662;;964100
6663;;970100
6664;;980100
6665;;981100
6666;;990100
6667;;991100
6668;;1000100
6669;;1100100
6670;;1101100
6671;;-1
6672;;-1
6673;;1400100
6674;;1500100
6675;;1010100
6676;;1011100
6677;;1020100
6678;;1030100
6679;;1040100
6680;;1050100
6681;;1130100
6682;;1700100
6683;;1710100
6684;;1720100
6685;;1730100
6686;;1740100
6687;;1750100
6688;;1760100
6689;;1761100
6690;;1770100
6691;;1771100
6692;;1780100
6693;;1781100
6694;;1790100
6695;;1791100
6696;;1800100
6697;;1801100
6698;;1810100
6699;;1811100
6700;;1820100
6701;;1821100
6702;;1830100
6703;;1840100
6704;;1850100
6705;;1860100
6706;;1870100
6707;;1880100
6708;;1980100
6709;;1102100
6710;;1930100
6711;;1940100
6712;;1941100
6713;;-1
6714;;-1
6715;;-1
6716;;-1
6717;;-1
6718;;-1
6719;;-1
6720;;-1
6721;;1950100
6722;;1970100
6723;;1990100
6724;;1991100
6725;;2000100
6726;;2001100
6727;;-1
6728;;-1
6729;;2030000
6998;;1960100
6999;;1971100
7000;;121100
7001;;121100
7002;;121100
7003;;121100
7004;;121100
7005;;121100
7006;;121100
7007;;121100
7008;;121100
7009;;121100
7010;;121100
7011;;121100
7012;;121100
7013;;121100
7014;;121100
7015;;121100
7016;;121100
7017;;121100
7018;;121100
7019;;121100
7020;;121100
7021;;121100
7022;;121100
7023;;121100
7024;;121100
7025;;121100
7026;;121100
7027;;121100
7028;;121100
7029;;121100
7030;;121100
7031;;121100
7032;;121100
7033;;121100
7034;;121100
7035;;121100
7036;;121100
7037;;121100
7038;;121100
7039;;121100
7040;;121100
7041;;121100
7042;;121100
7043;;121100
7044;;121100
7045;;121100
7046;;121100
7047;;121100
7048;;121100
7049;;121100
7050;;121100
7051;;121100
7052;;121100
7053;;121100
7054;;121100
7055;;121100
7056;;121100
7057;;121100
7058;;121100
7059;;121100
7060;;121100
7061;;121100
7062;;121100
7063;;121100
7064;;121100
7065;;121100
7066;;121100
7067;;121100
7068;;121100
7069;;121100
7100;;350100
7101;;350100
7102;;350100
7103;;350100
7104;;350100
7105;;350100
7106;;350100
7107;;350100
7108;;350100
7109;;350100
7110;;350100
7111;;350100
7112;;350100
7113;;350100
7114;;350100
7115;;350100
7116;;350100
7117;;350100
7118;;350100
7119;;350100
7120;;350100
7121;;350100
7122;;350100
7123;;350100
7124;;350100
7125;;350100
7126;;350100
7127;;350100
7128;;350100
7129;;350100
7130;;350100
7131;;350100
7132;;350100
7133;;350100
7134;;350100
7135;;350100
7136;;350100
7137;;350100
7138;;350100
7139;;121100
7140;;350100
7141;;350100
7142;;350100
7143;;350100
7144;;350100
7145;;350100
7146;;350100
7147;;350100
7148;;350100
7149;;350100
7150;;350100
7151;;350100
7152;;350100
7153;;350100
7154;;350100
7155;;350100
7156;;350100
7157;;350100
7158;;350100
7159;;350100
7160;;350100
7161;;350100
7162;;350100
7163;;350100
7164;;350100
7165;;350100
7166;;350100
7167;;350100
7168;;350100
7169;;350100
7170;;350100
7171;;350100
7172;;350100
7173;;350100
7174;;350100
7175;;350100
7176;;350100
7177;;350100
7178;;350100
7179;;350100
7180;;350100
7181;;350100
7182;;350100
7183;;350100
7184;;350100
7185;;350100
7186;;350100
7187;;350100
7188;;350100
7189;;350100
7190;;350100
7191;;350100
7192;;350100
7193;;350100
7194;;350100
7195;;350100
7196;;350100
7197;;350100
7198;;350100
7199;;350100
7200;;350100
7300;;630100
7301;;630100
7302;;630100
7303;;630100
7304;;630100
7305;;630100
7306;;630100
7307;;630100
7308;;630100
7309;;630100
7310;;630100
7311;;630100
7312;;630100
7313;;630100
7314;;630100
7315;;630100
7316;;630100
7317;;630100
7318;;350100
7319;;630100
7320;;630100
7321;;350100
7322;;350100
7323;;350100
7324;;630100
7325;;350100
7326;;350100
7327;;350100
7328;;350100
7329;;350100
7400;;630100
7401;;350100
7402;;350100
7403;;350100
7404;;630100
7405;;350100
7406;;350100
7407;;350100
7408;;350100
7409;;630100
7410;;350100
7411;;350100
7412;;350100
7500;;1500100
7501;;1500100
7502;;1500100
7503;;1500100
7504;;1500100
7505;;1500100
7506;;1500100
7508;;1500100
7509;;1500100
7510;;1500100
7511;;1500100
7512;;1500100
7513;;1500100
7515;;1500100
7516;;1500100
7518;;1500100
7519;;1500100
7520;;1500100
7521;;1500100
7522;;1500100
7523;;1500100
7524;;1500100
7526;;1500100
7527;;1500100
7528;;1500100
7529;;1500100
7530;;1500100
7533;;1500100
7534;;1500100
7535;;1500100
7536;;1500100
7538;;1500100
7539;;1500100
7540;;1500100
7541;;1500100
7542;;1500100
7543;;1500100
7560;;1500100
7561;;1500100
7562;;1500100
7563;;1500100
7564;;1500100
7565;;1500100
7566;;1500100
7567;;1500100
7568;;1500100
7569;;1500100
7570;;1500100
7571;;1500100
7572;;1500100
7574;;1500100
7575;;1500100
7576;;1500100
7577;;1500100
7578;;1500100
7579;;1500100
7580;;1500100
7581;;1500100
7582;;1500100
7583;;1500100
7584;;1500100
7585;;1500100
7586;;1500100
7587;;1500100
7588;;1500100
7589;;1500100
7590;;1500100
7591;;1500100
7592;;1500100
7593;;1500100
7595;;1500100
7596;;1500100
7597;;1500100
7598;;1500100
7600;;1500100
7601;;1500100
7610;;1500100
7612;;1500100
7620;;1500100
7621;;1500100
7623;;1500100
7624;;1500100
7630;;1500100
7640;;1500100
7641;;1500100
7650;;1500100
7651;;1500100
7652;;1500100
7653;;1500100
7654;;1500100
7655;;1500100
7656;;1500100
7660;;1500100
7661;;1500100
7662;;1500100
7670;;1500100
7700;;1500100
7701;;1500100
7702;;1500100
7703;;1500100
7704;;1500100
7705;;1500100
7706;;1500100
7710;;1500100
7711;;1500100
7712;;1500100
7713;;1500100
7714;;1500100
7715;;1500100
7716;;1500100
7801;;1500100
7802;;1500100
7803;;1500100
7805;;1500100
7900;;40100
7901;;40100
7902;;40100
7910;;40100
7911;;40100
7912;;40100
7913;;40100
7914;;40100
7915;;40100
8000;;40100
8001;;40100
8002;;40100
8003;;40100
8004;;40100
8005;;40100
8006;;40100
8007;;40100
8008;;40100
8009;;40100
8010;;40100
8011;;40100
8012;;40100
8013;;40100
8014;;40100
8015;;40100
8016;;40100
8017;;40100
8018;;40100
8019;;40100
8020;;40100
8021;;40100
8022;;40100
8023;;40100
8024;;40100
8025;;40100
8026;;40100
8027;;40100
8028;;40100
8029;;40100
8030;;40100
8031;;40100
8032;;40100
8033;;40100
8034;;40100
8035;;40100
8036;;40100
8037;;40100
8038;;40100
8039;;40100
8040;;40100
8041;;40100
8042;;40100
8043;;40100
8044;;40100
8045;;40100
8046;;40100
8047;;40100
8048;;40100
8049;;40100
8050;;40100
8051;;40100
8052;;40100
8053;;40100
8054;;40100
8055;;40100
8056;;40100
8057;;40100
8058;;40100
8059;;40100
8060;;40100
8061;;40100
8062;;40100
8063;;40100
8064;;40100
8065;;40100
8066;;40100
8067;;40100
8068;;40100
8069;;40100
8070;;40100
8071;;40100
8072;;40100
8073;;40100
8074;;40100
8075;;40100
8076;;40100
8077;;40100
8078;;40100
8079;;40100
8080;;40100
8081;;40100
8082;;40100
8083;;40100
8084;;40100
8085;;40100
8086;;40100
8087;;40100
8088;;40100
8089;;40100
8090;;40100
8091;;40100
8092;;40100
8093;;40100
8094;;40100
8095;;40100
8096;;40100
8097;;40100
8098;;40100
8099;;40100
8100;;40100
8101;;40100
8102;;40100
8103;;40100
8104;;40100
8105;;40100
8106;;40100
8107;;40100
8108;;40100
8109;;40100
8110;;40100
8111;;40100
8112;;40100
8113;;40100
8114;;40100
8115;;40100
8116;;40100
8400;;40100
8401;;40100
8402;;40100
8403;;40100
8404;;40100
8405;;40100
8406;;40100
8407;;40100
8408;;40100
8409;;40100
8410;;40100
8411;;40100
8412;;40100
8413;;40100
8414;;40100
8415;;40100
8416;;40100
8417;;40100
8418;;40100
8419;;40100
8420;;40100
8421;;40100
8422;;40100
8423;;40100
8424;;40100
8425;;40100
8426;;40100
8427;;40100
8428;;40100
8429;;40100
8430;;40100
8431;;40100
8432;;40100
8433;;40100
8434;;40100
8435;;40100
8436;;40100
8437;;40100
8438;;40100
8439;;40100
8440;;40100
8441;;40100
8442;;40100
8443;;40100
8444;;40100
8445;;40100
8446;;40100
8447;;40100
8448;;40100
8449;;40100
8450;;40100
8499;;40100
8500;;40100
8501;;40100
8502;;40100
8503;;40100
8504;;40100
8505;;40100
8506;;40100
8507;;40100
8508;;40100
8509;;40100
8510;;40100
8511;;40100
8512;;40100
8513;;40100
8514;;40100
8515;;40100
8516;;40100
8517;;40100
8518;;40100
8519;;40100
8520;;40100
8521;;40100
8522;;40100
8523;;40100
8524;;40100
8525;;40100
8526;;40100
8539;;40100
8540;;40100
8545;;40100
8546;;40100
8547;;40100
8548;;40100
8549;;40100
8550;;40100
8551;;40100
8552;;40100
8553;;40100
8554;;40100
8555;;40100
8556;;40100
8557;;40100
8558;;40100
8559;;40100
8560;;40100
8561;;40100
8562;;40100
8563;;40100
8564;;40100
8565;;40100
8566;;40100
8567;;40100
8568;;40100
8569;;40100
8570;;40100
8571;;40100
8572;;40100
8573;;40100
8574;;40100
8575;;40100
8576;;40100
8577;;40100
8578;;40100
8579;;40100
8580;;40100
8581;;40100
8582;;40100
8583;;40100
8584;;40100
8585;;40100
8586;;40100
8587;;40100
8588;;40100
8600;;-1
8601;;-1
8602;;-1
8603;;-1
8604;;-1
8605;;-1
8606;;-1
8607;;-1
8608;;-1
8609;;-1
8610;;-1
8611;;-1
8612;;-1
8614;;-1
8613;;-1
8615;;-1
8616;;-1
8617;;-1
8618;;-1
8619;;-1
8620;;-1
8621;;-1
8622;;-1
8623;;-1
8624;;-1
8625;;-1
8700;;-1
8701;;-1
8702;;-1
8703;;-1
8704;;-1
8705;;-1
8706;;-1
8707;;-1
8708;;-1
8709;;-1
8710;;-1
8711;;-1
8712;;-1
8713;;-1
8714;;-1
8715;;-1
8716;;-1
8720;;-1
8721;;-1
8722;;-1
8723;;-1
8730;;-1
8731;;-1
8732;;-1
8733;;-1
8734;;-1
8735;;-1
8736;;-1
8737;;-1
8738;;-1
8739;;-1
8750;;40100
8751;;40100
8800;;-1
8801;;-1
8802;;-1
8803;;-1
8804;;-1
8805;;-1
8806;;-1
8807;;-1
8808;;-1
8809;;-1
8810;;-1
8811;;-1
8812;;-1
8813;;-1
8814;;-1
8815;;-1
8816;;-1
8817;;-1
8818;;-1
8819;;-1
8820;;-1
9000;;1500100
9001;;40100
9002;;40100
9003;;40100
9004;;40100
9005;;40100
9006;;1400100
9007;;1400100
9008;;1400100
9010;;-1
9011;;-1
9012;;-1
9020;;630100
9030;;40100
9031;;40100
9032;;40100
9033;;40100
9034;;30001000
9035;;40100
9036;;40100
9037;;40100
9038;;9200100
9039;;9200500
9040;;9200900
9041;;40100
9042;;40100
9043;;40100
9044;;40100
9046;;40100
9048;;40100
9050;;40100
9051;;30001000
9052;;40100
9055;;40100
9057;;40100
9058;;30001000
9059;;40100
9060;;40100
9061;;30001000
9062;;40100
9063;;30001000
9064;;40100
9065;;40100
9066;;30001000
9070;;40100
9075;;40100
9076;;40100
9090;;40100
9100;;40100
9101;;40100
9102;;40100
9103;;40100
9104;;40100
9105;;40100
9106;;40100
9107;;40100
9108;;40100
9109;;40100
9110;;40100
9111;;40100
9113;;40100
9114;;40100
9115;;40100
9116;;40100
9117;;40100
9118;;40100
9119;;40100
9120;;40100
9121;;40100
9122;;40100
9123;;40100
9124;;40100
9125;;40100
9126;;40100
9130;;40100
9131;;40100
9132;;40100
9133;;40100
9134;;40100
9135;;40100
9136;;40100
9137;;40100
9138;;40100
9139;;40100
9140;;40100
9141;;40100
9142;;40100
9143;;40100
9144;;40100
9145;;40100
9146;;40100
9147;;40100
9148;;40100
9149;;40100
9150;;40100
9151;;40100
9152;;40100
9153;;40100
9154;;40100
9155;;40100
9156;;40100
9157;;40100
9158;;40100
9159;;40100
9160;;40100
9161;;40100
9162;;40100
9163;;40100
9164;;40100
9165;;40100
9166;;40100
9167;;40100
9168;;40100
9169;;40100
9170;;40100
9171;;40100
9172;;40100
9173;;40100
9174;;40100
9175;;40100
9176;;40100
9177;;40100
9178;;40100
9179;;40100
9180;;40100
9181;;40100
9182;;40100
9183;;40100
9184;;40100
9185;;40100
9186;;40100
9187;;40100
9188;;40100
9189;;40100
9190;;40100
9191;;40100
9192;;40100
9193;;40100
9196;;40100
9197;;40100
9198;;40100
9199;;40100
9200;;40100
