Row ID,Row Name,Equip Model ID
1061200,Celebrant's Occult Sickle,416
1070000,Glintstone Kris,116
1080000,Scorpion's Stinger,117
1090000,Great Knife,118
1090100,Heavy Great Knife,118
1090200,Keen Great Knife,118
1090300,Quality Great Knife,118
1090400,Fire Great Knife,118
1090500,Flame Art Great Knife,118
1090600,Lightning Great Knife,118
1090700,Sacred Great Knife,118
1090800,Magic Great Knife,118
1090900,Cold Great Knife,118
1091000,Poison Great Knife,118
1091100,Blood Great Knife,118
1091200,Occult Great Knife,118
1100000,Wakizashi,120
1100100,Heavy Wakizashi,120
1100200,Keen Wakizashi,120
1100300,Quality Wakizashi,120
1100400,Fire Wakizashi,120
1100500,Flame Art Wakizashi,120
1100600,Lightning Wakizashi,120
1100700,Sacred Wakizashi,120
1100800,Magic Wakizashi,120
1100900,Cold Wakizashi,120
1101000,Poison Wakizashi,120
1101100,Blood Wakizashi,120
1101200,Occult Wakizashi,120
1110000,Cinquedea,417
1130000,Ivory Sickle,122
1140000,Bloodstained Dagger,110
1140100,Heavy Bloodstained Dagger,110
1140200,Keen Bloodstained Dagger,110
1140300,Quality Bloodstained Dagger,110
1140400,Fire Bloodstained Dagger,110
1140500,Flame Art Bloodstained Dagger,110
1140600,Lightning Bloodstained Dagger,110
1140700,Sacred Bloodstained Dagger,110
1140800,Magic Bloodstained Dagger,110
1140900,Cold Bloodstained Dagger,110
1141000,Poison Bloodstained Dagger,110
1141100,Blood Bloodstained Dagger,110
1141200,Occult Bloodstained Dagger,110
1150000,Erdsteel Dagger,123
1150100,Heavy Erdsteel Dagger,123
1150200,Keen Erdsteel Dagger,123
1150300,Quality Erdsteel Dagger,123
1150400,Fire Erdsteel Dagger,123
1150500,Flame Art Erdsteel Dagger,123
1150600,Lightning Erdsteel Dagger,123
1150700,Sacred Erdsteel Dagger,123
1150800,Magic Erdsteel Dagger,123
1150900,Cold Erdsteel Dagger,123
1151000,Poison Erdsteel Dagger,123
1151100,Blood Erdsteel Dagger,123
1151200,Occult Erdsteel Dagger,123
1160000,Blade of Calling,124
1190000,,124
1910000,,105
2000000,Longsword,200
2000100,Heavy Longsword,200
2000200,Keen Longsword,200
2000300,Quality Longsword,200
2000400,Fire Longsword,200
2000500,Flame Art Longsword,200
2000600,Lightning Longsword,200
2000700,Sacred Longsword,200
2000800,Magic Longsword,200
2000900,Cold Longsword,200
2001000,Poison Longsword,200
2001100,Bloody Longsword,200
2001200,Occult Longsword,200
2010000,Short Sword,199
2010100,Heavy Short Sword,199
2010200,Keen Short Sword,199
2010300,Quality Short Sword,199
2010400,Fire Short Sword,199
2010500,Flame Art Short Sword,199
2010600,Lightning Short Sword,199
2010700,Sacred Short Sword,199
2010800,Magic Short Sword,199
2010900,Cold Short Sword,199
2011000,Poison Short Sword,199
2011100,Blood Short Sword,199
2011200,Occult Short Sword,199
2020000,Broadsword,201
2020100,Heavy Broadsword,201
2020200,Keen Broadsword,201
2020300,Quality Broadsword,201
2020400,Fire Broadsword,201
2020500,Flame Art Broadsword,201
2020600,Lightning Broadsword,201
2020700,Sacred Broadsword,201
2020800,Magic Broadsword,201
2020900,Cold Broadsword,201
2021000,Poison Broadsword,201
2021100,Blood Broadsword,201
2021200,Occult Broadsword,201
2040000,Lordsworn's Straight Sword,207
2040100,Lordsworn's Heavy Straight Sword,207
2040200,Lordsworn's Keen Straight Sword,207
2040300,Lordsworn's Quality Straight Sword,207
2040400,Lordsworn's Fire Straight Sword,207
2040500,Lordsworn's Flame Art Straight Sword,207
2040600,Lordsworn's Lightning Straight Sword,207
2040700,Lordsworn's Sacred Straight Sword,207
2040800,Lordsworn's Magic Straight Sword,207
2040900,Lordsworn's Cold Straight Sword,207
2041000,Lordsworn's Poison Straight Sword,207
2041100,Lordsworn's Blood Straight Sword,207
2041200,Lordsworn's Occult Straight Sword,207
2050000,Weathered Straight Sword,214
2050100,Weathered Heavy Straight Sword,214
2050200,Weathered Keen Straight Sword,214
2050300,Weathered Quality Straight Sword,214
2050400,Weathered Fire Straight Sword,214
2050500,Weathered Flame Art Straight Sword,214
2050600,Weathered Lightning Straight Sword,214
2050700,Weathered Sacred Straight Sword,214
2050800,Weathered Magic Straight Sword,214
2050900,Weathered Cold Straight Sword,214
2051000,Weathered Poison Straight Sword,214
2051100,Weathered Blood Straight Sword,214
2051200,Weathered Occult Straight Sword,214
2060000,Ornamental Straight Sword,215
2070000,Golden Epitaph,216
2080000,Nox Flowing Sword,217
2090000,Inseparable Sword,614
2092000,,633
2110000,Coded Sword,222
2140000,Sword of Night and Flame,223
2150000,Crystal Sword,224
2180000,Carian Knight's Sword,227
2190000,Sword of St. Trina,230
2200000,Miquellan Knight's Sword,229
2210000,Cane Sword,228
2210100,Heavy Cane Sword,228
2210200,Keen Cane Sword,228
2210300,Quality Cane Sword,228
2210400,Fire Cane Sword,228
2210500,Flame Art Cane Sword,228
2210600,Lightning Cane Sword,228
2210700,Sacred Cane Sword,228
2210800,Magic Cane Sword,228
2210900,Cold Cane Sword,228
2211000,Poison Cane Sword,228
2211100,Blood Cane Sword,228
2211200,Occult Cane Sword,228
2220000,Regalia of Eochaid,220
2230000,Noble's Slender Sword,211
2230100,Noble's Heavy Slender Sword,211
2230200,Noble's Keen Slender Sword,211
2230300,Noble's Quality Slender Sword,211
2230400,Noble's Fire Slender Sword,211
2230500,Noble's Flame Art Slender Sword,211
2230600,Noble's Lightning Slender Sword,211
2230700,Noble's Sacred Slender Sword,211
2230800,Noble's Magic Slender Sword,211
2230900,Noble's Cold Slender Sword,211
2231000,Noble's Poison Slender Sword,211
2231100,Noble's Blood Slender Sword,211
2231200,Noble's Occult Slender Sword,211
2240000,Warhawk's Talon,231
2240100,Warhawk's Heavy Talon,231
2240200,Warhawk's Keen Talon,231
2240300,Warhawk's Quality Talon,231
2240400,Warhawk's Fire Talon,231
2240500,Warhawk's Flame Art Talon,231
2240600,Warhawk's Lightning Talon,231
2240700,Warhawk's Sacred Talon,231
2240800,Warhawk's Magic Talon,231
2240900,Warhawk's Cold Talon,231
2241000,Warhawk's Poison Talon,231
2241100,Warhawk's Blood Talon,231
2241200,Warhawk's Occult Talon,231
2250000,Lazuli Glintstone Sword,232
2260000,Rotten Crystal Sword,233
3000000,Bastard Sword,600
3000100,Heavy Bastard Sword,600
3000200,Keen Bastard Sword,600
3000300,Quality Bastard Sword,600
3000400,Fire Bastard Sword,600
3000500,Flame Art Bastard Sword,600
3000600,Lightning Bastard Sword,600
3000700,Sacred Bastard Sword,600
3000800,Magic Bastard Sword,600
3000900,Cold Bastard Sword,600
3001000,Poison Bastard Sword,600
3001100,Bloody Bastard Sword,600
3001200,Occult Bastard Sword,600
3010000,Forked Greatsword,604
3010100,Heavy Forked Greatsword,604
3010200,Keen Forked Greatsword,604
3010300,Quality Forked Greatsword,604
3010400,Fire Forked Greatsword,604
3010500,Flame Art Forked Greatsword,604
3010600,Lightning Forked Greatsword,604
3010700,Sacred Forked Greatsword,604
3010800,Magic Forked Greatsword,604
3010900,Cold Forked Greatsword,604
3011000,Poison Forked Greatsword,604
3011100,Blood Forked Greatsword,604
3011200,Occult Forked Greatsword,604
3020000,Iron Greatsword,606
3020100,Heavy Iron Greatsword,606
3020200,Keen Iron Greatsword,606
3020300,Quality Iron Greatsword,606
3020400,Fire Iron Greatsword,606
3020500,Flame Art Iron Greatsword,606
3020600,Lightning Iron Greatsword,606
3020700,Sacred Iron Greatsword,606
3020800,Magic Iron Greatsword,606
3020900,Cold Iron Greatsword,606
3021000,Poison Iron Greatsword,606
3021100,Blood Iron Greatsword,606
3021200,Occult Iron Greatsword,606
3030000,Lordsworn's Greatsword,607
3030100,Lordsworn's Heavy Greatsword,607
3030200,Lordsworn's Keen Greatsword,607
3030300,Lordsworn's Quality Greatsword,607
3030400,Lordsworn's Fire Greatsword,607
3030500,Lordsworn's Flame Art Greatsword,607
3030600,Lordsworn's Lightning Greatsword,607
3030700,Lordsworn's Sacred Greatsword,607
3030800,Lordsworn's Magic Greatsword,607
3030900,Lordsworn's Cold Greatsword,607
3031000,Lordsworn's Poison Greatsword,607
3031100,Lordsworn's Blood Greatsword,607
3031200,Lordsworn's Occult Greatsword,607
3040000,Knight's Greatsword,609
3040100,Knight's Heavy Greatsword,609
3040200,Knight's Keen Greatsword,609
3040300,Knight's Quality Greatsword,609
3040400,Knight's Fire Greatsword,609
3040500,Knight's Flame Art Greatsword,609
3040600,Knight's Lightning Greatsword,609
3040700,Knight's Sacred Greatsword,609
3040800,Knight's Magic Greatsword,609
3040900,Knight's Cold Greatsword,609
3041000,Knight's Poison Greatsword,609
3041100,Knight's Blood Greatsword,609
3041200,Knight's Occult Greatsword,609
3050000,Flamberge,610
3050100,Heavy Flamberge,610
3050200,Keen Flamberge,610
3050300,Quality Flamberge,610
3050400,Fire Flamberge,610
3050500,Flame Art Flamberge,610
3050600,Lightning Flamberge,610
3050700,Sacred Flamberge,610
3050800,Magic Flamberge,610
3050900,Cold Flamberge,610
3051000,Poison Flamberge,610
3051100,Blood Flamberge,610
3051200,Occult Flamberge,610
3060000,Ordovis's Greatsword,613
3070000,Alabaster Lord's Sword,204
3080000,Banished Knight's Greatsword,203
3080100,Banished Knight's Heavy Greatsword,203
3080200,Banished Knight's Keen Greatsword,203
3080300,Banished Knight's Quality Greatsword,203
3080400,Banished Knight's Fire Greatsword,203
3080500,Banished Knight's Flame Art Greatsword,203
3080600,Banished Knight's Lightning Greatsword,203
3080700,Banished Knight's Sacred Greatsword,203
3080800,Banished Knight's Magic Greatsword,203
3080900,Banished Knight's Cold Greatsword,203
3081000,Banished Knight's Poison Greatsword,203
3081100,Banished Knight's Blood Greatsword,203
3081200,Banished Knight's Occult Greatsword,203
3090000,Dark Moon Greatsword,617
3100000,Sacred Relic Sword,618
3130000,Helphen's Steeple,621
3140000,Blasphemous Blade,213
3150000,Marais Executioner's Sword,625
3160000,Sword of Milos,628
3170000,Golden Order Greatsword,627
3180000,Claymore,601
3180100,Heavy Claymore,601
3180200,Keen Claymore,601
3180300,Quality Claymore,601
3180400,Fire Claymore,601
3180500,Flame Art Claymore,601
3180600,Lightning Claymore,601
3180700,Sacred Claymore,601
3180800,Magic Claymore,601
3180900,Cold Claymore,601
3181000,Poison Claymore,601
3181100,Blood Claymore,601
3181200,Occult Claymore,601
3190000,Gargoyle's Greatsword,629
3190100,Gargoyle's Heavy Greatsword,629
3190200,Gargoyle's Keen Greatsword,629
3190300,Gargoyle's Quality Greatsword,629
3190400,Gargoyle's Fire Greatsword,629
3190500,Gargoyle's Flame Art Greatsword,629
3190600,Gargoyle's Lightning Greatsword,629
3190700,Gargoyle's Sacred Greatsword,629
3190800,Gargoyle's Magic Greatsword,629
3190900,Gargoyle's Cold Greatsword,629
3191000,Gargoyle's Poison Greatsword,629
3191100,Gargoyle's Blood Greatsword,629
3191200,Gargoyle's Occult Greatsword,629
3200000,Death's Poker,631
3210000,Gargoyle's Blackblade,632
3220000,,628
3900000,,610
4000000,Greatsword,612
4000100,Heavy Greatsword,612
4000200,Keen Greatsword,612
4000300,Quality Greatsword,612
4000400,Fire Greatsword,612
4000500,Flame Art Greatsword,612
4000600,Lightning Greatsword,612
4000700,Sacred Greatsword,612
4000800,Magic Greatsword,612
4000900,Cold Greatsword,612
4001000,Poison Greatsword,612
4001100,Blood Greatsword,612
4001200,Occult Greatsword,612
4010000,Watchdog's Greatsword,210
4010100,Watchdog's Heavy Greatsword,210
4010200,Watchdog's Keen Greatsword,210
4010300,Watchdog's Quality Greatsword,210
4010400,Watchdog's Fire Greatsword,210
4010500,Watchdog's Flame Art Greatsword,210
4010600,Watchdog's Lightning Greatsword,210
4010700,Watchdog's Sacred Greatsword,210
4010800,Watchdog's Magic Greatsword,210
4010900,Watchdog's Cold Greatsword,210
4011000,Watchdog's Poison Greatsword,210
4011100,Watchdog's Blood Greatsword,210
4011200,Watchdog's Occult Greatsword,210
4020000,Maliketh's Black Blade,603
4030000,Troll's Golden Sword,608
4030100,Troll's Golden Heavy Sword,608
4030200,Troll's Golden Keen Sword,608
4030300,Troll's Golden Quality Sword,608
4030400,Troll's Golden Fire Sword,608
4030500,Troll's Golden Flame Art Sword,608
4030600,Troll's Golden Lightning Sword,608
4030700,Troll's Golden Sacred Sword,608
4030800,Troll's Golden Magic Sword,608
4030900,Troll's Golden Cold Sword,608
4031000,Troll's Golden Poison Sword,608
4031100,Troll's Golden Blood Sword,608
4031200,Troll's Golden Occult Sword,608
4040000,Zweihander,611
4040100,Heavy Zweihander,611
4040200,Keen Zweihander,611
4040300,Quality Zweihander,611
4040400,Fire Zweihander,611
4040500,Flame Art Zweihander,611
4040600,Lightning Zweihander,611
4040700,Sacred Zweihander,611
4040800,Magic Zweihander,611
4040900,Cold Zweihander,611
4041000,Poison Zweihander,611
4041100,Blood Zweihander,611
4041200,Occult Zweihander,611
4050000,Starscourge Greatsword,454
4060000,Royal Greatsword,602
4070000,Godslayer's Greatsword,622
4080000,Ruins Greatsword,623
4100000,Grafted Blade Greatsword,626
4110000,Troll Knight's Sword,630
4900000,,611
4910000,,622
5000000,Estoc,300
5000100,Heavy Estoc,300
5000200,Keen Estoc,300
5000300,Quality Estoc,300
5000400,Fire Estoc,300
5000500,Flame Art Estoc,300
5000600,Lightning Estoc,300
5000700,Sacred Estoc,300
5000800,Magic Estoc,300
5000900,Cold Estoc,300
5001000,Poison Estoc,300
5001100,Blood Estoc,300
5001200,Occult Estoc,300
5010000,Cleanrot Knight's Sword,209
5010100,Cleanrot Knight's Heavy Sword,209
5010200,Cleanrot Knight's Keen Sword,209
5010300,Cleanrot Knight's Quality Sword,209
5010400,Cleanrot Knight's Fire Sword,209
5010500,Cleanrot Knight's Flame Art Sword,209
5010600,Cleanrot Knight's Lightning Sword,209
5010700,Cleanrot Knight's Sacred Sword,209
5010800,Cleanrot Knight's Magic Sword,209
5010900,Cleanrot Knight's Cold Sword,209
5011000,Cleanrot Knight's Poison Sword,209
5011100,Cleanrot Knight's Blood Sword,209
5011200,Cleanrot Knight's Occult Sword,209
5020000,Rapier,250
5020100,Heavy Rapier,250
5020200,Keen Rapier,250
5020300,Quality Rapier,250
5020400,Fire Rapier,250
5020500,Flame Art Rapier,250
5020600,Lightning Rapier,250
5020700,Sacred Rapier,250
5020800,Magic Rapier,250
5020900,Cold Rapier,250
5021000,Poison Rapier,250
5021100,Blood Rapier,250
5021200,Occult Rapier,250
5030000,Rogier's Rapier,251
5030100,Rogier's Heavy Rapier,251
5030200,Rogier's Keen Rapier,251
5030300,Rogier's Quality Rapier,251
5030400,Rogier's Fire Rapier,251
5030500,Rogier's Flame Art Rapier,251
5030600,Rogier's Lightning Rapier,251
5030700,Rogier's Sacred Rapier,251
5030800,Rogier's Magic Rapier,251
5030900,Rogier's Cold Rapier,251
5031000,Rogier's Poison Rapier,251
5031100,Rogier's Blood Rapier,251
5031200,Rogier's Occult Rapier,251
5040000,Antspur Rapier,253
5040100,Heavy Antspur Rapier,253
5040200,Keen Antspur Rapier,253
5040300,Quality Antspur Rapier,253
5040400,Fire Antspur Rapier,253
5040500,Flame Art Antspur Rapier,253
5040600,Lightning Antspur Rapier,253
5040700,Sacred Antspur Rapier,253
5040800,Magic Antspur Rapier,253
5040900,Cold Antspur Rapier,253
5041000,Poison Antspur Rapier,253
5041100,Blood Antspur Rapier,253
5041200,Occult Antspur Rapier,253
5050000,Frozen Needle,254
5060000,Noble's Estoc,252
5060100,Noble's Heavy Estoc,252
5060200,Noble's Keen Estoc,252
5060300,Noble's Quality Estoc,252
5060400,Noble's Fire Estoc,252
5060500,Noble's Flame Art Estoc,252
5060600,Noble's Lightning Estoc,252
5060700,Noble's Sacred Estoc,252
5060800,Noble's Magic Estoc,252
5060900,Noble's Cold Estoc,252
5061000,Noble's Poison Estoc,252
5061100,Noble's Blood Estoc,252
5061200,Noble's Occult Estoc,252
6000000,Bloody Helice,302
6010000,Godskin Stitcher,301
6010100,Heavy Godskin Stitcher,301
6010200,Keen Godskin Stitcher,301
6010300,Quality Godskin Stitcher,301
6010400,Fire Godskin Stitcher,301
6010500,Flame Art Godskin Stitcher,301
6010600,Lightning Godskin Stitcher,301
6010700,Sacred Godskin Stitcher,301
6010800,Magic Godskin Stitcher,301
6010900,Cold Godskin Stitcher,301
6011000,Poison Godskin Stitcher,301
6011100,Blood Godskin Stitcher,301
6011200,Occult Godskin Stitcher,301
6020000,Great epee,303
6020100,Heavy Great epee,303
6020200,Keen Great epee,303
6020300,Quality Great epee,303
6020400,Fire Great epee,303
6020500,Flame Art Great epee,303
6020600,Lightning Great epee,303
6020700,Sacred Great epee,303
6020800,Magic Great epee,303
6020900,Cold Great epee,303
6021000,Poison Great epee,303
6021100,Blood Great epee,303
6021200,Occult Great epee,303
6040000,Dragon King's Cragblade,305
6900000,,303
7000000,Falchion,401
7000100,Heavy Falchion,401
7000200,Keen Falchion,401
7000300,Quality Falchion,401
7000400,Fire Falchion,401
7000500,Flame Art Falchion,401
7000600,Lightning Falchion,401
7000700,Sacred Falchion,401
7000800,Magic Falchion,401
7000900,Cold Falchion,401
7001000,Poison Falchion,401
7001100,Blood Falchion,401
7001200,Occult Falchion,401
7010000,Beastman's Curved Sword,500
7010100,Beastman's Heavy Curved Sword,500
7010200,Beastman's Keen Curved Sword,500
7010300,Beastman's Quality Curved Sword,500
7010400,Beastman's Fire Curved Sword,500
7010500,Beastman's Flame Art Curved Sword,500
7010600,Beastman's Lightning Curved Sword,500
7010700,Beastman's Sacred Curved Sword,500
7010800,Beastman's Magic Curved Sword,500
7010900,Beastman's Cold Curved Sword,500
7011000,Beastman's Poison Curved Sword,500
7011100,Beastman's Blood Curved Sword,500
7011200,Beastman's Occult Curved Sword,500
7020000,Shotel,402
7020100,Heavy Shotel,402
7020200,Keen Shotel,402
7020300,Quality Shotel,402
7020400,Fire Shotel,402
7020500,Flame Art Shotel,402
7020600,Lightning Shotel,402
7020700,Sacred Shotel,402
7020800,Magic Shotel,402
7020900,Cold Shotel,402
7021000,Poison Shotel,402
7021100,Blood Shotel,402
7021200,Occult Shotel,402
7030000,Shamshir,408
7030100,Heavy Shamshir,408
7030200,Keen Shamshir,408
7030300,Quality Shamshir,408
7030400,Fire Shamshir,408
7030500,Flame Art Shamshir,408
7030600,Lightning Shamshir,408
7030700,Sacred Shamshir,408
7030800,Magic Shamshir,408
7030900,Cold Shamshir,408
7031000,Poison Shamshir,408
7031100,Blood Shamshir,408
7031200,Occult Shamshir,408
7040000,Bandit's Curved Sword,409
7040100,Bandit's Heavy Curved Sword,409
7040200,Bandit's Keen Curved Sword,409
7040300,Bandit's Quality Curved Sword,409
7040400,Bandit's Fire Curved Sword,409
7040500,Bandit's Flame Art Curved Sword,409
7040600,Bandit's Lightning Curved Sword,409
7040700,Bandit's Sacred Curved Sword,409
7040800,Bandit's Magic Curved Sword,409
7040900,Bandit's Cold Curved Sword,409
7041000,Bandit's Poison Curved Sword,409
7041100,Bandit's Blood Curved Sword,409
7041200,Bandit's Occult Curved Sword,409
7050000,Magma Blade,414
7060000,Flowing Curved Sword,418
7060100,Flowing Heavy Curved Sword,418
7060200,Flowing Keen Curved Sword,418
7060300,Flowing Quality Curved Sword,418
7060400,Flowing Fire Curved Sword,418
7060500,Flowing Flame Art Curved Sword,418
7060600,Flowing Lightning Curved Sword,418
7060700,Flowing Sacred Curved Sword,418
7060800,Flowing Magic Curved Sword,418
7060900,Flowing Cold Curved Sword,418
7061000,Flowing Poison Curved Sword,418
7061100,Flowing Blood Curved Sword,418
7061200,Flowing Occult Curved Sword,418
7070000,Wing of Astel,419
7080000,Scavenger's Curved Sword,421
7080100,Scavenger's Heavy Curved Sword,421
7080200,Scavenger's Keen Curved Sword,421
7080300,Scavenger's Quality Curved Sword,421
7080400,Scavenger's Fire Curved Sword,421
7080500,Scavenger's Flame Art Curved Sword,421
7080600,Scavenger's Lightning Curved Sword,421
7080700,Scavenger's Sacred Curved Sword,421
7080800,Scavenger's Magic Curved Sword,421
7080900,Scavenger's Cold Curved Sword,421
7081000,Scavenger's Poison Curved Sword,421
7081100,Scavenger's Blood Curved Sword,421
7081200,Scavenger's Occult Curved Sword,421
7100000,Eclipse Shotel,422
7110000,Serpent-God's Curved Sword,423
7110100,Serpent-God's Heavy Curved Sword,423
7110200,Serpent-God's Keen Curved Sword,423
7110300,Serpent-God's Quality Curved Sword,423
7110400,Serpent-God's Fire Curved Sword,423
7110500,Serpent-God's Flame Art Curved Sword,423
7110600,Serpent-God's Lightning Curved Sword,423
7110700,Serpent-God's Sacred Curved Sword,423
7110800,Serpent-God's Magic Curved Sword,423
7110900,Serpent-God's Cold Curved Sword,423
7111000,Serpent-God's Poison Curved Sword,423
7111100,Serpent-God's Blood Curved Sword,423
7111200,Serpent-God's Occult Curved Sword,423
7120000,Mantis Blade,424
7120100,Heavy Mantis Blade,424
7120200,Keen Mantis Blade,424
7120300,Quality Mantis Blade,424
7120400,Fire Mantis Blade,424
7120500,Flame Art Mantis Blade,424
7120600,Lightning Mantis Blade,424
7120700,Sacred Mantis Blade,424
7120800,Magic Mantis Blade,424
7120900,Cold Mantis Blade,424
7121000,Poison Mantis Blade,424
7121100,Blood Mantis Blade,424
7121200,Occult Mantis Blade,424
7140000,Scimitar,400
7140100,Heavy Scimitar,400
7140200,Keen Scimitar,400
7140300,Quality Scimitar,400
7140400,Fire Scimitar,400
7140500,Flame Art Scimitar,400
7140600,Lightning Scimitar,400
7140700,Sacred Scimitar,400
7140800,Magic Scimitar,400
7140900,Cold Scimitar,400
7141000,Poison Scimitar,400
7141100,Bloody Scimitar,400
7141200,Occult Scimitar,400
7150000,Grossmesser,425
7150100,Heavy Grossmesser,425
7150200,Keen Grossmesser,425
7150300,Quality Grossmesser,425
7150400,Fire Grossmesser,425
7150500,Flame Art Grossmesser,425
7150600,Lightning Grossmesser,425
7150700,Sacred Grossmesser,425
7150800,Magic Grossmesser,425
7150900,Cold Grossmesser,425
7151000,Poison Grossmesser,425
7151100,Blood Grossmesser,425
7151200,Occult Grossmesser,425
8010000,Onyx Lord's Greatsword,404
8020000,Dismounter,452
8020100,Heavy Dismounter,452
8020200,Keen Dismounter,452
8020300,Quality Dismounter,452
8020400,Fire Dismounter,452
8020500,Flame Art Dismounter,452
8020600,Lightning Dismounter,452
8020700,Sacred Dismounter,452
8020800,Magic Dismounter,452
8020900,Cold Dismounter,452
8021000,Poison Dismounter,452
8021100,Blood Dismounter,452
8021200,Occult Dismounter,452
8030000,Bloodhound's Fang,453
8040000,Magma Wyrm's Scalesword,455
8050000,Zamor Curved Sword,456
8060000,Omen Cleaver,457
8060100,Heavy Omen Cleaver,457
8060200,Keen Omen Cleaver,457
8060300,Quality Omen Cleaver,457
8060400,Fire Omen Cleaver,457
8060500,Flame Art Omen Cleaver,457
8060600,Lightning Omen Cleaver,457
8060700,Sacred Omen Cleaver,457
8060800,Magic Omen Cleaver,457
8060900,Cold Omen Cleaver,457
8061000,Poison Omen Cleaver,457
8061100,Blood Omen Cleaver,457
8061200,Occult Omen Cleaver,457
8070000,Monk's Flameblade,413
8070100,Monk's Heavy Flameblade,413
8070200,Monk's Keen Flameblade,413
8070300,Monk's Quality Flameblade,413
8070400,Monk's Fire Flameblade,413
8070500,Monk's Flame Art Flameblade,413
8070600,Monk's Lightning Flameblade,413
8070700,Monk's Sacred Flameblade,413
8070800,Monk's Magic Flameblade,413
8070900,Monk's Cold Flameblade,413
8071000,Monk's Poison Flameblade,413
8071100,Monk's Blood Flameblade,413
8071200,Monk's Occult Flameblade,413
8080000,Beastman's Cleaver,502
8080100,Beastman's Heavy Cleaver,502
8080200,Beastman's Keen Cleaver,502
8080300,Beastman's Quality Cleaver,502
8080400,Beastman's Fire Cleaver,502
8080500,Beastman's Flame Art Cleaver,502
8080600,Beastman's Lightning Cleaver,502
8080700,Beastman's Sacred Cleaver,502
8080800,Beastman's Magic Cleaver,502
8080900,Beastman's Cold Cleaver,502
8081000,Beastman's Poison Cleaver,502
8081100,Beastman's Blood Cleaver,502
8081200,Beastman's Occult Cleaver,502
8100000,Morgott's Cursed Sword,459
