Row ID,Row Name,Model ID
913000,,1430
920000,Grass Hair Ornament,1440
930000,Skeletal Mask,1450
930100,Raptor's Black Feathers,1450
930200,Bandit Manchettes,1450
930300,Bandit Boots,1450
931100,Bandit Garb,1451
940000,Eccentric's Hood,1460
940100,Eccentric's Armor,1460
940200,Eccentric's Manchettes,1460
940300,Eccentric's Breeches,1460
941000,Eccentric's Hood (Altered),1461
950000,Fingerprint Helm,1470
950100,Fingerprint Armor,1470
950200,Fingerprint Gauntlets,1470
950300,Fingerprint Greaves,1470
951100,Fingerprint Armor (Altered),1471
960000,Consort's Mask,1480
960100,Consort's Robe,1480
960300,Consort's Trousers,1480
961000,Ruler's Mask,1530
961100,Ruler's Robe,1530
962100,Upper-Class Robe,1531
963000,Marais Mask,1485
963100,Marais Robe,1485
963200,Bloodsoaked Manchettes,1485
964000,Bloodsoaked Mask,1486
964100,Official's Attire,1486
965000,,1480
965100,,1480
965300,,1480
966000,,1530
967000,,1485
970000,Omen Helm,1490
970100,Omen Armor,1490
970200,Omen Gauntlets,1490
970300,Omen Greaves,1490
980000,Carian Knight Helm,1500
980100,Carian Knight Armor,1500
980200,Carian Knight Gauntlets,1500
980300,Carian Knight Greaves,1500
981100,Carian Knight Armor (Altered),1501
990000,Hierodas Glintstone Crown,1510
990100,Errant Sorcerer Robe,1510
990200,Errant Sorcerer Manchettes,1510
990300,Errant Sorcerer Boots,1510
991100,Errant Sorcerer Robe (Altered),1511
992000,,1510
1000000,Haima Glintstone Crown,1520
1000100,Battlemage Robe,1520
1000200,Battlemage Manchettes,1520
1000300,Battlemage Legwraps,1520
1010000,Snow Witch Hat,2200
1010100,Snow Witch Robe,2200
1010300,Snow Witch Skirt,2200
1011100,Snow Witch Robe (Altered),2201
1020100,Traveler's Clothes,2210
1020200,Traveler's Manchettes,2210
1020300,Traveler's Boots,2210
1030000,Juvenile Scholar Cap,2220
1030100,Juvenile Scholar Robe,2220
1040000,Radiant Gold Mask,2230
1040100,Goldmask's Rags,2230
1040200,Gold Bracelets,2230
1040300,Gold Waistwrap,2230
1050100,Fell Omen Cloak,2240
1060000,Albinauric Mask,2250
1060100,Dirty Chainmail,2250
1070000,Zamor Mask,2260
1070100,Zamor Armor,2260
1070200,Zamor Bracelets,2260
1070300,Zamor Legwraps,2260
1080000,Imp Head (Cat),2270
1081000,Imp Head (Fanged),2510
1082000,Imp Head (Long-Tongued),2520
1083000,Imp Head (Corpse),2570
1084000,Imp Head (Wolf),2575
1085000,Imp Head (Elder),2580
1090000,Silver Tear Mask,2280
1100000,Chain Coif,1540
1100100,Chain Armor,1540
1100200,Chain Gauntlets,1540
1100300,Chain Leggings,1540
1101000,Greathelm,1545
1101100,Eye Surcoat,1545
1102100,Tree Surcoat,1546
1110000,Octopus Head,2290
1120000,Jar,2300
1130000,Mushroom Head,2310
1130100,Mushroom Body,2310
1130200,Mushroom Arms,2310
1130300,Mushroom Legs,2310
1300000,Nox Mirrorhelm,1550
1301000,Iji's Mirrorhelm,1555
1400000,Black Hood,1560
1400100,Leather Armor,1560
1400200,Leather Gloves,1560
1400300,Leather Boots,1560
1401000,Bandit Mask,1561
1500000,Knight Helm,1570
1500100,Knight Armor,1570
1500200,Knight Gauntlets,1570
1500300,Knight Greaves,1570
1600000,Greathood,1580
1610000,,1580
1700000,Godrick Soldier Helm,2320
1700100,Tree-and-Beast Surcoat,2320
1700200,Godrick Soldier Gauntlets,2320
1700300,Godrick Soldier Greaves,2320
1710000,Raya Lucarian Helm,2330
1710100,Cuckoo Surcoat,2330
1710200,Raya Lucarian Gauntlets,2330
1710300,Raya Lucarian Greaves,2330
1720000,Leyndell Soldier Helm,2340
1720100,Erdtree Surcoat,2340
1720200,Leyndell Soldier Gauntlets,2340
1720300,Leyndell Soldier Greaves,2340
1730000,Radahn Soldier Helm,2350
1730100,Redmane Surcoat,2350
1730200,Radahn Soldier Gauntlets,2350
1730300,Radahn Soldier Greaves,2350
1740100,Mausoleum Surcoat,2360
1740200,Mausoleum Gauntlets,2360
1740300,Mausoleum Greaves,2360
1750000,Haligtree Helm,2370
1750100,Haligtree Crest Surcoat,2370
1750200,Haligtree Gauntlets,2370
1750300,Haligtree Greaves,2370
1760000,Gelmir Knight Helm,2380
1760100,Gelmir Knight Armor,2380
1760200,Gelmir Knight Gauntlets,2380
1760300,Gelmir Knight Greaves,2380
1761100,Gelmir Knight Armor (Altered),2381
1770000,Godrick Knight Helm,2390
1770100,Godrick Knight Armor,2390
1770200,Godrick Knight Gauntlets,2390
1770300,Godrick Knight Greaves,2390
1771100,Godrick Knight Armor (Altered),2391
1780000,Cuckoo Knight Helm,2400
1780100,Cuckoo Knight Armor,2400
1780200,Cuckoo Knight Gauntlets,2400
1780300,Cuckoo Knight Greaves,2400
1781100,Cuckoo Knight Armor (Altered),2401
1790000,Leyndell Knight Helm,2410
1790100,Leyndell Knight Armor,2410
1790200,Leyndell Knight Gauntlets,2410
1790300,Leyndell Knight Greaves,2410
1791100,Leyndell Knight Armor (Altered),2411
1800000,Redmane Knight Helm,2420
1800100,Redmane Knight Armor,2420
1800200,Redmane Knight Gauntlets,2420
1800300,Redmane Knight Greaves,2420
1801100,Redmane Knight Armor (Altered),2421
1810100,Mausoleum Knight Armor,2430
1810200,Mausoleum Knight Gauntlets,2430
1810300,Mausoleum Knight Greaves,2430
1811100,Mausoleum Knight Armor (Altered),2431
1820000,Haligtree Knight Helm,2440
1820100,Haligtree Knight Armor,2440
1820200,Haligtree Knight Gauntlets,2440
1820300,Haligtree Knight Greaves,2440
1821100,Haligtree Knight Armor (Altered),2441
1830000,Foot Soldier Cap,2450
1830100,Chain-Draped Tabard,2450
1830200,Foot Soldier Gauntlets,2450
1830300,Foot Soldier Greaves,2450
1840000,Foot Soldier Helmet,2460
1840100,Foot Soldier Tabard,2460
1850000,Gilded Foot Soldier Cap,2470
1850100,Leather-Draped Tabard,2470
1860000,Foot Soldier Helm,2480
1860100,Scarlet Tabard,2480
1870100,Bloodsoaked Tabard,2490
1880000,Sacred Crown Helm,2500
1880100,Ivory-Draped Tabard,2500
1890000,Omensmirk Mask,2530
1890100,Omenkiller Robe,2530
1890200,Omenkiller Long Gloves,2530
1890300,Omenkiller Boots,2530
1900000,Ash-of-War Scarab,2550
1901000,Incantation Scarab,2551
1902000,Glintstone Scarab,2552
1910000,Crimson Tear Scarab,2555
1920000,Cerulean Tear Scarab,2560
1930100,Deathbed Dress,1590
1930300,Deathbed Smalls,1590
1932100,,1597
1940000,Fia's Hood,1595
1940100,Fia's Robe,1595
1941100,Fia's Robe (Altered),1596
1950100,Millicent's Robe,2590
1950200,Millicent's Gloves,2590
1950300,Millicent's Boots,2590
1960100,,2595
1960200,,2595
1970100,Millicent's Tunic,2600
1970200,Golden Prosthetic,2600
1971100,,2596
1971200,,2596
1980000,Highwayman Hood,2505
1980100,Highwayman Cloth Armor,2505
1980200,Highwayman Gauntlets,2505
1990000,High Page Hood,1685
1990100,High Page Clothes,1685
1991100,High Page Clothes (Altered),1686
2000000,Rotten Duelist Helm,1775
2000100,Rotten Gravekeeper Cloak,1775
2000300,Rotten Duelist Greaves,1775
2001100,Rotten Gravekeeper Cloak (Altered),1776
2010000,Mushroom Crown,2610
2020000,Black Dumpling,2620
2030000,Lazuli Robe,2640
