Row ID,Row Name,Icon ID
1014,Flask of Crimson Tears +7,15
1015,Flask of Crimson Tears +7,16
1016,Flask of Crimson Tears +8,15
1017,Flask of Crimson Tears +8,16
1018,Flask of Crimson Tears +9,15
1019,Flask of Crimson Tears +9,16
1020,Flask of Crimson Tears +10,15
1021,Flask of Crimson Tears +10,16
1022,Flask of Crimson Tears +11,15
1023,Flask of Crimson Tears +11,16
1024,Flask of Crimson Tears +12,15
1025,Flask of Crimson Tears +12,16
1050,Flask of Cerulean Tears,19
1051,Flask of Cerulean Tears,20
1052,Flask of Cerulean Tears +1,19
1053,Flask of Cerulean Tears +1,20
1054,Flask of Cerulean Tears +2,19
1055,Flask of Cerulean Tears +2,20
1056,Flask of Cerulean Tears +3,19
1057,Flask of Cerulean Tears +3,20
1058,Flask of Cerulean Tears +4,19
1059,Flask of Cerulean Tears +4,20
1060,Flask of Cerulean Tears +5,19
1061,Flask of Cerulean Tears +5,20
1062,Flask of Cerulean Tears +6,19
1063,Flask of Cerulean Tears +6,20
1064,Flask of Cerulean Tears +7,19
1065,Flask of Cerulean Tears +7,20
1066,Flask of Cerulean Tears +8,19
1067,Flask of Cerulean Tears +8,20
1068,Flask of Cerulean Tears +9,19
1069,Flask of Cerulean Tears +9,20
1070,Flask of Cerulean Tears +10,19
1071,Flask of Cerulean Tears +10,20
1072,Flask of Cerulean Tears +11,19
1073,Flask of Cerulean Tears +11,20
1074,Flask of Cerulean Tears +12,19
1075,Flask of Cerulean Tears +12,20
1100,Pickled Turtle Neck,50
1110,Immunizing Cured Meat,52
1120,Invigorating Cured Meat,53
1130,Clarifying Cured Meat,54
1140,Dappled Cured Meat,55
1150,Spellproof Dried Liver,56
1160,Fireproof Dried Liver,57
1170,Lightningproof Dried Liver,58
1180,Holyproof Dried Liver,59
1190,Silver-Pickled Fowl Foot,60
1200,Gold-Pickled Fowl Foot,62
1210,Exalted Flesh,63
1220,Deathsbane Jerky,0
1235,Raw Meat Dumpling,564
1240,Shabriri Grape,3052
1290,Starlight Shards,3282
1310,Immunizing White Cured Meat,568
1320,Invigorating White Cured Meat,569
1330,Clarifying White Cured Meat,570
1340,Dappled White Cured Meat,571
1350,Deathsbane White Jerky,0
1400,Fire Grease,64
1410,Lightning Grease,65
1420,Magic Grease,66
1430,Holy Grease,605
1440,Blood Grease,68
1450,Soporific Grease,69
1460,Poison Grease,70
1470,Freezing Grease,71
1480,Dragonwound Grease,621
1490,Rot Grease,612
1500,Drawstring Fire Grease,72
1510,Drawstring Lightning Grease,73
1520,Drawstring Magic Grease,74
1530,Drawstring Holy Grease,614
1540,Drawstring Blood Grease,76
1550,Drawstring Soporific Grease,77
1560,Drawstring Poison Grease,78
1570,Drawstring Freezing Grease,79
1590,Drawstring Rot Grease,613
1690,Shield Grease,590
1700,Throwing Dagger,80
1710,Bone Dart,82
1720,Poisonbone Dart,83
1730,Kukri,84
1740,Crystal Dart,85
1750,Fan Daggers,622
1760,Ruin Fragment,523
1830,Explosive Stone,702
1831,Explosive Stone Clump,703
1840,Poisoned Stone,704
1841,Poisoned Stone Clump,705
2020,Rainbow Stone,90
2030,Glowstone,91
2040,Telescope,92
2050,Grace Mimic,572
2070,Lantern,93
2080,Blasphemous Claw,94
2090,Deathroot,557
2100,Soft Cotton,591
2120,Soap,592
2130,Celestial Dew,624
2140,Margit's Shackle,597
2150,Mohg's Shackle,598
2160,Pureblood Knight's Medal,625
2190,Miquella's Needle,630
2200,Prattling Pate "Hello",95
2201,Prattling Pate "Thank you",96
2202,Prattling Pate "Apologies",97
2203,Prattling Pate "Wonderful",98
2204,Prattling Pate "Please help",99
2205,Prattling Pate "My beloved",100
2206,Prattling Pate "Let's get to it",101
2207,Prattling Pate "You're beautiful",631
2900,Golden Rune [1],143
2901,Golden Rune [2],144
2902,Golden Rune [3],145
2903,Golden Rune [4],146
2904,Golden Rune [5],147
2905,Golden Rune [6],148
2906,Golden Rune [7],149
2907,Golden Rune [8],150
2908,Golden Rune [9],151
2909,Golden Rune [10],152
2910,Golden Rune [11],153
2911,Golden Rune [12],154
2912,Golden Rune [13],155
2913,Numen's Rune,156
2914,Hero's Rune [1],157
2915,Hero's Rune [2],158
2916,Hero's Rune [3],159
2917,Hero's Rune [4],160
2918,Hero's Rune [5],161
2919,Lord's Rune,162
2950,Remembrance of the Grafted,163
2951,Remembrance of the Starscourge,164
2952,Remembrance of the Omen King,165
2953,Remembrance of the Blasphemous,166
2954,Remembrance of the Rot Goddess,167
2955,Remembrance of the Blood Lord,168
2956,Remembrance of the Black Blade,169
2957,Remembrance of Hoarah Loux,170
2958,Remembrance of the Dragonlord,171
2959,Remembrance of the Full Moon Queen,172
2960,Remembrance of the Lichdragon,173
2961,Remembrance of the Fire Giant,174
2962,Remembrance of the Regal Ancestor,175
2963,Elden Remembrance,176
2964,Remembrance of the Naturalborn,177
2990,Lands Between Rune,150
3000,Ancestral Infant's Head,193
3010,Omen Bairn,593
3011,Regal Omen Bairn,677
3020,Miranda's Prayer,594
3030,Cuckoo Glintstone,599
3040,Mimic's Veil,3068
3050,Glintstone Scrap,198
3051,Large Glintstone Scrap,706
3060,Gravity Stone Fan,199
3070,Gravity Stone Chunk,200
3080,Wraith Calling Bell,201
3300,Holy Water Grease,0
3310,Warming Stone,210
3311,Frenzyflame Stone,562
3320,Scriptstone,211
3350,Bewitching Branch,623
3360,Baldachin's Blessing,449
3361,Radiant Baldachin's Blessing,3276
3500,Uplifting Aromatic,226
3510,Spark Aromatic,216
3520,Ironjar Aromatic,587
3550,Bloodboil Aromatic,225
3580,Poison Spraymist,221
3610,Acid Spraymist,224
4000,[Sorcery] Glintstone Pebble,6000
4001,[Sorcery] Great Glintstone Shard,6015
4010,[Sorcery] Swift Glintstone Shard,6001
4020,[Sorcery] Glintstone Cometshard,6002
4021,[Sorcery] Comet,6003
4030,[Sorcery] Shard Spiral,6004
4040,[Sorcery] Glintstone Stars,6010
4050,[Sorcery] Star Shower,6016
4060,[Sorcery] Crystal Barrage,6009
4070,[Sorcery] Glintstone Arc,6014
4080,[Sorcery] Cannon of Haima,6017
4090,[Sorcery] Crystal Burst,6006
4100,[Sorcery] Shatter Earth,6018
4110,[Sorcery] Rock Blaster,6019
4120,[Sorcery] Gavel of Haima,6020
4130,[Sorcery] Terra Magicus,6103
4140,[Sorcery] Starlight,6102
4200,[Sorcery] Comet Azur,6012
4210,[Sorcery] Founding Rain of Stars,6021
4220,[Sorcery] Stars of Ruin,6022
4300,[Sorcery] Glintblade Phalanx,6005
4301,[Sorcery] Carian Phalanx,6023
4302,[Sorcery] Greatblade Phalanx,6024
4360,[Sorcery] Rennala's Full Moon,6007
4361,[Sorcery] Ranni's Dark Moon,6025
4370,[Sorcery] Magic Downpour,6011
4380,[Sorcery] Loretta's Greatbow,6013
4381,[Sorcery] Loretta's Mastery,6026
4390,[Sorcery] Magic Glintblade,6027
4400,[Sorcery] Glintstone Icecrag,6028
4410,[Sorcery] Zamor Ice Storm,6029
4420,[Sorcery] Freezing Mist,6030
4430,[Sorcery] Carian Greatsword,6050
4431,[Sorcery] Adula's Moonblade,6031
4440,[Sorcery] Carian Slicer,6051
4450,[Sorcery] Carian Piercer,6052
4460,[Sorcery] Scholar's Armament,6100
4470,[Sorcery] Scholar's Shield,6101
4480,[Sorcery] Lucidity,6032
4490,[Sorcery] Frozen Armament,6507
4500,[Sorcery] Shattering Crystal,6033
4510,[Sorcery] Crystal Release,6034
4520,[Sorcery] Crystal Torrent,6035
4600,[Sorcery] Ambush Shard,6036
4610,[Sorcery] Night Shard,6037
4620,[Sorcery] Night Comet,6038
4630,[Sorcery] Thops's Barrier,6039
4640,[Sorcery] Carian Retaliation,6040
4650,[Sorcery] Eternal Darkness,6041
4660,[Sorcery] Unseen Blade,6702
4670,[Sorcery] Unseen Form,6704
4700,[Sorcery] Meteorite,6070
4701,[Sorcery] Meteorite of Astel,6042
4710,[Sorcery] Rock Sling,6071
4720,[Sorcery] Gravity Well,6043
4721,[Sorcery] Collapsing Stars,6044
4800,[Sorcery] Magma Shot,6205
4810,[Sorcery] Gelmir's Fury,6212
4820,[Sorcery] Roiling Magma,6213
4830,[Sorcery] Rykard's Rancor,6045
4900,[Sorcery] Briars of Sin,6046
4910,[Sorcery] Briars of Punishment,6047
5000,[Sorcery] Rancorcall,6048
5001,[Sorcery] Ancient Death Rancor,6049
5010,[Sorcery] Explosive Ghostflame,6053
5020,[Sorcery] Fia's Mist,6054
5030,[Sorcery] Tibia's Summons,6099
5040,[Sorcery] Death Lightning,6104
5100,[Sorcery] Oracle Bubbles,6607
5110,[Sorcery] Great Oracular Bubble,6608
6000,[Incantation] Catch Flame,6200
6001,[Incantation] O, Flame!,6201
6010,[Incantation] Flame Sling,6202
6020,[Incantation] Flame, Fall Upon Them,6206
6030,[Incantation] Whirl, O Flame!,6209
6040,[Incantation] Flame, Cleanse Me,6303
6050,[Incantation] Flame, Grant Me Strength,6308
6060,[Incantation] Flame, Protect Me,6309
6100,[Incantation] Giantsflame Take Thee,6204
6110,[Incantation] Flame of the Fell God,6207
6120,[Incantation] Burn, O Flame!,6211
6210,[Incantation] Black Flame,6203
6220,[Incantation] Surge, O Flame!,6208
6230,[Incantation] Scouring Black Flame,6210
6240,[Incantation] Black Flame Ritual,6214
6250,[Incantation] Black Flame Blade,6306
6260,[Incantation] Black Flame's Protection,6310
6270,[Incantation] Noble Presence,6055
6300,[Incantation] Bloodflame Talons,6056
6310,[Incantation] Bloodboon,6254
6320,[Incantation] Bloodflame Blade,6307
6330,[Incantation] Barrier of Gold,6311
6340,[Incantation] Protection of the Erdtree,6255
6400,[Incantation] Rejection,6250
6410,[Incantation] Wrath of Gold,6251
6420,[Incantation] Urgent Heal,6300
6421,[Incantation] Heal,6301
6422,[Incantation] Great Heal,6505
6423,[Incantation] Lord's Heal,6506
6424,[Incantation] Erdtree Heal,6302
6430,[Incantation] Blessing's Boon,6304
6431,[Incantation] Blessing of the Erdtree,6305
6440,[Incantation] Cure Poison,6057
6441,[Incantation] Lord's Aid,6058
6450,[Incantation] Flame Fortification,6707
6460,[Incantation] Magic Fortification,6708
6470,[Incantation] Lightning Fortification,6709
6480,[Incantation] Divine Fortification,6710
6490,[Incantation] Lord's Divine Fortification,6711
6500,[Incantation] Night Maiden's Mist,6253
6510,[Incantation] Assassin's Approach,6312
6520,[Incantation] Shadow Bait,6313
6530,[Incantation] Darkness,6059
6600,[Incantation] Golden Vow,6504
6700,[Incantation] Discus of Light,6252
6701,[Incantation] Triple Rings of Light,6061
6710,[Incantation] Radagon's Rings of Light,6062
6720,[Incantation] Elden Stars,6063
6730,[Incantation] Law of Regression,6064
6740,[Incantation] Immutable Shield,6065
6750,[Incantation] Litany of Proper Death,6256
6760,[Incantation] Law of Causality,6066
6770,[Incantation] Order's Blade,6067
6780,[Incantation] Order Healing,6068
6800,[Incantation] Bestial Sling,6400
6810,[Incantation] Stone of Gurranq,6401
6820,[Incantation] Beast Claw,6402
6830,[Incantation] Gurranq's Beast Claw,6403
6840,[Incantation] Bestial Vitality,6500
6850,[Incantation] Bestial Constitution,6503
6900,[Incantation] Lightning Spear,6406
6910,[Incantation] Ancient Dragons' Lightning Strike,6069
6920,[Incantation] Lightning Strike,6408
6921,[Incantation] Frozen Lightning Spear,6072
6930,[Incantation] Honed Bolt,6073
6940,[Incantation] Ancient Dragons' Lightning Spear,6074
6941,[Incantation] Fortissax's Lightning Spear,6075
6950,[Incantation] Lansseax's Glaive,6076
6960,[Incantation] Electrify Armament,6077
6970,[Incantation] Vyke's Dragonbolt,6078
6971,[Incantation] Dragonbolt Blessing,6079
7000,[Incantation] Dragonfire,6080
7001,[Incantation] Agheel's Flame,6081
7010,[Incantation] Magma Breath,6082
7011,[Incantation] Theodorix's Magma,6105
7020,[Incantation] Dragonice,6083
7021,[Incantation] Borealis's Mist,6084
7030,[Incantation] Rotten Breath,6085
7031,[Incantation] Ekzykes's Decay,6086
7040,[Incantation] Glintstone Breath,6087
7041,[Incantation] Smarag's Glintstone Breath,6088
7050,[Incantation] Placidusax's Ruin,6089
7060,[Incantation] Dragonclaw,6090
7080,[Incantation] Dragonmaw,6091
7090,[Incantation] Greyoll's Roar,6092
7200,[Incantation] Pest Threads,6609
7210,[Incantation] Swarm of Flies,6611
7220,[Incantation] Poison Mist,6610
7230,[Incantation] Poison Armament,6612
7240,[Incantation] Scarlet Aeonia,6713
7300,[Incantation] Inescapable Frenzy,6094
7310,[Incantation] The Flame of Frenzy,6095
7311,[Incantation] Unendurable Frenzy,6096
7320,[Incantation] Frenzied Burst,6097
7330,[Incantation] Howl of Shabriri,6098
7500,[Incantation] Aspects of the Crucible: Tail,6613
7510,[Incantation] Aspects of the Crucible: Horns,6614
7520,[Incantation] Aspects of the Crucible: Breath,6615
7530,[Incantation] Black Blade,6712
7900,[Incantation] Fire's Deadly Sin,6060
7903,[Incantation] Golden Lightning Fortification,6706
8000,Stonesword Key,228
8010,Rusty Key,229
8102,Lucent Baldachin's Blessing,0
8105,Dectus Medallion (Left),3000
8106,Dectus Medallion (Right),3001
8107,Rold Medallion,3002
8109,Academy Glintstone Key,3006
8111,Carian Inverted Statue,3060
8121,Dark Moon Ring,3050
8126,Fingerprint Grape,3054
8127,Letter from Volcano Manor,3055
8128,Tonic of Forgetfulness,3056
8129,Serpent's Amnion,3057
8130,Rya's Necklace,3064
8131,Irina's Letter,3059
8132,Letter from Volcano Manor,3055
8133,Red Letter,3061
8134,Drawing-Room Key,3062
8136,Rya's Necklace,3064
8137,Volcano Manor Invitation,3055
8142,Amber Starlight,3283
8143,Seluvis's Introduction,3071
8144,Sellen's Primal Glintstone,3072
8146,Miniature Ranni,3074
8147,Asimi, Silver Tear,0
8148,Godrick's Great Rune,3078
8149,Radahn's Great Rune,3079
8150,Morgott's Great Rune,3080
8151,Rykard's Great Rune,3081
8152,Mohg's Great Rune,3082
8153,Malenia's Great Rune,3083
8154,Lord of Blood's Favor,3087
8155,Lord of Blood's Favor,3088
8156,Burial Crow's Letter,0
8158,Spirit Calling Bell,3092
8159,Fingerslayer Blade,3093
8161,Sewing Needle,3095
8162,Gold Sewing Needle,3096
8163,Tailoring Tools,3097
8164,Seluvis's Potion,3098
8165,,0
8166,Amber Draught,3100
8167,Letter to Patches,3101
8168,Dancer's Castanets,3102
8169,Sellian Sealbreaker,3103
8171,Chrysalids' Memento,3105
8172,Black Knifeprint,3106
8173,Letter to Bernahl,3101
8174,Academy Glintstone Key,3006
8175,Haligtree Secret Medallion (Left),3270
8176,Haligtree Secret Medallion (Right),3271
8181,Burial Crow's Letter,0
8182,Mending Rune of Perfect Order,3116
8183,Mending Rune of the Death-Prince,3117
8184,Mending Rune of the Fell Curse,3118
8185,Larval Tear,3075
8186,Imbued Sword Key,3198
8187,Miniature Ranni,3224
8188,Golden Tailoring Tools,3225
8189,Iji's Confession,3226
8190,Knifeprint Clue,3280
8191,Cursemark of Death,3228
8192,Asimi's Husk,0
8193,Seedbed Curse,3272
8194,The Stormhawk King,3273
8195,Asimi, Silver Chrysalid,0
8196,Unalloyed Gold Needle,3275
8197,Sewer-Gaol Key,3227
8198,Meeting Place Map,3277
8199,Discarded Palace Key,3279
8200,"Homing Instinct" Painting,3066
8201,"Resurrection" Painting,3207
8202,"Champion's Song" Painting,3208
8203,"Sorcerer" Painting,3209
8204,"Prophecy" Painting,3210
8205,"Flightless Bird" Painting,3211
8206,"Redmane" Painting,3212
8221,Zorayas's Letter,3281
8222,Alexander's Innards,3284
8223,Rogier's Letter,3281
8500,Crafting Kit,259
8590,Whetstone Knife,3090
8600,Map: Limgrave, West,261
8601,Map: Weeping Peninsula,262
8602,Map: Limgrave, East,263
8603,Map: Liurnia, East,266
8604,Map: Liurnia, North,265
8605,Map: Liurnia, West,264
8606,Map: Altus Plateau,268
8607,Map: Leyndell, Royal Capital,269
8608,Map: Mt. Gelmir,267
8609,Map: Caelid,271
8610,Map: Dragonbarrow,270
8611,Map: Mountaintops of the Giants, West,273
8612,Map: Mountaintops of the Giants, East,279
8613,Map: Ainsel River,275
8614,Map: Lake of Rot,274
8615,Map: Siofra River,276
8616,Map: Mohgwyn Palace,277
8617,Map: Deeproot Depths,278
8618,Map: Consecrated Snowfield,272
8660,Mirage Riddle,3084
8700,Note: Hidden Cave,298
8701,Note: Imp Shades,291
8702,Note: Flask of Wondrous Physick,288
8703,Note: Stonedigger Trolls,291
8704,Note: Walking Mausoleum,298
8705,Note: Unseen Assassins,291
8706,Note: Great Coffins,294
8707,Note: Flame Chariots,291
8708,Note: Demi-human Mobs,291
8709,Note: Land Squirts,291
8710,Note: Gravity's Advantage,290
8711,Note: Revenants,292
8712,Note: Waypoint Ruins,288
8713,Note: Gateway,298
8714,Note: Miquella's Needle,289
8715,Note: Frenzied Flame Village,292
8716,Note: The Lord of Frenzied Flame,298
8750,Note: Hidden Cave,0
8751,Note: Imp Shades,0
8752,Note: Flask of Wondrous Physick,0
8753,Note: Stonedigger Trolls,0
8754,Note: Walking Mausoleum,0
8755,Note: Unseen Assassins,0
8756,Note: Great Coffins,0
8757,Note: Flame Chariots,0
8758,Note: Demi-human Mobs,0
8759,Note: Land Squirts,0
8760,Note: Gravity's Advantage,0
8761,Note: Revenants,0
8762,Note: Waypoint Ruins,0
8763,Note: Gateway,0
8765,Note: Frenzied Flame Village,0
8850,Conspectus Scroll,310
8851,Royal House Scroll,311
8852,,312
8853,,313
8854,,314
8855,Fire Monks' Prayerbook,315
8856,Giant's Prayerbook,316
8857,Godskin Prayerbook,317
8858,Two Fingers' Prayerbook,318
8859,Assassin's Prayerbook,319
8860,Erdtree Prayerbook,320
8861,Erdtree Codex,321
8862,Golden Order Principia,322
8863,Golden Order Principles,323
8864,Dragon Cult Prayerbook,324
8865,Ancient Dragon Prayerbook,325
8866,Academy Scroll,310
8910,Pidia's Bell Bearing,3142
8911,Seluvis's Bell Bearing,3146
8912,Patches' Bell Bearing,3142
8913,Sellen's Bell Bearing,3143
8914,,3147
8915,D's Bell Bearing,3144
8916,Bernahl's Bell Bearing,3145
8917,Miriel's Bell Bearing,3144
8918,Gostoc's Bell Bearing,3142
8919,Thops's Bell Bearing,3143
8920,Kal�'s Bell Bearing,3142
8921,Nomadic Merchant's Bell Bearing [1],3142
8922,Nomadic Merchant's Bell Bearing [2],3142
8923,Nomadic Merchant's Bell Bearing [3],3142
8924,Nomadic Merchant's Bell Bearing [4],3142
8925,Nomadic Merchant's Bell Bearing [5],3142
8926,Isolated Merchant's Bell Bearing [1],3142
8927,Isolated Merchant's Bell Bearing [2],3142
8928,Nomadic Merchant's Bell Bearing [6],3142
8929,Hermit Merchant's Bell Bearing [1],3142
8930,Nomadic Merchant's Bell Bearing [7],3142
8931,Nomadic Merchant's Bell Bearing [8],3142
8932,Nomadic Merchant's Bell Bearing [9],3142
8933,Nomadic Merchant's Bell Bearing [10],3142
8934,Nomadic Merchant's Bell Bearing [11],3142
8935,Isolated Merchant's Bell Bearing [3],3142
8936,Hermit Merchant's Bell Bearing [2],3142
8937,Abandoned Merchant's Bell Bearing,3142
8938,Hermit Merchant's Bell Bearing [3],3142
8939,Imprisoned Merchant's Bell Bearing,3142
8940,Iji's Bell Bearing,3145
8941,Rogier's Bell Bearing,3145
8942,Blackguard's Bell Bearing,3142
8943,Corhyn's Bell Bearing,3144
8944,Gowry's Bell Bearing,3143
8945,Bone Peddler's Bell Bearing,3142
8946,Meat Peddler's Bell Bearing,3142
8947,Medicine Peddler's Bell Bearing,3142
8948,Gravity Stone Peddler's Bell Bearing,3142
8949,,0
8950,,0
8951,Smithing-Stone Miner's Bell Bearing [1],3142
8952,Smithing-Stone Miner's Bell Bearing [2],3142
8953,Smithing-Stone Miner's Bell Bearing [3],3142
8954,Smithing-Stone Miner's Bell Bearing [4],3142
8955,Somberstone Miner's Bell Bearing [1],3142
8956,Somberstone Miner's Bell Bearing [2],3142
8957,Somberstone Miner's Bell Bearing [3],3142
8958,Somberstone Miner's Bell Bearing [4],3142
8959,Somberstone Miner's Bell Bearing [5],3142
8960,Glovewort Picker's Bell Bearing [1],3142
8961,Glovewort Picker's Bell Bearing [2],3142
8962,Glovewort Picker's Bell Bearing [3],3142
8963,Ghost-Glovewort Picker's Bell Bearing [1],3142
8964,Ghost-Glovewort Picker's Bell Bearing [2],3142
8965,Ghost-Glovewort Picker's Bell Bearing [3],3142
8970,Iron Whetblade,3020
8971,Red-Hot Whetblade,3021
8972,Sanctified Whetblade,3022
8973,Glintstone Whetblade,3023
8974,Black Whetblade,3024
8975,Unalloyed Gold Needle,3231
8976,Unalloyed Gold Needle,3232
8977,Valkyrie's Prosthesis,3233
8978,Sellia's Secret,3234
8979,Beast Eye,637
8980,Weathered Dagger,3222
9000,Bow,7000
9001,Polite Bow,7001
9002,My Thanks,7002
9003,Curtsy,7003
9004,Reverential Bow,7004
9005,My Lord,7005
9006,Warm Welcome,7006
9007,Wave,7007
9008,Casual Greeting,7008
9009,Strength!,7009
9010,As You Wish,7010
9011,Point Forwards,7011
9012,Point Upwards,7012
9013,Point Downwards,7013
9014,Beckon,7014
9015,Wait!,7015
9016,Calm Down!,7016
9017,Nod In Thought,7017
9018,Extreme Repentance,7018
9019,Grovel For Mercy,7019
9020,Rallying Cry,7020
9021,Heartening Cry,7021
9022,By My Sword,7022
9023,Hoslow's Oath,7023
9024,Fire Spur Me,7024
9026,Bravo!,7026
9027,Jump for Joy,7027
9028,Triumphant Delight,7028
9029,Fancy Spin,7029
9030,Finger Snap,7030
9031,Dejection,7031
9032,Patches' Crouch,7032
9033,Crossed Legs,7033
9034,Rest,7034
9035,Sitting Sideways,7035
9036,Dozing Cross-Legged,7036
9037,Spread Out,7037
9039,Balled Up,7039
9040,What Do You Want?,7040
9041,Prayer,7041
9042,Desperate Prayer,7042
9043,Rapture,7043
9045,Erudition,7046
9046,Outer Order,7047
9047,Inner Order,7048
9048,Golden Order Totality,7049
9049,The Ring,7050
9050,The Ring,7050
9100,About Sites of Grace,3300
9101,About Sorceries and Incantations,3301
9102,About Bows,3303
9103,About Crouching,3304
9104,About Stance-Breaking,3305
9105,About Stakes of Marika,3307
9106,About Guard Counters,3306
9107,About the Map,3308
9108,About Guidance of Grace,3309
9109,About Horseback Riding,3310
9110,About Death,3311
9111,About Summoning Spirits,3313
9112,About Guarding,3302
9113,About Item Crafting,3314
9115,About Flask of Wondrous Physick,3315
9116,About Adding Skills,3316
9117,About Birdseye Telescopes,3317
9118,About Spiritspring Jumping,3318
9119,About Vanquishing Enemy Groups,3319
9120,About Teardrop Scarabs,3320
9121,About Summoning Other Players,3321
9122,About Cooperative Multiplayer,3322
9123,About Competitive Multiplayer,3323
9124,About Invasion Multiplayer,3324
9125,About Hunter Multiplayer,3325
9126,About Summoning Pools,3326
9127,About Monument Icon,3327
9128,About Requesting Help from Hunters,3328
9129,About Skills,3329
9130,About Fast Travel to Sites of Grace,3330
9131,About Strengthening Armaments,3331
9132,About Roundtable Hold,3332
9134,About Materials,3335
9135,About Containers,3336
9136,About Adding Affinities,3337
9137,About Pouches,3338
9138,About Dodging,3340
9140,About Wielding Armaments,3342
9195,About Multiplayer,3334
9300,Nomadic Warrior's Cookbook [1],3119
9301,Nomadic Warrior's Cookbook [3],3119
9302,Nomadic Warrior's Cookbook [6],3119
9303,Nomadic Warrior's Cookbook [10],3119
9304,Fugitive Warrior's Recipe [5],3119
9305,Nomadic Warrior's Cookbook [7],3119
9306,Nomadic Warrior's Cookbook [12],3119
9307,Nomadic Warrior's Cookbook [19],3119
9308,Nomadic Warrior's Cookbook [13],3119
9309,Nomadic Warrior's Cookbook [23],3119
9310,Nomadic Warrior's Cookbook [17],3119
9311,Nomadic Warrior's Cookbook [2],3119
9312,Nomadic Warrior's Cookbook [21],3119
9313,Missionary's Cookbook [6],3122
9314,,0
9315,,0
9316,,0
9317,,0
9318,,0
9319,,0
9320,Armorer's Cookbook [1],3120
9321,Armorer's Cookbook [2],3120
9322,Nomadic Warrior's Cookbook [11],3119
9323,Nomadic Warrior's Cookbook [20],3119
9324,Armorer's Cookbook (5),3120
9325,Armorer's Cookbook [7],3120
9326,Armorer's Cookbook [4],3120
9327,Nomadic Warrior's Cookbook [18],3119
9328,Armorer's Cookbook [3],3120
