Row ID;Row Name;Equipped Weapon: Right Primary
4017;;9000000
4018;;9000000
4019;;10000000
4020;;10000000
4021;;11000000
4022;;11000000
4023;;12060000
4024;;12060000
4025;;13000000
4026;;13000000
4027;;14000000
4028;;14000000
4029;;15030000
4030;;15030000
4031;;23900000
4032;;23900000
4033;;16000000
4034;;16000000
4035;;17060000
4036;;17060000
4037;;18000000
4038;;18000000
4039;;19010000
4040;;19010000
4041;;20000000
4042;;20000000
4043;;21000000
4044;;21000000
4045;;22000000
4046;;22000000
4047;;24000000
4048;;24000000
4049;;30000000
4050;;30000000
4051;;31000000
4053;;31000000
4054;;32050000
4055;;32050000
4056;;33000000
4057;;33000000
4058;;34000000
4059;;34000000
4060;;35000000
4061;;35000000
4062;;36000000
4063;;36000000
4064;;40000000
4065;;40000000
4066;;41000000
4067;;41000000
4068;;42000000
4069;;42000000
4070;;43000000
4071;;43000000
4072;;44000000
4100;;1000000
4101;;1010000
4102;;1020000
4103;;1030000
4104;;1040000
4105;;1050000
4106;;1060000
4107;;1070000
4108;;1080000
4109;;1090000
4110;;1100000
4111;;1110000
4113;;1130000
4114;;1140000
4115;;1150000
4116;;1160000
4150;;2000000
4151;;2010000
4152;;2020000
4153;;2030000
4154;;2040000
4155;;2050000
4156;;2060000
4157;;2070000
4158;;2080000
4159;;2090000
4161;;2110000
4164;;2140000
4165;;2150000
4168;;2180000
4169;;2190000
4170;;2200000
4171;;2210000
4172;;2220000
4173;;2230000
4174;;2240000
4175;;2260000
4176;;2250000
4200;;3000000
4201;;3010000
4202;;3020000
4203;;3030000
4204;;3040000
4205;;3050000
4206;;3060000
4207;;3070000
4208;;3080000
4209;;3090000
4210;;3100000
4213;;3130000
4214;;3140000
4215;;3150000
4216;;3160000
4217;;3170000
4218;;3180000
4219;;3190000
4220;;3200000
4221;;3210000
4250;;4000000
4251;;4010000
4252;;4020000
4253;;4030000
4254;;4040000
4255;;4050000
4256;;4060000
4257;;4070000
4258;;4080000
4260;;4100000
4261;;4110000
4300;;5000000
4301;;5010000
4302;;5020000
4303;;5030000
4304;;5040000
4305;;5050000
4306;;5060000
4350;;6000000
4351;;6010000
4352;;6020000
4354;;6040000
4400;;7000000
4401;;7010000
4402;;7020000
4403;;7030000
4404;;7040000
4405;;7050000
4406;;7060000
4407;;7070000
4408;;7080000
4410;;7100000
4411;;7110000
4412;;7120000
4413;;7140000
4414;;7150000
4450;;8010000
4451;;8020000
4452;;8030000
4453;;8040000
4454;;8060000
4455;;8070000
4456;;8080000
4458;;8100000
4459;;8050000
4460;;8110000
4500;;9000000
4501;;9010000
4502;;9020000
4503;;9030000
4504;;9040000
4506;;9060000
4507;;9070000
4508;;9080000
4550;;10000000
4551;;10010000
4552;;10030000
4554;;10050000
4555;;10060000
4556;;10070000
4557;;10080000
4558;;10090000
4600;;11000000
4601;;11010000
4603;;11030000
4604;;11040000
4605;;11050000
4606;;11060000
4607;;11070000
4608;;11080000
4609;;11090000
4610;;11100000
4611;;11110000
4612;;11120000
4613;;11130000
4614;;11140000
4615;;11150000
4616;;11160000
4650;;12000000
4651;;12010000
4652;;12020000
4653;;12060000
4655;;12080000
4659;;12130000
4660;;12140000
4661;;12150000
4662;;12160000
4663;;12170000
4664;;12180000
4665;;12190000
4666;;12200000
4667;;12210000
4700;;13000000
4701;;13010000
4702;;13020000
4703;;13030000
4704;;13040000
4750;;14000000
4751;;14010000
4752;;14020000
4753;;14030000
4754;;14040000
4755;;14050000
4756;;14060000
4757;;14080000
4759;;14100000
4760;;14110000
4761;;14120000
4763;;14140000
4800;;15000000
4801;;15010000
4802;;15020000
4803;;15030000
4804;;15040000
4805;;15050000
4806;;15060000
4808;;15080000
4811;;15110000
4812;;15120000
4813;;15130000
4814;;15140000
4850;;23000000
4851;;23010000
4852;;23020000
4853;;23030000
4854;;23040000
4855;;23050000
4856;;23060000
4857;;23070000
4858;;23080000
4860;;23100000
4861;;23110000
4862;;23120000
4863;;23150000
4864;;23140000
4865;;23130000
4900;;16000000
4901;;16010000
4902;;16020000
4903;;16030000
4904;;16040000
4905;;16050000
4906;;16060000
4907;;16070000
4908;;16080000
4909;;16090000
4911;;16110000
4912;;16120000
4913;;16130000
4914;;16140000
4915;;16150000
4916;;16160000
4951;;17010000
4952;;17020000
4953;;17030000
4955;;17050000
4956;;17060000
4957;;17070000
5000;;18000000
5001;;18010000
5002;;18020000
5003;;18030000
5004;;18040000
5005;;18050000
5006;;18060000
5007;;18070000
5008;;18080000
5009;;18090000
5010;;18100000
5011;;18110000
5013;;18130000
5014;;18140000
5015;;18150000
5016;;18160000
5050;;19000000
5051;;19010000
5052;;19020000
5055;;19050000
5056;;19060000
5060;;20000000
5062;;20020000
5063;;20030000
5065;;20050000
5066;;20060000
5067;;20070000
5100;;21000000
5101;;21010000
5106;;21060000
5107;;21070000
5108;;21080000
5109;;21100000
5110;;21110000
5111;;21120000
5112;;21130000
5150;;22000000
5151;;22010000
5152;;22020000
5153;;22030000
5200;;24000000
5202;;24020000
5204;;24040000
5205;;24050000
5206;;24060000
5207;;24070000
5250;;30000000
5251;;30010000
5252;;30020000
5253;;30030000
5254;;30040000
5256;;30060000
5257;;30070000
5258;;30080000
5259;;30090000
5260;;30100000
5261;;30110000
5262;;30120000
5263;;30130000
5264;;30140000
5265;;30150000
5269;;30190000
5270;;30200000
5300;;31000000
5301;;31010000
5302;;31020000
5303;;31030000
5304;;31040000
5305;;31050000
5306;;31060000
5307;;31070000
5308;;31080000
5309;;31090000
5310;;31100000
5311;;31130000
5312;;31140000
5313;;31170000
5315;;31190000
5319;;31230000
5320;;31240000
5321;;31250000
5322;;31260000
5323;;31270000
5324;;31280000
5325;;31290000
5326;;31300000
5327;;31310000
5328;;31320000
5329;;31330000
5330;;31340000
5350;;32000000
5351;;32020000
5352;;32030000
5353;;32040000
5354;;32050000
5355;;32080000
5356;;32090000
5359;;32120000
5360;;32130000
5361;;32140000
5362;;32150000
5363;;32160000
5364;;32170000
5365;;32190000
5366;;32200000
5367;;32210000
5368;;32220000
5369;;32230000
5370;;32240000
5371;;32250000
5372;;32260000
5373;;32270000
5374;;32280000
5375;;32290000
5376;;32300000
5400;;33000000
5404;;33040000
5405;;33050000
5406;;33060000
5409;;33090000
5411;;33260000
5412;;33120000
5413;;33130000
5417;;33170000
5418;;33180000
5419;;33190000
5420;;33200000
5421;;33210000
5422;;33230000
5423;;33240000
5424;;33250000
5425;;33270000
5426;;33280000
5450;;34000000
5451;;34010000
5452;;34020000
5453;;34030000
5454;;34040000
5455;;34060000
5456;;34070000
5457;;34080000
5458;;34090000
5500;;34060000
5501;;34070000
5550;;40000000
5551;;40010000
5552;;40020000
5553;;40030000
5555;;40050000
5600;;41000000
5601;;41010000
5602;;41020000
5603;;41030000
5604;;41040000
5606;;41060000
5607;;41070000
5650;;42000000
5651;;42010000
5653;;42030000
5654;;42040000
5700;;43000000
5701;;43020000
5702;;43030000
5703;;43050000
5704;;43060000
5705;;43080000
5707;;43100000
5708;;43110000
5750;;44000000
5751;;44010000
6000;;-1
6001;;-1
6002;;-1
6003;;-1
6004;;-1
6005;;-1
6006;;-1
6007;;-1
6008;;-1
6009;;-1
6010;;-1
6011;;-1
6012;;-1
6013;;-1
6014;;-1
6015;;-1
6016;;-1
6017;;-1
6018;;-1
6019;;-1
6020;;-1
6021;;-1
6022;;-1
6023;;-1
6024;;-1
6025;;-1
6026;;-1
6027;;-1
6028;;-1
6029;;-1
6030;;-1
6031;;-1
6032;;-1
6033;;-1
6034;;-1
6035;;-1
6036;;-1
6037;;-1
6038;;-1
6039;;-1
6040;;-1
6041;;-1
6042;;-1
6043;;-1
6044;;-1
6045;;-1
6046;;-1
6047;;-1
6048;;-1
6049;;-1
6050;;-1
6051;;-1
6052;;-1
6053;;-1
6054;;-1
6055;;-1
6056;;-1
6057;;-1
6058;;-1
6059;;-1
6060;;-1
6061;;-1
6062;;-1
6063;;-1
6064;;-1
6065;;-1
6066;;-1
6067;;-1
6068;;-1
6069;;-1
6070;;-1
6071;;-1
6072;;-1
6073;;-1
6074;;-1
6075;;-1
6076;;-1
6077;;-1
6078;;-1
6079;;-1
6080;;-1
6081;;-1
6082;;-1
6083;;-1
6084;;-1
6085;;-1
6086;;-1
6087;;-1
6088;;-1
6089;;-1
6090;;-1
6091;;-1
6092;;-1
6093;;-1
6094;;-1
6095;;-1
6096;;-1
6097;;-1
6098;;-1
6099;;-1
6100;;-1
6101;;-1
6102;;-1
6103;;-1
6104;;-1
6105;;-1
6106;;-1
6107;;-1
6108;;-1
6109;;-1
6110;;-1
6111;;-1
6112;;-1
6113;;-1
6114;;-1
6115;;-1
6116;;-1
6117;;-1
6118;;-1
6119;;-1
6120;;-1
6121;;-1
6122;;-1
6123;;-1
6124;;-1
6125;;-1
6126;;-1
6127;;-1
6128;;-1
6129;;-1
6130;;-1
6131;;-1
6132;;-1
6133;;-1
6134;;-1
6135;;-1
6136;;-1
6139;;-1
6140;;-1
6141;;-1
6144;;-1
6145;;-1
6146;;-1
6147;;-1
6148;;-1
6149;;-1
6150;;-1
6151;;-1
6152;;-1
6153;;-1
6158;;-1
6159;;-1
6160;;-1
6161;;-1
6162;;-1
6163;;-1
6164;;-1
6165;;-1
6166;;-1
6167;;-1
6168;;-1
6169;;-1
6170;;-1
6171;;-1
6172;;-1
6173;;-1
6174;;-1
6175;;-1
6176;;-1
6177;;-1
6178;;-1
6179;;-1
6180;;-1
6181;;-1
6182;;-1
6183;;-1
6184;;-1
6185;;-1
6186;;-1
6187;;-1
6188;;-1
6189;;-1
6190;;-1
6191;;-1
6192;;-1
6193;;-1
6194;;-1
6195;;-1
6196;;-1
6197;;-1
6198;;-1
6199;;-1
6200;;-1
6201;;-1
6202;;-1
6203;;-1
6204;;-1
6205;;-1
6206;;-1
6207;;-1
6208;;-1
6209;;-1
6210;;-1
6211;;-1
6212;;-1
6213;;-1
6214;;-1
6215;;-1
6216;;-1
6217;;-1
6218;;-1
6219;;-1
6220;;-1
6221;;-1
6222;;-1
6223;;-1
6224;;-1
6225;;-1
6226;;-1
6227;;-1
6228;;-1
6229;;-1
6230;;-1
6231;;-1
6232;;-1
6233;;-1
6234;;-1
6235;;-1
6236;;-1
6237;;-1
6238;;-1
6239;;-1
6240;;-1
6241;;-1
6242;;-1
6243;;-1
6244;;-1
6245;;-1
6498;;-1
6499;;-1
6500;;-1
6501;;-1
6502;;-1
6503;;-1
6504;;-1
6505;;-1
6506;;-1
6507;;-1
6508;;-1
6509;;-1
6510;;-1
6511;;-1
6512;;-1
6513;;-1
6514;;-1
6515;;-1
6516;;-1
6517;;-1
6518;;-1
6519;;-1
6520;;-1
6521;;-1
6522;;-1
6523;;-1
6524;;-1
6525;;-1
6526;;-1
6527;;-1
6528;;-1
6529;;-1
6530;;-1
6531;;-1
6532;;-1
6533;;-1
6534;;-1
6535;;-1
6536;;-1
6537;;-1
6538;;-1
6539;;-1
6540;;-1
6541;;-1
6542;;-1
6543;;-1
6544;;-1
6545;;-1
6546;;-1
6547;;-1
6548;;-1
6549;;-1
6550;;-1
6551;;-1
6552;;-1
6553;;-1
6554;;-1
6555;;-1
6556;;-1
6557;;-1
6558;;-1
6559;;-1
6560;;-1
6561;;-1
6562;;-1
6563;;-1
6564;;-1
6565;;-1
6566;;-1
6567;;-1
6568;;-1
6569;;-1
6570;;-1
6571;;-1
6572;;-1
6573;;-1
6574;;-1
6575;;-1
6576;;-1
6577;;-1
6578;;-1
6579;;-1
6580;;-1
6581;;-1
6582;;-1
6583;;-1
6584;;-1
6585;;-1
6586;;-1
6587;;-1
6588;;-1
6589;;-1
6590;;-1
6591;;-1
6592;;-1
6593;;-1
6594;;-1
6595;;-1
6596;;-1
6597;;-1
6598;;-1
6599;;-1
6602;;-1
6603;;-1
6604;;-1
6605;;-1
6606;;-1
6607;;-1
6608;;-1
6609;;-1
6610;;-1
6611;;-1
6612;;-1
6613;;-1
6614;;-1
6616;;-1
6617;;-1
6618;;-1
6619;;-1
6620;;-1
6621;;-1
6622;;-1
6623;;-1
6624;;-1
6625;;-1
6626;;-1
6627;;-1
6628;;-1
6629;;-1
6630;;-1
6631;;-1
6632;;-1
6633;;-1
6634;;-1
6635;;-1
6636;;-1
6637;;-1
6638;;-1
6639;;-1
6640;;-1
6641;;-1
6642;;-1
6643;;-1
6644;;-1
6645;;-1
6646;;-1
6647;;-1
6648;;-1
6649;;-1
6650;;-1
6651;;-1
6652;;-1
6653;;-1
6654;;-1
6655;;-1
6656;;-1
6657;;-1
6658;;-1
6659;;-1
6660;;-1
6661;;-1
6662;;-1
6663;;-1
6664;;-1
6665;;-1
6666;;-1
6667;;-1
6668;;-1
6669;;-1
6670;;-1
6671;;-1
6672;;-1
6673;;-1
6674;;-1
6675;;-1
6676;;-1
6677;;-1
6678;;-1
6679;;-1
6680;;-1
6681;;-1
6682;;-1
6683;;-1
6684;;-1
6685;;-1
6686;;-1
6687;;-1
6688;;-1
6689;;-1
6690;;-1
6691;;-1
6692;;-1
6693;;-1
6694;;-1
6695;;-1
6696;;-1
6697;;-1
6698;;-1
6699;;-1
6700;;-1
6701;;-1
6702;;-1
6703;;-1
6704;;-1
6705;;-1
6706;;-1
6707;;-1
6708;;-1
6709;;-1
6710;;-1
6711;;-1
6712;;-1
6713;;-1
6714;;-1
6715;;-1
6716;;-1
6717;;-1
6718;;-1
6719;;-1
6720;;-1
6721;;-1
6722;;-1
6723;;-1
6724;;-1
6725;;-1
6726;;-1
6727;;-1
6728;;-1
6729;;-1
6998;;-1
6999;;-1
7000;;33000000
7001;;33000000
7002;;33000000
7003;;33000000
7004;;33000000
7005;;33000000
7006;;33000000
7007;;33000000
7008;;33000000
7009;;33000000
7010;;33000000
7011;;33000000
7012;;33000000
7013;;33000000
7014;;33000000
7015;;33000000
7016;;33000000
7017;;33000000
7018;;33000000
7019;;33000000
7020;;33000000
7021;;33000000
7022;;33000000
7023;;33000000
7024;;33000000
7025;;33000000
7026;;33000000
7027;;33000000
7028;;33000000
7029;;33000000
7030;;33000000
7031;;33000000
7032;;33000000
7033;;33000000
7034;;33000000
7035;;33000000
7036;;2000000
7037;;33000000
7038;;33000000
7039;;2000000
7040;;33000000
7041;;33000000
7042;;33000000
7043;;33000000
7044;;33000000
7045;;33000000
7046;;33000000
7047;;33000000
7048;;33000000
7049;;2000000
7050;;33000000
7051;;33000000
7052;;33000000
7053;;33000000
7054;;33000000
7055;;33000000
7056;;33000000
7057;;33000000
7058;;33000000
7059;;33000000
7060;;33000000
7061;;33000000
7062;;33000000
7063;;33000000
7064;;33000000
7065;;33000000
7066;;33000000
7067;;34000000
7068;;33000000
7069;;33000000
7100;;34000000
7101;;34000000
7102;;34000000
7103;;34000000
7104;;34000000
7105;;34000000
7106;;34000000
7107;;34000000
7108;;34000000
7109;;34000000
7110;;34000000
7111;;34000000
7112;;34000000
7113;;34000000
7114;;34000000
7115;;2000000
7116;;34000000
7117;;34000000
7118;;34000000
7119;;34000000
7120;;2000000
7121;;34000000
7122;;34000000
7123;;34000000
7124;;34000000
7125;;34000000
7126;;34000000
7127;;34000000
7128;;34000000
7129;;34000000
7130;;34000000
7131;;34000000
7132;;34000000
7133;;34000000
7134;;34000000
7135;;34000000
7136;;34000000
7137;;34000000
7138;;34000000
7139;;33000000
7140;;34000000
7141;;34000000
7142;;34000000
7143;;34000000
7144;;34000000
7145;;34000000
7146;;34000000
7147;;34000000
7148;;34000000
7149;;34000000
7150;;34000000
7151;;34000000
7152;;2000000
7153;;34000000
7154;;34000000
7155;;34000000
7156;;34000000
7157;;34000000
7158;;34000000
7159;;34000000
7160;;34000000
7161;;34000000
7162;;34000000
7163;;34000000
7164;;34000000
7165;;34000000
7166;;34000000
7167;;34000000
7168;;2000000
7169;;2000000
7170;;34000000
7171;;34000000
7172;;34000000
7173;;34000000
7174;;34000000
7175;;34000000
7176;;34000000
7177;;34000000
7178;;34000000
7179;;34000000
7180;;34000000
7181;;34000000
7182;;34000000
7183;;34000000
7184;;34000000
7185;;34000000
7186;;34000000
7187;;34000000
7188;;2000000
7189;;34000000
7190;;34000000
7191;;34000000
7192;;34000000
7193;;34000000
7194;;34000000
7195;;34000000
7196;;34000000
7197;;34000000
7198;;34000000
7199;;34000000
7200;;34000000
7300;;33000000
7301;;33000000
7302;;33000000
7303;;33000000
7304;;33000000
7305;;33000000
7306;;33000000
7307;;33000000
7308;;33000000
7309;;33000000
7310;;33000000
7311;;33000000
7312;;33000000
7313;;33000000
7314;;33000000
7315;;33000000
7316;;33000000
7317;;33000000
7318;;34000000
7319;;33000000
7320;;33000000
7321;;34000000
7322;;34000000
7323;;34000000
7324;;33000000
7325;;34000000
7326;;34000000
7327;;34000000
7328;;34000000
7329;;34000000
7400;;33000000
7401;;34000000
7402;;34000000
7403;;34000000
7404;;33000000
7405;;34000000
7406;;34000000
7407;;34000000
7408;;34000000
7409;;33000000
7410;;34000000
7411;;34000000
7412;;34000000
7500;;100
7501;;173
7502;;101
7503;;125
7504;;128
7505;;129
7506;;143
7508;;130
7509;;131
7510;;146
7511;;163
7512;;164
7513;;132
7515;;133
7516;;126
7518;;166
7519;;174
7520;;121
7521;;175
7522;;147
7523;;185
7524;;186
7526;;187
7527;;148
7528;;151
7529;;152
7530;;194
7533;;183
7534;;168
7535;;176
7536;;116
7538;;142
7539;;143
7540;;145
7541;;192
7542;;172
7543;;193
7560;;103
7561;;124
7562;;104
7563;;105
7564;;106
7565;;165
7566;;108
7567;;135
7568;;127
7569;;137
7570;;138
7571;;134
7572;;139
7574;;112
7575;;123
7576;;144
7577;;120
7578;;18100000
7579;;169
7580;;170
7581;;177
7582;;178
7583;;122
7584;;113
7585;;181
7586;;184
7587;;109
7588;;136
7589;;171
7590;;179
7591;;117
7592;;202
7593;;13000000
7595;;107
7596;;153
7597;;154
7598;;216
7600;;110
7601;;111
7610;;140
7612;;141
7620;;190
7621;;191
7623;;167
7624;;115
7630;;192
7640;;114
7641;;102
7650;;155
7651;;156
7652;;157
7653;;158
7654;;159
7655;;160
7656;;161
7660;;157
7661;;157
7662;;157
7670;;119
7700;;301
7701;;303
7702;;305
7703;;307
7704;;311
7705;;314
7706;;300
7710;;321
7711;;323
7712;;325
7713;;327
7714;;331
7715;;334
7716;;320
7801;;98720000
7802;;98730000
7803;;98740000
7805;;98760000
7900;;20
7901;;80
7902;;86
7910;;1000
7911;;1003
7912;;1006
7913;;1009
7914;;1012
7915;;1015
8000;;2000000
8001;;2000000
8002;;2000000
8003;;2000000
8004;;2000000
8005;;2000000
8006;;2000000
8007;;2000000
8008;;2000000
8009;;2000000
8010;;2000000
8011;;2000000
8012;;2000000
8013;;2000000
8014;;2000000
8015;;2000000
8016;;2000000
8017;;2000000
8018;;2000000
8019;;2000000
8020;;2000000
8021;;2000000
8022;;2000000
8023;;2000000
8024;;2000000
8025;;2000000
8026;;2000000
8027;;2000000
8028;;2000000
8029;;2000000
8030;;2000000
8031;;2000000
8032;;2000000
8033;;2000000
8034;;2000000
8035;;2000000
8036;;2000000
8037;;2000000
8038;;2000000
8039;;2000000
8040;;2000000
8041;;2000000
8042;;2000000
8043;;2000000
8044;;2000000
8045;;2000000
8046;;2000000
8047;;2000000
8048;;2000000
8049;;2000000
8050;;2000000
8051;;2000000
8052;;2000000
8053;;2000000
8054;;2000000
8055;;2000000
8056;;2000000
8057;;2000000
8058;;2000000
8059;;2000000
8060;;2000000
8061;;184
8062;;2000000
8063;;2000000
8064;;2000000
8065;;2000000
8066;;2000000
8067;;2000000
8068;;2000000
8069;;2000000
8070;;2000000
8071;;2000000
8072;;141
8073;;2000000
8074;;2000000
8075;;2000000
8076;;2000000
8077;;2000000
8078;;2000000
8079;;2000000
8080;;2000000
8081;;2000000
8082;;2000000
8083;;2000000
8084;;2000000
8085;;2000000
8086;;2000000
8087;;2000000
8088;;2000000
8089;;2000000
8090;;2000000
8091;;2000000
8092;;2000000
8093;;2000000
8094;;2000000
8095;;2000000
8096;;2000000
8097;;2000000
8098;;2000000
8099;;2000000
8100;;2000000
8101;;2000000
8102;;2000000
8103;;2000000
8104;;2000000
8105;;2000000
8106;;2000000
8107;;2000000
8108;;2000000
8109;;2000000
8110;;2000000
8111;;2000000
8112;;2000000
8113;;2000000
8114;;2000000
8115;;2000000
8116;;2000000
8400;;2000000
8401;;2000000
8402;;2000000
8403;;2000000
8404;;2000000
8405;;2000000
8406;;2000000
8407;;2000000
8408;;2000000
8409;;2000000
8410;;2000000
8411;;2000000
8412;;2000000
8413;;2000000
8414;;2000000
8415;;2000000
8416;;2000000
8417;;2000000
8418;;2000000
8419;;2000000
8420;;2000000
8421;;2000000
8422;;2000000
8423;;2000000
8424;;2000000
8425;;2000000
8426;;2000000
8427;;2000000
8428;;2000000
8429;;2000000
8430;;2000000
8431;;2000000
8432;;2000000
8433;;2000000
8434;;2000000
8435;;2000000
8436;;2000000
8437;;2000000
8438;;2000000
8439;;2000000
8440;;2000000
8441;;2000000
8442;;2000000
8443;;2000000
8444;;2000000
8445;;2000000
8446;;2000000
8447;;2000000
8448;;2000000
8449;;2000000
8450;;2000000
8499;;2000000
8500;;2000000
8501;;2000000
8502;;2000000
8503;;2000000
8504;;2000000
8505;;2000000
8506;;2000000
8507;;2000000
8508;;2000000
8509;;2000000
8510;;2000000
8511;;2000000
8512;;2000000
8513;;2000000
8514;;2000000
8515;;2000000
8516;;2000000
8517;;2000000
8518;;2000000
8519;;2000000
8520;;2000000
8521;;2000000
8522;;2000000
8523;;2000000
8524;;2000000
8525;;2000000
8526;;2000000
8539;;2000000
8540;;2000000
8545;;2000000
8546;;2000000
8547;;2000000
8548;;2000000
8549;;2000000
8550;;2000000
8551;;2000000
8552;;2000000
8553;;2000000
8554;;2000000
8555;;2000000
8556;;2000000
8557;;2000000
8558;;2000000
8559;;2000000
8560;;2000000
8561;;2000000
8562;;2000000
8563;;2000000
8564;;2000000
8565;;2000000
8566;;2000000
8567;;2000000
8568;;2000000
8569;;2000000
8570;;2000000
8571;;2000000
8572;;2000000
8573;;2000000
8574;;2000000
8575;;2000000
8576;;2000000
8577;;2000000
8578;;2000000
8579;;2000000
8580;;2000000
8581;;2000000
8582;;2000000
8583;;2000000
8584;;2000000
8585;;2000000
8586;;2000000
8587;;2000000
8588;;2000000
8600;;11551
8601;;11551
8602;;11551
8603;;11551
8604;;11551
8605;;11551
8606;;11551
8607;;11551
8608;;11551
8609;;11551
8610;;11551
8611;;11551
8612;;11551
8613;;11551
8614;;11551
8615;;11551
8616;;11551
8617;;11551
8618;;11551
8619;;11551
8620;;11551
8621;;11551
8622;;11551
8623;;11551
8624;;11551
8625;;11551
8700;;41000000
8701;;41000000
8702;;41000000
8703;;41000000
8704;;41000000
8705;;41000000
8706;;41000000
8707;;41000000
8708;;41000000
8709;;41000000
8710;;41000000
8711;;41000000
8712;;41000000
8713;;41000000
8714;;41000000
8715;;41000000
8716;;41000000
8720;;42000000
