Row ID;Row Name;Equip ID;Value;Material ID;On Purchase - Event Flag ID;Visibility - Event Flag ID;Sell Quantity;Equip Type;Currency Type;Purchase Quantity;Price Addition;Price Multiplier;Icon ID;Name - Message ID;Menu Title - Message ID;Menu Icon ID
30022;Golden Epitaph;2070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30023;Nox Flowing Sword;2080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30024;Inseparable Sword;2090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30025;Coded Sword;2110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30026;Sword of Night and Flame;2140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30027;Crystal Sword;2150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30028;Carian Knight's Sword;2180000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30029;Sword of St. Trina;2190000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30030;Miquellan Knight's Sword;2200000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30031;Cane Sword;2210000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30032;Regalia of Eochaid;2220000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30033;Noble's Slender Sword;2230000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30034;Warhawk's Talon;2240000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30035;Lazuli Glintstone Sword;2250000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30036;Rotten Crystal Sword;2260000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30037;Bastard Sword;3000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30038;Forked Greatsword;3010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30039;Iron Greatsword;3020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30040;Lordsworn's Greatsword;3030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30041;Knight's Greatsword;3040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30042;Flamberge;3050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30043;Ordovis's Greatsword;3060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30044;Alabaster Lord's Sword;3070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30045;Banished Knight's Greatsword;3080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30046;Dark Moon Greatsword;3090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30047;Sacred Relic Sword;3100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30048;Helphen's Steeple;3130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30049;Blasphemous Blade;3140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30050;Marais Executioner's Sword;3150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30051;Sword of Milos;3160000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30052;Golden Order Greatsword;3170000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30053;Claymore;3180000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30054;Gargoyle's Greatsword;3190000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30055;Death's Poker;3200000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30056;Gargoyle's Blackblade;3210000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30057;Greatsword;4000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30058;Watchdog's Greatsword;4010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30059;Maliketh's Black Blade;4020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30060;Troll's Golden Sword;4030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30061;Zweihander;4040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30062;Starscourge Greatsword;4050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30063;Royal Greatsword;4060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30064;Godslayer's Greatsword;4070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30065;Ruins Greatsword;4080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30066;Grafted Blade Greatsword;4100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30067;Troll Knight's Sword;4110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30068;Estoc;5000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30069;Cleanrot Knight's Sword;5010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30070;Rapier;5020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30071;Rogier's Rapier;5030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30072;Antspur Rapier;5040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30073;Frozen Needle;5050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30074;Noble's Estoc;5060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30075;Bloody Helice;6000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30076;Godskin Stitcher;6010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30077;Great epee;6020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30078;Dragon King's Cragblade;6040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30079;Falchion;7000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30080;Beastman's Curved Sword;7010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30081;Shotel;7020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30082;Shamshir;7030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30083;Bandit's Curved Sword;7040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30084;Magma Blade;7050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30085;Flowing Curved Sword;7060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30086;Wing of Astel;7070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30087;Scavenger's Curved Sword;7080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30088;Eclipse Shotel;7100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30089;Serpent-God's Curved Sword;7110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30090;Mantis Blade;7120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30091;Scimitar;7140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30092;Grossmesser;7150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30093;Onyx Lord's Greatsword;8010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30094;Dismounter;8020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30095;Bloodhound's Fang;8030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30096;Magma Wyrm's Scalesword;8040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30097;Zamor Curved Sword;8050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30098;Omen Cleaver;8060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30099;Monk's Flameblade;8070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30100;Beastman's Cleaver;8080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30101;Morgott's Cursed Sword;8100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30102;Uchigatana;9000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30103;Nagakiba;9010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30104;Hand of Malenia;9020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30105;Meteoric Ore Blade;9030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30106;Rivers of Blood;9040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30107;Moonveil;9060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30108;Dragonscale Blade;9070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30109;Serpentbone Blade;9080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30110;Twinblade;10000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30111;Godskin Peeler;10010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30112;Twinned Knight Swords;10030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30113;Eleonora's Poleblade;10050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30114;Gargoyle's Twinblade;10080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30115;Gargoyle's Black Blades;10090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30116;Mace;11000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30117;Club;11010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30118;Curved Club;11030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30119;Warpick;11040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30120;Morning Star;11050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30121;Varre's Bouquet;11060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30122;Spiked Club;11070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30123;Hammer;11080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30124;Monk's Flamemace;11090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30125;Envoy's Horn;11100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30126;Scepter of the All-Knowing;11110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30127;Nox Flowing Hammer;11120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30128;Ringed Finger;11130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30129;Stone Club;11140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30130;Marika's Hammer;11150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30131;Large Club;12000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30132;Greathorn Hammer;12010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30133;Battle Hammer;12020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30134;Great Mace;12060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30135;Curved Great Club;12080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30136;Celebrant's Skull;12130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30137;Pickaxe;12140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30138;Beastclaw Greathammer;12150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30139;Envoy's Long Horn;12160000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30140;Cranial Vessel Candlestand;12170000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30141;Great Stars;12180000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30142;Brick Hammer;12190000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30143;Devourer's Scepter;12200000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30144;Rotten Battle Hammer;12210000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30145;Nightrider Flail;13000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30146;Flail;13010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30147;Family Heads;13020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30148;Bastard's Stars;13030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30149;Chainlink Flail;13040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30150;Battle Axe;14000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30151;Forked Hatchet;14010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30152;Hand Axe;14020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30153;Jawbone Axe;14030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30154;Iron Cleaver;14040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30155;Ripple Blade;14050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30156;Celebrant's Cleaver;14060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30157;Icerind Hatchet;14080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30158;Highland Axe;14100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30159;Sacrificial Axe;14110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30160;Rosus' Axe;14120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30161;Stormhawk Axe;14140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30162;Greataxe;15000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30163;Warped Axe;15010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30164;Great Omenkiller Cleaver;15020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30165;Crescent Moon Axe;15030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30166;Axe of Godrick;15040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30167;Longhaft Axe;15050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30168;Rusted Anchor;15060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30169;Executioner's Greataxe;15080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30170;Winged Greathorn;15110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30171;Butchering Knife;15120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30172;Gargoyle's Great Axe;15130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30173;Gargoyle's Black Axe;15140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30174;Short Spear;16000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30175;Spear;16010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30176;Crystal Spear;16020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30177;Clayman's Harpoon;16030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30178;Cleanrot Spear;16040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30179;Partisan;16050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30180;Celebrant's Rib-Rake;16060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30181;Pike;16070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30182;Torchpole;16080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30183;Bolt of Gransax;16090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30184;Cross-Naginata;16110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30185;Death Ritual Spear;16120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30186;Inquisitor's Girandole;16130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30187;Spiked Spear;16140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30188;Iron Spear;16150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30189;Rotten Crystal Spear;16160000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30190;Mohgwyn's Sacred Spear;17010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30191;Siluria's Tree;17020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30192;Serpent-Hunter;17030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30193;Vyke's War Spear;17050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30194;Lance;17060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30195;Treespear;17070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30196;Halberd;18000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30197;Pest's Glaive;18010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30198;Lucerne;18020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30199;Banished Knight's Halberd;18030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30200;Commander's Standard;18040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30201;Nightrider Glaive;18050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30202;Ripple Crescent Halberd;18060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30203;Vulgar Militia Saw;18070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30204;Golden Halberd;18080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30205;Glaive;18090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30206;Loretta's War Sickle;18100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30207;Guardian's Swordspear;18110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30208;Vulgar Militia Shotel;18130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30209;Dragon Halberd;18140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30210;Gargoyle's Halberd;18150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30211;Gargoyle's Black Halberd;18160000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30212;Scythe;19000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30213;Grave Scythe;19010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30214;Halo Scythe;19020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30215;Winged Scythe;19060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30216;Whip;20000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30217;Thorned Whip;20020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30218;Magma Whip Candlestick;20030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30219;Hoslow's Petal Whip;20050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30220;Giant's Red Braid;20060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30221;Urumi;20070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30222;Caestus;21000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30223;Spiked Caestus;21010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30224;Grafted Dragon;21060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30225;Iron Ball;21070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30226;Star Fist;21080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30227;Katar;21100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30228;Clinging Bone;21110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30229;Veteran's Prosthesis;21120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30230;Cipher Pata;21130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30231;Hookclaws;22000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30232;Venomous Fang;22010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30233;Bloodhound Claws;22020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30234;Raptor Talons;22030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30235;Prelate's Inferno Crozier;23000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30236;Watchdog's Staff;23010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30237;Great Club;23020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30238;Envoy's Greathorn;23030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30239;Duelist Greataxe;23040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30240;Axe of Godfrey;23050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30241;Dragon Greatclaw;23060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30242;Staff of the Avatar;23070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30243;Fallingstar Beast Jaw;23080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30244;Ghiza's Wheel;23100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30245;Giant-Crusher;23110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30246;Golem's Halberd;23120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30247;Troll's Hammer;23130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30248;Rotten Staff;23140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30249;Rotten Greataxe;23150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30250;Torch;24000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30251;Steel-Wire Torch;24020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30252;St. Trina's Torch;24040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30253;Ghostflame Torch;24050000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30254;Beast-Repellent Torch;24060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30255;Sentry's Torch;24070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30256;Buckler;30000000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30257;Perfumer's Shield;30010000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30258;Man-Serpent's Shield;30020000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30259;Rickety Shield;30030000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30260;Pillory Shield;30040000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30261;Beastman's Jar-Shield;30060000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30262;Red Thorn Roundshield;30070000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30263;Scripture Wooden Shield;30080000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30264;Riveted Wooden Shield;30090000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30265;Blue-White Wooden Shield;30100000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30266;Rift Shield;30110000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30267;Iron Roundshield;30120000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30268;Gilded Iron Shield;30130000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30269;Ice Crest Shield;30140000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30270;Smoldering Shield;30150000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30271;Spiralhorn Shield;30190000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
30272;Coil Shield;30200000;0;-1;0;0;-1;0;0;1;0;1;-1;-1;-1;-1
