Row ID,Row Name,Target SpEffect ID 0
4441210,[Giant Fungal Pod 1],20004
4441230,[Giant Fungal Pod 1],20008
4441231,[Giant Fungal Pod 1],20008
4441232,[Giant Fungal Pod 1],20003
4442300,[Giant Fungal Pod 2],21004
4442301,[Giant Fungal Pod 2],21004
4442310,[Giant Fungal Pod 2],21004
4442330,[Giant Fungal Pod 2],21008
4442331,[Giant Fungal Pod 2],21008
4442332,[Giant Fungal Pod 2],21003
4480401,[Giant Miranda Sprout],20002
4480411,[Giant Miranda Sprout],20504
4480421,[Giant Miranda Sprout],26002
4480431,[Giant Miranda Sprout],21002
4480500,[Giant Miranda Sprout],20019
4480501,[Giant Miranda Sprout],20002
4480510,[Giant Miranda Sprout],20519
4480511,[Giant Miranda Sprout],20504
4480520,[Giant Miranda Sprout],26019
4480521,[Giant Miranda Sprout],26002
4480530,[Giant Miranda Sprout],21019
4480531,[Giant Miranda Sprout],21002
4481400,[Miranda Sprout],20001
4481401,[Miranda Sprout],20001
4481410,[Miranda Sprout],20502
4481411,[Miranda Sprout],20502
4481420,[Miranda Sprout],26001
4481421,[Miranda Sprout],26001
4481430,[Miranda Sprout],21001
4481431,[Miranda Sprout],21001
4481500,[Miranda Sprout],20012
4481501,[Miranda Sprout],20001
4481510,[Miranda Sprout],20512
4481511,[Miranda Sprout],20502
4481520,[Miranda Sprout],26012
4481521,[Miranda Sprout],26001
4481530,[Miranda Sprout],21012
4481531,[Miranda Sprout],21001
4481600,[Miranda Sprout],20001
4481610,[Miranda Sprout],20503
4481620,[Miranda Sprout],26001
4481630,[Miranda Sprout],21001
4481700,[Miranda Sprout],26002
4481705,[Miranda Sprout],26014
4481900,[Miranda Sprout],20001
4481901,[Miranda Sprout],20001
4481910,[Miranda Sprout],20502
4481911,[Miranda Sprout],20502
4481920,[Miranda Sprout],26001
4481921,[Miranda Sprout],26001
4481930,[Miranda Sprout],21001
4481931,[Miranda Sprout],21001
4501100,[Dragon 2],21019
4501101,[Dragon 2],21019
4501110,[Dragon 2],21019
4501202,[Dragon 2],21003
4501212,[Dragon 2],21003
4501230,[Dragon 2],21019
4501231,[Dragon 2],21019
4501232,[Dragon 2],21019
4501240,[Dragon 2],21019
4501241,[Dragon 2],21019
4501242,[Dragon 2],21019
4501272,[Dragon 2],21003
4501282,[Dragon 2],21003
4501290,[Dragon 2],21019
4501291,[Dragon 2],21019
4501292,[Dragon 2],21019
4501300,[Dragon 2],21019
4501301,[Dragon 2],21019
4501302,[Dragon 2],21019
4501312,[Dragon 2],21003
4501400,[Dragon 2],21003
4501401,[Dragon 2],21003
4501410,[Dragon 2],21003
4501411,[Dragon 2],21003
4502451,[Dragon 3],24170
4503100,[Dragon 4],24019
4503101,[Dragon 4],24019
4503110,[Dragon 4],24019
4503202,[Dragon 4],24003
4503212,[Dragon 4],24003
4503230,[Dragon 4],24019
4503231,[Dragon 4],24019
4503232,[Dragon 4],24019
4503240,[Dragon 4],24019
4503241,[Dragon 4],24019
4503242,[Dragon 4],24019
4503272,[Dragon 4],24003
4503282,[Dragon 4],24003
4503290,[Dragon 4],24019
4503291,[Dragon 4],24019
4503292,[Dragon 4],24019
4503300,[Dragon 4],24019
4503301,[Dragon 4],24019
4503302,[Dragon 4],24019
4503312,[Dragon 4],24003
4503330,[Dragon 4],24019
4503331,[Dragon 4],24019
4503332,[Dragon 4],24019
4503340,[Dragon 4],24019
4503341,[Dragon 4],24019
4503342,[Dragon 4],24019
4503470,[Dragon 4],24004
4503471,[Dragon 4],24004
4503472,[Dragon 4],24007
4503480,[Dragon 4],24003
4510392,[Ancient Dragon],23003
4510393,[Ancient Dragon],23001
4510980,[Ancient Dragon],14898
4550370,[Monstrous Dog],21008
4550371,[Monstrous Dog],21008
4550375,[Monstrous Dog],21001
4550950,[Monstrous Dog],10009
4550951,[Monstrous Dog],14028
4560520,[Monstrous Crow],14016
4570170,[Wormface],23005
4570171,[Wormface],23005
4570172,[Wormface],23001
4570180,[Wormface],23005
4570181,[Wormface],23005
4570190,[Wormface],23005
4570191,[Wormface],23005
4570192,[Wormface],23005
4570193,[Wormface],23005
4570194,[Wormface],23005
4570200,[Wormface],23004
4570210,[Wormface],23005
4570211,[Wormface],23005
4570220,[Wormface],23005
4570221,[Wormface],23005
4570230,[Wormface],23004
4570240,[Wormface],23004
4570250,[Wormface],23005
4570251,[Wormface],23005
4570260,[Wormface],23005
4570261,[Wormface],23005
4580120,[Wormface 2],23004
4580121,[Wormface 2],23004
4580122,[Wormface 2],23001
4580130,[Wormface 2],23005
4580131,[Wormface 2],23005
4580132,[Wormface 2],23005
4580133,[Wormface 2],23005
4580140,[Wormface 2],23001
4580190,[Wormface 2],23004
4580191,[Wormface 2],23004
4580200,[Wormface 2],23004
4580201,[Wormface 2],23004
4580270,[Wormface 2],23005
4580271,[Wormface 2],23005
4600700,[Troll Knight],26007
4600701,[Troll Knight],26007
4600702,[Troll Knight],26007
4600703,[Troll Knight],26007
4600704,[Troll Knight],26007
4600710,[Troll Knight],26007
4600711,[Troll Knight],26007
4600712,[Troll Knight],26007
4600720,[Troll Knight],26007
4600721,[Troll Knight],26007
4600722,[Troll Knight],26007
4600730,[Troll Knight],26007
4600731,[Troll Knight],26007
4600732,[Troll Knight],26007
4640145,[Ulcerated Tree Spirit],21010
4640146,[Ulcerated Tree Spirit],21010
4640155,[Ulcerated Tree Spirit],21010
4640156,[Ulcerated Tree Spirit],21010
4640484,[Ulcerated Tree Spirit],21012
4640485,[Ulcerated Tree Spirit],21015
4640495,[Ulcerated Tree Spirit],21010
4640496,[Ulcerated Tree Spirit],21010
4650240,[Dragonkin Soldier],24013
4650432,[Dragonkin Soldier],24007
4650441,[Dragonkin Soldier],24007
4650452,[Dragonkin Soldier],24007
4650462,[Dragonkin Soldier],24007
4650482,[Dragonkin Soldier],24007
4650494,[Dragonkin Soldier],24007
4650502,[Dragonkin Soldier],24007
4650503,[Dragonkin Soldier],24010
4650514,[Dragonkin Soldier],24010
4650582,[Dragonkin Soldier],24007
4650583,[Dragonkin Soldier],24010
4650594,[Dragonkin Soldier],24010
4650661,[Dragonkin Soldier],24007
4650681,[Dragonkin Soldier],24007
4650694,[Dragonkin Soldier],24007
4650696,[Dragonkin Soldier],24013
4650704,[Dragonkin Soldier],24007
4650706,[Dragonkin Soldier],24013
4650711,[Dragonkin Soldier],24019
4650712,[Dragonkin Soldier],24017
4650720,[Dragonkin Soldier],24010
4650731,[Dragonkin Soldier],24010
4650781,[Dragonkin Soldier],24007
4650791,[Dragonkin Soldier],24007
4650808,[Dragonkin Soldier],24007
4650809,[Dragonkin Soldier],24007
4650826,[Dragonkin Soldier],24007
4650827,[Dragonkin Soldier],24007
4670190,[Ancestor Spirit],13617
4670191,[Ancestor Spirit],-1
4680290,[Fallingstar Beast],16482
4710540,[Writhing Mass],20006
4710541,[Writhing Mass],20004
4710545,[Writhing Mass],20006
4710601,[Writhing Mass],11954
4770380,[Gargoyle],29500
4770385,[Gargoyle],29502
4770395,[Gargoyle],29502
4770434,[Gargoyle],29502
4770450,[Gargoyle],-1
4770451,[Gargoyle],20003
4770751,[Gargoyle],29500
4770755,[Gargoyle],29502
4770823,[Gargoyle],29500
4770824,[Gargoyle],29500
4770826,[Gargoyle],29501
4770834,[Gargoyle],29502
4770842,[Gargoyle],29502
4770860,[Gargoyle],20003
4770861,[Gargoyle],20003
4770862,[Gargoyle],20003
4770865,[Gargoyle],20003
4770866,[Gargoyle],20003
4770930,[Gargoyle],29500
4770931,[Gargoyle],29500
4800000,[Mohg],10690
4800001,[Mohg],10690
4800002,[Mohg],10690
4800020,[Mohg],10690
4800030,[Mohg],10690
4800040,[Mohg],10690
4800050,[Mohg],10690
4800110,[Mohg],10690
4800211,[Mohg],10690
4800240,[Mohg],10690
4800261,[Mohg],10690
4800320,[Mohg],10690
4800431,[Mohg],10690
4800751,[Mohg],10690
4800753,[Mohg],10690
4810265,[Erdtree Avatar],21008
4810266,[Erdtree Avatar],21008
4810269,[Erdtree Avatar],21002
4950220,[Tibia Mariner],15321
4950221,[Tibia Mariner],15321
4980300,[Death Rite Bird],17654
4980660,[Death Rite Bird],17654
7000200,[Fallen Hawk Soldier],24160
7000210,[Fallen Hawk Soldier],24160
7000220,[Fallen Hawk Soldier],24160
7000230,[Fallen Hawk Soldier],24160
7000400,[Fallen Hawk Soldier],10317
7000410,[Fallen Hawk Soldier],10006
7000420,[Fallen Hawk Soldier],24160
7000421,[Fallen Hawk Soldier],24160
7100181,[White Mask Assailant],24006
7100192,[White Mask Assailant],24002
7100193,[White Mask Assailant],24004
7100200,[White Mask Assailant],24006
7100206,[White Mask Assailant],24002
7100220,[White Mask Assailant],24006
8110010,[Dragon-faced Flamethrower],10165
9410000,,8500
9410001,,8501
9460000,,8730
10000000,,-1
10000001,,-1
10000002,,-1
10013500,Phantom Great Rune,500135
10013501,Phantom Great Rune [Hit],500138
10030002,Fire Pot [Hit],-1
10030003,Fire Pot [Hit],-1
10030102,Redmane Fire Pot [Hit],-1
10030103,Redmane Fire Pot [Hit],-1
10030202,Giantsflame Fire Pot [Hit],-1
10030203,Giantsflame Fire Pot [Hit],-1
10033001,Fetid Pot [Hit],3120
10034001,Swarm Pot [Hit],473
10034002,Swarm Pot [Hit],473
10034003,Swarm Pot [Hit],3126
10035001,Holy Water Pot [Hit],3200
10035101,Sacred Order Pot [Hit],500351
10036001,Freezing Pot [Hit],500360
10037001,Poison Pot [Hit],500370
10038001,Oil Pot [Hit],420
10039002,Alluring Pot [Hit],482
10039101,Beastlure Pot [Hit],484
10040002,Roped Fire Pot [Hit],-1
10040003,Roped Fire Pot [Hit],-1
10043001,Roped Fetid Pot [Hit],500430
10044001,Roped Poison Pot [Hit],500440
10045001,Roped Oil Pot [Hit],420
10047001,Roped Fly Pot [Hit],473
10047002,Roped Fly Pot - Emitter,473
10047003,Roped Fly Pot - Emitted,500470
10048001,Roped Freezing Pot [Hit],500480
10051001,Roped Holy Water Pot [Hit],500510
10061001,Albinauric Pot [Hit],500610
10063001,Cursed-Blood Pot [Hit],3380
10063002,Cursed-Blood Pot [Hit],3381
10063003,Cursed-Blood Pot [Hit],3382
10064001,Sleep Pot [Hit],500640
10067001,Rot Pot [Hit],500670
10081000,Rowa Raisin,500810
10081100,Sweet Raisin,500811
10081200,Frozen Raisin,500812
10172000,Poisonbone Dart,501720
10173000,Kukri,3115
10174000,Crystal Dart,6930
10184000,Poisoned Stone,501840
10184100,Poisoned Stone Clump,501841
10210000,Soft Cotton,502100
10304000,Mimic's Veil,503040
10331001,Warming Stone,3360
10331101,Frenzyflame Stone,503311
10335000,Bewitching Branch,503350
10335001,Bewitching Branch,503350
10350000,Uplifting Aromatic,503500
10352000,Ironjar Aromatic,503520
10355000,Bloodboil Aromatic,503550
10358000,Poison Spraymist,503580
10358001,Poison Spraymist [Hit],503580
10361000,Acid Spraymist,503610
10361001,Acid Spraymist [Hit],503610
10413003,Terra Magicus,1413000
10436001,Rennala's Full Moon,1436000
10436101,Ranni's Dark Moon,1436100
10440000,Glintstone Icecrag,1440000
10441000,Zamor Ice Storm,1441000
10441001,Zamor Ice Storm,1441000
10441002,Zamor Ice Storm,1441000
10441050,Zamor Ice Storm,1441000
10441051,Zamor Ice Storm,1441000
10441052,Zamor Ice Storm,1441000
10442000,Freezing Mist,1442000
10442001,Freezing Mist,1442000
10442050,Freezing Mist,1442000
10442051,Freezing Mist,1442000
10443100,Adula's Moonblade,1443101
10443101,Adula's Moonblade,1443101
10443110,Adula's Moonblade,1443101
10443111,Adula's Moonblade,1443101
10443120,Adula's Moonblade,1443101
10443121,Adula's Moonblade,1443101
10443130,Adula's Moonblade,1443101
10443131,Adula's Moonblade,1443101
10448000,Lucidity,1448000
10448001,Lucidity,1448002
10464001,Carian Retaliation,1464000
10464011,Carian Retaliation <unused>,1464010
10464021,Carian Retaliation <unused>,1464020
10467001,Unseen Form,1467005
10472000,Gravity Well,470
10472050,Gravity Well,470
10472100,Collapsing Stars,470
10472101,Collapsing Stars,470
10472105,Collapsing Stars,470
10472150,Collapsing Stars,470
10472151,Collapsing Stars,470
10472155,Collapsing Stars,470
10490000,Briars of Sin,1490010
10490001,Briars of Sin,1490010
10490002,Briars of Sin,1490010
10490090,Briars of Sin,1490010
10490091,Briars of Sin,1490010
10490092,Briars of Sin,1490010
10491005,Briars of Punishment,1491010
10491006,Briars of Punishment,1491010
10491095,Briars of Punishment,1491010
10491096,Briars of Punishment,1491010
10501000,Explosive Ghostflame,1501000
10501002,Explosive Ghostflame,1501001
10501004,Explosive Ghostflame,1501001
10501006,Explosive Ghostflame,1501001
10501008,Explosive Ghostflame,1501001
10501010,Explosive Ghostflame,1501001
10501020,Explosive Ghostflame,1501001
10502000,Fia's Mist,1502000
10502001,Fia's Mist,1502000
10502050,Fia's Mist,1502000
10502051,Fia's Mist,1502000
10504001,Death Lightning,1504000
10504002,Death Lightning,1504000
10504004,Death Lightning,1504001
10504051,Death Lightning,1504000
10504052,Death Lightning,1504000
10504054,Death Lightning,1504001
10604000,Flame, Cleanse Me,1604000
10604001,Flame, Cleanse Me,1604002
10604002,Flame, Cleanse Me,1604004
10621001,Black Flame,1621000
10621051,Black Flame,1621000
10623000,Scouring Black Flame,1623000
10623001,Scouring Black Flame,1623000
10623050,Scouring Black Flame,1623000
10623051,Scouring Black Flame,1623000
10624000,Noble Presence,1624010
10624001,Noble Presence,1624010
10624050,Noble Presence,1624010
10624051,Noble Presence,1624010
10625002,Black Flame Ritual,1625000
10625003,Black Flame Ritual,1625000
10625052,Black Flame Ritual,1625000
10625053,Black Flame Ritual,1625000
10630001,Bloodflame Talons,1630000
10631000,Bloodboon,1631000
10631002,Bloodboon,1631000
10631005,Bloodboon,1631000
10633000,Barrier of Gold,1633000
10633001,Barrier of Gold,1633000
10634000,Protection of the Erdtree,1634000
10634001,Protection of the Erdtree,1634000
10642000,Urgent Heal,1642000
10642100,Heal,1642100
10642101,Heal,1642101
10642200,Great Heal,1642200
10642201,Great Heal,1642201
10642300,Lord's Heal,1642300
10642301,Lord's Heal,1642301
10642400,Erdtree Heal,1642400
10642401,Erdtree Heal,1642401
10643000,Blessing's Boon,1643000
10643001,Blessing's Boon,1643001
10643100,Blessing of the Erdtree,1643100
10643101,Blessing of the Erdtree,1643101
10644000,Cure Poison,1644000
10644100,Cure Poison,1644100
10644101,Lord's Aid,1644104
10644110,Lord's Aid,1644110
10644111,Lord's Aid,1644114
10649000,Lord's Divine Fortification,1649000
10649001,Lord's Divine Fortification,1649000
10650001,Night Maiden's Mist,1650000
10650002,Night Maiden's Mist,1650000
10650051,Night Maiden's Mist,1650000
10650052,Night Maiden's Mist,1650000
10651001,Assassin's Approach,1651002
10652001,Shadow Bait,481
10653001,Darkness,1653000
10660000,Golden Vow,1660000
10673000,Law of Regression,1673000
10673001,Law of Regression,1673005
10673002,Law of Regression,1673010
10673010,Law of Regression,1673020
10673011,Law of Regression,1673025
10673012,Law of Regression,1673030
10673013,Law of Regression,503041
