Row ID,Row Name,Target Effect 1
3080060,[Imp],17171
3080070,[Imp] Bullet,17171
3080080,[Imp] Bullet,17171
3080090,[Imp],17171
3080100,[Imp] Bullet,17171
3080110,[Imp],17171
3080120,[Imp] Bullet,17171
3080130,[Imp] Bullet,17171
3080190,[Imp],17171
3080200,[Imp],17171
3080210,[Imp],17171
3080220,[Imp],17171
3080230,[Imp],17171
3080240,[Imp],17171
3080250,[Imp],17171
3080260,[Imp],17171
3080270,[Imp],17171
3100160,[Elemer of the Briar],16414
3150200,[Night's Cavalry],22007
3150201,[Night's Cavalry],22007
3150210,[Night's Cavalry],22007
3150211,[Night's Cavalry],22007
3150220,[Night's Cavalry],22007
3150221,[Night's Cavalry],22007
3150230,[Night's Cavalry],22007
3150231,[Night's Cavalry],22007
3150240,[Night's Cavalry],22007
3150241,[Night's Cavalry],22007
3150243,[Night's Cavalry],22007
3150244,[Night's Cavalry],22007
3150250,[Night's Cavalry],22007
3150251,[Night's Cavalry],22007
3150260,[Night's Cavalry],22007
3150270,[Night's Cavalry],22007
3150271,[Night's Cavalry],22007
3150280,[Night's Cavalry],22007
3150281,[Night's Cavalry],22007
3150290,[Night's Cavalry],22007
3150291,[Night's Cavalry],22007
3150400,[Night's Cavalry],22007
3150401,[Night's Cavalry],22007
3150403,[Night's Cavalry],22007
3150404,[Night's Cavalry],22007
3150410,[Night's Cavalry],22007
3150411,[Night's Cavalry],22007
3150420,[Night's Cavalry],22007
3150421,[Night's Cavalry],22007
3150430,[Night's Cavalry],22007
3150431,[Night's Cavalry],22007
3150440,[Night's Cavalry],22007
3150441,[Night's Cavalry],22007
3300700,Nox Swordstress 1] Bullet,11657
3310470,,11691
3310700,[Nox Swordstress 2] Bullet,11657
3350300,[Crystalian],21007
3350301,[Crystalian],21007
3350310,[Crystalian],21007
3350311,[Crystalian],21007
3350320,[Crystalian],21007
3350321,[Crystalian],21007
3350330,[Crystalian],21007
3350331,[Crystalian],21007
3350340,[Crystalian],21007
3350341,[Crystalian],21007
3350350,[Crystalian],21007
3350351,[Crystalian],21007
3350352,[Crystalian],21007
3350360,[Crystalian],21007
3350361,[Crystalian],21007
3350370,[Crystalian],21013
3350371,[Crystalian],21013
3350380,[Crystalian],21013
3350381,[Crystalian],21013
3350451,[Crystalian],21007
3350500,[Crystalian],21007
3350501,[Crystalian],21007
3350510,[Crystalian],21007
3350511,[Crystalian],21007
3350520,[Crystalian],21013
3350521,[Crystalian],21013
3350530,[Crystalian],21007
3350531,[Crystalian],21013
3350532,[Crystalian],21013
3350540,[Crystalian],21007
3350541,[Crystalian],21007
3350550,[Crystalian] Bullet,21007
3350560,[Crystalian] Bullet,21007
3350570,[Crystalian],21007
3350571,[Crystalian],21007
3350572,[Crystalian],21007
3350580,[Crystalian],21013
3350581,[Crystalian],21013
3350590,[Crystalian],21013
3350600,[Crystalian],21013
3350601,[Crystalian],21013
3350610,[Crystalian],21013
3350611,[Crystalian],21013
3350690,[Crystalian],21007
3350691,[Crystalian],21007
3360103,[Ancestral Follower],13164
3360104,[Ancestral Follower],13164
3360113,[Ancestral Follower],13164
3360114,[Ancestral Follower],13164
3360123,[Ancestral Follower],13164
3360124,[Ancestral Follower],13164
3360133,[Ancestral Follower],13164
3360134,[Ancestral Follower],13164
3360325,[Ancestral Follower],13175
3360485,[Ancestral Follower],21003
3360600,[Ancestral Follower],13191
3360610,[Ancestral Follower],13191
3360620,[Ancestral Follower],13191
3360630,[Ancestral Follower],13191
3360640,[Ancestral Follower],13191
3370105,[Ancestral Follower Shaman],21011
3370115,[Ancestral Follower Shaman],21011
3370155,[Ancestral Follower Shaman],21011
3400801,[Exiled Duelist],21100
3500300,[Skeleton (Curved Sword)],22006
3500310,[Skeleton (Curved Sword)],22006
3500320,[Skeleton (Curved Sword)],22006
3500330,[Skeleton (Curved Sword)],22006
3500800,[Skeleton (Curved Sword)],5836
3500801,[Skeleton (Curved Sword)],5837
3510900,[Skeleton (Scimitar)],5865
3510910,[Skeleton (Scimitar)],5866
3550100,[Godskin Apostle],22007
3550110,[Godskin Apostle],22007
3550120,[Godskin Apostle],22007
3550121,[Godskin Apostle],22007
3550130,[Godskin Apostle],22007
3550140,[Godskin Apostle],22007
3550150,[Godskin Apostle],22007
3550160,[Godskin Apostle],22007
3550170,[Godskin Apostle],22007
3550180,[Godskin Apostle],22007
3550190,[Godskin Apostle],22007
3550201,[Godskin Apostle],22007
3550202,[Godskin Apostle],22007
3550210,[Godskin Apostle],22007
3550230,[Godskin Apostle],22007
3550240,[Godskin Apostle],22007
3550250,[Godskin Apostle],22007
3550260,[Godskin Apostle],22007
3550270,[Godskin Apostle],22007
3550271,[Godskin Apostle],22007
3550280,[Godskin Apostle] Bullet,22005
3550285,[Godskin Apostle],22007
3550410,[Godskin Apostle],22007
3550411,[Godskin Apostle],22007
3560190,[Godskin Noble],15467
3560191,[Godskin Noble],15467
3560192,[Godskin Noble],15467
3560193,[Godskin Noble],15467
3560194,[Godskin Noble],15467
3560195,[Godskin Noble],15467
3560196,[Godskin Noble],15467
3560197,[Godskin Noble],15467
3560230,[Godskin Noble],15467
3560231,[Godskin Noble],15467
3560232,[Godskin Noble],15467
3560233,[Godskin Noble],15467
3560234,[Godskin Noble],15467
3560235,[Godskin Noble],15467
3560240,[Godskin Noble],29002
3560241,[Godskin Noble],29002
3570250,[Grave Warden Duelist],15511
3570251,[Grave Warden Duelist],15511
3570252,[Grave Warden Duelist],15511
3570253,[Grave Warden Duelist],15511
3570254,[Grave Warden Duelist],15511
3570255,[Grave Warden Duelist],15511
3570256,[Grave Warden Duelist],15511
3660502,[Devious Commoner],24002
3660503,[Devious Commoner],24002
3660513,[Devious Commoner],24002
3660514,[Devious Commoner],24002
3660515,[Devious Commoner],24002
3660521,[Devious Commoner],24002
3661111,[Putrid Corpse 1],20005
3661112,[Putrid Corpse 1],20005
3661115,,20000
3661141,[Putrid Corpse 1],21005
3661142,[Putrid Corpse 1],21005
3661145,,21000
3661210,[Putrid Corpse 1],20005
3661240,[Putrid Corpse 1],21005
3661310,[Putrid Corpse 1],20005
3661340,[Putrid Corpse 1],21005
3661410,[Putrid Corpse 1],20005
3661440,[Putrid Corpse 1],21005
3661510,[Putrid Corpse 1],20005
3661540,[Putrid Corpse 1],21005
3661925,[Putrid Corpse 1] Bullet,13462
3662111,[Putrid Corpse 2],20005
3662112,[Putrid Corpse 2],20005
3662115,,20000
3662141,[Putrid Corpse 2],21005
3662142,[Putrid Corpse 2],21005
3662145,,21000
3662210,[Putrid Corpse 2],20005
3662240,[Putrid Corpse 2],21005
3662310,[Putrid Corpse 2],20005
3662340,[Putrid Corpse 2],21005
3662410,[Putrid Corpse 2],20005
3662440,[Putrid Corpse 2],21005
3662510,[Putrid Corpse 2],20005
3662540,[Putrid Corpse 2],21005
3662925,[Putrid Corpse 2] Bullet,13462
3664100,[Cemetery Shade],22005
3664101,[Cemetery Shade],22005
3664110,[Cemetery Shade],22005
3664111,[Cemetery Shade],22005
3664120,[Cemetery Shade],22005
3664121,[Cemetery Shade],22005
3664130,[Cemetery Shade],22005
3664140,[Cemetery Shade],22005
3664141,[Cemetery Shade],22005
3664142,[Cemetery Shade],22005
3664143,[Cemetery Shade],22005
3664150,[Cemetery Shade],22005
3664160,[Cemetery Shade],22005
3664190,[Cemetery Shade],22005
3664191,[Cemetery Shade],22005
3664192,[Cemetery Shade],22005
3664193,[Cemetery Shade],22005
3664194,[Cemetery Shade],22005
3664195,[Cemetery Shade],22005
3664196,[Cemetery Shade],22005
3664197,[Cemetery Shade],22005
3670111,[Albinauric Lookout],20004
3670122,[Albinauric Lookout],20004
3670123,[Albinauric Lookout],20004
3670132,[Albinauric Lookout],20004
3670133,[Albinauric Lookout],20004
3670142,[Albinauric Lookout],20004
3670143,[Albinauric Lookout],20004
3670152,[Albinauric Lookout],20004
3670153,[Albinauric Lookout],20004
3700120,[Depraved Perfumer] Bullet,14405
3700121,[Depraved Perfumer] Bullet,14406
3700220,[Depraved Perfumer] Bullet,6502
3700341,[Depraved Perfumer],14435
3700572,,14439
3700573,[Depraved Perfumer] Bullet,14439
3800181,[Cleanrot Knight],21009
3800182,[Cleanrot Knight],21009
3800200,[Cleanrot Knight],22009
3800201,[Cleanrot Knight],22004
3800210,[Cleanrot Knight],22009
3800211,[Cleanrot Knight],22004
3800220,[Cleanrot Knight],22009
3800221,[Cleanrot Knight],22004
3800230,[Cleanrot Knight],22009
3800231,[Cleanrot Knight],22009
3800232,[Cleanrot Knight],22009
3850212,[Marionette],22003
3850220,[Marionette],22003
3850230,[Marionette],22003
3850240,[Marionette],22003
3850250,[Marionette],22003
3850270,[Marionette],22001
3850271,[Marionette],22001
3850291,[Marionette],22004
3850301,[Marionette],22001
3860200,[Avionette],22004
3860210,[Avionette],22004
3860220,[Avionette],22004
3860230,[Avionette],22004
3860240,[Avionette],22004
3860241,[Avionette],22004
3860251,[Avionette],22004
3860280,[Avionette],22004
3860290,[Avionette],22004
3860310,[Avionette],22004
3901130,[Godskin Monk],29001
3901202,[Godskin Monk],29001
3901212,[Godskin Monk],29001
3901330,[Godskin Monk],29001
3901331,[Godskin Monk],29001
3901332,[Godskin Monk],29001
3910300,[Fire Prelate],22005
3910301,[Fire Prelate],22005
3910302,[Fire Prelate],22006
3910303,[Fire Prelate],22006
3910310,[Fire Prelate],22005
3910311,[Fire Prelate],22005
3910312,[Fire Prelate],22006
3910313,[Fire Prelate],22006
3910320,[Fire Prelate],22005
3910321,[Fire Prelate],22005
3910322,[Fire Prelate],22006
3910323,[Fire Prelate],22006
3910330,[Fire Prelate],22005
3910331,[Fire Prelate],22005
3910332,[Fire Prelate],22006
3910333,[Fire Prelate],22006
3910340,[Fire Prelate],22005
3910341,[Fire Prelate],22005
3910342,[Fire Prelate],22005
3910343,[Fire Prelate],22005
3910344,[Fire Prelate],22006
3910345,[Fire Prelate],22006
3910346,[Fire Prelate],22006
3910347,[Fire Prelate],22006
3910350,[Fire Prelate],22005
3910360,[Fire Prelate],22005
3910361,[Fire Prelate],22005
3910362,[Fire Prelate],22005
3910363,[Fire Prelate],22006
3910364,[Fire Prelate],22006
3910365,[Fire Prelate],22006
3910370,[Fire Prelate],22005
3910371,[Fire Prelate],22005
3910372,[Fire Prelate],22006
3910373,[Fire Prelate],22006
3910380,[Fire Prelate],22005
3910381,[Fire Prelate],22005
3910382,[Fire Prelate],22005
3910383,[Fire Prelate],22006
3910384,[Fire Prelate],22006
3910385,[Fire Prelate],22006
3950251,[Man-Serpent],20130
3950261,[Man-Serpent],20130
4070100,,13025
4070730,[Wolf] Bullet,13025
4080101,[Rat],26003
4080111,[Rat],26003
4080131,[Rat],26003
4080141,[Rat],26003
4080151,[Rat],26003
4090101,[Giant Rat],26004
4090111,[Giant Rat],26004
4090121,[Giant Rat],26004
4090131,[Giant Rat],26004
4090141,[Giant Rat],26004
4090151,[Giant Rat],26004
4090161,[Giant Rat],26004
4090171,[Giant Rat],26004
4090181,[Giant Rat],26004
4090201,[Giant Rat],26004
4101500,[Demi-Human - Large],22000
4101510,[Demi-Human - Large],22001
4101520,[Demi-Human - Large],22001
4101530,[Demi-Human - Large],22001
4101540,[Demi-Human - Large],22001
4101550,[Demi-Human - Large],22001
4101560,[Demi-Human - Large],22000
4101570,[Demi-Human - Large],22001
4101580,[Demi-Human - Large],22001
4110100,[Demi-Human Shaman],22000
4110110,[Demi-Human Shaman],22000
4110111,[Demi-Human Shaman],22000
4110112,[Demi-Human Shaman],22000
4110120,[Demi-Human Shaman],22001
4110131,[Demi-Human Shaman],22000
4110140,[Demi-Human Shaman],22000
4110141,[Demi-Human Shaman],22000
4110142,[Demi-Human Shaman],22001
4110150,[Demi-Human Shaman],22000
4120100,[Demi-Human Beastman],22002
4120110,[Demi-Human Beastman],22002
4120111,[Demi-Human Beastman],22002
4120120,[Demi-Human Beastman],22003
4120130,[Demi-Human Beastman],22002
4120131,[Demi-Human Beastman],22002
4120132,[Demi-Human Beastman],22002
4120140,[Demi-Human Beastman],22003
4120141,[Demi-Human Beastman],22003
4120150,[Demi-Human Beastman],22002
4120151,[Demi-Human Beastman],22002
4120180,[Demi-Human Beastman],22002
4120181,[Demi-Human Beastman],22002
4120182,[Demi-Human Beastman],22002
4140110,[Snail],20004
4140130,[Snail],20004
4140190,[Snail],20004
4140200,[Snail],20004
4160101,[Starved Dog 1],21004
4160102,[Starved Dog 1],22004
4160111,[Starved Dog 1],21004
4160112,[Starved Dog 1],22004
4160121,[Starved Dog 1],21004
4160122,[Starved Dog 1],22004
4160131,[Starved Dog 1],21004
4160132,[Starved Dog 1],22004
4160141,[Starved Dog 1],21004
4160142,[Starved Dog 1],22004
4160151,[Starved Dog 1],21004
4160152,[Starved Dog 1],22004
4160161,[Starved Dog 1],21004
4160162,[Starved Dog 1],22004
4160171,[Starved Dog 1],21004
4160172,[Starved Dog 1],22004
4160181,[Starved Dog 1],21004
4160182,[Starved Dog 1],22004
4160191,[Starved Dog 1],21004
4160192,[Starved Dog 1],22004
4160201,[Starved Dog 1],21004
4160202,[Starved Dog 1],22004
4160210,[Starved Dog 1],22004
4160211,[Starved Dog 1],22004
4160212,[Starved Dog 1],22004
4160213,[Starved Dog 1],22004
4160214,[Starved Dog 1],22004
4160215,[Starved Dog 1],22004
4160216,[Starved Dog 1],22004
4160217,[Starved Dog 1],22004
4161301,[Starved Dog 2],21003
4161302,[Starved Dog 2],22003
4161311,[Starved Dog 2],21003
4161312,[Starved Dog 2],22003
4161321,[Starved Dog 2],21003
4161322,[Starved Dog 2],22003
4161331,[Starved Dog 2],21003
4161332,[Starved Dog 2],22003
4161341,[Starved Dog 2],21003
4161342,[Starved Dog 2],22003
4161351,[Starved Dog 2],21003
4161352,[Starved Dog 2],22003
4161361,[Starved Dog 2],21003
4161362,[Starved Dog 2],22003
4161371,[Starved Dog 2],21003
4161372,[Starved Dog 2],22003
4161381,[Starved Dog 2],21003
4161382,[Starved Dog 2],22003
4161391,[Starved Dog 2],21003
4161392,[Starved Dog 2],22003
4161401,[Starved Dog 2],21003
4161402,[Starved Dog 2],22003
4161410,[Starved Dog 2],22003
4161411,[Starved Dog 2],22003
4161412,[Starved Dog 2],22003
4161413,[Starved Dog 2],22003
4161414,[Starved Dog 2],22003
4161415,[Starved Dog 2],22003
4161416,[Starved Dog 2],22003
4161417,[Starved Dog 2],22003
4200210,[Giant Bat],10503
4200252,[Giant Bat],22001
4241720,[Enchanted Hand - Large 2],12018
4260324,[Burial Watchdog],24012
4280160,[Giant Ant],20005
4280161,[Giant Ant],20005
4280170,[Giant Ant],20005
4280180,[Giant Ant],20005
4290100,[Bloodhound Knight],22004
4290110,[Bloodhound Knight],22004
4290120,[Bloodhound Knight],22004
4290121,[Bloodhound Knight],22004
4290130,[Bloodhound Knight],22004
4290140,[Bloodhound Knight],22007
4290150,[Bloodhound Knight],22004
4290160,[Bloodhound Knight],22004
4290170,[Bloodhound Knight],22007
4290171,[Bloodhound Knight],22004
4290172,[Bloodhound Knight],22004
4290180,[Bloodhound Knight],22004
4290190,[Bloodhound Knight],22004
4310100,[Castle Soldier],13296
4310110,[Castle Soldier],13296
4310120,[Castle Soldier],13296
4310130,[Castle Soldier],13296
4310140,[Castle Soldier],13296
4310600,[Castle Soldier],13296
4310610,[Castle Soldier],13296
4310612,[Castle Soldier],13296
4310620,[Castle Soldier],13296
4310630,[Castle Soldier],13296
4310640,[Castle Soldier],13296
4310670,[Castle Soldier],13296
4310672,[Castle Soldier],13296
4310720,[Castle Soldier],13067
4310721,[Castle Soldier],13067
4321050,[Vulgar Militia],29502
4321270,[Vulgar Militia],29501
4321271,[Vulgar Militia],29501
4321280,[Vulgar Militia],29501
4321281,[Vulgar Militia],29501
4321451,[Vulgar Militia],29502
4321700,[Vulgar Militia] Bullet,11971
4340100,[Mad Pumpkin Head],22004
4340101,[Mad Pumpkin Head],22004
4340103,[Mad Pumpkin Head],22004
4340110,[Mad Pumpkin Head],22004
4340130,[Mad Pumpkin Head],22004
4340140,[Mad Pumpkin Head],22004
4340700,[Mad Pumpkin Head],22004
4340701,[Mad Pumpkin Head],22004
4340703,[Mad Pumpkin Head],22004
4340710,[Mad Pumpkin Head],22004
4341100,[Grinning Torturer],22004
4341101,[Grinning Torturer],22004
4341103,[Grinning Torturer],22004
4341110,[Grinning Torturer],22004
4341130,[Grinning Torturer],22004
4341140,[Grinning Torturer],22004
4350106,[Castle Knight],23003
4350116,[Castle Knight],23003
4350126,[Castle Knight],23003
4350146,[Castle Knight],23003
4350156,[Castle Knight],23003
4350166,[Castle Knight],23003
4350176,[Castle Knight],23003
4350186,[Castle Knight],23003
4350196,[Castle Knight],23003
4350206,[Castle Knight],23003
4350216,[Castle Knight],23003
4350220,[Castle Knight] Bullet,26000
4350230,[Castle Knight],22010
4350240,[Castle Knight],22010
4350250,[Castle Knight],22010
4350260,[Castle Knight],22010
4350270,[Castle Knight],22010
4350300,[Castle Knight],22010
4350406,[Castle Knight],23003
4350416,[Castle Knight],23003
4350426,[Castle Knight],23003
4350436,[Castle Knight],23003
4350446,[Castle Knight],23003
4350456,[Castle Knight],23003
4350466,[Castle Knight],23003
4350476,[Castle Knight],23003
4350486,[Castle Knight],23003
4350496,[Castle Knight],23003
4350506,[Castle Knight],23003
4350516,[Castle Knight],23003
4350526,[Castle Knight],23003
4350536,[Castle Knight],23003
4350706,[Castle Knight],23003
4350716,[Castle Knight],23003
4350726,[Castle Knight],23003
4350736,[Castle Knight],23003
4350746,[Castle Knight],23003
4350756,[Castle Knight],23003
4350766,[Castle Knight],23003
4350776,[Castle Knight],23003
4381210,[Bloodthorn Exile],22003
4385300,[Fungal Sorcerer],20005
4385310,[Fungal Sorcerer],20005
4385320,[Fungal Sorcerer],20002
4420400,[Giant Lobster],24132
4420410,[Giant Lobster],24132
4420420,[Giant Lobster],24132
4420430,[Giant Lobster],24132
4420440,[Giant Lobster],24132
4420450,[Giant Lobster],24132
4420451,[Giant Lobster],24132
4420460,[Giant Lobster],24132
4420470,[Giant Lobster],24132
4420480,[Giant Lobster],24132
4420490,[Giant Lobster],24132
4420500,[Giant Lobster] Bullet,24132
4420510,[Giant Lobster],24132
4470250,[Ghiza Torturer],22007
4470251,[Ghiza Torturer],22002
4470252,[Ghiza Torturer],22002
4470253,[Ghiza Torturer],22002
4470254,[Ghiza Torturer],22002
4470255,[Ghiza Torturer],22002
4470256,[Ghiza Torturer],22002
4470257,[Ghiza Torturer],22002
4470260,[Ghiza Torturer],22007
4470261,[Ghiza Torturer],22002
4470262,[Ghiza Torturer],22002
4470263,[Ghiza Torturer],22002
4470264,[Ghiza Torturer],22002
4470265,[Ghiza Torturer],22002
4470266,[Ghiza Torturer],22002
4470267,[Ghiza Torturer],22002
4470270,[Ghiza Torturer],22002
4470271,[Ghiza Torturer],22002
4470272,[Ghiza Torturer],22002
4470273,[Ghiza Torturer],22002
4470274,[Ghiza Torturer],22002
4470275,[Ghiza Torturer],22002
4470276,[Ghiza Torturer],22002
4470280,[Ghiza Torturer],22002
4470281,[Ghiza Torturer],22002
4470282,[Ghiza Torturer],22002
4470283,[Ghiza Torturer],22002
4470284,[Ghiza Torturer],22002
4470285,[Ghiza Torturer],22002
4470286,[Ghiza Torturer],22002
4470290,[Ghiza Torturer],22007
4470291,[Ghiza Torturer],22002
4470292,[Ghiza Torturer],22002
4470293,[Ghiza Torturer],22002
4470294,[Ghiza Torturer],22002
4470300,[Ghiza Torturer],22007
4470301,[Ghiza Torturer],22002
4470302,[Ghiza Torturer],22002
4470303,[Ghiza Torturer],22002
4470304,[Ghiza Torturer],22002
4470305,[Ghiza Torturer],22002
4470310,[Ghiza Torturer],22006
4470311,[Ghiza Torturer],22002
4470312,[Ghiza Torturer],22002
4470313,[Ghiza Torturer],22002
4470320,[Ghiza Torturer],22002
4470321,[Ghiza Torturer],22002
4470322,[Ghiza Torturer],22002
4470323,[Ghiza Torturer],22002
4470324,[Ghiza Torturer],22002
4470325,[Ghiza Torturer],22002
4470326,[Ghiza Torturer],22002
4470330,[Ghiza Torturer],22007
4470331,[Ghiza Torturer],22002
4470332,[Ghiza Torturer],22002
4470333,[Ghiza Torturer],22002
4470334,[Ghiza Torturer],22002
4470335,[Ghiza Torturer],22002
4470336,[Ghiza Torturer],22002
4470337,[Ghiza Torturer],22002
4470338,[Ghiza Torturer],22002
4470339,[Ghiza Torturer],22002
4470340,[Ghiza Torturer],22002
4470341,[Ghiza Torturer],22002
4470342,[Ghiza Torturer],22002
4470343,[Ghiza Torturer],22002
4470344,[Ghiza Torturer],22002
4470345,[Ghiza Torturer],22002
4470346,[Ghiza Torturer],22002
4470347,[Ghiza Torturer],22002
4470348,[Ghiza Torturer],22002
4470349,[Ghiza Torturer],22002
4470350,[Ghiza Torturer],22002
4470360,[Ghiza Torturer],22007
4470361,[Ghiza Torturer],22002
4470362,[Ghiza Torturer],22002
4470363,[Ghiza Torturer],22002
4470364,[Ghiza Torturer],22002
4470365,[Ghiza Torturer],22002
4470366,[Ghiza Torturer],22002
4470367,[Ghiza Torturer],22002
4470368,[Ghiza Torturer],22002
4470369,[Ghiza Torturer],22002
4470370,[Ghiza Torturer],22002
