Row ID,Row Name,State Behavior Type
801010040,,0
801010050,,0
801010060,,0
801010070,,0
801020000,,0
801020010,,0
801020020,,0
801020030,,0
801020040,,0
801020050,,0
801020060,,0
801020070,,0
801030000,,0
801032000,,0
801032010,,0
801032020,,0
801032030,,0
801032040,,0
801032050,,0
801032060,,0
801032070,,0
801100000,,0
801100005,,0
801100700,,0
801100705,,0
801100710,,0
801100720,,0
801100730,,0
801100740,,0
801100750,,0
801100760,,0
801100770,,0
801101000,,0
801101005,,0
801101010,,0
801101020,,0
801101030,,0
801101040,,0
801101050,,0
801101060,,0
801101070,,0
801101200,,0
801101205,,0
801101210,,0
801101220,,0
801101230,,0
801101240,,0
801101250,,0
801101260,,0
801101270,,0
801103200,,0
801103205,,0
801103210,,0
801103220,,0
801103230,,0
801103240,,0
801103250,,0
801103260,,0
801103270,,0
801103300,,0
801103305,,0
801103310,,0
801103320,,0
801103330,,0
801103340,,0
801103350,,0
801103360,,0
801103370,,0
801105000,,0
801105005,,0
801105010,,0
801105020,,0
801105030,,0
801105040,,0
801105050,,0
801105060,,0
801105070,,0
801110000,,0
801110005,,0
801110010,,0
801110020,,0
801110030,,0
801110040,,0
801110050,,0
801110060,,0
801110070,,0
801200000,,0
801202000,,0
801202010,,0
801202020,,0
801202030,,0
801202040,,0
801202050,,0
801202060,,0
801202070,,0
801203000,,0
801203010,,0
801203020,,0
801203030,,0
801203040,,0
801203050,,0
801203060,,0
801203070,,0
801203200,,0
801203210,,0
801203220,,0
801203230,,0
801203240,,0
801203250,,0
801203260,,0
801203270,,0
801205000,,0
801205010,,0
801205020,,0
801205030,,0
801205040,,0
801205050,,0
801205060,,0
801205070,,0
801300000,,0
801301200,,0
801301210,,0
801301220,,0
801301230,,0
801301240,,0
801301250,,0
801301260,,0
801301270,,0
801303200,,0
801303210,,0
801303220,,0
801303230,,0
801303240,,0
801303250,,0
801303260,,0
801303270,,0
802000000,,0
802001200,,0
802001210,,0
802001220,,0
802001230,,0
802001240,,0
802001250,,0
802001260,,0
802001270,,0
802003200,,0
802003210,,0
802003220,,0
802003230,,0
802003240,,0
802003250,,0
802003260,,0
802003270,,0
802003800,,0
802003810,,0
802003820,,0
802003830,,0
802003840,,0
802003850,,0
802003860,,0
802003870,,0
802004000,,0
802004010,,0
802004020,,0
802004030,,0
802004040,,0
802004050,,0
802004060,,0
802004070,,0
802100000,,0
802101000,,0
802101010,,0
802101020,,0
802101030,,0
802101040,,0
802101050,,0
802101060,,0
802101070,,0
802101200,,0
802101210,,0
802101220,,0
802101230,,0
802101240,,0
802101250,,0
802101260,,0
802101270,,0
802102000,,0
802102010,,0
802102020,,0
802102030,,0
802102040,,0
802102050,,0
802102060,,0
802102070,,0
802103000,,0
802103010,,0
802103020,,0
802103030,,0
802103040,,0
802103050,,0
802103060,,0
802103070,,0
802104200,,0
802104210,,0
802104220,,0
802104230,,0
802104240,,0
802104250,,0
802104260,,0
802104270,,0
802105000,,0
802105010,,0
802105020,,0
802105030,,0
802105040,,0
802105050,,0
802105060,,0
802105070,,0
802105200,,0
802105210,,0
802105220,,0
802105230,,0
802105240,,0
802105250,,0
802105260,,0
802105270,,0
802200000,,0
802200005,,0
802210000,,0
802210005,,0
802300000,,0
802300005,,0
802400000,,0
802402000,,0
802402010,,0
802402020,,0
802402030,,0
802402040,,0
802402050,,0
802402060,,0
802402070,,0
802402200,,0
802402210,,0
802402220,,0
802402230,,0
802402240,,0
802402250,,0
802402260,,0
802402270,,0
802500000,,0
802500010,,0
802500020,,0
802500030,,0
802500040,,0
802500050,,0
802500060,,0
802500070,,0
802600000,,0
802600010,,0
802600020,,0
802600030,,0
802600040,,0
802600050,,0
802600060,,0
802600070,,0
802700000,,0
802700010,,0
802700020,,0
802700030,,0
802700040,,0
802700050,,0
802700060,,0
802700070,,0
802730000,,0
802730010,,0
802730020,,0
802730030,,0
802730040,,0
802730050,,0
802730060,,0
802730070,,0
802800000,,0
802803200,,0
802803210,,0
802803220,,0
802803230,,0
802803240,,0
802803250,,0
802803260,,0
802803270,,0
802900000,,0
802900005,,0
802900010,,0
802900020,,0
802900030,,0
802900040,,0
802900050,,0
802900060,,0
802900070,,0
803000000,,0
803000010,,0
803000020,,0
803000030,,0
803000040,,0
803000050,,0
803000060,,0
803000070,,0
803100000,,0
803200000,,0
803210000,,0
807000000,,0
807000010,,0
807000020,,0
807000030,,0
807000040,,0
807000050,,0
807000060,,0
807000070,,0
807001000,,0
807001010,,0
807001020,,0
807001030,,0
807001040,,0
807001050,,0
807001060,,0
807001070,,0
807001200,,0
807001210,,0
807001220,,0
807001230,,0
807001240,,0
807001250,,0
807001260,,0
807001270,,0
807001400,,0
807001410,,0
807001420,,0
807001430,,0
807001440,,0
807001450,,0
807001460,,0
807001470,,0
807002000,,0
807002010,,0
807002020,,0
807002030,,0
807002040,,0
807002050,,0
807002060,,0
807002070,,0
807003000,,0
807003010,,0
807003020,,0
807003030,,0
807003040,,0
807003050,,0
807003060,,0
807003070,,0
807100000,,0
