Row ID,Row Name,Is Charge Attack 3
26000,,True
27000,,True
28000,,True
29010,,True
29020,,True
29021,,True
29030,,True
29040,,True
29041,,True
29050,,True
29051,,True
29052,,True
29053,,True
29054,,True
29055,,True
29065,,True
29066,,True
29070,,True
29100,,True
29101,,True
29110,,True
29111,,True
29120,,True
30000,,True
30001,,True
30002,,True
30003,,True
30004,,True
30005,,True
30006,,True
30007,,True
30008,,True
30009,,True
30010,,True
30011,,True
30012,,True
30013,,True
30014,,True
30015,,True
30016,,True
30017,,True
30018,,True
30019,,True
30020,,True
30021,,True
30022,,True
30023,,True
30024,,True
30025,,True
30026,,True
30027,,True
30028,,True
30029,,True
30030,,True
40000,Glintstone Pebble,True
40010,Great Glintstone Shard,True
40070,Glintstone Arc,True
40100,Swift Glintstone Shard,True
40200,Comet,True
40201,Comet,True
40210,Comet,True
40211,Comet,True
40212,Comet [Hit],True
40300,Shard Spiral - Emitted,True
40301,Shard Spiral [Hit],True
40400,Glintstone Stars,True
40401,Glintstone Stars,True
40402,Glintstone Stars,True
40405,Glintstone Stars,True
40406,Glintstone Stars,True
40407,Glintstone Stars,True
40500,Star Shower,True
40501,Star Shower,True
40502,Star Shower,True
40503,Star Shower,True
40504,Star Shower,True
40505,Star Shower,True
40510,Star Shower,True
40511,Star Shower,True
40512,Star Shower,True
40513,Star Shower,True
40514,Star Shower,True
40515,Star Shower,True
40600,Crystal Barrage,True
40601,Crystal Barrage,True
40800,Cannon of Haima,True
40801,Cannon of Haima,True
40805,Cannon of Haima,True
40806,Cannon of Haima,True
40900,Crystal Burst,True
40905,Crystal Burst,True
41000,Shatter Earth,True
41001,Shatter Earth,True
41002,Shatter Earth,True
41003,Shatter Earth,True
41004,Shatter Earth,True
41100,Rock Blaster,True
41101,Shatter Earth,True
41102,Rock Blaster,True
41103,Rock Blaster,True
41200,Gavel of Haima,True
41201,Gavel of Haima,True
41205,Gavel of Haima,True
41206,Gavel of Haima,True
41300,Terra Magicus,True
42000,Comet Azur,True
42001,Comet Azur,True
42002,Comet Azur,True
42003,Comet Azur,True
42004,Comet Azur,True
42100,Founding Rain of Stars,True
42105,Founding Rain of Stars,True
42200,Stars of Ruin,True
42201,Stars of Ruin,True
42202,Stars of Ruin,True
42203,Stars of Ruin,True
42204,Stars of Ruin,True
42205,Stars of Ruin,True
42206,Stars of Ruin,True
42207,Stars of Ruin,True
42210,Stars of Ruin,True
42211,Stars of Ruin,True
42212,Stars of Ruin,True
42213,Stars of Ruin,True
42214,Stars of Ruin,True
42215,Stars of Ruin,True
42216,Stars of Ruin,True
42217,Stars of Ruin,True
43000,Glintblade Phalanx,True
43001,Glintblade Phalanx,True
43010,Carian Phalanx,True
43011,Carian Phalanx,True
43020,Greatblade Phalanx,True
43021,Greatblade Phalanx,True
43600,Rennala's Full Moon,True
43601,Rennala's Full Moon,True
43610,Ranni's Dark Moon,True
43611,Ranni's Dark Moon,True
43700,Magic Downpour,True
43701,Magic Downpour,True
43702,Magic Downpour,True
43703,Magic Downpour,True
43704,Magic Downpour,True
43705,Magic Downpour,True
43706,Magic Downpour,True
43707,Magic Downpour,True
43708,Magic Downpour,True
43709,Magic Downpour,True
43710,Magic Downpour,True
43711,Magic Downpour,True
43800,Loretta's Greatbow,True
43801,Loretta's Greatbow,True
43805,Loretta's Greatbow,True
43806,Loretta's Greatbow,True
43810,Loretta's Greatbow,True
43811,Loretta's Mastery,True
43815,Loretta's Mastery,True
43816,Loretta's Mastery,True
43900,Magic Glintblade,True
43905,Magic Glintblade,True
44000,Glintstone Icecrag,True
44100,Zamor Ice Storm,True
44101,Zamor Ice Storm,True
44105,Zamor Ice Storm,True
44106,Zamor Ice Storm,True
44200,Freezing Mist,True
44205,Freezing Mist,True
44300,Carian Greatsword,True
44301,Carian Greatsword,True
44305,Carian Greatsword,True
44306,Carian Greatsword,True
44307,Carian Greatsword,True
44308,Carian Greatsword,True
44310,Adula's Moonblade,True
44311,Adula's Moonblade,True
44315,Adula's Moonblade,True
44316,Adula's Moonblade,True
44317,Adula's Moonblade,True
44318,Adula's Moonblade,True
44319,Adula's Moonblade,True
44400,Carian Slicer,True
44401,Carian Slicer,True
44405,Carian Slicer,True
44406,Carian Slicer,True
44407,Carian Slicer,True
44408,Carian Slicer,True
44500,Carian Piercer,True
44501,Carian Piercer,True
44505,Carian Piercer,True
44506,Carian Piercer,True
44800,Lucidity,True
45000,Shattering Crystal,True
45001,Shattering Crystal,True
45002,Shattering Crystal,True
45005,Shattering Crystal,True
45006,Shattering Crystal,True
45007,Shattering Crystal,True
45100,Crystal Release,True
45101,Crystal Release,True
45200,Crystal Torrent,True
45201,Crystal Torrent,True
46000,Ambush Shard,True
46100,Night Shard,True
46200,Night Comet,True
46201,Night Comet,True
46202,Night Comet,True
46300,,True
46301,,True
46400,Carian Retaliation,True
46401,Carian Retaliation,True
46410,Carian Retaliation <unused>,True
46411,Carian Retaliation <unused>,True
46420,Carian Retaliation <unused>,True
46421,Carian Retaliation <unused>,True
46701,Unseen Form,True
47000,Meteorite,True
47001,Meteorite,True
47010,Meteorite of Astel,True
47011,Meteorite of Astel,True
47100,Rock Sling,True
47200,Gravity Well,True
47205,Gravity Well,True
47210,Collapsing Stars,True
47211,Collapsing Stars,True
47215,Collapsing Stars,True
47216,Collapsing Stars,True
48000,Magma Shot,True
48001,Magma Shot,True
48003,Magma Shot,True
48005,Magma Shot,True
48006,Magma Shot,True
48007,Magma Shot,True
48100,Gelmir's Fury,True
48107,Gelmir's Fury,True
48200,Roiling Magma,True
48201,Roiling Magma,True
48202,Roiling Magma,True
48203,Roiling Magma,True
48204,Roiling Magma,True
48205,Roiling Magma,True
48206,Roiling Magma,True
48210,Roiling Magma,True
48211,Roiling Magma,True
48212,Roiling Magma,True
48213,Roiling Magma,True
48214,Roiling Magma,True
48215,Roiling Magma,True
48216,Roiling Magma,True
48300,Rykard's Rancor,True
49000,Briars of Sin,True
49001,Briars of Sin,True
49002,Briars of Sin,True
49100,Briars of Punishment,True
49101,Briars of Punishment,True
50000,Rancorcall,True
50005,Rancorcall,True
50010,Ancient Death Rancor,True
50011,Ancient Death Rancor,True
50015,Ancient Death Rancor,True
50016,Ancient Death Rancor,True
50100,Explosive Ghostflame,True
50101,Explosive Ghostflame,True
50200,Fia's Mist,True
50205,Fia's Mist,True
50300,Tibia's Summons,True
50400,Death Lightning,True
50401,Death Lightning,True
50402,Death Lightning,True
50405,Death Lightning,True
50406,Death Lightning,True
50407,Death Lightning,True
51000,Oracle Bubbles,True
51005,Oracle Bubbles,True
51010,Great Oracular Bubble,True
51015,Great Oracular Bubble,True
60000,Catch Flame,True
60001,Catch Flame,True
60010,Catch Flame,True
60011,Catch Flame,True
60015,Catch Flame,True
60016,Catch Flame,True
60100,Flame Sling,True
60101,Flame Sling,True
60102,Flame Sling,True
60103,Flame Sling,True
60200,,True
60201,,True
60202,,True
60205,,True
60206,,True
60207,,True
60300,,True
60305,,True
60400,,True
61000,Giantsflame Take Thee,True
61005,Giantsflame Take Thee,True
61100,Flame of the Fell God,True
61101,Flame of the Fell God,True
61200,,True
61201,,True
61202,,True
61203,,True
61204,,True
61205,,True
61206,,True
62100,Black Flame,True
62101,Black Flame,True
62105,Black Flame,True
62106,Black Flame,True
62200,,True
62300,Scouring Black Flame,True
62305,Scouring Black Flame,True
62400,Noble Presence,True
62401,Noble Presence,True
62405,Noble Presence,True
62406,Noble Presence,True
62500,Black Flame Ritual,True
62501,Black Flame Ritual,True
62502,Black Flame Ritual,True
62503,Black Flame Ritual,True
62505,Black Flame Ritual,True
62506,Black Flame Ritual,True
62507,Black Flame Ritual,True
62508,Black Flame Ritual,True
63000,Bloodflame Talons,True
63100,Bloodboon,True
63101,Bloodboon,True
63300,Barrier of Gold,True
63301,Barrier of Gold,True
63400,Protection of the Erdtree,True
63401,Protection of the Erdtree,True
64000,Rejection,True
64005,Rejection,True
64100,Wrath of Gold,True
64105,Wrath of Gold,True
64200,Urgent Heal,True
64201,Urgent Heal,True
64210,Heal,True
64211,Heal,True
64220,Great Heal,True
64221,Great Heal,True
64230,Lord's Heal,True
64231,Lord's Heal,True
64240,Erdtree Heal,True
64241,Erdtree Heal,True
64300,Blessing's Boon,True
64301,Blessing's Boon,True
64310,Blessing of the Erdtree,True
64311,Blessing of the Erdtree,True
64400,Cure Poison,True
64410,Lord's Aid,True
64411,Lord's Aid,True
64900,Lord's Divine Fortification,True
64901,Lord's Divine Fortification,True
65000,Night Maiden's Mist,True
65001,Night Maiden's Mist,True
65005,Night Maiden's Mist,True
65006,Night Maiden's Mist,True
65101,Assassin's Approach,True
65200,Shadow Bait,True
65201,Shadow Bait,True
65300,Darkness,True
65301,Darkness,True
66000,Golden Vow,True
67000,Discus of Light,True
67001,Discus of Light,True
67002,Discus of Light,True
67003,Discus of Light,True
67010,Triple Rings of Light,True
67011,Triple Rings of Light,True
67012,Triple Rings of Light,True
67013,Triple Rings of Light,True
67014,Triple Rings of Light,True
67100,Radagon's Rings of Light,True
67105,Radagon's Rings of Light,True
67200,Elden Stars,True
67201,Elden Stars,True
67202,Elden Stars,True
67300,Law of Regression,True
67301,Law of Regression,True
67500,Litany of Proper Death,True
67600,Law of Causality,True
67601,Law of Causality,True
67800,Order Healing,True
68000,Bestial Sling,True
68100,Stone of Gurranq,True
68101,Stone of Gurranq,True
68200,Beast Claw,True
68201,Beast Claw,True
68205,Beast Claw,True
68206,Beast Claw,True
68300,Gurranq's Beast Claw,True
68600,Bestial Constitution,True
69000,Lightning Spear,True
69001,Lightning Spear,True
69005,Lightning Spear,True
69006,Lightning Spear,True
69100,Ancient Dragons' Lightning Strike,True
69101,Ancient Dragons' Lightning Strike,True
69105,Ancient Dragons' Lightning Strike,True
69106,Ancient Dragons' Lightning Strike,True
69200,Lightning Strike,True
69201,Lightning Strike,True
69210,Frozen Lightning Spear,True
69211,Frozen Lightning Spear,True
69212,Frozen Lightning Spear,True
69300,Honed Bolt,True
69301,Honed Bolt,True
69400,Ancient Dragons' Lightning Spear,True
69401,Ancient Dragons' Lightning Spear,True
69402,Ancient Dragons' Lightning Spear,True
69410,Fortissax's Lightning Spear,True
69411,Fortissax's Lightning Spear,True
69412,Fortissax's Lightning Spear,True
69415,Fortissax's Lightning Spear,True
69416,Fortissax's Lightning Spear,True
69417,Fortissax's Lightning Spear,True
69500,Lansseax's Glaive,True
69501,Lansseax's Glaive,True
69502,Lansseax's Glaive,True
70000,Dragonfire,True
70010,Agheel's Flame,True
70100,Magma Breath,True
70101,Magma Breath,True
70102,Magma Breath,True
70109,Magma Breath,True
70110,Theodorix's Magma,True
70111,Theodorix's Magma,True
70112,Theodorix's Magma,True
70119,Theodorix's Magma,True
70200,Dragonice,True
70210,Borealis's Mist,True
70300,Rotten Breath,True
70310,Ekzykes's Decay,True
70400,Glintstone Breath,True
70410,Smarag's Glintstone Breath,True
70500,Placidusax's Ruin,True
70501,Placidusax's Ruin,True
70502,Placidusax's Ruin,True
70600,Dragonclaw,True
70601,Dragonclaw,True
70602,Dragonclaw,True
70603,Dragonclaw,True
70605,Dragonclaw,True
70606,Dragonclaw,True
70800,Dragonmaw,True
70900,Greyoll's Roar,True
72000,Pest Threads,True
72100,Swarm of Flies,True
72101,Swarm of Flies,True
72200,Poison Mist,True
72400,Scarlet Aeonia,True
72401,Scarlet Aeonia,True
72402,Scarlet Aeonia,True
73000,Inescapable Frenzy,True
73001,Inescapable Frenzy,True
73002,Inescapable Frenzy,True
73010,Inescapable Frenzy,True
73100,The Flame of Frenzy,True
73101,The Flame of Frenzy,True
73105,The Flame of Frenzy,True
73106,The Flame of Frenzy,True
73109,The Flame of Frenzy,True
73110,Unendurable Frenzy,True
73111,Unendurable Frenzy,True
73112,Unendurable Frenzy,True
73200,Frenzied Burst,True
73205,Frenzied Burst,True
73300,Howl of Shabriri,True
73301,Howl of Shabriri,True
75000,Aspects of the Crucible: Tail,True
75005,Aspects of the Crucible: Tail,True
75100,Aspects of the Crucible: Horns,True
75101,Aspects of the Crucible: Horns,True
75105,Aspects of the Crucible: Horns,True
75106,Aspects of the Crucible: Horns,True
75200,Aspects of the Crucible: Breath,True
75300,Black Blade,True
75301,Black Blade,True
75302,Black Blade,True
75303,Black Blade,True
75304,Black Blade,True
75305,Black Blade,True
75306,Black Blade,True
75307,Black Blade,True
79000,Fire's Deadly Sin,True
79001,Fire's Deadly Sin,True
79005,Fire's Deadly Sin,True
79006,Fire's Deadly Sin,True
79009,Fire's Deadly Sin,True
79030,Golden Lightning Fortification,True
79031,Golden Lightning Fortification,True
79980,Giantsflame Take Thee,True
79981,Rock Sling,True
79982,Stone of Gurranq,True
79983,Bloodflame Talons,True
79984,Thops's Barrier,True
79985,,True
79986,,True
79987,,True
79990,Ancient Dragons' Lightning Strike,True
79991,Noble Presence,True
90000,,False
90010,,False
90020,,False
90030,,False
90040,,False
90050,,False
90100,,False
90105,,False
90110,,False
90115,,False
90120,,False
90125,,False
90130,,False
90140,,False
90150,,False
90155,,False
90160,,False
90165,,False
90180,,False
90200,,False
90203,,False
90210,,False
90213,,False
90220,,False
90230,,False
90233,,False
90240,,False
90250,,False
90300,,False
90305,,False
90310,,False
90315,,False
90320,,False
90323,,False
90325,,False
90328,,False
90330,,False
90333,,False
90340,,False
90350,,False
90355,,False
90360,,False
90365,,False
90380,,False
90381,,False
90400,,False
90410,,False
90420,,False
90430,,False
90440,,False
90450,,False
90460,,True
90470,,True
90480,,True
90500,,True
90501,,True
90505,,True
90509,,True
90510,,True
90511,,True
90515,,True
90516,,True
90517,,True
90520,,True
90530,,True
90540,,True
90550,,True
90560,,True
90561,,True
90590,,True
90591,,True
90600,,False
90605,,False
90610,,False
90630,,False
90632,,False
90635,,False
90640,,False
90642,,False
90645,,False
90650,,False
90660,,False
90665,,False
90700,,False
90705,,False
90710,,False
90730,,False
90732,,False
90735,,False
90740,,False
90742,,False
90745,,False
90750,,False
90760,,False
90765,,False
100000,Default - Dagger,False
100010,Default - Dagger,False
100020,Default - Dagger,False
100030,Default - Dagger,False
100040,Default - Dagger,False
100050,Default - Dagger,False
100100,Default - Dagger,False
100105,Default - Dagger,False
100110,Default - Dagger,False
100115,Default - Dagger,False
100120,Default - Dagger,False
100125,Default - Dagger,False
100130,Default - Dagger,False
100140,Default - Dagger,False
100150,Default - Dagger,False
100155,Default - Dagger,False
100160,Default - Dagger,False
100165,Default - Dagger,False
100180,Default - Dagger,False
100200,Default - Dagger,False
100210,Default - Dagger,False
100220,Default - Dagger,False
100230,Default - Dagger,False
100240,Default - Dagger,False
100250,Default - Dagger,False
100300,Default - Dagger,False
100305,Default - Dagger,False
100310,Default - Dagger,False
100315,Default - Dagger,False
100320,Default - Dagger,False
100325,Default - Dagger,False
100330,Default - Dagger,False
100340,Default - Dagger,False
100350,Default - Dagger,False
100355,Default - Dagger,False
100360,Default - Dagger,False
100365,Default - Dagger,False
100380,Default - Dagger,False
100400,Default - Dagger,False
100410,Default - Dagger,False
100420,Default - Dagger,False
100430,Default - Dagger,False
100440,Default - Dagger,False
100450,Default - Dagger,False
100460,Default - Dagger,True
100470,Default - Dagger,True
100480,Default - Dagger,True
100500,Default - Dagger,True
100505,Default - Dagger,True
100509,Default - Dagger,True
100510,Default - Dagger,True
100515,Default - Dagger,True
100516,Default - Dagger,True
100520,Default - Dagger,True
100530,Default - Dagger,True
100540,Default - Dagger,True
100550,Default - Dagger,True
100560,Default - Dagger,True
100561,Default - Dagger,True
100590,Default - Dagger,True
100591,Default - Dagger,True
100600,Default - Dagger,True
100605,Default - Dagger,False
100610,Default - Dagger,False
100630,Default - Dagger,False
100632,Default - Dagger,False
100635,Default - Dagger,False
100640,Default - Dagger,False
100642,Default - Dagger,False
100645,Default - Dagger,False
100650,Default - Dagger,False
100660,Default - Dagger,False
100665,Default - Dagger,False
100700,Default - Dagger,False
100705,Default - Dagger,False
100710,Default - Dagger,False
100730,Default - Dagger,False
100732,Default - Dagger,False
100735,Default - Dagger,False
100740,Default - Dagger,False
100742,Default - Dagger,False
100745,Default - Dagger,False
100750,Default - Dagger,False
100760,Default - Dagger,False
100765,Default - Dagger,False
100800,Default - Dagger,False
100805,Default - Dagger,False
100806,Default - Dagger,False
100810,Default - Dagger,False
100815,Default - Dagger,False
100820,Default - Dagger,False
100825,Default - Dagger,False
100830,Default - Dagger,False
100835,Default - Dagger,False
100836,Default - Dagger,False
100860,Default - Dagger,False
100865,Default - Dagger,False
100870,Default - Dagger,False
100875,Default - Dagger,False
100880,Default - Dagger,False
100885,Default - Dagger,False
100890,Default - Dagger,False
100895,Default - Dagger,False
103100,Glintstone Kris,False
103105,Glintstone Kris,False
103110,Glintstone Kris,False
103115,Glintstone Kris,False
103300,Glintstone Kris,False
103305,Glintstone Kris,False
103310,Glintstone Kris,False
103315,Glintstone Kris,False
109300,Celebrant's Sickle - Great Knife - Ivory Sickle,False
109305,Celebrant's Sickle - Great Knife - Ivory Sickle,False
109310,Celebrant's Sickle - Great Knife - Ivory Sickle,False
109315,Celebrant's Sickle - Great Knife - Ivory Sickle,False
110800,Wakizashi,False
110805,Wakizashi,False
110806,Wakizashi,False
110810,Wakizashi,False
110815,Wakizashi,False
110816,Wakizashi,False
110820,Wakizashi,False
110825,Wakizashi,False
110826,Wakizashi,False
110830,Wakizashi,False
110835,Wakizashi,False
110836,Wakizashi,False
110860,Wakizashi,False
110865,Wakizashi,False
110866,Wakizashi,False
110870,Wakizashi,False
110875,Wakizashi,False
110876,Wakizashi,False
110880,Wakizashi,False
110885,Wakizashi,False
110886,Wakizashi,False
110890,Wakizashi,False
110895,Wakizashi,False
110896,Wakizashi,False
115100,Blade of Calling,False
115101,Blade of Calling,False
115105,Blade of Calling,False
115106,Blade of Calling,False
115110,Blade of Calling,False
115111,Blade of Calling,False
115115,Blade of Calling,False
115116,Blade of Calling,False
115117,Blade of Calling,False
115300,Blade of Calling,False
115301,Blade of Calling,False
115305,Blade of Calling,False
115306,Blade of Calling,False
115310,Blade of Calling,False
115311,Blade of Calling,False
115315,Blade of Calling,False
115316,Blade of Calling,False
115317,Blade of Calling,False
200000,Default - Straight Sword,False
200010,Default - Straight Sword,False
200020,Default - Straight Sword,False
200030,Default - Straight Sword,False
200040,Default - Straight Sword,False
200100,Default - Straight Sword,False
200105,Default - Straight Sword,False
200110,Default - Straight Sword,False
200115,Default - Straight Sword,False
200120,Default - Straight Sword,False
200125,Default - Straight Sword,False
200130,Default - Straight Sword,False
200140,Default - Straight Sword,False
200150,Default - Straight Sword,False
200155,Default - Straight Sword,False
200160,Default - Straight Sword,False
200165,Default - Straight Sword,False
200180,Default - Straight Sword,False
200200,Default - Straight Sword,False
200210,Default - Straight Sword,False
200220,Default - Straight Sword,False
200230,Default - Straight Sword,False
200240,Default - Straight Sword,False
200300,Default - Straight Sword,False
200305,Default - Straight Sword,False
200310,Default - Straight Sword,False
200315,Default - Straight Sword,False
200320,Default - Straight Sword,False
200325,Default - Straight Sword,False
200330,Default - Straight Sword,False
200340,Default - Straight Sword,False
200350,Default - Straight Sword,False
200355,Default - Straight Sword,False
200360,Default - Straight Sword,False
200365,Default - Straight Sword,False
200380,Default - Straight Sword,False
200400,Default - Straight Sword,False
200410,Default - Straight Sword,False
200420,Default - Straight Sword,False
200430,Default - Straight Sword,False
200440,Default - Straight Sword,False
200460,Default - Straight Sword,True
200470,Default - Straight Sword,True
200480,Default - Straight Sword,True
200500,Default - Straight Sword,True
200505,Default - Straight Sword,True
200509,Default - Straight Sword,True
200510,Default - Straight Sword,True
200515,Default - Straight Sword,True
200516,Default - Straight Sword,True
200520,Default - Straight Sword,True
200530,Default - Straight Sword,True
200540,Default - Straight Sword,True
200550,Default - Straight Sword,True
200560,Default - Straight Sword,True
200561,Default - Straight Sword,True
200590,Default - Straight Sword,True
200591,Default - Straight Sword,True
200600,Default - Straight Sword,False
200605,Default - Straight Sword,False
200610,Default - Straight Sword,False
200630,Default - Straight Sword,False
200632,Default - Straight Sword,False
200635,Default - Straight Sword,False
200640,Default - Straight Sword,False
200642,Default - Straight Sword,False
200645,Default - Straight Sword,False
200650,Default - Straight Sword,False
200660,Default - Straight Sword,False
200665,Default - Straight Sword,False
200700,Default - Straight Sword,False
200705,Default - Straight Sword,False
200710,Default - Straight Sword,False
200730,Default - Straight Sword,False
200732,Default - Straight Sword,False
200735,Default - Straight Sword,False
200740,Default - Straight Sword,False
200742,Default - Straight Sword,False
200745,Default - Straight Sword,False
200750,Default - Straight Sword,False
200760,Default - Straight Sword,False
200765,Default - Straight Sword,False
200800,Default - Straight Sword,False
200805,Default - Straight Sword,False
200810,Default - Straight Sword,False
200815,Default - Straight Sword,False
200820,Default - Straight Sword,False
200825,Default - Straight Sword,False
200830,Default - Straight Sword,False
200835,Default - Straight Sword,False
200860,Default - Straight Sword,False
200865,Default - Straight Sword,False
200870,Default - Straight Sword,False
200875,Default - Straight Sword,False
200880,Default - Straight Sword,False
200885,Default - Straight Sword,False
200890,Default - Straight Sword,False
200895,Default - Straight Sword,False
201100,Broadsword - Cane Sword,False
201105,Broadsword - Cane Sword,False
201110,Broadsword - Cane Sword,False
201115,Broadsword - Cane Sword,False
201130,Broadsword - Cane Sword,False
201330,Broadsword - Cane Sword,False
202100,Carian Knight's Sword - Lazuli Glintstone Sword,False
202105,Carian Knight's Sword - Lazuli Glintstone Sword,False
202110,Carian Knight's Sword - Lazuli Glintstone Sword,False
202115,Carian Knight's Sword - Lazuli Glintstone Sword,False
202300,Carian Knight's Sword - Lazuli Glintstone Sword,False
202305,Carian Knight's Sword - Lazuli Glintstone Sword,False
202310,Carian Knight's Sword - Lazuli Glintstone Sword,False
202315,Carian Knight's Sword - Lazuli Glintstone Sword,False
203001,,False
203100,Carian Knight's Sword - Lazuli Glintstone Sword,False
203105,Carian Knight's Sword - Lazuli Glintstone Sword,False
203110,Carian Knight's Sword - Lazuli Glintstone Sword,False
203115,Carian Knight's Sword - Lazuli Glintstone Sword,False
203300,Carian Knight's Sword - Lazuli Glintstone Sword,False
203305,Carian Knight's Sword - Lazuli Glintstone Sword,False
203310,Carian Knight's Sword - Lazuli Glintstone Sword,False
203315,Carian Knight's Sword - Lazuli Glintstone Sword,False
209100,Short Sword,False
209105,Short Sword,False
209110,Short Sword,False
209115,Short Sword,False
209300,Short Sword,False
209305,Short Sword,False
209310,Short Sword,False
209315,Short Sword,False
210100,Miquellan Knight's Sword,False
210105,Miquellan Knight's Sword,False
210110,Miquellan Knight's Sword,False
210115,Miquellan Knight's Sword,False
210300,Miquellan Knight's Sword,False
210305,Miquellan Knight's Sword,False
210310,Miquellan Knight's Sword,False
210315,Miquellan Knight's Sword,False
211100,Warhawk's Talon,False
211101,Warhawk's Talon,False
211105,Warhawk's Talon,False
211106,Warhawk's Talon,False
211110,Warhawk's Talon,False
211115,Warhawk's Talon,False
211116,Warhawk's Talon,False
211300,Warhawk's Talon,False
211301,Warhawk's Talon,False
211305,Warhawk's Talon,False
211306,Warhawk's Talon,False
211310,Warhawk's Talon,False
211315,Warhawk's Talon,False
211316,Warhawk's Talon,False
212200,Ornamental Straight Sword,False
212201,Ornamental Straight Sword,False
212210,Ornamental Straight Sword,False
212211,Ornamental Straight Sword,False
212220,Ornamental Straight Sword,False
212221,Ornamental Straight Sword,False
212230,Ornamental Straight Sword,False
212231,Ornamental Straight Sword,False
212300,Ornamental Straight Sword,False
212305,Ornamental Straight Sword,False
212310,Ornamental Straight Sword,False
212315,Ornamental Straight Sword,False
212320,Ornamental Straight Sword,False
212321,Ornamental Straight Sword,False
212325,Ornamental Straight Sword,False
212326,Ornamental Straight Sword,False
212330,Ornamental Straight Sword,False
212331,Ornamental Straight Sword,False
212340,Ornamental Straight Sword,False
212341,Ornamental Straight Sword,False
212350,Ornamental Straight Sword,False
212351,Ornamental Straight Sword,False
212355,Ornamental Straight Sword,False
212360,Ornamental Straight Sword,False
212366,Ornamental Straight Sword,False
212380,Ornamental Straight Sword,False
300000,Default - Greatsword,False
300010,Default - Greatsword,False
300020,Default - Greatsword,False
300030,Default - Greatsword,False
300100,Default - Greatsword,False
300105,Default - Greatsword,False
300110,Default - Greatsword,False
300115,Default - Greatsword,False
300120,Default - Greatsword,False
300125,Default - Greatsword,False
300130,Default - Greatsword,False
300140,Default - Greatsword,False
300150,Default - Greatsword,False
300155,Default - Greatsword,False
300160,Default - Greatsword,False
300165,Default - Greatsword,False
300180,Default - Greatsword,False
300200,Default - Greatsword,False
300210,Default - Greatsword,False
