Row ID,Row Name,Event Flag
100250,[Preceptor Seluvis] Glintstone Pebble,120500
100251,[Preceptor Seluvis] Glintstone Arc,120510
100252,[Preceptor Seluvis] Starlight,120520
100275,[Preceptor Seluvis] Carian Phalanx,120750
100276,[Preceptor Seluvis] Glintstone Icecrag,120760
100277,[Preceptor Seluvis] Freezing Mist,120770
100278,[Preceptor Seluvis] Carian Retaliation,120780
100279,[Preceptor Seluvis] Glintstone Cometshard,120790
100280,[Preceptor Seluvis] Star Shower,120800
100281,[Preceptor Seluvis] Great Glintstone Shard,120810
100282,[Preceptor Seluvis] Swift Glintstone Shard,120820
100283,[Preceptor Seluvis] Glintblade Phalanx,120830
100284,[Preceptor Seluvis] Carian Slicer,120840
100300,[Preceptor Seluvis - Ranni Quest] Finger Maiden Therolina Puppet,130000
100301,[Preceptor Seluvis - Ranni Quest] Dolores the Sleeping Arrow Puppet,130010
100302,[Preceptor Seluvis - Ranni Quest] Jarwight Puppet,130020
100310,[Preceptor Seluvis - Dung Eater Quest] Dung Eater Puppet,130100
100325,[Pidia, Carian Servant] Glintstone Craftsman's Cookbook [7],67470
100326,[Pidia, Carian Servant] Ritual Pot,66450
100329,[Pidia, Carian Servant] Old Fang,130290
100330,[Pidia, Carian Servant] Slumbering Egg,130300
100334,[Pidia, Carian Servant] Ash of War: Carian Retaliation,130340
100335,[Pidia, Carian Servant] Celestial Dew,130350
100336,[Pidia, Carian Servant] Larval Tear,130360
100337,[Pidia, Carian Servant] Budding Horn,130370
100338,[Pidia, Carian Servant] Ripple Blade,130380
100339,[Pidia, Carian Servant] Black Leather Shield,130390
100350,[Brother Corhyn] Rejection,130500
100351,[Brother Corhyn] Urgent Heal,130510
100352,[Brother Corhyn] Heal,130520
100353,[Brother Corhyn] Cure Poison,130530
100354,[Brother Corhyn] Flame Fortification,130540
100355,[Brother Corhyn] Magic Fortification,130550
100356,[Brother Corhyn] Catch Flame,130560
100357,[Brother Corhyn] Flame Sling,130570
100358,[Brother Corhyn - Altus Plateau] Great Heal,130580
100359,[Brother Corhyn - Altus Plateau] Lightning Fortification,130590
100360,[Brother Corhyn - Goldmask] Discus of Light,130600
100361,[Brother Corhyn - Erdtree Sanctuary] Immutable Shield,130610
100362,[Brother Corhyn - Fire Monks' Prayerbook] O, Flame!,130620
100363,[Brother Corhyn - Fire Monks' Prayerbook] Surge,130630
100364,[Brother Corhyn - Giant's Prayerbook] Giantsflame Take Thee,130640
100365,[Brother Corhyn - Giant's Prayerbook] Flame,130650
100366,[Brother Corhyn - Godskin Prayerbook] Black Flame,130660
100367,[Brother Corhyn - Godskin Prayerbook] Black Flame Blade,130670
100368,[Brother Corhyn - Two Fingers' Prayerbook] Lord's Heal,130680
100369,[Brother Corhyn - Two Fingers' Prayerbook] Lord's Aid,130690
100370,[Brother Corhyn - Assassin's Prayerbook] Assassin's Approach,130700
100371,[Brother Corhyn - Assassin's Prayerbook] Darkness,130710
100372,[Brother Corhyn - Golden Order Principia] Radagon's Rings of Light,130720
100373,[Brother Corhyn - Golden Order Principia] Law of Regression,130730
100374,[Brother Corhyn - Dragon Cult Prayerbook] Lightning Spear,130740
100375,[Brother Corhyn - Dragon Cult Prayerbook] Honed Bolt,130750
100376,[Brother Corhyn - Dragon Cult Prayerbook] Electrify Armament,130760
100377,[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear,130770
100378,[Brother Corhyn - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike,130780
100400,[Miriel] Magic Glintblade,140000
100401,[Miriel] Carian Greatsword,140010
100402,[Miriel - Conspectus Scroll] Glintstone Cometshard,140020
100403,[Miriel - Conspectus Scroll] Star Shower,140030
100404,[Miriel - Academy Scroll] Great Glintstone Shard,140040
100405,[Miriel - Academy Scroll] Swift Glintstone Shard,140050
100406,[Miriel] Glintblade Phalanx,140060
100407,[Miriel] Carian Slicer,140070
100425,[Miriel] Blessing's Boon,140250
100426,[Miriel - Fire Monks' Prayerbook] O, Flame!,140260
100428,[Miriel - Fire Monks' Prayerbook] Surge,140280
100429,[Miriel - Giant's Prayerbook] Giantsflame Take Thee,140290
100430,[Miriel - Giant's Prayerbook] Flame,140300
100431,[Miriel - Godskin Prayerbook] Black Flame,140310
100432,[Miriel - Godskin Prayerbook] Black Flame Blade,140320
100433,[Miriel - Two Fingers' Prayerbook] Lord's Heal,140330
100434,[Miriel - Two Fingers' Prayerbook] Lord's Aid,140340
100435,[Miriel - Assassin's Prayerbook] Assassin's Approach,140350
100436,[Miriel - Assassin's Prayerbook] Darkness,140360
100437,[Miriel - Golden Order Principia] Radagon's Rings of Light,140370
100438,[Miriel - Golden Order Principia] Law of Regression,140380
100439,[Miriel - Dragon Cult Prayerbook] Lightning Spear,140390
100440,[Miriel - Dragon Cult Prayerbook] Honed Bolt,140400
100441,[Miriel - Dragon Cult Prayerbook] Electrify Armament,140410
100442,[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Spear,140420
100443,[Miriel - Ancient Dragon Prayerbook] Ancient Dragons' Lightning Strike,140430
100500,[Merchant Kale] Note: Flask of Wondrous Physick,69620
100501,[Merchant Kale] Crafting Kit,60120
100502,[Merchant Kale] Nomadic Warrior's Cookbook [1],67000
100503,[Merchant Kale] Nomadic Warrior's Cookbook [2],67110
100504,[Merchant Kale] Missionary's Cookbook [1],67610
100505,[Merchant Kale] Furlcalling Finger Remedy,150050
100506,[Merchant Kale] Cracked Pot,66030
100507,[Merchant Kale] Throwing Dagger,150070
100510,[Merchant Kale] Torch,150100
100511,[Merchant Kale] Large Leather Shield,150110
100513,[Merchant Kale] Telescope,150130
100514,[Merchant Kale] Note: Waypoint Ruins,69720
100515,[Merchant Kale] Chain Coif,150150
100516,[Merchant Kale] Chain Armor,150160
100517,[Merchant Kale] Chain Gauntlets,150170
100518,[Merchant Kale] Chain Leggings,150180
100519,[Merchant Kale] Arrow,150190
100520,[Merchant Kale] Bolt,150200
100525,[Merchant - North Limgrave] Nomadic Warrior's Cookbook [3],67010
100539,[Merchant - North Limgrave] Note: Flame Chariots,69670
100540,[Merchant - North Limgrave] Cracked Pot,66060
100541,[Merchant - North Limgrave] Pickled Turtle Neck,150410
100542,[Merchant - North Limgrave] Short Sword,150420
100543,[Merchant - North Limgrave] Halberd,150430
100544,[Merchant - North Limgrave] Arrow,150440
100545,[Merchant - North Limgrave] Bolt,150450
100546,[Merchant - North Limgrave] Bandit Mask,150460
100550,[Merchant - East Limgrave] Nomadic Warrior's Cookbook [5],67830
100551,[Merchant - East Limgrave] Armorer's Cookbook [3],67280
100552,[Merchant - East Limgrave] Sliver of Meat,150520
100553,[Merchant - East Limgrave] Beast Liver,150530
100554,[Merchant - East Limgrave] Lump of Flesh,150540
100557,[Merchant - East Limgrave] Arrow,150570
100560,[Merchant - East Limgrave] Bolt,150600
100561,[Merchant - East Limgrave] Festering Bloody Finger,150610
100562,[Merchant - East Limgrave] Trina's Lily,150620
100563,[Merchant - East Limgrave] Hand Axe,150630
100564,[Merchant - East Limgrave] Riveted Wooden Shield,150640
100565,[Merchant - East Limgrave] Blue-Gold Kite Shield,150650
100566,[Merchant - East Limgrave] St. Trina's Arrow,150660
100575,[Merchant - Coastal Cave] Armorer's Cookbook [2],67210
100576,[Merchant - Coastal Cave] Note: Stonedigger Trolls,69630
100585,[Merchant - Coastal Cave] Note: Land Squirts,69690
100586,[Merchant - Coastal Cave] Club,150860
100587,[Merchant - Coastal Cave] Broadsword,150870
100588,[Merchant - Coastal Cave] Iron Roundshield,150880
100589,[Merchant - Coastal Cave] Shortbow,150890
100590,[Merchant - Coastal Cave] Arrow,150900
100591,[Merchant - Coastal Cave] Bolt,150910
100592,[Merchant - Coastal Cave] Neutralizing Boluses,150920
100593,[Merchant - Coastal Cave] Stanching Boluses,150930
100594,[Merchant - Coastal Cave] Stimulating Boluses,150940
100600,[Merchant - East Weeping Peninsula] Stonesword Key,160000
100601,[Merchant - East Weeping Peninsula] Kukri,160080
100602,[Merchant - East Weeping Peninsula] Red Thorn Roundshield,160130
100603,[Merchant - East Weeping Peninsula] Round Shield,160140
100604,[Merchant - East Weeping Peninsula] Crimson Amber Medallion,160160
100605,[Merchant - East Weeping Peninsula] Note: Demi-human Mobs,69680
100606,[Merchant - East Weeping Peninsula] Cracked Pot,66070
100607,[Merchant - East Weeping Peninsula] Bastard Sword,160190
100608,[Merchant - East Weeping Peninsula] Light Crossbow,160200
100609,[Merchant - East Weeping Peninsula] Arrow,160210
100610,[Merchant - East Weeping Peninsula] Bolt,160220
100611,[Merchant - East Weeping Peninsula] Great Arrow,160230
100612,[Merchant - East Weeping Peninsula] Ballista Bolt,160240
100613,[Merchant - East Weeping Peninsula] Iron Helmet,180500
100614,[Merchant - East Weeping Peninsula] Scale Armor,180510
100615,[Merchant - East Weeping Peninsula] Iron Gauntlets,180520
100616,[Merchant - East Weeping Peninsula] Leather Trousers,180530
100625,[Merchant - Liurnia of the Lakes] Nomadic Warrior's Cookbook [11],67220
100633,[Merchant - Liurnia of the Lakes] Estoc,160330
100634,[Merchant - Liurnia of the Lakes] Kite Shield,160340
100641,[Merchant - Liurnia of the Lakes] Astrologer Hood,160410
100642,[Merchant - Liurnia of the Lakes] Astrologer Robe,160420
100643,[Merchant - Liurnia of the Lakes] Astrologer Gloves,160430
100644,[Merchant - Liurnia of the Lakes] Astrologer Trousers,160440
100645,[Merchant - Liurnia of the Lakes] Lantern,160450
100646,[Merchant - Liurnia of the Lakes] Astrologer's Staff,160460
100647,[Merchant - Liurnia of the Lakes] Arrow,160470
100648,[Merchant - Liurnia of the Lakes] Bolt,160480
100650,[Isolated Merchant - Weeping Peninsula] Note: Walking Mausoleum,69640
100652,[Isolated Merchant - Weeping Peninsula] Stonesword Key,160520
100654,[Isolated Merchant - Weeping Peninsula] Arteria Leaf,160540
100656,[Isolated Merchant - Weeping Peninsula] Ballista Bolt,160560
100657,[Isolated Merchant - Weeping Peninsula] Sacrificial Twig,160570
100658,[Isolated Merchant - Weeping Peninsula] Lantern,160580
100659,[Isolated Merchant - Weeping Peninsula] Lost Ashes of War,160590
100660,[Isolated Merchant - Weeping Peninsula] Zweihander,160600
100661,[Isolated Merchant - Weeping Peninsula] Arrow,160610
100662,[Isolated Merchant - Weeping Peninsula] Bolt,160620
100663,[Isolated Merchant - Weeping Peninsula] Great Arrow,160630
100675,[Merchant - Academy of Raya Lucaria] Fevor's Cookbook [2],68220
100676,[Merchant - Academy of Raya Lucaria] Trina's Lily,160760
100678,[Merchant - Academy of Raya Lucaria] Eye of Yelough,160780
100680,[Merchant - Academy of Raya Lucaria] Stonesword Key,160800
100681,[Merchant - Academy of Raya Lucaria] Lost Ashes of War,160810
100682,[Merchant - Academy of Raya Lucaria] Sacrificial Twig,160820
100686,[Merchant - Academy of Raya Lucaria] Note: Revenants,69710
100687,[Merchant - Academy of Raya Lucaria] Note: Frenzied Flame Village,69750
100688,[Merchant - Academy of Raya Lucaria] Fanged Imp Ashes,160880
100689,[Merchant - Academy of Raya Lucaria] St. Trina's Arrow,160890
100690,[Merchant - Academy of Raya Lucaria] Meteor Bolt,160900
100691,[Merchant - Academy of Raya Lucaria] Blue Cloth Cowl,160910
100692,[Merchant - Academy of Raya Lucaria] Blue Cloth Vest,160920
100693,[Merchant - Academy of Raya Lucaria] Warrior Gauntlets,160930
100694,[Merchant - Academy of Raya Lucaria] Warrior Greaves,160940
100700,[Merchant - North Liurnia] Nomadic Warrior's Cookbook [13],67080
100704,[Merchant - North Liurnia] Composite Bow,170040
100705,[Merchant - North Liurnia] Rift Shield,170050
100706,[Merchant - North Liurnia] Blue Crest Heater Shield,170060
100714,[Merchant - North Liurnia] Rune Arc,170140
100715,[Merchant - North Liurnia] Bewitching Branch,170150
100716,[Merchant - North Liurnia] Arrow,170160
100717,[Merchant - North Liurnia] Bolt,170170
100718,[Merchant - North Liurnia] Immunizing White Cured Meat,170180
100719,[Merchant - North Liurnia] Invigorating White Cured Meat,170190
100720,[Merchant - North Liurnia] Clarifying White Cured Meat,170200
100725,[Hermit Merchant - Leyndell] Perfume Bottle,66750
100734,[Hermit Merchant - Leyndell] Golden Great Arrow,170340
100735,[Hermit Merchant - Leyndell] Sentry's Torch,170350
100736,[Hermit Merchant - Leyndell] Rune Arc,170360
100737,[Hermit Merchant - Leyndell] Golden Sunflower,170370
100738,[Hermit Merchant - Leyndell] Distinguished Greatshield,170380
100739,[Hermit Merchant - Leyndell] Arrow,170390
100740,[Hermit Merchant - Leyndell] Golden Arrow,170400
100741,[Hermit Merchant - Leyndell] Bolt,170410
100742,[Hermit Merchant - Leyndell] Golden Bolt,170420
100743,[Hermit Merchant - Leyndell] Great Arrow,170430
100744,[Hermit Merchant - Leyndell] Ballista Bolt,170440
100745,[Hermit Merchant - Leyndell] Upper-Class Robe,170450
100746,[Hermit Merchant - Leyndell] Consort's Trousers,170460
100747,[Hermit Merchant - Leyndell] Prophet Blindfold,170470
100748,[Hermit Merchant - Leyndell] Prophet Trousers,170480
100749,[Hermit Merchant - Leyndell] Prophet Robe,170490
100750,[Merchant - Altus Plateau] Ancient Dragon Apostle's Cookbook [2],68010
100751,[Merchant - Altus Plateau] Note: Imp Shades,69610
100752,[Merchant - Altus Plateau] Note: Unseen Assassins,69650
100753,[Merchant - Altus Plateau] Stonesword Key,170530
100761,[Merchant - Altus Plateau] Lightning Bolt,170610
100764,[Merchant - Altus Plateau] Scorpion Kite Shield,170640
100765,[Merchant - Altus Plateau] Gravel Stone,170650
100766,[Merchant - Altus Plateau] Red Crest Heater Shield,170660
100767,[Merchant - Altus Plateau] Crossed-Tree Towershield,170670
100768,[Merchant - Altus Plateau] Arrow,170680
100769,[Merchant - Altus Plateau] Bolt,170690
100770,[Merchant - Altus Plateau] Tree Surcoat,170700
100775,[Merchant - Mt. Gelmir] Nomadic Warrior's Cookbook [20],67230
100777,[Merchant - Mt. Gelmir] Stonesword Key,170770
100784,[Merchant - Mt. Gelmir] Explosive Greatbolt,170840
100789,[Merchant - Mt. Gelmir] Arrow,170890
100790,[Merchant - Mt. Gelmir] Great Arrow,170900
100791,[Merchant - Mt. Gelmir] Bolt,170910
100792,[Merchant - Mt. Gelmir] Explosive Bolt,170920
100793,[Merchant - Mt. Gelmir] Ballista Bolt,170930
100794,[Merchant - Mt. Gelmir] Confessor Hood,170940
100795,[Merchant - Mt. Gelmir] Confessor Armor,170950
100796,[Merchant - Mt. Gelmir] Confessor Gloves,170960
100797,[Merchant - Mt. Gelmir] Confessor Boots,170970
100798,[Merchant - Mt. Gelmir] Guilty Hood,170980
100801,Poisonbone Dart,180010
100802,Poisoned Stone,180020
100803,Poisoned Stone Clump,180030
100813,Preserving Boluses,180130
100814,Aeonian Butterfly,180140
100815,Arrow,180150
100816,Fire Arrow,180160
100817,Bolt,180170
100825,[Merchant - South Caelid] Nomadic Warrior's Cookbook [15],67900
100826,[Merchant - South Caelid] Stonesword Key,180260
100827,[Merchant - South Caelid] Cracked Pot,66180
100837,[Merchant - South Caelid] Note: Gravity's Advantage,69700
100838,[Merchant - South Caelid] Arrow,180380
100839,[Merchant - South Caelid] Bolt,180390
100840,[Merchant - South Caelid] Flaming Bolt,180400
100841,[Merchant - South Caelid] Champion Headband,180410
100842,[Merchant - South Caelid] Champion Pauldron,180420
100843,[Merchant - South Caelid] Champion Bracers,180430
100844,[Merchant - South Caelid] Champion Gaiters,180440
100845,[Merchant - South Caelid] Greathelm,180450
100875,[Isolated Merchant - Dragonbarrow] Note: Hidden Cave,69600
100876,[Isolated Merchant - Dragonbarrow] Ritual Pot,66460
100877,[Isolated Merchant - Dragonbarrow] Lost Ashes of War,180770
100878,[Isolated Merchant - Dragonbarrow] Gravel Stone,180780
100880,[Isolated Merchant - Dragonbarrow] Sacrificial Twig,180800
100882,[Isolated Merchant - Dragonbarrow] Land of Reeds Helm,180820
100883,[Isolated Merchant - Dragonbarrow] Land of Reeds Armor,180830
100884,[Isolated Merchant - Dragonbarrow] Land of Reeds Gauntlets,180840
100885,[Isolated Merchant - Dragonbarrow] Land of Reeds Greaves,180850
100886,[Isolated Merchant - Dragonbarrow] Note: Gateway,69730
100887,[Isolated Merchant - Dragonbarrow] Dragonwound Grease,180870
100888,[Isolated Merchant - Dragonbarrow] Spiked Caestus,180880
100889,[Isolated Merchant - Dragonbarrow] Beast-Repellent Torch,180890
100890,[Isolated Merchant - Dragonbarrow] Arrow,180900
100891,[Isolated Merchant - Dragonbarrow] Serpent Arrow,180910
100892,[Isolated Merchant - Dragonbarrow] Bolt,180920
100900,[Merchant - Mountaintops of the Giants] Missionary's Cookbook [7],68230
100901,[Merchant - Mountaintops of the Giants] Stonesword Key,190010
100903,[Merchant - Mountaintops of the Giants] Thawfrost Boluses,190030
100909,[Merchant - Mountaintops of the Giants] Rune Arc,190090
100910,[Merchant - Mountaintops of the Giants] Arrow,190100
100911,[Merchant - Mountaintops of the Giants] Bolt,190110
100912,[Merchant - Mountaintops of the Giants] Great Arrow,190120
100913,[Merchant - Mountaintops of the Giants] Ballista Bolt,190130
100914,[Merchant - Mountaintops of the Giants] Lightning Greatbolt,190140
100915,[Merchant - Mountaintops of the Giants] Vagabond Knight Helm,190150
100916,[Merchant - Mountaintops of the Giants] Vagabond Knight Armor,190160
100917,[Merchant - Mountaintops of the Giants] Vagabond Knight Gauntlets,190170
100918,[Merchant - Mountaintops of the Giants] Vagabond Knight Greaves,190180
100925,[Merchant - Siofra River] Nomadic Warrior's Cookbook [17],67100
100926,[Merchant - Siofra River] Nomadic Warrior's Cookbook [18],67270
100928,[Merchant - Siofra River] Stonesword Key,190280
100935,[Merchant - Siofra River] Dwelling Arrow,190350
100936,[Merchant - Siofra River] Larval Tear,190360
100937,[Merchant - Siofra River] Shotel,190370
100938,[Merchant - Siofra River] Arrow,190380
100939,[Merchant - Siofra River] Bolt,190390
100940,[Merchant - Siofra River] Soap,190400
100941,[Merchant - Siofra River] Nascent Butterfly,190410
100950,[Merchant - Ainsel River] Nomadic Warrior's Cookbook [16],67290
100951,[Merchant - Ainsel River] Perfumer's Cookbook [4],67920
100953,[Merchant - Ainsel River] Lost Ashes of War,190530
100962,[Merchant - Ainsel River] Celestial Dew,190620
100963,[Merchant - Ainsel River] Gravity Stone Fan,190630
100964,[Merchant - Ainsel River] Gravity Stone Chunk,190640
100965,[Merchant - Ainsel River] Prisoner Iron Mask,190650
100966,[Merchant - Ainsel River] Prisoner Clothing,190660
100967,[Merchant - Ainsel River] Prisoner Trousers,190670
100976,[Imprisoned Merchant - Mohgwyn] Stonesword Key,190760
100977,[Imprisoned Merchant - Mohgwyn] Lost Ashes of War,190770
100981,[Imprisoned Merchant - Mohgwyn] Rune Arc,190810
100982,[Imprisoned Merchant - Mohgwyn] Festering Bloody Finger,190820
100983,[Imprisoned Merchant - Mohgwyn] Stanching Boluses,190830
100984,[Imprisoned Merchant - Mohgwyn] Bloodrose,190840
100985,[Imprisoned Merchant - Mohgwyn] Dwelling Arrow,190850
100986,[Imprisoned Merchant - Mohgwyn] Burred Bolt,190860
101503,[Enia - Godfrey] Elden Lord Crown,250030
101504,[Enia - Godfrey] Elden Lord Armor,250040
101505,[Enia - Godfrey] Elden Lord Bracers,250050
101506,[Enia - Godfrey] Elden Lord Greaves,250060
101507,[Enia - Radahn] Radahn's Redmane Helm,250070
101508,[Enia - Radahn] Radahn's Lion Armor,250080
101509,[Enia - Radahn] Radahn's Gauntlets,250090
101510,[Enia - Radahn] Radahn's Greaves,250100
101511,[Enia - Mohg] Lord of Blood's Robe,250110
101512,[Enia - Rennala] Queen's Crescent Crown,250120
101513,[Enia - Rennala] Queen's Robe,250130
101514,[Enia - Rennala] Queen's Bracelets,250140
101515,[Enia - Rennala] Queen's Leggings,250150
101516,[Enia - Maliketh] Maliketh's Helm,250160
101517,[Enia - Maliketh] Maliketh's Armor,250170
101518,[Enia - Maliketh] Maliketh's Gauntlets,250180
101519,[Enia - Maliketh] Maliketh's Greaves,250190
101520,[Enia - Malenia] Malenia's Winged Helm,250200
101521,[Enia - Malenia] Malenia's Armor,250210
101522,[Enia - Malenia] Malenia's Gauntlet,250220
101523,[Enia - Malenia] Malenia's Greaves,250230
101524,[Enia - Margit] Fell Omen Cloak,250240
101525,[Enia - Royal Knight Loretta] Royal Knight Helm,250250
101526,[Enia - Royal Knight Loretta] Royal Knight Armor,250260
101527,[Enia - Royal Knight Loretta] Royal Knight Gauntlets,250270
101528,[Enia - Royal Knight Loretta] Royal Knight Greaves,250280
101529,[Enia - Commander Niall] Veteran's Helm,250290
101530,[Enia - Commander Niall] Veteran's Armor,250300
101531,[Enia - Commander Niall] Veteran's Gauntlets,250310
101532,[Enia - Commander Niall] Veteran's Greaves,250320
101549,[Enia - Radahn] Radahn's Spear,250490
101550,[Enia - Elemer of the Briar] Briar Helm,250500
101551,[Enia - Elemer of the Briar] Briar Armor,250510
101552,[Enia - Elemer of the Briar] Briar Gauntlets,250520
101553,[Enia - Elemer of the Briar] Briar Greaves,250530
101775,[Enia - Forging] Remembrance of the Grafted,270750
101776,[Enia - Forging] Remembrance of the Starscourge,270760
101777,[Enia - Forging] Remembrance of the Omen King,270770
101778,[Enia - Forging] Remembrance of the Blasphemous,270780
101779,[Enia - Forging] Remembrance of the Rot Goddess,270790
101780,[Enia - Forging] Remembrance of the Full Moon Queen,270800
101781,[Enia - Forging] Remembrance of the Blood Lord,270810
101785,[Enia - Forging] Remembrance of the Black Blade,270850
101786,[Enia - Forging] Remembrance of Hoarah Loux,270860
101787,[Enia - Forging] Remembrance of the Dragonlord,270870
101788,[Enia - Forging] Remembrance of the Lichdragon,270880
101789,[Enia - Forging] Remembrance of the Fire Giant,270890
101790,[Enia - Forging] Remembrance of the Regal Ancestor,270900
101791,[Enia - Forging] Elden Remembrance,270910
101792,[Enia - Forging] Remembrance of the Naturalborn,270920
101800,[Twin Maiden Husks] White Cipher Ring,60280
101801,[Twin Maiden Husks] Blue Cipher Ring,60290
101802,[Twin Maiden Husks] Spirit Calling Bell,60110
101803,[Twin Maiden Husks] Lone Wolf Ashes,280030
101804,[Twin Maiden Husks - Haligtree] Black Flame's Protection,280040
101805,[Twin Maiden Husks - Haligtree] Lord's Divine Fortification,280050
101806,[Twin Maiden Husks - Mohgwyn] Fevor's Cookbook [3],68210
101807,[Twin Maiden Husks - Mohg] Law of Causality,280070
101808,[Twin Maiden Husks] Smithing Stone [1],280080
101809,[Twin Maiden Husks] Smithing Stone [2],280090
101810,[Twin Maiden Husks] Glintstone Scrap,280100
101811,[Twin Maiden Husks] Smithing Stone [3],280110
101812,[Twin Maiden Husks] Smithing Stone [4],280120
101813,[Twin Maiden Husks] Explosive Stone,280130
101814,[Twin Maiden Husks] Smithing Stone [5],280140
101815,[Twin Maiden Husks] Smithing Stone [6],280150
101816,[Twin Maiden Husks] Smithing Stone [7],280160
101817,[Twin Maiden Husks] Smithing Stone [8],280170
101818,[Twin Maiden Husks] Somber Smithing Stone [1],280180
101819,[Twin Maiden Husks] Somber Smithing Stone [2],280190
101820,[Twin Maiden Husks] Somber Smithing Stone [3],280200
101821,[Twin Maiden Husks] Somber Smithing Stone [4],280210
101822,[Twin Maiden Husks] Cracked Crystal,280220
101823,[Twin Maiden Husks] Somber Smithing Stone [5],280230
101824,[Twin Maiden Husks] Somber Smithing Stone [6],280240
101825,[Twin Maiden Husks] Somber Smithing Stone [7],280250
101826,[Twin Maiden Husks] Somber Smithing Stone [8],280260
101827,[Twin Maiden Husks] Sanctuary Stone,280270
101828,[Twin Maiden Husks] Somber Smithing Stone [9],280280
101829,[Twin Maiden Husks] Grave Glovewort [1],280290
101830,[Twin Maiden Husks] Grave Glovewort [2],280300
