Row ID,Row Name,Effect Category
4370,,0
4375,,0
4380,,0
4400,,0
4401,,0
4402,,0
4403,,0
4404,,0
4405,,0
4406,,0
4407,,0
4408,,0
4409,,0
4410,,0
4411,,0
4412,,0
4420,,100
4421,,100
4430,,100
4431,,100
4460,,0
4461,,0
4463,,100
4464,,100
4465,,0
4470,,100
4471,,100
4472,,100
4473,,100
4474,,100
4475,,100
4476,,100
4477,,100
4489,,0
4490,,0
4500,,1004
4501,,1004
4510,,1003
4511,,1003
4512,,1003
4520,,1003
4521,,1003
4522,,1003
4525,,10004
4530,,1003
4531,,1003
4532,,1003
4540,,0
4545,,0
4549,,0
4550,,1003
4551,,1003
4552,,1003
4555,,10005
4600,,1003
4601,,1003
4602,,1003
4650,,20
4651,,20
4652,,20
4700,,20
4790,,1003
4800,,0
4801,,0
4802,,0
4803,,0
4820,,0
4821,,0
4822,,0
4823,,0
5000,,0
5001,,0
5002,,0
5003,,0
5004,,0
5005,,100
5006,,100
5007,,0
5008,,0
5009,,0
5010,,0
5011,,0
5012,,0
5015,,0
5016,,0
5019,,0
5020,,0
5021,,0
5022,,0
5023,,0
5024,,0
5025,,0
5026,,0
5027,,0
5028,,0
5029,,0
5030,,0
5031,,0
5032,,0
5033,,0
5034,,0
5035,,0
5036,,0
5037,,0
5038,,0
5039,,0
5040,,0
5041,,0
5042,,0
5043,,0
5044,,0
5045,,0
5046,,0
5047,,0
5048,,0
5049,,0
5060,,0
5061,,0
5070,,0
5071,,0
5072,,0
5079,,0
5080,,0
5081,,0
5085,,0
5090,,0
5091,,0
5092,,0
5093,,0
5094,,0
5095,,0
5096,,0
5097,,0
5098,,0
5099,,0
5100,,0
5101,,0
5110,,0
5111,,0
5112,,0
5120,,0
5130,,0
5139,,0
5150,,0
5151,,0
5155,,0
5160,,0
5170,,0
5181,,0
5182,,0
5183,,0
5184,,0
5190,,0
5195,,0
5200,,1000
5210,,0
5211,,0
5212,,0
5213,,0
5225,,100
5226,,100
5227,,100
5230,,100
5231,,100
5232,,100
5240,,0
5247,,0
5250,,0
5255,,0
5260,,1005
5261,,1005
5262,,1005
5263,,1005
5264,,1005
5265,,1005
5266,,1005
5267,,1005
5268,,1005
5269,,1005
5300,,1001
5301,,1001
5302,,1001
5303,,1001
5304,,1001
5305,,1001
5306,,1001
5307,,1001
5308,,1001
5309,,1001
5310,,1001
5311,,1001
5320,,1001
5321,,1001
5322,,1001
5323,,1001
5324,,1001
5325,,1001
5326,,1001
5327,,1001
5328,,1001
5329,,1001
5330,,1001
5331,,1001
5332,,1001
5333,,1001
5334,,1001
5335,,1001
5350,,1001
5351,,1001
5352,,1001
5353,,1001
5354,,1001
5360,,1001
5361,,1001
5362,,1001
5363,,1001
5364,,1001
5365,,1001
5366,,1001
5367,,1001
5368,,1001
5369,,1001
5370,,1001
5371,,1001
5372,,1001
5373,,1001
5374,,1001
5400,,100
5401,,100
5402,,100
5403,,100
5404,,100
5405,,100
5410,,100
5411,,100
5420,,100
5450,,0
5460,,0
5461,,0
5470,,0
5471,,0
5472,,0
5480,,0
5481,,0
5490,,0
5520,,1000
5550,,0
5551,,100
5555,,0
5558,,0
5560,,0
5569,,0
5600,,0
5601,,0
5630,,0
5635,,0
5640,,0
5650,,0
5651,,0
5652,,0
5653,,0
5654,,0
5655,,0
5656,,0
5657,,0
5658,,0
5659,,0
5660,,0
5661,,0
5662,,0
5663,,0
5700,,0
5701,,0
5702,,100
5703,,0
5704,,0
5705,,0
5706,,0
5707,,0
5708,,0
5709,,0
5710,,0
5711,,0
5712,,0
5713,,0
5720,,0
5721,,100
5722,,100
5723,,0
5724,,156
5725,,0
5726,,0
5727,,0
5728,,0
5729,,0
5730,,0
5731,,0
5740,,0
5750,,0
5751,,0
5752,,0
5800,,0
5801,,20
5802,,20
5805,,1001
5810,,0
5813,,0
5815,,0
5816,,0
5820,,0
5821,,0
5822,,0
5825,,0
5826,,0
5827,,0
5830,,110
5831,,0
5832,,0
5833,,0
5834,,0
5835,,0
5836,Undead Enemy,0
5837,Undead Enemy,0
5838,,110
5840,,100
5841,,100
5842,,100
5843,,0
5850,,0
5851,,100
5852,,100
5853,,0
5854,,100
5855,,0
5860,,0
5861,,0
5862,,0
5863,,0
5865,,0
5866,,0
5870,,0
5871,,0
5872,,0
5873,,0
5874,,0
5880,,164
5881,,0
5882,,164
5890,,0
5891,,0
5900,,0
5901,,0
5902,,0
5903,,0
5904,,0
5905,,0
5906,,0
5907,,0
5908,,0
5909,,0
5910,,0
5911,,0
5912,,0
5913,,0
5914,,0
5915,,0
5916,,0
5917,,0
5918,,0
5919,,0
5920,,0
5921,,0
5922,,0
5923,,0
5924,,0
5925,,0
5926,,0
5927,,0
5928,,0
5929,,0
5950,,0
5951,,0
5952,,0
5953,,0
5954,,0
5955,,0
5956,,0
5957,,0
5958,,0
5959,,0
5960,,0
5961,,0
5962,,0
5963,,0
5964,,0
5965,,0
5966,,0
5967,,0
5968,,0
5969,,0
5970,,0
5971,,0
5972,,0
5973,,0
5974,,0
5975,,0
5980,,0
5981,,0
5990,,0
6000,,0
6001,,0
6002,,0
6003,,110
6004,,0
6005,,100
6006,,100
6007,,1001
6008,,0
6010,,0
6020,,0
6030,,0
6031,,0
6032,,0
6040,,100
6041,,100
6042,,100
6043,,100
6050,,0
6060,,0
6070,,0
6071,,0
6072,,0
6073,,0
6074,,0
6080,,0
6081,,0
6082,,0
6090,,0
6091,,0
6092,,0
6093,,0
6094,,0
6095,,100
6096,,100
6200,,10
6201,,10
6202,,10
6203,,10
6210,,10
6211,,10
6212,,10
6213,,10
6220,,10
6221,,10
6222,,10
6223,,10
6230,,10
6231,,10
6232,,10
6233,,10
6300,,1001
6335,,10
6340,,10
6350,Toughness 1,1001
6351,Toughness 2,1001
6352,Toughness 3,1001
6353,Toughness 4,1001
6354,Toughness 5,1001
6360,,1001
6361,,1001
6362,,1001
6363,,1001
6400,Hemorrhage - Type 1 - Special 1,10003
6401,Hemorrhage - Type 1 - Special 2,10003
6402,Hemorrhage - Type 1 - Special 3,10003
6403,Hemorrhage - Type 1 - Special 4,10003
6404,Hemorrhage - Type 1 - Special 5,10003
6405,Hemorrhage - Type 1 - Special 6,10003
6406,Hemorrhage - Type 1 - Special 7,10003
6410,Hemorrhage - Type 2 - Special 1,10003
6411,Hemorrhage - Type 2 - Special 2,10003
6412,Hemorrhage - Type 2 - Special 3,10003
6413,Hemorrhage - Type 2 - Special 4,10003
6414,Hemorrhage - Type 2 - Special 5,10003
6415,Hemorrhage - Type 2 - Special 6,10003
6450,Sleep - Type 1 - Special 1,10009
6451,Sleep - Type 1 - Special 2,10009
6452,Sleep - Type 1 - Special 3,10009
6453,Sleep - Type 1 - Special 4,10009
6454,Sleep - Type 1 - Special 5,10009
6455,Sleep - Type 1 - Special 6,10009
6456,Sleep - Type 1 - Special 7,10009
6460,Sleep - Type 2 - Special 1,10009
6500,Poison - Type 1 - Special 1,10004
6501,Poison - Type 1 - Special 2,10004
6502,Poison - Type 1 - Special 3,10004
6503,Poison - Type 1 - Special 4,10004
6504,Poison - Type 1 - Special 5,10004
6505,Poison - Type 1 - Special 6,10004
6510,Poison - Type 2 - Special 1,10004
6511,Poison - Type 2 - Special 2,10004
6512,Poison - Type 2 - Special 3,10004
6513,Poison - Type 2 - Special 4,10004
6514,Poison - Type 2 - Special 5,10004
6515,Poison - Type 2 - Special 6,10004
6600,Scarlet Rot - Type 1 - Special 1,10005
6601,Scarlet Rot - Type 1 - Special 2,10005
6602,Scarlet Rot - Type 1 - Special 3,10005
6603,Scarlet Rot - Type 1 - Special 4,10005
6604,Scarlet Rot - Type 1 - Special 5,10005
6605,Scarlet Rot - Type 1 - Special 6,10005
6700,Frostbite - Type 1 - Special 1,10007
6701,Frostbite - Type 1 - Special 2,10007
6702,Frostbite - Type 1 - Special 3,10007
6703,Frostbite - Type 1 - Special 4,10007
6704,Frostbite - Type 1 - Special 5,10007
6705,Frostbite - Type 1 - Special 6,10007
6750,Madness - Type 1 - Special 1,10010
6751,Madness - Type 1 - Special 2,10010
6752,Madness - Type 1 - Special 3,10010
6753,Madness - Type 1 - Special 4,10010
6754,Madness - Type 1 - Special 5,10010
6755,Madness - Type 1 - Special 6,10010
6800,Blight - Type 1 - Special 1,10008
6801,Blight - Type 1 - Special 2,10008
6802,Blight - Type 1 - Special 3,10008
6803,Blight - Type 1 - Special 4,10008
6804,Blight - Type 1 - Special 5,10008
6805,Blight - Type 1 - Special 6,10008
6840,,10
6841,,10
6845,Black Knife - Bullet,10
6850,[Incantation] Black Blade,10
6851,,10
6860,,20
6861,,20
6865,,20
6900,,0
6901,,0
6902,,0
6903,,0
6904,,0
6905,,0
6906,,0
6907,,0
6908,,0
6909,,0
6910,,0
6915,,0
6920,,0
6921,,0
6922,,0
6930,Crystal Dart,0
6931,,0
6932,,0
6990,,20
6991,,20
6992,,1001
6993,,1001
6994,,1001
6995,,20
6996,,20
6997,,20
6998,,20
6999,,20
7000,Area Scaling - Tier 1,0
7010,Area Scaling - Tier 2,0
7020,Area Scaling - Tier 3,0
7030,Area Scaling - Tier 4,0
7040,Area Scaling - Tier 5,0
7050,Area Scaling - Tier 6,0
7060,Area Scaling - Tier 7,0
7070,Area Scaling - Tier 8,0
7080,Area Scaling - Tier 9,0
7090,Area Scaling - Tier 10,0
7100,Area Scaling - Tier 11,0
7110,Area Scaling - Tier 12,0
7120,Area Scaling - Tier 13,0
7130,Area Scaling - Tier 22,0
7140,Area Scaling - Tier 23,0
7150,Area Scaling - Tier 24,0
7160,Area Scaling - Tier 25,0
7170,Area Scaling - Tier 26,0
7180,Area Scaling - Tier 27,0
7190,Area Scaling - Tier 28,0
7200,Area Scaling - Tier 29,0
7210,Area Scaling - Tier 14,0
7220,Area Scaling - Tier 15,0
7230,Area Scaling - Tier 16,0
7240,Area Scaling - Tier 17,0
7250,Area Scaling - Tier 18,0
7260,Area Scaling - Tier 19,0
7270,Area Scaling - Tier 20,0
7280,Area Scaling - Tier 21,0
7400,NG+ Scaling -,0
7410,NG+ Scaling -,0
7420,NG+ Scaling -,0
7430,NG+ Scaling -,0
7440,NG+ Scaling -,0
7450,NG+ Scaling -,0
7460,NG+ Scaling -,0
7470,NG+ Scaling -,0
7480,NG+ Scaling -,0
7490,NG+ Scaling -,0
7500,NG+ Scaling -,0
7510,NG+ Scaling -,0
7520,NG+ Scaling -,0
7530,NG+ Scaling -,0
7540,NG+ Scaling -,0
7550,NG+ Scaling -,0
7560,NG+ Scaling -,0
7570,NG+ Scaling -,0
7580,NG+ Scaling -,0
7590,NG+ Scaling -,0
