Row ID,Row Name,Unk1,Unk1,Unk1,Unk1
323,,0,-1,0,0
324,,0,-1,0,0
325,,0,-1,0,0
400,,0,-1,0,0
401,,0,-1,0,0
402,,0,-1,0,0
403,,0,-1,0,0
404,,0,-1,0,0
405,,0,-1,0,0
406,,0,-1,0,0
407,,0,-1,0,0
408,,0,-1,0,0
409,,0,-1,0,0
410,,0,-1,0,0
411,,0,-1,0,0
412,,0,-1,0,0
413,,0,-1,0,0
414,,0,-1,0,0
415,,0,-1,0,0
416,,0,-1,0,0
417,,0,-1,0,0
418,,0,-1,0,0
419,,0,-1,0,0
420,,0,-1,0,0
421,,0,-1,0,0
422,,0,-1,0,0
423,,0,-1,0,0
424,,0,-1,0,0
425,,0,-1,0,0
500,,0,-1,0,0
501,,0,-1,0,0
502,,0,-1,0,0
503,,0,-1,0,0
504,,0,-1,0,0
505,,0,-1,0,0
506,,0,-1,0,0
507,,0,-1,0,0
508,,0,-1,0,0
509,,0,-1,0,0
510,,0,-1,0,0
511,,0,-1,0,0
512,,0,-1,0,0
513,,0,-1,0,0
514,,0,-1,0,0
515,,0,-1,0,0
516,,0,-1,0,0
517,,0,-1,0,0
518,,0,-1,0,0
519,,0,-1,0,0
520,,0,-1,0,0
521,,0,-1,0,0
522,,0,-1,0,0
523,,0,-1,0,0
524,,0,-1,0,0
525,,0,-1,0,0
600,,0,-1,0,0
601,,0,-1,0,0
602,,0,-1,0,0
603,,0,-1,0,0
604,,0,-1,0,0
605,,0,-1,0,0
606,,0,-1,0,0
607,,0,-1,0,0
608,,0,-1,0,0
609,,0,-1,0,0
610,,0,-1,0,0
611,,0,-1,0,0
612,,0,-1,0,0
613,,0,-1,0,0
614,,0,-1,0,0
615,,0,-1,0,0
616,,0,-1,0,0
617,,0,-1,0,0
618,,0,-1,0,0
619,,0,-1,0,0
620,,0,-1,0,0
621,,0,-1,0,0
622,,0,-1,0,0
623,,0,-1,0,0
624,,0,-1,0,0
625,,0,-1,0,0
700,,0,-1,0,0
701,,0,-1,0,0
702,,0,-1,0,0
703,,0,-1,0,0
704,,0,-1,0,0
705,,0,-1,0,0
706,,0,-1,0,0
707,,0,-1,0,0
708,,0,-1,0,0
709,,0,-1,0,0
710,,0,-1,0,0
711,,0,-1,0,0
712,,0,-1,0,0
713,,0,-1,0,0
714,,0,-1,0,0
715,,0,-1,0,0
716,,0,-1,0,0
717,,0,-1,0,0
718,,0,-1,0,0
719,,0,-1,0,0
720,,0,-1,0,0
721,,0,-1,0,0
722,,0,-1,0,0
723,,0,-1,0,0
724,,0,-1,0,0
725,,0,-1,0,0
800,,0,-1,0,0
801,,0,-1,0,0
802,,0,-1,0,0
803,,0,-1,0,0
804,,0,-1,0,0
805,,0,-1,0,0
806,,0,-1,0,0
807,,0,-1,0,0
808,,0,-1,0,0
809,,0,-1,0,0
810,,0,-1,0,0
811,,0,-1,0,0
812,,0,-1,0,0
813,,0,-1,0,0
814,,0,-1,0,0
815,,0,-1,0,0
816,,0,-1,0,0
817,,0,-1,0,0
818,,0,-1,0,0
819,,0,-1,0,0
820,,0,-1,0,0
821,,0,-1,0,0
822,,0,-1,0,0
823,,0,-1,0,0
824,,0,-1,0,0
825,,0,-1,0,0
900,,0,-1,0,0
901,,0,-1,0,0
902,,0,-1,0,0
903,,0,-1,0,0
904,,0,-1,0,0
905,,0,-1,0,0
906,,0,-1,0,0
907,,0,-1,0,0
908,,0,-1,0,0
909,,0,-1,0,0
910,,0,-1,0,0
911,,0,-1,0,0
912,,0,-1,0,0
913,,0,-1,0,0
914,,0,-1,0,0
915,,0,-1,0,0
916,,0,-1,0,0
917,,0,-1,0,0
918,,0,-1,0,0
919,,0,-1,0,0
920,,0,-1,0,0
921,,0,-1,0,0
922,,0,-1,0,0
923,,0,-1,0,0
924,,0,-1,0,0
925,,0,-1,0,0
1000,,0,-1,0,0
1001,,0,-1,0,0
1002,,0,-1,0,0
1003,,0,-1,0,0
1004,,0,-1,0,0
1005,,0,-1,0,0
1006,,0,-1,0,0
1007,,0,-1,0,0
1008,,0,-1,0,0
1009,,0,-1,0,0
1010,,0,-1,0,0
1011,,0,-1,0,0
1012,,0,-1,0,0
1013,,0,-1,0,0
1014,,0,-1,0,0
1015,,0,-1,0,0
1016,,0,-1,0,0
1017,,0,-1,0,0
1018,,0,-1,0,0
1019,,0,-1,0,0
1020,,0,-1,0,0
1021,,0,-1,0,0
1022,,0,-1,0,0
1023,,0,-1,0,0
1024,,0,-1,0,0
1025,,0,-1,0,0
1100,,0,-1,0,0
1101,,0,-1,0,0
1102,,0,-1,0,0
1103,,0,-1,0,0
1104,,0,-1,0,0
1105,,0,-1,0,0
1106,,0,-1,0,0
1107,,0,-1,0,0
1108,,0,-1,0,0
1109,,0,-1,0,0
1110,,0,-1,0,0
1200,,0,-1,0,0
1201,,0,-1,0,0
1202,,0,-1,0,0
1203,,0,-1,0,0
1204,,0,-1,0,0
1205,,0,-1,0,0
1206,,0,-1,0,0
1207,,0,-1,0,0
1208,,0,-1,0,0
1209,,0,-1,0,0
1210,,0,-1,0,0
1300,,0,-1,0,0
1301,,0,-1,0,0
1302,,0,-1,0,0
1303,,0,-1,0,0
1304,,0,-1,0,0
1305,,0,-1,0,0
1306,,0,-1,0,0
1307,,0,-1,0,0
1308,,0,-1,0,0
1309,,0,-1,0,0
1310,,0,-1,0,0
1400,,0,-1,0,0
1401,,0,-1,0,0
1402,,0,-1,0,0
1403,,0,-1,0,0
1404,,0,-1,0,0
1405,,0,-1,0,0
1406,,0,-1,0,0
1407,,0,-1,0,0
1408,,0,-1,0,0
1409,,0,-1,0,0
1410,,0,-1,0,0
1500,,0,-1,0,0
1501,,0,-1,0,0
1502,,0,-1,0,0
1503,,0,-1,0,0
1504,,0,-1,0,0
1505,,0,-1,0,0
1506,,0,-1,0,0
1507,,0,-1,0,0
1508,,0,-1,0,0
1509,,0,-1,0,0
1510,,0,-1,0,0
2000,,0,-1,0,0
2001,,0,-1,0,0
2002,,0,-1,0,0
2003,,0,-1,0,0
2004,,0,-1,0,0
2005,,0,-1,0,0
2006,,0,-1,0,0
2100,,0,-1,0,0
2101,,0,-1,0,0
2102,,0,-1,0,0
2103,,0,-1,0,0
2104,,0,-1,0,0
2105,,0,-1,0,0
2200,,0,-1,0,0
2201,,0,-1,0,0
2202,,0,-1,0,0
2203,,0,-1,0,0
2204,,0,-1,0,0
2205,,0,-1,0,0
2206,,0,-1,0,0
2207,,0,-1,0,0
2208,,0,-1,0,0
2209,,0,-1,0,0
2210,,0,-1,0,0
10000,,0,-1,0,0
10001,,0,-1,0,0
10002,,0,-1,0,0
10003,,0,-1,0,0
10004,,0,-1,0,0
10005,,0,-1,0,0
10006,,0,-1,0,0
10007,,0,-1,0,0
10008,,0,-1,0,0
10009,,0,-1,0,0
10010,,0,-1,0,0
10100,,0,-1,0,0
10101,,0,-1,0,0
10102,,0,-1,0,0
10103,,0,-1,0,0
10104,,0,-1,0,0
10105,,0,-1,0,0
10106,,0,-1,0,0
10107,,0,-1,0,0
10108,,0,-1,0,0
10109,,0,-1,0,0
10110,,0,-1,0,0
100000,,0,-1,0,0
100001,,0,-1,0,0
100002,,0,-1,0,0
100003,,0,-1,0,0
100004,,0,-1,0,0
100005,,0,-1,0,0
100006,,0,-1,0,0
100007,,0,-1,0,0
100008,,0,-1,0,0
100009,,0,-1,0,0
100010,,0,-1,0,0
100011,,0,-1,0,0
100012,,0,-1,0,0
100013,,0,-1,0,0
100014,,0,-1,0,0
100015,,0,-1,0,0
100016,,0,-1,0,0
100017,,0,-1,0,0
100018,,0,-1,0,0
100019,,0,-1,0,0
100020,,0,-1,0,0
100021,,0,-1,0,0
100022,,0,-1,0,0
110352,,0,-1,0,0
110353,,0,-1,0,0
110400,,0,-1,0,0
110401,,0,1,0,0
110402,,0,-1,0,0
110403,,0,-1,0,0
110404,,0,-1,0,0
110405,,0,-1,0,0
110406,,0,-1,0,0
111008,,0,-1,0,0
112000,,0,-1,0,0
112001,,0,-1,0,0
113000,,0,-1,0,0
113001,,0,-1,0,0
113002,,0,-1,0,0
113003,,0,-1,0,0
300000,,0,-1,0,0
301000,,0,-1,0,0
301010,,0,-1,0,0
301020,,0,-1,0,0
301030,,0,-1,0,0
301040,,0,-1,0,0
301050,,0,-1,0,0
301060,,0,-1,0,0
301070,,0,-1,0,0
301080,,0,-1,0,0
301090,,0,-1,0,0
301100,,0,-1,0,0
301110,,0,-1,0,0
301120,,0,-1,0,0
301130,,0,-1,0,0
301140,,0,-1,0,0
301150,,0,-1,0,0
301160,,0,-1,0,0
301170,,0,-1,0,0
301180,,0,-1,0,0
301190,,0,-1,0,0
301200,,0,-1,0,0
301220,,0,-1,0,0
301230,,0,-1,0,0
301240,,0,-1,0,0
301250,,0,-1,0,0
301260,,0,-1,0,0
301270,,0,-1,0,0
301280,,0,-1,0,0
301290,,0,-1,0,0
301300,,0,-1,0,0
301310,,0,-1,0,0
302000,,0,-1,0,0
302010,,0,-1,0,0
302020,,0,-1,0,0
303000,,0,-1,0,0
303010,,0,-1,0,0
303020,,0,-1,0,0
303030,,0,-1,0,0
303040,,0,-1,0,0
303050,,0,-1,0,0
303060,,0,-1,0,0
304000,,0,-1,0,0
304010,,0,-1,0,0
304020,,0,-1,0,0
304030,,0,-1,0,0
304040,,0,-1,0,0
304050,,0,-1,0,0
304060,,0,-1,0,0
304070,,0,-1,0,0
304080,,0,-1,0,0
304090,,0,-1,0,0
304100,,0,-1,0,0
304110,,0,-1,0,0
304130,,0,-1,0,0
304140,,0,-1,0,0
304150,,0,-1,0,0
304160,,0,-1,0,0
305000,,0,-1,0,0
305010,,0,-1,0,0
305020,,0,-1,0,0
305030,,0,-1,0,0
305040,,0,-1,0,0
305050,,0,-1,0,0
305060,,0,-1,0,0
305070,,0,-1,0,0
305080,,0,-1,0,0
305090,,0,-1,0,0
305100,,0,-1,0,0
305110,,0,-1,0,0
305120,,0,-1,0,0
305130,,0,-1,0,0
305140,,0,-1,0,0
305150,,0,-1,0,0
305160,,0,-1,0,0
305180,,0,-1,0,0
305190,,0,-1,0,0
306000,,0,-1,0,0
306010,,0,-1,0,0
306020,,0,-1,0,0
307000,,0,-1,0,0
307010,,0,-1,0,0
307020,,0,-1,0,0
307030,,0,-1,0,0
307040,,0,-1,0,0
308000,,0,-1,0,0
308010,,0,-1,0,0
308020,,0,-1,0,0
308030,,0,-1,0,0
308040,,0,-1,0,0
309000,,0,-1,0,0
309010,,0,-1,0,0
309020,,0,-1,0,0
309030,,0,-1,0,0
309040,,0,-1,0,0
309050,,0,-1,0,0
320000,,0,-1,0,0
320010,,0,-1,0,0
320020,,0,-1,0,0
320030,,0,-1,0,0
320040,,0,-1,0,0
320050,,0,-1,0,0
320060,,0,-1,0,0
320070,,0,-1,0,0
320080,,0,-1,0,0
320090,,0,-1,0,0
320100,,0,-1,0,0
320110,,0,-1,0,0
320120,,0,-1,0,0
320130,,0,-1,0,0
320140,,0,-1,0,0
320150,,0,-1,0,0
320160,,0,-1,0,0
320170,,0,-1,0,0
320180,,0,-1,0,0
320190,,0,-1,0,0
320200,,0,-1,0,0
320210,,0,-1,0,0
320220,,0,-1,0,0
321000,,0,-1,0,0
321010,,0,-1,0,0
322000,,0,-1,0,0
322010,,0,-1,0,0
322020,,0,-1,0,0
322030,,0,-1,0,0
322040,,0,-1,0,0
322050,,0,-1,0,0
322060,,0,-1,0,0
322070,,0,-1,0,0
322080,,0,-1,0,0
322090,,0,-1,0,0
323000,,0,-1,0,0
900000,,0,-1,0,0
900001,,0,-1,0,0
900002,,0,-1,0,0
900003,,0,-1,0,0
900004,,0,-1,0,0
900005,,0,-1,0,0
900006,,0,-1,0,0
900007,,0,-1,0,0
900008,,0,-1,0,0
900009,,0,-1,0,0
900010,,0,-1,0,0
900011,,0,-1,0,0
900012,,0,-1,0,0
900013,,0,-1,0,0
900014,,0,-1,0,0
900015,,0,-1,0,0
900016,,0,-1,0,0
900017,,0,-1,0,0
900018,,0,-1,0,0
900019,,0,-1,0,0
900020,,0,-1,0,0
900021,,0,-1,0,0
900022,,0,-1,0,0
900023,,0,-1,0,0
900024,,0,-1,0,0
900025,,0,-1,0,0
900026,,0,-1,0,0
900027,,0,-1,0,0
900028,,0,-1,0,0
900029,,0,-1,0,0
900100,,0,-1,0,0
900101,,0,-1,0,0
900102,,0,-1,0,0
900103,,0,-1,0,0
900104,,0,-1,0,0
900105,,0,-1,0,0
900106,,0,-1,0,0
900107,,0,-1,0,0
900108,,0,-1,0,0
900109,,0,-1,0,0
900110,,0,-1,0,0
900111,,0,-1,0,0
900112,,0,-1,0,0
900113,,0,-1,0,0
900114,,0,-1,0,0
900115,,0,-1,0,0
900116,,0,-1,0,0
900117,,0,-1,0,0
900118,,0,-1,0,0
900119,,0,-1,0,0
900120,,0,-1,0,0
900121,,0,-1,0,0
900122,,0,-1,0,0
900123,,0,-1,0,0
900124,,0,-1,0,0
900125,,0,-1,0,0
900126,,0,-1,0,0
900129,,0,-1,0,0
900130,,0,-1,0,0
900131,,0,-1,0,0
900132,,0,-1,0,0
900133,,0,-1,0,0
900134,,0,-1,0,0
900136,,0,-1,0,0
900137,,0,-1,0,0
900138,,0,-1,0,0
900139,,0,-1,0,0
900140,,0,-1,0,0
900141,,0,-1,0,0
900142,,0,-1,0,0
900143,,0,-1,0,0
900144,,0,-1,0,0
900145,,0,-1,0,0
900147,,0,-1,0,0
900149,,0,-1,0,0
900150,,0,-1,0,0
900151,,0,-1,0,0
900152,,0,-1,0,0
900153,,0,-1,0,0
900154,,0,-1,0,0
900155,,0,-1,0,0
900156,,0,-1,0,0
900157,,0,-1,0,0
900158,,0,-1,0,0
900159,,0,-1,0,0
900160,,0,-1,0,0
900161,,0,-1,0,0
900162,,0,-1,0,0
900163,,0,-1,0,0
900164,,0,-1,0,0
900165,,0,-1,0,0
900166,,0,-1,0,0
900167,,0,-1,0,0
900168,,0,-1,0,0
900169,,0,-1,0,0
900200,,0,-1,0,0
900201,,0,-1,0,0
900202,,0,-1,0,0
900203,,0,-1,0,0
900204,,0,-1,0,0
900300,,0,-1,0,0
900301,,0,-1,0,0
900302,,0,-1,0,0
900303,,0,-1,0,0
900304,,0,-1,0,0
900305,,0,-1,0,0
900306,,0,-1,0,0
900307,,0,-1,0,0
900308,,0,-1,0,0
900309,,0,-1,0,0
900310,,0,-1,0,0
900311,,0,-1,0,0
900312,,0,-1,0,0
900313,,0,-1,0,0
900314,,0,-1,0,0
900315,,0,-1,0,0
900316,,0,-1,0,0
900317,,0,-1,0,0
900318,,0,-1,0,0
900319,,0,-1,0,0
900320,,0,-1,0,0
900321,,0,-1,0,0
900322,,0,-1,0,0
900323,,0,-1,0,0
900324,,0,-1,0,0
900325,,0,-1,0,0
900326,,0,-1,0,0
900329,,0,-1,0,0
900330,,0,-1,0,0
900331,,0,-1,0,0
900332,,0,-1,0,0
900333,,0,-1,0,0
900334,,0,-1,0,0
900336,,0,-1,0,0
900337,,0,-1,0,0
900338,,0,-1,0,0
900339,,0,-1,0,0
900340,,0,-1,0,0
900341,,0,-1,0,0
900342,,0,-1,0,0
900343,,0,-1,0,0
900344,,0,-1,0,0
900345,,0,-1,0,0
900347,,0,-1,0,0
900349,,0,-1,0,0
900350,,0,-1,0,0
900351,,0,-1,0,0
900352,,0,-1,0,0
900353,,0,-1,0,0
900354,,0,-1,0,0
900355,,0,-1,0,0
900356,,0,-1,0,0
900357,,0,-1,0,0
900358,,0,-1,0,0
900359,,0,-1,0,0
900360,,0,-1,0,0
900361,,0,-1,0,0
900362,,0,-1,0,0
900363,,0,-1,0,0
900364,,0,-1,0,0
900365,,0,-1,0,0
900366,,0,-1,0,0
900367,,0,-1,0,0
900368,,0,-1,0,0
900369,,0,-1,0,0
900400,,0,-1,0,0
900401,,0,-1,0,0
900402,,0,-1,0,0
900403,,0,-1,0,0
900404,,0,-1,0,0
