Row ID,Row Name,Guard Stability
1061200,Celebrant's Occult Sickle,15
1070000,Glintstone Kris,15
1080000,Scorpion's Stinger,16
1090000,Great Knife,15
1090100,Heavy Great Knife,15
1090200,Keen Great Knife,15
1090300,Quality Great Knife,15
1090400,Fire Great Knife,15
1090500,Flame Art Great Knife,15
1090600,Lightning Great Knife,15
1090700,Sacred Great Knife,15
1090800,Magic Great Knife,15
1090900,Cold Great Knife,15
1091000,Poison Great Knife,15
1091100,Blood Great Knife,15
1091200,Occult Great Knife,15
1100000,Wakizashi,18
1100100,Heavy Wakizashi,18
1100200,Keen Wakizashi,18
1100300,Quality Wakizashi,18
1100400,Fire Wakizashi,18
1100500,Flame Art Wakizashi,18
1100600,Lightning Wakizashi,18
1100700,Sacred Wakizashi,18
1100800,Magic Wakizashi,18
1100900,Cold Wakizashi,18
1101000,Poison Wakizashi,18
1101100,Blood Wakizashi,18
1101200,Occult Wakizashi,18
1110000,Cinquedea,18
1130000,Ivory Sickle,15
1140000,Bloodstained Dagger,15
1140100,Heavy Bloodstained Dagger,15
1140200,Keen Bloodstained Dagger,15
1140300,Quality Bloodstained Dagger,15
1140400,Fire Bloodstained Dagger,15
1140500,Flame Art Bloodstained Dagger,15
1140600,Lightning Bloodstained Dagger,15
1140700,Sacred Bloodstained Dagger,15
1140800,Magic Bloodstained Dagger,15
1140900,Cold Bloodstained Dagger,15
1141000,Poison Bloodstained Dagger,15
1141100,Blood Bloodstained Dagger,15
1141200,Occult Bloodstained Dagger,15
1150000,Erdsteel Dagger,15
1150100,Heavy Erdsteel Dagger,15
1150200,Keen Erdsteel Dagger,15
1150300,Quality Erdsteel Dagger,15
1150400,Fire Erdsteel Dagger,15
1150500,Flame Art Erdsteel Dagger,15
1150600,Lightning Erdsteel Dagger,15
1150700,Sacred Erdsteel Dagger,15
1150800,Magic Erdsteel Dagger,15
1150900,Cold Erdsteel Dagger,15
1151000,Poison Erdsteel Dagger,15
1151100,Blood Erdsteel Dagger,15
1151200,Occult Erdsteel Dagger,15
1160000,Blade of Calling,15
1190000,,15
1910000,,16
2000000,Longsword,30
2000100,Heavy Longsword,30
2000200,Keen Longsword,30
2000300,Quality Longsword,30
2000400,Fire Longsword,30
2000500,Flame Art Longsword,30
2000600,Lightning Longsword,30
2000700,Sacred Longsword,30
2000800,Magic Longsword,30
2000900,Cold Longsword,30
2001000,Poison Longsword,30
2001100,Bloody Longsword,30
2001200,Occult Longsword,30
2010000,Short Sword,28
2010100,Heavy Short Sword,28
2010200,Keen Short Sword,28
2010300,Quality Short Sword,28
2010400,Fire Short Sword,28
2010500,Flame Art Short Sword,28
2010600,Lightning Short Sword,28
2010700,Sacred Short Sword,28
2010800,Magic Short Sword,28
2010900,Cold Short Sword,28
2011000,Poison Short Sword,28
2011100,Blood Short Sword,28
2011200,Occult Short Sword,28
2020000,Broadsword,31
2020100,Heavy Broadsword,31
2020200,Keen Broadsword,31
2020300,Quality Broadsword,31
2020400,Fire Broadsword,31
2020500,Flame Art Broadsword,31
2020600,Lightning Broadsword,31
2020700,Sacred Broadsword,31
2020800,Magic Broadsword,31
2020900,Cold Broadsword,31
2021000,Poison Broadsword,31
2021100,Blood Broadsword,31
2021200,Occult Broadsword,31
2040000,Lordsworn's Straight Sword,30
2040100,Lordsworn's Heavy Straight Sword,30
2040200,Lordsworn's Keen Straight Sword,30
2040300,Lordsworn's Quality Straight Sword,30
2040400,Lordsworn's Fire Straight Sword,30
2040500,Lordsworn's Flame Art Straight Sword,30
2040600,Lordsworn's Lightning Straight Sword,30
2040700,Lordsworn's Sacred Straight Sword,30
2040800,Lordsworn's Magic Straight Sword,30
2040900,Lordsworn's Cold Straight Sword,30
2041000,Lordsworn's Poison Straight Sword,30
2041100,Lordsworn's Blood Straight Sword,30
2041200,Lordsworn's Occult Straight Sword,30
2050000,Weathered Straight Sword,27
2050100,Weathered Heavy Straight Sword,27
2050200,Weathered Keen Straight Sword,27
2050300,Weathered Quality Straight Sword,27
2050400,Weathered Fire Straight Sword,27
2050500,Weathered Flame Art Straight Sword,27
2050600,Weathered Lightning Straight Sword,27
2050700,Weathered Sacred Straight Sword,27
2050800,Weathered Magic Straight Sword,27
2050900,Weathered Cold Straight Sword,27
2051000,Weathered Poison Straight Sword,27
2051100,Weathered Blood Straight Sword,27
2051200,Weathered Occult Straight Sword,27
2060000,Ornamental Straight Sword,28
2070000,Golden Epitaph,30
2080000,Nox Flowing Sword,25
2090000,Inseparable Sword,36
2092000,,36
2110000,Coded Sword,27
2140000,Sword of Night and Flame,31
2150000,Crystal Sword,33
2180000,Carian Knight's Sword,31
2190000,Sword of St. Trina,28
2200000,Miquellan Knight's Sword,30
2210000,Cane Sword,27
2210100,Heavy Cane Sword,27
2210200,Keen Cane Sword,27
2210300,Quality Cane Sword,27
2210400,Fire Cane Sword,27
2210500,Flame Art Cane Sword,27
2210600,Lightning Cane Sword,27
2210700,Sacred Cane Sword,27
2210800,Magic Cane Sword,27
2210900,Cold Cane Sword,27
2211000,Poison Cane Sword,27
2211100,Blood Cane Sword,27
2211200,Occult Cane Sword,27
2220000,Regalia of Eochaid,33
2230000,Noble's Slender Sword,30
2230100,Noble's Heavy Slender Sword,30
2230200,Noble's Keen Slender Sword,30
2230300,Noble's Quality Slender Sword,30
2230400,Noble's Fire Slender Sword,30
2230500,Noble's Flame Art Slender Sword,30
2230600,Noble's Lightning Slender Sword,30
2230700,Noble's Sacred Slender Sword,30
2230800,Noble's Magic Slender Sword,30
2230900,Noble's Cold Slender Sword,30
2231000,Noble's Poison Slender Sword,30
2231100,Noble's Blood Slender Sword,30
2231200,Noble's Occult Slender Sword,30
2240000,Warhawk's Talon,30
2240100,Warhawk's Heavy Talon,30
2240200,Warhawk's Keen Talon,30
2240300,Warhawk's Quality Talon,30
2240400,Warhawk's Fire Talon,30
2240500,Warhawk's Flame Art Talon,30
2240600,Warhawk's Lightning Talon,30
2240700,Warhawk's Sacred Talon,30
2240800,Warhawk's Magic Talon,30
2240900,Warhawk's Cold Talon,30
2241000,Warhawk's Poison Talon,30
2241100,Warhawk's Blood Talon,30
2241200,Warhawk's Occult Talon,30
2250000,Lazuli Glintstone Sword,30
2260000,Rotten Crystal Sword,33
3000000,Bastard Sword,35
3000100,Heavy Bastard Sword,35
3000200,Keen Bastard Sword,35
3000300,Quality Bastard Sword,35
3000400,Fire Bastard Sword,35
3000500,Flame Art Bastard Sword,35
3000600,Lightning Bastard Sword,35
3000700,Sacred Bastard Sword,35
3000800,Magic Bastard Sword,35
3000900,Cold Bastard Sword,35
3001000,Poison Bastard Sword,35
3001100,Bloody Bastard Sword,35
3001200,Occult Bastard Sword,35
3010000,Forked Greatsword,36
3010100,Heavy Forked Greatsword,36
3010200,Keen Forked Greatsword,36
3010300,Quality Forked Greatsword,36
3010400,Fire Forked Greatsword,36
3010500,Flame Art Forked Greatsword,36
3010600,Lightning Forked Greatsword,36
3010700,Sacred Forked Greatsword,36
3010800,Magic Forked Greatsword,36
3010900,Cold Forked Greatsword,36
3011000,Poison Forked Greatsword,36
3011100,Blood Forked Greatsword,36
3011200,Occult Forked Greatsword,36
3020000,Iron Greatsword,39
3020100,Heavy Iron Greatsword,39
3020200,Keen Iron Greatsword,39
3020300,Quality Iron Greatsword,39
3020400,Fire Iron Greatsword,39
3020500,Flame Art Iron Greatsword,39
3020600,Lightning Iron Greatsword,39
3020700,Sacred Iron Greatsword,39
3020800,Magic Iron Greatsword,39
3020900,Cold Iron Greatsword,39
3021000,Poison Iron Greatsword,39
3021100,Blood Iron Greatsword,39
3021200,Occult Iron Greatsword,39
3030000,Lordsworn's Greatsword,35
3030100,Lordsworn's Heavy Greatsword,35
3030200,Lordsworn's Keen Greatsword,35
3030300,Lordsworn's Quality Greatsword,35
3030400,Lordsworn's Fire Greatsword,35
3030500,Lordsworn's Flame Art Greatsword,35
3030600,Lordsworn's Lightning Greatsword,35
3030700,Lordsworn's Sacred Greatsword,35
3030800,Lordsworn's Magic Greatsword,35
3030900,Lordsworn's Cold Greatsword,35
3031000,Lordsworn's Poison Greatsword,35
3031100,Lordsworn's Blood Greatsword,35
3031200,Lordsworn's Occult Greatsword,35
3040000,Knight's Greatsword,36
3040100,Knight's Heavy Greatsword,36
3040200,Knight's Keen Greatsword,36
3040300,Knight's Quality Greatsword,36
3040400,Knight's Fire Greatsword,36
3040500,Knight's Flame Art Greatsword,36
3040600,Knight's Lightning Greatsword,36
3040700,Knight's Sacred Greatsword,36
3040800,Knight's Magic Greatsword,36
3040900,Knight's Cold Greatsword,36
3041000,Knight's Poison Greatsword,36
3041100,Knight's Blood Greatsword,36
3041200,Knight's Occult Greatsword,36
3050000,Flamberge,35
3050100,Heavy Flamberge,35
3050200,Keen Flamberge,35
3050300,Quality Flamberge,35
3050400,Fire Flamberge,35
3050500,Flame Art Flamberge,35
3050600,Lightning Flamberge,35
3050700,Sacred Flamberge,35
3050800,Magic Flamberge,35
3050900,Cold Flamberge,35
3051000,Poison Flamberge,35
3051100,Blood Flamberge,35
3051200,Occult Flamberge,35
3060000,Ordovis's Greatsword,39
3070000,Alabaster Lord's Sword,33
3080000,Banished Knight's Greatsword,36
3080100,Banished Knight's Heavy Greatsword,36
3080200,Banished Knight's Keen Greatsword,36
3080300,Banished Knight's Quality Greatsword,36
3080400,Banished Knight's Fire Greatsword,36
3080500,Banished Knight's Flame Art Greatsword,36
3080600,Banished Knight's Lightning Greatsword,36
3080700,Banished Knight's Sacred Greatsword,36
3080800,Banished Knight's Magic Greatsword,36
3080900,Banished Knight's Cold Greatsword,36
3081000,Banished Knight's Poison Greatsword,36
3081100,Banished Knight's Blood Greatsword,36
3081200,Banished Knight's Occult Greatsword,36
3090000,Dark Moon Greatsword,36
3100000,Sacred Relic Sword,36
3130000,Helphen's Steeple,38
3140000,Blasphemous Blade,42
3150000,Marais Executioner's Sword,38
3160000,Sword of Milos,36
3170000,Golden Order Greatsword,35
3180000,Claymore,35
3180100,Heavy Claymore,35
3180200,Keen Claymore,35
3180300,Quality Claymore,35
3180400,Fire Claymore,35
3180500,Flame Art Claymore,35
3180600,Lightning Claymore,35
3180700,Sacred Claymore,35
3180800,Magic Claymore,35
3180900,Cold Claymore,35
3181000,Poison Claymore,35
3181100,Blood Claymore,35
3181200,Occult Claymore,35
3190000,Gargoyle's Greatsword,38
3190100,Gargoyle's Heavy Greatsword,38
3190200,Gargoyle's Keen Greatsword,38
3190300,Gargoyle's Quality Greatsword,38
3190400,Gargoyle's Fire Greatsword,38
3190500,Gargoyle's Flame Art Greatsword,38
3190600,Gargoyle's Lightning Greatsword,38
3190700,Gargoyle's Sacred Greatsword,38
3190800,Gargoyle's Magic Greatsword,38
3190900,Gargoyle's Cold Greatsword,38
3191000,Gargoyle's Poison Greatsword,38
3191100,Gargoyle's Blood Greatsword,38
3191200,Gargoyle's Occult Greatsword,38
3200000,Death's Poker,33
3210000,Gargoyle's Blackblade,38
3220000,,36
3900000,,35
4000000,Greatsword,38
4000100,Heavy Greatsword,38
4000200,Keen Greatsword,38
4000300,Quality Greatsword,38
4000400,Fire Greatsword,38
4000500,Flame Art Greatsword,38
4000600,Lightning Greatsword,38
4000700,Sacred Greatsword,38
4000800,Magic Greatsword,38
4000900,Cold Greatsword,38
4001000,Poison Greatsword,38
4001100,Blood Greatsword,38
4001200,Occult Greatsword,38
4010000,Watchdog's Greatsword,38
4010100,Watchdog's Heavy Greatsword,38
4010200,Watchdog's Keen Greatsword,38
4010300,Watchdog's Quality Greatsword,38
4010400,Watchdog's Fire Greatsword,38
4010500,Watchdog's Flame Art Greatsword,38
4010600,Watchdog's Lightning Greatsword,38
4010700,Watchdog's Sacred Greatsword,38
4010800,Watchdog's Magic Greatsword,38
4010900,Watchdog's Cold Greatsword,38
4011000,Watchdog's Poison Greatsword,38
4011100,Watchdog's Blood Greatsword,38
4011200,Watchdog's Occult Greatsword,38
4020000,Maliketh's Black Blade,38
4030000,Troll's Golden Sword,40
4030100,Troll's Golden Heavy Sword,40
4030200,Troll's Golden Keen Sword,40
4030300,Troll's Golden Quality Sword,40
4030400,Troll's Golden Fire Sword,40
4030500,Troll's Golden Flame Art Sword,40
4030600,Troll's Golden Lightning Sword,40
4030700,Troll's Golden Sacred Sword,40
4030800,Troll's Golden Magic Sword,40
4030900,Troll's Golden Cold Sword,40
4031000,Troll's Golden Poison Sword,40
4031100,Troll's Golden Blood Sword,40
4031200,Troll's Golden Occult Sword,40
4040000,Zweihander,36
4040100,Heavy Zweihander,36
4040200,Keen Zweihander,36
4040300,Quality Zweihander,36
4040400,Fire Zweihander,36
4040500,Flame Art Zweihander,36
4040600,Lightning Zweihander,36
4040700,Sacred Zweihander,36
4040800,Magic Zweihander,36
4040900,Cold Zweihander,36
4041000,Poison Zweihander,36
4041100,Blood Zweihander,36
4041200,Occult Zweihander,36
4050000,Starscourge Greatsword,42
4060000,Royal Greatsword,42
4070000,Godslayer's Greatsword,40
4080000,Ruins Greatsword,45
4100000,Grafted Blade Greatsword,44
4110000,Troll Knight's Sword,40
4900000,,36
4910000,,40
5000000,Estoc,24
5000100,Heavy Estoc,24
5000200,Keen Estoc,24
5000300,Quality Estoc,24
5000400,Fire Estoc,24
5000500,Flame Art Estoc,24
5000600,Lightning Estoc,24
5000700,Sacred Estoc,24
5000800,Magic Estoc,24
5000900,Cold Estoc,24
5001000,Poison Estoc,24
5001100,Blood Estoc,24
5001200,Occult Estoc,24
5010000,Cleanrot Knight's Sword,23
5010100,Cleanrot Knight's Heavy Sword,23
5010200,Cleanrot Knight's Keen Sword,23
5010300,Cleanrot Knight's Quality Sword,23
5010400,Cleanrot Knight's Fire Sword,23
5010500,Cleanrot Knight's Flame Art Sword,23
5010600,Cleanrot Knight's Lightning Sword,23
5010700,Cleanrot Knight's Sacred Sword,23
5010800,Cleanrot Knight's Magic Sword,23
5010900,Cleanrot Knight's Cold Sword,23
5011000,Cleanrot Knight's Poison Sword,23
5011100,Cleanrot Knight's Blood Sword,23
5011200,Cleanrot Knight's Occult Sword,23
5020000,Rapier,20
5020100,Heavy Rapier,20
5020200,Keen Rapier,20
5020300,Quality Rapier,20
5020400,Fire Rapier,20
5020500,Flame Art Rapier,20
5020600,Lightning Rapier,20
5020700,Sacred Rapier,20
5020800,Magic Rapier,20
5020900,Cold Rapier,20
5021000,Poison Rapier,20
5021100,Blood Rapier,20
5021200,Occult Rapier,20
5030000,Rogier's Rapier,22
5030100,Rogier's Heavy Rapier,22
5030200,Rogier's Keen Rapier,22
5030300,Rogier's Quality Rapier,22
5030400,Rogier's Fire Rapier,22
5030500,Rogier's Flame Art Rapier,22
5030600,Rogier's Lightning Rapier,22
5030700,Rogier's Sacred Rapier,22
5030800,Rogier's Magic Rapier,22
5030900,Rogier's Cold Rapier,22
5031000,Rogier's Poison Rapier,22
5031100,Rogier's Blood Rapier,22
5031200,Rogier's Occult Rapier,22
5040000,Antspur Rapier,21
5040100,Heavy Antspur Rapier,21
5040200,Keen Antspur Rapier,21
5040300,Quality Antspur Rapier,21
5040400,Fire Antspur Rapier,21
5040500,Flame Art Antspur Rapier,21
5040600,Lightning Antspur Rapier,21
5040700,Sacred Antspur Rapier,21
5040800,Magic Antspur Rapier,21
5040900,Cold Antspur Rapier,21
5041000,Poison Antspur Rapier,21
5041100,Blood Antspur Rapier,21
5041200,Occult Antspur Rapier,21
5050000,Frozen Needle,20
5060000,Noble's Estoc,22
5060100,Noble's Heavy Estoc,22
5060200,Noble's Keen Estoc,22
5060300,Noble's Quality Estoc,22
5060400,Noble's Fire Estoc,22
5060500,Noble's Flame Art Estoc,22
5060600,Noble's Lightning Estoc,22
5060700,Noble's Sacred Estoc,22
5060800,Noble's Magic Estoc,22
5060900,Noble's Cold Estoc,22
5061000,Noble's Poison Estoc,22
5061100,Noble's Blood Estoc,22
5061200,Noble's Occult Estoc,22
6000000,Bloody Helice,34
6010000,Godskin Stitcher,33
6010100,Heavy Godskin Stitcher,33
6010200,Keen Godskin Stitcher,33
6010300,Quality Godskin Stitcher,33
6010400,Fire Godskin Stitcher,33
6010500,Flame Art Godskin Stitcher,33
6010600,Lightning Godskin Stitcher,33
6010700,Sacred Godskin Stitcher,33
6010800,Magic Godskin Stitcher,33
6010900,Cold Godskin Stitcher,33
6011000,Poison Godskin Stitcher,33
6011100,Blood Godskin Stitcher,33
6011200,Occult Godskin Stitcher,33
6020000,Great epee,31
6020100,Heavy Great epee,31
6020200,Keen Great epee,31
6020300,Quality Great epee,31
6020400,Fire Great epee,31
6020500,Flame Art Great epee,31
6020600,Lightning Great epee,31
6020700,Sacred Great epee,31
6020800,Magic Great epee,31
6020900,Cold Great epee,31
6021000,Poison Great epee,31
6021100,Blood Great epee,31
6021200,Occult Great epee,31
6040000,Dragon King's Cragblade,34
6900000,,31
7000000,Falchion,26
7000100,Heavy Falchion,26
7000200,Keen Falchion,26
7000300,Quality Falchion,26
7000400,Fire Falchion,26
7000500,Flame Art Falchion,26
7000600,Lightning Falchion,26
7000700,Sacred Falchion,26
7000800,Magic Falchion,26
7000900,Cold Falchion,26
7001000,Poison Falchion,26
7001100,Blood Falchion,26
7001200,Occult Falchion,26
7010000,Beastman's Curved Sword,27
7010100,Beastman's Heavy Curved Sword,27
7010200,Beastman's Keen Curved Sword,27
7010300,Beastman's Quality Curved Sword,27
7010400,Beastman's Fire Curved Sword,27
7010500,Beastman's Flame Art Curved Sword,27
7010600,Beastman's Lightning Curved Sword,27
7010700,Beastman's Sacred Curved Sword,27
7010800,Beastman's Magic Curved Sword,27
7010900,Beastman's Cold Curved Sword,27
7011000,Beastman's Poison Curved Sword,27
7011100,Beastman's Blood Curved Sword,27
7011200,Beastman's Occult Curved Sword,27
7020000,Shotel,22
7020100,Heavy Shotel,22
7020200,Keen Shotel,22
7020300,Quality Shotel,22
7020400,Fire Shotel,22
7020500,Flame Art Shotel,22
7020600,Lightning Shotel,22
7020700,Sacred Shotel,22
7020800,Magic Shotel,22
7020900,Cold Shotel,22
7021000,Poison Shotel,22
7021100,Blood Shotel,22
7021200,Occult Shotel,22
7030000,Shamshir,26
7030100,Heavy Shamshir,26
7030200,Keen Shamshir,26
7030300,Quality Shamshir,26
7030400,Fire Shamshir,26
7030500,Flame Art Shamshir,26
7030600,Lightning Shamshir,26
7030700,Sacred Shamshir,26
7030800,Magic Shamshir,26
7030900,Cold Shamshir,26
7031000,Poison Shamshir,26
7031100,Blood Shamshir,26
7031200,Occult Shamshir,26
7040000,Bandit's Curved Sword,30
7040100,Bandit's Heavy Curved Sword,30
7040200,Bandit's Keen Curved Sword,30
7040300,Bandit's Quality Curved Sword,30
7040400,Bandit's Fire Curved Sword,30
7040500,Bandit's Flame Art Curved Sword,30
7040600,Bandit's Lightning Curved Sword,30
7040700,Bandit's Sacred Curved Sword,30
7040800,Bandit's Magic Curved Sword,30
7040900,Bandit's Cold Curved Sword,30
7041000,Bandit's Poison Curved Sword,30
7041100,Bandit's Blood Curved Sword,30
7041200,Bandit's Occult Curved Sword,30
7050000,Magma Blade,27
7060000,Flowing Curved Sword,26
7060100,Flowing Heavy Curved Sword,26
7060200,Flowing Keen Curved Sword,26
7060300,Flowing Quality Curved Sword,26
7060400,Flowing Fire Curved Sword,26
7060500,Flowing Flame Art Curved Sword,26
7060600,Flowing Lightning Curved Sword,26
7060700,Flowing Sacred Curved Sword,26
7060800,Flowing Magic Curved Sword,26
7060900,Flowing Cold Curved Sword,26
7061000,Flowing Poison Curved Sword,26
7061100,Flowing Blood Curved Sword,26
7061200,Flowing Occult Curved Sword,26
7070000,Wing of Astel,23
7080000,Scavenger's Curved Sword,25
7080100,Scavenger's Heavy Curved Sword,25
7080200,Scavenger's Keen Curved Sword,25
7080300,Scavenger's Quality Curved Sword,25
7080400,Scavenger's Fire Curved Sword,25
7080500,Scavenger's Flame Art Curved Sword,25
7080600,Scavenger's Lightning Curved Sword,25
7080700,Scavenger's Sacred Curved Sword,25
7080800,Scavenger's Magic Curved Sword,25
7080900,Scavenger's Cold Curved Sword,25
7081000,Scavenger's Poison Curved Sword,25
7081100,Scavenger's Blood Curved Sword,25
7081200,Scavenger's Occult Curved Sword,25
7100000,Eclipse Shotel,25
7110000,Serpent-God's Curved Sword,27
7110100,Serpent-God's Heavy Curved Sword,27
7110200,Serpent-God's Keen Curved Sword,27
7110300,Serpent-God's Quality Curved Sword,27
7110400,Serpent-God's Fire Curved Sword,27
7110500,Serpent-God's Flame Art Curved Sword,27
7110600,Serpent-God's Lightning Curved Sword,27
7110700,Serpent-God's Sacred Curved Sword,27
7110800,Serpent-God's Magic Curved Sword,27
7110900,Serpent-God's Cold Curved Sword,27
7111000,Serpent-God's Poison Curved Sword,27
7111100,Serpent-God's Blood Curved Sword,27
7111200,Serpent-God's Occult Curved Sword,27
7120000,Mantis Blade,27
7120100,Heavy Mantis Blade,27
7120200,Keen Mantis Blade,27
7120300,Quality Mantis Blade,27
7120400,Fire Mantis Blade,27
7120500,Flame Art Mantis Blade,27
7120600,Lightning Mantis Blade,27
7120700,Sacred Mantis Blade,27
7120800,Magic Mantis Blade,27
7120900,Cold Mantis Blade,27
7121000,Poison Mantis Blade,27
7121100,Blood Mantis Blade,27
7121200,Occult Mantis Blade,27
7140000,Scimitar,25
7140100,Heavy Scimitar,25
7140200,Keen Scimitar,25
7140300,Quality Scimitar,25
7140400,Fire Scimitar,25
7140500,Flame Art Scimitar,25
7140600,Lightning Scimitar,25
7140700,Sacred Scimitar,25
7140800,Magic Scimitar,25
7140900,Cold Scimitar,25
7141000,Poison Scimitar,25
7141100,Bloody Scimitar,25
7141200,Occult Scimitar,25
7150000,Grossmesser,28
7150100,Heavy Grossmesser,28
7150200,Keen Grossmesser,28
7150300,Quality Grossmesser,28
7150400,Fire Grossmesser,28
7150500,Flame Art Grossmesser,28
7150600,Lightning Grossmesser,28
7150700,Sacred Grossmesser,28
7150800,Magic Grossmesser,28
7150900,Cold Grossmesser,28
7151000,Poison Grossmesser,28
7151100,Blood Grossmesser,28
7151200,Occult Grossmesser,28
8010000,Onyx Lord's Greatsword,36
8020000,Dismounter,35
8020100,Heavy Dismounter,35
8020200,Keen Dismounter,35
8020300,Quality Dismounter,35
8020400,Fire Dismounter,35
8020500,Flame Art Dismounter,35
8020600,Lightning Dismounter,35
8020700,Sacred Dismounter,35
8020800,Magic Dismounter,35
8020900,Cold Dismounter,35
8021000,Poison Dismounter,35
8021100,Blood Dismounter,35
8021200,Occult Dismounter,35
8030000,Bloodhound's Fang,36
8040000,Magma Wyrm's Scalesword,42
8050000,Zamor Curved Sword,33
8060000,Omen Cleaver,36
8060100,Heavy Omen Cleaver,36
8060200,Keen Omen Cleaver,36
8060300,Quality Omen Cleaver,36
8060400,Fire Omen Cleaver,36
8060500,Flame Art Omen Cleaver,36
8060600,Lightning Omen Cleaver,36
8060700,Sacred Omen Cleaver,36
8060800,Magic Omen Cleaver,36
8060900,Cold Omen Cleaver,36
8061000,Poison Omen Cleaver,36
8061100,Blood Omen Cleaver,36
8061200,Occult Omen Cleaver,36
8070000,Monk's Flameblade,33
8070100,Monk's Heavy Flameblade,33
8070200,Monk's Keen Flameblade,33
8070300,Monk's Quality Flameblade,33
8070400,Monk's Fire Flameblade,33
8070500,Monk's Flame Art Flameblade,33
8070600,Monk's Lightning Flameblade,33
8070700,Monk's Sacred Flameblade,33
8070800,Monk's Magic Flameblade,33
8070900,Monk's Cold Flameblade,33
8071000,Monk's Poison Flameblade,33
8071100,Monk's Blood Flameblade,33
8071200,Monk's Occult Flameblade,33
8080000,Beastman's Cleaver,36
8080100,Beastman's Heavy Cleaver,36
8080200,Beastman's Keen Cleaver,36
8080300,Beastman's Quality Cleaver,36
8080400,Beastman's Fire Cleaver,36
8080500,Beastman's Flame Art Cleaver,36
8080600,Beastman's Lightning Cleaver,36
8080700,Beastman's Sacred Cleaver,36
8080800,Beastman's Magic Cleaver,36
8080900,Beastman's Cold Cleaver,36
8081000,Beastman's Poison Cleaver,36
8081100,Beastman's Blood Cleaver,36
8081200,Beastman's Occult Cleaver,36
8100000,Morgott's Cursed Sword,29
8900000,,35
