Row ID;Row Name;VFX 0 - Time;VFX 1 - Time;VFX 2 - Time;VFX 0 - Init;VFX 0 - Main;VFX 0 - Sub;VFX 1 - Init;VFX 1 - Main;VFX 1 - Sub;VFX 2 - Init;VFX 2 - Main;VFX 2 - Sub;Unk1;Unk2;Unk3;Unk4
31110800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31120800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31150800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31170800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31180800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31190800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31200800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31210800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
31220800;;333;333;333;-1;302655;302603;-1;302656;302603;-1;302657;302603;0;0;0;0
32000800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32010800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32020800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32040800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32050800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32070800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32080800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
32110800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
35000800;;333;333;333;-1;302643;302603;-1;302661;302603;-1;302662;302603;0;0;0;0
35000850;;333;333;333;-1;302640;302603;-1;302641;302603;-1;302642;302603;0;0;0;0
39200800;;333;333;333;-1;302658;302603;-1;302659;302603;-1;302660;302603;0;0;0;0
