Row ID;Row Name;equipId;value;mtrlId;eventFlag_forStock;eventFlag_forRelease;sellQuantity;equipType;costType;setNum;value_Add;value_Magnification;iconId;nameMsgId;menuTitleMsgId;menuIconId
30025;[Grand Merchant - Weapons] Coded Sword;2110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30026;[Grand Merchant - Weapons] Sword of Night and Flame;2140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30027;[Grand Merchant - Weapons] Crystal Sword;2150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30028;[Grand Merchant - Weapons] Carian Knight's Sword;2180000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30029;[Grand Merchant - Weapons] Sword of St. Trina;2190000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30030;[Grand Merchant - Weapons] Miquellan Knight's Sword;2200000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30031;[Grand Merchant - Weapons] Cane Sword;2210000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30032;[Grand Merchant - Weapons] Regalia of Eochaid;2220000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30033;[Grand Merchant - Weapons] Noble's Slender Sword;2230000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30034;[Grand Merchant - Weapons] Warhawk's Talon;2240000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30035;[Grand Merchant - Weapons] Lazuli Glintstone Sword;2250000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30036;[Grand Merchant - Weapons] Rotten Crystal Sword;2260000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30037;[Grand Merchant - Weapons] Bastard Sword;3000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30038;[Grand Merchant - Weapons] Forked Greatsword;3010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30039;[Grand Merchant - Weapons] Iron Greatsword;3020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30040;[Grand Merchant - Weapons] Lordsworn's Greatsword;3030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30041;[Grand Merchant - Weapons] Knight's Greatsword;3040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30042;[Grand Merchant - Weapons] Flamberge;3050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30043;[Grand Merchant - Weapons] Ordovis's Greatsword;3060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30044;[Grand Merchant - Weapons] Alabaster Lord's Sword;3070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30045;[Grand Merchant - Weapons] Banished Knight's Greatsword;3080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30046;[Grand Merchant - Weapons] Dark Moon Greatsword;3090000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30047;[Grand Merchant - Weapons] Sacred Relic Sword;3100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30048;[Grand Merchant - Weapons] Helphen's Steeple;3130000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30049;[Grand Merchant - Weapons] Blasphemous Blade;3140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30050;[Grand Merchant - Weapons] Marais Executioner's Sword;3150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30051;[Grand Merchant - Weapons] Sword of Milos;3160000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30052;[Grand Merchant - Weapons] Golden Order Greatsword;3170000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30053;[Grand Merchant - Weapons] Claymore;3180000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30054;[Grand Merchant - Weapons] Gargoyle's Greatsword;3190000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30055;[Grand Merchant - Weapons] Death's Poker;3200000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30056;[Grand Merchant - Weapons] Gargoyle's Blackblade;3210000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30057;[Grand Merchant - Weapons] Greatsword;4000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30058;[Grand Merchant - Weapons] Watchdog's Greatsword;4010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30059;[Grand Merchant - Weapons] Maliketh's Black Blade;4020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30060;[Grand Merchant - Weapons] Troll's Golden Sword;4030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30061;[Grand Merchant - Weapons] Zweihander;4040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30062;[Grand Merchant - Weapons] Starscourge Greatsword;4050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30063;[Grand Merchant - Weapons] Royal Greatsword;4060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30064;[Grand Merchant - Weapons] Godslayer's Greatsword;4070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30065;[Grand Merchant - Weapons] Ruins Greatsword;4080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30066;[Grand Merchant - Weapons] Grafted Blade Greatsword;4100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30067;[Grand Merchant - Weapons] Troll Knight's Sword;4110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30068;[Grand Merchant - Weapons] Estoc;5000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30069;[Grand Merchant - Weapons] Cleanrot Knight's Sword;5010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30070;[Grand Merchant - Weapons] Rapier;5020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30071;[Grand Merchant - Weapons] Rogier's Rapier;5030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30072;[Grand Merchant - Weapons] Antspur Rapier;5040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30073;[Grand Merchant - Weapons] Frozen Needle;5050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30074;[Grand Merchant - Weapons] Noble's Estoc;5060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30075;[Grand Merchant - Weapons] Bloody Helice;6000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30076;[Grand Merchant - Weapons] Godskin Stitcher;6010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30077;[Grand Merchant - Weapons] Great epee;6020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30078;[Grand Merchant - Weapons] Dragon King's Cragblade;6040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30079;[Grand Merchant - Weapons] Falchion;7000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30080;[Grand Merchant - Weapons] Beastman's Curved Sword;7010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30081;[Grand Merchant - Weapons] Shotel;7020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30082;[Grand Merchant - Weapons] Shamshir;7030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30083;[Grand Merchant - Weapons] Bandit's Curved Sword;7040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30084;[Grand Merchant - Weapons] Magma Blade;7050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30085;[Grand Merchant - Weapons] Flowing Curved Sword;7060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30086;[Grand Merchant - Weapons] Wing of Astel;7070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30087;[Grand Merchant - Weapons] Scavenger's Curved Sword;7080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30088;[Grand Merchant - Weapons] Eclipse Shotel;7100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30089;[Grand Merchant - Weapons] Serpent-God's Curved Sword;7110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30090;[Grand Merchant - Weapons] Mantis Blade;7120000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30091;[Grand Merchant - Weapons] Scimitar;7140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30092;[Grand Merchant - Weapons] Grossmesser;7150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30093;[Grand Merchant - Weapons] Onyx Lord's Greatsword;8010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30094;[Grand Merchant - Weapons] Dismounter;8020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30095;[Grand Merchant - Weapons] Bloodhound's Fang;8030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30096;[Grand Merchant - Weapons] Magma Wyrm's Scalesword;8040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30097;[Grand Merchant - Weapons] Zamor Curved Sword;8050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30098;[Grand Merchant - Weapons] Omen Cleaver;8060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30099;[Grand Merchant - Weapons] Monk's Flameblade;8070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30100;[Grand Merchant - Weapons] Beastman's Cleaver;8080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30101;[Grand Merchant - Weapons] Morgott's Cursed Sword;8100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30102;[Grand Merchant - Weapons] Uchigatana;9000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30103;[Grand Merchant - Weapons] Nagakiba;9010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30104;[Grand Merchant - Weapons] Hand of Malenia;9020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30105;[Grand Merchant - Weapons] Meteoric Ore Blade;9030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30106;[Grand Merchant - Weapons] Rivers of Blood;9040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30107;[Grand Merchant - Weapons] Moonveil;9060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30108;[Grand Merchant - Weapons] Dragonscale Blade;9070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30109;[Grand Merchant - Weapons] Serpentbone Blade;9080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30110;[Grand Merchant - Weapons] Twinblade;10000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30111;[Grand Merchant - Weapons] Godskin Peeler;10010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30112;[Grand Merchant - Weapons] Twinned Knight Swords;10030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30113;[Grand Merchant - Weapons] Eleonora's Poleblade;10050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30114;[Grand Merchant - Weapons] Gargoyle's Twinblade;10080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30115;[Grand Merchant - Weapons] Gargoyle's Black Blades;10090000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30116;[Grand Merchant - Weapons] Mace;11000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30117;[Grand Merchant - Weapons] Club;11010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30118;[Grand Merchant - Weapons] Curved Club;11030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30119;[Grand Merchant - Weapons] Warpick;11040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30120;[Grand Merchant - Weapons] Morning Star;11050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30121;[Grand Merchant - Weapons] Varre's Bouquet;11060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30122;[Grand Merchant - Weapons] Spiked Club;11070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30123;[Grand Merchant - Weapons] Hammer;11080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30124;[Grand Merchant - Weapons] Monk's Flamemace;11090000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30125;[Grand Merchant - Weapons] Envoy's Horn;11100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30126;[Grand Merchant - Weapons] Scepter of the All-Knowing;11110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30127;[Grand Merchant - Weapons] Nox Flowing Hammer;11120000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30128;[Grand Merchant - Weapons] Ringed Finger;11130000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30129;[Grand Merchant - Weapons] Stone Club;11140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30130;[Grand Merchant - Weapons] Marika's Hammer;11150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30131;[Grand Merchant - Weapons] Large Club;12000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30132;[Grand Merchant - Weapons] Greathorn Hammer;12010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30133;[Grand Merchant - Weapons] Battle Hammer;12020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30134;[Grand Merchant - Weapons] Great Mace;12060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30135;[Grand Merchant - Weapons] Curved Great Club;12080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30136;[Grand Merchant - Weapons] Celebrant's Skull;12130000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30137;[Grand Merchant - Weapons] Pickaxe;12140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30138;[Grand Merchant - Weapons] Beastclaw Greathammer;12150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30139;[Grand Merchant - Weapons] Envoy's Long Horn;12160000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30140;[Grand Merchant - Weapons] Cranial Vessel Candlestand;12170000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30141;[Grand Merchant - Weapons] Great Stars;12180000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30142;[Grand Merchant - Weapons] Brick Hammer;12190000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30143;[Grand Merchant - Weapons] Devourer's Scepter;12200000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30144;[Grand Merchant - Weapons] Rotten Battle Hammer;12210000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30145;[Grand Merchant - Weapons] Nightrider Flail;13000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30146;[Grand Merchant - Weapons] Flail;13010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30147;[Grand Merchant - Weapons] Family Heads;13020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30148;[Grand Merchant - Weapons] Bastard's Stars;13030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30149;[Grand Merchant - Weapons] Chainlink Flail;13040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30150;[Grand Merchant - Weapons] Battle Axe;14000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30151;[Grand Merchant - Weapons] Forked Hatchet;14010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30152;[Grand Merchant - Weapons] Hand Axe;14020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30153;[Grand Merchant - Weapons] Jawbone Axe;14030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30154;[Grand Merchant - Weapons] Iron Cleaver;14040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30155;[Grand Merchant - Weapons] Ripple Blade;14050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30156;[Grand Merchant - Weapons] Celebrant's Cleaver;14060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30157;[Grand Merchant - Weapons] Icerind Hatchet;14080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30158;[Grand Merchant - Weapons] Highland Axe;14100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30159;[Grand Merchant - Weapons] Sacrificial Axe;14110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30160;[Grand Merchant - Weapons] Rosus' Axe;14120000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30161;[Grand Merchant - Weapons] Stormhawk Axe;14140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30162;[Grand Merchant - Weapons] Greataxe;15000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30163;[Grand Merchant - Weapons] Warped Axe;15010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30164;[Grand Merchant - Weapons] Great Omenkiller Cleaver;15020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30165;[Grand Merchant - Weapons] Crescent Moon Axe;15030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30166;[Grand Merchant - Weapons] Axe of Godrick;15040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30167;[Grand Merchant - Weapons] Longhaft Axe;15050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30168;[Grand Merchant - Weapons] Rusted Anchor;15060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30169;[Grand Merchant - Weapons] Executioner's Greataxe;15080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30170;[Grand Merchant - Weapons] Winged Greathorn;15110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30171;[Grand Merchant - Weapons] Butchering Knife;15120000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30172;[Grand Merchant - Weapons] Gargoyle's Great Axe;15130000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30173;[Grand Merchant - Weapons] Gargoyle's Black Axe;15140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30174;[Grand Merchant - Weapons] Short Spear;16000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30175;[Grand Merchant - Weapons] Spear;16010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30176;[Grand Merchant - Weapons] Crystal Spear;16020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30177;[Grand Merchant - Weapons] Clayman's Harpoon;16030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30178;[Grand Merchant - Weapons] Cleanrot Spear;16040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30179;[Grand Merchant - Weapons] Partisan;16050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30180;[Grand Merchant - Weapons] Celebrant's Rib-Rake;16060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30181;[Grand Merchant - Weapons] Pike;16070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30182;[Grand Merchant - Weapons] Torchpole;16080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30183;[Grand Merchant - Weapons] Bolt of Gransax;16090000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30184;[Grand Merchant - Weapons] Cross-Naginata;16110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30185;[Grand Merchant - Weapons] Death Ritual Spear;16120000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30186;[Grand Merchant - Weapons] Inquisitor's Girandole;16130000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30187;[Grand Merchant - Weapons] Spiked Spear;16140000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30188;[Grand Merchant - Weapons] Iron Spear;16150000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30189;[Grand Merchant - Weapons] Rotten Crystal Spear;16160000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30190;[Grand Merchant - Weapons] Mohgwyn's Sacred Spear;17010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30191;[Grand Merchant - Weapons] Siluria's Tree;17020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30192;[Grand Merchant - Weapons] Serpent-Hunter;17030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30193;[Grand Merchant - Weapons] Vyke's War Spear;17050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30194;[Grand Merchant - Weapons] Lance;17060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30195;[Grand Merchant - Weapons] Treespear;17070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30196;[Grand Merchant - Weapons] Halberd;18000000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30197;[Grand Merchant - Weapons] Pest's Glaive;18010000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30198;[Grand Merchant - Weapons] Lucerne;18020000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30199;[Grand Merchant - Weapons] Banished Knight's Halberd;18030000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30200;[Grand Merchant - Weapons] Commander's Standard;18040000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30201;[Grand Merchant - Weapons] Nightrider Glaive;18050000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30202;[Grand Merchant - Weapons] Ripple Crescent Halberd;18060000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30203;[Grand Merchant - Weapons] Vulgar Militia Saw;18070000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30204;[Grand Merchant - Weapons] Golden Halberd;18080000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30205;[Grand Merchant - Weapons] Glaive;18090000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30206;[Grand Merchant - Weapons] Loretta's War Sickle;18100000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
30207;[Grand Merchant - Weapons] Guardian's Swordspear;18110000;0;-1;0;0;-1;0;0;1;1;-1;-1;-1;-1;-1;
