Row ID;Row Name;Disable Param - Network Test;Bonus Runes - Singleplayer;Bonus Runes - Multiplayer;Humanity Point Count Flag ID;Humanity Drop Point [1];Humanity Drop Point [2];Humanity Drop Point [3];Humanity Drop Point [4];Humanity Drop Point [5];Humanity Drop Point [6];Humanity Drop Point [7];Humanity Drop Point [9];Humanity Drop Point [9];Humanity Drop Point [10];Min Invasion Spawns added after Boss Defeat;Max Invasion Spawns added after Boss Defeat;Boss Defeat Flag - For Sign Aim List;Display Aim Flag ID;Found Boss Flag ID;Fond Boss Text ID;Not Found Boss Text ID;Boss Challenge Flag ID;Boss Defeat Flag ID;Boss Coordinate: X;Boss Coordinate: Y;Boss Coordinate: Z;Map Area;Map Block;Map Region
12010850;[Ainsel River];True;58000;58000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;12010850;-224.54;-317.06;-306.44;12;1;0
12020800;[Siofra River] Valiant Gargoyle;True;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;12020800;1213.21;-619.69;1934.45;12;2;0
12020830;[Siofra River] Dragonkin Soldier;True;16000;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;12020830;1240.1;-748.45;1738.16;12;2;0
12020850;[Siofra River] Mimic Tear;True;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;12020850;995.94;-617.5;1146.54;12;2;0
12030390;[Deeproot Depths] Crucible Knight Siluria;True;25000;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;12020390;-884.208;96.718;-320.673;12;3;0
12030800;[Deeproot Depths] Fia's Champions;True;40000;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;12030800;-370.111;149.469;-203.445;12;3;0
12030850;[Deeproot Depths] Lichdragon Fortissax;True;90000;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;12032859;12030850;-448.771;149.344;-273.109;12;3;0
12040800;[Ainsel River - Boss] Astel, Naturalborn of the Void;True;80000;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;12040800;-100;-106.23;-125;12;4;0
12050800;[Mohgwyn Palace] Mohg, Lord of Blood;True;420000;420000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;12050800;1552.51;-505.78;1234.42;12;5;0
12080800;[Siofra River - Boss] Ancestor Spirit;True;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;12080800;1530.68;-1735.68;-1052.55;12;8;0
12090800;[Nokron, Eternal City - Boss] Regal Ancestor Spirit;True;24000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;12090800;1184.79;-1538.52;1899.71;12;9;0
13000800;[Crumbling Farum Azula] Maliketh, the Black Blade;True;220000;220000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;13000800;197.21;-32.52;374.75;13;0;0
13000830;[Crumbling Farum Azula] Dragonlord Placidusax;True;280000;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;13000830;14.45;1009.59;329.5;13;0;0
13000850;[Crumbling Farum Azula] Godskin Duo;True;170000;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;30020800;30020800;30020800;30020800;0;13000850;-3.55;-52.2;406.52;13;0;0
14000800;[Academy of Raya Lucaria] Rennala, Queen of the Full Moon;True;40000;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;14000800;70.4;-838.71;-23.42;14;0;0
14000850;[Academy of Raya Lucaria] Red Wolf of Radagon;True;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;14000850;151.24;110.57;-222.99;14;0;0
15000800;[Miquella's Haligtree] Malenia, Blade of Miquella;True;480000;480000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;15000800;-25.87;51.95;477.41;15;0;0
15000850;[Miquella's Haligtree] Loretta, Knight of the Haligtree;True;200000;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;15000850;174.37;431.66;307.9;15;0;0
16000800;[Volcano Manor] Rykard, Lord of Blasphemy;True;130000;130000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;16000800;93.69;-438.87;-118.41;16;0;0
16000850;[Volcano Manor] Godskin Noble;True;50000;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;16000850;62.32;7.82;-211.48;16;0;0
16000860;[Volcano Manor] Abductor Virgins;True;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;16000860;229.671;-133.521;-251.973;16;0;0
18000800;[Stranded Graveyard] Grafted Scion;True;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;18000800;29.5;-111.57;53.47;18;0;0
18000850;[Stranded Graveyard] Soldier of Godrick;True;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;18000850;-40.94;10.67;41.1;18;0;0
19000800;[Stone Platform] Elden Beast;True;500000;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;19000800;213.99;-719.98;-686.97;19;0;0
30000800;[Tombsward Catacombs] Cemetery Shade;True;2200;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30000800;2.62;46.74;65.56;30;0;0
30010800;[Impaler's Catacombs] Erdtree Burial Watchdog;True;2400;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30010800;-34.14;23.12;-156.39;30;1;0
30020800;[Stormfoot Catacombs] Erdtree Burial Watchdog;False;1300;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30020800;103.67;94.93;74.18;30;2;0
30030800;[Road's End Catacombs] Spirit-Caller Snail;True;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30030800;90.5;193.71;24.29;30;3;0
30040800;[Murkwater Catacombs] Godskin Noble;False;1700;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;30040800;82105;30040801;3004100;3004000;0;30040800;-20.41;46.12;98.52;30;4;0
30050800;[Black Knife Catacombs] Cemetery Shade;True;3500;3500;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30050800;-189.41;406.2;121.21;30;5;0
30050850;[Black Knife Catacombs] Black Knife Assassin;True;4200;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30050850;-225.78;411.53;16.87;30;5;0
30060800;[Cliffbottom Catacombs] Erdtree Burial Watchdog;True;3200;3200;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30060800;20.86;194.32;-18.72;30;6;0
30070800;[Wyndham Catacombs] Erdtree Burial Watchdog;True;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30070800;-127.12;820.61;221.81;30;7;0
30080800;[Sainted Hero's Grave] Ancient Hero of Zamor;True;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30080800;336.11;742.22;13.74;30;8;0
30090800;[Gelmir Hero's Grave] Red Wolf of the Champion;True;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30090800;-148.1;646.26;97.02;30;9;0
30100800;[Auriza Hero's Grave] Crucible Knight Ordovis;True;28000;28000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30100800;-108.85;761.46;343.72;30;10;0
30100801;[Auriza Hero's Grave] Crucible Knight;True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30100800;-101.57;761.46;340.47;30;10;0
30110800;[Deathtouched Catacombs] Black Knife Assassin;True;1600;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;30030800;82104;30030801;3003100;3003000;0;30110800;-208.78;177.5;23.67;30;11;0
30120800;[Unsightly Catacombs] Perfumer Tricia;True;9400;9400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30120800;7.63;618.32;235.84;30;12;0
30120801;[Unsightly Catacombs] Misbegotten Warrior;True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30120800;9.62;618.32;239.61;30;12;0
30130800;[Auriza Side Tomb] Godskin Noble;True;15000;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30130800;4.347;954.418;78.962;30;13;0
30140800;[Minor Erdtree Catacombs] Erdtree Burial Watchdog;True;7400;7400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30140800;-123.4;73.12;-33.96;30;14;0
30150800;[Caelid Catacombs] Cemetery Shade;True;6800;6800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30150800;125.71;24.22;258.03;30;15;0
30160800;[War-Dead Catacombs] Putrid Tree Spirit;True;64000;64000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30160800;-127.39;-25.24;-89.49;30;16;0
30170800;[Giant-Conquering Hero's Grave] Ancient Hero of Zamor;True;83000;83000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30170800;-7.61;1451.719;-35.835;30;17;0
30180800;[Giants' Mountaintop Catacombs] Ulcerated Tree Sprit;True;48000;48000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30180800;-134.195;1478.179;156.618;30;18;0
30190800;[Consecrated Snowfield Catacombs] Putrid Godskin Noble;True;78000;78000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30190800;68.297;1374.719;-160.628;30;19;0
30200800;[Hidden Path to the Haligtree] Mimic Tear;True;50000;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;30200810;-89.689;1278.323;-264.391;30;20;0
31000800;[Murkwater Cave] Patches;True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31000800;-140.26;-10.88;42.92;31;0;0
31010800;[Earthbore Cave] Runebear;True;2600;2600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31010800;-143.9;-39.81;-146.57;31;1;0
31020800;[Tombsward Cave] Miranda the Blighted Bloom;True;2100;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;31020800;82106;31020801;3102100;3102000;0;31020800;-117.18;29.54;0.91;31;2;0
31030800;[Groveside Cave] Beastman of Farum Azula;False;1000;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;31030800;82107;31030801;3103100;3103000;0;31030800;-120.79;88.28;80.77;31;3;0
31040800;[Stillwater Cave] Cleanrot Knight;True;3300;3300;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31040800;97.86;199.75;-166.72;31;4;0
31050800;[Lakeside Crystal Cave] Bloodhound Knight;True;3600;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31050800;-166.7;154.45;-18.6;31;5;0
31060800;[Academy Crystal Cave] Crystalians;True;3300;3300;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31060800;191.16;216.71;104.37;31;6;0
31070800;[Seethewater Cave] Kindred of Rot;True;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31070800;-127.26;719.75;260.21;31;7;0
31090800;[Volcano Cave] Demi-Human Queen Margot;True;11000;11000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31090800;-63.91;1013.07;-75.07;31;9;0
31100800;[Dragonbarrow Cave] Beastman of Farum Azula;True;65000;65000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31100800;30.65;104.56;19.06;31;10;0
31110800;[Sellia Hideaway] Crystalians;True;7100;7100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31110800;-145.79;126.94;135.72;31;11;0
31120800;[Cave of the Forlorn] Misbegotten Crusader;True;93000;93000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31120800;-23.02;1193.38;112.95;31;12;0
31150800;[Coastal Cave] Demi-Human Chief;False;1200;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;31150800;82108;31150801;3115100;3115000;0;31150800;30.89;-29.31;-99.84;31;15;0
31170800;[Highroad Cave] Guardian Golem;True;1700;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;31170800;82109;31170801;3117100;3117000;0;31170800;74.42;-9.66;148.68;31;17;0
31180800;[Perfumer's Grotto] Omenkiller;True;8400;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31180800;-94.34;790.8;181.71;31;18;0
31190800;[Sage's Cave] Necromancer Garris;True;9000;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31190800;130.99;623.49;-12.7;31;19;0
31190850;[Sage's Cave] Black Knife Assassin;True;9000;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;31190850;108.325;627.262;-45.186;31;19;0
31200800;[Abandoned Cave] Cleanrot Knight;True;7000;7000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31200800;166.15;86.27;149.84;31;20;0
31210800;[Gaol Cave] Frenzied Duelist;True;6700;6700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31210800;-164.04;12.1;56.99;31;21;0
31220800;[Spiritcaller's Cave] Spirit-Caller Snail;True;70000;70000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;31220800;-45.51;1579.18;-118.1;31;22;0
32000800;[Morne Tunnel] Scaly Misbegotten;True;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;32010800;82110;32010801;3201100;3201000;0;32000800;83.34;-24.53;-24.24;32;0;0
32010800;[Limgrave Tunnels] Stonedigger Troll;False;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;32010800;82110;32010801;3201100;3201000;0;32010800;26.05;-30.45;-1.28;32;1;0
32020800;[Raya Lucaria Crystal Tunnel] Crystalian (Ringblade);True;3000;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32020800;12.5;110.38;19.45;32;2;0
32040800;[Old Altus Tunnel] Stonedigger Troll;True;9600;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32040800;-299.12;677.13;-120.37;32;4;0
32050800;[Altus Tunnel] Stonedigger Troll;True;9000;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32050800;56.44;777.25;-35.13;32;5;0
32050801;[Altus Tunnel];True;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32050800;53.19;777.2;-37.9;32;5;0
32070800;[Gael Tunnel] Magma Wyrm;True;7500;7500;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32070800;-24.17;89.93;162.44;32;7;0
32080800;[Sellia Crystal Tunnel] Fallingstar Beast;True;7600;7600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32080800;-75.63;124.56;231.96;32;8;0
32110800;[Yelough Anix Tunnel] Astel, Stars of Darkness;True;120000;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;32110800;49.48;1210.79;86.2;32;11;0
34120800;[Divine Tower of West Altus] Onyx Lord;True;16000;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;34120800;-49.46;711.36;-195.92;34;12;0
34130800;[Divine Tower of Caelid] Sanguine Noble;True;94000;94000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;34130800;76.83;36.31;-101.86;34;13;0
34140850;[Divine Tower of East Altus];True;29000;29000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;34140850;572.7;-373.48;-321;34;14;0
35000800;[Subterranean Shunning-Grounds];True;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;35000800;74.54;-298.53;-80.61;35;0;0
35000850;[Subterranean Shunning-Grounds];True;30000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;35000850;-203.847;-153.846;-306.866;35;0;0
39200800;[Ruin-Strewn Precipice];True;24000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;39200800;-106.67;353.66;-1310.49;39;20;0
1033420800;[Moonlight Altar] Alecto, Black Knife Ringleader;True;80000;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1033420800;-40.57;346.7;86.24;60;33;42
1033430800;[Liurnia of the Lakes] Erdtree Avatar;True;5800;5800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1033430800;43.42;291.36;28.77;60;33;43
1033450800;[Liurnia of the Lakes] Bols, Carian Knight;True;4600;4600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1033450800;-52.3;245.05;-29.6;60;33;45
1034420800;[Liurnia of the Lakes] Omenkiller;True;120000;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1034420800;101.58;397.27;-42.53;60;34;42
1034450800;[Liurnia of the Lakes] Glintstone Dragon Smarag;True;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1034450800;-8.09;237.38;-10.62;60;34;45
1034480800;[Liurnia of the Lakes] Royal Revenant;True;3100;3100;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1034480800;46.25;252.21;77.03;60;34;48
1034500800;[Liurnia of the Lakes];True;12000;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1034500800;76.01;440.94;63.31;60;34;50
1035420800;[Moonlight Altar];True;4900;4900;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1035420800;-38.61;269.17;-17.9;60;35;42
1035500800;[Liurnia of the Lakes] Royal Knight Loretta;True;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1035500800;-31.85;430.95;100.61;60;35;50
1035530800;[Mt. Gelmir] Magma Wyrm;True;19000;19000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1035530800;-3.79;824;-70.69;60;35;53
1036450340;[Liurnia of the Lakes];True;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1036450340;-63.61;237.57;36.97;60;36;45
1036480340;[Bellum Highway] Night's Cavalry;True;5600;5600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1036480340;21.79;321.63;28.79;60;36;48
1036500800;[Liurnia of the Lakes] Onyx Lord;True;3600;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1036500800;121.09;379.63;10.94;60;36;50
1036540800;;True;21000;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;1036540805;1036540800;100.627;1052.156;-41.759;60;36;54
1037420340;;True;6600;6600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1037420340;-51.53;238.31;96.25;60;37;42
1037460800;;True;6000;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1037460800;-48.34;398.31;9.79;60;37;46
1037510800;;True;60000;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;1037510300;1037510800;98.54;703.67;29.05;60;37;51
1037530800;;True;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1037530800;52.794;903.67;-88.343;60;37;53
1037540810;;True;18000;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1037540810;-33.39;856.8;-72.88;60;37;54
1038410800;;True;3800;3800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1038410800;3.89;257.37;-124.93;60;38;41
1038480800;;True;5800;5800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1038480800;-30.17;404.2;-102.92;60;38;48
1038510800;;True;8500;8500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1038510800;-32.46;770.8;0.54;60;38;51
1038520340;;True;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1038520800;-127.157;823.408;71.562;60;38;52
1039430340;;True;5600;5600;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1039430340;-125.3;253.11;-8.13;60;39;43
1039440800;;True;4700;4700;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1039440800;-81.59;294.79;-41.36;60;39;44
1039500800;;True;26000;26000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1039500800;-45.62;709.65;-86.07;60;39;50
1039510800;;False;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1043530800;-16.75;755.12;-110.63;60;39;51
1039540800;;True;24000;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1039540800;-53.72;768.29;56.51;60;39;54
1040520800;;True;10800;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1040520800;51.64;884.14;7.32;60;40;52
1040530800;;True;8800;8800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1040530800;-92.85;802.27;71.05;60;40;53
1041500800;;True;11000;11000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1041500800;42.84;834.24;109.24;60;41;50
1041510800;;True;20000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1041510800;91.09;851.27;-31.35;60;41;51
1041520800;;True;60000;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;1041520300;1041520800;39.97;921.55;-115.03;60;41;52
1041530800;;True;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1041530800;-77.48;785.14;29.23;60;41;53
1042330800;;True;5400;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042330800;-126.39;19.91;108.76;60;42;33
1042360800;;False;3200;3200;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042360800;-11.66;89.01;47.46;60;42;36
1042370800;;True;2100;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042370800;-83.61;160.59;65;60;42;37
1042380800;;True;2800;2800;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042380800;120.54;183.82;50.97;60;42;38
1042380850;;True;2700;2700;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042380850;12.3;188.02;89.59;60;42;38
1042550800;;True;14000;14000;0;0;0;0;0;0;0;0;0;0;0;0;0;30020800;82103;30020801;3002100;3002000;0;1042550800;-35.55;968.22;-38.97;60;42;55
