Row ID;Row Name;Layout Path;Menu Property ID;Caption Text ID;Help Text ID
1707;;TopItem_3;112;0;31005
1708;;TopItem_3_plus;113;0;0
1709;;TopItem_4;0;0;0
1710;;TopItem_5;0;0;0
1711;;L_Item_0;101;0;0
1712;;L_Item_1;105;0;0
1713;;Item_10;0;0;0
1714;;Item_11;0;0;0
1715;;Item_12;0;0;0
1716;;Item_13;0;0;0
1717;;Item_14;0;0;0
1718;;StatusTitle_0;0;20006;0
1719;;StatusTitle_1;30001;0;0
1720;;;0;0;0
2000;;Title;100;0;0
2001;;TopItem_0;300;0;31001
2002;;TopItem_1;301;0;31003
2003;;TopItem_2;0;0;0
2004;;TopItem_3;302;0;31006
2005;;TopItem_4;391;0;31034
2006;;TopItem_4_0;391;0;31034
2007;;TopItem_4_1;392;0;0
2008;;TopItem_4_2;393;0;0
2009;;TopItem_5;103;0;31351
2010;;TopItem_6;0;0;0
2011;;TopItem_7;0;0;0
2012;;TopItem_7_plus;0;0;0
2013;;L_Item_0;310;0;31010
2014;;L_Item_1;311;0;31011
2015;;L_Item_2;312;0;31012
2016;;L_Item_3;313;0;31013
2017;;L_Item_4;314;0;31014
2018;;L_Item_5;322;0;31030
2019;;L_Item_6;0;0;0
2020;;L_Item_6a;320;0;31032
2021;;L_Item_6b;0;0;0
2022;;L_Item_0_plus;315;0;0
2023;;L_Item_1_plus;316;0;0
2024;;L_Item_2_plus;317;0;0
2025;;L_Item_3_plus;318;0;0
2026;;L_Item_4_plus;319;0;0
2027;;L_Item_5_plus;0;0;0
2028;;L_Item_6_plus;0;0;0
2029;;L_Item_6a_plus;0;0;0
2030;;L_Item_6b_plus;0;0;0
2031;;R_Item_0;340;0;31020
2032;;R_Item_1;341;0;31021
2033;;R_Item_2;342;0;31022
2034;;R_Item_3;343;0;31023
2035;;R_Item_4;344;0;31024
2036;;R_Item_5;350;0;31031
2037;;R_Item_6;0;0;0
2038;;R_Item_0_plus;345;0;0
2039;;R_Item_1_plus;346;0;0
2040;;R_Item_2_plus;347;0;0
2041;;R_Item_3_plus;348;0;0
2042;;R_Item_4_plus;349;0;0
2043;;R_Item_5_plus;351;0;0
2044;;R_Item_6_plus;0;0;0
2045;;Item_10;370;0;31310
2046;;Item_11;371;0;31311
2047;;Item_12;372;0;31312
2048;;Item_13;373;0;31313
2049;;Item_14;374;0;31319
2050;;Item_20;360;0;31300
2051;;Item_21;361;0;31301
2052;;Item_22;362;0;31302
2053;;Item_23;363;0;31303
2054;;Item_24;364;0;31304
2055;;Item_20_plus;365;0;0
2056;;Item_21_plus;366;0;0
2057;;Item_22_plus;367;0;0
2058;;Item_23_plus;368;0;0
2059;;Item_24_plus;369;0;0
2060;;Item_30;395;0;0
2061;;Item_31;396;0;0
2062;;Item_32;397;0;0
2063;;Item_33;0;0;0
2064;;Item_34;0;0;0
2065;;StatusTitle_0;0;20000;0
2066;;StatusTitle_1;0;20001;0
2067;;StatusTitle_2;0;20003;0
2068;;StatusTitle_3;0;20002;0
2069;;StatusTitle_4;0;20004;0
2070;;;0;0;0
2100;;Title;100;0;0
2101;;TopItem_0;300;0;31001
2102;;TopItem_1;301;0;31003
2103;;TopItem_2;0;0;0
2104;;TopItem_3;302;0;31006
2105;;TopItem_4;391;0;31034
2106;;TopItem_4_0;391;0;31034
2107;;TopItem_4_1;392;0;0
2108;;TopItem_4_2;393;0;0
2109;;TopItem_5;103;0;31351
2110;;TopItem_6;0;0;0
2111;;TopItem_7;0;0;0
2112;;TopItem_7_plus;0;0;0
2113;;L_Item_0;310;0;31010
2114;;L_Item_1;311;0;31011
2115;;L_Item_2;312;0;31012
2116;;L_Item_3;313;0;31013
2117;;L_Item_4;314;0;31014
2118;;L_Item_5;322;0;31030
2119;;L_Item_6;0;0;0
2120;;L_Item_6a;320;0;31032
2121;;L_Item_6b;0;0;0
2122;;L_Item_0_plus;315;0;0
2123;;L_Item_1_plus;316;0;0
2124;;L_Item_2_plus;317;0;0
2125;;L_Item_3_plus;318;0;0
2126;;L_Item_4_plus;319;0;0
2127;;L_Item_5_plus;0;0;0
2128;;L_Item_6_plus;0;0;0
2129;;L_Item_6a_plus;0;0;0
2130;;L_Item_6b_plus;0;0;0
2131;;R_Item_0;340;0;31020
2132;;R_Item_1;341;0;31021
2133;;R_Item_2;342;0;31022
2134;;R_Item_3;343;0;31023
2135;;R_Item_4;344;0;31024
2136;;R_Item_5;350;0;31031
2137;;R_Item_6;0;0;0
2138;;R_Item_0_plus;345;0;0
2139;;R_Item_1_plus;346;0;0
2140;;R_Item_2_plus;347;0;0
2141;;R_Item_3_plus;348;0;0
2142;;R_Item_4_plus;349;0;0
2143;;R_Item_5_plus;351;0;0
2144;;R_Item_6_plus;0;0;0
2145;;Item_10;370;0;31310
2146;;Item_11;371;0;31311
2147;;Item_12;372;0;31312
2148;;Item_13;373;0;31313
2149;;Item_14;374;0;31319
2150;;Item_20;360;0;31300
2151;;Item_21;361;0;31301
2152;;Item_22;362;0;31302
2153;;Item_23;363;0;31303
2154;;Item_24;364;0;31304
2155;;Item_20_plus;365;0;0
2156;;Item_21_plus;366;0;0
2157;;Item_22_plus;367;0;0
2158;;Item_23_plus;368;0;0
2159;;Item_24_plus;369;0;0
2160;;Item_30;395;0;0
2161;;Item_31;396;0;0
2162;;Item_32;397;0;0
2163;;Item_33;0;0;0
2164;;Item_34;0;0;0
2165;;StatusTitle_0;0;20000;0
2166;;StatusTitle_1;0;20001;0
2167;;StatusTitle_2;0;20003;0
2168;;StatusTitle_3;0;20002;0
2169;;StatusTitle_4;0;20004;0
2170;;;0;0;0
2300;;Title;100;0;0
2301;;TopItem_0;300;0;31001
2302;;TopItem_1;301;0;31003
2303;;TopItem_2;0;0;0
2304;;TopItem_3;302;0;31006
2305;;TopItem_4;391;0;31034
2306;;TopItem_4_0;391;0;31034
2307;;TopItem_4_1;392;0;0
2308;;TopItem_4_2;393;0;0
2309;;TopItem_5;103;0;31351
2310;;TopItem_6;0;0;0
2311;;TopItem_7;0;0;0
2312;;TopItem_7_plus;0;0;0
2313;;L_Item_0;310;0;31010
2314;;L_Item_1;311;0;31011
2315;;L_Item_2;312;0;31012
2316;;L_Item_3;313;0;31013
2317;;L_Item_4;314;0;31014
2318;;L_Item_5;322;0;31030
2319;;L_Item_6;0;0;0
2320;;L_Item_6a;320;0;31032
2321;;L_Item_6b;338;0;31035
2322;;L_Item_0_plus;315;0;0
2323;;L_Item_1_plus;316;0;0
2324;;L_Item_2_plus;317;0;0
2325;;L_Item_3_plus;318;0;0
2326;;L_Item_4_plus;319;0;0
2327;;L_Item_5_plus;0;0;0
2328;;L_Item_6_plus;0;0;0
2329;;L_Item_6a_plus;0;0;0
2330;;L_Item_6b_plus;0;0;0
2331;;R_Item_0;340;0;31020
2332;;R_Item_1;341;0;31021
2333;;R_Item_2;342;0;31022
2334;;R_Item_3;343;0;31023
2335;;R_Item_4;344;0;31024
2336;;R_Item_5;350;0;31031
2337;;R_Item_6;0;0;0
2338;;R_Item_0_plus;345;0;0
2339;;R_Item_1_plus;346;0;0
2340;;R_Item_2_plus;347;0;0
2341;;R_Item_3_plus;348;0;0
2342;;R_Item_4_plus;349;0;0
2343;;R_Item_5_plus;351;0;0
2344;;R_Item_6_plus;0;0;0
2345;;Item_10;370;0;31314
2346;;Item_11;371;0;31315
2347;;Item_12;372;0;31316
2348;;Item_13;373;0;31317
2349;;Item_14;374;0;31318
2350;;Item_20;360;0;31300
2351;;Item_21;361;0;31301
2352;;Item_22;362;0;31302
2353;;Item_23;363;0;31303
2354;;Item_24;364;0;31304
2355;;Item_20_plus;365;0;0
2356;;Item_21_plus;366;0;0
2357;;Item_22_plus;367;0;0
2358;;Item_23_plus;368;0;0
2359;;Item_24_plus;369;0;0
2360;;Item_30;395;0;0
2361;;Item_31;396;0;0
2362;;Item_32;397;0;0
2363;;Item_33;0;0;0
2364;;Item_34;0;0;0
2365;;StatusTitle_0;0;20000;0
2366;;StatusTitle_1;0;20001;0
2367;;StatusTitle_2;0;20003;0
2368;;StatusTitle_3;0;20002;0
2369;;StatusTitle_4;0;20004;0
2370;;;0;0;0
2400;;Title;100;0;0
2401;;TopItem_0;300;0;31001
2402;;TopItem_1;301;0;31003
2403;;TopItem_2;0;0;0
2404;;TopItem_3;302;0;31006
2405;;TopItem_4;391;0;31034
2406;;TopItem_4_0;391;0;31034
2407;;TopItem_4_1;392;0;0
2408;;TopItem_4_2;393;0;0
2409;;TopItem_5;103;0;31351
2410;;TopItem_6;0;0;0
2411;;TopItem_7;0;0;0
2412;;TopItem_7_plus;0;0;0
2413;;L_Item_0;310;0;31010
2414;;L_Item_1;311;0;31011
2415;;L_Item_2;312;0;31012
2416;;L_Item_3;313;0;31013
2417;;L_Item_4;314;0;31014
2418;;L_Item_5;322;0;31030
2419;;L_Item_6;0;0;0
2420;;L_Item_6a;320;0;31032
2421;;L_Item_6b;338;0;31035
2422;;L_Item_0_plus;315;0;0
2423;;L_Item_1_plus;316;0;0
2424;;L_Item_2_plus;317;0;0
2425;;L_Item_3_plus;318;0;0
2426;;L_Item_4_plus;319;0;0
2427;;L_Item_5_plus;0;0;0
2428;;L_Item_6_plus;0;0;0
2429;;L_Item_6a_plus;0;0;0
2430;;L_Item_6b_plus;0;0;0
2431;;R_Item_0;340;0;31020
2432;;R_Item_1;341;0;31021
2433;;R_Item_2;342;0;31022
2434;;R_Item_3;343;0;31023
2435;;R_Item_4;344;0;31024
2436;;R_Item_5;350;0;31031
2437;;R_Item_6;0;0;0
2438;;R_Item_0_plus;345;0;0
2439;;R_Item_1_plus;346;0;0
2440;;R_Item_2_plus;347;0;0
2441;;R_Item_3_plus;348;0;0
2442;;R_Item_4_plus;349;0;0
2443;;R_Item_5_plus;351;0;0
2444;;R_Item_6_plus;0;0;0
2445;;Item_10;370;0;31314
2446;;Item_11;371;0;31315
2447;;Item_12;372;0;31316
2448;;Item_13;373;0;31317
2449;;Item_14;374;0;31318
2450;;Item_20;360;0;31300
2451;;Item_21;361;0;31301
2452;;Item_22;362;0;31302
2453;;Item_23;363;0;31303
2454;;Item_24;364;0;31304
2455;;Item_20_plus;365;0;0
2456;;Item_21_plus;366;0;0
2457;;Item_22_plus;367;0;0
2458;;Item_23_plus;368;0;0
2459;;Item_24_plus;369;0;0
2460;;Item_30;395;0;0
2461;;Item_31;396;0;0
2462;;Item_32;397;0;0
2463;;Item_33;0;0;0
2464;;Item_34;0;0;0
2465;;StatusTitle_0;0;20000;0
2466;;StatusTitle_1;0;20001;0
2467;;StatusTitle_2;0;20003;0
2468;;StatusTitle_3;0;20002;0
2469;;StatusTitle_4;0;20004;0
2470;;;0;0;0
2500;;Title;100;0;0
2501;;TopItem_0;300;0;31001
2502;;TopItem_1;301;0;31003
2503;;TopItem_2;0;0;0
2504;;TopItem_3;302;0;31006
2505;;TopItem_4;391;0;31034
2506;;TopItem_4_0;391;0;31034
2507;;TopItem_4_1;392;0;0
2508;;TopItem_4_2;393;0;0
2509;;TopItem_5;103;0;31351
2510;;TopItem_6;0;0;0
2511;;TopItem_7;0;0;0
2512;;TopItem_7_plus;0;0;0
2513;;L_Item_0;310;0;31010
2514;;L_Item_1;311;0;31011
2515;;L_Item_2;312;0;31012
2516;;L_Item_3;313;0;31013
2517;;L_Item_4;314;0;31014
2518;;L_Item_5;322;0;31030
2519;;L_Item_6;0;0;0
2520;;L_Item_6a;320;0;31032
2521;;L_Item_6b;339;0;31036
2522;;L_Item_0_plus;315;0;0
2523;;L_Item_1_plus;316;0;0
2524;;L_Item_2_plus;317;0;0
2525;;L_Item_3_plus;318;0;0
2526;;L_Item_4_plus;319;0;0
2527;;L_Item_5_plus;0;0;0
2528;;L_Item_6_plus;0;0;0
2529;;L_Item_6a_plus;0;0;0
2530;;L_Item_6b_plus;0;0;0
2531;;R_Item_0;340;0;31020
2532;;R_Item_1;341;0;31021
2533;;R_Item_2;342;0;31022
2534;;R_Item_3;343;0;31023
2535;;R_Item_4;344;0;31024
2536;;R_Item_5;350;0;31031
2537;;R_Item_6;0;0;0
2538;;R_Item_0_plus;345;0;0
2539;;R_Item_1_plus;346;0;0
2540;;R_Item_2_plus;347;0;0
2541;;R_Item_3_plus;348;0;0
2542;;R_Item_4_plus;349;0;0
2543;;R_Item_5_plus;351;0;0
2544;;R_Item_6_plus;0;0;0
2545;;Item_10;370;0;31314
2546;;Item_11;371;0;31315
2547;;Item_12;372;0;31316
2548;;Item_13;373;0;31317
2549;;Item_14;374;0;31318
2550;;Item_20;360;0;31300
2551;;Item_21;361;0;31301
2552;;Item_22;362;0;31302
2553;;Item_23;363;0;31303
2554;;Item_24;364;0;31304
2555;;Item_20_plus;365;0;0
2556;;Item_21_plus;366;0;0
2557;;Item_22_plus;367;0;0
2558;;Item_23_plus;368;0;0
2559;;Item_24_plus;369;0;0
2560;;Item_30;395;0;0
2561;;Item_31;396;0;0
2562;;Item_32;397;0;0
2563;;Item_33;0;0;0
2564;;Item_34;0;0;0
2565;;StatusTitle_0;0;20000;0
2566;;StatusTitle_1;0;20001;0
2567;;StatusTitle_2;0;20003;0
2568;;StatusTitle_3;0;20002;0
2569;;StatusTitle_4;0;20004;0
2570;;;0;0;0
2600;;Title;100;0;0
2601;;TopItem_0;300;0;31001
2602;;TopItem_1;301;0;31003
2603;;TopItem_2;0;0;0
2604;;TopItem_3;302;0;31006
2605;;TopItem_4;391;0;31034
2606;;TopItem_4_0;391;0;31034
2607;;TopItem_4_1;392;0;0
2608;;TopItem_4_2;393;0;0
2609;;TopItem_5;103;0;31351
2610;;TopItem_6;0;0;0
2611;;TopItem_7;0;0;0
2612;;TopItem_7_plus;0;0;0
2613;;L_Item_0;310;0;31010
2614;;L_Item_1;311;0;31011
2615;;L_Item_2;312;0;31012
2616;;L_Item_3;313;0;31013
2617;;L_Item_4;314;0;31014
2618;;L_Item_5;322;0;31030
2619;;L_Item_6;0;0;0
2620;;L_Item_6a;320;0;31032
2621;;L_Item_6b;339;0;31036
2622;;L_Item_0_plus;315;0;0
2623;;L_Item_1_plus;316;0;0
2624;;L_Item_2_plus;317;0;0
2625;;L_Item_3_plus;318;0;0
2626;;L_Item_4_plus;319;0;0
2627;;L_Item_5_plus;0;0;0
2628;;L_Item_6_plus;0;0;0
2629;;L_Item_6a_plus;0;0;0
2630;;L_Item_6b_plus;0;0;0
2631;;R_Item_0;340;0;31020
2632;;R_Item_1;341;0;31021
2633;;R_Item_2;342;0;31022
2634;;R_Item_3;343;0;31023
2635;;R_Item_4;344;0;31024
2636;;R_Item_5;350;0;31031
2637;;R_Item_6;0;0;0
2638;;R_Item_0_plus;345;0;0
2639;;R_Item_1_plus;346;0;0
2640;;R_Item_2_plus;347;0;0
2641;;R_Item_3_plus;348;0;0
2642;;R_Item_4_plus;349;0;0
2643;;R_Item_5_plus;351;0;0
2644;;R_Item_6_plus;0;0;0
2645;;Item_10;370;0;31314
2646;;Item_11;371;0;31315
2647;;Item_12;372;0;31316
2648;;Item_13;373;0;31317
2649;;Item_14;374;0;31318
2650;;Item_20;360;0;31300
2651;;Item_21;361;0;31301
2652;;Item_22;362;0;31302
2653;;Item_23;363;0;31303
2654;;Item_24;364;0;31304
2655;;Item_20_plus;365;0;0
2656;;Item_21_plus;366;0;0
2657;;Item_22_plus;367;0;0
2658;;Item_23_plus;368;0;0
2659;;Item_24_plus;369;0;0
2660;;Item_30;395;0;0
2661;;Item_31;396;0;0
2662;;Item_32;397;0;0
2663;;Item_33;0;0;0
2664;;Item_34;0;0;0
2665;;StatusTitle_0;0;20000;0
2666;;StatusTitle_1;0;20001;0
2667;;StatusTitle_2;0;20003;0
2668;;StatusTitle_3;0;20002;0
2669;;StatusTitle_4;0;20004;0
2670;;;0;0;0
4000;;Title;100;0;0
4001;;TopItem_0;0;0;0
4002;;TopItem_1;0;0;0
4003;;TopItem_2;0;0;0
4004;;TopItem_3;0;0;0
4005;;TopItem_4;0;0;0
4006;;TopItem_5;103;0;31351
4007;;TopItem_6;0;0;0
4008;;TopItem_7;0;0;0
4009;;L_Item_0;430;0;31180
4010;;L_Item_1;431;0;31181
4011;;L_Item_2;432;0;31182
4012;;L_Item_3;433;0;31183
4013;;L_Item_4;434;0;31184
4014;;L_Item_5;435;0;31185
4015;;L_Item_6;436;0;31186
4016;;L_Item_7;437;0;31187
4017;;R_Item_0;411;0;31190
4018;;R_Item_1;412;0;31191
4019;;R_Item_2;417;0;31192
4020;;R_Item_3;413;0;31193
4021;;R_Item_4;418;0;31200
4022;;R_Item_5;0;0;0
4023;;R_Item_6;0;0;0
4024;;R_Item_7;0;0;0
4025;;StatusTitle_0;0;20050;0
4026;;StatusTitle_1;0;20051;0
4027;;;0;0;0
5000;;Title;100;0;0
5001;;TopItem_0;500;0;31002
5002;;TopItem_1;0;0;0
5003;;TopItem_2;110;0;31004
5004;;TopItem_2_plus;111;0;0
5005;;TopItem_3;112;0;31005
5006;;TopItem_3_plus;113;0;0
5007;;TopItem_4;520;0;31041
5008;;TopItem_4_plus;521;0;0
5009;;TopItem_5;502;0;31040
5010;;L_Item_0;101;0;0
5011;;Item_10;504;0;31307
5012;;Item_11;505;0;31308
5013;;Item_12;506;0;31309
5014;;Item_13;0;0;0
5015;;Item_14;0;0;0
5016;;StatusTitle_0;0;20006;0
5017;;StatusTitle_1;0;20002;0
5018;;;0;0;0
6000;;Title;100;0;0
6001;;TopItem_0;600;0;31001
6002;;TopItem_1;601;0;31003
6003;;TopItem_2;110;0;31004
6004;;TopItem_2_plus;111;0;0
6005;;TopItem_3;112;0;31005
6006;;TopItem_3_plus;113;0;0
6007;;TopItem_4;0;0;0
6008;;TopItem_5;0;0;0
6009;;L_Item_0;610;0;31010
6010;;L_Item_1;611;0;31011
6011;;L_Item_2;612;0;31012
6012;;L_Item_3;613;0;31013
6013;;L_Item_4;615;0;31014
6014;;L_Item_5;614;0;31030
6015;;L_Item_6;0;0;0
6016;;R_Item_0;0;0;0
6017;;R_Item_1;0;0;0
6018;;R_Item_2;0;0;0
6019;;R_Item_3;0;0;0
6020;;R_Item_4;0;0;0
6021;;R_Item_5;0;0;0
6022;;R_Item_6;0;0;0
6023;;Item_10;395;0;0
6024;;Item_11;396;0;0
6025;;Item_12;397;0;0
6026;;Item_13;0;0;0
6027;;Item_14;0;0;0
6028;;StatusTitle_0;0;20000;0
6029;;StatusTitle_1;0;20004;0
6030;;;0;0;0
6500;;Title;100;0;0
6501;;TopItem_0;802;0;31512
6502;;TopItem_1;0;0;0
6503;;TopItem_2;0;0;0
6504;;TopItem_3;0;0;0
6505;;TopItem_4;801;0;31511
6506;;TopItem_5;803;0;31513
6507;;L_Item_0;101;0;0
6508;;L_Item_1;0;0;0
6509;;L_Item_2;0;0;0
6510;;Item_10;0;0;0
6511;;Item_11;0;0;0
6512;;Item_12;0;0;0
6513;;Item_13;0;0;0
6514;;Item_14;0;0;0
6515;;StatusTitle_0;0;20006;0
6516;;StatusTitle_1;0;0;0
6517;;;0;0;0
7000;;Title;100;0;0
7001;;StatusTitle_0;0;0;0
7002;;TopItem_0_0;0;0;0
7003;;TopItem_1_0;200;0;31360
7004;;TopItem_2_0;0;0;0
7005;;TopItem_2_1;0;0;0
7006;;TopItem_2_2;0;0;0
7007;;TopItem_3_0;110;0;31004
7008;;TopItem_3_1;111;0;0
7009;;TopItem_4_0;112;0;31005
7010;;TopItem_4_1;113;0;0
7011;;TopItem_5;101;0;0
7012;;TopItem_6;0;0;0
7013;;TopItem_7_0;0;0;0
7014;;TopItem_7_1;0;0;0
7015;;TopItem_7_2;0;0;0
7016;;StatusTitle_1_0;0;236001;0
7017;;StatusTitle_1_1;0;236002;0
7018;;Item_0_0;150;0;0
7019;;Item_0_1;151;0;0
7020;;Item_0_2;152;0;0
7021;;Item_0_3;153;0;0
7022;;Item_1_0;155;0;0
7023;;Item_1_1;156;0;0
7024;;Item_1_2;157;0;0
7025;;Item_1_3;158;0;0
7026;;Item_2_0;160;0;0
7027;;Item_2_1;161;0;0
7028;;Item_2_2;162;0;0
7029;;Item_2_3;163;0;0
7030;;Item_3_0;165;0;0
7031;;Item_3_1;166;0;0
7032;;Item_3_2;167;0;0
7033;;Item_3_3;168;0;0
7034;;;0;0;0
7100;;Title;100;0;0
7101;;StatusTitle_0;0;0;0
7102;;TopItem_0_0;0;0;0
7103;;TopItem_1_0;600;0;31001
7104;;TopItem_2_0;601;0;31003
7105;;TopItem_2_1;0;0;0
7106;;TopItem_2_2;0;0;0
7107;;TopItem_3_0;110;0;31004
7108;;TopItem_3_1;111;0;0
7109;;TopItem_4_0;112;0;31005
7110;;TopItem_4_1;113;0;0
7111;;TopItem_5;101;0;0
7112;;TopItem_6;0;0;0
7113;;TopItem_7_0;0;0;0
7114;;TopItem_7_1;0;0;0
7115;;TopItem_7_2;0;0;0
7116;;StatusTitle_1_0;0;236001;0
7117;;StatusTitle_1_1;0;236002;0
7118;;Item_0_0;150;0;0
7119;;Item_0_1;151;0;0
7120;;Item_0_2;152;0;0
7121;;Item_0_3;153;0;0
7122;;Item_1_0;155;0;0
7123;;Item_1_1;156;0;0
7124;;Item_1_2;157;0;0
7125;;Item_1_3;158;0;0
7126;;Item_2_0;160;0;0
7127;;Item_2_1;161;0;0
7128;;Item_2_2;162;0;0
7129;;Item_2_3;163;0;0
7130;;Item_3_0;165;0;0
7131;;Item_3_1;166;0;0
7132;;Item_3_2;167;0;0
7133;;Item_3_3;168;0;0
7134;;;0;0;0
7200;;Title;100;0;0
7201;;StatusTitle_0;0;0;0
7202;;TopItem_0_0;0;0;0
7203;;TopItem_1_0;200;0;31360
7204;;TopItem_2_0;0;0;0
7205;;TopItem_2_1;0;0;0
7206;;TopItem_2_2;0;0;0
7207;;TopItem_3_0;110;11007;31007
7208;;TopItem_3_1;111;0;0
7209;;TopItem_4_0;112;0;31005
7210;;TopItem_4_1;113;0;0
7211;;TopItem_5;101;0;0
7212;;TopItem_6;223;0;31009
7213;;TopItem_7_0;220;0;31008
7214;;TopItem_7_1;221;0;0
7215;;TopItem_7_2;222;0;0
7216;;StatusTitle_1_0;0;236001;0
7217;;StatusTitle_1_1;0;236002;0
7218;;Item_0_0;150;0;0
7219;;Item_0_1;151;0;0
7220;;Item_0_2;152;0;0
7221;;Item_0_3;153;0;0
7222;;Item_1_0;155;0;0
7223;;Item_1_1;156;0;0
7224;;Item_1_2;157;0;0
7225;;Item_1_3;158;0;0
7226;;Item_2_0;160;0;0
7227;;Item_2_1;161;0;0
7228;;Item_2_2;162;0;0
7229;;Item_2_3;163;0;0
7230;;Item_3_0;165;0;0
