Row ID;Row Name;R;G;B;A;Unk0;Unk1;Unk1;Unk1;Unk1;Unk2;Unk2;Unk2;Unk2;Unk3;Unk3;Unk3;Unk3;Unk4;Unk4;Unk4;Unk4;Unk5;Unk5;Unk5;Unk5;Unk6;Unk6;Unk6;Unk6
1105;;1;0;0;0;15;51;51;179;62;102;102;102;63;51;51;179;62;0;0;0;63;205;204;12;63;205;204;204;61
1106;;1;0;0;0;15;102;102;230;62;102;102;102;63;102;102;230;62;0;0;0;63;102;102;38;63;205;204;204;61
1107;;1;0;0;0;23;0;0;128;62;102;102;102;63;0;0;128;62;0;0;0;63;102;102;230;62;205;204;204;61
1108;;1;0;0;0;23;51;51;179;62;102;102;102;63;51;51;179;62;0;0;0;63;205;204;12;63;205;204;204;61
1109;;1;0;0;0;23;102;102;230;62;102;102;102;63;102;102;230;62;0;0;0;63;102;102;38;63;205;204;204;61
1110;;1;0;0;0;30;0;0;128;62;102;102;102;63;0;0;128;62;0;0;0;63;102;102;230;62;205;204;204;61
1111;;1;0;0;0;30;51;51;179;62;102;102;102;63;51;51;179;62;0;0;0;63;205;204;12;63;205;204;204;61
1112;;1;0;0;0;30;102;102;230;62;102;102;102;63;102;102;230;62;0;0;0;63;102;102;38;63;205;204;204;61
1113;;2;0;0;0;0;0;0;0;0;102;102;102;63;0;0;0;0;205;204;76;61;0;0;128;63;0;0;128;63
1201;;2;0;0;0;50;0;0;128;62;0;0;128;63;0;0;128;62;205;204;76;61;0;0;128;63;0;0;128;63
1202;;2;0;0;0;50;51;51;179;62;0;0;128;63;51;51;179;62;205;204;76;61;0;0;128;63;0;0;128;63
1203;;2;0;0;0;50;102;102;230;62;0;0;128;63;102;102;230;62;205;204;76;61;0;0;128;63;0;0;128;63
1204;;2;0;0;0;30;0;0;128;62;0;0;128;63;0;0;128;62;205;204;76;61;0;0;128;63;0;0;128;63
1205;;2;0;0;0;30;51;51;179;62;0;0;128;63;51;51;179;62;205;204;76;61;0;0;128;63;0;0;128;63
1206;;2;0;0;0;30;102;102;230;62;0;0;128;63;102;102;230;62;205;204;76;61;0;0;128;63;0;0;128;63
1207;;2;0;0;0;15;0;0;128;62;0;0;128;63;0;0;128;62;205;204;76;61;0;0;128;63;0;0;128;63
1208;;2;0;0;0;15;51;51;179;62;0;0;128;63;51;51;179;62;205;204;76;61;0;0;128;63;0;0;128;63
1209;;2;0;0;0;15;102;102;230;62;0;0;128;63;102;102;230;62;205;204;76;61;0;0;128;63;0;0;128;63
1210;;2;0;0;0;5;0;0;128;62;0;0;128;63;0;0;128;62;205;204;76;61;0;0;128;63;0;0;128;63
1211;;2;0;0;0;5;51;51;179;62;0;0;128;63;51;51;179;62;205;204;76;61;0;0;128;63;0;0;128;63
1212;;2;0;0;0;5;102;102;230;62;0;0;128;63;102;102;230;62;205;204;76;61;0;0;128;63;0;0;128;63
1213;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1301;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1302;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1303;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1304;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1305;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1306;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1307;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1308;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1309;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1310;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1311;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1312;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1313;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1401;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1402;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1403;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1404;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1405;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1406;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1407;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1408;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1409;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1410;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1411;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1412;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1413;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1421;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1422;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1423;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1424;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1425;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1426;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1427;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1428;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1429;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1430;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1431;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1432;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1433;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1441;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1442;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1443;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1444;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1445;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1446;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1447;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1448;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1449;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1450;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1451;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1452;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1453;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1461;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1462;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1463;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1464;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1465;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1466;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1467;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1468;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1469;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1470;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1471;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1472;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1473;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
1481;;1;0;0;0;0;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1482;;1;0;0;0;30;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1483;;1;0;0;0;60;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1484;;1;0;0;0;90;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1485;;1;0;0;0;120;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1486;;1;0;0;0;150;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1487;;1;0;0;0;180;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1488;;1;0;0;0;210;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1489;;1;0;0;0;240;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1490;;1;0;0;0;270;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1491;;1;0;0;0;300;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1492;;1;0;0;0;330;205;204;76;63;0;0;128;63;205;204;204;61;0;0;128;63;205;204;76;63;205;204;204;61
1493;;2;0;0;0;0;0;0;0;0;0;0;128;63;0;0;0;0;0;0;0;0;0;0;128;63;0;0;128;63
