Row ID;Row Name;Disable Param - Network Test;Weather Type [0];Weather Type [1];Weather Type [2];Weather Type [3];Weather Type [4];Weather Type [5];Weather Type [6];Weather Type [7];Weather Type [8];Weather Type [9];Weather Type [10];Weather Type [11];Weather Type [12];Weather Type [13];Weather Type [14];Weather Type [15];Lottery Weight [0];Lottery Weight [1];Lottery Weight [2];Lottery Weight [3];Lottery Weight [4];Lottery Weight [5];Lottery Weight [6];Lottery Weight [7];Lottery Weight [8];Lottery Weight [9];Lottery Weight [10];Lottery Weight [11];Lottery Weight [12];Lottery Weight [13];Lottery Weight [14];Lottery Weight [15];Timezone Limit;Timezone Start Hour;Timezone Start Minute;Timezone End Hour;Timezone End Minute
5011;;False;1;0;10;11;20;21;30;40;41;50;52;60;60;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0
6000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0
7000;;True;1;0;10;11;20;21;30;40;41;50;51;60;83;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0
100000000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120300000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120400000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120800000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140000001;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
150000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150000010;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0
160000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180000000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300200000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300300000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300400000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300800000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301300000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301400000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301800000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
302000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310300000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310400000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311500000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311800000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320100000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320300000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320400000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320700000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320800000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320900000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341100000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341200000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341300000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341400000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341500000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341600000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
600000000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
610000000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;380;200;200;150;40;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
610000001;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;280;100;100;50;40;10;0;0;400;0;0;0;0;0;0;6;5;30;6;29
611000000;;False;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;600;0;0;300;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
615000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;800;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
620000000;;True;1;0;10;11;20;21;30;40;41;50;52;60;60;-1;-1;-1;20;400;20;180;180;50;0;0;0;100;50;0;0;0;0;0;0;0;0;0;0
620000001;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;700;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
620000010;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0
620000020;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;450;20;360;0;0;0;0;0;100;50;0;0;0;0;0;0;0;0;0;0
620000021;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;700;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
620000100;;True;1;0;10;11;20;21;30;40;41;50;52;60;60;-1;-1;-1;20;400;20;180;180;50;0;0;0;100;50;0;0;0;0;0;0;0;0;0;0
620000101;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;700;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
630000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;380;200;200;150;40;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630000001;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;280;100;100;50;40;10;0;0;400;0;0;0;0;0;0;6;5;30;6;29
635000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;20;390;200;200;150;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
638000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
640000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;600;140;140;100;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;1;800;0;0;150;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
645000000;;True;1;0;10;11;20;21;82;40;41;50;51;60;60;-1;-1;-1;0;430;50;50;50;20;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
650000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;100;0;0;0;0;0;700;200;0;0;0;0;0;0;0;0;0;0;0;0
651000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;100;0;0;0;0;0;700;200;0;0;0;0;0;0;0;0;0;0;0;0
652000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655000000;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;400;600;0;0;0;0;0;0;0;0;0;0;0;0
655000010;;True;1;0;10;11;20;21;30;40;41;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0
655000020;;True;1;0;10;11;20;21;30;40;81;50;51;60;60;-1;-1;-1;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0
