Row ID;Row Name;Disable Param - Network Test;Male - Message ID;Male - Voice ID;SpEffect ID [0];Motion ID [0];SpEffect ID [1];Motion ID [1];Return Position;Reaction ID;Event ID;Female - Message ID;Female - Voice ID;Lip Sync Start;Lip Sync Time;Voice Playback Timeout;Talk Animation ID;Force Subtitle Display
2040900;<blank>;False;20409000;20409000;-1;-1;-1;-1;0;-1;-1;20409000;20409000;-1;-1;-1;-1;False
2043000;O Erdtree, you shall burn.;False;20430000;20430000;-1;-1;-1;-1;0;-1;-1;20430000;20430000;-1;-1;-1;-1;False
2043010;Burn, for the sake of the new Lord.;False;20430100;20430100;-1;-1;-1;-1;0;-1;-1;20430100;20430100;-1;-1;-1;-1;False
2043020;Thank you. For guiding me here.;False;20430200;20430200;-1;-1;-1;-1;0;-1;-1;20430200;20430200;-1;-1;-1;-1;False
2043030;The one who walks alongside flame,;False;20430300;20430300;-1;-1;-1;-1;0;-1;-1;20430300;20430300;-1;-1;-1;-1;False
2043040;Shall one day meet the road of Destined Death.;False;20430400;20430400;-1;-1;-1;-1;0;-1;-1;20430400;20430400;-1;-1;-1;-1;False
2043050;Good-bye.;False;20430500;20430500;-1;-1;-1;-1;0;-1;-1;20430500;20430500;-1;-1;-1;-1;False
2043060;I hope you will become Lord. Lord of each and all.;False;20430600;20430600;-1;-1;-1;-1;0;-1;-1;20430600;20430600;-1;-1;-1;-1;False
2043900;<blank>;False;20439000;20439000;-1;-1;-1;-1;0;-1;-1;20439000;20439000;-1;-1;-1;-1;False
2043910;<blank>;False;20439200;20439200;-1;-1;-1;-1;0;-1;-1;20439200;20439200;-1;-1;-1;-1;False
2045000;Aaargh! Aargh!;False;20450000;20450000;-1;-1;-1;-1;0;-1;-1;20450000;20450000;-1;-1;-1;-1;False
2045010;<guttural moan>;False;20450100;20450100;-1;-1;-1;-1;0;-1;-1;20450100;20450100;-1;-1;-1;-1;False
2045020;Nngghaa!;False;20450200;20450200;-1;-1;-1;-1;0;-1;-1;20450200;20450200;-1;-1;-1;-1;False
2045030;Argh!;False;20450300;20450300;-1;-1;-1;-1;0;-1;-1;20450300;20450300;-1;-1;-1;-1;False
2045040;<great howl>;False;20450400;20450400;-1;-1;-1;-1;0;-1;-1;20450400;20450400;-1;-1;-1;-1;False
2045900;<blank>;False;20459000;20459000;-1;-1;-1;-1;0;-1;-1;20459000;20459000;-1;-1;-1;-1;False
2047900;<blank>;False;20479000;20479000;-1;-1;-1;-1;0;-1;-1;20479000;20479000;-1;-1;-1;-1;False
2048000;Now wilt ye serve, each and all.;False;20480000;20480000;-1;-1;-1;-1;0;-1;-1;20480000;20480000;-1;-1;-1;-1;False
2048001;The Elden Lord is crowned.;False;20480010;20480010;-1;-1;-1;-1;0;-1;-1;20480010;20480010;-1;-1;-1;-1;False
2048010;The new Elden Lord,;False;20480100;20480100;-1;-1;-1;-1;0;-1;-1;20480100;20480100;-1;-1;-1;-1;False
2048011;And so beginneth the age of fracture...;False;20480110;20480110;-1;-1;-1;-1;0;-1;-1;20480110;20480110;-1;-1;-1;-1;False
2048100;The fallen leaves tell a story.;False;20481000;20481000;-1;-1;-1;-1;0;-1;-1;20481000;20481000;-1;-1;-1;-1;False
2048110;Of how a Tarnished, of no renown, became Elden Lord.;False;20481100;20481100;-1;-1;-1;-1;0;-1;-1;20481100;20481100;-1;-1;-1;-1;False
2048200;The fallen leaves tell a story.;False;20482000;20482000;-1;-1;-1;-1;0;-1;-1;20482000;20482000;-1;-1;-1;-1;False
2048201;The fallen leaves tell a story.;False;20482000;20482010;-1;-1;-1;-1;0;-1;-1;20482000;20482010;-1;-1;-1;-1;False
2048202;The fallen leaves tell a story.;False;20482000;20482020;-1;-1;-1;-1;0;-1;-1;20482000;20482020;-1;-1;-1;-1;False
2048210;Of how a Tarnished became Elden Lord.;False;20482100;20482100;-1;-1;-1;-1;0;-1;-1;20482100;20482100;-1;-1;-1;-1;False
2048211;Of how a Tarnished became Elden Lord.;False;20482100;20482110;-1;-1;-1;-1;0;-1;-1;20482100;20482110;-1;-1;-1;-1;False
2048212;Of how a Tarnished became Elden Lord.;False;20482100;20482120;-1;-1;-1;-1;0;-1;-1;20482100;20482120;-1;-1;-1;-1;False
2048220;In our home, across the fog, the Lands Between.;False;20482200;20482200;-1;-1;-1;-1;0;-1;-1;20482200;20482200;-1;-1;-1;-1;False
2048221;In our home, across the fog, the Lands Between.;False;20482200;20482210;-1;-1;-1;-1;0;-1;-1;20482200;20482210;-1;-1;-1;-1;False
2048222;In our home, across the fog, the Lands Between.;False;20482200;20482220;-1;-1;-1;-1;0;-1;-1;20482200;20482220;-1;-1;-1;-1;False
2048300;Our seed will look back upon us, and recall.;False;20483000;20483000;-1;-1;-1;-1;0;-1;-1;20483000;20483000;-1;-1;-1;-1;False
2048310;An Age of Fracture.;False;20483100;20483100;-1;-1;-1;-1;0;-1;-1;20483100;20483100;-1;-1;-1;-1;False
2048400;Our seed will look back upon us, and recall.;False;20484000;20484000;-1;-1;-1;-1;0;-1;-1;20484000;20484000;-1;-1;-1;-1;False
2048410;The Age of Order.;False;20484100;20484100;-1;-1;-1;-1;0;-1;-1;20484100;20484100;-1;-1;-1;-1;False
