Row ID;Row Name;Disable Param - Network Test;Trigger SpEffect ID;NPC Param ID;NPC Think Param ID;NPC Param ID - Ridden;NPC Think Param ID - Ridden;Spawn Offset: X;Spawn Offset: Z;Spawn Angle: Y;Appear near Stone Monument;Disable Player Target Share;Player Follow Type;Reinforcement SpEffect: +0;Reinforcement SpEffect: +1;Reinforcement SpEffect: +2;Reinforcement SpEffect: +3;Reinforcement SpEffect: +4;Reinforcement SpEffect: +5;Reinforcement SpEffect: +6;Reinforcement SpEffect: +7;Reinforcement SpEffect: +8;Reinforcement SpEffect: +9;Reinforcement SpEffect: +10;Character Init ID;Generate Anim ID
20700000;Mimic Tear;False;207000;133201000;133200000;-1;-1;1.5;-0.5;0;0;0;2;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1831
20700001;Mimic Tear;False;207000;100000010;100000010;-1;-1;1.5;-0.5;0;0;0;0;290200;290201;290202;290203;290204;290205;290206;290207;290208;290209;290210;26050;60500
20800000;Crystalian;False;208000;133500000;133500000;-1;-1;1.3;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
20900000;Ancestral Follower;False;209000;133600500;133600500;-1;-1;1.5;-0.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21000000;Winged Misbegotten;False;210000;134502000;134501000;-1;-1;1.5;1.3;30;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21100000;Albinauric Ashes;False;211000;134701300;134701000;-1;-1;1.5;0;-15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21100001;Albinauric Ashes;False;211000;134701300;134701000;-1;-1;-1.5;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21200000;Skeletal Militiaman;False;212000;135000000;135000000;-1;-1;1.2;0;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21200001;Skeletal Militiaman;False;212000;135000000;135000000;-1;-1;-1.2;0;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21300000;Skeletal Bandit;False;213000;135004000;135004000;-1;-1;1.2;0;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21400000;Oracle Envoy;False;214000;136100000;136100000;-1;-1;1.2;1.3;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21400001;Oracle Envoy;False;214000;136100000;136100000;-1;-1;1.5;-1.2;55;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21400002;Oracle Envoy;False;214000;136100000;136100000;-1;-1;-1.4;0.8;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21400003;Oracle Envoy;False;214000;136100000;136100000;-1;-1;-1.5;-1.3;-55;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21500000;Putrid Corpse;False;215000;136610000;136610000;-1;-1;1.3;1;35;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21500001;Putrid Corpse;False;215000;136610000;136610000;-1;-1;0.5;-0.3;-10;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21500002;Putrid Corpse;False;215000;136610000;136610000;-1;-1;-0.7;-0.8;-60;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21500003;Putrid Corpse;False;215000;136610000;136610000;-1;-1;-1.3;0.8;-45;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21600000;Depraved Perfumer;False;216000;137000000;137000000;-1;-1;1.3;-0.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21700000;Perfumer Tricia;False;217000;137011000;137010000;-1;-1;1.3;-1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21800000;Glintstone Sorcerer;False;218000;137021000;137020100;-1;-1;1.2;-1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
21900000;Twinsage Sorcerer;False;219000;137023000;137020100;-1;-1;1.2;-1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22000000;Page Ashes;False;220000;137030000;137030000;-1;-1;1.3;-1;15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22100000;Battlemage Hugues;False;221000;137040000;137040000;-1;-1;1.5;-1;-25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22200000;Clayman;False;222000;137502000;137502000;-1;-1;1.3;-0.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22200001;Clayman;False;222000;137502000;137502000;-1;-1;-1.3;-0.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22300000;Cleanrot Knight Finlay;False;223000;138001000;138001000;-1;-1;1.4;0.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22400000;Kindred of Rot;False;224000;138100000;138100000;-1;-1;1.4;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22500000;Marionette Soldier;False;225000;138500000;138500000;-1;-1;1.2;-1;0;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22500001;Marionette Soldier;False;225000;138500000;138500000;-1;-1;-1.2;-1;0;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22600000;Avionette Soldier;False;226000;138601100;138601000;-1;-1;1.3;0.6;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22600001;Avionette Soldier;False;226000;138601100;138601000;-1;-1;-1.2;-0.6;-25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22700000;Fire Monk;False;227000;139000000;139000000;-1;-1;1.5;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22800000;Blackflame Monk;False;228000;139011000;139011000;-1;-1;1.5;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
22900000;Man-Serpent;False;229000;139501000;139500000;-1;-1;1.5;0.8;-5;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23000000;Azula Beastman;False;230000;139701100;139701000;-1;-1;1.5;-1.3;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23000001;Azula Beastman;False;230000;139701100;139701000;-1;-1;-1.5;1.3;-13;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23100000;Kaiden Sellsword;False;231000;140500000;140500000;-1;-1;1.3;1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23200000;Lone Wolf;False;232000;140700000;140700000;-1;-1;-1.1;1.3;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23200001;Lone Wolf;False;232000;140700000;140700000;-1;-1;1.4;-1.3;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23200002;Lone Wolf;False;232000;140700000;140700000;-1;-1;-1.5;-1.3;-25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23300000;Giant Rat;False;233000;140800000;140800000;-1;-1;0;1;5;1;1;1;290000;290001;290002;290003;290004;-1;-1;-1;-1;-1;-1;-1;1830
23300001;Giant Rat;False;233000;140800000;140800000;-1;-1;1.3;-0.6;10;1;1;1;290000;290001;290002;290003;290004;-1;-1;-1;-1;-1;-1;-1;1830
23300002;Giant Rat;False;233000;140800000;140800000;-1;-1;-1.2;-1.2;-10;1;1;1;290000;290001;290002;290003;290004;-1;-1;-1;-1;-1;-1;-1;1830
23310000;Giant Rat - Additional Set 1;False;233100;140800000;140800000;-1;-1;1;1;5;1;1;1;-1;-1;-1;-1;-1;290005;290006;290007;290008;290009;-1;-1;1830
23310001;Giant Rat - Additional Set 1;False;233100;140800000;140800000;-1;-1;1.3;-0.6;10;1;1;1;-1;-1;-1;-1;-1;290005;290006;290007;290008;290009;-1;-1;1830
23310002;Giant Rat - Additional Set 1;False;233100;140800000;140800000;-1;-1;-1.2;-1.2;-10;1;1;1;-1;-1;-1;-1;-1;290005;290006;290007;290008;290009;-1;-1;1830
23310003;Giant Rat - Additional Set 1;False;233100;140800000;140800000;-1;-1;-1;1;-10;1;1;1;-1;-1;-1;-1;-1;290005;290006;290007;290008;290009;-1;-1;1830
23320000;Giant Rat - Additional Set 2;False;233200;140800000;140800000;-1;-1;1;1;5;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;290010;-1;1830
23320001;Giant Rat - Additional Set 2;False;233200;140800000;140800000;-1;-1;1.3;-0.6;10;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;290010;-1;1830
23320002;Giant Rat - Additional Set 2;False;233200;140800000;140800000;-1;-1;-1.2;-1.2;-10;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;290010;-1;1830
23320003;Giant Rat - Additional Set 2;False;233200;140800000;140800000;-1;-1;-1;1;-10;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;290010;-1;1830
23320004;Giant Rat - Additional Set 2;False;233200;140800000;140800000;-1;-1;0;1.5;-10;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;290010;-1;1830
23400000;Demi-Human;False;234000;141000000;141000000;-1;-1;-1.5;0.25;-45;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23400001;Demi-Human;False;234000;141001000;141001000;-1;-1;1;0.4;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23400002;Demi-Human;False;234000;141002000;141002000;-1;-1;1.5;-0.5;70;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23400003;Demi-Human;False;234000;141010000;141010000;-1;-1;0.2;1.3;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23400004;Demi-Human;False;234000;141100000;141100000;-1;-1;-1;-0.75;-35;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23500000;Rotten Stray;False;235000;141660000;141660000;-1;-1;1.3;0.5;-5;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23600000;Spirit Jellyfish;False;236000;141800000;141800000;-1;-1;1.5;1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23700000;Warhawk;False;237000;142100100;142100000;-1;-1;1.5;0.5;15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23800000;Stormhawk;False;238000;142102000;142100000;-1;-1;1.5;0.5;-28;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
23900000;Bloodhound Knight Floh;False;239000;142900000;142900000;-1;-1;1.5;1;0;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24000000;Wandering Noble;False;240000;143000000;143000000;-1;-1;1.2;0.75;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24000001;Wandering Noble;False;240000;143000200;143000000;-1;-1;-0.7;0.5;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24000002;Wandering Noble;False;240000;143001000;143001000;-1;-1;0;1;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24000003;Wandering Noble;False;240000;143005000;143005000;-1;-1;1.3;-0.75;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24000004;Wandering Noble;False;240000;143005100;143005000;-1;-1;-1;-1;-25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24100000;Noble Sorcerer;False;241000;143002000;143002000;-1;-1;1.2;-1;35;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24200000;Vulgar Militia;False;242000;143210000;143210000;-1;-1;1.2;-0.4;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24200001;Vulgar Militia;False;242000;143210000;143210000;-1;-1;1.5;-1.4;30;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24200002;Vulgar Militia;False;242000;143210000;143210000;-1;-1;-1.3;-1.2;-15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24300000;Mad Pumpkin Head;False;243000;143410000;143410000;-1;-1;1.5;1;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24400000;Land Squirt;False;244000;144400000;144400000;-1;-1;0;1.5;0;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24400001;Land Squirt;False;244000;144400000;144400000;-1;-1;1.5;-1.3;90;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24400002;Land Squirt;False;244000;144400000;144400000;-1;-1;-1.5;-1.5;-130;1;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24500000;Miranda Sprout;False;245000;144810000;144810000;-1;-1;1.5;1.5;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24500001;Miranda Sprout;False;245000;144810000;144810000;-1;-1;1.2;-1.3;5;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24500002;Miranda Sprout;False;245000;144810000;144810000;-1;-1;0;1.5;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24500003;Miranda Sprout;False;245000;144810000;144810000;-1;-1;-1.2;-1.5;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24500004;Miranda Sprout;False;245000;144810000;144810000;-1;-1;-1.5;1.5;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24600000;Soldjars of Fortune;False;246000;144910200;144910000;-1;-1;1.3;1.3;5;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24600001;Soldjars of Fortune;False;246000;144910200;144910000;-1;-1;1.4;-1.2;15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24600002;Soldjars of Fortune;False;246000;144910200;144910000;-1;-1;-1.3;-1.2;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24700000;Omenkiller;False;247000;148200000;148200000;-1;-1;1.4;1;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24800000;Greatshield Soldier;False;248000;170001000;170001000;-1;-1;1.5;0.3;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24800001;Greatshield Soldier;False;248000;170001000;170001000;-1;-1;0.75;-0.9;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24800002;Greatshield Soldier;False;248000;170001000;170001000;-1;-1;0;0.8;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24800003;Greatshield Soldier;False;248000;170001000;170001000;-1;-1;-0.75;-0.9;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24800004;Greatshield Soldier;False;248000;170001000;170001000;-1;-1;-1.5;0.3;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24900000;Archer;False;249000;170002000;170002000;-1;-1;1.4;-1.2;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24900001;Archer;False;249000;170002000;170002000;-1;-1;-0.8;1;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
24900002;Archer;False;249000;170002000;170002000;-1;-1;-1.3;-1.3;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25000000;Godrick Soldier;False;250000;143111300;143110000;-1;-1;1.3;0;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25000001;Godrick Soldier;False;250000;143112000;143112000;-1;-1;-1.3;0;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25100000;Raya Lucaria Soldier;False;251000;143122000;143122000;-1;-1;1.5;-1.5;-25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25100001;Raya Lucaria Soldier;False;251000;143720500;143720000;-1;-1;1.1;1.3;15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25100002;Raya Lucaria Soldier;False;251000;143722500;143720000;-1;-1;-1.3;1.3;-20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25200000;Leyndell Soldier;False;252000;143133000;143133000;-1;-1;1.3;0;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25200001;Leyndell Soldier;False;252000;143133000;143133000;-1;-1;-1.3;0;-10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25300000;Radahn Soldier;False;253000;143140100;143140100;-1;-1;1.3;0;20;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25300001;Radahn Soldier;False;253000;143142000;143142000;-1;-1;-1.3;0;-20;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25400000;Mausoleum Soldier;False;254000;143150000;143150000;-1;-1;0;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25400001;Mausoleum Soldier;False;254000;143151000;143151000;-1;-1;1;1.3;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25400002;Mausoleum Soldier;False;254000;143151000;143151000;-1;-1;-1.5;0;-40;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25400003;Mausoleum Soldier;False;254000;143152000;143152000;-1;-1;-1;-1.3;-15;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25400004;Mausoleum Soldier;False;254000;143152000;143152000;-1;-1;1.5;0;25;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25500000;Haligtree Soldier;False;255000;143760500;143760000;-1;-1;1.2;0.8;20;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25500001;Haligtree Soldier;False;255000;143760500;143760000;-1;-1;-1.2;0.2;10;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25500002;Haligtree Soldier;False;255000;143762500;143760000;-1;-1;1.5;-1;40;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25500003;Haligtree Soldier;False;255000;143762500;143760000;-1;-1;-1.5;-1.5;-75;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25600000;Ancient Dragon Knight Kristoff;False;256000;143531000;143531000;-1;-1;1.4;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25700000;Redmane Knight Ogha;False;257000;143542000;143542000;-1;-1;1.5;-1.3;-45;0;1;1;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25800000;Lhutel the Headless;False;258000;143551000;143551000;-1;-1;1.5;0;0;0;0;0;290000;290001;290002;290003;290004;290005;290006;290007;290008;290009;290010;-1;1830
25900000;Nepheli Loux Puppet;False;259000;100000020;100000020;-1;-1;1.3;-1.3;20;0;0;0;290050;290051;290052;290053;290054;290055;290056;290057;290058;290059;290060;23342;60501
26000000;Dung Eater Puppet;False;260000;100000030;100000030;-1;-1;1.3;-1.3;20;0;0;0;290050;290051;290052;290053;290054;290055;290056;290057;290058;290059;290060;23232;60501
26100000;Finger Maiden Therolina Puppet;False;261000;100000040;100000040;-1;-1;1.3;-1.3;20;0;0;0;290100;290101;290102;290103;290104;290105;290106;290107;290108;290109;290110;23631;60501
26200000;Dolores the Sleeping Arrow;False;262000;100000050;100000050;-1;-1;1.3;-1.3;20;0;0;0;290050;290051;290052;290053;290054;290055;290056;290057;290058;290059;290060;23640;60501
26300000;Jarwight Puppet;False;263000;100000060;100000060;-1;-1;1.3;-1.3;20;0;0;0;290150;290151;290152;290153;290154;290155;290156;290157;290158;290159;290160;23650;60501
