Row ID;Row Name;Ongoing SFX ID;Ongoing SE ID;Initial SFX ID;Initial SE ID;Finish SFX ID;Finish SE ID;Camouflage - Start Distance;Camouflage - End Distance;Transform - Protector ID;Ongoing Dummy Poly ID;Initial Dummy Poly ID;Finish Dummy Poly ID;Effect Type;Weapon Enchant - Soul Param ID;Play Category;Play Priority;Large Effect Exists;Soul Effect Exists;Camouflage - Invisible while Active;Camouflage - Fields;Camouflage - Invisible for Friend;Camouflage - Hide Foot Effect;Camouflage - Translucent Appearance;Is Full Body Protector ID;Is Invisible Weapon;Is Silent;Is Ongoing SFX Full Body;Is Initial SFX Full Body;Is Finish SFX Full Body;Is Visible on Dead Chr;Use Enchant SFX Size to Offset SFX ID;Decal ID [0];Decal ID [1];Foot Effect Priority;Foot Effect Offset;Trace SFX ID Offset Type;Force Deceased Type;Enchant SFX Start - Dummy Poly ID [0];Enchant SFX end - Dummy Poly ID [0];Enchant SFX Start - Dummy Poly ID [1];Enchant SFX End - Dummy Poly ID [1];Enchant SFX Start - Dummy Poly ID [2];Enchant SFX End - Dummy Poly ID [2];Enchant SFX Start - Dummy Poly ID [3];Enchant SFX End - Dummy Poly ID [3];Enchant SFX Start - Dummy Poly ID [4];Enchant SFX End - Dummy Poly ID [4];Enchant SFX Start - Dummy Poly ID [5];Enchant SFX End - Dummy Poly ID [5];Enchant SFX Start - Dummy Poly ID [6];Enchant SFX End - Dummy Poly ID [6];Enchant SFX Start - Dummy Poly ID [7];Enchant SFX End - Dummy Poly ID [7];SFX ID OffsetType;Phantom Param Overwrite Type;Camouflage - Min Alpha;Wet Aspect Type;Phantom Param Overwrite ID;Material Param ID;Material Param - Start Fade;Material Param - End Fade;Material Param - Fade Time;Foot Decal Material Offset Overwrite ID
18;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
19;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
20;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
21;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
22;;22122;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;15;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
23;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
24;;4260;23112;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;4;21;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
25;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
26;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
27;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
28;;523102;523102;-1;-1;-1;-1;-1;-1;-1;18;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
29;;20252;20004;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;51;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
30;;197;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
31;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
32;;195;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;6;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
33;;196;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;4;7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
34;;30043;-1;-1;-1;-1;-1;-1;-1;-1;100;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
35;;30013;-1;-1;-1;-1;-1;-1;-1;-1;104;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
36;;630731;-1;-1;-1;-1;-1;-1;-1;-1;11;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
37;;630731;-1;-1;-1;-1;-1;-1;-1;-1;100;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
38;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
39;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
40;;20253;20004;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;50;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
41;;20211;21112;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;52;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
42;;525002;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
43;;16010;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
44;;16011;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
45;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
46;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
47;;20244;20005;-1;-1;-1;-1;-1;-1;-1;212;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
48;;24003;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;41;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
49;;24004;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;40;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
50;;525042;-1;525006;-1;-1;-1;-1;-1;-1;220;220;-1;0;0;3;90;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
51;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
52;;24012;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;91;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
53;;24030;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;5;False;False;True;True;True;False;True;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
54;;20208;-1;-1;-1;-1;-1;-1;-1;-1;212;-1;-1;0;0;3;180;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
55;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
56;;890;-1;-1;-1;-1;-1;-1;-1;-1;202;-1;-1;0;0;4;4;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
57;;202;-1;-1;-1;-1;-1;-1;-1;-1;50;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
58;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
59;;35;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
60;;20279;-1;-1;-1;-1;-1;-1;-1;-1;206;-1;-1;1;4;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
61;;303131;303131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;10;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;10;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
62;;303001;303001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;2;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
63;;20242;-1;-1;-1;-1;-1;-1;-1;-1;206;-1;-1;2;4;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
64;;303071;303071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;-1;-1;0;0;1;0;10300;-1;11300;-1;10310;-1;11310;-1;10320;-1;11320;-1;10330;-1;11330;-1;0;0;0;0;0;-1;0;0;0;-1
65;;13045;-1;-1;-1;-1;-1;-1;-1;-1;20;-1;-1;0;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
66;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;3;255;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
67;;24006;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;100;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
68;;23228;-1;-1;-1;23328;-1;-1;-1;-1;200;-1;200;0;0;3;101;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
69;;20250;-1;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;80;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
70;;24009;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;151;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
71;;24010;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;71;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
72;;24011;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;70;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
73;;24025;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;152;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
74;;24026;-1;-1;-1;-1;-1;-1;-1;-1;200;-1;-1;0;0;3;150;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
75;;301022;301022;-1;-1;-1;-1;-1;-1;-1;220;-1;-1;0;0;3;140;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
76;;24021;-1;-1;-1;-1;-1;-1;-1;-1;7;-1;-1;0;0;3;160;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;-1;0;0;0;-1
